Column1,Time,SR/01102023/07102043/L_NR_2018_61,GNA/NR/2025/01/01/6528,NR/01102023/30042040/GNA_LT_36,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/01/01/6775,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,NR/01102023/13082046/L_NR_2021_12,GNARE/NR/2024/12/20/3668,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/30092023/26122029/SH-06,GNA/WR/2025/01/01/9606,GNA/WR/2024/11/01/4200,GNA/NR/2025/01/01/5531,GNA/NR/2025/01/02/1250,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/01/01/3945,NR/01102023/06022042/L_NR_2012_07,GNA/WR/2025/01/01/8625,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/01/01/3925,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,GNA/NR/2025/01/01/3733,GNA/NR/2025/01/01/8058,NR/01102023/22052037/LT-59,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/01/01/7459,GNA/NR/2025/01/01/8738,GNA/NR/2025/01/01/3514
71,17:30-17:45,11.41,14.41,0.36,1.65,36.51,0.35,0,0.35,65.93,7,0,24,18.33,10.93,6.55,8,0,18.34,8,3,0.06,1.26,0,2,1,2.18,1,0,0,0,0,28.82,48.04,1.61,43.24,86.66,0,1.14,130.43,48.04,100.1,0,20.18,26.9,0,134.03,36.51,48.04,19.22

72,17:45-18:00,11.21,14.41,0.04,1.65,36.51,0.04,0,0.04,65.93,7,0,25.01,19,3.41,1.75,8.33,0,19,8.33,2,0.02,0.69,0,0,0,0.68,0,0,0,0,0,28.82,48.04,1.61,43.24,86.66,0,1.14,130.43,48.04,100.1,0,20.18,26.9,0,134.03,36.51,48.04,19.22

73,18:00-18:15,11.21,14.41,0.02,1.65,36.51,0.02,0,0.02,113.03,7.33,0,25.99,20,0.15,0.73,8.67,0,20,8.67,0,0,0,0,0,0,0.03,0,0,0,30,50,28.82,48.04,1.61,43.24,86.66,50,1.14,130.43,48.04,100.1,0,20.18,26.9,0,134.03,36.51,48.04,19.22

74,18:15-18:30,11,14.41,0.01,1.65,36.51,0.01,0,0.01,113.03,7.33,0,27,20.67,0,0.33,9,0,20.66,9,0,0,0,0,0,0,0,0,0,0,30,50,28.82,48.04,1.61,43.24,86.66,50,1.14,130.43,48.04,100.1,0,20.18,26.9,0,134.03,36.51,48.04,19.22

75,18:30-18:45,11.21,14.41,0,1.65,36.51,0,0,0,113.03,8.67,0,32.51,21.67,0,0,10.83,0,21.66,10.83,0,0,0,0,0,0,0,0,0,0,30,50,28.82,48.04,1.61,43.24,86.66,50,1.14,130.43,48.04,100.1,0,20.18,26.9,0,134.03,36.51,48.04,19.22

76,18:45-19:00,11.21,14.41,0,1.65,36.51,0,0,0,113.03,9,0,33,23.33,0,0,11,0,23.34,11,0,0,0,0,0,0,0,0,0,0,30,50,28.82,48.04,1.61,43.24,86.66,50,1.14,130.43,48.04,100.1,0,20.18,26.9,0,134.03,36.51,48.04,19.22

77,19:00-19:15,11.21,8.65,0,1.65,36.51,0,0,0,65.93,9.33,0,34.99,20.33,0,0,11.67,0,20.34,11.67,0,0,0,0,0,0,0,0,0,0,30,50,28.82,48.04,1.57,43.24,86.66,50,1.14,130.43,48.04,100.1,0,20.18,26.9,0,0,36.51,48.04,19.22

78,19:15-19:30,11.21,8.65,0,1.65,36.51,0,0,0,65.93,10,0,37.01,21.33,0,0,12.33,0,21.34,12.33,0,0,0,0,0,0,0,0,0,0,30,50,28.82,48.04,1.57,43.24,86.66,50,1.14,130.43,48.04,100.1,0,20.18,26.9,0,0,36.51,48.04,19.22

79,19:30-19:45,11,8.65,0,1.65,36.51,0,0,0,65.93,10.67,0,39,22,0,0,13,0,22,13,0,0,0,0,0,0,0,0,0,0,30,50,28.82,48.04,1.57,43.24,86.66,50,1.14,130.43,48.04,100.1,0,20.18,26.9,0,0,36.51,48.04,19.22

80,19:45-20:00,11,8.65,0,1.65,36.51,0,0,0,65.93,11.33,0,41.51,23,0,0,13.83,0,23,13.83,0,0,0,0,0,0,0,0,0,0,30,50,28.82,48.04,1.57,43.24,86.66,50,1.14,130.43,48.04,100.1,0,20.18,26.9,0,0,36.51,48.04,19.22

81,20:00-20:15,11,8.65,0,1.65,36.51,0,0,0,70.64,12.33,0,46.5,26.33,0,0,15.5,0,26.34,15.5,0,0,0,0,0,0,0,0,0,0,30,50,28.82,48.04,1.57,43.24,86.66,50,1.07,130.43,48.04,100.1,0,20.18,26.9,0,0,36.51,48.04,19.22

82,20:15-20:30,10.8,8.65,0,1.65,36.51,0,0,0,70.07,12.33,0,46.5,28.33,0,0,15.5,0,28.34,15.5,0,0,0,0,0,0,0,0,0,0,30,50,28.82,48.04,1.57,43.24,86.66,50,1.07,130.43,48.04,100.1,0,20.18,26.9,0,0,36.51,48.04,19.22

83,20:30-20:45,10.8,8.65,0,1.65,36.51,0,0,0,70.07,12.33,0,48.49,30,0,0,16.17,0,30,16.17,0,0,0,0,0,0,0,0,0,0,30,50,28.82,48.04,1.57,43.24,86.66,50,1.07,130.43,48.04,100.1,0,20.18,26.9,0,0,36.51,48.04,19.22

84,20:45-21:00,10.8,8.65,0,1.65,36.51,0,0,0,70.07,12,0,49.99,31,0,0,16.67,0,31,16.67,0,0,0,0,0,0,0,0,0,0,30,50,28.82,48.04,1.57,43.24,86.66,50,1.07,130.43,48.04,100.1,0,20.18,26.9,0,0,36.51,48.04,19.22

85,21:00-21:15,16.01,8.65,0,1.65,36.51,0,0,0,70.07,18.33,0,51,37,0,0,17,0,37,17,0,0,0,0,0,0,0,0,0,0,30,50,28.82,48.04,1.57,36.51,86.66,50,1.07,130.43,48.04,100.1,0,20.18,26.9,0,0,36.51,48.04,19.22

86,21:15-21:30,16.01,8.65,0,1.65,36.51,0,0,0,70.07,19,0,51.49,39.67,0,0,17.17,0,39.66,17.17,0,0,0,0,0,0,0,0,0,0,30,50,28.82,48.04,1.57,36.51,86.66,50,1.07,130.43,48.04,100.1,0,20.18,26.9,0,0,36.51,48.04,19.22

87,21:30-21:45,16.21,8.65,0,1.65,36.51,0,0,0,70.07,21.67,0,61.99,40.67,0,0,20.67,0,40.66,20.67,0,0,0,0,0,0,0,0,0,0,30,50,28.82,48.04,1.57,36.51,86.66,50,1.07,130.43,48.04,100.1,0,20.18,26.9,0,0,36.51,48.04,19.22

88,21:45-22:00,16.21,8.65,0,1.65,36.51,0,0,0,70.07,22.33,0,62.51,41.67,0,0,20.83,0,41.66,20.83,0,0,0,0,0,0,0,0,0,0,30,50,28.82,48.04,1.57,36.51,79.06,50,1.07,113.65,48.04,100.1,0,20.18,26.9,0,0,36.51,48.04,19.22

89,22:00-22:15,10,8.65,0,1.65,36.51,0,0,0,70.07,22.67,0,66,43.33,0,0,22,0,43.34,22,0,0,0,0,0,0,0,0,0,0,30,50,28.82,48.04,1.57,36.51,79.06,0,1.07,113.65,48.04,100.1,0,20.18,26.9,0,0,36.51,48.04,19.22

90,22:15-22:30,10,8.65,0,1.65,36.51,0,0,0,70.07,23,0,69.49,44.67,0,0,23.17,0,44.66,23.17,0,0,0,0,0,0,0,0,0,0,30,50,28.82,48.04,1.57,36.51,66.89,0,1.07,95.43,48.04,100.1,0,20.18,26.9,0,0,36.51,48.04,19.22

91,22:30-22:45,10,8.65,0,1.65,36.51,0,0,0,70.07,23.33,0,73.01,58,0,0,24.33,0,58,24.33,0,0,0,0,0,0,0,0,0,0,30,50,28.82,48.04,1.57,36.51,66.89,0,1.07,95.43,48.04,100.1,0,20.18,26.9,0,0,36.51,48.04,19.22

92,22:45-23:00,10,8.65,0,1.65,36.51,0,0,0,70.07,24.33,0,76.5,59.67,0,0,25.5,0,59.66,25.5,0,0,0,0,0,0,0,0,0,0,30,50,28.82,48.04,1.57,36.51,66.89,0,1.07,95.43,48.04,88.39,0,20.18,26.9,0,0,36.51,48.04,19.22

93,23:00-23:15,13.01,8.65,0,1.65,28.82,0,0,0,70.07,25,0,77.51,60.67,0,0,25.83,0,60.66,25.83,0,0,0,0,0,0,0,0,0,0,30,50,28.82,48.04,1.57,28.82,66.89,0,1.07,95.43,48.04,73.98,0,20.18,26.9,0,0,28.82,48.04,19.22

94,23:15-23:30,13.41,8.65,0,1.65,28.82,0,0,0,70.07,26,0,78.49,61.33,0,0,26.17,0,61.34,26.17,0,0,0,0,0,0,0,0,0,0,30,50,28.82,48.04,1.57,28.82,66.89,0,1.07,95.43,48.04,82.63,0,20.18,26.9,0,0,28.82,48.04,19.22

95,23:30-23:45,13.81,8.65,0,1.65,28.82,0,0,0,70.07,26.33,0,79.99,62.67,0,0,26.67,0,62.66,26.67,0,0,0,0,0,0,0,0,0,0,30,50,28.82,48.04,1.57,28.82,66.89,0,1.07,95.43,48.04,76.86,0,20.18,26.9,0,0,28.82,48.04,19.22

96,23:45-24:00,14.21,8.65,0,1.65,28.82,0,0,0,70.07,25.67,0,81,63,0,0,27,0,63,27,0,0,0,0,0,0,0,0,0,0,30,50,28.82,48.04,1.57,28.82,66.89,0,1.07,95.43,48.04,76.86,0,20.18,26.9,0,0,28.82,48.04,19.22

