Column1,Time,GNA/NR/2025/07/01/2952,GNA/NR/2025/07/01/8139,GNA/NR/2025/07/01/8128,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/1044,GNA/NR/2025/07/01/1192,GNA/NR/2025/07/01/8230,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/07/01/2786,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/07/01/8154,GNA/NR/2025/07/01/2236,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,GNA/NR/2025/07/01/2997,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/07/01/3109,NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/01102023/19072037/LT-05,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_17,L_NR_2019_19,GNARE/SR/2025/01/13/4532,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05
8,01:45-02:00,0,135.71,0,-0,0,49.09,225.22,6.06,43.75,84.82,56.42,15.94,52.94,0,20.76,81.81,0,0,15.26,148.88,19.25,10.66,26.5,26.5,25.24,10.49,70.19,0,0,0,28.01,0,0,0,0,0,0,0,0,30,0,90,30.33,0,0,30,0

9,02:00-02:15,0,135.71,0,-0,0,49.09,225.22,5.97,43.75,52.94,38.5,15.84,81.81,0,20.76,81.81,0,0,15.26,148.88,19.25,10.66,26.5,26.5,25.24,10.49,70.19,0,0,0,27.81,0,0,0,0,0,0,0,0,29.83,0,89.51,31,0,0,29.83,0

10,02:15-02:30,0,135.71,0,-0,0,49.09,225.22,5.97,43.75,52.94,38.5,15.84,100.27,0,20.76,81.81,0,0,15.26,148.88,19.25,10.66,26.5,26.5,25.24,10.49,70.19,0,0,0,27.81,0,0,0,0,0,0,0,0,29.17,0,87.49,31,0,0,29.17,0

11,02:30-02:45,0,135.71,0,-0,0,49.09,225.22,5.97,43.75,52.94,38.5,15.84,100.27,0,20.76,81.81,0,0,15.26,148.88,19.25,10.66,26.5,26.5,25.24,10.49,70.19,0,0,0,27.61,0,0,0,0,0,0,0,0,28.5,0,85.5,30.67,0,0,28.5,0

12,02:45-03:00,0,135.71,0,-0,0,49.09,225.22,5.97,43.75,52.94,38.5,15.84,100.27,0,20.76,81.81,0,0,15.26,148.88,19.25,10.66,26.5,26.5,25.24,10.49,70.19,0,0,0,27.41,0,0,0,0,0,0,0,0,27.83,0,83.51,30.33,0,0,27.83,0

13,03:00-03:15,0,135.71,0,-0,0,0,225.22,5.88,43.75,52.94,38.5,15.76,100.27,0,20.76,81.81,0,0,15.26,148.88,19.25,10.66,26.5,26.5,25.74,10.49,70.19,0,0,0,23.21,0,0,0,0,0,0,0,0,27.83,0,83.51,28.67,0,0,27.83,0

14,03:15-03:30,0,135.71,0,-0,0,0,225.22,5.88,43.75,52.94,38.5,15.76,100.27,0,20.76,81.81,0,0,15.26,148.88,19.25,10.66,26.5,26.5,25.74,10.49,70.19,0,0,0,23.01,0,0,0,0,0,0,0,0,27.83,0,83.51,28.67,0,0,27.83,0

15,03:30-03:45,0,135.71,0,-0,0,0,225.22,5.88,43.75,52.94,38.5,15.76,100.27,0,20.76,81.81,0,0,15.26,148.88,19.25,10.66,26.5,26.5,25.74,10.49,70.19,0,0,0,23.01,0,0,0,0,0,0,0,0,27.67,0,82.99,28.67,0,0,27.67,0

16,03:45-04:00,0,135.71,0,-0,0,0,225.22,5.88,43.75,52.94,38.5,15.76,100.27,0,20.76,81.81,0,0,15.26,148.88,19.25,10.66,26.5,26.5,25.74,10.49,70.19,0,0,0,22.81,0,0,0,0,0,0,0,0,27.67,0,82.99,28.67,0,0,27.67,0

17,04:00-04:15,0,135.71,0,-0,0,0,225.22,5.78,43.75,52.94,38.5,15.56,100.27,0,20.76,81.81,0,0,15.26,188.18,19.25,10.66,26.5,26.5,25.74,10.49,70.19,0,0,0,27.01,0,0,0,0,0,0,0,0,28.33,0,85.01,28.33,0,0,28.33,0

18,04:15-04:30,0,135.71,0,-0,0,0,225.22,5.78,43.75,52.94,38.5,15.56,100.27,0,20.76,81.81,0,0,15.26,187.75,19.25,10.66,26.5,26.5,25.74,10.49,70.19,0,0,0,27.01,0,0,0,0,0,0,0,0,27.67,0,82.99,27.67,0,0,27.67,0

19,04:30-04:45,0,135.71,0,-0,0,0,225.22,5.78,43.75,52.94,38.5,15.56,100.27,0,20.76,81.81,0,0,15.26,172.99,19.25,10.66,26.5,26.5,24.23,10.4,70.19,0,0,0,27.01,0,0,0,0,0,0,0,0,27.17,0,81.49,27.33,0,0,27.17,0

20,04:45-05:00,0,135.71,0,-0,0,0,225.22,5.78,43.75,52.94,38.5,15.56,100.27,0,20.76,81.81,0,0,15.26,161.43,19.25,10.66,26.5,26.5,23.72,10.4,70.19,0,0,0,27.01,0,0,0,0,0,0,0,0,26.67,0,79.99,26.67,0,0,26.67,0

21,05:00-05:15,0,135.71,0,-0,0,0,225.22,5.69,43.75,52.94,38.5,15.29,100.27,0,20.76,81.81,0,0,15.26,150.42,19.25,10.66,26.5,26.5,23.72,10.4,70.19,0,0,0,35.61,0,0,0,0,0,0,0,0,25.5,0,76.5,26,0,0,25.5,0

22,05:15-05:30,0,135.71,0,-0,0,0,225.22,5.69,43.75,52.94,38.5,15.29,100.27,0,20.76,81.81,0,0,15.26,148.88,19.25,10.66,26.5,26.5,23.72,10.4,70.19,0,0,0,35.41,0,0,0,0,0,0,0,0,24,0,72,24.67,0,0,24,0

23,05:30-05:45,0,135.71,0,-0,0,0,225.22,5.69,43.75,52.94,38.5,15.29,100.27,0,20.76,81.81,0,0,15.26,148.88,19.25,10.66,26.5,26.5,24.73,10.4,70.19,0,0,0.29,35.41,0,0,0,0,0,0,0,0,22.17,0,66.49,23.67,0,0,22.17,0

24,05:45-06:00,0,135.71,0,-0,0,0,225.22,5.69,43.75,52.94,38.5,15.29,100.27,0,20.76,81.81,0,0,15.26,148.88,19.25,10.66,26.5,26.5,24.73,10.4,70.19,0.44,0,0.78,34.81,0,0.52,0,2.61,0,1,0,0,21.17,0,63.49,23,0,0,21.17,0

25,06:00-06:15,0,135.71,0,-0,0,0,225.22,5.69,43.75,52.94,38.5,15.11,100.27,0,20.76,81.81,0,0,15.26,148.88,19.25,10.66,26.5,26.5,24.23,10.4,70.19,1.71,0,1.31,33.01,1,1.76,1,8.77,0,1,1,0,18,0,54,21.33,9.75,0,18,5.81

26,06:15-06:30,0,135.71,0,-0,0,0,225.22,5.69,43.75,52.94,38.5,15.11,100.27,0,20.76,81.81,0,0,15.26,148.88,19.25,10.66,26.5,26.5,24.23,10.4,70.19,3.39,1,1.85,33.01,2,2.99,2,14.94,0,3,2,0,16.33,0,49.01,20,13.58,0,16.33,8.94

27,06:30-06:45,0,135.71,0,-0,0,0,225.22,5.69,43.75,52.94,38.5,15.11,100.27,0.74,20.76,81.81,0.95,0.95,15.26,148.88,19.25,10.59,26.5,26.5,24.23,10.4,70.19,5.65,2,2.5,32.61,3,4.22,3,21.11,0,4,3,0,20.59,0,61.76,18,17.97,3,20.59,13.19

28,06:45-07:00,0,135.71,0,-0,0,0,225.22,5.69,43.75,52.94,38.5,15.11,100.27,1.62,20.76,81.81,2.1,2.1,15.26,148.88,19.25,10.59,26.5,26.5,24.23,10.4,70.19,8.51,3,3.29,32.21,7,5.46,6,27.27,0,6,4,0,21,0,63,16.33,22.94,6,21,18.54

29,07:00-07:15,0,135.71,0,-0,0,0,225.22,5.6,43.75,70.59,49,15.02,100.27,2.44,20.76,81.81,3.15,3.15,15.26,148.88,19.25,10.59,26.5,26.5,24.23,10.4,70.19,12.72,7,4.24,37.02,13,7.55,11,37.73,0,10,5,0,21.5,0,64.5,16.67,28.11,10,21.5,24.58

30,07:15-07:30,0,135.71,0,-0,0,0,225.22,5.6,43.75,70.59,49,15.02,100.27,3.33,20.76,81.81,4.31,4.31,15.26,148.88,19.25,10.59,26.5,26.5,24.23,10.4,70.19,16.99,8,5.47,37.02,17,9.64,14,48.18,0,13,7,0,22,0,66,17.67,33,16,22,31.5

31,07:30-07:45,0,135.71,0,-0,0,0,225.22,5.6,43.75,70.59,49,15.02,100.27,4.05,20.76,81.81,5.24,5.24,15.26,148.88,19.25,10.59,26.5,26.5,25.24,10.4,70.19,21.68,13,7.1,36.62,25,11.73,23,58.64,0,19,9,0,22.67,0,67.99,19.67,33,22,22.67,33

32,07:45-08:00,0,135.71,0,-0,0,0,225.22,5.6,43.75,70.59,41.39,15.02,100.27,4.78,20.76,81.81,6.19,6.19,15.26,148.88,19.25,10.59,26.5,26.5,25.24,10.4,70.19,26.9,16,9.14,36.42,32,13.82,26,69.09,0,25,12,0,23.65,0,70.92,21.33,33,30,23.65,33

33,08:00-08:15,0,135.71,0,-86.42,0,0,225.22,5.6,43.75,51.98,38.5,14.92,72.19,5.62,20.76,81.81,7.27,7.27,15.26,148.88,19.25,10.59,26.5,26.5,26.25,10.56,70.19,29.18,19,10.8,36.22,39,14.21,33,71.06,0,30,16,0,23.83,0,71.51,21.67,33,33,23.83,33

34,08:15-08:30,0,135.71,0,-86.42,0,0,225.22,5.6,43.75,51.98,38.5,14.92,72.19,6.47,20.76,81.81,8.37,8.37,15.26,148.88,19.25,10.59,26.5,26.5,26.25,10.56,70.19,34.83,23,11.86,35.61,45,16.48,34,82.42,0,34,19,0,24.17,0,72.49,21.33,33,33,24.17,33

35,08:30-08:45,0,135.71,0,-86.42,0,0,225.22,5.6,43.75,51.98,38.5,14.92,72.19,7.31,20.76,81.81,9.45,9.45,15.26,148.88,19.25,10.59,26.5,26.5,24.73,10.56,70.19,40.14,26,12.78,27.01,52,18.99,40,94.97,0,39,23,0,24.5,0,73.5,21,33,33,24.5,33

36,08:45-09:00,0,135.71,0,-86.42,0,0,225.22,5.6,43.75,51.98,38.5,14.92,72.19,8.15,20.76,81.81,10.54,10.54,15.26,148.88,19.25,10.59,26.5,26.5,25.24,10.56,70.19,45.63,29,13.77,27.01,59,21.1,46,105.52,0,43,25,0,25,0,75,20.33,33,33,25,33

37,09:00-09:15,0,135.71,0,-86.42,0,0,225.22,5.51,43.75,51.98,38.5,14.83,52.94,8.77,20.76,81.81,11.34,11.34,15.26,189.61,19.25,10.59,26.7,26.7,25.24,10.56,70.19,50.52,31,17.56,23.81,63,23.6,50,118.01,0,48,26,0,23,0,69,14,33,33,23,33

38,09:15-09:30,0,135.71,0,-86.42,0,0,225.22,5.51,43.75,51.98,38.5,14.83,52.94,9.29,20.76,81.81,12.03,12.03,15.26,211.75,19.25,10.59,26.7,26.7,25.24,10.56,70.19,60.51,34,19.51,24.01,68,25.48,55,127.41,0,52,29,0,23.67,0,70.99,14.67,33,33,23.67,33

39,09:30-09:45,7.74,135.71,0,-86.42,5.28,0,225.22,5.51,43.75,51.98,38.5,14.83,52.94,9.82,20.76,81.81,12.71,12.71,15.26,211.75,19.25,10.59,26.7,26.7,25.24,10.56,70.19,66.11,37,20.49,24.61,73,27.52,61,137.59,0,57,31,0,20,0,60,15,33,33,20,33

40,09:45-10:00,7.74,135.71,0,-86.42,5.28,0,225.22,5.51,43.75,51.98,38.5,14.83,52.94,10.33,20.76,81.81,13.38,13.38,15.26,211.75,19.25,10.59,26.7,26.7,25.24,10.56,70.19,75.04,39,21.47,25.41,78,34.71,65,173.53,0,61,33,0,20.83,0,62.51,15.8,33,33,20.83,33

41,10:00-10:15,7.74,135.71,0,-86.42,5.28,0,225.22,5.51,43.75,51.98,38.5,14.83,52.94,10.74,20.76,81.81,13.9,13.9,15.26,231,19.25,10.59,26.7,26.7,25.24,10.56,70.19,79.38,42,21.47,25.81,83,36.71,72,183.57,0,64,33,0,18.33,0,55.01,14,33,33,18.33,33

42,10:15-10:30,7.74,135.71,0,-86.42,5.28,0,225.22,5.51,43.75,51.98,38.5,14.83,52.94,11.15,20.76,81.81,14.43,14.43,15.26,231,19.25,10.59,26.7,26.7,25.24,10.56,70.19,83.72,42,21.47,26.01,85,38.72,77,193.6,0,69,34,0,19.17,0,57.49,14.67,33,33,19.17,33

43,10:30-10:45,7.74,135.71,0,-86.42,5.28,0,225.22,5.51,43.75,51.98,38.5,14.19,52.94,11.57,20.76,81.81,14.97,14.97,15.26,231,19.25,10.59,26.7,26.7,25.24,10.56,70.19,88.06,45,21.47,26.61,89,40.68,83,203.41,0,73,35,0,21.17,0,63.49,15.67,33,33,21.17,33

44,10:45-11:00,7.74,135.71,0,-86.42,5.28,0,225.22,5.51,43.75,51.98,38.5,14.19,52.94,11.69,20.76,81.81,15.13,15.13,15.26,270.7,19.25,10.59,26.7,26.7,25.24,10.56,70.19,92.4,46,22.44,27.41,91,42.73,85,213.64,0,78,36,0,22,0,66,16,33,33,22,33

45,11:00-11:15,7.74,135.71,0,-86.42,5.28,0,225.22,4.2,43.75,51.98,38.5,14.09,52.94,11.69,20.76,81.81,15.13,15.13,15.26,270.7,19.25,10.59,26.7,26.7,25.74,10.56,70.19,96.33,47,22.44,19.01,93,44.11,93,220.52,0,82,37,0,25.83,0,77.51,19.16,33,33,25.83,33

46,11:15-11:30,7.74,135.71,0,-86.42,5.28,0,225.22,4.2,43.75,51.98,38.5,14.09,52.94,11.69,20.76,81.81,15.13,15.13,15.26,270.7,19.25,10.59,26.7,26.7,25.74,10.56,70.19,100,47,23.42,19.61,93,45.3,93,226.48,0,82,38,0,26.17,0,78.49,19.69,33,33,26.17,33

47,11:30-11:45,7.74,135.71,0,-86.42,5.28,0,225.22,4.2,43.75,51.98,38.5,14.09,52.94,11.69,20.76,81.81,15.13,15.13,15.26,270.7,19.25,10.59,26.7,26.7,25.74,10.24,70.19,100,47,23.42,25.01,93,46.36,93,231.77,0,84,40,0,26.67,0,79.99,20.28,33,33,26.67,33

48,11:45-12:00,7.74,135.71,0,-86.42,5.28,0,225.22,4.2,43.75,51.98,38.5,14.09,52.94,11.69,20.76,81.81,15.13,15.13,15.26,270.7,19.25,10.59,26.7,26.7,25.74,10.24,70.19,100,47,23.42,26.01,93,46.67,93,233.33,0,84,41,0,27.17,0,81.49,20.88,33,33,27.17,33

49,12:00-12:15,7.74,135.71,0,-86.42,5.28,0,225.22,5.41,43.75,51.98,38.5,14,52.94,11.69,20.76,81.81,15.13,15.13,15.26,270.7,19.25,10.59,26.78,26.78,26.24,10.24,70.19,100,47,35.13,31.21,93,46.67,93,233.33,0,84,41,0,23.33,0,70.01,21.63,33,33,23.33,33

50,12:15-12:30,7.74,135.71,0,-86.42,5.28,0,225.22,5.41,43.75,51.98,38.5,14,52.94,11.69,20.76,81.81,15.13,15.13,15.26,270.7,19.25,10.59,26.78,26.78,26.24,10.24,70.19,100,47,35.13,32.01,93,46.66,93,233.31,0,84,41,0,24.17,0,72.49,22.46,33,33,24.17,33

51,12:30-12:45,7.74,135.71,0,-86.42,5.28,0,225.22,5.41,43.75,51.98,38.5,14,52.94,11.69,20.76,81.81,15.13,15.13,15.26,270.7,19.25,10.59,26.78,26.78,26.24,10.48,70.19,100,47,35.13,33.01,93,46.31,93,231.54,0,84,42,0,25,0,75,22.16,33,33,25,33

52,12:45-13:00,7.74,135.71,0,-86.42,5.28,0,225.22,5.41,43.75,51.98,38.5,14,52.94,11.69,20.76,81.81,15.13,15.13,15.26,247.22,19.25,10.59,26.78,26.78,26.24,10.48,70.19,100,46,73.18,33.21,92,46.07,93,230.37,0,84,42,0,25.83,0,77.51,23,33,33,25.83,33

53,13:00-13:15,7.74,135.71,0,-86.42,5.28,0,225.22,5.51,43.75,51.98,38.5,13.91,52.94,11.69,20.76,81.81,15.13,15.13,15.26,208.72,19.25,10.59,26.78,26.78,26.24,10.48,70.19,100,46,73.18,33.21,92,45.69,91,228.47,0,84,42,0,20.41,0,61.2,21.97,33,33,20.41,33

54,13:15-13:30,7.74,135.71,0,-86.42,5.28,0,225.22,5.51,43.75,51.98,38.5,13.91,52.94,11.69,20.76,81.81,15.13,15.13,15.26,170.22,19.25,10.59,26.78,26.78,26.24,10.48,70.19,100,45,73.18,33.41,89,45.22,91,226.12,0,82,42,0,21.48,0,64.44,22.97,33,33,21.48,33

55,13:30-13:45,7.74,135.71,11.52,-86.42,5.28,0,225.22,5.51,43.75,51.98,38.5,13.91,52.94,11.69,20.76,81.81,15.13,15.13,15.26,208.72,19.25,10.59,26.78,26.78,24.73,10.48,70.19,100,44,73.18,31.61,88,44.51,85,222.54,0,82,42,0,22.55,0,67.67,24.12,33,33,22.55,33

56,13:45-14:00,7.74,135.71,11.52,-86.42,5.28,0,225.22,5.51,43.75,52.69,38.5,13.91,52.94,11.69,20.76,81.81,15.13,15.13,15.26,247.22,19.25,10.59,26.78,26.78,24.73,10.48,70.19,100,42,73.18,32.01,84,43.8,85,218.98,0,82,42,0,23.94,0,71.79,25.1,33,33,23.94,33

57,14:00-14:15,7.74,135.71,11.52,-86.42,5.28,0,225.22,5.69,43.75,51.98,38.5,13.91,52.94,11.69,20.76,81.81,15.13,15.13,15.26,247.22,19.25,10.59,26.78,26.78,24.73,10.48,70.19,92.05,41,73.18,33.41,81,42.29,82,211.47,0,82,37,0,23.5,0,70.5,27.62,33,33,23.5,33

58,14:15-14:30,7.74,135.71,11.52,-86.42,5.28,0,225.22,5.69,43.75,51.98,38.5,13.91,52.94,11.69,20.76,81.81,15.13,15.13,15.26,247.22,19.25,10.59,26.78,26.78,25.24,10.48,70.19,88.26,38,37.08,33.61,77,40.7,80,203.51,0,81,37,0,24.5,0,73.5,27.9,33,33,24.5,33

59,14:30-14:45,8.52,135.71,12.66,-86.42,5.28,0,225.22,5.69,43.75,51.98,38.5,13.91,52.94,11.69,20.76,81.81,15.13,15.13,15.26,247.22,19.25,10.59,26.78,26.78,25.24,10.48,70.19,84.47,43,37.43,37.62,87,38.98,78,194.91,0,78,34,0,25.17,0,75.5,28.28,33,33,25.16,33

60,14:45-15:00,8.52,135.71,12.66,-86.42,5.28,0,225.22,5.69,43.75,51.98,38.5,13.91,52.94,11.69,20.76,81.81,15.13,15.13,15.26,247.22,19.25,10.59,26.78,26.78,25.24,10.48,70.19,80.68,43,40.98,39.02,85,37.01,74,185.06,0,75,33,0,26.17,0,78.5,28.64,33,33,26.16,33

61,15:00-15:15,8.52,135.71,12.66,-0,5.28,0,225.22,6.06,43.75,51.98,38.5,14.09,52.94,11.35,20.76,81.81,14.7,14.7,15.26,247.22,19.25,10.59,26.78,26.78,25.24,10.56,70.19,76.39,40,40.98,39.22,80,34.19,71,170.94,0,70,32,0,28.67,0,86,32.66,33,33,28.66,33

62,15:15-15:30,8.52,135.71,12.66,-0,5.28,0,225.22,6.06,43.75,51.98,38.5,14.09,52.94,10.51,20.76,81.81,13.61,13.61,15.26,247.22,19.25,10.59,26.78,26.78,25.74,10.56,70.19,72.11,37,40.98,39.42,75,31.12,66,155.57,0,66,31,0,29.17,0,87.5,32.66,33,33,29.16,33

63,15:30-15:45,8.52,135.71,12.66,-0,5.28,0,225.22,6.06,43.75,51.98,38.5,14.09,52.94,9.67,20.76,81.81,12.52,12.52,15.26,247.22,19.25,10.43,26.78,26.78,25.74,10.56,70.19,67.83,35,40.98,39.42,70,28.19,63,140.97,0,61,30,0,29.67,0,89,32.66,33,33,29.66,33

64,15:45-16:00,8.52,135.71,12.66,-0,5.28,0,225.22,6.06,43.75,51.98,38.5,14.09,52.94,8.83,20.76,81.81,11.44,11.44,15.26,247.22,19.25,10.43,26.78,26.78,25.74,10.56,70.19,63.55,33,40.98,39.62,65,25.51,56,127.55,0,57,29,0,30.17,0,90.5,32,33,33,30.16,33

65,16:00-16:15,8.52,135.71,12.66,-0,5.28,0,225.22,6.9,43.75,51.98,38.5,14.37,52.94,8.12,20.76,81.81,10.51,10.51,15.26,247.22,19.25,10.43,26.78,26.78,26.24,10.56,70.19,58.24,30,39.17,39.82,60,26.87,51,134.35,0,46,25,0,30.67,0,92,32,33,30,30.66,33

66,16:15-16:30,8.52,135.71,12.66,-0,5.28,0,225.22,6.9,43.75,51.98,38.5,14.37,52.94,7.4,20.76,81.81,9.57,9.57,15.26,247.22,19.25,10.43,26.78,26.78,26.24,10.56,70.19,52.92,28,33.51,39.82,55,25.31,47,126.58,0,42,23,0,31.17,0,93.5,31.34,33,20,31.16,33

67,16:30-16:45,8.52,135.71,12.66,-0,5.28,0,225.22,6.9,43.75,51.98,38.5,14.37,81.81,5.87,20.76,81.81,7.61,7.61,15.26,247.22,19.25,10.43,26.78,26.78,26.24,10.56,70.19,42.85,24,31.25,39.82,49,23.75,39,118.78,0,36,15,0,31.83,0,95.5,30.68,33,10,31.84,33

68,16:45-17:00,8.52,135.71,12.66,-0,5.28,0,225.22,6.9,43.75,51.98,38.5,14.37,100.27,5.24,20.76,81.81,6.79,6.79,15.26,247.22,19.25,10.43,26.78,26.78,26.24,10.56,70.19,38.06,21,35.9,39.82,43,21.89,34,109.45,0,31,13,0,32.5,0,97.5,30.03,32.08,5,32.5,33

69,17:00-17:15,8.52,135.71,12.66,-0,5.28,0,225.22,10.26,43.75,51.98,38.5,14.74,100.27,4.62,20.76,81.81,5.99,5.99,15.26,247.22,19.25,10.43,26.78,26.78,27.25,10.56,70.19,33.69,12,31.18,39.82,23,19.79,29,98.93,0,18,10,0,32.83,0,98.5,32,27.03,2,32.84,29.58

70,17:15-17:30,8.52,135.71,12.66,-0,5.28,0,225.22,10.26,43.75,51.98,38.5,14.74,100.27,4,20.76,81.81,5.18,5.18,15.26,247.22,19.25,10.43,26.78,26.78,27.25,10.56,70.19,29.32,10,26.7,39.82,20,17.45,25,87.27,0,15,8,0,33,0,99,31.67,21.97,0,33,23.72

71,17:30-17:45,8.52,135.71,12.66,-0,5.9,0,225.22,10.26,43.75,102.47,66.92,14.74,100.27,3.38,20.76,81.81,4.38,4.38,15.26,247.22,19.25,10.43,26.78,26.78,27.25,10.56,70.19,29.94,7,18.16,43.02,15,15.13,15,75.66,0,12,7,0,33.17,0,99.5,31.33,17.15,0,33.16,18.33

72,17:45-18:00,8.52,135.71,12.66,-0,5.9,0,225.22,10.26,43.75,102.47,66.92,14.74,100.27,2.76,20.76,81.81,3.58,3.58,15.26,247.22,19.25,10.43,26.78,26.78,27.25,10.56,70.19,24.7,7,14.59,43.02,15,12.85,12,64.24,0,9,5,0,33.17,0,99.5,31,12.55,0,33.16,13.4

73,18:00-18:15,8.52,135.71,12.66,-0,5.9,0,225.22,11.48,43.75,102.47,66.92,15.02,100.27,2.25,20.76,81.81,2.91,2.91,0,247.22,0,10.43,25.55,29,27.25,10.56,70.19,19.95,4,11.08,43.02,8,10.26,8,51.31,0,6,4,0,33,0,99,35,0,0,33,0

