Block,Time,CHAMERA3,NLCIIST1,NNTPP,NTPL,RAMPUR,RSTPSU7,UNCHAHAR4,AURY_LF,DADRI_RF,KGSU1AND2,KGSU3AND4,RIHAND1,SALAL,TALA,TANAKPUR,CHAMERA2,FSTPP I & II,RAPPC,TEHRI,UNCHAHAR2,VALLURNTECL,JHAJJAR,KOLDAM,NLCTS2EXP,RAPPB,SIMHST1,TelanganaSTPP,ANTA_LF,DADRI_LF,BRBCL,BSIUL,DHAULIGNGA,KHSTPP-II,KISHANGANGA,MAPS,RSTPSU1TO6,SEWA2,SIMHST2,TANDA2,AURY_GF,DADRI_CRF,DADRI_GF,CHAMERA1,KKNP,KOTESHWR,NJPC,RIHAND2,TALST2,UNCHAHAR1,URI2,ANTA_CRF,ANTA_RF,DADRT2,KKNPPU2,NAPP,NLCIIST2,RIHAND3,SASAN,SINGRAULI,UNCHAHAR3,URI,ANTA_GF,AURY_CRF,DULHASTI,KHSTPP-I,KUDGI,NLCEXP,PARBATI3,SINGRAULI_HYDRO,AURY_RF
16,03:45-04:00,32.08,0,0,0,3.54,0,1.62,0,99.17,0,0,92.59,77.85,5.15,8.33,44.22,20.8,60.53,35.44,43.71,0,413.81,5.35,0,0,0,0,0,0,20.01,13.04,40.4,98.87,4.32,0,0,17.73,0,0.12,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,29.56,0,48.13,686.07,0,45.46,0,127.6,412.88,127.75,27.05,27.6,0,0,53.79,33.38,0,0,17.56,0,77.69

17,04:00-04:15,32.08,0,0,0,3.54,0,1.62,0,99.17,0,0,92.59,77.85,5.15,8.33,44.22,20.8,60.53,35.44,43.71,0,413.81,5.35,0,0,0,0,0,0,20.01,13.04,40.4,98.87,4.32,0,0,17.73,0,0.12,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,29.56,0,48.13,686.07,0,45.46,0,127.6,412.88,127.75,27.05,27.6,0,0,53.79,33.38,0,0,17.56,0,77.69

18,04:15-04:30,32.08,0,0,0,3.54,0,1.62,0,99.17,0,0,92.59,77.85,5.15,8.33,44.22,20.8,60.53,35.44,43.71,0,413.81,5.35,0,0,0,0,0,0,20.01,13.04,40.4,98.87,4.32,0,0,17.73,0,0.12,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,29.56,0,48.13,686.07,0,45.46,0,127.6,412.88,127.75,27.05,27.6,0,0,53.79,33.38,0,0,17.56,0,77.69

19,04:30-04:45,32.08,0,0,0,3.54,0,1.62,0,99.17,0,0,92.59,77.85,5.15,8.33,44.22,20.8,60.53,35.44,43.71,0,413.81,5.35,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.32,0,0,17.73,0,0.12,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,26.6,0,48.13,686.07,0,45.46,0,127.6,412.88,127.75,27.05,27.6,0,0,53.79,33.38,0,0,3.51,0,77.69

20,04:45-05:00,32.08,0,0,0,3.54,0,1.62,0,99.17,0,0,92.59,77.85,5.15,8.33,44.22,20.8,60.53,35.44,43.71,0,413.81,5.35,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.32,0,0,17.73,0,0.14,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,26.6,0,48.13,686.07,0,45.46,0,127.6,412.88,127.75,27.05,27.6,0,0,53.79,33.38,0,0,3.51,0,77.69

21,05:00-05:15,32.08,0,0,0,3.54,0,1.62,0,99.17,0,0,92.59,77.85,5.15,8.33,44.22,20.8,60.53,34.72,43.71,0,413.81,5.35,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.32,0,0,17.73,0,0.12,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,29.56,0,48.13,686.07,0,45.46,0,127.6,412.88,127.75,27.05,27.6,0,0,53.79,33.38,0,0,3.51,0,77.69

22,05:15-05:30,32.08,0,0,0,3.54,0,1.62,0,99.17,0,0,92.59,77.85,5.15,8.33,44.22,20.8,60.53,34.72,43.71,0,413.81,5.35,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.32,0,0,17.73,0,0.12,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,29.56,0,48.13,686.07,0,45.46,0,127.6,412.88,127.75,27.05,27.6,0,0,53.79,33.38,0,0,3.51,0,77.69

23,05:30-05:45,32.08,0,0,0,3.54,0,1.62,0,99.17,0,0,92.59,75.52,8.37,8.33,44.22,20.8,60.53,34.72,43.71,0,413.81,5.35,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.32,0,0,17.73,0,0.12,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,36.05,0,48.13,686.07,0,45.46,0,127.6,412.88,127.75,27.05,32.01,0,0,53.79,33.38,0,0,11.24,0,77.69

24,05:45-06:00,32.08,0,0,0,3.54,0,1.62,0,99.17,0,0,92.59,75.52,8.37,8.33,44.22,20.8,60.53,34.72,43.71,0,413.81,5.35,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.32,0,0,17.73,0,0.12,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,36.05,0,48.13,686.07,0,45.46,0,127.6,412.88,127.75,27.05,32.01,0,0,53.79,33.38,0,0,54.11,0,77.69

25,06:00-06:15,32.08,0,0,0,3.54,0,1.62,0,99.17,0,0,92.59,75.52,8.29,8.33,44.22,20.8,60.53,34.72,43.71,0,413.81,5.35,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,0.12,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,29.56,0,46.96,686.07,0,45.46,0,127.6,412.88,127.75,27.05,29.81,0,0,53.79,33.38,0,0,54.11,0,77.45

26,06:15-06:30,32.08,0,0,0,3.54,0,0,0,99.17,0,0,92.59,75.52,8.29,8.33,44.22,20.8,60.53,17,42.4,0,413.81,5.35,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,0.12,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,29.56,0,46.96,686.07,0,45.46,0,127.6,412.88,127.75,27.05,29.81,0,0,53.79,33.38,0,0,54.11,0,77.45

27,06:30-06:45,32.08,0,0,0,3.54,0,0,0,99.17,0,0,92.59,75.52,7.7,8.33,44.22,20.8,60.53,17,42.4,0,413.81,5.35,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,0.12,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,23.65,0,46.96,686.07,0,45.46,0,127.6,412.88,127.75,27.05,32.01,0,0,53.79,33.38,0,0,54.11,0,77.45

28,06:45-07:00,32.08,0,0,0,3.54,0,0,0,95.63,0,0,92.59,75.52,7.7,8.33,44.22,20.8,60.53,17,42.4,0,413.81,5.35,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,0.12,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,23.65,0,46.96,686.07,0,45.46,0,127.6,412.88,127.75,27.05,32.01,0,0,53.79,33.38,0,0,54.11,0,77.45

29,07:00-07:15,32.08,0,0,0,3.54,0,0,0,95.63,0,0,87.45,75.52,7.82,8.33,44.22,20.8,60.53,17,42.4,0,413.81,5.35,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,0.12,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,29.56,0,46.96,686.07,0,45.46,0,127.6,412.88,127.75,27.05,38.64,0,0,53.79,33.38,0,0,54.11,0,77.45

30,07:15-07:30,32.08,0,0,0,3.54,0,0,0,95.63,0,0,87.45,75.52,7.82,8.33,44.22,20.8,60.53,17,42.4,0,413.81,5.35,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,0.12,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,29.56,0,46.96,686.07,0,45.46,0,127.6,412.88,127.75,27.05,38.64,0,0,53.79,33.38,0,0,17.56,0,77.45

31,07:30-07:45,32.08,0,0,0,3.54,0,1.62,0,95.63,0,0,87.45,75.52,7.23,8.33,44.22,20.8,60.53,0,43.71,0,413.81,5.35,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,0.12,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,31.03,0,46.96,686.07,0,45.46,0,127.6,412.88,127.75,27.05,22.08,0,0,53.79,33.38,0,0,17.56,0,77.45

32,07:45-08:00,32.08,0,0,0,3.54,0,1.62,0,95.63,0,0,87.45,75.52,7.23,8.33,44.22,20.8,60.53,0,43.71,0,413.81,5.35,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,0.12,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,36.05,0,46.96,686.07,0,45.46,0,127.6,412.88,127.75,27.05,22.08,0,0,53.79,33.38,0,0,17.56,0,77.45

33,08:00-08:15,32.08,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,75.52,6.8,8.33,44.22,20.8,60.53,0,43.71,0,413.81,5.35,0,0,0,0,0,0,20.01,0,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,31.03,0,46.96,686.07,0,45.46,0,127.6,412.88,127.75,27.05,4.41,0,0,53.79,33.38,0,0,17.56,0,77.45

34,08:15-08:30,32.08,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,75.52,6.8,8.33,44.22,20.8,60.53,0,43.71,0,413.81,5.35,0,0,0,0,0,0,20.01,0,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,31.03,0,46.96,686.07,0,45.46,0,127.6,412.88,127.75,27.05,4.41,0,0,53.79,33.38,0,0,17.56,0,77.45

35,08:30-08:45,32.08,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,75.52,6.8,8.33,44.22,20.8,60.53,0,43.71,0,413.81,5.35,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,32.51,0,46.96,686.07,0,45.46,0,127.6,412.88,127.75,27.05,4.41,0,0,53.79,33.38,0,0,17.56,0,77.45

36,08:45-09:00,32.08,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,75.52,6.61,8.33,44.22,20.8,60.53,0,43.71,0,413.81,5.35,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,32.51,0,46.96,686.07,0,45.46,0,127.6,412.88,127.75,27.05,4.41,0,0,53.79,33.38,0,0,17.56,0,77.45

37,09:00-09:15,32.08,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,75.52,6.61,8.33,44.22,20.8,60.53,0,43.71,0,413.81,5.29,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,31.03,0,46.96,686.07,0,45.46,0,127.6,412.88,127.75,27.05,16.56,0,0,53.79,33.38,0,0,17.56,0,77.45

38,09:15-09:30,32.08,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,75.52,6.61,8.33,44.22,20.8,60.53,0,43.71,0,413.81,5.29,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,31.03,0,46.96,686.07,0,45.46,0,127.6,412.88,127.75,27.05,16.56,0,0,53.79,33.38,0,0,17.56,0,77.45

39,09:30-09:45,32.08,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,75.52,6.47,8.33,44.22,20.8,60.53,0,43.71,0,413.81,5.29,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,31.03,0,46.96,686.07,0,45.46,0,127.6,412.88,127.75,27.05,27.6,0,0,53.79,33.38,0,0,17.56,0,77.45

40,09:45-10:00,32.08,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,75.52,6.47,8.33,44.22,20.8,60.53,0,43.71,0,413.81,5.29,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,31.03,0,46.96,686.07,0,45.46,0,127.6,412.88,127.75,27.05,27.6,0,0,53.79,33.38,0,0,17.56,0,77.45

41,10:00-10:15,32.08,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,75.52,6.17,8.33,44.22,20.8,60.53,0,43.71,0,413.81,2.67,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,31.03,0,46.72,686.07,0,45.46,0,127.6,412.88,127.75,27.05,35.33,0,0,53.79,33.38,0,0,17.56,0,77.45

42,10:15-10:30,32.08,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,46.48,6.17,8.33,44.22,20.8,60.53,0,43.71,0,413.81,2.67,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,31.03,0,46.72,686.07,0,45.46,0,127.6,412.88,127.75,27.05,35.33,0,0,53.79,33.38,0,0,17.56,0,77.45

43,10:30-10:45,32.08,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,46.48,6.17,8.33,44.22,20.8,60.53,0,43.71,0,413.81,2.67,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,31.03,0,46.72,686.07,0,45.46,0,127.6,412.88,127.75,27.05,35.33,0,0,53.79,33.38,0,0,15.46,0,77.45

44,10:45-11:00,32.08,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,46.48,5.88,8.33,44.22,20.8,60.53,0,43.71,0,413.81,2.67,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,31.03,0,46.72,686.07,0,45.46,0,127.6,412.88,127.75,27.05,35.33,0,0,53.79,33.38,0,0,15.46,0,77.45

45,11:00-11:15,32.08,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,52.28,6.33,8.33,44.22,20.8,60.53,0,43.71,0,413.81,2.67,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,31.03,0,46.72,686.07,0,45.46,0,127.6,412.88,127.75,27.05,35.33,0,0,53.79,33.38,0,0,15.46,0,77.45

46,11:15-11:30,32.08,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,52.28,7.64,8.33,44.22,20.8,60.53,0,43.71,0,413.81,2.67,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,31.03,0,46.72,686.07,0,45.46,0,127.6,412.88,127.75,27.05,35.33,0,0,53.79,33.38,0,0,15.46,0,77.45

47,11:30-11:45,32.08,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,52.28,9.55,8.33,44.22,20.8,60.53,0,43.71,0,413.81,2.67,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,32.51,0,46.72,686.07,0,45.46,0,127.6,412.88,127.75,27.05,35.33,0,0,53.79,33.38,0,0,15.46,0,77.45

48,11:45-12:00,32.08,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,52.28,9.55,8.33,44.22,20.8,60.53,0,43.71,0,413.81,2.67,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,32.51,0,46.72,686.07,0,45.46,0,127.6,412.88,127.75,27.05,35.33,0,0,53.79,33.38,0,0,15.46,0,77.45

49,12:00-12:15,32.08,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,52.28,9.67,8.33,44.22,20.8,60.53,0,43.71,0,413.81,2.67,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,32.51,0,46.37,686.07,0,45.46,0,127.6,412.88,127.75,27.05,35.33,0,0,53.79,33.38,0,0,15.46,0,77.21

50,12:15-12:30,32.08,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,63.92,9.82,8.33,44.22,20.8,60.53,0,43.71,0,413.81,2.67,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,32.51,0,46.37,686.07,0,45.46,0,127.6,412.88,127.75,27.05,35.33,0,0,53.79,33.38,0,0,15.46,0,77.21

51,12:30-12:45,32.08,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,79.01,9.9,8.33,44.22,20.8,60.53,0,43.71,0,413.81,2.67,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,32.51,0,46.37,686.07,0,45.46,0,127.6,342,127.75,27.05,45.27,0,0,53.79,33.38,0,0,15.46,0,77.21

52,12:45-13:00,32.08,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,83.67,9.97,8.33,44.22,20.8,60.53,0,43.71,0,413.81,2.67,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,32.51,0,46.37,686.07,0,45.46,0,127.6,342,127.75,27.05,45.27,0,0,53.79,33.38,0,0,15.46,0,77.21

53,13:00-13:15,32.08,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,83.67,9.67,8.33,44.22,20.8,60.53,0,43.71,0,413.81,2.67,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,32.51,0,46.37,686.07,0,45.46,0,127.6,342,127.75,27.05,38.64,0,0,53.79,33.38,0,0,15.46,0,77.21

54,13:15-13:30,32.08,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,83.67,9.67,8.33,44.22,20.8,60.53,0,43.71,0,413.81,2.67,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,32.51,0,46.37,686.07,0,45.46,0,127.6,342,127.75,27.05,38.64,0,0,53.79,33.38,0,0,17.56,0,77.21

55,13:30-13:45,32.08,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,83.67,9.38,8.33,44.22,20.8,60.53,0,43.71,0,413.81,2.67,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,32.51,0,46.37,686.07,0,45.46,0,127.6,342,127.75,27.05,38.64,0,0,53.79,33.38,0,0,3.51,0,77.21

56,13:45-14:00,32.08,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,83.67,9.94,8.33,44.22,20.8,60.53,0,43.71,0,413.81,2.67,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,32.51,0,46.37,686.07,0,45.46,0,127.6,342,127.75,27.05,38.64,0,0,53.79,33.38,0,0,3.51,0,77.21

