Column1,Time,GNA/NR/2024/10/03/7360,GNA/NR/2024/10/03/4066,GNA/NR/2024/10/03/4296,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/10/03/1276,GNA/NR/2024/10/01/4083,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/10/01/9072,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/10/01/9582,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/10/01/3642,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/10/01/8106,GNA/NR/2024/10/01/6101,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,SR/01102023/07102043/L_NR_2018_61,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07
34,08:15-08:30,0,0,0,145.79,0,0,31.29,16.78,100.68,37.33,7.1,12.45,5.7,37.33,4.3,4.9,16.78,5.56,3.95,12.45,37.33,70.46,5.56,273.25,68.16,33,15.34,50.67,90.76,33,33,20,20,33,60,77.23,50.67,31,7.8,20,39,19,18.15,74

35,08:30-08:45,0,0,0,172.64,0,0,31.29,16.78,100.68,37.33,7.1,12.45,6.73,37.33,4.3,4.9,16.78,6.57,3.95,12.45,37.33,70.46,6.57,273.25,57.69,33,13.34,49.67,110.18,33,41,19.5,19.5,33,58.5,86.95,49.67,37,7.8,24,46,22,22.04,88

36,08:45-09:00,0,0,0,172.64,0,0,31.29,16.78,100.68,37.33,7.1,12.45,7.78,37.33,4.3,4.9,16.78,7.59,3.95,12.45,37.33,70.46,7.59,273.25,57.69,33,13,49.33,129.73,33,47,19.34,19.33,33,58,96.15,49.33,43,7.6,27,53,25,25.95,102

37,09:00-09:15,0,0,0,172.64,0,0,31.29,16.78,100.68,37.33,7.02,12.45,8.71,37.33,4.3,4.9,16.78,8.5,3.86,12.45,37.33,70.46,8.5,273.25,76.63,33,12.66,56,157.48,33,57,19.34,19.33,33,58,104.68,56,52,7,30,60,28,31.5,123

38,09:15-09:30,0,0,0,172.64,0,0,31.29,16.78,100.68,37.33,7.02,12.45,9.64,37.33,4.3,4.9,16.78,9.4,3.86,12.45,37.33,70.46,9.4,273.25,76.63,33,12.34,56,174.49,33,62,19.34,19.33,33,58,112.32,56,58,7,33,66,32,34.9,137

39,09:30-09:45,0,0,0,172.64,0,0,31.29,16.78,71.69,37.33,7.02,12.45,10.56,37.33,4.3,4.9,16.78,10.3,3.86,12.45,37.33,70.46,10.3,231.94,57.69,33,12,56,190.93,33,72,19.34,19.33,33,58,119.2,56,63,7,36,72,35,38.19,147

40,09:45-10:00,0,0,0,172.64,0,0,31.29,16.78,53.15,37.33,7.02,12.45,11.73,37.33,4.3,4.9,16.78,11.44,3.86,12.45,37.33,70.46,11.44,231.94,57.69,33,11.66,56,205.98,33,78,19.34,19.33,33,58,125.35,56,67,7,38,77,37,41.19,158

41,10:00-10:15,0,0,0,172.64,0,0,31.29,16.78,53.15,37.33,7.02,12.45,12.38,37.33,4.22,4.9,16.78,12.07,3.86,12.45,37.33,70.46,12.07,231.94,57.69,33,17.34,56,219.04,33,85,19.34,19.33,33,58,130.77,56,72,7,41,83,39,43.81,168

42,10:15-10:30,0,0,0,172.64,0,0,31.29,16.78,53.15,37.33,7.02,12.45,13.52,37.33,4.22,4.9,16.78,13.2,3.86,12.45,37.33,70.46,13.2,231.94,57.69,33,17.34,56,230,33,88,20.34,20.33,33,61,135.71,56,76,7,42,87,41,46,179

43,10:30-10:45,0,0,0,172.64,0,0,31.29,16.78,53.15,37.33,7.02,12.45,14.75,37.33,4.22,4.9,16.78,14.38,3.86,12.45,37.33,70.46,14.38,231.94,57.69,33,17.34,59.33,230,33,90,21,21,33,63,140.12,59.33,79,7,44,88,42,46,186

44,10:45-11:00,0,0,0,172.64,0,0,31.29,16.78,53.15,37.33,7.02,12.45,15.73,37.33,4.22,4.9,16.78,15.35,3.86,12.45,37.33,70.46,15.35,231.94,57.69,33,17.66,63.67,230,33,91,21.84,21.83,33,65.5,144.01,63.67,81,7,45,91,43,46,189

45,11:00-11:15,0,0,0,172.64,0,0,31.29,16.78,53.15,37.33,7.02,12.45,16.03,37.33,4.22,4.9,16.78,15.64,3.86,12.45,37.33,70.46,15.64,231.94,57.69,33,17.66,67.67,230,33,92,22.66,22.67,33,68,147.1,67.67,82,7.4,46,91,44,46,193

46,11:15-11:30,0,0,0,172.64,0,0,31.29,16.78,53.15,37.33,7.02,12.45,16.71,37.33,4.22,4.9,16.78,16.31,3.86,12.45,37.33,70.46,16.31,231.94,57.69,33,18.34,69.33,230,33,92,23.5,23.5,33,70.5,149.36,69.33,84,7.6,47,92,44,46,196

47,11:30-11:45,0,0,0,172.64,0,0,31.29,16.78,53.15,37.33,7.02,12.45,16.75,37.33,4.22,4.9,16.78,16.35,3.86,12.45,37.33,70.46,16.35,231.94,57.69,33,18.34,67.67,230,33,92,24.66,24.67,33,74,151.05,67.67,84,7.2,47,92,44,46,196

48,11:45-12:00,0,0,0,172.64,0,0,31.29,16.78,53.15,37.33,7.02,12.45,16.75,37.33,4.22,4.9,16.78,16.35,3.86,12.45,37.33,70.46,16.35,231.94,57.69,33,18.66,68.67,230,33,92,25.34,25.33,33,76,151.97,68.67,84,7.2,47,92,44,46,196

49,12:00-12:15,0,0,0,172.64,0,0,31.29,16.78,53.15,37.33,6.92,12.45,16.75,37.33,4.22,5.13,16.78,16.35,3.9,12.45,37.33,70.46,16.35,193.28,57.69,33,19,68,230,33,92,23.34,23.33,33,70,151.64,68,84,7.4,47,92,44,46,196

50,12:15-12:30,0,0,0,172.64,0,0,31.29,16.78,82.14,37.33,6.92,12.45,16.75,37.33,4.22,5.13,16.78,16.35,3.9,12.45,37.33,70.46,16.35,193.28,57.69,33,19.66,68.33,230,33,92,23.34,23.33,33,70,150.98,68.33,84,7.6,47,92,44,46,196

51,12:30-12:45,0,0,0,172.64,0,0,31.29,16.78,100.68,37.33,6.92,12.45,16.75,37.33,4.22,5.13,16.78,16.35,3.9,12.45,37.33,70.46,16.35,193.28,68.16,33,20.34,69,230,33,92,23.66,23.67,33,71,149.44,69,84,7.2,47,92,44,46,196

52,12:45-13:00,0,0,0,172.64,0,0,31.29,16.78,100.68,37.33,6.92,12.45,16.75,37.33,4.22,5.13,16.78,16.35,3.9,12.45,37.33,70.46,16.35,193.28,68.16,33,21.34,70,230,33,92,23.66,23.67,33,71,147.15,70,82,7.2,47,92,44,46,193

53,13:00-13:15,0,0,0,172.64,0,0,31.29,16.78,100.68,37.33,6.92,12.45,16.75,37.33,4.61,5.29,16.78,16.35,4,12.45,37.33,70.46,16.35,193.28,68.16,33,21.66,71,230,33,92,24,24,33,72,143.85,71,82,7.2,47,92,44,46,193

54,13:15-13:30,0,0,0,172.64,0,0,31.29,16.78,100.68,37.33,6.92,12.45,16.71,37.33,4.61,5.29,16.78,16.31,4,12.45,37.33,70.46,16.31,193.28,68.16,33,22.34,72,230,33,92,24,24,33,72,139.94,72,82,7.4,47,92,44,46,193

55,13:30-13:45,0,0,0,172.64,0,0,31.29,16.78,100.68,37.33,6.92,12.45,16.71,37.33,4.61,5.29,16.78,16.31,4,12.45,37.33,70.46,16.31,231.94,87.17,33,23,71.33,230,33,92,24.34,24.33,33,73,135.47,71.33,81,9,45,90,43,46,189

56,13:45-14:00,0,0,0,172.64,0,0,31.29,16.78,100.68,37.33,6.92,12.45,16.03,37.33,4.61,5.29,16.78,15.64,4,12.45,37.33,70.46,15.64,231.94,68.16,33,23.34,71.67,230,33,91,24.66,24.67,33,74,130.32,71.67,79,9.6,44,88,42,46,186

57,14:00-14:15,0,0,0,228.63,0,0,31.29,16.78,100.68,39.62,7.02,12.45,15.82,39.62,5,5.67,16.78,15.43,4.18,12.45,39.62,115.54,15.43,273.25,87.17,33,18,72.33,230,33,90,25.34,25.33,33,76,124.98,72.33,78,9.4,41,85,41,46,182

58,14:15-14:30,0,0,0,228.63,0,0,31.29,16.78,100.68,39.62,7.02,12.45,15.39,39.62,5,5.67,16.78,15.01,4.18,12.45,39.62,70.46,15.01,273.25,87.17,33,18.66,73.33,230,33,89,25.66,25.67,33,77,119.08,73.33,76,9.6,40,84,40,46,179

59,14:30-14:45,0,0,0,262.38,0,0,31.29,16.78,100.68,39.62,7.02,12.45,14.97,39.62,5,5.67,16.78,14.61,4.18,12.45,39.62,70.46,14.61,273.25,87.17,33,19,64,228.02,33,87,20,20,33,60,112.75,64,73,9.6,39,80,38,45.6,172

60,14:45-15:00,0,0,0,262.38,0,0,31.29,16.78,100.68,39.62,7.02,12.45,14.27,39.62,5,5.67,16.78,13.91,4.18,12.45,39.62,70.46,13.91,273.25,87.17,33,19.66,64,216.76,33,83,20.5,20.5,33,61.5,105.54,64,70,9.8,37,75,36,43.35,165

61,15:00-15:15,0,0,0,262.38,0,0,31.29,16.78,100.68,39.62,7.29,12.45,13.28,39.62,5,5.9,16.78,12.96,4.37,12.45,39.62,70.46,12.96,273.25,87.17,33,20,64,203.79,33,77,21,21,33,63,96.93,64,66,10.4,35,70,33,40.76,154

62,15:15-15:30,0,0,0,262.38,0,0,31.29,16.78,100.68,39.62,7.29,12.45,12.3,39.62,5,5.9,16.78,12,4.37,12.45,39.62,70.46,12,273.25,87.17,33,20,64,190.28,33,73,21.5,21.5,33,64.5,87.72,64,61,11.41,32,66,31,38.05,144

63,15:30-15:45,0,0,0,262.38,0,0,31.29,16.78,100.68,39.62,7.29,12.45,11.33,39.62,5,5.9,16.78,11.05,4.37,12.45,39.62,66.3,11.05,273.25,87.17,33,20,64,175.67,33,66,19.16,19.17,33,57.5,78.08,64,57,13.61,29,60,28,35.13,133

64,15:45-16:00,0,0,0,262.38,0,0,31.29,16.78,100.68,39.62,7.29,12.45,10.35,39.62,5,5.9,16.78,10.09,4.37,12.45,39.62,66.3,10.09,273.25,87.17,33,20.34,64,160.53,33,61,19.66,19.67,33,59,67.83,64,51,16.01,27,53,26,32.1,119

65,16:00-16:15,0,0,0,262.38,0,0,31.29,16.78,100.68,39.62,7.57,12.45,9.19,39.62,5.61,6.22,16.78,8.97,4.65,12.45,39.62,66.3,8.97,273.25,87.17,33,20,64,144.67,33,57,20.16,20.17,33,60.5,57.23,64,45,18.01,23,45,21,28.93,105

66,16:15-16:30,0,0,0,262.38,0,0,31.29,16.78,100.68,39.62,7.57,12.45,8.26,39.62,5.61,6.22,16.78,8.06,4.65,12.45,39.62,66.3,8.06,273.25,87.17,33,20,64,127.31,33,49,21.16,21.17,33,63.5,46.41,64,39,18.41,20,38,18,25.46,91

67,16:30-16:45,0,0,0,197.15,0,0,31.29,16.78,100.68,39.62,7.57,12.45,7.29,39.62,5.61,6.22,16.78,7.11,4.65,12.45,39.62,83.32,7.11,273.25,87.17,33,21,64,108.46,33,41,21.34,21.33,33,64,35.54,64,33,18.01,17,30,15,21.69,77

68,16:45-17:00,0,0,0,197.15,0,0,31.29,16.78,100.68,39.62,7.57,12.45,6.2,39.62,5.61,6.22,16.78,6.05,4.65,12.45,39.62,115.54,6.05,273.25,87.17,33,21.66,64,89.13,20,33,21.5,21.5,33,64.5,25.22,64,27,18.61,13,22,10,17.82,63

69,17:00-17:15,0,0,0,197.15,0,0,31.29,16.78,88.06,39.62,7.84,12.45,5.16,39.62,5.99,6.61,16.78,5.03,4.83,12.45,39.62,115.54,5.03,273.25,87.17,29.42,25,64,70.79,14,25,25,25,33,75,16.17,64,21,19.41,9,17,8,14.16,49

70,17:15-17:30,0,0,0,197.15,0,0,31.29,16.78,88.06,39.62,7.84,12.45,4.21,39.62,5.99,6.61,16.78,4.11,4.83,12.45,39.62,115.54,4.11,273.25,87.17,12.59,25,64,52.92,7,18,25.34,25.33,33,76,9.67,64,15,19.61,7,10,5,10.58,35

71,17:30-17:45,0,0,154.43,197.15,193.28,0,31.29,16.78,88.06,39.62,7.84,12.45,3.21,39.62,5.99,6.61,16.78,3.13,4.83,12.45,39.62,115.54,3.13,273.25,87.17,1.16,25,70.33,36.41,2,13,25.84,25.83,33,77.5,5.96,70.33,9,17.01,5,3,2,7.28,21

72,17:45-18:00,0,0,154.43,197.15,193.28,0,31.29,16.78,88.06,39.62,7.84,12.45,2.31,39.62,5.99,6.61,16.78,2.25,4.83,12.45,39.62,115.54,2.25,273.25,87.17,0,25,70,21.81,0,8,26.34,26.33,24.01,79,2.61,70,4,17.01,5,1,1,4.36,11

73,18:00-18:15,57.02,0,154.43,197.15,193.28,0,31.29,1.57,88.06,39.62,8.03,12.45,1.77,39.62,6.53,6.61,32,1.72,5.02,12.45,39.62,115.54,1.72,273.25,87.17,0,25,70.33,11.68,0,4,30.84,30.83,0,92.5,0.02,70.33,2,17.21,3,0,0,2.33,5

74,18:15-18:30,58.95,0,154.43,197.15,193.28,0,31.29,1.57,88.06,39.62,8.03,12.45,1.26,39.62,6.53,6.61,32,1.22,5.02,12.45,39.62,115.54,1.22,273.25,87.17,0,25,70,4.52,0,2,30.84,30.83,0,92.5,0,70,0,17.61,2,0,0,0.9,1

75,18:30-18:45,64.75,0,154.43,197.15,193.28,0,31.29,1.57,88.06,39.62,8.03,12.45,0.64,39.62,6.53,6.61,32,0.62,5.02,12.45,39.62,115.54,0.62,273.25,87.17,0,25,70,1.1,0,0,30.84,30.83,0,92.5,0,70,0,18.01,0,0,0,0.22,0

76,18:45-19:00,68.61,0,154.43,197.15,193.28,0,31.29,1.57,88.06,39.62,8.03,12.45,0.23,39.62,6.53,6.61,32,0.23,5.02,12.45,39.62,115.54,0.23,273.25,87.17,0,25,69.67,0.16,0,0,30.84,30.83,0,92.5,0,69.67,0,18.21,0,0,0,0.03,0

77,19:00-19:15,204.88,0,154.43,197.15,193.28,0,31.29,1.57,88.06,39.62,7.93,12.45,0,39.62,6.53,6.61,32,0,5.02,12.45,39.62,115.54,0,273.25,87.17,0,30,73.67,0.12,0,0,30.84,30.83,0,92.5,0,73.67,0,18.21,0,0,0,0.02,0

78,19:15-19:30,209.71,0,154.43,197.15,193.28,0,31.29,1.57,88.06,39.62,7.93,12.45,0,39.62,6.53,6.61,32,0,5.02,12.45,39.62,115.54,0,273.25,87.17,0,29.34,73.33,0,0,0,30.84,30.83,0,92.5,0,73.33,0,18.21,0,0,0,0,0

79,19:30-19:45,213.57,0,154.43,197.15,193.28,0,31.29,32,88.06,39.62,7.29,12.45,0,39.62,6.53,5.44,32,0,5.02,12.45,39.62,115.54,0,273.25,87.17,0,29.34,72.33,0,0,0,30.84,30.83,0,92.5,0,72.33,0,22.01,0,0,0,0,0

80,19:45-20:00,218.41,0,154.43,197.15,193.28,0,31.29,32,88.06,39.62,7.29,12.45,0,39.62,6.53,5.44,32,0,5.02,12.45,39.62,115.54,0,273.25,87.17,0,29,70.33,0,0,0,30.84,30.83,0,92.5,0,70.33,0,22.01,0,0,0,0,0

81,20:00-20:15,229.04,0,154.43,197.15,193.28,0,31.29,32,88.06,39.62,7.1,12.45,0,39.62,6.38,5.44,32,0,5.02,12.45,39.62,115.54,0,273.25,87.17,0,29,75,0,0,0,32.5,32.5,0,97.5,0,75,0,21.61,0,0,0,0,0

