Block,Time Block,RAPPB,TANAKPUR,RIHAND2,SASAN,TALST2,TANDA2,RIHAND1,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,RAPPC,SIMHST2,TALA,RSTPSU7,SALAL,SEWA2,SINGRAULI,RIHAND3,NLCEXP,KUDGI,NLCIIST1,NJPC,NLCIIST2,MAPS,NLCTS2EXP,NNTPP,NAPP,NTPL,RAMPUR,PARBATI3,KOLDAM,KISHANGANGA,KHSTPP-I,KGSU3AND4,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,CHAMERA2,BRBCL,CHAMERA1,DHAULIGNGA,FSTPP I & II,DULHASTI,BSIUL,CHAMERA3,DADRT2,JHAJJAR,KGSU1AND2,VALLURNTECL,UNCHAHAR4,URI2,TelanganaSTPP,UNCHAHAR3,UNCHAHAR2,TEHRI,URI,UNCHAHAR1,AURY_RF,DADRI_LF,ANTA_LF,AURY_LF,DADRI_GF,ANTA_GF,AURY_CRF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_CRF,ANTA_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
10,02:15-02:30,0,5.53,114.09,326.43,0,0,60.75,0,0,0,51.34,0,0,0,2.24,0,92.89,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,25.9,0,8.53,94.82,0,0,0,11.81,0,0,9.62,15.83,0,0,360.92,345.89,0,0,0,4.14,0,13.94,11.2,0,1.07,11.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,0,5.53,114.09,326.43,0,0,60.75,0,0,0,51.34,0,0,0,2.24,0,92.89,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,25.9,0,8.53,94.82,0,0,0,14.43,0,0,9.62,15.83,0,0,360.92,345.89,0,0,0,4.14,0,13.94,11.2,0,1.07,11.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,0,5.53,114.09,326.43,0,0,60.75,0,0,0,51.34,0,0,0,2.24,0,92.89,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,25.9,0,8.53,94.82,0,0,0,17.72,0,0,9.62,15.83,0,0,360.92,345.89,0,0,0,4.14,0,13.94,11.2,0,1.07,11.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,0,0,114.09,326.43,0,0,60.75,0,0,0,51.34,0,0,0,8.93,0,92.89,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,25.9,0,8.53,94.82,0,0,0,19.17,0,0,9.62,15.83,0,0,360.92,345.89,0,0,0,4.14,0,13.94,11.2,0,1.07,11.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,0,0,114.09,326.43,0,0,60.75,0,0,0,51.34,0,0,0,40.19,0,92.89,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,25.9,0,8.53,94.82,0,0,0,16.94,0,0,9.62,15.83,0,0,360.92,345.89,0,0,0,4.14,0,13.94,11.2,0,1.07,11.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,0,0,114.09,326.43,0,0,60.75,0,0,0,51.34,0,0,0,40.19,0,92.89,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,25.9,0,8.53,94.82,0,0,0,17.54,0,0,9.62,15.83,0,0,360.92,345.89,0,0,0,4.14,0,13.94,11.2,0,1.07,11.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,0,0,114.09,326.43,0,0,60.75,0,0,0,51.34,0,0,0,40.19,0,92.89,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,25.9,0,8.53,94.82,0,0,0,16.74,0,0,9.62,15.83,0,0,360.92,345.89,0,0,0,4.14,0,13.94,11.2,0,1.07,11.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,0,0,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,40.19,0,121.02,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,25.9,0,8.53,94.82,0,0,0,19.22,0,0,9.62,15.83,0,0,360.92,345.89,0,0,0,4.14,0,13.94,11.2,0,1.07,11.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0,0,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,8.93,0,121.02,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,25.9,0,8.53,94.82,0,0,0,19.22,0,0,9.62,15.83,0,0,360.92,345.89,0,0,0,4.14,0,13.94,11.2,0,1.07,11.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0,0,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,1.35,0,121.02,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,29.16,0,8.53,122.81,0,0,0,19.22,0,0,12.55,15.83,0,0,360.92,345.89,0,0,0,4.14,0,13.94,11.2,0,1.07,11.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0,0,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,1.35,0,121.02,119.45,0,0,0,20.01,0,0,0,0,41.76,0,0,0,0,0,29.16,0,8.53,122.81,0,0,0,19.22,0,0,15.07,15.83,0,0,360.92,345.89,0,0,0,4.14,0,13.94,11.2,0,1.07,11.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,0,5.53,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,1.35,0,121.02,119.45,0,0,0,44.96,0,0,0,0,41.76,0,0,0,0,0,31.5,0,8.53,142.49,0,0,0,19.22,0,0,15.07,15.83,0,0,390.63,350.15,0,0,0,4.14,0,16.53,14.65,0,1.07,14.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,0,5.53,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,1.35,0,121.02,119.45,0,0,0,44.96,0,0,0,0,41.76,0,0,0,0,0,31.5,0,8.53,142.49,0,0,0,19.22,0,0,15.07,15.83,0,0,448.28,350.15,0,0,0,4.14,0,19.25,14.65,0,1.07,14.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,0,5.53,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,1.35,0,121.02,119.45,0,0,0,67.42,0,0,0,0,41.76,0,0,0,0,0,31.5,0,8.53,142.49,0,0,0,19.22,0,8.78,15.07,31.66,0,9.29,515.54,350.15,0,0,0,4.14,0,19.25,14.65,0,1.07,14.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,0,5.53,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,1.35,0,121.02,119.45,0,0,0,67.42,0,0,0,0,41.76,0,0,0,0,0,31.5,0,8.53,142.49,0,0,0,19.22,0,8.78,15.07,31.66,0,9.29,572.82,350.15,0,0,0,4.14,0,22.76,14.65,14.95,1.07,17.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,0,1.1,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,1.35,0,121.02,119.45,0,0,0,67.42,0,0,0,0,41.76,0,0,3.67,0,0,32.66,0,17.05,142.49,0,0,3.2,19.22,0,8.78,16.7,31.66,0,9.29,582.43,372.25,0,0,0,4.14,0,24.12,19.35,29.9,1.07,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,0,1.1,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,1.35,5.06,121.02,119.45,0,0,0,89.89,0,0,0,0,41.76,0,0,15.9,0,0,32.66,0,25.59,142.49,0,0,12.65,19.22,0,8.78,16.7,31.66,2.11,9.29,605.49,379.31,0,0,0,4.14,0,25.36,19.35,44.85,1.07,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,0,1.1,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,1.35,10.12,121.02,119.45,0,0,0,109.19,0,0,0,0,41.76,0,0,15.9,0,0,33.82,0,38.27,142.49,0,0,25.31,19.22,13.5,8.78,16.7,31.66,12.53,18.62,611.25,465.79,0,0,0,4.14,0,25.36,19.35,59.8,1.07,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,0,1.1,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,1.35,15.19,121.02,119.45,0,0,0,134.85,0,0,0,0,41.76,0,0,15.9,0,0,33.82,0,38.27,142.49,0,0,25.31,19.22,13.5,15.35,16.7,31.66,12.53,18.62,626.62,552.26,0,0,0,4.14,0,25.36,19.35,59.8,1.07,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,0,1.1,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,1.35,15.19,121.02,119.45,0,0,0,134.85,0,0,0,0,41.76,0,0,15.9,0,0,34.99,0,38.27,142.49,0,0,25.31,19.22,13.5,33.25,16.7,31.66,12.53,18.62,656.36,625.87,0,0,0,4.14,0,25.36,19.35,59.8,10.61,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,0,1.1,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,1.35,15.19,121.02,119.45,0,0,0,134.85,0,0,0,0,41.76,0,0,15.9,0,0,36.15,0,38.27,142.49,0,0,25.31,19.22,13.5,35.12,16.7,31.66,12.53,18.62,656.36,628.65,0,0,0,4.14,0,25.36,19.35,59.8,25.45,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,0,1.1,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,1.35,15.19,121.02,119.45,0,0,0,134.85,0,0,0,0,41.76,0,0,15.9,0,0,36.15,0,38.27,142.49,0,0,25.31,19.22,13.5,35.12,16.7,31.66,12.53,18.62,656.36,628.65,0,0,0,4.14,0,25.36,19.35,59.8,25.45,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,0,1.1,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,1.35,10.12,121.02,119.45,0,0,0,134.85,0,0,0,0,41.76,0,0,3.42,0,0,37.18,0,38.27,142.49,0,0,25.31,19.22,13.5,35.12,16.7,31.66,12.53,18.62,656.36,628.65,0,0,0,4.14,0,25.36,19.35,59.8,25.45,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,0,3.07,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,8.93,5.06,121.02,119.45,0,0,0,90.99,0,0,0,0,41.76,0,0,0,0,0,38.34,0,18.95,142.49,0,0,12.65,19.1,13.5,35.12,16.7,31.66,2.11,9.29,656.36,628.65,0,0,0,4.14,0,25.36,19.35,59.8,1.59,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,0,3.07,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,40.19,0,121.02,119.45,0,0,0,72.79,0,0,0,0,41.76,0,0,0,0,0,39.49,0,8.53,142.49,0,0,12.65,19.22,13.44,17.52,16.7,31.66,0,9.29,656.36,628.65,0,0,0,4.14,0,25.36,19.35,59.8,1.59,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,0,3.07,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,40.19,0,121.02,119.45,0,0,0,72.79,0,0,0,0,41.76,0,0,0,0,0,39.65,0,8.53,142.49,0,0,12.65,19.22,13.44,16.37,16.7,31.66,0,9.29,656.36,628.65,0,0,0,4.14,0,25.36,19.35,59.8,1.59,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,0,3.07,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,40.19,0,121.02,119.45,0,0,0,60.88,0,0,0,0,41.76,0,0,0,0,0,40.69,0,8.53,142.49,0,0,2.06,19.22,0,7.74,16.7,31.66,0,9.29,656.36,628.65,0,0,0,4.14,0,25.36,19.35,59.8,2.23,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,0,3.45,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,40.19,0,121.02,119.45,0,0,0,40.04,0,0,0,0,41.76,0,0,0,0,0,41.84,0,8.53,142.49,0,0,0,19.22,0,0,16.7,31.66,0,9.29,656.36,600.31,0,0,0,4.14,0,25.36,19.35,59.8,1.59,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,0,3.45,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,8.93,0,121.02,119.45,0,0,0,21.83,0,0,0,0,41.76,0,0,0,0,0,43.01,0,8.53,142.49,0,0,0,19.22,0,0,16.7,31.66,0,0,656.36,600.31,0,0,0,4.14,0,25.36,19.35,59.8,1.59,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,0,3.45,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,121.02,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.44,0,8.53,142.49,0,0,0,19.22,0,0,16.7,31.66,0,0,656.36,552.27,0,0,0,4.14,0,25.36,19.35,59.8,1.59,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,0,3.45,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,121.02,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,31.66,0,0,656.36,552.27,0,0,0,4.14,0,25.36,19.35,59.8,1.59,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,0,3.45,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,115.3,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,31.66,0,0,656.36,552.27,0,0,0,4.14,0,25.36,19.35,59.8,1.07,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,0,3.45,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,115.3,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,31.66,0,0,656.36,552.27,0,0,0,4.14,0,25.36,19.35,59.8,1.07,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,0,3.45,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,115.3,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,31.66,0,0,656.36,552.27,0,0,0,7.75,0,25.36,19.35,44.85,1.07,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,0,3.45,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,115.3,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,31.66,0,0,649.84,628.65,0,0,0,7.75,0,25.36,19.35,44.85,1.07,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,3.45,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,115.3,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,18.29,0,0,16.7,31.66,0,0,649.84,628.65,0,0,0,7.75,0,25.36,19.35,44.85,1.07,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,3.45,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,115.3,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,18.22,0,0,16.7,31.66,0,0,649.84,552.26,0,0,0,7.75,0,25.36,19.35,29.9,1.07,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,3.45,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,115.3,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,15.83,0,0,649.84,552.26,0,0,0,7.75,0,25.36,19.35,29.9,25.45,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,3.45,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,115.3,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,15.83,0,0,649.84,552.26,0,0,0,7.75,0,25.36,19.35,14.95,1.59,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,3.45,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,115.3,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,15.83,0,0,649.84,465.79,0,0,0,4.14,0,25.36,19.35,0,1.07,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,3.45,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,115.3,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,15.83,0,0,649.84,408.14,0,0,0,4.14,0,25.36,19.35,0,1.07,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,3.45,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,120.12,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,15.83,0,0,624.7,408.14,0,0,0,4.14,0,25.36,19.35,0,1.07,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,3.45,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,121.02,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,15.83,0,0,570.9,408.14,0,0,0,4.14,0,25.36,19.35,0,1.07,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,3.45,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,119.89,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,15.83,0,0,570.9,350.15,0,0,0,4.14,0,25.36,14.65,0,1.07,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,3.45,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,119.89,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,15.83,0,0,570.9,350.15,0,0,0,4.14,0,25.36,14.65,0,1.07,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,3.45,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,119.89,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,15.83,0,0,570.9,347.13,0,0,0,4.14,0,25.36,17.31,0,1.07,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,3.45,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,119.89,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,15.83,0,0,570.9,347.13,0,0,0,4.14,0,25.36,17.31,0,1.07,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,3.45,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,119.89,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,15.83,0,0,523.22,334.64,0,0,0,4.14,0,25.36,17.31,0,0.53,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,3.45,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,119.89,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,15.83,0,0,523.22,334.64,0,0,0,4.14,0,25.36,23.65,0,0.53,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,3.45,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,1.35,0,119.89,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,15.83,0,0,525.56,334.64,0,0,0,4.14,0,25.36,19.35,0,0.53,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,3.45,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,1.35,0,119.89,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,15.83,0,0,525.56,334.64,0,0,0,4.14,0,25.36,19.35,0,0.53,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0,3.45,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,1.35,0,119.89,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,15.83,0,0,487.13,334.64,0,0,0,4.14,0,25.36,21.57,0,0.53,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

