Block,Time,NLCEXP,PARBATI2,TALST2,UNCHAHAR4,ANTA_LF,CHAMERA2,FSTPP I & II,KGSU3AND4,KHSTPP-I,KHSTPP-II,KUDGI,NTPL,RAMPUR,RAPPB,RSTPSU1TO6,UNCHAHAR3,AURY_GF,DADRI_CRF,DADRI_LF,CHAMERA1,JHAJJAR,KISHANGANGA,NLCIIST1,TANDA2,TelanganaSTPP,URI2,DADRI_RF,BSIUL,KGSU1AND2,KOTESHWR,RAPPD,RSTPSU7,BRBCL,CHAMERA3,NAPP,RAPPC,SINGRAULI,UNCHAHAR1,ANTA_RF,DULHASTI,KKNP,KOLDAM,RIHAND1,RIHAND2,SIMHST2,SINGRAULI_HYDRO,TALA,TANAKPUR,UNCHAHAR2,AURY_LF,DHAULIGNGA,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,SALAL,SEWA2,SIMHST1,VALLURNTECL,ANTA_CRF,ANTA_GF,AURY_CRF,AURY_RF,DADRT2,KKNPPU2,MAPS,PARBATI3,RIHAND3,SASAN,TEHRI,URI,DADRI_GF
11,02:30-02:45,0,22.62,0,2.39,0,32.6,20.8,0,45.83,98.87,0,0,5.54,0,0,27.99,0,0,0,28.1,447.23,8.71,0,7.07,0,38.16,102.02,13.04,0,11.6,26.62,0,20,11.69,24.49,68.9,155.58,21.83,51.93,58.79,0,7.26,64.81,96.8,0,1.16,8.26,1.54,45.62,0,10.97,138.42,0,0,0,46.48,0,0,0,0,0,0,80.92,575.85,0,0,38.42,62.53,408.38,28.23,52.36,0

12,02:45-03:00,0,22.62,0,2.39,0,32.6,20.8,0,45.83,98.87,0,0,5.54,0,0,27.99,0,0,0,28.1,447.23,8.71,0,7.07,0,38.16,102.02,13.04,0,11.6,26.62,0,20,11.69,24.49,68.9,155.58,21.83,51.93,58.79,0,4.84,64.81,96.8,0,1.16,8.26,1.54,45.62,0,10.97,138.42,0,0,0,46.48,0,0,0,0,0,0,80.92,575.85,0,0,38.42,62.53,408.38,28.23,52.36,0

13,03:00-03:15,0,22.62,0,2.39,0,16.3,20.8,0,45.83,98.87,0,0,5.54,0,0,27.99,0,0,0,28.1,447.23,8.71,0,7.07,0,38.16,102.02,13.04,0,11.6,26.62,0,20,11.69,24.49,68.9,155.58,21.83,52.32,58.79,0,4.84,64.81,96.8,0,1.16,8.23,1.54,45.62,0,10.97,138.42,0,0,0,46.48,0,0,0,0,0,0,80.92,575.85,0,0,23.82,62.53,408.38,28.23,52.36,0

14,03:15-03:30,0,22.62,0,2.39,0,16.3,20.8,0,45.83,98.87,0,0,4.44,0,0,27.99,0,0,0,28.1,447.23,8.71,0,7.07,0,38.16,102.02,13.04,0,11.6,26.62,0,20,11.69,24.49,68.9,155.58,21.83,52.32,58.79,0,4.84,64.81,96.8,0,1.16,8.21,1.54,45.62,0,10.97,110.82,0,0,0,46.48,0,0,0,0,0,0,80.92,575.85,0,0,23.82,62.53,408.38,28.23,52.36,0

15,03:30-03:45,0,22.62,0,3.98,0,16.3,20.8,0,45.83,98.87,0,0,4.44,0,0,27.99,0,0,0,28.1,447.23,8.71,0,7.07,0,38.16,102.02,13.04,0,11.6,26.62,0,20,11.69,24.49,68.9,155.58,21.83,52.32,58.79,0,4.84,64.81,96.8,0,1.16,8.14,1.54,45.62,0,10.97,110.82,0,0,0,46.48,0,0,0,0,0,0,80.92,575.85,0,0,23.82,62.53,408.38,28.23,52.36,0

16,03:45-04:00,0,22.62,0,3.98,0,16.3,20.8,0,45.83,98.87,0,0,4.44,0,0,27.99,0,0,0,28.1,447.23,8.71,0,7.07,0,38.16,102.02,13.04,0,11.6,26.62,0,20,11.69,24.49,68.9,155.58,21.83,52.32,58.79,0,4.84,64.81,96.8,0,1.16,8.14,1.54,45.62,0,10.97,110.82,0,0,0,46.48,0,0,0,0,0,0,80.92,575.85,0,0,23.82,62.53,408.38,28.23,52.36,0

17,04:00-04:15,0,22.62,0,3.98,0,16.3,20.8,0,45.83,98.87,0,0,4.44,0,0,27.99,0,0,0,14.06,447.23,8.71,0,7.07,0,38.16,102.02,13.04,0,11.6,26.62,0,20,11.69,24.49,68.9,155.58,21.83,52.32,58.79,0,4.84,64.81,96.8,0,1.16,7.64,1.54,45.62,0,10.97,110.82,0,0,0,46.48,0,0,0,0,0,0,80.92,575.85,0,0,23.82,62.53,408.38,28.23,51.55,0

18,04:15-04:30,0,22.62,0,3.98,0,16.3,20.8,0,45.83,98.87,0,0,4.44,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,13.04,0,11.6,26.62,0,20,11.69,24.49,68.9,155.58,21.83,52.32,58.79,0,4.84,64.81,96.8,0,1.16,7.35,1.54,45.62,0,10.97,110.82,0,0,0,46.48,0,0,0,0,0,0,80.92,575.85,0,0,23.82,62.53,408.38,27.83,51.55,0

19,04:30-04:45,0,22.62,0,3.98,0,16.3,20.8,0,45.83,98.87,0,0,4.44,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,13.04,0,11.6,26.62,0,20,11.69,24.49,68.9,155.58,21.83,52.32,58.79,0,4.84,64.81,96.8,0,1.16,7.2,1.54,45.62,0,10.97,110.82,0,0,0,46.48,0,0,0,0,0,0,80.92,575.85,0,0,23.82,62.53,408.38,27.74,51.55,0

20,04:45-05:00,0,22.62,0,3.98,0,16.3,20.8,0,45.83,98.87,0,0,4.44,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,13.04,0,11.6,26.62,0,20,11.69,24.49,68.9,155.58,21.83,52.32,58.79,0,4.84,64.81,96.8,0,1.16,7.06,1.54,45.62,0,10.97,110.82,0,0,0,46.48,0,0,0,0,0,0,80.92,575.85,0,0,23.82,62.53,408.38,27.74,51.55,0

21,05:00-05:15,0,22.62,0,3.98,0,16.3,20.8,0,45.83,98.87,0,0,4.44,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,20.88,26.62,0,20,11.69,24.49,68.9,155.58,21.83,52.32,58.79,0,4.84,64.81,96.8,0,1.16,6.76,1.54,45.62,0,10.97,110.82,0,0,0,46.48,0,0,0,0,0,0,80.92,575.85,0,0,23.82,62.53,408.38,27.74,51.22,0

22,05:15-05:30,0,22.62,0,3.98,0,16.3,20.8,0,45.83,98.87,0,0,4.44,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,20.88,26.62,0,20,11.69,24.49,68.9,155.58,21.83,52.32,58.79,0,4.84,64.81,96.8,0,1.16,6.47,1.54,45.62,0,10.97,110.82,0,0,0,46.48,0,0,0,0,0,0,80.92,575.85,0,0,23.82,62.53,408.38,27.74,51.22,0

23,05:30-05:45,0,22.62,0,3.98,0,16.3,20.8,0,45.83,98.87,0,0,4.44,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,20.88,26.62,0,20,11.69,24.49,68.9,155.58,21.83,52.32,58.79,0,4.84,64.81,96.8,0,1.16,6.17,1.54,45.62,0,10.97,110.82,0,0,0,46.48,0,0,0,0,0,0,80.92,575.85,0,0,23.82,62.53,408.38,18.01,51.22,0

24,05:45-06:00,0,22.62,0,3.98,0,16.3,20.8,0,45.83,98.87,0,0,4.44,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,20.88,26.62,0,20,11.69,24.49,68.9,155.58,21.83,52.32,58.79,0,4.84,64.81,96.8,0,1.16,5.88,1.54,45.62,0,10.97,110.82,0,0,0,46.48,0,0,0,0,0,0,80.92,575.85,0,0,23.82,62.53,408.38,9.09,51.22,0

25,06:00-06:15,0,22.62,0,3.98,0,16.3,20.8,0,45.83,98.87,0,0,4.44,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,11.6,26.62,0,20,11.69,24.49,68.9,155.58,21.83,52.32,58.79,0,4.84,99.81,126.8,0,1.16,5.88,3.59,45.62,0,10.97,110.82,0,0,0,46.48,0,0,0,0,0,0,80.92,690.85,0,0,23.05,102.53,408.38,9.09,51.22,0

26,06:15-06:30,0,22.62,0,3.98,0,16.3,20.8,0,45.83,98.87,0,0,4.44,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,11.6,26.62,0,20,11.69,24.49,68.9,155.58,21.83,52.32,58.79,0,4.84,99.81,126.8,0,1.16,6.17,3.59,45.62,0,10.97,110.82,0,0,0,46.48,0,0,0,0,0,0,80.92,690.85,0,0,23.05,102.53,408.38,9.09,51.22,0

27,06:30-06:45,0,22.62,0,3.98,0,16.3,20.8,0,45.83,98.87,0,0,4.44,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,11.6,26.62,0,20,11.69,24.49,68.9,155.58,21.83,52.32,58.79,0,4.84,99.81,126.8,0,1.16,6.17,3.59,45.62,0,10.97,110.82,0,0,0,46.48,0,0,0,0,0,0,80.92,690.85,0,0,23.05,102.53,408.38,0,51.22,0

28,06:45-07:00,0,22.62,0,3.98,0,16.3,20.8,0,45.83,98.87,0,0,3.33,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,11.6,26.62,0,20,11.69,24.49,68.9,155.58,21.83,52.32,58.79,0,4.84,99.81,126.8,0,1.16,6.17,3.59,45.62,0,10.97,83.12,0,0,0,46.48,0,0,0,0,0,0,80.92,690.85,0,0,23.05,102.53,408.38,0,51.22,0

29,07:00-07:15,0,22.62,0,3.98,0,16.3,20.8,0,45.83,98.87,0,0,3.33,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,11.69,24.49,68.9,155.58,21.83,51.93,58.79,0,2.13,99.81,126.8,0,1.16,7.06,3.59,45.62,0,10.97,83.12,0,0,0,46.48,0,0,0,0,0,0,80.92,690.85,0,0,23.05,102.53,408.38,0,51.22,0

30,07:15-07:30,0,22.62,0,3.98,0,16.3,20.8,0,45.83,98.87,0,0,3.33,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,11.69,24.49,68.9,155.58,21.83,51.93,58.79,0,1.96,99.81,126.8,0,1.16,7.06,3.59,45.62,0,10.97,83.12,0,0,0,46.48,0,0,0,0,0,0,80.92,690.85,0,0,23.05,102.53,408.38,0,51.22,0

31,07:30-07:45,0,22.62,0,3.98,0,16.3,20.8,0,45.83,98.87,0,0,3.33,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,11.69,24.49,68.9,155.58,21.83,51.93,58.79,0,0,99.81,126.8,0,1.16,7.64,3.59,45.62,0,10.97,83.12,0,0,0,46.48,0,0,0,0,0,0,80.92,690.85,0,0,23.05,102.53,408.38,0,51.22,0

32,07:45-08:00,0,22.62,0,3.98,0,16.3,20.8,0,45.83,98.87,0,0,3.33,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,11.69,24.49,68.9,155.58,21.83,51.93,58.79,0,0,99.81,126.8,0,1.16,7.94,3.59,45.62,0,10.97,83.12,0,0,0,46.48,0,0,0,0,0,0,80.92,690.85,0,0,23.05,102.53,408.38,0,51.22,0

33,08:00-08:15,0,22.62,0,3.98,0,16.3,20.8,0,45.83,98.87,0,0,3.33,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,11.69,24.49,68.9,155.58,21.83,51.27,58.79,0,0,99.81,126.8,0,1.16,7.94,3.45,45.62,0,10.97,83.12,0,0,0,46.48,0,0,0,0,0,0,80.92,690.85,0,0,18.45,102.53,408.38,0,51.22,0

34,08:15-08:30,0,22.62,0,3.98,0,16.3,20.8,0,45.83,98.87,0,0,3.33,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,11.69,24.49,68.9,155.58,21.83,51.27,58.79,0,0,99.81,126.8,0,1.16,8.09,3.45,45.62,0,10.97,83.12,0,0,0,46.48,0,0,0,0,0,0,80.92,690.85,0,0,18.45,102.53,408.38,0,51.22,0

35,08:30-08:45,0,22.62,0,3.98,0,16.3,20.8,0,45.83,98.87,0,0,3.33,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,11.69,24.49,68.9,155.58,21.83,51.27,58.79,0,0,99.81,126.8,0,1.16,8.09,3.45,45.62,0,10.97,83.12,0,0,0,46.48,0,0,0,0,0,0,80.92,690.85,0,0,18.45,102.53,412.88,0,51.22,0

36,08:45-09:00,0,22.62,0,3.98,0,16.3,20.8,0,45.83,98.87,0,0,3.33,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,11.69,24.49,68.9,155.58,21.83,51.27,58.79,0,0,99.81,126.8,0,1.16,8.23,3.45,45.62,0,0,83.12,0,0,0,46.48,0,0,0,0,0,0,80.92,690.85,0,0,18.45,102.53,418.77,0,51.22,0

37,09:00-09:15,0,22.62,0,3.98,0,16.3,20.8,0,45.83,98.87,0,0,3.33,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,11.69,24.49,68.9,155.58,21.83,51.27,58.79,0,0,99.81,126.8,0,1.16,9.55,3.45,45.62,0,0,83.12,0,0,0,40.09,0,0,0,0,0,0,80.92,690.85,0,0,18.45,102.53,418.77,0,51.22,0

38,09:15-09:30,0,22.62,0,3.98,0,16.3,20.8,0,45.83,98.87,0,0,3.33,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,11.69,24.49,68.9,155.58,21.83,51.27,58.79,0,0,99.81,126.8,0,1.16,9.55,3.45,45.62,0,0,83.12,0,0,0,40.09,0,0,0,0,0,0,80.92,690.85,0,0,18.45,102.53,418.77,0,51.22,0

39,09:30-09:45,0,12.82,0,3.98,0,16.3,20.8,0,45.83,98.87,0,0,3.33,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,11.69,24.49,68.9,155.58,21.83,51.27,58.79,0,0,99.81,126.8,0,1.16,9.55,3.45,45.62,0,0,83.12,0,0,0,53.45,0,0,0,0,0,0,80.92,690.85,0,0,18.45,102.53,418.77,0,51.22,0

40,09:45-10:00,0,12.82,0,3.98,0,16.3,20.8,0,45.83,98.87,0,0,3.33,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,11.69,24.49,68.9,155.58,21.83,51.27,58.79,0,0,99.81,126.8,0,1.16,9.55,3.45,45.62,0,0,83.12,0,0,0,84.83,0,0,0,0,0,0,80.92,690.85,0,0,18.45,102.53,418.77,0,52.36,0

41,10:00-10:15,0,12.82,0,3.98,0,16.3,20.8,0,45.83,98.87,0,0,3.33,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,11.69,24.49,68.9,155.58,21.83,51.27,58.79,0,0,99.81,126.8,0,1.16,10.73,3.59,45.62,0,0,83.12,0,0,0,84.83,0,0,0,0,0,0,80.92,690.85,0,0,16.9,102.53,418.77,0,51.34,0

42,10:15-10:30,0,12.82,0,3.98,0,16.3,20.8,0,45.83,98.87,0,0,3.33,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,11.69,24.49,68.9,155.58,21.83,51.27,58.79,0,0,99.81,126.8,0,1.16,10.73,3.59,45.62,0,0,83.12,0,0,0,84.83,0,0,0,0,0,0,80.92,690.85,0,0,16.9,102.53,418.77,0,51.34,0

43,10:30-10:45,0,12.82,0,3.98,0,16.3,20.8,0,45.83,98.87,0,0,3.33,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,11.69,24.49,68.9,155.58,21.83,51.27,58.79,0,0,99.81,126.8,0,1.16,10.73,3.59,45.62,0,0,83.12,0,0,0,84.83,0,0,0,0,0,0,80.92,690.85,0,0,16.9,102.53,418.77,0,51.34,0

44,10:45-11:00,0,12.82,0,3.98,0,16.3,20.8,0,45.83,98.87,0,0,2.24,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,0,24.49,68.9,155.58,21.83,51.27,58.79,0,0,99.81,126.8,0,1.16,10.73,3.59,45.62,0,0,56.09,0,0,0,84.83,0,0,0,0,0,0,80.92,690.85,0,0,16.9,102.53,418.77,0,51.34,0

45,11:00-11:15,0,4.52,0,3.98,0,16.3,20.8,0,45.83,98.87,0,0,2.24,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,0,24.49,68.9,155.58,21.83,50.62,58.79,0,0,99.81,126.8,0,1.16,10.73,3.59,45.62,0,0,56.09,0,0,0,84.83,0,0,0,0,0,0,80.92,690.85,0,0,4.3,102.53,418.77,0,51.34,0

46,11:15-11:30,0,4.52,0,3.98,0,16.3,20.8,0,45.83,98.87,0,0,2.24,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,0,24.49,68.9,155.58,21.83,50.62,58.79,0,0,99.81,126.8,0,1.16,10.73,3.59,45.62,0,0,56.09,0,0,0,46.48,0,0,0,0,0,0,80.92,690.85,0,0,4.3,102.53,418.77,0,51.34,0

47,11:30-11:45,0,4.52,0,3.98,0,16.3,20.8,0,45.83,98.87,0,0,2.24,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,0,24.49,68.9,155.58,21.83,50.62,58.79,0,0,99.81,126.8,0,1.16,10.73,3.33,45.62,0,0,56.09,0,0,0,46.48,0,0,0,0,0,0,80.92,690.85,0,0,4.3,102.53,418.77,0,51.34,0

48,11:45-12:00,0,4.52,0,3.98,0,16.3,20.8,0,45.83,98.87,0,0,2.24,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,0,24.49,68.9,155.58,21.83,50.62,58.79,0,0,99.81,126.8,0,1.16,10.73,3.33,45.62,0,0,56.09,0,0,0,46.48,0,0,0,0,0,0,80.92,690.85,0,0,4.3,102.53,418.77,0,51.34,0

49,12:00-12:15,0,4.52,0,3.98,0,16.3,20.8,0,45.83,98.87,0,0,2.24,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,0,24.49,68.9,155.58,21.83,49.95,58.79,0,0,99.81,126.8,0,1.16,7.94,3.33,45.62,0,0,56.09,0,0,0,46.48,0,0,0,0,0,0,80.92,690.85,0,0,0,102.53,418.77,0,52.99,0

50,12:15-12:30,0,4.52,0,3.98,0,16.3,20.8,0,45.83,98.87,0,0,2.24,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,0,24.49,68.9,155.58,21.83,49.95,58.79,0,0,99.81,126.8,0,1.16,7.94,3.33,45.62,0,0,56.09,0,0,0,46.48,0,0,0,0,0,0,80.92,690.85,0,0,0,102.53,418.77,0,52.99,0

51,12:30-12:45,0,4.52,0,3.98,0,16.3,20.8,0,45.83,102.8,0,0,2.24,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,0,24.49,68.9,155.58,21.83,49.95,58.79,0,0,99.81,126.8,0,1.16,7.94,3.33,45.62,0,0,56.09,0,0,0,40.09,0,0,0,0,0,0,80.92,690.85,0,0,0,102.53,418.77,0,52.99,0

52,12:45-13:00,0,4.52,0,3.98,0,16.3,20.8,0,45.83,102.8,0,0,2.24,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,0,24.49,68.9,155.58,21.83,49.95,58.79,0,0,99.81,126.8,0,1.16,7.94,3.33,45.62,0,0,56.09,0,0,0,40.09,0,0,0,0,0,0,80.92,690.85,0,0,0,102.53,418.77,0,52.99,0

53,13:00-13:15,0,4.52,0,3.98,0,16.3,20.8,0,45.83,108.05,0,0,2.24,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,0,24.49,68.9,155.58,21.83,49.95,58.79,0,0,99.81,126.8,0,1.16,7.94,3.33,45.62,0,0,56.09,0,0,0,40.09,0,0,0,0,0,0,80.92,690.85,0,0,0,102.53,418.77,0,52.99,0

54,13:15-13:30,0,4.52,0,3.98,0,16.3,20.8,0,45.83,113.3,0,0,2.24,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,0,24.49,68.9,155.58,21.83,49.3,58.79,0,0,99.81,126.8,0,1.16,7.94,3.33,45.62,0,0,56.09,0,0,0,40.09,0,0,0,0,0,0,80.92,690.85,0,0,0,102.53,418.77,0,52.99,0

55,13:30-13:45,0,4.52,0,3.98,0,16.3,20.8,0,45.83,118.54,0,0,2.24,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,0,24.49,68.9,155.58,21.83,49.3,58.79,0,0,99.81,126.8,0,1.16,7.94,3.33,45.62,0,0,56.09,0,0,0,40.09,0,0,0,0,0,0,80.92,690.85,0,0,0,102.53,418.77,0,52.99,0

