Block,Time,CHAMERA1,JHAJJAR,RAPPB,ANTA_GF,DHAULIGNGA,DADRI_LF,RIHAND3,RAMPUR,DADRI_RF,TANDA2,CHAMERA2,BSIUL,SINGRAULI,KOTESHWR,SEWA2,AURY_GF,URI2,UNCHAHAR4,AURY_CRF,UNCHAHAR3,AURY_LF,PARBATI3,RIHAND1,SALAL,TANAKPUR,RAPPC,CHAMERA3,AURY_RF,DADRI_GF,ANTA_CRF,NJPC,DADRT2,DULHASTI,UNCHAHAR1,TEHRI,KISHANGANGA,NAPP,SINGRAULI_HYDRO,URI,UNCHAHAR2,DADRI_CRF,KOLDAM,ANTA_LF,RIHAND2,ANTA_RF,NTPL,MAPS,NLCIIST2,TALA,KHSTPP-I,SASAN,GANDHAR-RLNG,BRBCL,FSTPP I & II,VALLURNTECL,NLCEXP,KKNP,NNTPP,KGSU1AND2,TALST2,KUDGI,SIMHST2,NLCTS2EXP,RSTPSU7,KGSU3AND4,RSTPSU1TO6,NLCIIST1,SIPAT II,KHSTPP-II,KAWAS-NAPM,KAWAS-ComGas,TAPS-II,VSTPS IV,SIPAT I,GANDHAR-APM,LARA-I,KAWAS-zLIQ,KAWAS-RLNG,VSTPS III,GANDHAR-ComGas,KSTPS I&II,MOUDA_II,GANDHAR-NAPM,SOLAPUR,KAWAS-APM,KSTPS7,VSTPS I,KHARGONE-I,MOUDA,GADARWARA-I,KAPS,VSTPS II,VSTPS V,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0.000000,506.342963,0.000000,0.000000,9.592894,0.000000,122.408100,1.148641,14.899500,2.360797,42.217017,0.000000,139.345891,16.653788,16.620742,0.000000,34.493986,1.381209,0.000000,22.123436,0.000000,0.000000,77.368016,64.643512,1.115431,57.374071,30.679168,11.706750,0.000000,0.000000,59.430214,347.652259,52.153427,16.665478,26.659683,2.468554,42.373051,1.001148,47.531340,42.130732,0.000000,0.000000,0.000000,58.386055,0.000000,1.01,0.22,0.43,0.000000,41.696348,337.633312,0.007190,11.164466,18.987574,2.30,0.79,1.57,0.14,1.94,2.93,7.68,1.79,0.84,1.88,1.06,5.85,1.28,0.904723,142.721367,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019944,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.223617,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

7,01:30-01:45,0.000000,457.967963,0.000000,0.000000,9.592894,0.000000,122.408100,1.148641,2.731575,2.360797,42.217017,0.000000,139.345891,16.653788,16.620742,0.000000,34.493986,1.381209,0.000000,19.884957,0.000000,0.000000,77.368016,64.643512,1.115431,57.374071,30.679168,1.073119,0.000000,0.000000,59.430214,342.814759,52.153427,14.301507,26.659683,2.468554,42.373051,1.001148,47.531340,41.730984,0.000000,0.000000,0.000000,58.386055,0.000000,1.01,0.22,0.43,0.000000,41.696348,337.633312,0.007190,10.763756,18.987574,2.30,0.79,1.57,0.14,1.94,2.93,7.68,1.79,0.84,1.88,1.06,5.85,1.28,0.904723,142.721367,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.010204,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.223617,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

8,01:45-02:00,0.000000,409.592963,0.000000,0.000000,9.592894,0.000000,122.408100,1.148641,0.000000,2.360797,42.217017,0.000000,139.345891,16.653788,16.620742,0.000000,34.493986,1.381209,0.000000,18.253436,0.000000,0.000000,77.368016,64.643512,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,59.430214,342.814759,52.153427,13.762978,26.659683,2.468554,42.373051,1.001148,47.531340,41.730984,0.000000,0.000000,0.000000,58.386055,0.000000,1.01,0.22,0.43,0.000000,41.696348,337.633312,0.007190,9.914562,18.987574,2.30,0.79,1.57,0.14,1.94,2.93,7.68,1.79,0.84,1.88,1.06,5.85,1.28,0.904723,142.721367,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.010204,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.223617,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

9,02:00-02:15,0.000000,361.217963,0.000000,0.000000,9.592894,0.000000,122.408100,1.148641,0.000000,2.360797,42.217017,0.000000,139.345891,16.653788,16.620742,0.000000,34.493986,1.381209,0.000000,18.253436,0.000000,0.000000,77.368016,64.643512,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,59.430214,275.089759,52.153427,13.762978,26.659683,2.468554,42.373051,1.001148,47.531340,41.730984,0.000000,0.000000,0.000000,58.386055,0.000000,1.01,0.22,0.43,0.000000,41.696348,337.633312,0.007190,9.081951,18.987574,2.30,0.79,1.57,0.14,1.94,2.93,7.68,1.79,0.84,1.88,1.06,5.85,1.28,0.904723,142.721367,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019944,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.233949,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

10,02:15-02:30,0.000000,304.660526,0.000000,0.000000,9.592894,0.000000,122.408100,1.148641,0.000000,2.360797,42.217017,0.000000,139.345891,16.653788,16.620742,0.000000,34.493986,0.689109,0.000000,12.737159,0.000000,0.000000,77.368016,64.643512,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,59.430214,217.039759,52.153427,11.029901,26.659683,2.468554,42.373051,1.001148,47.531340,29.861404,0.000000,0.000000,0.000000,58.386055,0.000000,1.01,0.22,0.43,0.000000,41.696348,337.633312,0.007190,11.164466,18.987574,2.30,0.79,1.57,0.14,1.94,2.93,7.68,1.79,0.84,1.88,1.06,5.85,1.28,0.904723,142.721367,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019944,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.234056,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

11,02:30-02:45,0.000000,304.660526,0.000000,0.000000,9.592894,0.000000,122.408100,1.148641,0.000000,2.360797,42.217017,0.000000,139.345891,8.429695,16.620742,0.000000,34.493986,0.685149,0.000000,12.664367,0.000000,0.000000,77.368016,64.643512,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,59.430214,217.039759,52.153427,11.000125,26.659683,2.468554,42.373051,1.001148,47.531340,29.861404,0.000000,0.000000,0.000000,58.386055,0.000000,1.01,0.22,0.43,0.000000,41.696348,342.161212,0.007190,11.164466,14.150074,2.30,0.79,1.57,0.14,1.94,2.93,7.68,1.79,0.84,1.88,1.06,5.85,1.28,0.904723,142.721367,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019944,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.244432,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

12,02:45-03:00,0.000000,304.660526,0.000000,0.000000,9.592894,0.000000,122.408100,1.148641,0.000000,2.360797,42.217017,0.000000,139.345891,8.429695,16.620742,0.000000,34.493986,0.685149,0.000000,12.664367,0.000000,0.000000,77.368016,64.643512,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,59.430214,217.039759,52.153427,11.000125,26.659683,2.468554,42.373051,1.001148,47.531340,29.861404,0.000000,0.000000,0.000000,58.386055,0.000000,1.01,0.22,0.43,0.000000,41.696348,347.544141,0.007190,11.164466,14.150074,2.30,0.79,1.57,0.14,1.94,2.93,7.68,1.79,0.84,1.88,1.06,5.85,1.28,0.904723,142.721367,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019944,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.244496,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

13,03:00-03:15,0.000000,304.660526,0.000000,0.000000,9.592894,0.000000,122.408100,1.148641,0.000000,2.360797,42.217017,0.000000,139.345891,8.429695,16.620742,0.000000,33.928512,0.739490,0.000000,13.857119,0.000000,0.000000,77.368016,64.643512,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,59.430214,176.791759,52.153427,11.124941,26.659683,2.468554,42.373051,1.001148,47.531340,30.265045,0.000000,0.000000,0.000000,58.386055,0.000000,1.01,0.22,0.43,0.000000,28.222459,348.300000,0.007190,11.164466,14.150074,2.30,0.79,1.57,0.14,1.94,2.93,7.68,1.79,0.84,1.88,1.06,5.85,1.28,0.904723,94.553001,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019944,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.244496,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

14,03:15-03:30,0.000000,304.660526,0.000000,0.000000,9.592894,0.000000,122.408100,1.148641,0.000000,2.360797,42.217017,0.000000,139.345891,8.429695,16.620742,0.000000,33.928512,0.739490,0.000000,13.857119,0.000000,0.000000,77.368016,64.643512,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,59.430214,176.791759,52.153427,11.124941,26.659683,2.468554,42.373051,1.001148,47.531340,30.265045,0.000000,0.000000,0.000000,58.386055,0.000000,1.01,0.22,0.43,0.000000,28.222459,348.300000,0.007190,11.164466,14.150074,2.30,0.79,1.57,0.14,1.94,2.93,7.68,1.79,0.84,1.88,1.06,5.85,1.28,0.904723,94.553001,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019944,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.244496,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

15,03:30-03:45,0.000000,258.919157,0.000000,0.000000,9.592894,0.000000,122.408100,1.148641,0.000000,2.360797,42.217017,0.000000,139.345891,8.429695,16.620742,0.000000,33.928512,0.739490,0.000000,13.857119,0.000000,0.000000,77.368016,64.643512,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,59.430214,176.791759,52.153427,11.124941,26.659683,2.468554,42.373051,1.001148,47.531340,30.265045,0.000000,0.000000,0.000000,58.386055,0.000000,1.01,0.22,0.43,0.000000,28.222459,348.300000,0.007190,11.164466,14.150074,2.30,0.79,1.57,0.14,1.94,2.93,7.68,1.79,0.84,1.88,1.06,5.85,1.28,0.904723,94.553001,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019944,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254888,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

16,03:45-04:00,0.000000,258.919157,0.000000,0.000000,9.592894,0.000000,122.408100,1.148641,0.000000,2.360797,42.217017,0.000000,139.345891,8.429695,16.620742,0.000000,33.928512,0.739490,0.000000,13.857119,0.000000,0.000000,77.368016,64.643512,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,59.430214,176.791759,52.153427,11.124941,17.773122,2.468554,42.373051,1.001148,47.531340,30.265045,0.000000,0.000000,0.000000,58.386055,0.000000,1.01,0.22,0.43,0.000000,28.222459,348.300000,0.007190,11.164466,14.150074,2.30,0.79,1.57,0.14,1.94,2.93,7.68,1.79,0.84,1.88,1.06,5.85,1.28,0.904723,94.553001,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019944,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

17,04:00-04:15,0.000000,258.919157,0.000000,0.000000,9.592894,0.000000,122.408100,1.148641,0.000000,2.360797,42.217017,0.000000,139.345891,8.429695,16.620742,0.000000,33.928512,0.739490,0.000000,13.440472,0.000000,0.000000,77.368016,64.643512,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,59.430214,176.791759,52.153427,10.692729,17.773122,2.468554,42.373051,1.001148,47.531340,30.265045,0.000000,0.000000,0.000000,58.386055,0.000000,1.01,0.22,0.43,0.000000,28.222459,358.095938,0.007190,11.164466,14.150074,2.30,0.79,1.57,0.14,1.94,2.93,7.68,1.79,0.84,1.88,1.06,5.85,1.28,0.904723,94.553001,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019944,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

18,04:15-04:30,0.000000,258.919157,0.000000,0.000000,9.592894,0.000000,122.408100,1.148641,0.000000,2.360797,42.217017,0.000000,139.345891,8.429695,16.620742,0.000000,33.928512,0.739490,0.000000,13.440472,0.000000,3.762736,77.368016,64.643512,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,59.430214,176.791759,52.153427,10.692729,8.886561,2.468554,42.373051,1.001148,47.531340,30.265045,0.000000,0.000000,0.000000,58.386055,0.000000,1.01,0.22,0.43,0.000000,28.222459,372.419472,0.007190,11.164466,14.150074,2.30,0.79,1.57,0.14,1.94,2.93,7.68,1.79,0.84,1.88,1.06,5.85,1.28,0.904723,94.553001,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019944,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

19,04:30-04:45,0.000000,326.644157,0.000000,0.000000,9.592894,0.000000,122.408100,1.148641,0.000000,2.360797,42.217017,0.000000,139.345891,8.429695,16.620742,0.000000,33.928512,0.739490,0.000000,13.440472,0.000000,6.719172,77.368016,64.643512,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,59.430214,176.791759,52.153427,10.692729,0.000000,2.468554,42.373051,1.001148,47.531340,30.265045,0.000000,0.000000,0.000000,58.386055,0.000000,1.01,0.22,0.43,0.000000,28.222459,384.913828,0.022650,11.164466,14.150074,2.30,0.79,1.57,0.14,1.94,2.93,8.45,1.79,0.84,1.88,1.06,5.85,1.28,0.904723,94.553001,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019944,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

20,04:45-05:00,0.000000,326.644157,0.000000,0.000000,9.592894,0.000000,122.408100,1.148641,0.000000,2.360797,42.217017,0.000000,139.345891,8.429695,16.620742,0.000000,33.928512,0.739490,0.000000,13.440472,0.000000,10.750676,77.368016,64.643512,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,59.430214,176.791759,52.153427,10.692729,0.000000,2.468554,42.373051,1.001148,47.531340,30.265045,0.000000,0.000000,0.000000,58.386055,0.000000,1.01,0.22,0.43,0.000000,28.222459,392.532891,0.022650,11.164466,14.150074,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.28,0.904723,94.553001,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019944,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

21,05:00-05:15,0.000000,326.644157,0.000000,0.000000,9.592894,0.000000,122.408100,1.148641,0.000000,2.360797,42.217017,0.000000,139.345891,8.429695,16.620742,0.000000,33.928512,0.739530,0.000000,13.442376,0.000000,52.543928,77.368016,82.069155,2.354798,57.374071,30.679168,0.000000,0.000000,0.000000,59.430214,176.791759,52.153427,10.693250,0.000000,2.468554,42.373051,1.001148,51.269760,30.265045,0.000000,0.000000,0.000000,58.386055,0.000000,1.01,0.22,0.43,0.000000,28.222459,400.786875,0.022650,11.164466,14.150074,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.28,0.904723,94.553001,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019944,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.265309,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

22,05:15-05:30,0.000000,326.644157,0.000000,0.000000,9.592894,0.000000,122.408100,1.148641,0.000000,2.360797,42.217017,0.000000,139.345891,8.429695,16.620742,0.000000,33.928512,0.739530,0.000000,13.442376,0.000000,52.543928,77.368016,82.069155,2.354798,57.374071,30.679168,0.000000,0.000000,0.000000,59.430214,176.791759,52.153427,10.693250,0.000000,2.468554,42.373051,1.001148,51.269760,30.265045,0.000000,0.000000,0.000000,58.386055,0.000000,1.01,0.22,0.43,0.000000,28.222459,402.721875,0.022650,11.164466,14.150074,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.28,0.904723,94.553001,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019944,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.265375,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

23,05:30-05:45,13.592756,326.644157,0.000000,0.000000,9.592894,0.000000,122.408100,1.148641,0.000000,2.360797,42.217017,0.000000,139.345891,8.429695,16.620742,0.000000,33.928512,0.739530,0.000000,13.442376,0.000000,52.543928,77.368016,82.069155,2.354798,57.374071,30.679168,0.000000,0.000000,0.000000,59.430214,176.791759,52.153427,10.693250,0.000000,2.468554,42.373051,1.001148,47.531340,30.265045,0.000000,1.029386,0.000000,58.386055,0.000000,1.01,0.22,0.43,0.000000,28.222459,402.721875,0.022650,11.164466,14.150074,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.28,0.904723,94.553001,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019944,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.265375,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

24,05:45-06:00,13.592756,326.644157,0.000000,0.000000,9.592894,0.000000,122.408100,1.148641,0.000000,2.360797,42.217017,6.340802,139.345891,8.429695,16.620742,0.000000,33.928512,0.739530,0.000000,13.442376,0.000000,52.543928,77.368016,82.069155,2.354798,57.374071,30.679168,0.000000,0.000000,0.000000,59.430214,176.791759,52.153427,10.693250,0.000000,2.468554,42.373051,1.001148,47.531340,30.265045,0.000000,2.058772,0.000000,58.386055,0.000000,1.01,0.22,0.44,0.000000,28.222459,402.721875,0.022650,11.164466,14.150074,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.33,0.904723,94.553001,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019944,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.265375,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

25,06:00-06:15,27.185512,278.327207,0.000000,0.000000,9.592894,0.000000,122.408100,1.148641,0.000000,2.360797,42.217017,6.340802,139.345891,0.000000,16.620742,0.000000,33.928512,0.739530,0.000000,13.442376,0.000000,52.543928,77.368016,82.069155,2.354798,57.374071,30.679168,0.000000,0.000000,0.000000,59.430214,176.791759,52.153427,10.693250,0.000000,2.468554,42.373051,1.001148,47.531340,18.707574,0.000000,2.058772,0.000000,58.386055,0.000000,1.01,0.22,0.44,0.000000,17.364110,402.721875,0.022650,11.164466,7.996774,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.33,0.904723,65.277322,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019944,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.265375,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

26,06:15-06:30,27.185512,239.627207,0.000000,0.000000,19.185787,0.000000,122.408100,1.148641,0.000000,2.360797,42.217017,12.681603,139.345891,0.000000,16.620742,0.000000,33.928512,0.739530,0.000000,13.442376,0.000000,52.543928,77.368016,82.069155,2.354798,57.374071,30.679168,0.000000,0.000000,0.000000,59.430214,176.791759,52.153427,10.693250,0.000000,2.468554,42.373051,1.001148,47.531340,18.707574,0.000000,2.058772,0.000000,58.386055,0.000000,1.01,0.22,0.44,0.000000,17.364110,402.721875,0.022650,11.164466,7.996774,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.33,0.904723,65.277322,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019944,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.265375,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

