Block,Time,CHAMERA1,JHAJJAR,RAPPB,ANTA_GF,DHAULIGNGA,DADRI_LF,RIHAND3,RAMPUR,DADRI_RF,TANDA2,CHAMERA2,BSIUL,SINGRAULI,KOTESHWR,SEWA2,AURY_GF,URI2,UNCHAHAR4,AURY_CRF,UNCHAHAR3,AURY_LF,PARBATI3,RIHAND1,SALAL,TANAKPUR,RAPPC,CHAMERA3,AURY_RF,DADRI_GF,ANTA_CRF,NJPC,DADRT2,DULHASTI,UNCHAHAR1,TEHRI,KISHANGANGA,NAPP,SINGRAULI_HYDRO,URI,UNCHAHAR2,DADRI_CRF,KOLDAM,ANTA_LF,RIHAND2,ANTA_RF,NTPL,MAPS,NLCIIST2,TALA,KHSTPP-I,SASAN,GANDHAR-RLNG,BRBCL,FSTPP I & II,VALLURNTECL,NLCEXP,KKNP,NNTPP,KGSU1AND2,TALST2,KUDGI,SIMHST2,NLCTS2EXP,RSTPSU7,KGSU3AND4,RSTPSU1TO6,NLCIIST1,SIPAT II,KHSTPP-II,KAWAS-NAPM,KAWAS-ComGas,TAPS-II,VSTPS IV,SIPAT I,GANDHAR-APM,LARA-I,KAWAS-zLIQ,KAWAS-RLNG,VSTPS III,GANDHAR-ComGas,KSTPS I&II,MOUDA_II,GANDHAR-NAPM,SOLAPUR,KAWAS-APM,KSTPS7,VSTPS I,KHARGONE-I,MOUDA,GADARWARA-I,KAPS,VSTPS II,VSTPS V,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,40.778267,240.034815,0.000000,0.000000,0.000000,0.000000,122.408100,1.203338,0.000000,2.360797,42.217017,0.000000,139.345891,8.429695,16.620742,0.000000,33.928512,0.741969,0.000000,13.883607,0.000000,0.000000,77.368016,77.572215,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,62.401725,177.178759,52.153427,11.558267,0.000000,2.468554,42.373051,1.001148,47.531340,22.293076,0.000000,2.058772,0.000000,58.386054,0.000000,0.91,0.22,0.44,0.000000,21.363949,405.159975,0.007190,14.512510,7.996774,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.40,0.904723,70.114822,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

56,13:45-14:00,40.778267,240.034815,0.000000,0.000000,0.000000,0.000000,122.408100,1.203338,0.000000,2.360797,42.217017,0.000000,139.345891,8.429695,16.620742,0.000000,33.928512,0.741969,0.000000,13.883607,0.000000,0.000000,77.368016,77.572215,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,62.401725,177.178759,52.153427,11.558267,0.000000,2.468554,42.373051,1.001148,47.531340,22.293076,0.000000,3.088157,0.000000,58.386054,0.000000,0.91,0.22,0.44,0.000000,17.207568,405.159975,0.007190,14.512510,7.996774,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.32,0.904723,70.114822,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

57,14:00-14:15,40.778267,240.034815,0.000000,0.000000,0.000000,0.000000,122.408100,1.203338,0.000000,2.360797,42.217017,0.000000,139.345891,8.429695,16.620742,0.000000,33.928512,0.741969,0.000000,13.883607,0.000000,0.000000,77.368016,77.572215,1.115431,57.374071,20.701010,0.000000,0.000000,0.000000,62.401725,177.178759,52.153427,11.558267,0.000000,2.468554,42.373051,1.001148,47.531340,22.293076,0.000000,3.088157,0.000000,58.386054,0.000000,0.91,0.22,0.44,0.000000,17.207568,405.159975,0.007190,14.512510,7.996774,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.32,0.904723,70.114822,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

58,14:15-14:30,40.778267,240.034815,0.000000,0.000000,0.000000,0.000000,122.408100,1.203338,0.000000,2.360797,42.217017,0.000000,139.345891,8.429695,16.620742,0.000000,33.928512,0.741969,0.000000,13.883607,0.000000,0.000000,77.368016,77.572215,1.115431,57.374071,20.701010,0.000000,0.000000,0.000000,62.401725,177.178759,52.153427,11.558267,0.000000,2.468554,42.373051,1.001148,47.531340,22.293076,0.000000,3.088157,0.000000,58.386054,0.000000,0.91,0.22,0.44,0.000000,30.012914,405.159975,0.007190,14.512510,7.996774,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.32,0.904723,104.228001,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

59,14:30-14:45,40.778267,240.034815,0.000000,0.000000,0.000000,0.000000,122.408100,1.887053,0.000000,2.360797,42.217017,6.340802,139.345891,8.429695,16.620742,0.000000,33.928512,0.741969,0.000000,13.883607,0.000000,0.000000,77.368016,65.205630,1.115431,57.374071,20.701010,0.000000,0.000000,0.000000,97.861752,177.178759,52.153427,11.597338,0.000000,2.468554,42.373051,1.001148,47.531340,22.293076,0.000000,3.088157,0.000000,58.386054,0.000000,0.91,0.22,0.44,0.000000,17.207568,405.159975,0.007190,14.512510,7.996774,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.32,0.904723,89.464822,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

60,14:45-15:00,40.778267,240.034815,0.000000,0.000000,0.000000,0.000000,122.408100,1.887053,0.000000,2.360797,42.217017,6.340802,139.345891,8.429695,16.620742,0.000000,33.928512,0.741969,0.000000,13.883607,0.000000,0.000000,77.368016,65.205630,1.115431,57.374071,20.701010,0.000000,0.000000,0.000000,97.861752,177.178759,52.153427,11.597338,0.000000,2.468554,42.373051,1.001148,47.531340,22.293076,0.000000,3.088157,0.000000,58.386054,0.000000,0.91,0.22,0.43,0.000000,30.012914,405.159975,0.007190,14.512510,7.996774,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.28,0.904723,96.204075,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

61,15:00-15:15,40.778267,240.034815,0.000000,0.000000,0.000000,0.000000,122.408100,1.887053,0.000000,2.360797,42.217017,6.340802,139.345891,8.429695,16.620742,0.000000,33.928512,0.741969,0.000000,13.833266,0.000000,0.000000,77.368016,77.572215,1.115431,57.374071,20.701010,0.000000,0.000000,0.000000,97.861752,177.178759,52.153427,10.665891,0.000000,2.468554,42.373051,1.001148,47.531340,14.262991,0.000000,3.088157,0.000000,58.386055,0.000000,0.91,0.22,0.43,0.000000,30.012914,405.159975,0.007190,14.512510,14.011742,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.28,0.904723,104.228001,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

62,15:15-15:30,40.778267,240.034815,0.000000,0.000000,0.000000,0.000000,122.408100,1.887053,0.000000,2.360797,42.217017,6.340802,139.345891,8.429695,16.620742,0.000000,33.928512,0.741969,0.000000,13.833266,0.000000,0.000000,77.368016,77.572215,1.115431,57.374071,20.701010,0.000000,0.000000,0.000000,97.861752,177.178759,52.153427,10.665891,0.000000,2.468554,42.373051,1.001148,47.531340,14.262991,0.000000,3.088157,0.000000,58.386055,0.000000,0.91,0.22,0.43,0.000000,30.012914,405.159975,0.007190,14.512510,14.150074,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.28,0.904723,104.228001,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

63,15:30-15:45,40.778267,236.515050,0.000000,0.000000,9.592894,0.000000,122.408100,1.887053,0.000000,2.360797,42.217017,6.340802,139.345891,8.429695,16.620742,0.000000,33.928512,0.754252,0.000000,13.957567,0.000000,0.000000,77.368016,77.572215,9.171320,57.374071,20.701010,0.000000,0.000000,0.000000,97.861752,176.085000,52.153427,10.927765,0.000000,2.468554,42.373051,1.001148,47.531340,22.870973,0.000000,3.088157,0.000000,58.386055,0.000000,0.91,0.22,0.43,0.000000,29.649521,405.159975,0.007190,14.512510,13.990050,0.00,0.79,1.57,0.14,1.94,0.00,0.00,1.79,0.00,1.88,1.06,5.85,1.28,0.904723,104.228001,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

64,15:45-16:00,40.778267,236.515050,0.000000,0.000000,9.592894,0.000000,122.408100,1.887053,0.000000,2.360797,42.217017,6.340802,139.345891,8.429695,16.620742,0.000000,33.928512,0.754252,0.000000,13.957567,0.000000,0.000000,77.368016,77.572215,9.171320,57.374071,20.701010,0.000000,0.000000,0.000000,97.861752,176.085000,52.153427,10.983995,0.000000,2.468554,42.373051,1.001148,47.531340,23.716231,0.000000,3.088157,0.000000,58.386055,0.000000,0.91,0.22,0.43,0.000000,29.649521,405.159975,0.007190,14.512510,13.990050,0.00,0.79,1.57,0.14,1.94,0.00,0.00,1.79,0.00,1.88,1.06,5.85,1.28,0.904723,104.228001,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

65,16:00-16:15,40.778267,236.515050,0.000000,0.000000,9.592894,0.000000,122.408100,1.887053,0.000000,2.360797,42.217017,0.000000,139.345891,8.429695,16.620742,0.000000,33.928512,0.748667,0.000000,13.883761,0.000000,0.000000,77.368016,77.572215,9.295256,57.374071,20.701010,0.000000,0.000000,0.000000,97.861752,250.776000,52.153427,10.983995,0.000000,2.468554,42.373051,1.001148,47.531340,23.716231,0.000000,3.088157,0.000000,58.386055,0.000000,0.91,0.22,0.43,0.000000,23.447846,405.159975,0.007190,14.512510,9.055800,0.00,0.79,1.57,0.14,1.94,0.00,0.00,1.79,0.05,1.88,1.06,5.85,1.28,0.904723,102.999179,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

66,16:15-16:30,40.778267,236.515050,0.000000,0.000000,9.592894,0.000000,122.408100,1.887053,0.000000,2.360797,42.217017,0.000000,139.345891,8.429695,16.620742,0.000000,33.928512,0.748667,0.000000,13.883761,0.000000,0.000000,77.368016,77.572215,9.295256,57.374071,20.701010,0.000000,0.000000,0.000000,97.861752,301.860000,52.153427,10.983995,0.000000,2.468554,42.373051,1.001148,51.269760,23.716231,0.000000,3.088157,0.000000,58.386055,0.000000,0.91,0.22,0.43,0.000000,23.447846,405.159975,0.007190,14.512510,9.055800,0.00,0.79,1.57,0.14,1.94,0.00,0.00,1.79,0.05,1.88,1.06,5.85,1.28,0.904723,104.228001,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

67,16:30-16:45,40.778267,236.515050,0.000000,0.000000,9.592894,0.000000,122.408100,1.887053,0.000000,2.360797,42.217017,0.000000,139.345891,8.429695,16.620742,0.000000,33.928512,0.748667,0.000000,13.883761,0.000000,0.000000,77.368016,77.572215,3.718102,57.374071,20.701010,0.000000,0.000000,0.000000,97.861752,301.860000,52.153427,10.983995,0.000000,2.468554,42.373051,1.001148,51.269760,13.977853,0.000000,3.088157,0.000000,58.386055,0.000000,1.04,0.22,0.43,0.000000,23.447846,405.159975,0.007011,14.512510,9.055800,0.00,0.79,1.57,0.14,1.94,0.00,0.00,1.79,0.05,1.88,1.06,5.85,1.28,0.904723,104.228001,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

68,16:45-17:00,40.778267,236.515050,0.000000,0.000000,9.592894,0.000000,122.408100,1.887053,0.000000,2.360797,42.217017,0.000000,139.345891,8.429695,16.620742,0.000000,33.928512,0.748667,0.000000,13.883761,0.000000,0.000000,77.368016,77.572215,3.718102,57.374071,20.701010,0.000000,0.000000,0.000000,97.861752,301.860000,52.153427,10.983995,0.000000,2.468554,42.373051,1.001148,47.531340,13.977853,0.000000,2.058772,0.000000,58.386055,0.000000,1.10,0.22,0.43,0.000000,23.447846,405.159975,0.007011,14.512510,9.055800,0.00,0.79,1.57,0.14,1.94,0.00,0.00,1.79,0.05,1.88,1.06,5.85,1.28,0.904723,104.228001,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

69,17:00-17:15,40.778267,236.515050,0.000000,0.000000,19.185787,0.000000,122.408100,1.887053,0.000000,2.106329,42.217017,0.000000,139.345891,8.429695,16.620742,0.000000,33.928512,0.747908,0.000000,13.879252,0.000000,3.762736,77.368016,77.572215,4.089913,57.374071,30.679168,0.000000,0.000000,0.000000,97.861752,301.860000,52.153427,10.983995,8.886561,2.468554,42.373051,1.001148,47.531340,13.977853,0.000000,2.058772,0.000000,58.386055,0.000000,1.36,0.22,0.43,0.000000,38.326932,405.159975,0.007011,14.512510,14.962000,0.00,0.79,1.57,0.14,1.94,0.00,0.00,1.79,0.05,1.88,1.06,5.85,1.28,0.904723,140.850391,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

70,17:15-17:30,40.778267,236.515050,0.000000,0.000000,19.185787,0.000000,122.408100,1.887053,0.000000,2.106329,42.217017,0.000000,139.345891,8.429695,16.620742,0.000000,33.928512,0.747908,0.000000,13.879252,0.000000,16.126013,77.368016,77.572215,4.089913,57.374071,30.679168,0.000000,0.000000,0.000000,97.861752,301.860000,52.153427,10.983995,17.773122,2.468554,42.373051,1.001148,47.531340,13.977853,0.000000,2.058772,0.000000,58.386055,0.000000,1.49,0.22,0.43,0.000000,25.521586,405.159975,0.007011,14.512510,8.808700,0.00,0.79,1.57,0.14,1.94,0.00,0.00,1.79,0.05,1.88,1.06,5.85,1.28,0.904723,142.721367,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

71,17:30-17:45,40.778267,236.515050,0.000000,0.000000,19.185787,0.000000,122.408100,1.203338,0.000000,2.144281,42.217017,12.681603,139.345891,8.429695,16.620742,0.000000,33.928512,0.747689,0.000000,13.591398,0.000000,16.126013,77.368016,77.572215,3.594166,57.374071,30.679168,0.000000,0.000000,0.000000,62.401725,301.860000,52.153427,10.980482,17.773122,2.468554,42.373051,1.001148,47.531340,12.704859,0.000000,2.058772,0.000000,58.386055,0.000000,1.49,0.22,0.43,0.000000,11.610000,405.159975,0.007011,14.512510,2.902500,0.00,0.79,1.57,0.14,1.94,0.00,0.00,1.79,0.00,1.88,1.06,5.85,1.28,0.904723,109.065501,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

72,17:45-18:00,40.778267,236.515050,0.000000,0.000000,19.185787,0.000000,122.408100,1.203338,0.000000,2.144281,42.217017,12.681603,139.345891,8.429695,16.620742,0.000000,33.928512,0.747689,0.000000,13.591398,0.000000,16.126013,77.368016,77.572215,3.594166,57.374071,30.679168,0.000000,0.000000,0.000000,62.401725,301.860000,52.153427,10.980482,17.773122,2.468554,42.373051,1.001148,47.531340,12.704859,0.000000,2.058772,0.000000,58.386055,0.000000,1.49,0.22,0.43,0.000000,11.610000,405.159975,0.007011,14.512510,2.902500,0.00,0.79,1.57,0.14,1.94,0.00,0.00,1.79,0.00,1.88,1.06,5.85,1.28,0.904723,74.952322,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

73,18:00-18:15,39.592035,282.198368,0.000000,0.000000,16.683294,0.000000,122.408100,1.148641,0.000000,2.144281,42.217017,6.340802,139.345891,8.429695,16.620742,0.000000,33.928512,0.746287,0.000000,13.522831,0.000000,18.813683,77.368016,77.572215,4.833533,57.374071,30.679168,0.000000,0.000000,0.000000,59.430214,301.860000,52.153427,10.980482,17.773122,2.468554,42.373051,1.001148,47.531340,16.024040,0.000000,1.663654,0.000000,58.386055,19.182481,1.49,0.22,0.43,0.000000,30.980414,405.159975,0.007011,14.512510,14.150074,0.00,0.79,1.57,0.14,1.94,0.00,0.00,1.79,0.00,1.88,1.06,5.85,1.28,0.904723,109.065501,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

74,18:15-18:30,40.778267,282.198368,0.000000,0.000000,16.683294,0.000000,122.408100,1.148641,0.000000,2.144281,42.217017,6.340802,139.345891,8.429695,16.620742,0.000000,33.928512,0.747689,0.000000,13.591398,0.000000,18.813683,77.368016,77.572215,4.833533,57.374071,30.679168,0.000000,0.000000,0.000000,59.430214,301.860000,52.153427,10.980482,26.659683,2.468554,42.373051,1.001148,47.531340,15.745579,0.000000,1.871610,0.000000,58.386055,19.182481,1.49,0.22,0.43,0.000000,30.980414,405.159975,0.007011,14.512510,14.150074,0.00,0.79,1.57,0.14,1.94,0.00,0.00,1.79,0.00,1.88,1.06,5.85,1.28,0.904723,109.065501,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

75,18:30-18:45,40.778267,349.923368,0.000000,0.000000,28.778681,0.000000,122.408100,1.524684,0.000000,2.144281,42.217017,6.340802,139.345891,8.429695,16.620742,0.000000,33.928512,0.747689,0.000000,13.591398,0.000000,18.813683,77.368016,79.820685,4.833533,57.374071,30.679168,0.000000,0.000000,0.000000,79.240286,301.860000,52.153427,10.980482,26.659683,2.468554,42.373051,1.001148,47.531340,28.330045,0.000000,3.088157,0.000000,58.386055,19.182481,1.30,0.22,0.43,0.000000,30.980414,405.159975,0.007011,14.512510,14.150074,0.00,0.79,1.57,0.14,1.94,0.00,0.00,1.79,0.00,1.88,1.06,5.85,1.28,0.904723,109.065501,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

76,18:45-19:00,40.778267,378.948368,0.000000,0.000000,38.460553,0.000000,122.408100,2.358816,0.000000,2.144281,42.217017,19.156500,139.345891,8.738098,16.620742,0.000000,33.928512,0.733778,0.000000,12.896071,0.000000,18.813683,77.368016,79.820685,4.833533,57.374071,30.679168,0.000000,0.000000,0.000000,122.327191,301.860000,52.153427,10.436166,27.274907,2.524656,42.373051,1.001148,47.531340,28.330045,0.000000,4.117544,0.000000,58.386055,19.182481,1.30,0.22,0.43,0.000000,30.980414,405.159975,0.007011,14.512510,14.150074,0.00,0.79,1.57,0.14,1.94,0.00,0.00,1.79,0.00,1.88,1.06,5.85,1.28,0.904723,109.065501,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

77,19:00-19:15,40.778267,378.948368,0.000000,0.000000,38.460553,0.000000,122.408100,2.789556,0.000000,2.144281,42.217017,19.156500,139.345891,8.738098,16.620742,0.000000,33.928512,0.988569,0.000000,10.628665,0.000000,20.157517,77.368016,79.820685,4.833533,57.374071,30.679168,0.000000,0.000000,0.000000,146.792629,342.495000,52.153427,9.677709,27.274907,2.524656,42.373051,1.001148,47.531340,28.330045,0.000000,4.117544,0.000000,58.386055,4.012562,1.30,0.22,0.43,0.000000,44.891110,405.159975,0.007118,14.512510,20.056275,0.00,0.79,1.57,0.14,1.94,0.00,0.00,1.79,0.00,1.88,1.06,5.85,1.28,0.904723,142.721367,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

78,19:15-19:30,40.778267,378.948368,0.000000,0.000000,38.460553,0.000000,122.408100,2.789556,0.000000,2.144281,42.217017,19.156500,139.345891,8.738098,16.620742,0.000000,33.928512,1.242008,0.000000,10.628665,0.000000,24.189021,77.368016,79.820685,4.833533,57.374071,30.679168,0.000000,0.000000,0.000000,146.792629,342.495000,52.153427,9.677709,27.274907,2.524656,42.373051,1.001148,51.269760,28.330045,0.000000,4.117544,0.000000,58.386055,0.000000,1.30,0.22,0.43,0.000000,44.891110,405.159975,0.007118,14.512510,20.056275,0.00,0.79,1.57,0.14,1.94,0.00,0.00,1.79,0.00,1.88,1.06,5.85,1.28,0.904723,142.721367,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

79,19:30-19:45,40.778267,378.948368,0.000000,0.000000,38.460553,0.000000,122.408100,2.789556,0.000000,2.144281,42.217017,19.156500,139.345891,8.738098,16.620742,0.000000,33.928512,1.344825,0.000000,10.628665,0.000000,52.543928,77.368016,79.820685,4.833533,57.374071,30.679168,0.000000,0.000000,0.000000,146.792629,342.495000,52.153427,9.677709,27.274907,2.524656,42.373051,1.001148,51.269760,28.330045,0.000000,4.117544,0.000000,58.386055,0.000000,1.30,0.22,0.43,0.000000,42.283620,405.159975,0.007118,14.512510,20.056275,0.00,0.79,1.57,0.14,1.94,0.00,0.00,1.79,0.00,1.88,1.06,5.85,1.28,0.904723,142.721367,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

80,19:45-20:00,40.778267,378.948368,0.000000,0.000000,38.460553,0.000000,122.408100,2.789556,0.000000,2.144281,42.217017,12.771000,139.345891,8.738098,16.620742,0.000000,33.928512,1.344825,0.000000,10.628665,0.000000,52.543928,77.368016,79.820685,4.833533,57.374071,30.679168,0.000000,0.000000,0.000000,146.792629,342.495000,52.153427,9.677709,27.274907,2.524656,42.373051,1.001148,47.531340,28.330045,0.000000,4.117544,0.000000,58.386055,0.000000,1.30,0.22,0.43,0.000000,42.283620,405.159975,0.007118,14.512510,20.056275,0.00,0.79,1.57,0.14,1.94,0.00,0.00,1.79,0.00,1.88,1.06,5.85,1.28,0.904723,142.721367,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

81,20:00-20:15,40.778267,388.709572,0.000000,0.000000,38.460553,0.000000,122.408100,2.789556,0.000000,2.144281,42.217017,12.771000,139.345891,8.738098,16.620742,0.000000,33.928512,1.344825,0.000000,17.164921,0.000000,52.543928,77.368016,79.820685,4.833533,57.374071,30.679168,0.000000,0.000000,0.000000,146.792629,342.495000,52.153427,13.470309,27.274907,2.524656,42.373051,1.001148,47.531340,41.698509,0.000000,4.117544,0.000000,58.386055,0.000000,1.30,0.22,0.43,0.000000,42.283620,405.159975,0.007118,14.512510,20.056275,0.00,0.79,1.57,0.14,1.94,0.00,0.00,1.79,0.00,1.88,1.06,5.85,1.28,0.904723,142.721367,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

82,20:15-20:30,40.778267,388.709572,0.000000,0.000000,38.460553,0.000000,122.408100,2.789556,0.000000,2.144281,42.217017,12.771000,139.345891,8.738098,16.620742,0.000000,33.928512,1.344825,0.000000,17.875240,0.000000,52.543928,77.368016,79.820685,4.833533,57.374071,30.679168,0.000000,0.000000,0.000000,146.792629,342.495000,52.153427,13.470309,27.274907,2.524656,42.373051,1.001148,47.531340,42.130732,0.000000,4.117544,0.000000,58.386055,0.000000,1.30,0.22,0.43,0.000000,42.283620,405.159975,0.007118,14.512510,20.056275,0.00,0.79,1.57,0.14,1.94,0.00,0.00,1.79,0.00,1.88,1.06,5.85,1.28,0.904723,142.721367,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

