Block,Time,KGSU1AND2,KGSU3AND4,KKNP,SINGRAULI,TALA,UNCHAHAR2,URI,ANTA_GF,DADRI_CRF,DADRI_RF,CHAMERA3,KHSTPP-II,NAPP,NLCTS2EXP,RIHAND2,SALAL,TALST2,URI2,MAPS,NJPC,NNTPP,RIHAND1,RIHAND3,SEWA2,TANAKPUR,UNCHAHAR4,AURY_CRF,AURY_LF,AURY_RF,DADRI_GF,BSIUL,DADRT2,DULHASTI,KISHANGANGA,KKNPPU2,KOTESHWR,KUDGI,NLCIIST2,RAMPUR,RAPPB,RSTPSU1TO6,RSTPSU7,TANDA2,UNCHAHAR1,ANTA_CRF,CHAMERA2,DHAULIGNGA,JHAJJAR,KHSTPP-I,PARBATI3,SIMHST1,SIMHST2,TelanganaSTPP,UNCHAHAR3,AURY_GF,CHAMERA1,FSTPP I & II,RAPPC,SINGRAULI_HYDRO,TEHRI,KOLDAM,NTPL,BRBCL,NLCEXP,NLCIIST1,SASAN,VALLURNTECL,ANTA_LF,ANTA_RF,DADRI_LF
65,16:00-16:15,0,0,0,125.96,0,42.39,2.21,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,1.15,0,0,0,70.59,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,12.79,26.02,0,15.12,0,0,20,0,0,348.98,0,0,42.94,23.57

66,16:15-16:30,0,0,0,125.96,0,42.39,2.21,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,1.15,0,0,0,70.59,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,13.49,26.02,0,15.49,0,0,20,0,0,348.98,0,0,42.94,23.57

67,16:30-16:45,0,0,0,125.96,0,42.39,2.21,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,18.94,0,92,124.32,0,1.54,0,0,0,70.59,0,0,682.84,16.48,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,623,33.99,0,0,0,0,26.39,0,0,14.18,26.02,0,31.12,0,0,20,0,0,348.98,0,0,42.94,23.57

68,16:45-17:00,0,0,0,125.96,0,42.39,2.21,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,37.88,0,92,124.32,0,1.54,0,0,0,70.59,0,0,682.84,16.48,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,14.18,26.02,0,46.68,0,0,20,0,0,348.98,0,0,42.94,23.57

69,17:00-17:15,0,0,0,125.96,0,42.39,2.21,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,70.17,0,92,124.32,0,1.54,0,0,0,70.59,0,1.1,682.84,16.48,0,0,8.88,0,0,0,0,0,0,0,19.41,0,3.33,0,654.3,33.99,0,0,0,0,26.39,0,0,14.87,26.02,0,46.68,0,0,20,0,0,348.98,0,0,43.26,23.57

70,17:15-17:30,0,0,0,125.96,0,42.39,2.21,0,0,69.59,9.67,148.3,44.21,0,118.75,1.4,0,4.31,0,75.76,0,92,124.32,7.9,1.54,0,0,0,70.59,0,6.52,682.84,32.95,0,0,8.88,0,0,0,0,0,0,0,19.41,0,11.99,7.92,654.3,33.99,0,0,0,0,26.39,0,12.04,15.57,26.02,0,46.68,0,0,20,0,0,348.98,0,0,43.57,23.57

71,17:30-17:45,0,0,0,125.96,0,42.39,2.21,0,0,69.59,29.07,148.3,44.21,0,118.75,1.4,0,4.31,0,116.96,0,92,124.32,7.9,1.54,0,0,0,70.59,0,13.04,682.84,32.95,0,0,19.72,0,0,0,0,0,0,0,19.41,0,26.34,15.85,654.3,33.99,0,0,0,0,26.39,0,27.14,16.26,26.02,0,62.24,0,0,20,0,0,348.98,0,0,44.41,23.57

72,17:45-18:00,0,0,0,125.96,0,42.39,2.21,0,0,69.59,29.07,148.3,44.21,0,118.75,1.4,0,4.31,0,116.96,0,92,124.32,7.9,1.54,0,0,0,70.59,0,13.04,682.84,32.95,0,0,19.72,0,0,0,0,0,0,0,19.41,0,26.34,26.56,654.3,33.99,0,0,0,0,26.39,0,27.14,16.96,26.02,0,62.24,0,0,20,0,0,348.98,0,0,44.41,23.57

73,18:00-18:15,0,0,0,125.96,0,42.39,4.41,0,0,69.59,29.07,148.3,44.21,0,118.75,1.4,0,4.31,0,116.96,0,92,124.32,7.9,1.79,0,0,0,71.46,0,13.04,682.84,32.95,0,0,19.72,0,0,0,0,0,0,0,19.41,0,26.34,26.56,654.3,33.99,0,0,0,0,26.39,0,27.14,17.52,26.02,0,62.24,0,0,20,0,0,348.98,0,0,44.63,23.57

74,18:15-18:30,0,0,0,125.96,0,42.39,4.41,0,0,69.59,29.07,148.3,44.21,0,118.75,8.13,0,4.31,0,116.96,0,92,124.32,7.9,1.79,0,0,0,71.46,0,13.04,682.84,32.95,0,0,19.72,0,0,0,0,0,0,0,19.41,0,26.34,26.56,654.3,33.99,0,0,0,0,26.39,0,27.14,17.52,26.02,0,62.24,0,0,20,0,0,348.98,0,0,44.83,23.57

75,18:30-18:45,0,0,0,125.96,0,42.39,4.41,0,0,69.59,29.07,148.3,44.21,0,118.75,13.95,0,4.31,0,116.96,0,92,124.32,7.9,1.79,0,0,0,71.46,0,13.04,682.84,32.95,0,0,19.72,0,0,0,0,0,0,0,19.41,0,26.34,26.56,654.3,33.99,0,0,0,0,26.39,0,12.04,17.52,26.02,0,62.24,0,0,20,0,0,348.98,0,0,44.83,23.57

76,18:45-19:00,0,0,0,125.96,0,42.39,4.41,0,0,69.59,2.54,148.3,44.21,0,118.75,13.95,0,4.31,0,80.5,0,92,124.32,0,1.79,0,0,0,71.46,0,6.52,682.84,16.48,0,0,8.88,0,0,0,0,0,0,0,19.41,0,11.99,10.57,654.3,33.99,0,0,0,0,26.39,0,0,17.52,26.02,0,62.24,0,0,20,0,0,348.98,0,0,44.83,23.57

77,19:00-19:15,0,0,0,125.96,0,42.39,26.49,0,0,69.59,0,148.3,44.21,0,118.75,13.95,0,18.83,0,61.56,0,92,124.32,0,1.79,0,0,0,71.46,0,1.1,682.84,16.48,0,0,8.88,0,0,0,0,0,0,0,19.41,0,11.99,10.57,654.3,33.99,0,0,0,0,26.39,0,0,17.52,26.02,0,46.68,0,0,20,0,0,348.98,0,0,45.05,23.57

78,19:15-19:30,0,0,0,125.96,0,42.39,26.49,0,0,69.59,0,148.3,44.21,0,118.75,13.95,0,18.83,0,46.79,0,92,124.32,0,1.79,0,0,0,71.46,0,0,682.84,16.48,0,0,8.88,0,0,0,0,0,0,0,19.41,0,11.99,0,654.3,33.99,0,0,0,0,26.39,0,0,17.52,26.02,0,46.68,0,0,20,0,0,348.98,0,0,45.05,23.57

79,19:30-19:45,0,0,0,125.96,0,42.39,26.49,0,0,69.59,0,148.3,44.21,0,118.75,13.95,0,18.83,0,23.39,0,92,124.32,0,1.79,0,0,0,71.46,0,0,682.84,16.48,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,17.52,26.02,0,31.12,0,0,20,0,0,348.98,0,0,44.41,23.57

80,19:45-20:00,0,0,0,125.96,0,42.39,26.49,0,0,69.59,0,148.3,44.21,0,118.75,13.95,0,18.83,0,23.39,0,92,124.32,0,1.79,0,0,0,71.46,0,0,682.84,16.48,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,17.52,26.02,0,29.86,0,0,20,0,0,348.98,0,0,44.41,23.57

81,20:00-20:15,0,0,0,125.96,0,42.39,26.49,0,0,69.59,0,148.3,44.21,0,118.75,8.13,0,18.83,0,0,0,92,124.32,0,1.79,0,0,0,71.46,0,0,682.8,16.48,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,17.52,26.02,0,29.86,0,0,20,0,0,348.98,0,0,44.41,23.57

82,20:15-20:30,0,0,0,125.96,0,42.39,19.87,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,18.83,0,0,0,92,124.32,0,1.79,0,0,0,71.46,0,0,682.8,16.48,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,17.52,26.02,0,15.56,0,0,20,0,0,348.98,0,0,44.41,23.57

83,20:30-20:45,0,0,0,125.96,0,42.39,15.45,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,1.79,0,0,0,71.46,0,0,682.78,16.48,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,17.52,26.02,0,0,0,0,20,0,0,348.98,0,0,44.41,23.57

84,20:45-21:00,0,0,0,125.96,0,42.39,15.45,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,1.79,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,17.52,26.02,0,0,0,0,20,0,0,348.98,0,0,44.41,23.57

85,21:00-21:15,0,0,0,125.96,0,42.39,13.25,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,0.51,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,17.52,26.02,0,0,0,0,20,0,0,348.98,0,0,44.41,23.57

86,21:15-21:30,0,0,0,125.96,0,42.39,13.25,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,0.51,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,17.52,26.02,0,0,0,0,20,0,0,348.98,0,0,44.41,23.57

87,21:30-21:45,0,0,0,125.96,0,42.39,5.52,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,0.51,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,17.52,26.02,0,0,0,0,20,0,0,348.98,0,0,44.41,23.57

88,21:45-22:00,0,0,0,125.96,0,42.39,5.52,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,0.51,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,17.52,26.02,0,0,0,0,20,0,0,348.98,0,0,44.41,23.57

89,22:00-22:15,0,0,0,125.96,0,42.39,5.52,0,0,69.59,0,148.3,44.21,0,118.75,9.29,0,4.31,0,0,0,92,124.32,0,0.51,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,17.52,26.02,0,0,0,0,20,0,0,348.98,0,0,44.63,23.57

90,22:15-22:30,0,0,0,125.96,0,42.39,5.52,0,0,69.59,0,148.3,44.21,0,118.75,27.89,0,4.31,0,0,0,92,124.32,0,0.51,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,17.52,26.02,0,0,0,0,20,0,0,348.98,0,0,44.83,23.57

91,22:30-22:45,0,0,0,125.96,0,42.39,5.52,0,0,69.59,0,148.3,44.21,0,118.75,27.89,0,4.31,0,0,0,92,124.32,0,0.51,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,17.52,26.02,0,0,0,0,20,0,0,348.98,0,0,44.83,23.57

92,22:45-23:00,0,0,0,125.96,0,42.39,5.52,0,0,69.59,0,148.3,44.21,0,118.75,27.89,0,4.31,0,0,0,92,124.32,0,0.51,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,17.52,26.02,0,0,0,0,20,0,0,348.98,0,0,44.83,23.57

93,23:00-23:15,0,0,0,125.96,0,42.39,5.52,0,0,69.59,0,148.3,44.21,0,118.75,27.89,0,4.31,0,0,0,92,124.32,0,0,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,20.56,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,17.52,26.02,0,0,0,0,20,0,0,348.98,0,0,44.83,23.57

94,23:15-23:30,0,0,0,125.96,0,42.39,5.52,0,0,69.59,0,148.3,44.21,0,118.75,27.89,0,4.31,0,0,0,92,124.32,0,0,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,20.56,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,17.52,26.02,0,0,0,0,20,0,0,348.98,0,0,45.05,23.57

95,23:30-23:45,0,0,0,125.96,0,42.39,5.52,0,0,69.59,0,148.3,44.21,0,118.75,27.89,0,4.31,0,0,0,92,124.32,0,0,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,20.56,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,17.52,26.02,0,0,0,0,20,0,0,348.98,0,0,45.05,23.57

96,23:45-24:00,0,0,0,125.96,0,42.39,5.52,0,0,69.59,0,148.3,44.21,0,118.75,9.29,0,4.31,0,0,0,92,124.32,0,0,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,20.56,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,17.52,26.02,0,0,0,0,20,0,0,348.98,0,0,45.05,23.57

