Block,Time,NTPL,RAMPUR,RAPPC,TEHRI,VALLURNTECL,AURY_CRF,DADRI_RF,DHAULIGNGA,DULHASTI,KGSU3AND4,KISHANGANGA,NAPP,NLCTS2EXP,RSTPSU1TO6,RSTPSU7,SINGRAULI,TANDA2,TelanganaSTPP,UNCHAHAR3,AURY_GF,DADRI_GF,JHAJJAR,KOLDAM,NLCIIST1,RIHAND1,SALAL,SIMHST1,TALA,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,URI2,ANTA_LF,ANTA_RF,BSIUL,NLCEXP,NNTPP,PARBATI3,RIHAND3,SEWA2,SINGRAULI_HYDRO,TALST2,ANTA_CRF,DADRT2,FSTPP I & II,KHSTPP-II,KKNP,KKNPPU2,MAPS,NLCIIST2,TANAKPUR,AURY_LF,DADRI_CRF,CHAMERA1,CHAMERA2,CHAMERA3,KUDGI,RAPPB,SASAN,KHSTPP-I,NJPC,SIMHST2,URI,AURY_RF,DADRI_LF,BRBCL,KGSU1AND2,KOTESHWR,RIHAND2,ANTA_GF
6,01:15-01:30,0,2.67,60.53,76.9,0,0,97.42,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,4.01,0,47.33,79.38,0,13.23,20.96,43.71,1.62,20.68,0,48.26,6.52,0,0,3.51,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,13,0,0,28.1,28.34,21.37,0,0,154.12,41.89,124.16,0,36.43,78.06,0,15,0,38.64,121.71,0

7,01:30-01:45,0,2.67,60.53,76.9,0,0,97.42,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,4.01,0,47.33,52.28,0,13.23,20.96,43.71,1.62,20.68,0,48.26,6.52,0,0,3.51,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,13,0,0,28.1,28.34,21.37,0,0,154.12,41.89,124.16,0,34.23,78.06,0,15,0,38.64,121.71,0

8,01:45-02:00,0,2.67,60.53,76.9,0,0,97.42,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,4.01,0,47.33,52.28,0,13.23,20.96,43.71,1.62,20.68,0,48.26,6.52,0,0,3.51,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,13,0,0,28.1,28.34,21.37,0,0,154.12,41.89,124.16,0,34.23,78.06,0,15,0,38.64,121.71,0

9,02:00-02:15,0,2.2,60.53,76.9,0,0,97.42,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,4.01,0,47.33,52.28,0,13.23,20.96,43.71,1.62,20.68,0,48.26,6.52,0,0,3.51,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,13,0,0,28.1,28.34,21.37,0,0,154.12,41.89,102.23,0,34.23,78.06,0,15,0,38.64,121.71,0

10,02:15-02:30,0,2.2,60.53,76.9,0,0,97.42,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,4.01,0,47.33,52.28,0,13.23,20.96,43.71,1.62,20.68,0,48.26,6.52,0,0,3.51,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,13,0,0,28.1,28.34,21.37,0,0,154.12,41.89,102.23,0,34.23,78.06,0,15,0,38.64,121.71,0

11,02:30-02:45,0,2.2,60.53,76.9,0,0,97.42,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,4.01,0,47.33,52.28,0,13.23,20.96,43.71,1.62,20.68,0,48.26,6.52,0,0,3.51,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,13,0,0,28.1,28.34,21.37,0,0,154.12,41.89,102.23,0,34.23,78.06,0,15,0,38.64,121.71,0

12,02:45-03:00,0,2.2,60.53,76.9,0,0,97.42,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,4.01,0,47.33,52.28,0,13.23,20.96,43.71,1.62,20.68,0,48.26,6.52,0,0,3.51,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,13,0,0,28.1,28.34,21.37,0,0,154.12,41.89,102.23,0,34.23,78.06,0,15,0,38.64,121.71,0

13,03:00-03:15,0,2.2,60.53,76.9,0,0,97.42,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,4.01,0,47.33,52.28,0,13.08,20.96,43.71,1.62,36.35,0,48.26,6.52,0,0,3.51,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.53,0,0,28.1,28.34,21.37,0,0,154.12,41.89,102.23,0,50.23,78.06,0,15,0,38.64,121.71,0

14,03:15-03:30,0,2.2,60.53,76.9,0,0,97.42,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,4.01,0,47.33,52.28,0,13.08,20.96,43.71,1.62,36.35,0,48.26,6.52,0,0,3.51,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.53,0,0,28.1,28.34,10.69,0,0,154.12,41.89,102.23,0,50.23,78.06,0,15,0,38.64,121.71,0

15,03:30-03:45,0,2.2,60.53,76.9,0,0,97.42,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,4.01,0,47.33,52.28,0,12.94,20.96,43.71,1.62,36.35,0,48.26,6.52,0,0,3.51,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.53,0,0,28.1,13.43,10.69,0,0,154.12,41.89,102.23,0,35.33,78.06,0,15,0,38.64,121.71,0

16,03:45-04:00,0,2.2,60.53,76.9,0,0,97.42,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,4.01,0,47.33,52.28,0,12.94,20.96,43.71,1.62,36.35,0,48.26,6.52,0,0,3.51,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.53,0,0,14.05,13.43,10.69,0,0,154.12,41.89,102.23,0,34.23,78.06,0,15,0,38.64,121.71,0

17,04:00-04:15,0,2.2,60.53,76.9,0,0,97.42,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,4.01,0,47.33,52.28,0,12.79,20.96,43.71,1.62,20.68,0,48.26,6.52,0,0,3.51,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.53,0,0,14.05,13.43,10.69,0,0,154.12,41.89,102.23,0,34.23,78.06,0,15,0,38.64,121.71,0

18,04:15-04:30,0,2.2,60.53,76.9,0,0,97.42,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,4.01,0,47.33,52.28,0,12.79,20.96,43.71,1.62,20.68,0,48.26,6.52,0,0,3.51,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.53,0,0,14.05,13.43,10.69,0,0,154.12,41.89,102.23,0,34.23,78.06,0,15,0,38.64,121.71,0

19,04:30-04:45,0,2.2,60.53,76.9,0,0,97.42,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,4.01,0,47.33,52.28,0,12.64,20.96,43.71,1.62,20.68,0,48.26,6.52,0,0,3.51,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.53,0,0,0,13.43,10.69,0,0,154.12,41.89,102.23,0,32.01,78.06,0,15,0,38.64,121.71,0

20,04:45-05:00,0,2.2,60.53,76.9,0,0,97.42,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,4.01,0,47.33,52.28,0,12.35,20.96,43.71,1.62,20.68,0,48.26,6.52,0,0,3.51,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.53,0,0,0,13.43,10.69,0,0,154.12,41.89,102.23,0,32.01,78.06,0,15,0,38.64,121.71,0

21,05:00-05:15,0,2.2,60.53,76.9,0,0,97.42,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,4.01,0,47.33,52.28,0,12.21,20.96,43.71,1.62,20.68,0,48.26,6.52,0,0,3.51,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.53,0,0,0,13.43,10.69,0,0,154.12,41.89,102.23,0,32.01,78.06,0,15,0,38.64,121.71,0

22,05:15-05:30,0,2.2,60.53,76.9,0,0,97.42,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,4.01,0,47.33,52.28,0,11.9,20.96,43.71,1.62,20.68,0,48.26,6.52,0,0,15.46,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.53,0,0,0,13.43,10.69,0,0,154.12,41.89,102.23,0,32.01,78.06,0,15,0,38.64,121.71,0

23,05:30-05:45,0,2.2,60.53,76.9,0,0,97.42,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,4.01,0,47.33,52.28,0,11.62,20.96,43.71,1.62,36.35,0,48.26,6.52,0,0,11.24,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.53,0,0,0,13.43,10.69,0,0,154.12,41.89,102.23,0,32.01,78.06,0,15,0,38.64,121.71,0

24,05:45-06:00,0,2.2,60.53,76.9,0,0,97.42,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,4.01,0,47.33,52.28,0,11.17,20.96,43.71,1.62,36.35,0,48.26,6.52,0,0,54.11,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.53,0,0,0,13.43,10.69,0,0,154.12,41.89,102.23,0,32.01,78.06,0,15,0,38.64,121.71,0

25,06:00-06:15,0,2.2,60.53,76.9,0,0,97.42,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,4.01,0,47.33,52.28,0,11.03,20.96,43.71,1.62,36.35,0,47.07,6.52,0,0,54.11,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.53,0,0,0,13.43,10.69,0,0,154.12,41.89,102.23,0,32.01,78.06,0,15,0,38.64,121.71,0

26,06:15-06:30,0,2.2,60.53,76.9,0,0,97.42,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,4.01,0,47.33,52.28,0,11.03,20.96,43.71,1.62,36.35,0,47.07,6.52,0,0,54.11,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.53,0,0,0,13.43,10.69,0,0,154.12,41.89,102.23,0,32.01,78.06,0,15,0,38.64,121.71,0

27,06:30-06:45,0,2.2,60.53,76.9,0,0,97.42,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,4.01,0,47.33,52.28,0,11.17,20.96,43.71,1.62,20.68,0,47.07,6.52,0,0,54.11,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.53,0,0,0,13.43,10.69,0,0,154.12,41.89,102.23,0,34.23,78.06,0,15,0,38.64,121.71,0

28,06:45-07:00,0,2.2,60.53,76.9,0,0,97.42,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,4.01,0,47.33,52.28,0,11.31,20.96,43.71,1.62,20.68,0,47.07,6.52,0,0,54.11,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.53,0,0,0,13.43,10.69,0,0,154.12,41.89,102.23,0,34.23,78.06,0,15,0,38.64,121.71,0

29,07:00-07:15,0,2.2,60.53,76.9,0,0,97.42,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,4.01,0,47.33,52.28,0,11.62,20.96,43.71,1.62,20.68,0,47.07,6.52,0,0,54.11,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.53,0,0,0,13.43,10.69,0,0,154.12,41.89,102.23,0,34.23,77.81,0,15,0,38.64,121.71,0

30,07:15-07:30,0,2.2,60.53,76.9,0,0,97.42,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,4.01,0,47.33,52.28,0,11.76,20.96,43.71,1.62,20.68,0,47.07,6.52,0,0,8.43,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.53,0,0,0,13.43,10.69,0,0,154.12,41.89,102.23,0,34.23,77.81,0,15,0,38.64,121.71,0

31,07:30-07:45,0,2.2,60.53,76.9,0,0,97.42,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,4.01,0,47.33,52.28,0,11.76,20.96,43.71,1.62,20.68,0,47.07,6.52,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.53,0,0,0,13.43,10.69,0,0,154.12,41.89,102.23,0,50.23,77.81,0,15,0,38.64,121.71,0

32,07:45-08:00,0,2.2,60.53,76.9,0,0,97.42,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,4.01,0,47.33,52.28,0,11.76,20.96,43.71,1.62,20.68,0,47.07,6.52,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.53,0,0,0,13.43,10.69,0,0,154.12,41.89,102.23,0,50.23,77.81,0,15,0,38.64,121.71,0

33,08:00-08:15,0,2.2,60.53,76.9,0,0,94.95,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,3.64,0,47.33,52.28,0,11.9,20.96,43.71,1.62,20.68,0,47.07,6.52,0,0,15.46,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.53,0,0,0,13.43,10.69,0,0,154.12,41.89,102.23,0,41.95,77.81,0,15,0,38.64,121.71,0

34,08:15-08:30,0,2.2,60.53,76.9,0,0,94.95,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,2.43,0,47.33,52.28,0,11.9,20.96,43.71,1.62,20.68,0,47.07,6.52,0,0,15.46,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.53,0,0,0,13.43,10.69,0,0,154.12,41.89,102.23,0,41.95,77.81,0,15,0,38.64,121.71,0

35,08:30-08:45,0,2.2,60.53,76.9,0,0,94.95,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,2.43,0,47.33,52.28,0,11.9,20.96,43.71,1.62,20.68,0,47.07,6.52,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.53,0,0,0,13.43,10.69,0,0,154.12,41.89,102.23,0,35.33,77.81,0,15,0,38.64,121.71,0

36,08:45-09:00,0,2.2,60.53,76.9,0,0,94.95,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,2.43,0,47.33,52.28,0,12.05,20.96,43.71,1.62,20.68,0,47.07,6.52,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.53,0,0,0,13.43,10.69,0,0,154.12,41.89,102.23,0,35.33,77.81,0,15,0,38.64,121.71,0

37,09:00-09:15,0,2.2,60.53,76.9,0,0,94.95,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,2.43,0,47.33,52.28,0,12.21,20.96,43.71,1.62,26.6,0,47.07,6.52,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.53,0,0,0,13.43,10.69,0,0,154.12,41.89,102.23,0,27.6,77.81,0,15,0,28.98,121.71,0

38,09:15-09:30,0,2.2,60.53,76.9,0,0,94.95,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,2.43,0,47.33,52.28,0,12.21,20.96,43.71,1.62,26.6,0,47.07,6.52,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.53,0,0,0,13.43,10.69,0,0,154.12,41.89,102.23,0,27.6,77.81,0,15,0,28.98,121.71,0

39,09:30-09:45,0,2.2,60.53,76.9,0,0,94.95,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,2.43,0,47.33,52.28,0,11.43,20.96,43.71,1.62,25.12,0,47.07,6.52,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.53,0,0,0,13.43,10.69,0,0,154.12,41.89,102.23,0,35.33,77.81,0,15,0,28.98,121.71,0

40,09:45-10:00,0,2.2,60.53,76.9,0,0,94.95,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,2.43,0,47.33,52.28,0,11.05,20.96,43.71,1.62,25.12,0,47.07,6.52,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.53,0,0,0,13.43,10.69,0,0,154.12,41.89,102.23,0,35.33,77.81,0,15,0,28.98,121.71,0

41,10:00-10:15,0,2.2,60.53,76.9,0,0,94.95,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,2.43,0,47.33,52.28,0,11.05,20.96,43.71,1.62,22.16,0,46.83,6.52,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.53,0,0,0,13.43,10.69,0,0,154.12,41.89,102.23,0,35.33,77.81,0,15,0,28.98,121.71,0

42,10:15-10:30,0,2.2,60.53,76.9,0,0,94.95,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,2.43,0,47.33,52.28,0,11.05,20.96,43.71,1.62,22.16,0,46.83,6.52,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.53,0,0,0,13.43,10.69,0,0,154.12,41.89,102.23,0,35.33,77.81,0,15,0,28.98,121.71,0

43,10:30-10:45,0,2.2,60.53,76.9,0,0,94.95,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,2.43,0,47.33,52.28,0,11.05,20.96,43.71,1.62,22.16,0,46.83,6.52,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.53,0,0,0,13.43,10.69,0,0,154.12,41.89,102.23,0,50.23,77.81,0,15,0,28.98,121.71,0

44,10:45-11:00,0,2.2,60.53,76.9,0,0,94.95,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,2.43,0,47.33,52.28,0,11.05,20.96,43.71,1.62,22.16,0,46.83,6.52,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.53,0,0,0,13.43,10.69,0,0,154.12,41.89,102.23,0,50.23,77.81,0,15,0,28.98,121.71,0

45,11:00-11:15,0,2.2,60.53,76.9,0,0,94.95,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,2.43,0,47.33,52.28,0,13.82,20.96,43.71,1.62,22.16,0,46.83,6.52,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.53,0,0,0,13.43,10.69,0,0,154.12,41.89,102.23,0,35.33,77.81,0,15,0,28.98,121.71,0

46,11:15-11:30,0,2.2,60.53,76.9,0,0,94.95,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,2.43,0,47.33,38.93,0,13.82,20.96,43.71,1.62,22.16,0,46.83,6.52,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.53,0,0,0,13.43,10.69,0,0,154.12,41.89,102.23,0,27.6,77.81,0,15,0,28.98,121.71,0

47,11:30-11:45,0,2.2,60.53,76.9,0,0,94.95,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,2.43,0,47.33,38.93,0,13.82,20.96,43.71,1.62,22.16,0,46.83,6.52,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,5.13,0,0,0,13.43,10.69,0,0,154.12,41.89,102.23,0,27.6,77.81,0,15,0,28.98,121.71,0

48,11:45-12:00,0,2.2,60.53,76.9,0,0,94.95,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,2.43,0,47.33,38.93,0,13.82,20.96,43.71,1.62,22.16,0,46.83,6.52,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,3.85,0,0,0,13.43,10.69,0,0,154.12,41.89,102.23,0,27.6,77.81,0,15,0,28.98,121.71,0

49,12:00-12:15,0,2.74,60.53,76.9,0,0,94.95,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,2.43,0,47.33,38.93,0,13.82,20.96,43.71,1.62,22.16,0,46.48,0,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,3.85,0,0,0,13.43,10.69,0,0,154.12,41.89,127.78,0,35.33,77.81,0,15,0,28.98,121.71,0

50,12:15-12:30,0,2.74,60.53,76.9,0,0,94.95,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,2.43,0,47.33,38.93,0,13.82,20.96,43.71,1.62,22.16,0,46.48,0,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.78,0,0,0,13.43,10.69,0,0,154.12,41.89,127.78,0,50.23,77.81,0,15,0,28.98,121.71,0

51,12:30-12:45,0,2.74,60.53,76.9,0,0,94.95,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,2.43,0,47.33,38.93,0,13.82,20.96,43.71,1.62,22.16,0,46.48,0,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.78,0,0,0,13.43,10.69,0,0,154.12,41.89,127.78,0,41.95,77.81,0,15,0,28.98,121.71,0

52,12:45-13:00,0,2.74,60.53,76.9,0,0,94.95,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,2.43,0,47.33,38.93,0,13.82,20.96,43.71,1.62,22.16,0,46.48,0,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.78,0,0,0,13.43,10.69,0,0,154.12,41.89,127.78,0,41.95,77.81,0,15,0,28.98,121.71,0

53,13:00-13:15,0,2.74,60.53,76.9,0,0,94.95,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,2.43,0,47.33,38.93,0,13.82,20.96,43.71,1.62,22.16,0,46.48,0,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.78,0,0,0,13.43,10.69,0,0,154.12,41.89,127.78,0,41.95,77.81,0,15,0,28.98,121.71,0

54,13:15-13:30,0,2.74,60.53,76.9,0,0,94.95,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,2.43,0,47.33,38.93,0,13.82,20.96,43.71,1.62,22.16,0,46.48,0,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.78,0,0,0,13.43,10.69,0,0,154.12,41.89,127.78,0,41.95,77.81,0,15,0,28.98,121.71,0

55,13:30-13:45,0,2.74,60.53,76.9,0,0,94.95,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,2.43,0,47.33,38.93,0,12.35,20.96,43.71,1.62,23.65,0,46.48,0,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.78,0,0,0,13.43,10.69,0,0,154.12,41.89,127.78,0,27.6,77.81,0,15,0,28.98,121.71,0

56,13:45-14:00,0,2.74,60.53,76.9,0,0,94.95,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,2.43,0,47.33,38.93,0,12.35,20.96,43.71,1.62,23.65,0,46.48,0,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.78,0,0,0,13.43,10.69,0,0,154.12,41.89,127.78,0,27.6,77.81,0,15,0,28.98,121.71,0

57,14:00-14:15,0,2.2,60.53,76.9,0,0,96.19,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,2.43,0,47.33,52.28,0,12.05,20.96,43.71,1.62,23.65,0,46.48,6.52,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.78,0,0,0,13.43,10.69,0,0,154.12,41.89,102.23,0,27.6,77.81,0,15,0,28.98,121.71,0

58,14:15-14:30,0,2.2,60.53,76.9,0,0,96.19,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,2.43,0,47.33,52.28,0,12.05,20.96,43.71,1.62,23.65,0,46.48,6.52,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.78,0,0,0,13.43,10.69,0,0,154.12,41.89,102.23,0,27.6,77.81,0,15,0,28.98,121.71,0

