Block,Time,BSIUL,CHAMERA2,DHAULIGNGA,KHSTPP-II,KKNPPU2,MAPS,RAPPC,RSTPSU7,TALA,TANDA2,VALLURNTECL,KOLDAM,KUDGI,NTPL,PARBATI2,SIMHST1,SINGRAULI_HYDRO,UNCHAHAR2,AURY_CRF,DADRI_GF,BRBCL,CHAMERA3,KHSTPP-I,KISHANGANGA,NLCIIST2,AURY_GF,AURY_RF,CHAMERA1,KKNP,NJPC,RIHAND2,TelanganaSTPP,UNCHAHAR4,ANTA_RF,DADRI_RF,DADRT2,KGSU1AND2,RIHAND1,RIHAND3,RSTPSU1TO6,TALST2,TANAKPUR,UNCHAHAR1,ANTA_CRF,DADRI_LF,DULHASTI,PARBATI3,SIMHST2,SINGRAULI,UNCHAHAR3,URI,URI2,ANTA_LF,JHAJJAR,NAPP,NLCEXP,NLCIIST1,NLCTS2EXP,RAPPB,RAPPD,SALAL,SASAN,FSTPP I & II,KGSU3AND4,KOTESHWR,NNTPP,RAMPUR,SEWA2,TEHRI,ANTA_GF,AURY_LF,DADRI_CRF
6,01:15-01:30,19.56,32.53,10.95,148.3,0,0,69.07,0,0,3.5,0,0,0,0,18.78,0,1,43.9,0,0,20,23.33,45.53,8.63,0,0,76.73,28.1,0,53.76,124.58,0,1.9,51.17,98.41,686.12,0,46.5,130.79,0,0,0,21.34,0,0,59.5,19.64,0,143.68,27.18,52.36,0,0,445.27,25.64,0,0,0,0,30,51.13,416.25,19.73,0,10.43,0,2.14,18.9,35.39,0,0,0

7,01:30-01:45,19.56,32.53,10.95,148.3,0,0,69.07,0,0,3.5,0,0,0,0,18.78,0,1,43.9,0,0,20,23.33,45.53,8.63,0,0,76.73,28.1,0,53.76,124.58,0,1.9,51.17,98.41,686.12,0,46.5,130.79,0,0,0,21.34,0,0,59.5,19.64,0,143.68,27.18,52.36,0,0,445.27,25.64,0,0,0,0,30,51.13,416.25,19.73,0,10.43,0,2.14,18.9,35.39,0,0,0

8,01:45-02:00,19.56,32.53,10.95,148.3,0,0,69.07,0,0,3.5,0,0,0,0,18.78,0,1,43.9,0,0,20,23.33,45.53,8.63,0,0,76.73,28.1,0,53.76,124.58,0,1.9,51.17,98.41,686.12,0,46.5,130.79,0,0,0,21.34,0,0,59.5,19.64,0,143.68,27.18,52.36,0,0,445.27,25.64,0,0,0,0,30,51.13,416.25,19.73,0,10.43,0,2.14,18.9,23.11,0,0,0

9,02:00-02:15,19.56,32.53,10.95,148.3,0,0,69.07,0,0,3.5,0,0,0,0,18.78,0,1,43.9,0,0,20,23.33,45.53,8.63,0,0,76.73,28.1,0,53.76,124.58,0,1.9,51.83,98.41,686.12,0,46.5,130.79,0,0,0,21.34,0,0,59.5,19.64,0,143.68,27.18,52.36,0,0,445.27,25.64,0,0,0,0,30,51.13,416.25,19.73,0,10.43,0,2.14,18.9,23.11,0,0,0

10,02:15-02:30,19.56,32.53,10.95,148.3,0,0,69.07,0,0,3.5,0,0,0,0,18.78,0,1,43.9,0,0,20,23.33,45.53,8.63,0,0,76.73,28.1,0,53.76,124.58,0,1.9,51.83,98.41,686.12,0,46.5,130.79,0,0,0,21.34,0,0,59.5,19.64,0,143.68,27.18,49.68,0,0,445.27,25.64,0,0,0,0,30,51.13,416.25,19.73,0,10.43,0,2.14,12.61,11.8,0,0,0

11,02:30-02:45,19.56,32.53,10.95,148.3,0,0,69.07,0,0,3.5,0,0,0,0,18.78,0,1,43.9,0,0,20,23.33,45.53,8.63,0,0,76.73,28.1,0,53.76,124.58,0,1.9,51.83,98.41,686.12,0,46.5,130.79,0,0,0,21.34,0,0,59.5,19.64,0,143.68,27.18,49.68,0,0,445.27,25.64,0,0,0,0,30,51.13,416.25,19.73,0,10.43,0,2.14,12.61,11.8,0,0,0

12,02:45-03:00,19.56,32.53,10.95,148.3,0,0,69.07,0,0,3.5,0,0,0,0,18.78,0,1,43.9,0,0,20,23.33,45.53,8.63,0,0,76.73,28.1,0,53.76,124.58,0,1.9,51.83,98.41,686.12,0,46.5,130.79,0,0,0,21.34,0,0,59.5,19.64,0,143.68,27.18,49.68,0,0,445.27,25.64,0,0,0,0,30,51.13,416.25,19.73,0,10.43,0,2.14,12.61,11.56,0,0,0

13,03:00-03:15,13.04,32.53,10.95,148.3,0,0,69.07,0,0,3.5,0,0,0,0,18.78,0,1,43.9,0,0,20,23.33,45.53,8.63,0,0,76.73,28.1,0,53.76,124.58,0,1.9,51.83,98.41,686.12,0,46.5,130.79,0,0,6.27,21.34,0,0,59.5,19.64,0,143.68,27.18,49.68,0,0,445.27,25.64,0,0,0,0,30,51.13,416.25,19.73,0,10.43,0,2.14,12.61,0,0,0,0

14,03:15-03:30,13.04,32.53,10.95,148.3,0,0,69.07,0,0,3.5,0,0,0,0,18.78,0,1,43.9,0,0,20,23.33,45.53,8.63,0,0,76.73,28.1,0,53.76,124.58,0,1.9,51.83,98.41,686.12,0,46.5,130.79,0,0,6.27,21.34,0,0,59.5,19.64,0,143.68,27.18,49.68,0,0,445.27,25.64,0,0,0,0,30,51.13,416.25,19.73,0,10.43,0,2.14,12.61,0,0,0,0

15,03:30-03:45,13.04,32.53,10.95,148.3,0,0,69.07,0,0,3.5,0,0,0,0,18.78,0,1,43.9,0,0,20,23.33,45.53,8.63,0,0,76.73,28.1,0,53.76,124.58,0,1.9,51.83,98.41,686.12,0,58.13,130.79,0,0,6.27,21.34,0,0,59.5,19.64,0,143.68,27.18,49.68,0,0,445.27,25.64,0,0,0,0,30,51.13,416.25,19.73,0,10.43,0,2.14,12.61,0,0,0,0

16,03:45-04:00,13.04,32.53,10.95,148.3,0,0,69.07,0,0,3.5,0,0,0,0,18.78,0,1,43.9,0,0,20,23.33,45.53,8.63,0,0,76.73,28.1,0,53.76,124.58,0,1.9,51.83,98.41,686.12,0,63.41,130.79,0,0,6.27,21.34,0,0,59.5,19.64,0,143.68,27.18,49.68,0,0,445.27,25.64,0,0,0,0,30,51.13,416.25,19.73,0,10.43,0,2.14,12.61,0,0,0,0

17,04:00-04:15,13.04,32.53,10.95,148.3,0,0,69.07,0,0,3.5,0,0,0,0,18.78,0,1,43.9,0,0,20,23.33,45.53,8.63,0,0,76.73,28.1,0,53.76,124.58,0,1.9,51.83,98.41,686.12,0,68.7,130.79,0,0,6.27,21.34,0,0,59.5,19.64,0,143.68,27.18,50.23,0,0,445.27,25.64,0,0,0,0,30,51.13,416.25,19.73,0,10.43,0,2.14,12.61,0,0,0,0

18,04:15-04:30,13.04,32.53,10.95,148.3,0,0,69.07,0,0,3.5,0,0,0,0,18.78,0,1,43.9,0,0,20,23.33,45.53,8.63,0,0,76.73,13.99,0,53.76,124.58,0,1.9,51.83,98.41,686.12,0,68.7,130.79,0,0,6.27,21.34,0,0,59.5,19.64,0,143.68,27.18,50.23,0,0,435.27,25.64,0,0,0,0,30,51.13,416.25,19.73,0,10.43,0,2.14,12.61,0,0,0,0

19,04:30-04:45,13.04,32.53,10.95,148.3,0,0,69.07,0,0,3.5,0,0,0,0,18.78,0,1,43.9,0,0,20,23.33,45.53,8.63,0,0,81.31,13.99,0,53.76,124.58,0,1.9,51.83,98.41,686.12,0,73.98,130.79,0,0,0,21.34,0,0,59.5,19.64,0,143.68,27.18,50.23,0,0,435.27,25.64,0,0,0,0,30,40.09,416.25,19.73,0,10.43,0,2.14,12.61,0,0,0,0

20,04:45-05:00,13.04,32.53,10.95,148.3,0,0,69.07,0,0,3.5,0,0,0,0,18.78,0,1,43.9,0,0,20,23.33,45.53,8.63,0,0,81.31,13.99,0,53.76,124.58,0,1.9,51.83,98.41,686.12,0,79.26,130.79,0,0,0,21.34,0,0,59.5,19.64,0,143.68,27.18,50.23,0,0,435.27,25.64,0,0,0,0,30,40.09,416.25,19.73,0,10.43,0,2.14,12.61,0,0,0,0

21,05:00-05:15,13.04,32.53,10.95,148.3,0,0,69.07,0,0,3.5,0,0,0,0,18.78,0,1,43.9,0,0,20,23.33,45.53,8.63,0,0,81.31,13.99,0,53.76,124.58,0,1.9,51.83,98.41,686.12,0,79.26,130.79,0,0,0,21.34,0,0,59.5,19.64,0,143.68,27.18,50.23,0,0,435.27,25.64,0,0,0,0,30,40.09,343.12,19.73,0,10.43,0,2.14,6.3,11.56,0,0,0

22,05:15-05:30,13.04,32.53,10.95,148.3,0,0,69.07,0,0,3.5,0,0,0,0,18.78,0,1,43.9,0,0,20,23.33,45.53,8.63,0,0,81.31,13.99,0,53.76,124.58,0,1.9,51.83,98.41,686.12,0,84.55,130.79,0,0,0,21.34,0,0,59.5,19.64,0,143.68,27.18,50.23,0,0,435.27,25.64,0,0,0,0,30,40.09,343.12,19.73,0,10.43,0,2.14,0,11.56,0,0,0

23,05:30-05:45,13.04,32.53,10.95,148.3,0,0,69.07,0,0,3.5,0,0,0,0,18.78,0,1,43.9,0,0,20,23.33,45.53,8.63,0,0,81.31,13.99,0,53.76,124.58,0,1.9,51.83,98.41,686.12,0,84.55,130.79,0,0,0,21.34,0,0,59.5,19.64,0,143.68,27.18,50.23,0,0,435.27,25.64,0,0,0,0,30,40.09,343.12,19.73,0,10.43,0,2.14,0,23.59,0,0,0

24,05:45-06:00,13.04,32.53,10.95,148.3,0,0,69.07,0,0,3.5,0,0,0,0,18.78,0,1,43.9,0,0,20,11.67,45.53,8.63,0,0,81.31,13.99,0,53.76,124.58,0,1.9,51.83,98.41,686.12,0,88.78,130.79,0,0,0,21.34,0,0,59.5,19.64,0,143.68,27.18,50.23,0,0,435.27,25.64,0,0,0,0,30,40.09,343.12,19.73,0,10.43,0,2.14,0,23.59,0,0,0

25,06:00-06:15,13.04,32.53,0,148.3,0,0,69.07,0,0,3.5,0,0,0,0,18.78,0,1,43.9,0,0,20,11.67,45.53,8.63,0,0,81.31,13.99,0,53.76,124.58,0,1.9,51.17,98.41,686.12,0,93.01,130.79,0,0,2.05,21.34,0,0,59.5,19.64,0,143.68,27.18,50.23,0,0,435.27,25.64,0,0,0,0,30,40.09,343.12,19.73,0,10.43,0,2.14,0,23.59,0,0,0

26,06:15-06:30,13.04,32.53,0,148.3,0,0,69.07,0,0,3.5,0,0,0,0,18.78,0,1,43.9,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,53.76,124.58,0,1.9,51.17,98.41,686.12,0,97.23,130.79,0,0,2.05,21.34,0,0,59.5,19.64,0,143.68,27.18,50.23,0,0,435.27,25.64,0,0,0,0,30,55.77,343.12,19.73,0,10.43,0,2.14,0,23.59,0,0,0

27,06:30-06:45,13.04,32.53,0,148.3,0,0,69.07,0,0,3.5,0,0,0,0,18.78,0,1,43.9,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,53.76,124.58,0,1.9,51.17,98.41,686.12,0,97.23,130.79,0,0,2.05,21.34,0,0,59.5,19.64,0,143.68,27.18,50.23,0,0,415.27,25.64,0,0,0,0,30,79.38,343.12,19.73,0,10.43,0,2.14,0,23.59,0,0,0

28,06:45-07:00,13.04,32.53,0,148.3,0,0,69.07,0,0,3.5,0,0,0,0,18.78,0,1,43.9,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,53.76,124.58,0,1.9,51.17,98.41,686.12,0,97.23,130.79,0,0,2.05,21.34,0,0,59.5,19.64,0,143.68,27.18,50.23,0,0,415.27,25.64,0,0,0,0,30,79.38,343.12,19.73,0,10.43,0,2.14,0,23.59,0,0,0

29,07:00-07:15,13.04,32.53,0,148.3,0,0,69.07,0,0,3.5,0,0,0,0,18.78,0,1,43.9,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,53.76,124.58,0,1.9,51.17,98.41,688.92,0,97.23,130.79,0,0,2.05,21.34,0,0,59.5,19.64,0,143.68,27.18,50.23,0,0,418.67,25.64,0,0,0,0,30,79.38,343.12,19.73,0,10.43,0,2.14,0,11.56,0,0,0

30,07:15-07:30,13.04,32.53,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,18.78,0,1,45,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,53.76,124.58,0,1.9,51.17,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,19.64,0,143.68,27.68,50.23,0,0,418.67,25.64,0,0,0,0,30,79.38,343.12,19.73,0,10.43,0,2.14,0,11.56,0,0,0

31,07:30-07:45,13.04,16.27,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,18.78,0,1,45,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,53.76,124.58,0,3.2,51.17,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,19.64,0,143.68,27.68,50.23,0,0,418.67,25.64,0,0,0,0,30,79.38,343.12,19.73,0,10.43,0,2.14,0,11.56,0,0,0

32,07:45-08:00,13.04,16.27,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,18.78,0,1,45,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,53.76,124.58,0,3.2,51.17,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,19.64,0,143.68,27.68,50.23,0,0,418.67,25.64,0,0,0,0,30,79.38,343.12,19.73,0,10.43,0,2.14,0,11.56,0,0,0

33,08:00-08:15,13.04,16.27,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,18.78,0,1,45,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,53.76,124.58,0,3.2,51.17,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,19.64,0,123.88,27.68,50.23,0,0,438.67,25.64,0,0,0,0,30,54.61,345.94,20.8,0,10.43,0,2.14,0,0,0,0,0

34,08:15-08:30,13.04,16.27,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,18.78,0,1,45,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,53.76,124.58,0,3.2,50.51,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,19.64,0,123.88,27.68,50.23,0,0,438.67,25.64,0,0,0,0,30,53.45,345.94,20.8,0,10.43,0,2.14,0,0,0,0,0

35,08:30-08:45,13.04,16.27,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,18.78,0,1,45,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,53.76,124.58,0,3.2,50.51,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,19.64,0,143.68,27.68,50.23,0,0,438.67,25.64,0,0,0,0,30,53.45,345.94,20.8,0,10.43,0,2.14,0,0,0,0,0

36,08:45-09:00,13.04,16.27,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,18.78,0,1,45,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,53.76,124.58,0,3.2,50.51,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,19.64,0,143.68,27.68,50.23,0,0,438.67,25.64,0,0,0,0,30,53.45,345.94,20.8,0,10.43,0,2.14,0,0,0,0,0

37,09:00-09:15,13.04,16.27,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,6.02,0,1,45,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,53.76,124.58,0,3.2,50.51,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,19.64,0,143.68,27.68,50.23,0,0,438.67,25.64,0,0,0,0,30,53.45,345.94,20.8,0,10.43,0,2.14,0,0,0,0,0

38,09:15-09:30,13.04,16.27,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,0,0,1,45,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,53.76,124.58,0,3.2,50.51,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,16.88,0,143.68,27.68,50.23,0,0,438.67,25.64,0,0,0,0,30,53.45,345.94,20.8,0,10.43,0,2.14,0,0,0,0,0

39,09:30-09:45,13.04,16.27,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,0,0,1,45,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,53.76,124.58,0,3.2,50.51,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,16.88,0,143.68,27.68,50.23,0,0,438.67,25.64,0,0,0,0,30,53.45,345.94,20.8,0,10.43,0,2.14,0,0,0,0,0

40,09:45-10:00,13.04,16.27,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,0,0,1,45,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,53.76,124.58,0,3.2,50.51,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,16.88,0,143.68,27.68,50.23,0,0,438.67,25.64,0,0,0,0,30,53.45,345.94,20.8,0,10.43,0,2.14,0,0,0,0,0

41,10:00-10:15,13.04,16.27,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,0,0,1,45,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,53.76,124.58,0,3.2,50.51,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,4.29,0,143.68,27.68,50.23,0,0,428.67,25.64,0,0,0,0,30,53.45,345.94,20.8,0,10.43,0,2.14,0,0,0,0,0

42,10:15-10:30,13.04,16.27,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,0,0,1,45,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,53.76,124.58,0,3.2,49.86,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,4.29,0,143.68,27.68,50.23,0,0,428.67,25.64,0,0,0,0,30,53.45,345.94,20.8,0,10.43,0,2.14,0,0,0,0,0

43,10:30-10:45,13.04,16.27,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,0,0,1,45,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,53.76,124.58,0,3.2,49.86,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,4.29,0,143.68,27.68,50.23,0,0,428.67,25.64,0,0,0,0,30,53.45,345.94,20.8,0,10.43,0,2.14,0,0,0,0,0

44,10:45-11:00,13.04,16.27,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,0,0,1,45,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,53.76,124.58,0,3.2,49.86,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,4.29,0,143.68,27.68,50.23,0,0,428.67,25.64,0,0,0,0,30,53.45,345.94,20.8,0,10.43,0,2.14,0,0,0,0,0

45,11:00-11:15,13.04,16.27,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,0,0,1,45,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,24.86,124.58,0,3.2,49.86,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,0,0,143.68,27.68,50.23,0,0,428.67,25.64,0,0,0,0,30,53.45,345.94,20.8,0,10.43,0,0.99,0,0,0,0,0

46,11:15-11:30,13.04,16.27,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,0,0,1,45,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,0,124.58,0,3.2,49.86,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,0,0,143.68,27.68,50.23,0,0,428.67,25.64,0,0,0,0,30,53.45,345.94,20.8,0,10.43,0,0,0,0,0,0,0

47,11:30-11:45,13.04,16.27,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,0,0,1,45,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,0,124.58,0,3.2,49.86,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,0,0,143.68,27.68,50.23,0,0,428.67,25.64,0,0,0,0,30,53.45,345.94,20.8,0,10.43,0,0,0,0,0,0,0

48,11:45-12:00,13.04,16.27,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,0,0,1,45,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,0,124.58,0,3.2,49.86,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,0,0,143.68,27.68,50.23,0,0,428.67,25.64,0,0,0,0,30,53.45,345.94,20.8,0,10.43,0,0,0,0,0,0,0

49,12:00-12:15,13.04,16.27,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,0,0,1,45,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,0,124.58,0,3.2,49.86,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,0,0,143.68,27.68,50.23,0,0,428.67,25.64,0,0,0,0,30,40.09,345.94,20.8,0,10.43,0,0,0,0,0,0,0

50,12:15-12:30,13.04,16.27,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,0,0,1,45,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,0,124.58,0,3.2,48.55,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,0,0,143.68,27.68,50.23,0,0,428.67,25.64,0,0,0,0,30,40.09,345.94,20.8,0,10.43,0,0,0,0,0,0,0

51,12:30-12:45,13.04,16.27,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,0,0,1,45,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,0,124.58,0,3.2,48.55,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,0,0,143.68,27.68,50.23,0,0,428.67,25.64,0,0,0,0,30,40.09,345.94,20.8,0,10.43,0,0,0,0,0,0,0

52,12:45-13:00,13.04,16.27,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,0,0,1,45,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,0,124.58,0,3.2,48.55,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,0,0,143.68,27.68,50.23,0,0,428.67,25.64,0,0,0,0,30,40.09,345.94,20.8,0,10.43,0,0,0,0,0,0,0

53,13:00-13:15,13.04,16.27,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,0,0,1,45,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,0,124.58,0,3.2,48.55,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,0,0,143.68,27.68,50.23,0,0,428.67,25.64,0,0,0,0,30,40.09,345.94,20.8,0,10.43,0,0,0,0,0,0,0

54,13:15-13:30,13.04,16.27,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,0,0,1,45,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,0,124.58,0,3.2,47.89,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,0,0,143.68,27.68,50.23,0,0,428.67,25.64,0,0,0,0,30,40.09,345.94,20.8,0,10.43,0,0,0,0,0,0,0

55,13:30-13:45,13.04,16.27,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,0,0,1,45,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,0,124.58,0,3.2,47.89,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,0,0,143.68,27.68,50.23,0,0,428.67,25.64,0,0,0,0,30,40.09,345.94,20.8,0,10.43,0,0,0,0,0,0,0

56,13:45-14:00,13.04,16.27,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,0,0,1,45,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,0,124.58,0,3.2,47.24,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,0,0,143.68,27.68,50.23,0,0,428.67,25.64,0,0,0,0,30,40.09,345.94,20.8,0,10.43,0,0,0,0,0,0,0

57,14:00-14:15,13.04,16.27,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,0,0,1,45,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,0,124.58,0,3.2,47.24,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,0,0,150.34,27.68,50.23,0,0,428.67,25.64,0,0,0,0,30,40.09,345.94,20.8,0,10.43,0,0,0,0,0,0,0

58,14:15-14:30,13.04,16.27,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,0,0,1,45,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,0,124.58,0,3.2,47.24,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,0,0,150.34,27.68,50.23,0,0,428.67,25.64,0,0,0,0,30,40.09,345.94,20.8,0,10.43,0,0,0,0,0,0,0

