Column1,Time,GNA/WR/2025/01/01/9606,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/01/01/8738,NR/01102023/30042040/GNA_LT_36,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,GNA/WR/2024/11/01/4200,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,GNA/NR/2025/01/01/3733,GNA/NR/2025/01/01/6528,GNA/WR/2025/01/01/8625,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/22052037/LT-59,GNA/NR/2025/01/01/3945,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/01/01/8058,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/01/02/1250,GNA/NR/2025/01/01/6775,GNA/NR/2025/01/01/7459,GNA/NR/2025/01/01/3925,GNA/NR/2025/01/01/5531,GNA/NR/2025/01/01/3514,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12
72,17:45-18:00,0,1.61,0.29,109.53,0.29,112.45,86.22,47.8,0.26,30.5,1.14,0,0,0.16,49.99,1.56,1.24,11,0,3,0,0,0,33.34,20,33.33,16.67,16.67,20.07,14.34,0,1.55,99.59,0,43.02,0,26.77,26.24,47.8,36.32,36.32,47.8,28.68,19.12,0,1.09,0,0,5.44

73,18:00-18:15,30,1.61,0.15,109.53,0.15,112.45,86.22,47.8,0.14,30.5,1.14,0,50,0,52.5,0.36,0,11.21,0,2,0,0,0,31.66,20,31.67,17.5,17.5,20.07,14.34,50,1.64,99.59,0,43.02,0,26.77,26.24,47.8,36.32,36.32,47.8,28.68,19.12,0,0.11,0,0,0.58

74,18:15-18:30,30,1.61,0,109.53,0,112.45,86.22,47.8,0,30.5,1.14,0,50,0,55.01,0.17,0,11.61,0,0,0,0,0,32.66,20,32.67,18.33,18.33,20.07,14.34,50,1.64,99.59,0,43.02,0,26.77,25.73,47.8,36.32,36.32,47.8,28.68,19.12,0,0,0,0,0

75,18:30-18:45,30,1.61,0,109.53,0,112.45,86.22,47.8,0,30.5,1.14,0,50,0,58.99,0,0,11.81,0,0,0,0,0,33.34,18.33,33.33,19.67,19.67,20.07,14.34,50,1.64,99.59,0,43.02,0,26.77,25.73,47.8,36.32,36.32,47.8,28.68,19.12,0,0,0,0,0

76,18:45-19:00,30,1.61,0,109.53,0,112.45,86.22,47.8,0,30.5,1.14,0,50,0,63.49,0,0,12.01,0,0,0,0,0,38.34,19,38.33,21.17,21.17,20.07,14.34,50,1.64,99.59,0,43.02,0,26.77,25.24,47.8,36.32,36.32,47.8,28.68,19.12,0,0,0,0,0

77,19:00-19:15,30,1.56,0,109.53,0,112.45,86.22,47.8,0,30.5,1.14,0,50,0,57.49,0,0,12.41,0,0,0,0,0,33.34,20,33.33,19.17,19.17,20.07,14.34,50,1.64,99.59,0,43.02,0,26.77,25.24,47.8,36.32,36.32,47.8,28.68,19.12,0,0,0,0,0

78,19:15-19:30,30,1.56,0,109.53,0,112.45,86.22,47.8,0,30.5,1.14,0,50,0,61.5,0,0,12.61,0,0,0,0,0,36,21.33,36,20.5,20.5,20.07,14.34,50,1.64,99.59,0,43.02,0,26.77,25.24,47.8,36.32,36.32,47.8,28.68,19.12,0,0,0,0,0

79,19:30-19:45,30,1.56,0,109.53,0,112.45,86.22,47.8,0,30.5,1.14,0,50,0,67.99,0,0,17.61,0,0,0,0,0,38.34,15,38.33,22.67,22.67,20.07,14.34,50,1.64,99.59,0,43.02,0,26.77,25.24,47.8,36.32,36.32,47.8,28.68,19.12,0,0,0,0,0

80,19:45-20:00,30,1.56,0,109.53,0,112.45,86.22,47.8,0,30.5,1.14,0,50,0,75,0,0,17.01,0,0,0,0,0,43.34,15.67,43.33,25,25,20.07,14.34,50,1.64,99.59,0,43.02,0,26.77,25.24,47.8,36.32,36.32,47.8,28.68,19.12,0,0,0,0,0

81,20:00-20:15,30,1.56,0,109.53,0,65.59,86.22,47.8,0,30.5,1.14,0,50,0,78,0,0,23.01,0,0,0,0,0,61.66,16.67,61.67,26,26,20.07,14.34,50,1.55,99.59,0,43.02,0,26.77,25.24,47.8,36.32,36.32,47.8,28.68,19.12,0,0,0,0,0

82,20:15-20:30,30,1.56,0,109.53,0,65.59,86.22,47.8,0,32,1.14,0,50,0,82.5,0,0,22.01,0,0,0,0,0,62.34,18,62.33,27.5,27.5,20.07,14.34,50,1.55,99.59,0,43.02,0,26.77,25.24,47.8,36.32,36.32,47.8,28.68,19.12,0,0,0,0,0

83,20:30-20:45,30,1.56,0,109.53,0,87.15,86.22,47.8,0,27,1.14,0,50,0,88.01,0,0,24.41,0,0,0,0,0,78.34,21.33,78.33,29.33,29.33,20.07,14.34,50,1.55,99.59,0,43.02,0,26.77,25.24,47.8,36.32,36.32,47.8,28.68,19.12,0,0,0,0,0

84,20:45-21:00,30,1.56,0,109.53,0,78.72,86.22,47.8,0,27,1.14,0,50,0,88.99,0,0,24.01,0,0,0,0,0,78.34,24.67,78.33,29.67,29.67,20.07,14.34,50,1.55,99.59,0,43.02,0,26.77,25.24,47.8,36.32,36.32,47.8,28.68,19.12,0,0,0,0,0

85,21:00-21:15,30,1.56,0,109.53,0,70.28,86.22,47.8,0,27,1.14,0,50,0,100.01,0,0,23.01,0,0,0,0,0,78.34,25.67,78.33,33.33,33.33,20.07,14.34,50,1.64,99.59,0,43.02,0,26.77,24.73,47.8,36.32,36.32,47.8,28.68,19.12,0,0,0,0,0

86,21:15-21:30,30,1.56,0,109.53,0,69.71,86.22,47.8,0,27,1.14,0,50,0,101.51,0,0,22.01,0,0,0,0,0,78.34,26.33,78.33,33.83,33.83,20.07,14.34,50,1.64,99.59,0,43.02,0,26.77,24.73,47.8,36.32,36.32,47.8,28.68,19.12,0,0,0,0,0

87,21:30-21:45,30,1.56,0,109.53,0,69.71,86.22,47.8,0,27,1.14,0,50,0,103.5,0,0,20.01,0,0,0,0,0,78.34,27.33,78.33,34.5,34.5,20.07,14.34,50,1.64,99.59,0,43.02,0,26.77,24.73,47.8,36.32,36.32,47.8,28.68,19.12,0,0,0,0,0

88,21:45-22:00,30,1.56,0,86.8,0,69.71,72.25,47.8,0,27,1.14,0,50,0,103.5,0,0,19.61,0,0,0,0,0,78.34,28.33,78.33,34.5,34.5,20.07,14.34,50,1.64,99.59,0,43.02,0,26.77,24.73,47.8,36.32,36.32,47.8,28.68,19.12,0,0,0,0,0

89,22:00-22:15,30,1.56,0,86.8,0,69.71,72.25,47.8,0,27,1.06,0,50,0,90,0,0,23.01,0,0,0,0,0,78.34,21.67,78.33,30,30,20.07,14.34,0,1.64,99.59,0,43.02,0,26.77,24.73,47.8,25.81,25.81,47.8,28.68,19.12,0,0,0,0,0

90,22:15-22:30,30,1.56,0,86.8,0,69.71,72.25,47.8,0,27,1.06,0,50,0,90,0,0,22.01,0,0,0,0,0,78.66,22,78.67,30,30,20.07,14.34,0,1.64,99.59,0,43.02,0,26.77,24.73,47.8,25.81,25.81,47.8,28.68,19.12,0,0,0,0,0

91,22:30-22:45,30,1.56,0,86.8,0,69.71,72.25,47.8,0,27,1.06,0,50,0,90,0,0,16.01,0,0,0,0,0,80,22.33,80,30,30,20.07,14.34,0,1.64,99.59,0,43.02,0,26.77,24.22,47.8,25.81,25.81,47.8,28.68,19.12,0,0,0,0,0

92,22:45-23:00,30,1.56,0,86.8,0,69.71,72.25,47.8,0,27,1.06,0,50,0,90,0,0,15.41,0,0,0,0,0,80,22.67,80,30,30,20.07,14.34,0,1.64,99.59,0,43.02,0,26.77,24.22,47.8,25.81,25.81,47.8,28.68,19.12,0,0,0,0,0

93,23:00-23:15,30,1.56,0,72.97,0,69.71,59.1,47.8,0,27,1.06,0,50,0,90,0,0,14.01,0,0,0,0,0,80,23,80,30,30,20.07,8.6,0,1.64,99.59,0,36.32,0,26.77,0,47.8,25.81,25.81,47.8,28.68,19.12,0,0,0,0,0

94,23:15-23:30,30,1.56,0,72.97,0,69.71,59.1,47.8,0,27,1.06,0,50,0,90,0,0,13.61,0,0,0,0,0,80,23.33,80,30,30,20.07,8.6,0,1.64,99.59,0,36.32,0,26.77,0,47.8,25.81,25.81,47.8,28.68,19.12,0,0,0,0,0

95,23:30-23:45,30,1.56,0,72.97,0,69.71,59.1,47.8,0,27,1.06,0,50,0,90,0,0,13.01,0,0,0,0,0,80,26.67,80,30,30,20.07,8.6,0,1.64,99.59,0,36.32,0,26.77,0,47.8,25.81,25.81,47.8,28.68,19.12,0,0,0,0,0

96,23:45-24:00,30,1.56,0,72.97,0,69.71,59.1,47.8,0,27,1.06,0,50,0,90,0,0,12.01,0,0,0,0,0,80,26.67,80,30,30,20.07,8.6,0,1.64,99.59,0,36.32,0,26.77,0,47.8,25.81,25.81,47.8,28.68,19.12,0,0,0,0,0

