Column1,Time,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,GNARE/NR/2024/12/20/3668,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,GNA/NR/2025/07/01/8154,GNA/NR/2025/07/23/7329,GNA/NR/2025/07/01/1192,NR/01102023/31052040/LT-31,GNA/NR/2025/07/01/8139,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,GNA/NR/2025/07/01/2997,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/07/16/5917,GNA/NR/2025/07/01/3109,GNA/NR/2025/06/07/5932,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/01/2786,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,NR/01102023/19072037/LT-05,GNA/NR/2025/07/01/2952,NR/01102023/15082037/GNA_NR_2012_01,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/07/01/8128,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/07/01/1044,GNA/NR/2025/07/16/7255,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11
38,09:15-09:30,139.08,48,59,30,27.82,0,19.17,32.5,74.66,37.62,32.5,62,57.49,60.9,17.85,51,26,32.5,19.17,62,20.73,134.79,0,9.18,0,26.61,26.61,15.23,8.39,81.69,19.22,-0,9.18,53.82,37.99,43.68,7.09,10.47,70.08,8.35,62.47,13.17,12.46,270.31,3.24,163.39,26.25,10.73

39,09:30-09:45,151.29,46,66,34,30.26,0,15.07,32.5,83.94,36.01,32.5,50,45.2,66.28,18.23,55,27,32.5,15.07,50,20.73,134.79,0,10.15,0,26.61,26.61,15.23,8.39,81.69,19.22,-0,10.15,82.65,55.89,43.68,7.85,10.47,70.08,8.35,52.86,13.17,12.46,270.31,3.24,163.39,28.27,10.73

40,09:45-10:00,163.34,49,72,36,32.67,0,15.44,32.5,83.32,36.42,32.5,51.67,46.3,71.04,18.65,58,29,32.5,15.44,51.66,20.73,134.79,0,11.15,0,26.61,26.61,15.23,8.39,81.69,19.22,-0,11.15,88.68,55.89,43.68,8.61,10.47,70.08,8.35,52.86,13.17,12.46,270.31,3.24,163.39,28.27,10.73

41,10:00-10:15,183.06,54,72,36,36.61,0,17.34,32.5,99.65,37.62,32.5,55,52.02,75.53,18.86,57,28,32.5,17.34,55,20.73,134.79,0,12.18,0,26.61,26.61,15.23,8.39,81.69,19.22,-0,12.18,82.65,55.89,43.68,9.41,10.47,70.08,8.35,52.86,11.31,12.46,270.31,3.24,163.39,28.27,10.73

42,10:15-10:30,189.24,58,75,37,37.85,0,17.78,32.5,103.99,39.22,32.5,58.33,53.33,79.62,19.05,59,29,32.5,17.78,58.34,20.73,134.79,0,12.93,0,26.61,26.61,15.23,8.39,81.69,19.22,-0,12.93,82.65,55.89,43.68,9.99,10.47,70.08,8.35,52.86,11.31,12.46,270.31,3.24,163.39,28.27,10.73

43,10:30-10:45,199.24,54,83,40,39.85,0,20,32.5,109.17,40.42,32.5,65,60,88.23,21.67,60,30,32.5,20,65,20.73,134.79,0,13.41,0,26.61,26.61,15.23,8.39,81.69,19.22,-0,13.41,82.65,55.89,43.68,10.37,10.47,70.08,8.35,52.86,11.31,12.46,270.31,3.24,163.39,28.27,10.73

44,10:45-11:00,203.36,57,85,41,40.67,0,20.83,32.5,113.62,42.02,32.5,69.33,62.51,89.84,22.33,63,32,32.5,20.83,69.34,20.73,134.79,0,13.88,0,26.61,26.61,15.23,8.39,81.69,19.22,-0,13.88,82.65,55.89,43.68,10.73,10.47,70.08,8.35,52.86,11.31,12.46,270.31,3.24,163.39,28.27,10.73

45,11:00-11:15,206.99,60,84,43,41.4,0,21.17,32.5,119.71,42.22,32.5,69,63.49,90.42,23,67,33,32.5,21.17,69,20.73,134.79,0,14.17,0,26.61,26.61,15.23,6.53,81.69,19.22,-0,14.17,78.76,37.99,43.68,10.95,10.47,70.08,6.33,52.86,11.31,9.67,270.31,3.24,163.39,28.27,10.73

46,11:15-11:30,210.82,61,84,43,42.16,0,21.67,32.5,121.4,42.42,32.5,68.33,64.99,91.3,23.33,68,34,32.5,21.67,68.34,20.73,134.79,0,14.28,0,26.61,26.61,15.23,6.53,81.69,19.22,-0,14.28,81.54,45.51,43.68,11.04,10.47,70.08,6.33,52.86,11.31,9.67,270.31,3.24,163.39,28.27,10.73

47,11:30-11:45,225,61,86,44,45,0,22.5,32.5,122.21,42.62,32.5,69,67.5,92.1,23.67,70,35,32.5,22.5,69,20.73,134.79,0,14.35,0,26.61,26.61,15.23,6.53,81.69,19.22,-0,14.35,81.54,49.7,43.68,11.09,10.47,70.08,6.33,52.86,11.31,9.67,270.31,3.24,163.39,28.27,10.73

48,11:45-12:00,225,61,86,44,45,0,23.33,32.5,97.61,42.82,32.5,70,70.01,93.18,23.67,70,35,32.5,23.33,70,20.73,134.79,0,14.44,0,26.61,26.61,15.23,6.53,81.69,19.22,-0,14.44,81.54,56.37,43.68,11.16,10.47,70.08,6.33,52.86,11.31,9.67,270.31,3.24,163.39,28.27,10.73

49,12:00-12:15,220.83,61,84,42,44.17,0,26.25,32.5,93.87,43.02,32.5,71,78.75,93.76,24,75,37,32.5,26.25,71,20.73,134.79,0,14.44,0,26.7,26.7,15.23,7.92,81.69,19.22,-0,14.44,81.54,37.99,43.68,11.15,10.85,70.08,6.33,52.86,13.16,9.67,270.31,3.24,163.39,28.27,10.73

50,12:15-12:30,220.83,61,84,42,44.17,0,26.75,32.5,92.03,43.22,32.5,72.33,80.22,93.94,24.33,75,37,32.5,26.75,72.34,20.73,134.79,0,14.48,0,26.7,26.7,15.23,7.92,81.69,19.22,-0,14.48,80.76,37.99,43.68,11.18,10.85,70.08,6.33,52.86,13.16,9.67,270.31,3.24,163.39,28.27,10.73

51,12:30-12:45,220.83,66,77,42,44.17,0,27.45,32.5,92.03,43.62,32.5,72.33,82.34,92.78,28.33,73,37,32.5,27.45,72.34,20.73,134.79,0,14.48,0,26.7,26.7,15.23,7.92,81.69,19.22,-0,14.48,81.54,37.99,43.68,11.19,10.85,70.08,6.33,52.86,13.16,9.67,270.31,3.24,163.39,27.26,10.73

52,12:45-13:00,220.83,67,77,42,44.17,0,28.29,32.5,87.77,44.02,32.5,71,84.87,92.75,28.33,73,37,32.5,28.29,71,20.73,134.79,0,14.47,0,26.7,26.7,15.23,7.92,81.69,19.22,-0,14.47,69.66,37.99,43.68,11.18,10.85,70.08,6.33,52.86,13.16,9.67,270.31,3.24,163.39,27.26,10.73

53,13:00-13:15,220.83,67,82,41,44.17,0,28.66,32.5,82.34,44.02,32.5,70,86,91.99,29.33,73,37,32.5,28.66,70,20.73,134.79,0,16.2,0,26.7,26.7,15.23,8.2,81.69,19.22,-90.88,16.2,53.82,37.99,43.68,12.52,10.47,70.08,6.33,52.86,13.16,9.67,231.87,3.24,163.39,27.26,10.73

54,13:15-13:30,219.17,67,82,40,43.83,0,29.2,32.5,70.53,44.02,32.5,68.33,87.58,91.7,29,73,37,32.5,29.2,68.34,20.73,134.79,0,15.96,0,26.7,26.7,15.23,8.2,81.69,19.22,-90.88,15.96,53.82,37.99,43.68,12.33,10.47,70.08,6.33,52.86,13.16,9.67,217.89,3.24,163.39,27.26,10.73

55,13:30-13:45,217.5,69,83,40,43.5,0,29.58,32.5,71.18,44.02,32.5,73.33,88.72,93.33,31.3,75,37,32.5,29.58,73.34,20.73,134.79,0,15.66,0,26.7,26.7,15.23,8.2,81.69,19.22,-90.88,15.66,61.26,37.99,43.68,12.1,10.47,70.08,6.33,52.86,13.16,9.67,256.33,3.24,163.39,27.26,10.73

56,13:45-14:00,215,67,83,40,43,0,29.64,32.5,65.24,44.02,32.5,74,88.89,92.67,30.93,73,36,32.5,29.64,74,20.73,134.79,0,15.24,0,26.7,26.7,15.23,8.2,81.69,19.22,-90.88,15.24,81.54,48.09,43.68,11.77,10.47,70.08,6.33,52.86,13.16,9.67,270.31,3.24,163.39,27.26,10.73

57,14:00-14:15,212.5,63,82,40,42.5,0,33.74,32.5,59.42,44.02,32.5,74.67,101.24,86.89,34.03,70,35,32.5,33.74,74.66,20.73,134.79,0,14.82,0,26.7,26.7,15.23,8.39,81.69,19.22,-90.88,14.82,72.41,37.56,43.68,11.45,10.47,70.08,6.33,100.13,13.16,9.67,231.87,3.24,163.39,27.26,10.73

58,14:15-14:30,207.11,60,80,40,41.42,0,34.13,32.5,53.45,44.02,32.5,75.33,102.4,84.49,34.03,68,34,32.5,34.13,75.34,20.73,134.79,0,14.4,0,26.7,26.7,15.23,8.39,81.69,19.22,-90.88,14.4,101.24,55.46,43.68,11.12,10.47,70.08,6.33,100.13,13.16,9.67,238.18,3.24,163.39,27.26,10.73

59,14:30-14:45,199.98,57,75,38,40,0,34.54,32.5,52.98,44.02,32.5,75.33,103.59,81.61,33.63,65,32,32.5,34.54,75.34,20.73,134.79,0,14.19,0,26.7,26.7,15.23,8.39,81.69,19.22,-90.88,14.19,101.24,55.46,43.68,10.96,10.47,70.08,8.35,100.13,13.16,12.46,267.21,3.24,163.39,27.26,10.73

60,14:45-15:00,192.48,54,73,36,38.5,0,34.76,32.5,52.05,44.02,32.5,74.33,104.26,78.84,32.83,63,32,32.5,34.76,74.34,20.73,134.79,0,13.77,0,26.7,26.7,15.23,8.39,81.69,19.22,-90.88,13.77,120.84,55.46,43.68,10.63,10.47,70.08,8.35,100.13,13.16,12.46,270.31,3.24,163.39,27.26,10.73

61,15:00-15:15,181.28,57,67,35,36.26,0,34.57,32.5,50.69,44.02,32.5,73.33,103.69,82.46,32.02,61,31,32.5,34.57,73.34,20.73,134.79,0,13.64,0,26.7,26.7,15.23,8.67,81.69,19.22,-90.88,13.64,128.97,66.83,43.68,10.55,10.47,70.08,8.35,100.13,13.16,12.46,270.31,3.24,163.39,27.26,10.73

62,15:15-15:30,169.78,54,63,33,33.96,0,34.45,32.5,33.16,44.02,32.5,73,103.37,77.53,31.23,56,28,32.5,34.45,73,20.73,134.79,0,13.33,0,26.7,26.7,15.23,8.67,81.69,19.22,-90.88,13.33,128.97,77.89,43.68,10.29,10.47,70.08,8.35,100.13,13.16,12.46,270.31,3.24,163.39,27.26,10.73

63,15:30-15:45,155.12,57,57,31,31.02,0,34.55,32.5,33.16,44.02,32.5,73.33,103.63,72.05,30.43,60,30,32.5,34.55,73.34,20.73,134.79,0,12.84,0,26.7,26.7,15.23,8.67,81.69,19.22,-90.88,12.84,128.97,83.95,43.68,9.92,0,70.08,8.35,100.13,13.16,12.46,270.31,3.24,163.39,27.26,0

64,15:45-16:00,143.92,54,53,29,28.79,0,34.43,32.5,33.16,44.02,32.5,73.33,103.31,65.81,30.43,57,28,32.5,34.43,73.34,20.73,134.79,0,12.27,0,26.7,26.7,15.23,8.67,81.69,19.22,-90.88,12.27,128.97,81.49,43.68,9.48,0,70.08,8.35,100.13,13.16,12.46,270.31,3.24,163.39,27.26,0

65,16:00-16:15,131.97,51,47,26,26.4,0,35.89,33,33.16,44.02,33,76.67,107.68,58.71,32.72,53,27,24,35.89,76.66,20.73,134.79,0,11.48,0,26.7,26.7,15.23,8.95,81.69,19.22,-0,11.48,130.04,86.69,43.68,8.87,0,70.08,8.35,100.13,13.16,12.46,270.31,3.24,163.39,27.26,0

66,16:15-16:30,119.95,46,45,25,23.99,0,35.75,33,29.68,44.02,33,76.67,107.22,52.28,32.33,49,25,16,35.75,76.66,20.73,134.79,0,10.59,0,26.7,26.7,15.23,8.95,81.69,19.22,-0,10.59,130.04,86.69,43.68,8.18,0,70.08,6.33,100.13,13.16,9.67,270.31,3.24,163.39,27.26,0

67,16:30-16:45,108,42,37,21,21.6,0,35.2,33,28.69,44.02,33,76.67,105.62,44.07,32.03,47,23,8,35.2,76.66,20.73,134.79,0,9.53,0,26.7,26.7,15.23,8.95,81.69,19.22,-0,9.53,130.04,86.69,43.68,7.37,0,70.08,6.33,100.13,13.16,9.67,270.31,3.24,163.39,27.26,0

68,16:45-17:00,96.2,37,33,19,19.24,0,35.09,33,26.17,44.02,33,76.67,105.27,38.81,31.79,43,21,5,35.09,76.66,20.73,134.79,0,8.51,0,26.7,26.7,15.23,8.95,81.69,19.22,-0,8.51,130.04,86.69,43.68,6.57,0,70.08,6.33,100.13,13.16,9.67,270.31,3.24,163.39,27.26,0

69,17:00-17:15,92.67,31,30,15,18.53,0,34.27,33,23.38,44.02,33,76,102.8,34.76,31.36,37,19,2,34.27,76,20.73,134.79,0,7.41,0,26.7,26.7,15.23,9.32,81.69,19.22,-0,7.41,130.04,82.18,43.68,5.73,0,70.08,6.33,100.13,13.16,9.67,270.31,3.24,163.39,27.26,0

