Block,Time,NR/01102023/19072037/LT-05,NR/01102023/31102037/L_NR_2019_11,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_02,NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31052040/LT-31,NR/01102023/25122043/GNA_MEJA_DELHI,SR/01102023/07102043/L_NR_2018_61,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02012046/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/14082046/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10
32,07:45:08:00,113.930000,3.460000,30.920000,4.720000,65.710000,4.600000,231.910000,271.770000,30.920000,3.720000,27.980000,3.730000,101.210000,4.600000,0.000000,6.01,27.45,22.35,9.5,10.89,26.88,26.88,9.15,22.35,62.32626,54.46,9.15,10,53,21,22.35,25.57,11.72,22

33,08:00-08:15,109.580000,3.460000,30.920000,6.160000,65.710000,6.010000,231.910000,271.770000,30.920000,3.720000,28.950000,3.730000,101.210000,6.010000,0.000000,6.01,27.94,24.35,9.34,14.85,27.88,27.88,9.32,24.35,73.15714,74.23,9.31,13,67,25,24.35,28.33,15.27,28

34,08:15-08:30,105.230000,3.460000,30.920000,7.490000,65.710000,7.300000,231.910000,271.770000,30.920000,3.720000,28.950000,3.730000,101.210000,7.300000,0.000000,6.01,28.06,26.15,9.34,20.26,28.89,28.89,9.35,26.15,83.12116,101.31,9.35,17,81,34,26.15,35.05,18.99,34

35,08:30-08:45,100.880000,3.460000,30.920000,8.790000,65.710000,8.580000,231.910000,271.770000,30.920000,3.720000,28.950000,3.960000,101.210000,8.580000,0.000000,6.01,28.1,27.15,0,25.54,29.89,29.89,9.36,27.15,92.36442,127.73,9.37,21,102,42,27.15,43.22,22.66,43

36,08:45:09:00,96.530000,3.460000,30.920000,10.110000,65.710000,9.870000,231.910000,271.770000,30.920000,3.720000,28.950000,3.960000,101.210000,9.870000,0.000000,6.01,28.9,27.82,0,30.32,31,31,9.63,27.82,100.93562,151.6,9.63,23,119,47,27.81,50.42,26.01,51

37,09:00:09:15,95.080000,3.460000,30.920000,11.240000,65.710000,10.960000,231.910000,271.770000,30.920000,3.720000,27.980000,3.960000,101.210000,10.960000,0.000000,6.01,30.63,27.82,0,34.53,31.72,31.72,10.2,27.82,101.25704,172.63,10.21,28,137,56,27.81,57.2,29.02,58

38,09:15-09:30,95.080000,3.460000,30.920000,12.510000,65.710000,12.200000,231.910000,271.770000,30.920000,3.720000,27.980000,3.960000,101.210000,12.200000,0.000000,6.01,32.1,28.82,0,38.25,32.79,32.79,10.69,28.82,108.27958,191.27,10.7,30,151,60,28.81,63.69,31.75,64

39,09:30-09:45,95.080000,3.460000,30.920000,13.420000,65.710000,13.090000,231.910000,271.770000,30.920000,3.720000,27.980000,3.960000,101.210000,13.090000,0.000000,6.01,31.01,28.82,0,41.62,23.01,23.01,10.33,28.82,114.62032,208.13,10.34,31,161,63,28.81,69.83,34.19,69

40,09:45-10:00,95.080000,3.460000,30.920000,14.170000,65.710000,13.830000,231.910000,271.770000,30.920000,3.720000,27.980000,3.960000,101.210000,13.830000,0.000000,6.01,32.01,28.82,0,44.62,23.34,23.34,10.67,28.82,120.20134,223.12,10.67,33,175,65,28.81,75.23,36.33,75

41,10:00-10:15,95.080000,3.460000,30.920000,14.810000,65.710000,14.460000,254.060000,271.770000,30.920000,3.720000,25.090000,3.960000,101.210000,14.460000,0.000000,6.01,32.51,28.82,0,47.31,23.79,23.79,10.83,28.82,125.13952,236.54,10.84,36,186,71,28.81,80.23,38.19,79

42,10:15-10:30,95.080000,3.460000,30.920000,15.270000,65.710000,14.900000,254.060000,271.770000,30.920000,3.720000,25.090000,3.960000,101.210000,14.900000,0.000000,6.01,33.39,28.82,0,47.31,25.21,25.21,11.13,28.82,130.2238,236.54,11.13,37,196,73,28.81,84.59,39.8,84

43,10:30-10:45,95.080000,3.460000,30.920000,15.620000,65.710000,15.240000,261.480000,271.770000,30.920000,3.720000,25.090000,3.960000,101.210000,15.240000,0.000000,6.01,35.51,28.82,0,47.31,26.54,26.54,11.82,28.82,133.6815,236.54,11.84,38,196,76,28.81,86.49,40.25,84

44,10:45-11:00,95.080000,3.460000,30.920000,16.050000,65.710000,15.660000,261.480000,271.770000,30.920000,3.720000,25.090000,3.960000,101.210000,15.660000,0.000000,6.01,37.09,28.82,0,47.31,27.54,27.54,12.36,28.82,137.69438,236.54,12.36,40,196,79,28.81,88.57,41.61,84

45,11:00-11:15,95.080000,3.460000,30.920000,16.250000,65.710000,15.860000,261.480000,271.770000,30.920000,3.810000,25.090000,3.960000,101.210000,15.860000,0.000000,6.01,38.02,29.48,0,47.31,36.67,36.67,12.68,29.48,141.28844,236.54,12.67,41,196,81,29.49,89.45,42.67,84

46,11:15-11:30,95.080000,3.460000,30.920000,16.340000,65.710000,15.950000,261.480000,271.770000,30.920000,3.810000,25.090000,3.960000,101.210000,15.950000,0.000000,6.01,39.13,29.48,0,47.31,38.34,38.34,13.04,29.48,144.13252,236.54,13.04,41,196,81,29.49,91.13,43.47,84

47,11:30-11:45,95.080000,3.460000,30.920000,16.490000,65.710000,16.090000,261.480000,271.770000,30.920000,3.810000,25.090000,3.960000,101.210000,16.090000,0.000000,6.54,47.86,29.82,0,47.31,44.49,44.49,15.96,29.82,146.10974,236.54,15.95,40,196,81,29.81,91.33,44.5,84

48,11:45-12:00,95.080000,3.460000,30.920000,16.490000,65.710000,16.090000,261.480000,271.770000,30.920000,3.810000,25.090000,3.960000,101.210000,16.090000,0.000000,7.14,48.99,29.82,0,47.31,44.63,44.63,16.32,29.82,147.3175,236.54,16.33,40,196,81,29.81,91.32,45.5,84

49,12:00-12:15,95.080000,3.540000,30.920000,16.450000,65.710000,16.050000,261.480000,271.770000,30.920000,3.810000,25.090000,3.880000,101.210000,16.050000,0.000000,7.14,50.61,29.82,0,47.31,45.03,45.03,16.86,29.82,154.46666,236.54,16.87,40,196,81,29.81,91.33,45.5,84

50,12:15-12:30,95.080000,3.540000,30.920000,16.470000,65.710000,16.070000,261.480000,271.770000,30.920000,3.810000,25.090000,3.880000,101.210000,16.070000,0.000000,8.54,51.67,29.82,0,47.31,45.21,45.21,17.23,29.82,153.61928,236.54,17.22,40,196,80,29.81,91.35,45.5,84

51,12:30-12:45,117.890000,3.540000,30.920000,16.510000,65.710000,16.110000,261.480000,271.770000,9.450000,3.810000,25.090000,3.880000,101.210000,16.110000,0.000000,9.68,52.42,29.82,0,47.31,45.75,45.75,17.48,29.82,151.75894,236.54,17.47,40,196,81,29.81,91.38,45.5,84

52,12:45-13:00,117.890000,3.540000,30.920000,16.500000,65.710000,16.090000,261.480000,271.770000,9.450000,3.810000,25.090000,3.880000,101.210000,16.090000,0.000000,10.48,54,29.82,0,47.31,47.47,47.47,18,29.82,149.10966,236.54,18,40,196,81,29.81,91.32,45.5,84

53,13:00-13:15,86.970000,3.610000,30.920000,16.360000,65.710000,15.960000,261.480000,271.770000,24.160000,3.760000,25.090000,3.880000,101.210000,15.960000,0.000000,16.13,55.82,29.82,0,47.31,43.34,43.34,18.6,29.82,145.64222,236.54,18.61,41,196,81,29.81,91.32,45.5,84

54,13:15-13:30,95.080000,3.610000,30.920000,16.240000,65.710000,15.830000,261.480000,271.770000,24.160000,3.760000,25.090000,3.880000,101.210000,15.830000,0.000000,19.07,56.78,29.82,0,47.31,41.67,41.67,18.92,29.82,140.9378,236.54,18.93,39,196,79,29.81,91.31,45.5,84

55,13:30-13:45,95.080000,3.610000,30.920000,16.090000,65.710000,15.700000,261.480000,271.770000,9.070000,3.760000,25.090000,3.880000,101.210000,15.700000,0.000000,19.27,50.94,29.82,0,47.31,41.34,41.34,16.97,29.82,134.54836,236.54,16.98,39,196,79,29.81,91.13,44.5,84

56,13:45-14:00,95.080000,3.610000,30.920000,15.770000,65.710000,15.390000,261.480000,271.770000,9.070000,3.760000,25.090000,3.880000,101.210000,15.390000,0.000000,19.53,51.42,29.82,0,47.31,41.01,41.01,17.13,29.82,128.38294,236.54,17.14,38,193,77,29.81,89.99,42.5,82

57,14:00-14:15,95.080000,3.690000,30.920000,15.420000,65.710000,15.050000,261.480000,271.770000,0.000000,3.760000,26.050000,4.040000,101.210000,15.050000,0.000000,20.47,51.32,29.82,0,47.31,40.34,40.34,17.1,29.82,121.92532,236.54,17.11,36,193,72,29.81,89.26,40,82

58,14:15-14:30,95.080000,3.690000,30.920000,14.850000,65.710000,14.490000,261.480000,271.770000,0.000000,3.760000,26.050000,4.040000,101.210000,14.490000,0.000000,24.14,51.1,29.82,0,47.31,40.01,40.01,17.04,29.82,115.13654,236.54,17.03,34,190,67,29.81,87.98,39,82

59,14:30-14:45,95.080000,3.690000,30.920000,14.230000,65.710000,13.880000,261.480000,271.770000,0.000000,3.760000,26.050000,4.040000,101.210000,13.880000,0.000000,24.14,50.77,29.82,0,47.31,39.34,39.34,16.93,29.82,107.69518,236.54,16.92,32,182,64,29.81,85.93,38.61,78

60,14:45-15:00,95.080000,3.690000,30.920000,13.620000,65.710000,13.280000,261.480000,271.770000,0.000000,3.760000,26.050000,4.040000,101.210000,13.280000,0.000000,33.09,50.65,29.82,0,46.65,39.01,39.01,16.89,29.82,99.348,233.24,16.88,30,175,61,29.81,84.02,36.71,75

61,15:00-15:15,95.080000,3.920000,30.920000,12.900000,65.710000,12.590000,261.480000,271.770000,0.000000,3.760000,27.020000,4.040000,101.210000,12.590000,0.000000,41.14,42.01,29.82,0,44.1,43.34,43.34,14.01,29.82,91.8969,220.53,14,24,165,47,29.81,79.72,34.79,70

62,15:15-15:30,95.080000,3.920000,30.920000,11.950000,65.710000,11.650000,261.480000,271.770000,0.000000,3.760000,27.020000,4.040000,101.210000,11.650000,0.000000,41.08,40.01,29.82,0,41.2,42.67,42.67,13.33,29.82,82.19586,206.01,13.34,24,154,49,29.81,74.93,32.61,66

63,15:30-15:45,95.080000,3.920000,30.920000,10.950000,65.710000,10.690000,261.480000,271.770000,0.000000,3.760000,27.020000,4.040000,101.210000,10.690000,0.000000,41.13,39.01,29.82,0,38.08,42.01,42.01,13.01,29.82,72.10522,190.38,13,22,140,43,29.81,65.86,30.22,60

64,15:45-16:00,95.080000,3.920000,30.920000,9.800000,65.710000,9.560000,261.480000,271.770000,0.000000,3.760000,27.020000,4.040000,101.210000,9.560000,0.000000,41.14,38.01,29.82,0,34.57,41.34,41.34,12.67,29.82,61.53732,172.87,12.67,19,126,38,29.81,59.62,27.64,54

65,16:00-16:15,95.080000,3.920000,30.920000,8.570000,65.710000,8.360000,261.480000,271.770000,30.920000,3.810000,27.980000,4.120000,101.210000,8.360000,0.000000,41.02,36.01,29.82,0,31.01,40.67,40.67,12.01,29.82,50.53112,155.04,12,16,112,32,29.81,52.81,24.79,48

66,16:15-16:30,95.080000,3.920000,30.920000,7.230000,65.710000,7.060000,261.480000,271.770000,30.920000,3.810000,27.980000,4.120000,101.210000,7.060000,0.000000,41.13,34.86,29.82,0,27.17,40.01,40.01,11.61,29.82,39.2035,135.86,11.62,13,98,27,29.81,46.97,22.62,42

67,16:30-16:45,95.080000,3.920000,30.920000,5.940000,65.710000,5.800000,261.480000,271.770000,30.920000,3.810000,27.980000,4.120000,101.210000,5.800000,0.000000,41.05,34.43,32.34,0,23.13,39.01,39.01,11.46,20.87,28.89858,115.67,11.48,12,81,23,32.33,41,19.18,34

68,16:45-17:00,95.080000,3.920000,30.920000,4.620000,65.710000,4.510000,261.480000,271.770000,30.920000,3.810000,27.980000,4.120000,101.210000,4.510000,0.000000,41.07,34.63,33,0,18.98,37.67,37.67,11.54,10.97,18.68132,94.93,11.54,9,63,19,24.75,33.56,15.44,27

69,17:00-17:15,95.080000,4.080000,30.920000,3.290000,71.510000,3.210000,261.480000,271.770000,30.920000,3.860000,28.950000,4.190000,101.210000,3.210000,0.000000,41.08,35.13,11.87,0,14.75,36.67,36.67,11.7,4.08,10.88932,73.73,11.71,8,46,15,19.8,27.31,11.58,19

70,17:15-17:30,95.080000,4.080000,30.920000,2.120000,71.510000,2.070000,261.480000,271.770000,30.920000,3.860000,28.950000,4.190000,101.210000,2.070000,0.000000,40.61,35.13,2.94,0,10.65,36.01,36.01,11.7,0.58,5.66868,53.23,11.71,10,32,20,14.85,21.23,9.82,13

71,17:30-17:45,95.080000,4.080000,30.920000,1.170000,71.510000,1.140000,261.480000,271.770000,30.920000,3.860000,28.950000,4.190000,101.210000,1.140000,0.000000,32.33,34.03,0,0,6.84,35.33,35.33,11.34,0,2.26942,34.18,11.34,9,20,18,8.65,15.18,6.46,8

72,17:45-18:00,95.080000,4.080000,30.920000,0.480000,71.510000,0.470000,261.480000,271.770000,30.920000,3.860000,28.950000,4.190000,101.210000,0.470000,0.000000,30.09,33.38,0,0,3.66,35.01,35.01,11.11,0,0.47726,18.3,11.13,8,11,17,2.67,9.78,3.79,4

73,18:00-18:15,95.080000,4.220000,30.920000,0.080000,71.510000,0.070000,261.480000,271.770000,30.920000,3.860000,28.950000,4.350000,101.210000,0.070000,0.000000,26.94,32.33,0,0,1.44,34.83,34.83,10.76,0,0,7.19,10.78,5,7,10,0,0.9,1.92,3

74,18:15-18:30,95.080000,4.220000,30.920000,0.000000,71.510000,0.000000,261.480000,271.770000,30.920000,3.860000,28.950000,4.350000,101.210000,0.000000,0.000000,23.38,30.96,0,0,0.25,33.34,33.34,10.31,0,0,1.23,10.32,3,4,7,0,0.3,0.6,1

75,18:30-18:45,95.080000,4.220000,30.920000,0.000000,71.510000,0.000000,261.480000,271.770000,30.920000,3.860000,30.880000,4.350000,101.210000,0.000000,0.000000,20.21,32.72,0,6.66,0.47,32.34,32.34,10.89,0,0,2.38,10.91,0,0,0,0,0,0,0

76,18:45-19:00,95.080000,4.220000,30.920000,0.000000,71.510000,0.000000,261.480000,271.770000,30.920000,3.860000,30.880000,4.350000,101.210000,0.000000,0.000000,16.95,32.01,0,6.66,0.05,31.67,31.67,10.67,0,0,0.26,10.67,0,0,0,0,0,0,0

77,19:00-19:15,95.080000,4.220000,30.920000,0.000000,71.510000,0.000000,261.480000,271.770000,30.920000,3.900000,31.850000,4.350000,101.210000,0.000000,0.000000,12.16,31.08,0,6.66,0,31.01,31.01,10.36,0,0,0,10.36,0,0,0,0,0,0,0

78,19:15-19:30,95.080000,4.220000,30.920000,0.000000,71.510000,0.000000,261.480000,271.770000,30.920000,3.900000,31.850000,4.350000,101.210000,0.000000,0.000000,8.72,30.17,0,6.66,0,30.95,30.95,10.05,0,0,0,10.06,0,0,0,0,0,0,0

79,19:30-19:45,95.080000,4.220000,30.920000,0.000000,71.510000,0.000000,261.480000,271.770000,30.920000,3.900000,31.850000,4.350000,101.210000,0.000000,0.000000,7.41,28.77,0,6.66,0,30.83,30.83,9.59,0,0,0,9.59,0,0,0,0,0,0,0

80,19:45-20:00,95.080000,4.220000,30.920000,0.000000,71.510000,0.000000,261.480000,271.770000,30.920000,3.900000,31.850000,4.350000,101.210000,0.000000,0.000000,7.41,27.7,0,6.66,0,30.68,30.68,9.24,0,0,0,9.23,0,0,0,0,0,0,0

81,20:00-20:15,95.080000,4.300000,30.920000,0.000000,71.510000,0.000000,261.480000,271.770000,30.920000,3.900000,31.850000,4.350000,101.210000,0.000000,0.000000,7.41,27.13,0,6.66,0,25.69,25.69,9.05,0,0,0,9.04,0,0,0,0,0,0,0

82,20:15-20:30,95.080000,4.300000,30.920000,0.000000,71.510000,0.000000,261.480000,271.770000,30.920000,3.900000,31.850000,4.350000,101.210000,0.000000,0.000000,7.41,26.3,0,6.66,0,25.05,25.05,8.76,0,0,0,8.77,0,0,0,0,0,0,0

83,20:30-20:45,95.080000,4.300000,30.920000,0.000000,71.510000,0.000000,261.480000,271.770000,30.920000,3.900000,31.850000,4.270000,101.210000,0.000000,0.000000,7.41,24.77,0,6.66,0,24.08,24.08,8.24,0,0,0,8.26,0,0,0,0,0,0,0

84,20:45-21:00,95.080000,4.300000,30.920000,0.000000,71.510000,0.000000,261.480000,271.770000,30.920000,3.900000,31.850000,4.270000,101.210000,0.000000,0.000000,10.56,24.42,0,6.66,0,23.75,23.75,8.14,0,0,0,8.14,0,0,0,0,0,0,0

85,21:00-21:15,95.080000,4.220000,30.920000,0.000000,71.510000,0.000000,261.480000,271.770000,30.920000,3.860000,31.850000,4.270000,101.210000,0.000000,0.000000,10.39,24.75,0,6.66,0,28.58,28.58,8.25,0,0,0,8.25,0,0,0,0,0,0,0

86,21:15-21:30,95.080000,4.220000,30.920000,0.000000,71.510000,0.000000,261.480000,271.770000,30.920000,3.860000,31.850000,4.270000,101.210000,0.000000,0.000000,10.24,25.06,0,6.66,0,28.25,28.25,8.36,0,0,0,8.35,0,0,0,0,0,0,0

