Block,Time,DADRT2,KKNP,KOLDAM,RAPPB,TALA,UNCHAHAR2,URI,ANTA_CRF,AURY_LF,KHSTPP-II,KISHANGANGA,NLCEXP,NLCIIST2,RAMPUR,SEWA2,SINGRAULI,TANAKPUR,UNCHAHAR4,DADRI_LF,KGSU3AND4,PARBATI2,RAPPC,RSTPSU1TO6,SINGRAULI_HYDRO,ANTA_GF,ANTA_LF,ANTA_RF,AURY_GF,DULHASTI,FSTPP I & II,JHAJJAR,NLCIIST1,NNTPP,RAPPD,RIHAND3,SIMHST1,URI2,DADRI_CRF,DADRI_GF,BRBCL,BSIUL,CHAMERA1,CHAMERA2,CHAMERA3,KHSTPP-I,MAPS,PARBATI3,RIHAND1,TelanganaSTPP,VALLURNTECL,AURY_RF,KUDGI,SALAL,SIMHST2,TEHRI,DADRI_RF,DHAULIGNGA,NJPC,NLCTS2EXP,NTPL,RSTPSU7,SASAN,TANDA2,AURY_CRF,KGSU1AND2,KKNPPU2,KOTESHWR,NAPP,RIHAND2,TALST2,UNCHAHAR1,UNCHAHAR3
6,01:15-01:30,458.92,0,9.59,0,0,44.5,51.01,0,0,148.3,8.63,0,0,6.98,0,150.34,6.27,2.3,0,0,32.31,67.88,0,0.65,0,0,51.17,0,59.5,18.2,458.67,0,0,0,95.79,0,38.1,0,0,20,13.04,42.15,48.81,35.03,45.53,0,33.76,97.23,0,0,80.77,0,84.24,0,30.57,98.41,21.88,180.89,0,0,0,412.88,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

7,01:30-01:45,458.92,0,9.59,0,0,44.5,51.01,0,0,148.3,8.63,0,0,6.98,0,150.34,0.51,2.3,0,0,32.31,67.88,0,0.65,0,0,51.17,0,59.5,18.2,458.67,0,0,0,95.79,0,38.1,0,0,20,13.04,42.15,48.81,35.03,45.53,0,33.76,97.23,0,0,80.77,0,84.24,0,30.57,98.41,21.88,180.89,0,0,0,412.88,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

8,01:45-02:00,458.92,0,9.59,0,0,44.5,51.01,0,0,148.3,8.63,0,0,6.59,0,150.34,0.51,2.3,0,0,32.31,67.88,0,0.65,0,0,51.17,0,59.5,18.2,458.67,0,0,0,95.79,0,38.1,0,0,20,13.04,42.15,48.81,35.03,45.53,0,33.76,97.23,0,0,80.77,0,84.24,0,30.57,98.41,21.88,165.99,0,0,0,412.88,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

9,02:00-02:15,458.92,0,9.59,0,0,44.5,51.01,0,0,148.3,8.63,0,0,6.59,0,150.34,0.51,2.3,0,0,32.31,67.88,0,0.65,0,0,51.83,0,59.5,18.2,458.67,0,0,21.66,95.79,0,38.1,0,0,20,13.04,42.15,48.81,35.03,45.53,0,33.76,97.23,0,0,80.77,0,84.24,0,30.57,98.41,21.88,165.99,0,0,0,412.88,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

10,02:15-02:30,458.92,0,9.59,0,0,44.5,51.01,0,0,148.3,8.63,0,0,6.59,0,150.34,0.51,2.3,0,0,32.31,67.88,0,0.65,0,0,51.83,0,59.5,18.2,458.67,0,0,21.66,95.79,0,38.1,0,0,20,13.04,42.15,48.81,35.03,45.53,0,33.76,97.23,0,0,80.77,0,84.24,0,30.57,98.41,21.88,165.99,0,0,0,412.88,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

11,02:30-02:45,458.92,0,9.59,0,0,44.5,51.01,0,0,148.3,8.63,0,0,6.59,0,150.34,0.51,2.3,0,0,32.31,67.88,0,0.65,0,0,51.83,0,59.5,18.2,458.67,0,0,21.66,95.79,0,38.1,0,0,20,13.04,42.15,48.81,35.03,45.53,0,33.76,97.23,0,0,80.77,0,84.24,0,30.57,98.41,21.88,165.99,0,0,0,412.88,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

12,02:45-03:00,458.92,0,9.59,0,0,44.5,51.01,0,0,148.3,8.63,0,0,6.59,0,150.34,0.51,2.3,0,0,32.31,67.88,0,0.65,0,0,51.83,0,59.5,18.2,508.67,0,0,21.66,95.79,0,38.1,0,0,20,13.04,42.15,48.81,35.03,45.53,0,33.76,97.23,0,0,80.77,0,84.24,0,30.57,98.41,21.88,165.99,0,0,0,412.88,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

13,03:00-03:15,458.92,0,9.59,0,0,44.5,51.01,0,0,148.3,8.63,0,0,6.59,0,150.34,0.51,2.3,0,0,32.31,67.88,0,0.65,0,0,52.22,0,59.5,18.2,508.67,0,0,21.66,95.79,0,38.1,0,0,20,13.04,42.15,48.81,35.03,45.53,0,23.02,97.23,0,0,80.77,0,79.38,0,30.57,98.41,21.88,165.99,0,0,0,412.88,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

14,03:15-03:30,458.92,0,9.59,0,0,44.5,51.01,0,0,148.3,8.63,0,0,6.59,0,150.34,0.51,2.3,0,0,32.31,67.88,0,0.65,0,0,52.22,0,59.5,18.2,508.67,0,0,21.66,95.79,0,38.1,0,0,20,13.04,42.15,48.81,35.03,45.53,0,23.02,97.23,0,0,80.77,0,79.38,0,30.57,98.41,21.88,165.99,0,0,0,412.88,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

15,03:30-03:45,458.92,0,9.59,0,0.88,45,51.01,0,0,148.3,8.63,0,0,6.59,0,150.34,6.27,2.3,0,0,32.31,67.88,0,0.65,0,0,52.22,0,59.5,18.2,508.67,0,0,21.66,95.79,0,38.1,0,0,20,13.04,42.15,48.81,35.03,45.53,0,23.02,97.23,0,0,80.77,0,79.38,0,30.57,98.41,21.88,165.99,0,0,0,412.88,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

16,03:45-04:00,458.92,0,9.59,0,0.88,45,51.01,0,0,148.3,8.63,0,0,6.59,0,150.34,6.27,3.2,0,0,32.31,67.88,0,0.65,0,0,52.22,0,59.5,18.2,508.67,0,0,21.66,95.79,0,38.1,0,0,20,13.04,42.15,48.81,35.03,45.53,0,23.02,97.23,0,0,80.77,0,79.38,0,30.57,98.41,21.88,165.99,0,0,0,412.88,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

17,04:00-04:15,458.92,0,9.59,0,0.88,45,51.01,0,0,148.3,8.63,0,0,5.87,0,150.34,6.27,3.2,0,0,32.31,67.88,0,0.65,0,0,52.22,0,59.5,18.2,508.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,42.15,48.81,35.03,45.53,0,23.02,97.23,0,0,80.77,0,79.01,0,30.57,98.41,21.88,147.85,0,0,0,412.88,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

18,04:15-04:30,458.92,0,9.59,0,0.88,45,51.01,0,0,148.3,8.63,0,0,5.87,0,150.34,6.27,3.2,0,0,32.31,67.88,0,0.65,0,0,52.22,0,59.5,18.2,508.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,42.15,48.81,35.03,45.53,0,23.02,97.23,0,0,80.77,0,79.01,0,30.57,98.41,21.88,147.85,0,0,0,412.88,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

19,04:30-04:45,458.92,0,9.59,0,0.88,45,51.01,0,0,148.3,8.63,0,0,5.87,0,150.34,1.03,3.2,0,0,32.31,67.88,0,0.65,0,0,52.22,0,59.5,18.2,508.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,42.15,48.81,35.03,45.53,0,23.02,97.23,0,0,80.77,0,79.01,0,30.57,98.41,21.88,147.85,0,0,0,412.88,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

20,04:45-05:00,458.92,0,9.59,0,0.88,45,51.01,0,0,148.3,8.63,0,0,5.87,0,150.34,1.03,2.3,0,0,32.31,67.88,0,0.65,0,0,52.22,0,59.5,18.2,508.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,42.15,48.81,35.03,45.53,0,23.02,97.23,0,0,80.77,0,79.01,0,30.57,98.41,21.88,147.85,0,0,0,412.88,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

21,05:00-05:15,458.92,0,9.59,0,0.88,45,51.01,0,0,148.3,8.63,0,0,5.87,0,150.34,1.03,3.2,0,0,32.31,67.88,0,0.65,0,0,52.22,0,59.5,18.2,570.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,42.15,48.81,35.03,45.53,0,23.02,97.23,0,0,80.77,0,79.01,0,30.57,98.41,21.88,147.85,0,0,0,412.88,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

22,05:15-05:30,458.92,0,9.59,0,0.88,45,51.01,0,0,148.3,8.63,0,0,5.87,0,150.34,1.03,3.2,0,0,32.31,67.88,0,0.65,0,0,52.22,0,59.5,18.2,570.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,42.15,48.81,35.03,45.53,0,23.02,97.23,0,0,80.77,0,79.01,0,30.33,98.41,21.88,147.85,0,0,0,412.88,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

23,05:30-05:45,458.92,0,9.59,0,2.35,45,51.01,0,0,148.3,8.63,0,0,5.87,0,150.34,6.27,3.2,0,0,32.31,67.88,0,0.65,0,0,52.22,0,59.5,18.2,570.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,42.15,48.81,35.03,45.53,0,23.02,97.23,0,0,80.77,0,79.01,0,29.37,98.41,21.88,147.85,0,0,0,412.88,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

24,05:45-06:00,458.92,0,9.59,0,2.35,45,51.01,0,0,148.3,8.63,0,0,5.87,0,150.34,6.27,3.2,0,0,32.31,67.88,0,0.65,0,0,52.22,0,59.5,18.2,570.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,42.15,48.81,35.03,45.53,0,23.02,97.23,0,0,80.77,0,79.01,0,19.58,98.41,21.88,147.85,0,0,0,412.88,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

25,06:00-06:15,458.92,0,9.59,0,2.35,45,51.01,0,0,148.3,8.63,0,0,5.43,0,150.34,6.27,3.2,0,0,32.31,67.88,0,0.65,0,0,52.22,0,59.5,18.2,570.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,42.15,48.81,35.03,45.53,0,23.02,97.23,0,0,80.77,0,79.01,0,19.58,98.41,21.88,136.65,0,0,0,412.88,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

26,06:15-06:30,458.92,0,9.59,0,2.35,45,51.01,0,0,148.3,8.63,0,0,5.43,0,150.34,6.27,3.2,0,0,32.31,67.88,0,0.65,0,0,52.22,0,59.5,18.2,670.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,42.15,48.81,35.03,45.53,0,23.02,97.23,0,0,80.77,0,79.01,0,19.58,98.41,21.88,136.65,0,0,0,412.88,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

27,06:30-06:45,458.92,0,9.59,0,2.35,45,51.01,0,0,148.3,8.63,0,0,5.43,0,150.34,1.03,3.2,0,0,32.31,67.88,0,0.65,0,0,52.22,0,59.5,18.2,670.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,28.1,48.81,35.03,45.53,0,23.02,97.23,0,0,80.77,0,79.01,0,19.58,98.41,21.88,136.65,0,0,0,412.88,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

28,06:45-07:00,458.92,0,9.59,0,2.35,45,51.01,0,0,148.3,8.63,0,0,5.43,0,150.34,1.03,3.2,0,0,32.31,67.88,0,0.65,0,0,52.22,0,59.5,18.2,670.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,28.1,48.81,35.03,45.53,0,23.02,97.23,0,0,80.77,0,79.01,0,19.58,98.41,21.88,136.65,0,0,0,412.88,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

29,07:00-07:15,688.92,0,9.59,0,2.35,45,51.01,0,0,148.3,8.63,0,0,5.43,0,150.34,1.03,3.2,0,0,30.06,67.88,0,0.65,0,0,51.83,0,59.5,18.2,670.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,28.1,48.81,35.03,45.53,0,23.02,97.23,0,0,80.77,0,79.01,0,19.58,98.41,21.88,136.65,0,0,0,412.88,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

30,07:15-07:30,688.92,0,9.59,0,2.35,45,51.01,0,0,148.3,8.63,0,0,5.43,0,150.34,1.03,3.2,0,0,30.06,67.88,0,0.65,0,0,51.83,0,59.5,18.2,670.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,28.1,48.81,35.03,45.53,0,23.02,97.23,0,0,80.77,0,79.01,0,19.58,98.41,21.88,136.65,0,0,0,412.88,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

31,07:30-07:45,688.92,0,9.59,0,1.76,45,51.01,0,0,148.3,8.63,0,0,5.87,0,150.34,1.03,3.2,0,0,30.06,67.88,0,0.65,0,0,51.83,0,59.5,18.2,670.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,28.1,48.81,35.03,45.53,0,33.76,97.23,0,0,80.77,0,79.01,0,9.79,98.41,21.88,147.85,0,0,0,412.88,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

32,07:45-08:00,688.92,0,9.59,0,1.76,45,51.01,0,0,148.3,8.63,0,0,5.87,0,150.34,1.03,3.2,0,0,30.06,67.88,0,0.65,0,0,51.83,0,59.5,18.2,670.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,14.05,48.81,35.03,45.53,0,33.76,97.23,0,0,80.77,0,79.01,0,0,98.41,21.88,147.85,0,0,0,412.88,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

33,08:00-08:15,688.92,0,9.59,0,1.76,45,52.99,0,0,148.3,8.63,0,0,5.87,0,130.77,1.03,3.2,0,0,30.06,67.88,0,0.65,0,0,51.17,0,59.5,18.2,650.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,14.05,48.81,35.03,45.53,0,33.76,97.23,0,0,80.77,0,79.01,0,0,98.41,21.88,147.85,0,0,0,399.38,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

34,08:15-08:30,688.92,0,7.19,0,1.76,45,52.99,0,0,148.3,8.63,0,0,5.87,0,130.77,1.03,3.2,0,0,30.06,67.88,0,0.65,0,0,51.17,0,59.5,18.2,650.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,14.05,48.81,35.03,45.53,0,33.76,97.23,0,0,80.77,0,79.01,0,0,98.41,21.88,147.85,0,0,0,399.38,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

35,08:30-08:45,688.92,0,4.79,0,0,45,52.99,0,0,148.3,8.63,0,0,5.87,0,130.77,1.03,3.2,0,0,30.06,67.88,0,0.65,0,0,51.17,0,59.5,18.2,580.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,14.05,48.81,35.03,45.53,0,33.76,97.23,0,0,80.77,0,79.01,0,0,98.41,21.88,147.85,0,0,0,399.38,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

36,08:45-09:00,688.92,0,2.4,0,0,45,52.99,0,0,148.3,8.63,0,0,5.87,0,130.77,1.03,3.2,0,0,30.06,67.88,0,0.65,0,0,51.17,0,59.5,18.2,580.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,14.05,48.81,35.03,45.53,0,33.76,97.23,0,0,80.77,0,79.01,0,0,98.41,21.88,147.85,0,0,0,399.38,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

37,09:00-09:15,688.92,0,2.4,0,0,45,52.99,0,0,148.3,8.63,0,0,5.87,0,130.77,1.03,3.2,0,0,30.06,67.88,0,0.65,0,0,51.17,0,59.5,18.2,580.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,0,48.81,35.03,45.53,0,33.76,97.23,0,0,80.77,0,79.01,0,0,98.41,10.95,147.85,0,0,0,399.38,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

38,09:15-09:30,688.92,0,2.4,0,0,45,52.99,0,0,148.3,8.63,0,0,5.87,0,130.77,1.03,3.2,0,0,30.06,67.88,0,0.65,0,0,51.17,0,59.5,18.2,500.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,0,48.81,35.03,45.53,0,33.76,97.23,0,0,80.77,0,79.01,0,0,98.41,10.95,147.85,0,0,0,399.38,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

39,09:30-09:45,688.92,0,0,0,0,45,52.99,0,0,148.3,8.63,0,0,5.87,0,150.34,1.79,3.2,0,0,27.05,67.88,0,0,0,0,51.17,0,59.5,18.2,500.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,0,48.81,35.03,45.53,0,33.76,97.23,0,0,80.77,0,79.01,0,0,98.41,10.95,147.85,0,0,0,399.38,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

40,09:45-10:00,688.92,0,0,0,0,45,52.99,0,0,148.3,8.63,0,0,5.87,0,150.34,1.79,3.2,0,0,27.05,67.88,0,0,0,0,51.17,0,59.5,18.2,500.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,0,48.81,35.03,45.53,0,33.76,97.23,0,0,80.77,0,79.01,0,0,98.41,10.95,147.85,0,0,0,399.38,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

41,10:00-10:15,688.92,0,0,0,0,45,52.99,0,0,148.3,8.63,0,0,5.87,0,150.34,1.79,3.2,0,0,27.05,67.88,0,0,0,0,51.17,0,59.5,18.76,500.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,0,48.81,35.03,45.53,0,33.76,97.23,0,0,80.77,0,79.01,0,0,98.41,0,147.85,0,0,0,399.38,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

42,10:15-10:30,688.92,0,0,0,0,45,52.99,0,0,148.3,8.63,0,0,5.87,0,150.34,1.79,3.2,0,0,27.05,67.88,0,0,0,0,51.17,0,59.5,19.46,490.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,0,48.81,35.03,45.53,0,33.76,97.23,0,0,80.77,0,79.01,0,0,98.41,0,147.85,0,0,0,399.38,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

43,10:30-10:45,688.92,0,0,0,0,45,52.99,0,0,148.3,8.63,0,0,5.87,0,150.34,1.79,3.2,0,0,27.05,67.88,0,0,0,0,51.17,0,59.5,19.46,490.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,0,48.81,35.03,45.53,0,33.76,97.23,0,0,80.77,0,79.01,0,0,98.41,0,147.85,0,0,0,399.38,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

44,10:45-11:00,688.92,0,0,0,0,45,52.99,0,0,148.3,8.63,0,0,5.87,0,150.34,1.79,3.2,0,0,27.05,67.88,0,0,0,0,51.17,0,59.5,19.46,490.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,0,48.81,35.03,45.53,0,33.76,97.23,0,0,80.77,0,79.01,0,0,98.41,0,147.85,0,0,0,399.38,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

45,11:00-11:15,688.92,0,0,0,0,45,51.01,0,0,148.3,8.63,0,0,5.87,0,150.34,1.79,3.2,0,0,27.05,67.88,0,0,0,0,50.51,0,59.5,19.46,490.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,0,48.81,35.03,45.53,0,33.76,97.23,0,0,80.77,0,79.01,0,0,98.41,0,147.85,0,0,0,405,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

46,11:15-11:30,688.92,0,0,0,0,45,51.01,0,0,148.3,8.63,0,0,5.87,0,150.34,1.79,3.2,0,0,27.05,67.88,0,0,0,0,50.51,0,59.5,19.46,490.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,0,48.81,35.03,45.53,0,33.76,97.23,0,0,80.77,0,79.01,0,0,98.41,0,147.85,0,0,0,405,5.7,0,0,0,10.43,25.51,124.58,0,21.94,27.68

47,11:30-11:45,688.92,0,0,0,0,45,51.01,0,0,148.3,8.63,0,0,5.87,0,150.34,1.79,3.2,0,0,27.05,67.88,0,0,0,0,50.51,0,59.5,19.46,490.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,0,48.81,35.03,45.53,0,33.76,97.23,0,0,80.77,0,53.45,0,0,98.41,0,147.85,0,0,0,405,2.75,0,0,0,10.43,25.51,124.58,0,21.94,27.68

48,11:45-12:00,688.92,0,0,0,0,45,51.01,0,0,148.3,8.63,0,0,5.87,0,150.34,1.79,3.2,0,0,27.05,67.88,0,0,0,0,50.51,0,59.5,19.46,490.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,0,48.81,23.33,45.53,0,33.76,97.23,0,0,80.77,0,53.45,0,0,98.41,0,147.85,0,0,0,405,2.75,0,0,0,10.43,25.51,124.58,0,21.94,27.68

49,12:00-12:15,688.92,0,0,0,0,45,51.01,0,0,148.3,8.63,0,0,5.87,0,150.34,3.72,3.2,0,0,27.05,67.88,0,0,0,0,49.86,0,59.5,19.46,490.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,0,48.81,35.03,45.53,0,23.02,97.23,0,0,80.77,0,53.45,0,0,98.41,0,147.85,0,0,0,382.5,2.75,0,0,0,10.43,25.51,124.58,0,21.94,27.68

50,12:15-12:30,688.92,0,0,0,0,45,51.01,0,0,148.3,8.63,0,0,5.5,0,150.34,3.72,3.2,0,0,27.05,67.88,0,0,0,0,49.86,0,59.5,19.46,490.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,0,48.81,35.03,45.53,0,23.02,97.23,0,0,80.77,0,53.45,0,0,98.41,0,138.33,0,0,0,382.5,2.75,0,0,0,10.43,25.51,124.58,0,21.94,27.68

51,12:30-12:45,688.92,0,0,0,0,45,51.01,0,0,148.3,8.63,0,0,5.5,0,150.34,3.72,3.2,0,0,27.05,67.88,0,0,0,0,49.86,0,59.5,19.46,490.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,0,48.81,35.03,45.53,0,23.02,97.23,0,0,80.77,0,79.38,0,0,98.41,0,138.33,0,0,0,382.5,2.75,0,0,0,10.43,25.51,124.58,0,21.94,27.68

52,12:45-13:00,688.92,0,0,0,0,45,51.01,0,0,148.3,8.63,0,0,5.5,0,150.34,3.72,3.2,0,0,27.05,67.88,0,0,0,0,49.86,0,59.5,19.46,490.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,0,48.81,35.03,45.53,0,23.02,97.23,0,0,80.77,0,79.38,0,0,98.41,0,138.33,0,0,0,382.5,2.75,0,0,0,10.43,25.51,124.58,0,21.94,27.68

53,13:00-13:15,688.92,0,0,0,0,45,51.01,0,0,148.3,8.63,0,0,5.5,0,150.34,3.72,3.2,0,0,27.05,67.88,0,0,0,0,49.86,0,58.69,19.46,490.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,0,48.81,35.03,45.53,0,23.02,97.23,0,0,80.77,0,79.38,0,0,98.41,0,138.33,0,0,0,382.5,2.75,0,0,0,10.43,25.51,124.58,0,21.94,27.68

54,13:15-13:30,688.92,0,0,0,0,45,51.01,0,0,148.3,8.63,0,0,5.5,0,150.34,3.72,3.2,0,0,27.05,67.88,0,0,0,0,49.2,0,58.69,19.46,490.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,0,48.81,23.33,45.53,0,23.02,97.23,0,0,80.77,0,79.38,0,0,98.41,0,138.33,0,0,0,382.5,2.75,0,0,0,10.43,25.51,124.58,0,21.94,27.68

55,13:30-13:45,688.92,0,0,0,0,45,51.01,0,0,148.3,8.63,0,0,5.5,0,150.34,3.72,3.2,0,0,27.05,67.88,0,0,0,0,49.2,0,58.69,19.46,490.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,12.64,48.81,23.33,45.53,0,23.02,97.23,0,0,80.77,0,79.38,0,0,98.41,0,138.33,0,0,0,388.12,2.75,0,0,0,10.43,25.51,124.58,0,21.94,27.68

56,13:45-14:00,688.92,0,0,0,0,45,51.01,0,0,148.3,8.63,0,0,5.5,0,150.34,3.72,3.2,0,0,27.05,67.88,0,0,0,0,49.2,0,58.69,19.46,490.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,12.64,48.81,23.33,45.53,0,23.02,97.23,0,0,80.77,0,79.38,0,0,98.41,0,138.33,0,0,0,388.12,2.75,0,0,0,10.43,25.51,124.58,0,21.94,27.68

