Block,Time,NJPC,TALA,URI2,VALLURNTECL,ANTA_RF,KGSU3AND4,KISHANGANGA,KKNP,KOTESHWR,NLCEXP,NLCIIST1,RAPPC,RIHAND1,SEWA2,SIMHST2,TelanganaSTPP,UNCHAHAR2,AURY_CRF,BRBCL,NAPP,UNCHAHAR3,ANTA_LF,DADRI_LF,DADRI_RF,BSIUL,KHSTPP-I,KUDGI,MAPS,NLCIIST2,RAPPB,RSTPSU1TO6,SINGRAULI,TANAKPUR,ANTA_CRF,DADRI_CRF,CHAMERA1,KGSU1AND2,NTPL,RIHAND2,UNCHAHAR1,URI,AURY_GF,CHAMERA2,DHAULIGNGA,KHSTPP-II,NNTPP,RAMPUR,RSTPSU7,SIMHST1,SINGRAULI_HYDRO,TALST2,AURY_RF,CHAMERA3,DADRT2,JHAJJAR,KOLDAM,RIHAND3,SALAL,TEHRI,UNCHAHAR4,ANTA_GF,DULHASTI,FSTPP I & II,KKNPPU2,NLCTS2EXP,PARBATI3,SASAN,TANDA2,AURY_LF,DADRI_GF
13,03:00-03:15,0,0,22.86,0,44.42,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,13.04,45.53,0,0,0,0,0,139.69,5.76,0,0,42.15,0,0,118.76,20.55,33.12,0,13.17,0,148.3,0,0,0,0,0.71,0,70.81,9.68,683.14,434.65,0,62.16,41.83,0,0,0,0,20.8,0,0,0,281.25,0,0,0

14,03:15-03:30,0,0,22.86,0,44.42,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,13.04,45.53,0,0,0,0,0,139.69,5.76,0,0,42.15,0,0,118.76,20.55,33.12,0,13.17,0,148.3,0,0,0,0,0.71,0,70.81,9.68,683.14,434.65,0,62.16,6.97,0,0,0,0,20.8,0,0,0,281.25,0,0,0

15,03:30-03:45,0,0,22.86,0,44.42,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,13.04,45.53,0,0,0,0,0,139.69,5.76,0,0,42.15,0,0,118.76,20.55,33.12,0,13.17,0,148.3,0,0,0,0,0.71,0,70.81,9.68,683.14,434.65,0,62.16,2.33,0,0,0,0,20.8,0,0,0,281.25,0,0,0

16,03:45-04:00,0,0,22.86,0,44.52,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,13.04,45.53,0,0,0,0,0,139.69,5.76,0,0,42.15,0,0,118.76,20.55,33.12,0,13.17,0,148.3,0,0,0,0,0.71,0,70.81,9.68,683.14,434.65,0,62.16,2.33,0,0,0,0,20.8,0,0,0,281.25,0,0,0

17,04:00-04:15,2.84,0,22.86,0,44.52,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,13.04,45.53,0,0,0,0,0,139.69,5.76,0,0,42.15,0,0,118.76,20.55,33.12,0,13.17,0,148.3,0,0,0,0,0.71,0,70.81,9.68,683.14,434.65,0,62.16,2.33,0,0,0,0,20.8,0,0,0,298.12,0,0,0

18,04:15-04:30,20.84,0,22.86,0,44.52,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,13.04,45.53,0,0,0,0,0,139.69,3.07,0,0,42.15,0,0,118.76,20.55,33.12,0,13.17,0,148.3,0,0,0,0,0.71,0,70.81,9.68,683.14,434.65,0,62.16,2.33,0,0,0,0,20.8,0,0,0,315,0,0,0

19,04:30-04:45,20.84,0,22.2,0,44.52,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,13.04,45.53,0,0,0,0,0,139.69,3.07,0,0,42.15,0,0,118.76,20.55,33.12,0,13.17,0,148.3,0,0,0,0,0.71,0,70.81,9.68,683.14,434.65,0,62.16,2.33,12.1,0,0,0,20.8,0,0,0,331.88,0,0,0

20,04:45-05:00,20.84,0,22.2,0,44.52,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,13.04,45.53,0,0,0,0,0,139.69,3.07,0,0,42.15,0,0,118.76,20.55,33.12,0,13.17,0,148.3,0,0,0,0,0.71,0,70.81,9.68,683.14,434.65,0,62.16,2.33,12.1,0,0,0,20.8,0,0,0,348.75,0,0,0

21,05:00-05:15,20.84,0,22.86,0,44.52,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,13.04,45.53,0,0,0,0,0,139.69,3.07,0,0,42.15,0,0,118.76,20.55,33.12,0,13.17,0,148.3,0,0,0,0,0.71,0,70.81,9.68,683.14,434.65,0,62.16,2.33,24.19,0,0,0,20.8,0,0,0,365.62,0,0,0

22,05:15-05:30,20.84,0,22.86,0,44.52,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,13.04,45.53,0,0,0,0,0,139.69,3.07,0,0,42.15,0,0,118.76,20.55,33.12,0,13.17,0,148.3,0,0,0,0,0.71,0,70.81,9.68,683.14,434.65,0,62.16,2.33,36.29,0,0,0,20.8,0,0,0,382.5,0,0,0

23,05:30-05:45,18.94,0,22.86,0,44.73,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,13.04,45.53,0,0,0,0,0,139.69,3.07,0,0,42.15,0,0,118.76,20.55,33.12,0,13.17,0,148.3,0,0,0,0,0.71,0,70.81,9.68,683.14,434.65,0,62.16,9.29,36.29,0,0,0,20.8,0,0,0,399.38,0,0,0

24,05:45-06:00,18.94,0,22.86,0,44.73,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,13.04,45.53,0,0,0,0,0,139.69,3.07,0,0,42.15,0,0,118.76,20.55,33.12,0,13.17,0,148.3,0,0,0,0,0.71,0,70.81,9.68,683.14,434.65,0,62.16,55.77,36.29,0,0,0,20.8,0,0,0,405,0,0,0

25,06:00-06:15,41.67,0,22.86,0,44.73,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,13.04,45.53,0,0,0,0,0,139.69,3.07,0,0,42.15,0,0,118.76,20.55,39.75,0,13.17,0,148.3,0,0,0,0,0.71,0,70.81,9.68,682.78,434.65,0,62.16,55.77,36.29,0,0,16.48,20.8,0,0,3.57,405,0,0,0

26,06:15-06:30,58.05,0,22.86,0,44.73,0,0,0,17.75,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,13.04,45.53,0,0,0,0,0,139.69,3.07,0,0,42.15,0,0,118.76,20.55,39.75,0,26.34,1.32,148.3,0,0,0,0,0.71,0,70.81,19.35,682.78,434.65,0,62.16,55.77,48.38,0,0,32.96,20.8,0,0,16.54,405,0,0,0

27,06:30-06:45,83.33,0,22.86,0,44.73,0,0,0,39.05,0,0,25.51,92,16.93,0,0,42.39,0,20,20.61,26.4,0,0,59.74,19.56,45.53,0,0,0,0,0,139.69,3.07,0,0,42.15,0,0,118.76,20.55,39.75,0,39.51,15.85,148.3,0,0,0,0,0.71,0,70.81,29.06,682.79,434.65,0,62.16,55.77,48.38,0,0,49.43,20.8,0,0,16.54,405,0,0,0

28,06:45-07:00,113.64,0,22.86,0,44.73,0,0,0,39.05,0,0,25.51,92,16.93,0,0,42.39,0,20,20.61,26.4,0,0,59.74,19.56,45.53,0,0,0,0,0,139.69,3.07,0,0,42.15,0,0,118.76,20.55,39.75,0,39.51,27.41,148.3,0,0,0,0,0.71,0,70.81,29.06,682.79,434.65,0,62.16,8.13,49.64,0,0,49.43,20.8,0,0,16.54,405,0,0,0

29,07:00-07:15,113.64,0,22.86,0,44.73,0,0,0,39.05,0,0,25.51,92,16.93,0,0,42.39,0,20,20.61,26.4,0,0,59.74,19.56,45.53,0,0,0,0,0,139.69,3.07,0,0,42.15,0,0,118.76,20.55,39.75,0,39.51,36.55,148.3,0,0,0,0,0.71,0,70.81,29.06,682.79,434.65,0,62.16,2.33,49.64,0,0,49.43,20.8,0,0,16.54,331.88,0,0,0

30,07:15-07:30,113.64,0,22.86,0,44.73,0,0,0,39.05,0,0,25.51,92,16.93,0,0,42.39,0,20,20.61,26.4,0,0,59.74,19.56,45.53,0,0,0,0,0,139.69,3.07,0,0,42.15,0,0,118.76,20.55,39.75,0,39.51,36.55,148.3,0,0,0,0,0.71,0,70.81,29.06,682.79,434.65,0,62.16,2.33,49.64,0,0,49.43,20.8,0,0,16.54,331.88,0,0,0

31,07:30-07:45,113.64,0,22.86,0,44.73,0,0,0,39.05,0,0,25.51,92,16.93,0,0,42.39,0,20,20.61,26.4,0,0,59.74,19.56,45.53,0,0,0,0,0,139.69,3.07,0,0,42.15,0,0,118.76,20.55,39.75,0,39.51,27.41,148.3,0,0,0,0,0.71,0,70.81,29.06,682.79,434.65,0,62.16,2.33,49.64,0,0,49.43,20.8,0,0,16.54,331.88,0,0,0

32,07:45-08:00,113.64,0,22.86,0,44.73,0,0,0,39.05,0,0,25.51,92,16.93,0,0,42.39,0,20,20.61,26.4,0,0,59.74,19.56,45.53,0,0,0,0,0,139.69,3.07,0,0,42.15,0,0,118.76,20.55,39.75,0,39.51,27.41,148.3,0,0,0,0,0.71,0,70.81,29.06,682.79,434.65,0,62.16,2.33,49.64,0,0,49.43,20.8,0,0,3.82,331.88,0,0,0

33,08:00-08:15,83.33,0,22.86,0,44.52,0,0,0,17.75,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,13.04,45.53,0,0,0,0,0,139.69,3.07,0,0,27.96,0,0,118.76,20.55,33.12,0,26.34,15.85,148.3,0,0,0,0,0.71,0,70.81,9.68,683.14,434.65,0,62.16,2.33,48.63,0,0,32.96,20.8,0,0,0,331.88,0,0,0

34,08:15-08:30,62.51,0,22.86,0,44.42,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,13.04,45.53,0,0,0,0,0,139.69,2.44,0,0,13.43,0,0,118.76,20.55,33.12,0,13.17,1.32,148.3,0,0,0,0,0.71,0,70.81,9.68,683.14,434.65,0,62.16,2.33,48.63,0,0,16.48,20.8,0,0,0,331.88,0,0,0

35,08:30-08:45,41.67,0,22.86,0,44.42,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,13.04,45.53,0,0,0,0,0,139.69,2.44,0,0,0,0,0,118.76,20.55,33.12,0,13.17,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,13.95,48.63,0,0,0,20.8,0,0,0,331.88,0,0,0

36,08:45-09:00,41.67,0,22.86,0,44.42,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,13.04,45.53,0,0,0,0,0,139.69,2.44,0,0,0,0,0,118.76,20.55,33.12,0,13.17,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,69.72,36.29,0,0,0,20.8,0,0,0,331.88,0,0,0

37,09:00-09:15,21.59,0,22.86,0,44.21,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,13.04,45.53,0,0,0,0,0,139.69,2.44,0,0,0,0,0,118.76,20.55,33.12,0,13.17,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,69.72,36.29,0,0,0,20.8,0,0,0,331.88,0,0,0

38,09:15-09:30,0,0,22.86,0,43.99,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,13.04,45.53,0,0,0,0,0,139.69,2.44,0,0,0,0,0,118.76,20.55,33.12,0,0,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,69.72,36.29,0,0,0,20.8,0,0,0,331.88,0,0,0

39,09:30-09:45,0,0,22.86,0,43.57,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,13.04,45.53,0,0,0,0,0,139.69,2.44,0,0,0,0,0,118.76,20.55,33.12,0,0,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,12.78,36.29,0,0,0,20.8,0,0,0,331.88,0,0,0

40,09:45-10:00,0,0,22.86,0,43.57,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,13.04,45.53,0,0,0,0,0,139.69,2.44,0,0,0,0,0,118.76,20.55,33.12,0,0,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,2.33,36.29,0,0,0,20.8,0,0,0,331.88,0,0,0

41,10:00-10:15,0,0,22.86,0,43.47,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.52,45.53,0,0,0,0,0,139.69,2.44,0,0,0,0,0,118.76,20.55,35.33,0,0,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,2.33,36.29,0,0,0,20.8,0,0,0,331.88,0,0,0

42,10:15-10:30,0,0,22.86,0,43.26,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.52,45.53,0,0,0,0,0,139.69,2.44,0,0,0,0,0,118.76,20.55,35.33,0,0,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,2.33,24.83,0,0,0,20.8,0,0,0,331.88,0,0,0

43,10:30-10:45,0,0,22.86,0,43.05,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.52,45.53,0,0,0,0,0,139.69,2.44,0,0,0,0,0,118.76,20.55,35.33,0,0,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,2.33,24.83,0,0,0,20.8,0,0,0,331.88,0,0,0

44,10:45-11:00,0,0,22.86,0,42.84,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.52,45.53,0,0,0,0,0,139.69,2.44,0,0,0,0,0,118.76,20.55,35.33,0,0,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,2.33,24.83,0,0,0,20.8,0,0,0,331.88,0,0,0

45,11:00-11:15,0,0,22.86,0,42.73,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.52,45.53,0,0,0,0,0,139.69,2.44,0,0,0,0,0,118.76,20.55,35.33,0,0,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,2.33,24.83,0,0,0,20.8,0,0,0,331.88,0,0,0

46,11:15-11:30,0,0,22.86,0,42.52,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.52,45.53,0,0,0,0,0,139.69,2.44,0,0,0,0,0,118.76,20.55,35.33,0,0,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,2.33,24.83,0,0,0,20.8,0,0,0,331.88,0,0,0

47,11:30-11:45,0,0,22.86,0,42.52,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.52,45.53,0,0,0,0,0,139.69,2.44,0,0,0,0,0,118.76,20.55,35.33,0,0,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,2.33,24.83,0,0,0,20.8,0,0,0,331.88,0,0,0

48,11:45-12:00,0,0,22.86,0,42.32,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.52,45.53,0,0,0,0,0,139.69,2.44,0,0,0,0,0,118.76,20.55,35.33,0,0,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,2.33,24.83,0,0,0,20.8,0,0,0,331.88,0,0,0

49,12:00-12:15,0,0,22.86,0,42.32,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.52,45.53,0,0,0,0,0,139.69,1.79,0,0,0,0,0,118.76,20.55,29.81,0,0,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,2.33,12.41,0,0,0,20.8,0,0,0,331.88,0,0,0

50,12:15-12:30,0,0,22.86,0,42,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.52,45.53,0,0,0,0,0,139.69,1.79,0,0,0,0,0,118.76,20.55,29.81,0,0,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,2.33,12.41,0,0,0,20.8,0,0,0,331.88,0,0,0

51,12:30-12:45,0,0,26.9,0,41.9,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.52,45.53,0,0,0,0,0,139.69,1.79,0,0,0,0,0,118.76,20.55,35.33,0,0,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,2.33,0,0,0,0,20.8,0,0,0,331.88,0,0,0

52,12:45-13:00,0,0,26.9,0,41.9,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.52,45.53,0,0,0,0,0,139.69,1.79,0,0,0,0,0,118.76,20.55,35.33,0,0,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,2.33,0,0,0,0,20.8,0,0,0,331.88,0,0,0

53,13:00-13:15,0,0,32.28,0,41.9,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.52,45.53,0,0,0,0,0,139.69,1.79,0,0,0,0,0,118.76,20.55,35.33,0,0,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,2.33,0,0,0,0,20.8,0,0,0,331.88,0,0,0

54,13:15-13:30,0,0,32.28,0,41.68,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.52,45.53,0,0,0,0,0,139.69,1.79,0,0,0,0,0,118.76,20.55,35.33,0,0,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,2.33,0,0,0,0,20.8,0,0,0,331.88,0,0,0

55,13:30-13:45,0,0,32.28,0,41.68,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.52,45.53,0,0,0,0,0,139.69,1.03,0,0,0,0,0,118.76,20.55,35.33,0,0,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,13.95,0,0,0,0,20.8,0,0,0,331.88,0,0,0

56,13:45-14:00,0,0,32.28,0,41.48,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.52,45.53,0,0,0,0,0,139.69,1.03,0,0,0,0,0,118.76,20.55,35.33,0,0,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,69.72,0,0,0,0,20.8,0,0,0,331.88,0,0,0

57,14:00-14:15,0,0,32.28,0,41.48,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.52,45.53,0,0,0,0,0,139.69,1.03,0,0,0,0,0,118.76,20.55,35.33,0,0,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,69.72,12.41,0,0,0,20.8,0,0,0,331.88,0,0,0

58,14:15-14:30,0,0,32.28,0,41.48,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.52,45.53,0,0,0,0,0,139.69,1.03,0,0,0,0,0,118.76,20.55,35.33,0,0,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,69.72,12.41,0,0,0,20.8,0,0,0,331.88,0,0,0

59,14:30-14:45,0,0,22.86,0,41.48,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.52,45.53,0,0,0,0,0,139.69,1.79,0,0,0,0,0,118.76,20.55,35.33,0,0,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,69.72,24.83,0,0,0,20.8,0,0,0,331.88,0,0,0

60,14:45-15:00,0,0,22.86,0,41.48,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.52,45.53,0,0,0,0,0,139.69,1.79,0,0,0,0,0,118.76,20.55,35.33,0,0,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,69.72,24.83,0,0,0,20.8,0,0,0,331.88,0,0,0

61,15:00-15:15,0,0,22.86,0,41.48,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.52,45.53,0,0,0,0,0,139.69,1.79,0,0,0,0,0,118.76,20.55,35.33,0,0,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,13.95,24.83,0,0,0,20.8,0,0,0,331.88,0,0,0

62,15:15-15:30,2.75,0,22.86,0,41.48,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.52,45.53,0,0,0,0,0,139.69,1.79,0,0,0,0,0,118.76,20.55,35.33,0,0,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,2.33,24.83,0,0,0,20.8,0,0,0,331.88,0,0,0

