Block,Time,CHAMERA1,NJPC,NLCTS2EXP,RAMPUR,TANAKPUR,TEHRI,UNCHAHAR4,URI2,AURY_CRF,AURY_GF,DHAULIGNGA,DULHASTI,RSTPSU7,TALST2,DADRT2,JHAJJAR,KKNP,RAPPC,RIHAND1,RIHAND3,ANTA_GF,ANTA_LF,NLCIIST1,RAPPB,SALAL,SEWA2,SINGRAULI,DADRI_CRF,FSTPP I & II,KHSTPP-II,KKNPPU2,KOLDAM,KUDGI,MAPS,NLCEXP,SASAN,AURY_LF,DADRI_GF,DADRI_LF,BRBCL,KISHANGANGA,NNTPP,TALA,UNCHAHAR1,UNCHAHAR2,ANTA_CRF,BSIUL,KGSU1AND2,KOTESHWR,NLCIIST2,RIHAND2,SIMHST1,TANDA2,TelanganaSTPP,UNCHAHAR3,URI,ANTA_RF,AURY_RF,CHAMERA2,CHAMERA3,KGSU3AND4,KHSTPP-I,NAPP,NTPL,PARBATI3,RSTPSU1TO6,SIMHST2,SINGRAULI_HYDRO,VALLURNTECL,DADRI_RF
22,05:15-05:30,42.15,167.1,0,3.54,8.33,66.86,1.62,29.56,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,94.65,127.6,0,16.08,0,0,73.21,0,124.63,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,4.32,0,9.47,20.96,43.71,0,0,0,28.98,0,121.71,0,2.89,0,27.05,35.33,32.05,77.94,44.22,32.08,0,32.17,44.86,0,36.54,0,0,0.9,0,79.72

23,05:30-05:45,42.15,167.1,0,3.54,8.33,66.86,1.62,32.51,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,94.65,127.6,0,16.08,0,0,73.21,0,124.63,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,4.32,0,9.11,20.96,43.71,0,0,0,28.98,0,121.71,0,2.89,0,27.05,35.33,32.05,77.94,44.22,32.08,0,32.17,44.86,0,36.54,0,0,0.9,0,79.72

24,05:45-06:00,42.15,167.1,0,3.54,8.33,66.86,1.62,32.51,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,94.65,127.6,0,16.08,0,0,73.21,0,124.63,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,4.32,0,8.8,20.96,43.71,0,0,0,28.98,0,121.71,0,2.89,0,27.05,35.33,32.05,77.94,44.22,32.08,0,32.17,44.86,0,53.4,0,0,0.9,0,79.72

25,06:00-06:15,42.15,167.1,0,3.54,2.56,66.86,1.62,32.51,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,94.65,127.6,0,15.84,0,0,73.21,0,124.63,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,4.32,0,8.64,20.96,43.217,0,0,0,28.98,0,121.71,0,2.89,0,27.05,35.33,31.46,77.33,44.22,32.08,0,32.17,44.86,0,53.4,0,0,0.9,0,76.88

26,06:15-06:30,42.15,167.1,0,3.54,2.56,66.86,0.016,32.51,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,94.65,127.6,0,15.84,0,0,73.21,0,124.63,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,4.32,0,8.64,20.96,42.41,0,0,0,28.98,0,121.71,0,2.89,0,27.05,41.95,31.46,77.33,44.22,32.08,0,32.17,44.86,0,53.4,0,0,0.9,0,76.88

27,06:30-06:45,42.15,167.1,0,3.54,5.13,66.86,0.016,32.51,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,94.65,127.6,0,15.84,0,0,73.21,0,120.74,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,4.32,0,8.68,20.96,42.41,0,0,0,28.98,0,121.71,0,2.89,0,27.05,41.95,31.46,77.33,44.22,32.08,0,32.17,44.86,0,36.54,0,0,0.9,0,76.88

28,06:45-07:00,42.15,167.1,0,3.54,9.61,50.14,0.016,32.51,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,94.65,127.6,0,15.84,0,0,73.21,0,120.74,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,4.32,0,8.82,20.96,42.41,0,0,0,28.98,0,121.71,0,2.89,0,27.05,35.33,31.46,77.33,44.22,32.08,0,32.17,44.86,0,36.54,0,0,0.9,0,76.88

29,07:00-07:15,42.15,167.1,0,3.54,12.81,50.14,1.62,24.38,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,94.65,127.6,0,15.84,0,0,73.21,5.79,120.74,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,4.32,0,8.91,20.96,43.71,0,0,0,19.32,0,121.71,0,2.89,0,27.05,35.33,31.46,77.33,44.22,32.08,0,32.17,44.86,0,36.54,0,0,0.9,0,76.88

30,07:15-07:30,42.15,167.1,0,3.54,9.61,33.43,1.62,24.38,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,94.65,127.6,0,15.84,0,0,73.21,11.57,120.74,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,4.32,0,9.06,20.96,43.71,0,0,0,19.32,0,121.71,0,2.89,0,27.05,35.33,31.46,77.33,44.22,32.08,0,32.17,44.86,0,21.08,0,0,0.9,0,76.88

31,07:30-07:45,42.15,167.1,0,3.54,9.61,33.43,1.62,24.38,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,47.33,127.6,0,15.84,0,0,73.21,16.71,120.74,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,4.32,0,9.06,20.96,43.71,0,0,0,19.32,0,121.71,0,2.89,0,27.05,35.33,31.46,77.33,44.22,32.08,0,32.17,44.86,0,21.08,0,0,0.9,0,76.88

32,07:45-08:00,42.15,167.1,0,3.54,12.81,16.71,1.62,24.38,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,47.33,127.6,0,15.84,0,0,73.21,17.37,120.74,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,4.32,0,9.06,20.96,43.71,0,0,0,19.32,0,121.71,0,2.89,0,27.05,35.33,31.46,77.33,44.22,32.08,0,32.17,44.86,0,21.08,0,0,0.9,0,76.88

33,08:00-08:15,42.15,167.1,0,3.54,9.61,16.71,1.62,26.6,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,47.33,127.6,0,15.61,0,0,73.21,17.37,120.74,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,4.32,0,9.06,20.96,43.71,0,0,0,19.32,0,121.71,0,2.89,0,27.05,35.33,31.1,77.33,44.22,32.08,0,32.17,44.86,0,30.92,0,0,0.9,0,76.88

34,08:15-08:30,42.15,167.1,0,3.54,9.61,0,1.62,26.6,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,47.33,127.6,0,15.61,0,0,73.21,17.37,120.74,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,4.32,0,9.06,20.96,43.71,0,0,0,19.32,0,121.71,0,2.89,0,27.05,35.33,31.1,77.33,44.22,32.08,0,32.17,44.86,0,30.92,0,0,0.9,0,76.88

35,08:30-08:45,42.15,167.1,0,3.54,12.81,0,1.62,26.6,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,45.27,115.07,0,15.61,0,0,73.21,17.37,120.74,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,4.32,0,9.06,20.96,43.71,0,0,0,19.32,0,121.71,0,2.89,0,27.05,35.33,31.1,77.33,44.22,32.08,0,32.17,44.86,0,30.92,0,0,0.9,0,76.88

36,08:45-09:00,42.15,167.1,0,3.54,9.61,0,1.62,26.6,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,45.27,115.07,0,15.61,0,0,73.21,17.37,120.74,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,4.32,0,9.35,20.96,43.71,0,0,0,19.32,0,121.71,0,2.89,0,27.05,35.33,31.1,77.33,44.22,32.08,0,32.17,44.86,0,30.92,0,0,0.9,0,76.88

37,09:00-09:15,42.15,167.1,0,3.54,9.61,0,1.62,24.38,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,45.27,115.07,0,15.61,0,0,73.21,17.37,120.74,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,4.32,0,8.96,20.96,43.71,0,0,0,19.32,0,121.71,0,2.89,0,27.05,41.95,31.1,77.33,44.22,32.08,0,32.17,44.86,0,21.08,0,0,0.9,0,76.88

38,09:15-09:30,42.15,167.1,0,3.54,12.81,0,1.62,24.38,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,45.27,115.07,0,15.61,0,0,73.21,17.37,120.74,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,4.32,0,8.96,20.96,43.71,0,0,0,19.32,0,121.71,0,2.89,0,27.05,41.95,31.1,77.33,44.22,32.08,0,32.17,44.86,0,21.08,0,0,0.9,0,76.88

39,09:30-09:45,42.15,167.1,0,3.54,9.61,0,1.62,24.38,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,45.27,115.07,0,15.61,0,0,73.21,17.37,120.74,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,4.32,0,8.96,20.96,43.71,0,0,0,19.32,0,121.71,0,2.89,0,27.05,35.33,31.1,77.33,44.22,32.08,0,32.17,44.86,0,21.08,0,0,0.9,0,76.88

40,09:45-10:00,42.15,167.1,0,3.54,9.61,0,1.62,24.38,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,45.27,115.07,0,15.61,0,0,73.21,17.37,120.74,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,4.32,0,8.96,20.96,43.71,0,0,0,19.32,0,121.71,0,2.89,0,27.05,35.33,31.1,77.33,44.22,32.08,0,32.17,44.86,0,21.08,0,0,0.9,0,76.88

41,10:00-10:15,42.15,167.1,0,3.54,8.96,0,1.62,29.56,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,45.27,115.07,0,15.61,0,0,73.21,17.37,120.74,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,4.32,0,10.47,20.96,43.71,0,0,0,19.32,0,121.71,0,2.89,0,27.05,44.16,31.1,77.33,44.22,32.08,0,32.17,44.86,0,30.92,0,0,0.9,0,74.03

42,10:15-10:30,42.15,167.1,0,3.54,8.96,0,1.62,29.56,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,45.27,115.07,0,15.38,0,0,73.21,17.37,120.74,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,4.32,0,10.32,20.96,43.71,0,0,0,19.32,0,121.71,0,2.89,0,27.05,44.16,30.75,77.33,44.22,32.08,0,32.17,44.86,0,30.92,0,0,0.9,0,74.03

43,10:30-10:45,42.15,167.1,0,3.54,8.96,0,1.62,29.56,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,45.27,115.07,0,15.38,0,0,73.21,17.37,120.74,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,4.32,0,10.17,20.96,43.71,0,0,0,19.32,0,121.71,0,2.89,0,27.05,44.16,30.75,77.33,44.22,32.08,0,32.17,44.86,0,30.92,0,0,0.9,0,74.03

44,10:45-11:00,42.15,167.1,0,3.54,8.96,16.71,1.62,29.56,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,45.27,115.07,0,15.38,0,0,73.21,17.37,120.74,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,4.32,0,13.08,20.96,43.71,0,0,0,19.32,0,121.71,0,2.89,0,27.05,44.16,30.75,77.33,44.22,32.08,0,32.17,44.86,0,30.92,0,0,0.9,0,74.03

45,11:00-11:15,42.15,167.1,0,3.54,8.96,16.71,1.62,29.56,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,45.27,115.07,0,15.38,0,0,46.48,17.37,120.74,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,2.88,0,12.94,20.96,43.71,0,0,0,19.32,0,121.71,0,2.89,0,27.05,36.43,30.75,77.33,44.22,32.08,0,32.17,44.86,0,17.99,0,0,0.9,0,74.03

46,11:15-11:30,42.15,167.1,0,3.54,8.96,33.43,1.62,29.56,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,45.27,115.07,0,15.38,0,0,46.48,17.37,120.74,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,2.88,0,12.94,20.96,43.71,0,0,0,19.32,0,121.71,0,2.89,0,27.05,36.43,30.75,77.33,44.22,32.08,0,32.17,44.86,0,17.99,0,0,0.9,0,74.03

47,11:30-11:45,42.15,167.1,0,3.54,8.96,50.14,1.62,29.56,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,45.27,127.6,0,15.38,0,0,46.48,11.58,120.74,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,2.88,0,12.79,20.96,43.71,0,0,0,19.32,0,121.71,0,2.89,0,27.05,36.43,30.75,77.33,44.22,32.08,0,32.17,44.86,0,17.99,0,0,0.9,0,74.03

48,11:45-12:00,42.15,167.1,0,3.54,8.96,50.14,1.62,29.56,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,45.27,127.6,0,15.38,0,0,46.48,11.58,120.74,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,2.88,0,12.49,20.96,43.71,0,0,0,19.32,0,121.71,0,2.89,0,27.05,36.43,30.75,77.33,44.22,32.08,0,32.17,44.86,0,17.99,0,0,0.9,0,74.03

49,12:00-12:15,42.15,167.1,0,3.54,6.4,50.14,1.62,29.56,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,45.27,127.6,0,15.26,0,0,46.48,5.79,120.74,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,2.88,0,12.49,20.96,43.71,0,0,0,19.32,0,121.71,0,2.89,0,27.05,36.43,30.28,77.08,44.22,32.08,0,32.17,44.86,0,21.08,0,0,0.9,0,74.03

50,12:15-12:30,42.15,167.1,0,3.54,6.4,50.14,1.62,29.56,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,45.27,127.6,0,15.26,0,0,46.48,5.79,120.74,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,2.88,0,12.49,20.96,43.71,0,0,0,19.32,0,121.71,0,2.89,0,27.05,36.43,30.28,77.08,44.22,32.08,0,32.17,44.86,0,21.08,0,0,0.9,0,74.03

51,12:30-12:45,42.15,167.1,0,3.54,6.4,50.14,1.62,29.56,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,45.27,127.6,0,15.26,0,0,46.48,5.79,120.74,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,2.88,0,12.05,20.96,43.71,0,0,0,19.32,0,121.71,0,2.89,0,27.05,36.43,30.28,77.08,44.22,32.08,0,32.17,44.86,0,21.08,0,0,0.9,0,74.03

52,12:45-13:00,42.15,167.1,0,3.54,6.4,50.14,1.62,29.56,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,45.27,127.6,0,15.26,0,0,63.92,5.79,120.74,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,2.88,0,12.05,20.96,43.71,0,0,0,19.32,0,121.71,0,2.89,0,27.05,36.43,30.28,77.08,44.22,32.08,0,32.17,44.86,0,21.08,0,0,0.9,0,74.03

53,13:00-13:15,42.15,167.1,0,3.54,6.4,50.14,1.62,29.56,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,45.27,127.6,0,15.26,0,0,75.52,5.79,120.74,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,2.88,0,12.21,20.96,43.71,0,13.04,0,19.32,0,121.71,0,2.89,0,27.05,36.43,30.28,77.08,44.22,32.08,0,32.17,44.86,0,17.99,0,0,0.9,0,74.03

54,13:15-13:30,42.15,167.1,0,3.54,6.4,50.14,1.62,29.56,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,45.27,127.6,0,15.26,0,0,75.52,5.79,120.74,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,2.88,0,12.21,20.96,43.71,0,13.04,0,19.32,0,121.71,0,2.89,0,27.05,36.43,30.28,77.08,44.22,32.08,0,32.17,44.86,0,17.99,0,0,0.9,0,74.03

55,13:30-13:45,42.15,167.1,0,3.54,8.96,50.14,1.62,29.56,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,45.27,127.6,0,15.26,0,0,75.52,5.79,120.74,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,2.88,0,12.21,20.96,43.71,0,13.04,0,19.32,0,121.71,0,2.89,0,27.05,36.43,30.28,77.08,44.22,32.08,0,32.17,44.86,0,17.99,0,0,0.9,0,74.03

56,13:45-14:00,42.15,167.1,0,3.54,9.61,50.14,1.62,29.56,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,45.27,127.6,0,15.26,0,0,75.52,5.79,120.74,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,2.88,0,12.21,20.96,43.71,0,13.04,0,19.32,0,121.71,0,2.89,0,27.05,36.43,30.28,77.08,44.22,32.08,0,32.17,44.86,0,17.99,0,0,0.9,0,74.03

