Block,Time,KGSU1AND2,NLCIIST2,PARBATI3,SALAL,SASAN,SIMHST1,SINGRAULI,UNCHAHAR1,AURY_CRF,DADRI_CRF,BRBCL,DHAULIGNGA,KHSTPP-I,KHSTPP-II,KKNPPU2,RSTPSU1TO6,DADRI_LF,CHAMERA2,CHAMERA3,DADRT2,NJPC,NLCIIST1,RIHAND2,RSTPSU7,SEWA2,AURY_GF,DULHASTI,KOLDAM,KOTESHWR,KUDGI,PARBATI2,RAPPD,TANAKPUR,UNCHAHAR3,ANTA_CRF,ANTA_RF,BSIUL,KGSU3AND4,NAPP,NNTPP,RAPPB,RIHAND1,UNCHAHAR4,JHAJJAR,KISHANGANGA,KKNP,MAPS,NLCTS2EXP,NTPL,RIHAND3,SINGRAULI_HYDRO,TANDA2,UNCHAHAR2,ANTA_GF,ANTA_LF,AURY_LF,AURY_RF,CHAMERA1,FSTPP I & II,NLCEXP,RAMPUR,TALA,TEHRI,TelanganaSTPP,URI,RAPPC,SIMHST2,TALST2,URI2,VALLURNTECL,DADRI_GF,DADRI_RF
15,03:30-03:45,0,0,50.64,79.01,405,0,107.61,21.94,0,0,20,32.83,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,122.18,0,0,0,58.69,9.59,10.43,0,48.84,0,1.79,27.68,0,52.22,13.04,0,25.64,0,0,95.03,3.2,670.67,8.63,0,0,0,0,95.79,1,5.7,45,0,0,0,80.77,42.15,20.8,0,6.98,1.76,30.33,0,50.79,67.71,0,0,38.1,0,0,98.41

16,03:45-04:00,0,0,50.64,79.01,405,0,107.61,21.94,0,0,20,32.83,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,122.18,0,0,0,58.69,9.59,10.43,0,48.84,0,1.79,27.68,0,52.22,13.04,0,25.64,0,0,95.03,3.2,670.67,8.63,0,0,0,0,95.79,1,5.7,45,0,0,0,80.77,42.15,20.8,0,6.98,1.76,30.33,0,50.79,67.71,0,0,38.1,0,0,98.41

17,04:00-04:15,0,0,58.31,79.01,405,0,107.61,21.94,0,0,20,21.88,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,122.18,0,0,0,58.69,9.59,10.43,0,48.84,0,1.79,27.68,0,52.22,13.04,0,25.64,0,0,95.03,3.2,670.67,8.63,0,0,0,0,128.09,1,5.7,45,0,0,0,80.77,42.15,20.8,0,6.98,2.35,30.33,0,50.79,67.71,0,0,38.1,0,0,98.41

18,04:15-04:30,0,0,58.31,79.01,405,0,107.61,21.94,0,0,20,21.88,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,122.18,0,0,0,58.69,9.59,10.43,0,48.84,0,1.79,27.68,0,52.22,13.04,0,25.64,0,0,95.03,3.2,670.67,8.63,0,0,0,0,128.09,1,5.7,45,0,0,0,80.77,42.15,20.8,0,6.98,2.35,30.33,0,50.79,67.71,0,0,38.1,0,0,98.41

19,04:30-04:45,0,0,58.31,79.01,405,0,107.61,21.94,0,0,20,21.88,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,122.18,0,0,0,58.69,9.59,10.43,0,48.84,0,1.79,27.68,0,52.22,13.04,0,25.64,0,0,95.03,3.2,670.67,8.63,0,0,0,0,128.09,1,5.7,45,0,0,0,80.77,42.15,20.8,0,6.98,2.35,30.33,0,50.79,67.71,0,0,38.1,0,0,98.41

20,04:45-05:00,0,0,58.31,79.01,405,0,107.61,21.94,0,0,20,21.88,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,122.18,0,0,0,58.69,9.59,10.43,0,48.84,0,1.79,27.68,0,52.22,13.04,0,25.64,0,0,95.03,3.2,670.67,8.63,0,0,0,0,128.09,1,5.7,45,0,0,0,80.77,42.15,20.8,0,6.98,2.35,20.22,0,50.79,67.71,0,0,38.1,0,0,98.41

21,05:00-05:15,0,0,58.31,79.01,405,0,107.61,21.94,0,0,20,21.88,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,122.18,0,0,0,58.69,9.59,10.43,0,48.84,0,1.79,27.68,0,52.22,13.04,0,25.64,0,0,95.03,3.2,670.67,8.63,0,0,0,0,128.09,1,5.7,45,0,0,0,80.77,42.15,20.8,0,6.98,2.35,20.22,0,50.79,67.71,0,0,38.1,0,0,98.41

22,05:15-05:30,0,0,58.31,79.01,405,0,107.61,21.94,0,0,20,21.88,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,122.18,0,0,0,58.69,9.59,10.43,0,48.84,0,1.79,27.68,0,52.22,13.04,0,25.64,0,0,95.03,3.2,670.67,8.63,0,0,0,0,128.09,1,5.7,45,0,0,0,80.77,42.15,20.8,0,6.98,2.35,20.22,0,50.79,67.71,0,0,38.1,0,0,98.41

23,05:30-05:45,0,0,58.31,79.01,405,0,107.61,21.94,0,0,20,21.88,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,122.18,0,0,0,58.69,9.59,10.43,0,48.84,0,1.79,27.68,0,52.22,13.04,0,25.64,0,0,95.03,3.2,670.67,8.63,0,0,0,0,128.09,1,5.7,45,0,0,0,80.77,42.15,20.8,0,6.98,1.67,20.22,0,50.79,67.71,0,0,38.1,0,0,98.41

24,05:45-06:00,0,0,58.31,79.01,405,0,107.61,21.94,0,0,20,21.88,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,122.18,0,0,0,58.69,9.59,10.43,0,48.84,0,1.79,27.68,0,52.22,13.04,0,25.64,0,0,95.03,3.2,670.67,8.63,0,0,0,0,128.09,1,5.7,45,0,0,0,80.77,42.15,20.8,0,6.98,0.88,20.22,0,50.79,67.71,0,0,38.1,0,0,98.41

25,06:00-06:15,0,0,58.31,79.01,405,0,107.61,21.94,0,0,20,21.88,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,122.18,0,0,0,58.69,9.59,10.43,0,48.84,0,1.79,27.68,0,52.22,13.04,0,25.64,0,0,95.03,3.2,670.67,8.63,0,0,0,0,128.09,1.02,5.7,45,0,0,0,80.77,42.15,20.8,0,6.98,0.88,20.22,0,50.79,67.71,0,0,38.1,0,0,98.41

26,06:15-06:30,0,0,58.31,79.01,405,0,107.61,21.94,0,0,20,21.88,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,122.18,0,0,0,58.69,9.59,10.43,0,48.84,0,2.05,27.68,0,52.22,13.04,0,25.64,0,0,95.03,3.2,670.67,8.63,0,0,0,0,128.09,1.02,5.7,45,0,0,0,80.77,42.15,20.8,0,6.98,0.88,20.22,0,50.79,67.71,0,0,38.1,0,0,98.41

27,06:30-06:45,0,0,58.31,79.01,405,0,107.61,21.94,0,0,20,21.88,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,122.18,0,0,0,58.69,9.59,10.43,0,48.84,0,2.05,27.68,0,52.22,13.04,0,25.64,0,0,95.03,3.2,670.67,8.63,0,0,0,0,128.09,1.02,5.7,45,0,0,0,80.77,42.15,20.8,0,6.98,2.85,20.22,0,50.79,67.71,0,0,38.1,0,0,98.41

28,06:45-07:00,0,0,58.31,79.01,405,0,107.61,21.94,0,0,20,21.88,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,122.18,0,0,0,58.69,9.59,10.43,0,48.84,0,2.05,27.68,0,52.22,13.04,0,25.64,0,0,95.03,3.2,670.67,8.63,0,0,0,0,128.09,1.02,5.7,45,0,0,0,80.77,42.15,20.8,0,6.98,2.85,20.22,0,50.79,67.71,0,0,38.1,0,0,98.41

29,07:00-07:15,0,0,58.31,79.01,405,0,107.61,21.94,0,0,20,21.88,33.38,148.3,0,0,0,48.81,35.03,344.46,180.89,0,122.18,0,0,0,58.69,9.59,10.43,0,48.84,0,2.05,27.68,0,51.83,19.56,0,25.64,0,0,95.03,3.2,670.67,8.63,0,0,0,0,128.09,1.02,5.7,45,0,0,0,80.77,42.15,20.8,0,6.98,1.18,20.22,0,50.79,67.71,0,0,38.1,0,0,98.41

30,07:15-07:30,0,0,58.31,79.01,405,0,112.11,21.94,0,0,20,21.88,33.38,148.3,0,0,0,48.81,35.03,344.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,48.84,0,2.05,27.68,0,51.83,19.56,0,25.64,0,0,97.23,3.2,670.67,8.63,0,0,0,0,130.79,1.02,5.7,45,0,0,0,80.77,42.15,20.8,0,6.98,1.18,20.22,0,50.79,67.71,0,0,38.1,0,0,98.41

31,07:30-07:45,0,0,58.31,79.01,405,0,112.11,21.94,0,0,20,21.88,33.38,148.3,0,0,0,48.81,35.03,344.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,48.84,0,6.27,27.68,0,51.83,19.56,0,25.64,0,0,97.23,3.2,670.67,8.63,0,0,0,0,130.79,1.02,5.7,45,0,0,0,80.77,42.15,20.8,0,6.98,1.18,10.11,0,50.79,67.71,0,0,38.1,0,0,98.41

32,07:45-08:00,0,0,58.31,79.01,405,0,112.11,21.94,0,0,20,21.88,33.38,148.3,0,0,0,48.81,35.03,344.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,48.84,0,6.27,27.68,0,51.83,19.56,0,25.64,0,0,97.23,3.2,670.67,8.63,0,0,0,0,130.79,1.02,5.7,45,0,0,0,80.77,42.15,20.8,0,6.98,1.18,10.11,0,50.79,67.71,0,0,38.1,0,0,98.41

33,08:00-08:15,0,0,42.96,79.01,405,0,112.11,21.94,0,0,20,21.88,33.38,148.3,0,0,0,48.81,35.03,344.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,48.84,0,6.27,27.68,0,51.17,13.04,0,25.64,0,0,97.23,3.2,670.67,8.63,0,0,0,0,130.79,1.02,5.7,45,0,0,0,80.77,42.15,20.8,0,6.98,1.18,9.63,0,52.99,67.71,0,0,38.1,0,0,98.41

34,08:15-08:30,0,0,42.96,79.01,405,0,112.11,21.94,0,0,20,21.88,33.38,148.3,0,0,0,48.81,35.03,344.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,48.84,0,6.27,27.68,0,51.17,13.04,0,25.64,0,0,97.23,3.2,670.67,8.63,0,0,0,0,130.79,1.02,5.7,45,0,0,0,80.77,42.15,20.8,0,6.98,1.18,0,0,52.99,67.71,0,0,38.1,0,0,98.41

35,08:30-08:45,0,0,42.96,79.01,410.62,0,112.11,21.94,0,0,20,21.88,33.38,148.3,0,0,0,48.81,35.03,344.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,41.33,0,3.07,27.68,0,51.17,13.04,0,25.64,0,0,97.23,3.2,670.67,8.63,0,0,0,0,130.79,1.02,5.7,45,0,0,0,80.77,42.15,20.8,0,6.98,1.18,0,0,52.99,67.71,0,0,38.1,0,0,98.41

36,08:45-09:00,0,0,42.96,79.01,410.62,0,112.11,21.94,0,0,20,21.88,33.38,148.3,0,0,0,48.81,35.03,344.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,41.33,0,3.07,27.68,0,51.17,13.04,0,25.64,0,0,97.23,3.2,670.67,8.63,0,0,0,0,130.79,1.02,5.7,45,0,0,0,80.77,42.15,20.8,0,6.98,1.18,0,0,52.99,67.71,0,0,38.1,0,0,98.41

37,09:00-09:15,0,0,42.96,79.01,410.62,0,112.11,21.94,0,0,20,21.88,33.38,148.3,0,0,0,48.81,35.03,344.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,41.33,0,2.56,27.68,0,51.17,13.04,0,25.64,0,0,97.23,3.2,670.67,8.63,0,0,0,0,130.79,1.02,5.7,45,0,0,0,80.77,42.15,20.8,0,6.98,1.18,0,0,52.99,67.71,0,0,38.1,0,0,98.41

38,09:15-09:30,0,0,42.96,79.01,410.62,0,112.11,21.94,0,0,20,21.88,33.38,148.3,0,0,0,48.81,35.03,344.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,41.33,0,2.56,27.68,0,51.17,13.04,0,25.64,0,0,97.23,3.2,670.67,8.63,0,0,0,0,130.79,1.02,5.7,45,0,0,0,80.77,42.15,20.8,0,6.98,1.18,0,0,52.99,67.71,0,0,38.1,0,0,98.41

39,09:30-09:45,0,0,42.96,79.01,410.62,0,112.11,21.94,0,0,20,21.88,33.38,148.3,0,0,0,48.81,35.03,344.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,41.33,0,2.56,27.68,0,51.17,11,0,25.64,0,0,97.23,3.2,608.67,8.63,0,0,0,0,130.79,1.02,5.7,45,0,0,0,80.77,42.15,20.8,0,6.98,2.06,0,0,52.99,67.71,0,0,38.1,0,0,98.41

40,09:45-10:00,0,0,42.96,79.01,410.62,0,112.11,21.94,0,0,20,21.88,33.38,148.3,0,0,0,48.81,35.03,344.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,41.33,0,2.56,27.68,0,51.17,11,0,25.64,0,0,97.23,3.2,608.67,8.63,0,0,0,0,130.79,1.02,5.7,45,0,0,0,80.77,24.26,20.8,0,6.98,2.06,0,0,52.99,67.71,0,0,38.1,0,0,98.41

41,10:00-10:15,0,0,39.28,79.01,410.62,0,112.11,21.94,0,0,20,21.91,33.38,148.3,0,0,0,48.81,35.03,344.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,31.19,0,2.56,27.68,0,51.17,11,0,25.64,0,0,97.23,3.2,608.67,8.63,0,0,0,0,130.79,1.02,5.7,45,0,0,0,80.77,24.26,20.8,0,6.98,2.06,0,0,52.99,67.71,0,0,38.1,0,0,98.41

42,10:15-10:30,0,0,39.28,79.01,410.62,0,112.11,21.94,0,0,20,21.91,33.38,148.3,0,0,0,48.81,35.03,344.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,31.19,0,2.56,27.68,0,51.17,11,0,25.64,0,0,97.23,3.2,583.67,8.63,0,0,0,0,130.79,1.02,5.7,45,0,0,0,80.77,12.01,20.8,0,6.98,2.06,0,0,52.99,67.71,0,0,38.1,0,0,98.41

43,10:30-10:45,0,0,39.28,79.01,410.62,0,112.11,21.94,0,0,20,21.91,33.38,148.3,0,0,0,48.81,35.03,344.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,31.19,0,2.56,27.68,0,51.17,6.52,0,25.64,0,0,97.23,3.2,583.67,8.63,0,0,0,0,130.79,1.02,5.7,45,0,0,0,80.77,0,20.8,0,6.98,2.06,0,0,52.99,67.71,0,0,38.1,0,0,98.41

44,10:45-11:00,0,0,39.28,79.01,410.62,0,112.11,21.94,0,0,20,21.88,33.38,148.3,0,0,0,48.81,35.03,344.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,31.19,0,2.56,27.68,0,51.17,6.52,0,25.64,0,0,97.23,3.2,583.67,8.63,0,0,0,0,130.79,1.02,5.7,45,0,0,0,80.77,0,20.8,0,6.98,2.06,0,0,52.99,67.71,0,0,38.1,0,0,98.41

45,11:00-11:15,0,0,39.28,53.45,410.62,0,112.11,21.94,0,0,20,21.88,33.38,148.3,0,0,0,48.81,35.03,344.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,31.19,0,2.56,27.68,0,50.51,6.52,0,25.64,0,0,97.23,3.2,583.67,8.63,0,0,0,0,130.79,1.02,5.7,45,0,0,0,80.77,0,20.8,0,6.98,2.06,0,0,50.79,67.71,0,0,38.1,0,0,98.41

46,11:15-11:30,0,0,39.28,53.45,410.62,0,112.11,21.94,0,0,20,21.88,33.38,148.3,0,0,0,48.81,35.03,344.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,31.19,0,2.56,27.68,0,50.51,6.52,0,25.64,0,0,97.23,3.2,583.67,8.63,0,0,0,0,130.79,1.02,5.7,45,0,0,0,80.77,0,20.8,0,6.98,2.06,0,0,50.79,67.71,0,0,38.1,0,0,98.41

47,11:30-11:45,0,0,39.28,53.45,410.62,0,112.11,21.94,0,0,20,21.88,33.38,148.3,0,0,0,48.81,35.03,344.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,31.19,0,2.56,27.68,0,50.51,6.52,0,25.64,0,0,97.23,3.2,583.67,8.63,0,0,0,0,130.79,1.02,5.7,45,0,0,0,80.77,0,20.8,0,6.98,2.06,0,0,50.79,67.71,0,0,38.1,0,0,98.41

48,11:45-12:00,0,0,39.28,53.45,410.62,0,112.11,21.94,0,0,20,21.88,33.38,148.3,0,0,0,48.81,35.03,344.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,31.19,0,2.56,27.68,0,50.51,6.52,0,25.64,0,0,97.23,3.2,583.67,8.63,0,0,0,0,130.79,1.02,5.7,45,0,0,0,80.77,0,20.8,0,6.98,2.06,0,0,50.79,67.71,0,0,38.1,0,0,98.41

49,12:00-12:15,0,0,39.28,69.72,410.62,0,112.11,21.94,0,0,20,10.95,33.38,148.3,0,0,0,48.81,35.03,344.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,31.19,0,2.56,27.68,0,49.86,6.52,0,25.64,0,0,97.23,3.2,583.67,8.63,0,0,0,0,130.79,1,5.7,45,0,0,0,80.77,0,20.8,0,6.98,2.65,0,0,50.79,67.71,0,0,38.1,0,0,98.41

50,12:15-12:30,0,0,39.28,80.18,410.62,0,112.11,21.94,0,0,20,10.95,33.38,148.3,0,0,0,48.81,35.03,344.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,31.19,0,2.56,27.68,0,49.86,6.52,0,25.64,0,0,97.23,3.2,583.67,8.63,0,0,0,0,130.79,1,5.7,45,0,0,0,80.77,0,20.8,0,6.98,2.65,0,0,50.79,67.71,0,0,38.1,0,0,98.41

51,12:30-12:45,0,0,39.28,84.24,410.62,0,112.11,21.94,0,0,20,10.95,33.38,148.3,0,0,0,48.81,35.03,344.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,31.19,0,5.64,27.68,0,49.86,6.52,0,25.64,0,0,97.23,3.2,583.67,8.63,0,0,0,0,130.79,1,5.7,45,0,0,0,80.77,0,20.8,0,6.98,2.65,0,0,50.79,67.71,0,0,38.1,0,0,98.41

52,12:45-13:00,0,0,39.28,84.24,410.62,0,112.11,21.94,0,0,20,10.95,33.38,148.3,0,0,0,48.81,35.03,344.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,31.19,0,5.64,27.68,0,49.86,6.52,0,25.64,0,0,97.23,3.2,583.67,8.63,0,0,0,0,130.79,1,5.7,45,0,0,0,80.77,0,20.8,0,6.98,2.65,0,0,50.79,67.71,0,0,38.1,0,0,98.41

53,13:00-13:15,0,0,39.28,84.24,410.62,0,112.11,21.94,0,0,20,10.95,33.38,148.3,0,0,0,48.81,35.03,309.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,31.19,0,5.64,27.68,0,49.86,6.52,0,25.64,0,0,97.23,3.2,583.67,8.63,0,0,0,0,130.79,1,5.7,45,0,0,0,80.77,0,20.8,0,6.98,2.65,0,0,50.79,67.71,0,0,38.1,0,0,98.41

54,13:15-13:30,0,0,39.28,84.24,410.62,0,112.11,21.94,0,0,20,10.95,33.38,148.3,0,0,0,48.81,35.03,274.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,31.19,0,5.64,27.68,0,49.2,6.52,0,25.64,0,0,97.23,3.2,583.67,8.63,0,0,0,0,130.79,1,5.7,45,0,0,0,80.77,0,20.8,0,6.98,2.65,0,0,50.79,67.71,0,0,38.1,0,0,98.41

55,13:30-13:45,0,0,39.28,84.24,410.62,0,112.11,21.94,0,0,20,10.95,33.38,148.3,0,0,0,48.81,35.03,239.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,31.19,0,4.35,27.68,0,49.2,6.52,0,25.64,0,0,97.23,3.2,583.67,8.63,0,0,0,0,130.79,1,5.7,45,0,0,0,80.77,0,20.8,0,6.98,4.12,0,0,50.79,67.71,0,0,38.1,0,0,98.41

56,13:45-14:00,0,0,39.28,84.24,410.62,0,112.11,21.94,0,0,20,10.95,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,31.19,0,4.35,27.68,0,49.2,6.52,0,25.64,0,0,97.23,3.2,583.67,8.63,0,0,0,0,130.79,1,5.7,45,0,0,0,80.77,0,20.8,0,6.98,4.12,0,0,50.79,67.71,0,0,38.1,0,0,98.41

