Block,Time,CHAMERA2,JHAJJAR,KKNP,NLCTS2EXP,RAPPB,SASAN,URI2,AURY_GF,DADRI_CRF,DADRI_RF,BSIUL,KHSTPP-I,KHSTPP-II,PARBATI3,RIHAND2,SINGRAULI,TANAKPUR,CHAMERA1,NAPP,NLCIIST1,RIHAND3,TEHRIPSP,UNCHAHAR2,ANTA_LF,DHAULIGNGA,KISHANGANGA,KOLDAM,SEWA2,TALST2,TelanganaSTPP,UNCHAHAR1,UNCHAHAR3,ANTA_CRF,AURY_LF,DADRT2,DULHASTI,KGSU1AND2,KOTESHWR,NTPL,PARBATI2,RIHAND1,RSTPSU1TO6,SIMHST1,TALA,TANDA2,UNCHAHAR4,DADRI_LF,CHAMERA3,FSTPP I & II,KUDGI,MAPS,NLCIIST2,NNTPP,RAMPUR,SALAL,VALLURNTECL,ANTA_RF,BRBCL,KGSU3AND4,KKNPPU2,NJPC,NLCEXP,RAPPD,RSTPSU7,SINGRAULI_HYDRO,AURY_CRF,AURY_RF,DADRI_GF,RAPPC,SIMHST2,TEHRI,URI,ANTA_GF
6,01:15-01:30,47.12,667.25,0,0,0,272.81,38.97,0,0,79.04,19.56,44.62,98.87,52.03,125.27,113.75,13.06,42.15,24.48,0,130.84,166.37,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,549.38,55.38,0,30.43,0,10.55,47.02,0,0,12.35,5.73,2.28,0,33.94,17.38,0,0,0,0,5.7,72.05,0,51.96,24.99,0,0,175.79,0,24.8,0,0.72,0,80,0,65.59,0,60.14,48.57,0

7,01:30-01:45,47.12,667.25,0,0,0,272.81,38.97,0,0,79.04,19.56,44.62,98.87,49.06,125.27,113.75,13.06,42.15,24.48,0,130.84,83.18,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,549.38,55.38,0,30.43,0,10.55,47.02,0,0,12.35,5.73,2.28,0,33.94,17.38,0,0,0,0,5.7,72.05,0,51.96,24.99,0,0,175.79,0,24.8,0,0.72,0,80,0,65.59,0,60.14,48.57,0

8,01:45-02:00,47.12,667.25,0,0,0,272.81,38.97,0,0,79.04,19.56,44.62,98.87,49.06,125.27,113.75,13.06,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,549.38,55.38,0,30.43,0,10.55,47.02,0,0,12.49,5.73,2.28,0,33.94,17.38,0,0,0,0,5.7,72.05,0,51.96,24.99,0,0,175.79,0,24.8,0,0.72,0,80,0,65.59,0,60.14,48.57,0

9,02:00-02:15,47.12,667.25,0,0,0,272.81,38.97,0,0,79.04,19.56,44.62,98.87,41.62,125.27,113.75,13.06,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,549.38,55.38,0,30.43,0,10.55,47.02,0,0,12.49,5.73,2.28,0,33.94,17.38,0,0,0,0,5.7,72.05,0,51.96,24.99,0,0,175.79,0,24.8,0,0.72,0,80,0,65.59,0,60.14,48.57,0

10,02:15-02:30,47.12,667.25,0,0,0,272.81,38.97,0,0,79.04,19.56,44.62,98.87,41.62,125.27,113.75,13.06,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,549.38,55.38,0,30.43,0,10.55,47.02,0,0,12.49,5.73,2.28,0,33.94,17.38,0,0,0,0,5.7,72.05,0,51.96,24.99,0,0,175.79,0,24.8,0,0.72,0,80,0,65.59,0,60.14,48.57,0

11,02:30-02:45,47.12,667.25,0,0,0,272.81,38.97,0,0,79.04,19.56,44.62,98.87,41.62,125.27,113.75,13.06,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,549.38,55.38,0,20.29,0,10.55,47.02,0,0,10.44,5.73,2.28,0,33.94,17.38,0,0,0,0,5.7,72.05,0,51.96,24.99,0,0,175.79,0,24.8,0,0.72,0,80,0,65.59,0,60.14,48.57,0

12,02:45-03:00,47.12,667.25,0,0,0,272.81,38.97,0,0,79.04,19.56,44.62,98.87,41.62,125.27,113.75,13.06,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,549.38,55.38,0,20.29,0,10.55,47.02,0,0,10.44,5.73,2.28,0,33.94,17.38,0,0,0,0,5.7,72.05,0,51.96,24.99,0,0,175.79,0,24.8,0,0.72,0,80,0,65.59,0,60.14,48.57,0

13,03:00-03:15,47.12,667.25,0,0,0,272.81,34.3,0,0,79.04,19.56,44.62,98.87,41.62,125.27,113.75,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,20.29,0,10.55,47.02,0,0,10.44,5.73,2.28,0,33.94,17.38,0,0,0,0,5.7,63.92,0,52.59,24.99,0,0,175.79,0,24.8,0,0.72,0,80,0,65.59,0,60.14,48.57,0

14,03:15-03:30,47.12,667.25,0,0,0,272.81,34.3,0,0,79.04,19.56,44.62,98.87,41.62,125.27,113.75,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,20.29,0,10.55,47.02,0,0,10.44,5.73,2.28,0,33.94,17.38,0,0,0,0,5.7,63.92,0,52.59,24.99,0,0,175.79,0,24.8,0,0.72,0,80,0,65.59,0,60.14,48.57,0

15,03:30-03:45,47.12,667.25,0,0,0,272.81,36.97,0,0,79.04,19.56,44.62,98.87,41.62,125.27,113.75,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,20.29,0,10.55,47.02,0,0,10.44,5.73,2.28,0,33.94,17.38,0,0,0,0,5.7,63.92,0,52.59,24.99,0,0,175.79,0,24.8,0,0.72,0,80,0,65.59,0,60.14,48.57,0

16,03:45-04:00,47.12,667.25,0,0,0,272.81,36.97,0,0,79.04,19.56,44.62,98.87,41.62,125.27,113.75,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,20.29,0,10.55,47.02,0,0,10.44,5.73,2.28,0,33.94,17.38,0,0,0,0,5.7,63.92,0,52.59,24.99,0,0,175.79,0,24.8,0,0.72,0,80,0,65.59,0,60.14,48.57,0

17,04:00-04:15,47.12,667.25,0,0,0,272.81,36.97,0,0,79.04,19.56,44.62,98.87,49.06,125.27,113.75,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,20.29,0,10.55,47.02,0,0,10.44,5.73,2.28,0,33.94,17.38,0,0,0,0,5.7,63.92,0,52.59,24.99,0,0,175.79,0,24.8,0,0.72,0,80,0,65.59,0,60.14,48.57,0

18,04:15-04:30,47.12,667.25,0,0,0,272.81,36.97,0,0,79.04,19.56,44.62,98.87,49.06,125.27,113.75,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,20.29,0,10.55,47.02,0,0,10.44,5.73,2.28,0,33.94,17.38,0,0,0,0,5.7,63.92,0,52.59,24.99,0,0,175.79,0,24.8,0,0.72,0,80,0,65.59,0,60.14,48.57,0

19,04:30-04:45,47.12,667.25,0,0,0,272.81,36.97,0,0,79.04,19.56,44.62,98.87,49.06,125.27,113.75,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,20.29,0,10.55,47.02,0,0,10.14,5.73,2.28,0,33.94,17.38,0,0,0,0,5.7,63.92,0,52.59,24.99,0,0,175.79,0,24.8,0,0.72,0,80,0,65.59,0,60.14,48.57,0

20,04:45-05:00,47.12,667.25,0,0,0,272.81,36.97,0,0,79.04,19.56,44.62,98.87,49.06,125.27,113.75,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,20.29,0,10.55,47.02,0,0,10.14,5.73,2.28,0,33.94,17.38,0,0,0,0,5.7,63.92,0,52.59,24.99,0,0,175.79,0,24.8,0,0.72,0,80,0,65.59,0,60.14,48.57,0

21,05:00-05:15,47.12,667.25,0,0,0,272.81,36.97,0,0,79.04,19.56,44.62,98.87,49.06,125.27,113.75,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,20.29,0,10.55,47.02,0,0,9.85,5.73,2.28,0,33.94,17.38,0,0,0,0,5.7,63.92,0,52.59,24.99,0,0,175.79,0,24.8,0,0.72,0,80,0,65.59,0,60.14,48.57,0

22,05:15-05:30,47.12,667.25,0,0,0,272.81,36.97,0,0,79.04,19.56,44.62,98.87,49.06,125.27,113.75,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,20.29,0,10.55,47.02,0,0,9.55,5.73,2.28,0,33.94,17.38,0,0,0,0,5.7,63.92,0,52.59,24.99,0,0,175.79,0,24.8,0,0.72,0,80,0,65.59,0,60.14,48.57,0

23,05:30-05:45,47.12,667.25,0,0,0,272.81,36.97,0,0,79.04,19.56,44.62,98.87,41.62,125.27,113.75,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,20.29,0,10.55,47.02,0,0,9.41,5.73,2.28,0,33.94,17.38,0,0,0,0,5.7,63.92,0,52.59,24.99,0,0,175.79,0,24.8,0,0.72,0,80,0,65.59,0,60.14,48.57,0

24,05:45-06:00,47.12,667.25,0,0,0,272.81,36.97,0,0,79.04,19.56,44.62,98.87,41.62,125.27,113.75,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,20.29,0,10.55,47.02,0,0,9.11,5.73,2.28,0,33.94,17.38,0,0,0,0,5.7,63.92,0,52.59,24.99,0,0,175.79,0,24.8,0,0.72,0,80,0,65.59,0,60.14,48.57,0

25,06:00-06:15,47.12,667.25,0,0,0,272.81,36.97,0,0,79.04,19.56,44.62,98.87,37.17,125.27,113.75,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,20.29,0,10.55,47.02,0,0,9.11,5.73,2.76,0,33.94,17.38,0,0,0,0,5.7,63.92,0,52.59,24.99,0,0,175.79,0,24.8,0,0.72,0,80,0,65.59,0,60.14,48.57,0

26,06:15-06:30,47.12,667.25,0,0,0,272.81,36.97,0,0,79.04,13.04,44.62,98.87,37.17,125.27,113.75,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,20.29,0,10.55,47.02,0,0,9.11,5.73,3.22,0,33.94,17.38,0,0,0,0,5.7,63.92,0,52.59,24.99,0,0,175.79,0,24.8,0,0.72,0,80,0,65.59,0,60.14,52.36,0

27,06:30-06:45,47.12,667.25,0,0,0,272.81,36.97,0,0,79.04,13.04,44.62,98.87,38.65,125.27,113.75,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,20.29,0,10.55,47.02,0,0,8.68,5.73,3.22,0,33.94,17.38,0,0,0,0,5.7,63.92,0,52.59,24.99,0,0,175.79,0,24.8,0,0.72,0,80,0,65.59,0,60.14,52.36,0

28,06:45-07:00,47.12,667.25,0,0,0,272.81,36.97,0,0,79.04,13.04,44.62,98.87,38.65,125.27,113.75,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,20.29,0,10.55,47.02,0,0,8.53,5.73,3.22,0,33.94,17.38,0,0,0,0,5.7,63.92,0,52.59,24.99,0,0,175.79,0,24.8,0,0.72,0,80,0,65.59,0,60.14,52.36,0

29,07:00-07:15,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,38.65,125.27,113.75,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,20.29,0,10.55,47.02,0,0,8.53,5.73,3.22,0,33.94,17.38,0,0,0,0,5.7,63.92,0,51.96,24.99,0,0,175.79,0,24.8,0,0.72,0,80,0,65.59,0,60.14,48.57,0

30,07:15-07:30,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,38.65,125.27,113.75,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,20.29,0,10.55,47.02,0,0,8.53,5.73,3.22,0,33.94,17.38,0,0,0,0,5.7,63.92,0,51.96,24.99,0,0,175.79,0,24.8,0,0.72,0,80,0,65.59,0,60.14,48.57,0

31,07:30-07:45,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,41.62,125.27,113.75,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,20.29,0,10.55,47.02,0,0,8.53,5.73,3.22,0,33.94,17.38,0,0,0,0,5.7,63.92,0,51.96,24.99,0,0,175.79,0,24.8,0,0.72,0,80,0,65.59,0,60.14,48.57,0

32,07:45-08:00,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,41.62,125.27,113.75,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,20.29,0,10.55,47.02,0,0,8.53,5.73,3.22,0,33.94,17.38,0,0,0,0,5.7,63.92,0,51.96,24.99,0,0,175.79,0,24.8,0,0.72,0,80,0,65.59,0,60.14,48.57,0

33,08:00-08:15,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,41.62,125.27,113.75,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,20.29,0,10.55,47.02,0,0,8.53,5.73,3.22,0,33.94,17.38,0,0,0,0,5.7,63.92,0,51.33,24.99,0,0,175.79,0,24.8,0,0.72,0,79.74,0,65.59,0,45.11,48.57,0

34,08:15-08:30,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,41.62,125.27,113.75,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,20.29,0,10.55,47.02,0,0,8.82,5.73,3.22,0,33.94,17.38,0,0,0,0,5.7,63.92,0,51.33,24.99,0,0,175.79,0,24.8,0,0.72,0,79.74,0,65.59,0,30.07,52.36,0

35,08:30-08:45,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,41.62,125.27,113.75,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,10.14,0,10.55,47.02,0,0,8.82,5.73,3.22,0,33.94,17.38,0,0,0,0,5.7,63.92,0,51.33,24.99,0,0,175.79,0,24.8,0,0.72,0,79.74,0,65.59,0,15.04,52.36,0

36,08:45-09:00,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,41.62,125.27,113.75,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,10.14,0,10.55,47.02,0,0,8.96,5.73,3.22,0,33.94,17.38,0,0,0,0,5.7,63.92,0,51.33,24.99,0,0,175.79,0,24.8,0,0.72,0,79.74,0,65.59,0,0,52.36,0

37,09:00-09:15,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,38.65,125.27,113.75,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,10.14,0,10.55,47.02,0,0,9.11,5.73,3.22,0,33.94,17.38,0,0,0,0,5.7,63.92,0,50.06,24.99,0,0,175.79,0,24.8,0,0.72,0,79.48,0,65.59,0,0,52.36,0

38,09:15-09:30,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,38.65,125.27,113.75,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,10.14,0,10.55,47.02,0,0,9.41,5.73,3.22,0,33.94,17.38,0,0,0,0,5.7,63.92,0,50.06,24.99,0,0,175.79,0,24.8,0,0.72,0,79.48,0,65.59,0,0,48.57,0

39,09:30-09:45,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,35.68,125.27,113.75,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,10.14,0,10.55,47.02,0,0,9.41,5.73,3.22,0,33.94,17.38,0,0,0,0,5.7,63.92,0,50.06,24.99,0,0,175.79,0,24.8,0,0.72,0,79.48,0,65.59,0,0,48.57,0

40,09:45-10:00,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,35.68,125.27,113.75,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,10.14,0,10.55,47.02,0,0,9.41,5.73,3.22,0,33.94,17.38,0,0,0,0,5.7,63.92,0,50.06,24.99,0,0,175.79,0,24.8,0,0.72,0,79.48,0,65.59,0,0,48.57,0

41,10:00-10:15,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,35.68,125.27,113.75,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,10.14,0,10.55,47.02,0,0,9.41,5.73,3.22,0,33.94,17.38,0,0,0,0,5.7,63.92,0,50.06,24.99,0,0,175.79,0,24.8,0,0.72,0,79.22,0,65.59,0,0,48.57,0

42,10:15-10:30,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,37.17,125.27,113.75,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,10.14,0,10.55,47.02,0,0,9.41,5.73,3.22,0,33.94,17.38,0,0,0,0,5.7,63.92,0,50.06,24.99,0,0,175.79,0,24.8,0,0.72,0,79.22,0,65.59,0,0,52.36,0

43,10:30-10:45,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,37.17,125.27,113.75,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,10.14,0,10.55,47.02,0,0,12.05,5.73,3.22,0,33.94,17.38,0,0,0,0,5.7,63.92,0,50.06,24.99,0,0,175.79,0,24.8,0,0.72,0,79.22,0,65.59,0,0,52.36,0

44,10:45-11:00,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,37.17,125.27,113.75,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,10.14,0,10.55,47.02,0,0,12.05,5.73,3.22,0,33.94,17.38,0,0,0,0,5.7,63.92,0,50.06,24.99,0,0,175.79,0,24.8,0,0.72,0,79.22,0,65.59,0,0,48.57,0

45,11:00-11:15,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,34.19,125.27,111.8,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,10.14,0,10.55,47.02,0,0,13.29,5.73,3.22,0,33.94,17.38,0,0,0,0,5.7,40.68,0,49.43,24.99,0,0,175.79,0,24.8,0,0.72,0,77.92,0,65.59,0,0,48.57,0

46,11:15-11:30,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,34.19,125.27,111.8,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,10.14,0,10.55,47.02,0,0,13.29,5.73,3.22,0,33.94,17.38,0,0,0,0,5.7,40.68,0,49.43,24.99,0,0,175.79,0,24.8,0,0.72,0,77.92,0,65.59,0,0,48.57,0

47,11:30-11:45,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,34.19,125.27,111.8,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,10.14,0,10.55,47.02,0,0,14.52,5.73,3.22,0,33.94,19.18,0,0,0,0,5.7,40.68,0,49.43,24.99,0,0,175.79,0,24.8,0,0.72,0,77.66,0,65.59,0,0,48.57,0

48,11:45-12:00,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,34.19,125.27,111.8,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,10.14,0,10.55,47.02,0,0,15.55,5.73,3.22,0,33.94,19.18,0,0,0,0,5.7,40.68,0,49.43,24.99,0,0,175.79,0,24.8,0,0.72,0,77.66,0,65.59,0,0,48.57,0

49,12:00-12:15,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,37.91,125.27,111.8,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,10.14,0,10.55,47.02,0,0,16.05,5.73,3.22,0,33.94,19.18,0,0,0,0,5.7,40.68,0,48.8,24.99,0,0,175.79,0,24.8,0,0.72,0,77.66,0,65.59,0,0,48.57,0

50,12:15-12:30,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,37.91,125.27,111.8,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,10.14,0,10.55,47.02,0,0,16.05,5.73,3.22,0,33.94,19.18,0,0,0,0,5.7,40.68,0,48.8,24.99,0,0,175.79,0,24.8,0,0.72,0,77.66,0,65.59,0,0,48.57,0

51,12:30-12:45,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,37.91,125.27,111.8,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,10.14,0,10.55,47.02,0,0,9.7,5.73,3.22,0,33.94,19.18,0,0,0,0,5.7,40.68,0,48.8,24.99,0,0,175.79,0,24.8,0,0.72,0,77.28,0,65.59,0,0,37.53,0

52,12:45-13:00,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,37.91,125.27,111.8,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,10.14,0,10.55,47.02,0,0,9.7,5.73,3.22,0,33.94,19.18,0,0,0,0,5.7,52.28,0,48.8,24.99,0,0,175.79,0,24.8,0,0.72,0,77.28,0,65.59,0,0,48.57,0

53,13:00-13:15,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,37.91,125.27,111.8,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,10.14,0,10.55,47.02,0,0,10.73,5.73,3.22,0,33.94,19.18,0,0,0,0,5.7,66.82,0,48.8,24.99,0,0,175.79,0,24.8,0,0.72,0,77.28,0,65.59,0,0,48.57,0

