Column1,Time,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,GNARE/NR/2024/12/20/3668,NR/01102023/05012040/L_NR_2020_02,GNA/SR/2024/12/01/6968,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/12/01/7739,NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/12/01/1899,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/12/01/3428,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,GNA/NR/2024/12/01/1766,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_07,GNA/WR/2024/10/15/7089,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/WR/2024/11/01/4200,GNA/NR/2024/12/01/2197,NR/30092023/31122025/SH-07,GNA/NR/2024/12/01/1599,GNA/NR/2024/12/01/1475
15,03:30-03:45,0,0,28.01,0,35,30,11.66,0,0,0,11.67,30,11.66,0,0,0,0,0,0,0,1.53,150,74.71,64.37,47.56,0,1.14,8.73,0,52.84,8.73,0,70.06,22.27,0.69,0,1.56,57.36,0,25.74,0,22.27,0,142.69,26.2

16,03:45-04:00,0,0,28.01,0,35,29.67,11.34,0,0,0,11.67,29.66,11.66,0,0,0,0,0,0,0,1.53,150,74.71,64.37,47.56,0,1.14,8.73,0,52.84,8.73,0,70.06,22.27,0.69,0,1.56,57.36,0,25.74,0,22.27,0,142.69,26.2

17,04:00-04:15,0,0,26.01,0,45,29.67,11,0,0,0,15,29.66,15,0,0,0,0,0,0,0,1.53,150,74.71,64.37,47.56,0,1.14,8.73,0,52.84,8.73,0,70.06,22.27,0.69,0,1.56,57.36,0,25.74,0,22.27,0,142.69,26.2

18,04:15-04:30,0,0,26.41,0,45,29.67,10.66,0,0,0,15,29.66,15,0,0,0,0,0,0,0,1.53,150,74.71,64.37,47.56,0,1.14,8.73,0,52.84,8.73,0,70.06,22.27,0.69,0,1.56,57.36,0,25.23,0,22.27,0,142.69,26.2

19,04:30-04:45,0,0,26.61,0,42.49,29.33,10.34,0,0,0,14.17,29.34,14.17,0,0,0,0,0,0,0,1.53,150,74.71,94.47,47.56,0,1.14,8.73,0,69.18,8.73,0,70.06,22.27,0.69,0,1.56,57.36,0,25.23,0,22.27,0,142.69,26.2

20,04:45-05:00,0,0,26.81,0,40.99,29,10.34,0,0,0,13.67,29,13.67,0,0,0,0,0,0,0,1.53,150,74.71,94.47,47.56,0,1.14,8.73,0,100.1,8.73,0,70.06,22.27,0.69,0,1.56,57.36,0,24.73,0,22.27,0,142.69,26.2

21,05:00-05:15,0,0,24.01,0,40.5,29,10.34,0,0,0,13.5,29,13.5,0,0,0,0,0,0,0,1.53,150,74.71,94.47,47.56,0,1.14,8.73,0,100.1,8.73,0,70.06,22.27,0.69,0,1.65,64.01,0,24.73,0,22.27,0,142.69,26.2

22,05:15-05:30,0,0,24.21,0,40.01,28.67,10.34,0,0,0,13.33,28.66,13.33,0,0,0,0,0,0,0,1.53,150,74.71,112.2,47.56,0,1.14,8.73,0,100.1,8.73,0,70.06,22.27,0.69,0,1.65,64.01,0,24.73,0,22.27,0,142.69,26.2

23,05:30-05:45,0,0,19.01,0,39.49,27.67,10.34,0,0,0,13.17,27.66,13.17,0,0,0,0,0,0,0,1.53,150,96.08,94.47,47.56,0,1.14,8.73,0,100.1,8.73,0,70.06,22.27,0.69,0,1.65,64.01,0,24.73,0,22.27,0,142.69,26.2

24,05:45-06:00,0,0,19.21,0,39,26.33,10.34,0,0,0,13,26.34,13,0,0,0,0,0,0,0,1.53,150,115.3,105.03,47.56,0,1.14,8.73,0,100.1,8.73,0,70.06,22.27,0.69,0,1.65,76.18,0,24.73,0,22.27,0,142.69,26.2

25,06:00-06:15,0,0,16.01,0,37.5,28.33,10,0,0,0.49,12.5,28.34,12.5,0,0,0,0,0,0,0,1.53,150,134.03,130.43,0,0,1.14,8.73,0,100.1,8.73,0,65.92,24.02,0.69,0,1.65,86.66,0,24.73,0,24.02,0,0,26.2

26,06:15-06:30,0,0,16.41,0,36,28,9.66,0,0,0.94,12,28,12,0,0,0,0,0,0,0.07,1.53,150,134.03,130.43,0,0,1.14,11.53,0,100.1,11.53,0,65.92,24.02,0.69,0,1.65,86.66,0,24.73,0,24.02,0,0,26.2

27,06:30-06:45,0,0,25.01,0.14,34.01,27.67,9.66,0,0,2.12,11.33,27.66,11.33,0,0,0,0,0,0,0.15,1.53,150,134.03,130.43,0,0.04,1.14,11.53,0.04,100.1,11.53,0.04,65.92,24.02,0.69,0,1.65,86.66,0,24.22,0,24.02,0,0,26.2

28,06:45-07:00,0,0,25.21,2.76,32.51,27.33,9.66,0,1,4.28,10.83,27.34,10.83,0,0,0,0,0,0,0.23,1.53,150,134.03,130.43,0,0.08,1.14,13.45,0.08,100.1,13.45,0.09,65.92,24.02,0.69,0,1.65,86.66,0,24.22,0,24.02,0,0,33.63

29,07:00-07:15,0,0.03,20.41,10.15,32.51,27,9.66,0.18,3,10.34,10.83,27,10.83,1,2,0,0,0,0.14,0.79,1.53,150,134.03,130.43,0,0.2,1.14,13.45,0.2,100.1,13.45,0.21,65.92,24.02,0.69,0,1.56,86.66,0,23.21,0,24.02,0,0,33.63

30,07:15-07:30,0,0.13,20.61,18.76,31.99,26.67,9.66,0.81,7,17.84,10.67,26.66,10.67,2,3,1,1,0,0.66,1.74,1.53,150,134.03,130.43,0,0.46,1.14,13.45,0.46,100.1,13.45,0.47,114.88,24.02,0.69,0,1.56,86.66,0,23.21,0,24.02,0,0,33.63

31,07:30-07:45,1,0.83,16.01,32.32,31.01,26,9.66,2.33,12,29.09,10.33,26,10.33,3,5,2,4,1,4.16,3.07,1.53,150,134.03,130.43,0,0.84,1.14,13.45,0.84,100.1,13.45,0.87,114.88,28.82,0.69,0,1.56,86.66,0,23.21,0,28.82,0,0,33.63

32,07:45-08:00,2,4.23,16.01,29.25,28.99,25,9.66,4.98,20,29.25,9.67,25,9.67,5,7,2,7,3,21.12,4.7,1.53,150,134.03,130.43,0,1.27,1.14,13.45,1.27,100.1,13.45,1.3,114.88,28.82,0.69,0,1.56,86.66,0,23.21,0,28.82,0,0,33.63

33,08:00-08:15,3,5.06,16.01,30.35,37.5,28.33,9.66,8.89,28,30.35,12.5,28.34,12.5,7,9,3,7,3,25.29,6.08,1.53,150,134.03,130.43,0,1.83,1.14,13.45,1.83,100.1,13.45,1.87,114.88,33.63,0.69,0,1.65,86.66,0,24.22,0,33.63,0,0,33.63

34,08:15-08:30,4,5.39,16.01,29.9,36.49,28.33,9.66,14.42,29.9,29.9,12.17,28.34,12.17,9,11,5,11,4,26.96,6.54,1.53,150,134.03,130.43,0,2.31,1.14,13.45,2.31,100.1,13.45,2.37,114.88,33.63,0.69,0,1.65,86.66,0,24.22,0,33.63,0,0,33.63

35,08:30-08:45,6,6.06,16.21,30.4,34.99,28.33,8.33,22.16,30.4,30.4,11.67,28.34,11.67,11,13,5,14,6,30.29,8.16,1.53,150,134.03,130.43,0,2.96,1.14,13.45,2.96,100.1,13.45,3.03,114.88,36.51,0.69,0,1.65,86.66,0,24.22,0,36.51,0,0,43.24

36,08:45-09:00,7,6.42,16.41,30.8,33.49,28.33,8,32.65,30.8,30.8,11.17,28.34,11.17,12,15,6,18,7,32.11,8.39,1.53,150,134.03,130.43,0,3.64,1.14,13.45,3.64,100.1,13.45,3.73,114.88,36.51,0.69,0,1.65,86.66,0,24.73,0,36.51,0,0,43.24

37,09:00-09:15,8,8.16,13.01,30.8,31.01,28,7.67,24.85,30.8,30.8,10.33,28,10.33,17,15,8,21,9,40.8,10.47,1.48,150,134.03,130.43,0,4.37,1.14,13.45,4.37,100.1,13.45,4.48,114.88,36.51,0.69,0,1.56,86.66,0,24.73,0,36.51,0,0,43.24

38,09:15-09:30,9,10.23,13.41,30.8,28.99,27.33,7.33,32.17,30.8,30.8,9.67,27.34,9.67,18,17,9,25,10,51.13,12.77,1.48,150,134.03,130.43,0,5.03,1.14,13.45,5.03,100.1,13.45,5.16,114.88,36.51,0.69,0,1.56,86.66,0,24.73,0,36.51,0,0,43.24

39,09:30-09:45,12,17.7,13.81,30.8,25.99,26,7,39.25,30.8,30.8,8.67,26,8.67,19,23,9,35,15,88.49,17.79,1.48,150,134.03,130.43,0,6.54,1.14,13.45,6.54,100.1,13.45,6.7,114.88,33.63,0.69,0,1.56,86.66,0,25.23,0,33.63,0,0,43.24

40,09:45-10:00,13,20.67,14.21,30.8,22.99,24,6.67,54.57,30.8,30.8,7.67,24,7.67,21,27,11,39,16,103.37,21.5,1.48,150,134.03,130.43,0,7.77,1.14,13.45,7.77,100.1,13.45,7.96,114.88,33.63,0.69,0,1.56,86.66,0,26.24,0,33.63,0,0,43.24

41,10:00-10:15,11,31.11,14.41,30.8,22.5,21.67,4,66.37,30.8,30.8,7.5,21.66,7.5,24,23,12,46,19,155.53,26.27,1.48,150,134.03,130.43,0,9.7,1.14,13.45,9.7,100.1,13.45,9.95,114.88,33.63,0,0,1.65,86.66,0,26.24,0,33.63,0,0,43.24

42,10:15-10:30,12,34.06,14.81,30.8,22.5,19.33,4,82.87,30.8,30.8,7.5,19.34,7.5,26,23,13,53,22,170.3,30.01,1.48,150,134.03,130.43,0,10.34,1.14,13.45,10.34,100.1,13.45,10.6,114.88,33.63,0,0,1.65,86.66,0,26.24,0,33.63,0,0,43.24

43,10:30-10:45,13,36.94,14.61,30.8,22.5,16.67,4,93.03,30.8,30.8,7.5,16.66,7.5,37,27,18,63,27,184.72,32.93,1.48,150,134.03,130.43,0,11.08,1.14,13.45,11.08,100.1,13.45,11.35,114.88,33.63,0,0,1.65,86.66,0,26.24,0,33.63,0,0,43.24

44,10:45-11:00,14,39.42,15.41,30.8,22.5,15.33,4,97.03,30.8,30.8,7.5,15.34,7.5,40,28,20,74,31,197.1,41.79,1.48,150,134.03,130.43,0,11.73,1.14,13.45,11.73,100.1,13.45,12.02,106.41,33.63,0,0,1.65,86.66,0,26.24,0,33.63,0,0,43.24

45,11:00-11:15,14,41.06,17.01,30.8,22.5,15,4,100.72,30.8,30.8,7.5,15,7.5,53,32,27,84,36,205.29,53.5,1.48,150,134.03,130.43,0,11.84,1.14,13.45,11.84,100.1,13.45,12.14,97.93,28.82,0,0,1.56,86.66,0,26.24,0,28.82,0,0,43.24

46,11:15-11:30,15,42.55,17.01,30.8,22.5,15,4,104.06,30.8,30.8,7.5,15,7.5,67,33,33,98,42,212.76,55.64,1.48,150,134.03,130.43,0,11.84,1.14,13.45,11.84,100.1,13.45,12.14,89.46,28.82,0,0,1.56,86.66,0,26.24,0,28.82,0,0,43.24

47,11:30-11:45,16,43.93,19.81,30.8,22.5,15,4,109.99,30.8,30.8,7.5,15,7.5,73,33,37,123,52,219.65,57.78,1.48,150,134.03,130.43,0,10.26,1.14,13.45,10.26,100.1,13.45,10.51,80.99,24.02,0,0,1.56,86.66,0,26.24,0,24.02,0,0,43.24

48,11:45-12:00,17,45.18,19.81,30.8,22.5,15,4,115.07,30.8,30.8,7.5,15,7.5,80,37,40,137,58,225.88,58.85,1.48,150,134.03,130.43,0,10.56,1.14,13.45,10.56,100.1,13.45,10.82,70.06,24.02,0,0,1.56,86.66,0,26.24,0,24.02,0,0,43.24

49,12:00-12:15,30,46,22.01,30.8,22.5,15,4,94.17,30.8,30.8,7.5,15,7.5,93,65,47,144,61,230,58.85,1.53,150,134.03,130.43,0,10.59,1.14,13.45,10.59,100.1,13.45,10.86,70.06,24.02,0,0,1.56,86.66,0,26.24,0,24.02,0,0,33.63

50,12:15-12:30,33,46,22.01,30.8,22.5,15,4,99.91,30.8,30.8,7.5,15,7.5,93,67,47,158,67,230,58.85,1.53,150,134.03,130.43,0,10.64,1.14,13.45,10.64,100.1,13.45,10.91,70.06,24.02,0,0,1.56,86.66,0,26.24,0,24.02,0,0,33.63

51,12:30-12:45,41,46.67,22.21,30.8,22.5,15,4,103.44,30.8,30.8,7.5,15,7.5,97,83,48,168,72,233.33,58.85,1.53,150,134.03,130.43,0,11.52,1.14,13.45,11.52,100.1,13.45,11.81,70.06,24.02,0,0,1.56,86.66,0,25.74,0,24.02,0,0,28.82

52,12:45-13:00,43,46.67,22.41,30.8,22.5,15,4,106.08,30.8,30.8,7.5,15,7.5,97,83,48,179,76,233.33,58.85,1.53,150,134.03,130.43,0,11.91,1.14,13.45,11.91,100.1,13.45,12.2,70.06,24.02,0,0,1.56,86.66,0,25.74,0,24.02,0,0,28.82

53,13:00-13:15,45,46.67,22.41,30.8,22.5,15,4,107.92,30.8,30.8,7.5,15,7.5,95,92,48,189,81,233.33,58.85,1.53,150,134.03,130.43,0,11.91,1.14,13.45,11.91,100.1,13.45,12.2,70.06,24.02,0,0,1.65,86.66,0,25.74,0,24.02,0,0,28.82

54,13:15-13:30,44,46.67,22.41,30.8,22.5,15,4,109.12,30.8,30.8,7.5,15,7.5,97,92,48,189,81,233.33,58.85,1.53,150,134.03,130.43,0,11.91,1.14,13.45,11.91,100.1,13.45,12.2,70.06,24.02,0,0,1.65,86.66,0,25.74,0,24.02,0,0,28.82

55,13:30-13:45,44,46.48,22.41,30.8,22.5,15,4,104.17,30.8,30.8,7.5,15,7.5,93,92,47,193,82,232.38,58.26,1.53,150,134.03,130.43,0,15.54,1.14,13.45,15.54,100.1,13.45,15.93,70.06,24.02,0,0,1.65,76.18,0,25.23,0,24.02,0,0,28.82

56,13:45-14:00,43,45.83,22.41,30.8,22.5,15,4,101.52,30.8,30.8,7.5,15,7.5,92,92,46,189,81,229.14,57.05,1.53,150,134.03,130.43,0,15.18,1.14,13.45,15.18,100.1,13.45,15.57,70.06,24.02,0,0,1.65,76.18,0,25.23,0,24.02,0,0,28.82

57,14:00-14:15,42,44.41,21.41,30.8,22.5,15,4,98.44,30.8,30.8,7.5,15,7.5,88,91,44,182,78,222.02,54.25,1.57,150,134.03,130.43,0,14.41,1.14,13.45,14.41,100.1,13.45,14.76,70.06,24.02,0,0,1.65,76.18,0,25.23,0,24.02,0,0,28.82

58,14:15-14:30,40,42.52,21.21,30.8,22.5,15,4,94.97,30.8,30.8,7.5,15,7.5,83,90,42,175,75,212.58,51.45,1.57,150,134.03,130.43,0,13.63,1.14,13.45,13.63,100.1,13.45,13.97,70.06,24.02,0,0,1.65,86.66,0,25.23,0,24.02,0,0,28.82

59,14:30-14:45,38,41.3,21.21,30.8,19.99,15,4,90.69,30.8,30.8,6.67,15,6.67,80,86,40,165,70,206.48,48.64,1.57,150,134.03,130.43,0,12.85,1.14,13.45,12.85,100.1,13.45,13.18,70.06,24.02,0,0,1.65,86.66,0,25.23,0,24.02,0,0,28.82

60,14:45-15:00,36,38.83,21.41,30.8,19.99,15,4,85.99,30.8,30.8,6.67,15,6.67,77,82,38,154,66,194.17,45.84,1.57,150,134.03,130.43,0,12.07,1.14,13.45,12.07,100.1,13.45,12.38,70.06,24.02,0,0,1.65,86.66,0,25.23,0,24.02,0,0,28.82

61,15:00-15:15,35,35.66,21.01,31.3,19.99,13.33,4,95.94,31.3,31.3,6.67,13.34,6.67,71,74,36,151,64,178.29,41.85,1.57,150,134.03,130.43,0,10.98,1.22,13.45,10.98,100.1,13.45,11.25,70.06,24.02,0,0,1.65,86.66,0,25.74,0,24.02,0,0,28.82

62,15:15-15:30,32,32.5,20.81,31.3,19.99,13.33,4,85.93,31.3,31.3,6.67,13.34,6.67,65,67,32,137,58,162.52,37.86,1.57,150,134.03,130.43,0,9.88,1.22,13.45,11.36,100.1,13.45,11.64,70.06,24.02,0,0,1.65,86.66,0,25.74,0,24.02,0,0,28.82

63,15:30-15:45,29,29.25,27.01,32.91,19.99,13.33,4,74.95,25,32.91,6.67,13.34,6.67,60,62,30,123,52,146.26,33.86,1.57,150,134.03,130.43,0,8.79,1.22,13.45,10.1,100.1,13.45,10.35,65.92,24.02,0,0,1.65,86.66,0,25.74,0,24.02,0,0,28.82

64,15:45-16:00,26,25.97,27.61,32.95,19.99,13.33,4,63.34,18,32.95,6.67,13.34,6.67,53,55,27,109,46,129.84,29.87,1.57,150,134.03,130.43,0,7.69,1.22,13.45,8.84,100.1,13.45,9.06,74.39,24.02,0,0,1.65,86.66,0,25.74,0,24.02,0,0,28.82

65,16:00-16:15,21,22.33,27.61,33,19.99,13.33,4,51.05,10,28.09,6.67,13.34,6.67,45,45,22,91,39,111.62,25.45,1.61,150,134.03,130.43,0,6.5,1.22,13.45,7.48,100.1,13.45,7.67,82.87,24.02,0,0,1.65,86.66,0,25.74,0,24.02,0,0,28.82

66,16:15-16:30,16,18.61,27.81,33,19.99,13.33,4,38.41,5,18.3,6.67,13.34,6.67,36,37,18,74,31,93.02,21.03,1.61,150,134.03,130.43,0,5.31,1.22,13.45,6.1,100.1,13.45,6.26,91.34,24.02,0,0,1.65,86.66,0,25.74,0,24.02,0,0,28.82

67,16:30-16:45,10,17.59,27.21,17.7,19.99,13.33,4,26.35,1,10.47,6.67,13.34,6.67,25,28,13,56,24,87.97,16.6,1.61,150,134.03,130.43,0,4.13,1.22,13.45,4.75,100.1,13.45,4.86,99.82,36.51,0,0,1.65,86.66,0,26.24,0,36.51,0,0,43.24

68,16:45-17:00,6,15.75,27.41,7.19,19.99,13.33,4,16.59,0,4.37,6.67,13.34,6.67,16,21,8,35,15,78.76,12.18,1.61,150,134.03,130.43,0,2.94,1.22,13.45,3.38,100.1,13.45,3.46,114.88,36.51,0,0,1.65,86.66,0,26.24,0,36.51,0,0,43.24

69,17:00-17:15,3,11.43,27.21,2.63,19.99,13.33,5,9.72,0,1.06,6.67,13.34,6.67,10,13,5,18,7,57.16,9.35,1.61,150,134.03,130.43,0,2.24,1.3,13.45,2.58,100.1,13.45,2.65,114.88,36.51,0,0,1.65,86.66,0,26.24,0,36.51,0,0,43.24

70,17:15-17:30,1,7.58,27.41,0.74,19.99,13.33,6.33,4.71,0,1.61,6.67,13.34,6.67,4,9,2,7,3,37.88,6.52,1.61,150,134.03,130.43,0,1.55,1.3,13.45,1.78,100.1,13.45,1.82,114.88,36.51,0,0,1.65,86.66,0,26.75,0,36.51,0,0,43.24

71,17:30-17:45,0,4.23,26.21,0.05,19.99,13.33,6.67,0.78,0,0.94,6.67,13.34,6.67,1,3,1,1,1,21.13,3.69,1.61,150,134.03,130.43,0,0.85,1.3,13.45,0.97,100.1,13.45,1.01,114.88,36.51,0,0,1.65,86.66,0,26.75,0,36.51,0,0,43.24

72,17:45-18:00,0,1.49,25.21,0.02,19.99,13.33,6.67,0,0,0.51,6.67,13.34,6.67,0,2,0,0,0,7.43,0.86,1.61,150,134.03,130.43,0,0.16,1.3,13.45,0.19,100.1,13.45,0.19,114.88,36.51,0,0,1.65,86.66,0,26.75,0,36.51,0,0,43.24

73,18:00-18:15,0,0.24,24.21,0,19.99,13.33,6.67,0,0,0,6.67,13.34,6.67,0,0,0,0,0,1.2,0.48,1.61,150,134.03,130.43,0,0.09,1.3,13.45,0.1,100.1,13.45,0.11,114.88,36.51,0,0,1.65,86.66,150,26.75,50,36.51,0,0,43.24

74,18:15-18:30,0,0,23.21,0,19.99,13.33,6.67,0,0,0,6.67,13.34,6.67,0,0,0,0,0,0,0.22,1.61,150,134.03,130.43,0,0.04,1.3,13.45,0.05,100.1,13.45,0.05,114.88,28.82,0,0,1.65,86.66,150,26.75,50,28.82,0,0,43.24

75,18:30-18:45,0,0,22.81,0,19.99,13.33,6.67,0,0,0,6.67,13.34,6.67,0,0,0,0,0,0,0,1.61,150,134.03,130.43,0,0,1.3,13.45,0,100.1,13.45,0,114.88,28.82,0,0,1.65,86.66,150,26.75,50,28.82,0,0,43.24

76,18:45-19:00,0,0,22.41,0,19.99,13.33,6.67,0,0,0,6.67,13.34,6.67,0,0,0,0,0,0,0,1.61,150,134.03,130.43,0,0,1.3,13.45,0,100.1,13.45,0,114.88,28.82,0,0,1.65,86.66,150,26.24,50,28.82,0,0,43.24

77,19:00-19:15,0,0,22.01,0,19.99,13.33,6.67,0,0,0,6.67,13.34,6.67,0,0,0,0,0,0,0,1.57,150,134.03,130.43,0,0,1.22,13.45,0,100.1,13.45,0,114.88,28.82,0,0,1.65,86.66,150,26.24,50,28.82,0,0,43.24

78,19:15-19:30,0,0,21.61,0,19.99,13.33,6.67,0,0,0,6.67,13.34,6.67,0,0,0,0,0,0,0,1.57,150,134.03,130.43,0,0,1.22,13.45,0,100.1,13.45,0,114.88,25.94,0,0,1.65,86.66,150,26.24,50,25.94,0,0,43.24

79,19:30-19:45,0,0,22.01,0,19.99,15,6.67,0,0,0,6.67,15,6.67,0,0,0,0,0,0,0,1.57,150,134.03,130.43,0,0,1.22,13.45,0,100.1,13.45,0,114.88,25.94,0,0,1.65,86.66,150,26.24,50,25.94,0,0,38.43

