Block,Time Block,CHAMERA1,BSIUL,BRBCL,DADRT2,CHAMERA3,CHAMERA2,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,KGSU1AND2,KGSU3AND4,KISHANGANGA,KHSTPP-I,KKNP,KHSTPP-II,KOTESHWR,KKNPPU2,KOLDAM,KUDGI,MAPS,NLCEXP,NLCIIST1,NJPC,NAPP,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,PARBATI3,PARBATI2,RAPPB,RIHAND1,RAPPD,RAMPUR,RAPPC,RSTPSU1TO6,RSTPSU7,RIHAND3,RIHAND2,SASAN,SIMHST1,SIMHST2,SALAL,SEWA2,SINGRAULI_HYDRO,SINGRAULI,TANDA2,TALST2,TANAKPUR,TALA,TelanganaSTPP,TEHRI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,UNCHAHAR2,URI,ANTA_GF,ANTA_CRF,ANTA_LF,ANTA_RF,AURY_LF,AURY_GF,DADRI_CRF,AURY_CRF,AURY_RF,DADRI_RF,DADRI_LF,DADRI_GF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,40.6,18.84,11.77,445.81,33.72,47.02,10.55,17.94,57.32,522.73,0,0,8.31,44.15,0,142.38,10.05,0,4.61,0,0,0,0,106.61,24.95,0,0,0,0,22.18,25.33,0,93.66,21.21,4.24,66.54,0,0,125.99,120.01,400.97,0,0,76.47,18.21,0.89,108,5.32,0,0.49,0,0,32.93,20.85,0,0.96,36.7,26.66,42.39,50.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,40.6,18.84,10.95,416.91,33.72,47.02,10.55,17.94,57.32,522.73,0,0,8.31,44.15,0,142.38,10.05,0,4.61,0,0,0,0,106.61,24.95,0,0,0,0,22.18,25.33,0,93.66,21.21,4.24,66.54,0,0,125.99,120.01,400.97,0,0,76.47,18.21,0.89,108,5.32,0,0,0,0,32.93,20.85,0,0.96,36.7,26.66,42.39,50.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,40.6,18.84,11.14,416.91,33.72,47.02,10.55,17.94,57.32,522.73,0,0,8.31,44.15,0,142.38,10.05,0,4.61,0,0,0,0,106.61,24.95,0,0,0,0,22.18,25.33,0,93.66,21.21,4.24,66.54,0,0,125.99,120.01,400.97,0,0,76.47,18.21,0.89,108,5.32,0,0,0,0,22.42,20.85,0,0.96,36.7,26.66,42.39,50.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,40.6,18.84,10.21,434.02,33.72,47.02,10.55,17.94,57.32,522.73,0,0,8.31,44.15,0,142.38,10.05,0,4.61,0,0,0,0,106.61,24.95,0,0,0,0,35.48,32.58,0,93.66,21.21,4.24,66.54,0,0,125.99,120.01,400.97,0,0,64.37,18.21,0.89,108,5.32,0,0,0,0,22.42,20.85,0,0.96,36.7,26.66,42.39,50.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,40.6,18.84,11.24,434.02,33.72,47.02,10.55,17.94,57.32,522.73,0,0,8.31,44.15,0,142.38,10.05,0,4.61,0,0,0,0,106.61,24.95,0,0,0,0,35.48,32.58,0,93.66,21.21,4.24,66.54,0,0,125.99,120.01,400.97,0,0,64.37,12.15,0.89,108,5.32,0,0,0,0,22.42,20.85,0,0.96,36.7,26.66,42.39,48.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,40.6,18.84,11.3,424.39,33.72,47.02,10.55,17.94,57.32,522.73,0,0,8.31,44.15,0,142.38,10.05,0,4.61,0,0,0,0,106.61,24.95,0,0,0,0,35.48,32.58,0,93.66,21.21,4.24,66.54,0,0,125.99,120.01,400.97,0,0,64.37,12.15,0.89,108,5.32,0,0,0,0,22.42,20.85,0,0.96,36.7,26.66,42.39,48.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,40.6,18.84,12.46,405.13,22.47,47.02,10.55,17.94,57.32,522.73,0,0,8.31,44.15,0,142.38,10.05,0,4.61,0,0,0,0,106.61,24.95,0,0,0,0,35.48,32.58,0,93.66,21.21,4.24,66.54,0,0,125.99,120.01,400.97,0,0,64.37,12.15,0.89,108,5.32,0,0,0,0,22.42,20.85,0,0.96,36.7,26.66,42.39,48.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,40.6,18.84,14.05,405.13,22.47,47.02,10.55,17.94,57.32,522.73,0,0,8.31,44.15,0,142.38,10.05,0,4.61,0,0,0,0,79.94,24.95,0,0,0,0,36.95,32.58,0,93.66,21.21,3.17,66.54,0,0,125.99,120.01,400.97,0,0,64.37,12.15,0.89,108,5.32,0,0,0,0,22.42,20.85,0,0.96,36.7,26.66,42.39,48.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,40.6,18.84,13.85,366.59,22.47,47.02,10.55,17.94,57.32,522.73,0,0,8.31,44.15,0,142.38,10.05,0,4.61,0,0,0,0,79.94,24.95,0,0,0,0,36.95,32.58,0,93.66,21.21,3.17,66.54,0,0,125.99,120.01,400.97,0,0,64.37,12.15,0.89,108,5.32,0,0,0,0,22.42,20.85,0,0.96,36.7,26.66,42.39,48.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,40.6,18.84,16.58,347.33,22.47,47.02,10.55,17.94,57.32,522.82,0,0,8.31,44.15,0,142.38,10.05,0,4.61,0,0,0,0,79.94,24.95,0,0,0,0,36.95,32.58,0,93.66,21.21,3.17,66.54,0,0,125.99,120.01,400.97,0,0,64.37,6.07,0.89,108,5.32,0,0,0,0,11.2,20.85,0,0.96,36.7,26.66,42.39,48.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,40.6,18.84,17.15,296.32,22.47,47.02,10.55,17.94,57.32,522.82,0,0,8.31,44.15,0,142.38,10.05,0,4.61,0,0,0,0,79.94,24.95,0,0,0,0,36.95,32.58,0,93.66,21.21,3.17,66.54,0,0,125.99,120.01,400.97,0,0,64.37,6.07,0.89,108,5.32,0,0,0,0,11.2,20.85,0,0.96,36.7,26.66,42.39,48.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,40.6,18.84,17.53,195.35,22.47,47.02,10.55,17.94,57.32,522.82,0,0,8.31,44.15,0,142.38,10.05,0,4.61,0,0,0,0,79.94,24.95,0,0,0,0,36.95,32.58,0,93.66,21.21,3.17,66.54,0,0,125.99,120.01,400.97,0,0,64.37,6.07,0.89,108,5.32,0,0,0,0,11.2,20.85,0,0.96,36.7,26.66,42.39,48.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,40.6,18.84,19.27,195.35,22.47,47.02,10.55,17.94,57.32,522.82,0,0,8.31,44.15,0,142.38,10.05,0,4.61,0,0,0,0,79.94,24.95,0,0,0,0,36.95,32.58,0,93.66,21.21,3.17,66.54,0,0,125.99,120.01,400.97,0,0,64.37,6.07,0.89,108,5.32,0,0,0,0,11.2,20.85,0,0.96,36.7,26.66,42.39,48.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,40.6,18.84,19.27,195.35,22.47,47.02,10.55,14.68,57.32,514.19,0,0,8.31,44.15,0,142.38,10.05,0,4.61,0,0,0,0,79.94,24.95,0,0,0,0,36.95,32.58,0,93.66,21.21,3.17,66.54,0,0,125.99,120.01,400.97,0,0,64.37,6.07,0.89,108,3.3,0,0,0,0,11.2,16.69,0,0.96,36.7,21.53,33.83,48.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,40.6,18.84,19.27,195.35,22.47,47.02,10.55,14.68,57.32,514.19,0,0,8.31,44.15,0,142.38,10.05,0,4.61,0,0,0,0,79.94,24.95,0,0,0,0,36.95,32.58,0,93.66,21.21,3.17,66.54,0,0,125.99,120.01,400.97,0,0,64.37,6.07,0.89,108,3.3,0,0,0,0,11.2,16.69,0,0.96,36.7,21.53,33.83,48.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,40.6,18.84,19.27,195.35,22.47,47.02,10.55,14.68,57.32,514.19,0,0,8.31,35.35,0,114.31,10.05,0,4.61,0,0,0,0,79.94,24.95,0,0,0,0,36.95,32.58,0,93.66,21.21,3.17,66.54,0,0,125.99,120.01,400.97,0,0,64.37,6.07,0.89,108,3.3,0,0.49,0,0,11.2,16.69,0,0.96,36.7,21.53,33.83,48.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,40.6,18.84,19.27,195.35,33.74,47.02,10.55,14.68,57.32,514.19,0,0,8.31,35.35,0,114.31,10.05,0,4.61,0,0,0,0,79.94,24.95,0,0,0,0,36.95,32.58,0,93.66,21.21,3.17,66.54,0,0,125.99,120.01,400.97,0,0,64.37,0,0.89,108,3.3,0,6.04,0,0,11.2,16.69,0,0.96,36.7,21.53,33.83,48.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,40.6,18.84,19.27,195.35,33.74,47.02,10.55,14.68,57.32,514.19,0,0,8.31,35.35,0,114.31,10.05,0,4.61,0,0,0,0,79.94,24.95,0,0,0,0,36.95,32.58,0,93.66,21.21,3.17,66.54,0,0,125.99,120.01,400.97,0,0,64.37,0,0.89,108,3.3,0,6.04,0,0,22.42,16.69,0,0.96,36.7,21.53,33.83,48.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,27.07,18.84,19.27,195.35,33.74,47.02,10.55,14.68,57.32,514.19,0,0,8.31,35.35,0,114.31,10.05,0,4.61,0,0,0,0,79.94,24.95,0,0,0,0,36.95,32.58,0,93.66,21.21,3.17,66.54,0,0,125.99,120.01,400.97,0,0,64.37,0,0.89,108,3.3,0,6.04,0,0,33.63,16.69,0,0.96,36.7,21.53,33.83,48.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,27.07,18.84,19.27,195.35,33.74,47.02,10.55,14.68,57.32,484.49,0,0,8.31,35.35,0,114.31,10.05,0,4.61,0,0,0,0,79.94,24.95,0,0,0,0,36.95,32.58,0,93.66,21.21,3.17,66.54,0,0,125.99,120.01,400.97,0,0,64.37,0,0.89,108,3.3,0,6.04,0,0,33.63,16.69,0,0.96,36.7,21.53,33.83,48.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,27.07,18.84,19.27,195.35,33.74,47.02,10.55,14.68,57.32,484.49,0,0,8.31,35.35,0,114.31,10.05,0,4.61,0,0,0,0,79.94,24.95,0,0,0,0,36.95,32.58,0,93.66,21.21,3.17,66.54,0,0,125.99,120.01,400.97,0,0,64.37,0,0.89,108,3.3,0,0.49,0,0,33.63,16.69,0,0.96,36.7,21.53,33.83,48.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,27.07,18.84,19.27,195.35,33.74,47.02,10.55,14.68,57.32,484.47,0,0,8.31,35.35,0,114.31,10.05,0,4.61,0,0,0,0,79.94,24.95,0,0,0,0,36.95,32.58,0,64.99,21.21,3.17,66.54,0,0,92.87,96.42,400.97,0,0,64.37,0,0.89,102.1,3.3,0,0,0,0,33.63,13.93,0,0.96,36.7,18.02,28.38,48.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,27.07,18.84,19.27,195.35,33.74,47.02,10.55,12.21,57.32,484.47,0,0,8.31,29.21,0,114.31,10.05,0,4.61,0,0,0,0,79.94,24.95,0,0,0,0,36.95,32.58,0,64.99,21.21,3.17,66.54,0,0,92.87,96.42,400.97,0,0,64.37,0,0.89,102.1,3.3,0,0,0,0,33.63,11.88,0,0.96,36.7,14.66,23.84,48.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,27.07,18.84,19.27,195.35,33.74,47.02,10.55,12.05,57.32,539.2,0,0,8.31,35.35,0,114.31,10.05,0,4.61,0,0,0,0,79.94,24.95,0,0,0,0,36.95,32.58,0,64.99,21.21,3.17,66.54,0,0,92.87,96.42,400.97,0,0,64.37,0,0.89,102.1,3.3,0,0,0,0,33.63,11.88,0,0.96,36.7,16.33,23.84,48.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,27.07,18.84,19.27,195.35,33.74,47.02,10.55,10.08,57.32,433.34,0,0,8.31,29.45,0,114.31,10.05,0,4.61,0,0,0,0,79.94,24.95,0,0,0,0,36.95,32.58,0,64.99,21.21,3.17,66.54,0,0,92.87,96.42,400.97,0,0,64.37,0,0.89,102.1,3.3,0,0,0,0,33.63,11.88,0,0.96,36.7,16.33,23.84,48.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,27.07,18.84,19.27,195.19,33.74,47.02,10.55,10.08,57.32,359.29,0,0,8.31,24.58,0,97.29,10.05,0,4.61,0,0,0,0,79.94,24.95,0,0,0,0,36.95,32.58,0,64.99,21.21,3.17,66.54,0,0,92.87,96.42,400.97,0,0,64.37,0,0.89,102.1,2.93,0,0,0,0,33.63,11.88,0,0.96,36.7,16.33,23.84,48.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,27.07,18.84,19.27,195.19,33.74,47.02,10.55,10.08,57.32,359.29,0,0,8.31,24.58,0,97.29,10.05,0,1.86,0,0,0,0,79.94,24.95,0,0,0,0,36.95,32.58,0,64.99,21.21,3.17,66.54,0,0,92.87,82.78,400.97,0,0,64.37,0,0.89,78.37,2.93,0,0,0,0,33.63,11.88,0,0.96,36.7,16.33,23.84,48.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,27.07,18.84,19.27,195.19,33.74,47.02,10.55,10.08,57.32,359.29,0,0,8.31,24.58,0,97.29,10.05,0,1.86,0,0,0,0,79.94,24.95,0,0,0,0,36.95,32.58,0,64.99,21.21,3.17,66.54,0,0,70.1,82.78,403.4,0,0,64.37,0,0.89,78.37,2.93,0,0,0,0,33.63,11.88,0,0.96,36.7,16.33,23.84,48.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,26.17,18.84,19.27,195.19,33.74,47.02,10.55,10.08,57.32,359.29,0,0,8.31,24.58,0,97.29,10.05,0,0,0,0,0,0,79.94,24.95,0,0,0,0,36.95,32.58,0,64.99,21.21,3.17,66.54,0,0,70.1,82.78,403.4,0,0,64.37,0,0.89,78.37,2.93,0,0,0,0,22.42,11.88,0,0.96,36.7,16.33,23.84,48.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,12.18,18.84,19.27,195.19,33.74,47.02,0,10.08,57.32,311.11,0,0,8.31,24.58,0,97.29,10.05,0,0,0,0,0,0,94.94,24.95,0,0,0,0,36.95,32.58,0,64.99,21.21,3.78,66.54,0,0,70.1,82.78,403.4,0,0,64.37,0,0.89,78.37,2.93,0,0,0,0,11.06,11.88,0,0.96,36.7,16.33,23.84,48.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,0,18.84,19.27,195.19,33.74,47.02,0,10.08,57.32,311.11,0,0,8.31,24.58,0,97.29,10.05,0,0,0,0,0,0,94.94,24.95,0,0,0,0,36.95,32.58,0,64.99,21.21,3.78,66.54,0,0,70.1,82.78,403.4,0,0,64.37,0,0.89,78.37,2.93,0,0,0,0,0,11.88,0,0.96,36.7,16.33,23.84,48.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,0,18.84,19.27,152.81,33.74,47.02,0,10.08,57.32,262.92,0,0,8.31,24.58,0,97.29,10.05,0,0,0,0,0,0,94.94,24.95,0,0,0,0,36.95,32.58,0,64.99,21.21,3.78,66.54,0,0,70.1,82.78,403.4,0,0,64.37,0,0.89,78.37,2.93,0,0,0,0,0,11.88,0,0.96,36.7,16.33,23.84,48.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,0,18.84,19.27,152.81,33.74,47.02,0,10.08,57.32,262.92,0,0,8.31,24.58,0,88.11,10.05,0,0,0,0,0,0,94.94,24.95,0,0,0,0,36.95,32.58,0,64.99,21.21,3.78,66.54,0,0,70.1,82.78,403.4,0,0,64.37,0,0.89,70.3,2.93,0,0,0,0,0,11.88,0,0.96,36.7,16.33,23.84,48.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,0,18.84,19.27,152.81,33.74,47.02,0,10.08,57.32,205.1,0,0,8.31,24.58,0,88.11,10.05,0,0,0,0,0,0,94.94,24.95,0,0,0,0,37.84,32.58,0,64.99,21.21,3.78,66.54,0,0,70.1,82.78,403.4,0,0,64.37,0,0.89,70.3,2.93,0,0,0,0,0,12.09,0,0.96,36.7,16.33,23.93,51.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,0,18.84,19.27,152.81,33.74,47.02,0,10.08,57.32,205.1,0,0,8.31,24.58,0,89.16,10.05,0,0,0,0,0,0,94.94,24.95,0,0,0,0,37.84,32.58,0,64.99,21.21,3.78,66.54,0,0,70.1,82.78,403.4,0,0,64.37,0,0.89,70.3,2.93,0,0,0,0,0,12.09,0,0.96,36.7,16.33,23.93,51.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,0,18.84,19.27,152.81,33.74,47.02,0,10.08,57.32,166.54,0,0,8.31,24.58,0,89.16,10.05,0,0,0,0,0,0,79.94,24.95,0,0,0,0,37.84,32.58,0,64.99,21.21,3.17,66.54,0,0,70.1,82.78,403.4,0,0,64.37,0,0.89,70.3,2.93,0,0,0,0,0,12.09,0,0.96,36.7,16.33,23.93,51.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,0,18.84,19.27,152.81,33.74,47.02,0,10.08,57.32,166.54,0,0,8.31,24.58,0,89.16,10.05,0,0,0,0,0,0,53.3,24.95,0,0,0,0,37.84,32.58,0,64.99,21.21,2.11,66.54,0,0,70.1,82.78,403.4,0,0,64.37,0,0.89,70.3,2.93,0,0,0,0,0,12.09,0,0.96,36.7,16.33,23.93,51.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,0,12.56,19.27,152.81,33.74,47.02,0,10.08,57.32,147.27,0,0,8.31,25.15,0,78.58,10.05,0,0,0,0,0,0,26.22,24.95,0,0,0,0,37.84,32.58,0,64.99,21.21,1.04,66.54,0,0,70.1,82.78,403.4,0,0,73.88,0,0.89,70.3,2.93,0,0,0,0,0,12.99,0,0.96,36.7,16.33,23.93,51.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,0,12.56,19.27,152.81,33.74,47.02,0,10.08,57.32,147.27,0,0,8.31,25.15,0,78.58,10.05,0,0,0,0,0,0,0,24.95,0,0,0,0,37.84,32.58,0,64.99,21.21,0,66.54,0,0,70.1,82.78,403.4,0,0,73.88,0,0.89,70.3,2.93,0,0,0,0,0,12.99,0,0.96,36.7,16.33,23.93,51.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,12.56,19.27,152.81,33.74,47.02,0,10.08,57.32,147.27,0,0,8.31,27.95,0,97.29,10.05,0,0,0,0,0,0,0,24.95,0,0,0,0,37.84,32.58,0,64.99,21.21,0,66.54,0,0,74.55,82.78,403.4,0,0,73.88,0,0.89,101.44,3.3,0,0,0,0,0,12.99,0,0.96,36.7,16.33,29.01,46.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,12.56,19.27,152.81,33.74,47.02,0,10.08,57.32,147.27,0,0,8.31,27.95,0,97.29,10.05,0,0,0,0,0,0,0,24.95,0,0,0,0,37.84,32.58,0,64.99,21.21,0,66.54,0,0,74.55,82.78,403.4,0,0,73.88,0,0.89,101.44,3.3,0,0,0,0,0,12.99,0,0.96,36.7,16.33,29.01,46.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,12.56,19.27,152.81,33.74,47.02,0,10.08,57.32,147.27,0,0,8.31,27.95,0,97.29,10.05,0,0,0,0,0,0,0,24.95,0,0,0,0,37.84,32.58,0,64.99,21.21,0,66.54,0,0,74.55,82.78,403.4,0,0,64.37,0,0.92,101.44,3.3,0,1.48,0,0,0,12.99,0,0.96,36.7,16.33,29.01,46.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,12.56,19.27,152.81,33.74,47.02,0,10.08,57.32,147.27,0,0,8.31,27.95,0,97.29,0,0,0,0,0,0,0,0,24.95,0,0,0,0,37.84,32.58,0,64.99,21.21,0,66.54,0,0,74.55,82.78,403.4,0,0,64.37,0,0.92,101.44,3.3,0,1.48,0,0,0,12.99,0,0.96,36.7,16.33,29.01,46.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,12.56,19.27,152.81,33.74,47.02,0,10.08,57.32,147.27,0,0,8.31,27.95,0,97.29,0,0,0,0,0,0,0,0,24.95,0,0,0,0,37.84,32.58,0,64.99,21.21,0,66.54,0,0,74.55,82.78,403.4,0,0,64.37,0,0.92,101.44,3.3,0,1.11,0,0,0,12.99,0,0.96,36.7,16.33,29.01,46.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,12.56,19.27,152.81,33.74,47.02,0,10.08,57.32,147.27,0,0,8.31,27.95,0,97.29,0,0,0,0,0,0,0,0,24.95,0,0,0,0,37.84,32.58,0,64.99,21.21,0,66.54,0,0,74.55,82.78,403.4,0,0,64.37,0,0.92,101.44,3.3,0,1.11,0,0,0,12.99,0,0.96,36.7,16.33,29.01,46.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,12.56,19.27,152.81,33.74,47.02,0,10.08,57.32,147.27,0,0,8.31,27.95,0,97.29,0,0,0,0,0,0,0,0,24.95,0,0,0,0,37.84,32.58,0,64.99,21.21,0,66.54,0,0,74.55,82.78,403.4,0,0,64.37,0,0.92,101.44,3.3,0,1.11,0,0,0,12.99,0,0.96,36.7,16.33,29.01,46.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,12.56,19.27,152.81,33.74,47.02,0,10.08,57.32,147.27,0,0,8.31,27.95,0,97.29,0,0,0,0,0,0,0,0,24.95,0,0,0,0,37.84,32.58,0,64.99,21.21,0,66.54,0,0,74.55,82.78,403.4,0,0,64.37,0,0.92,101.44,3.3,0,1.11,0,0,0,12.99,0,0.96,36.7,16.33,29.01,46.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,12.56,19.27,152.81,33.74,47.02,0,10.08,57.32,147.27,0,0,8.31,27.95,0,96.62,0,0,0,0,0,0,0,0,24.95,0,0,0,0,37.84,32.58,0,52.76,21.21,0,66.54,0,0,74.55,66.98,403.4,0,0,76.47,0,0.92,101.44,3.3,0,1.11,0,0,0,12.99,0,0.96,36.7,16.33,29.01,46.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,12.56,19.27,152.81,33.74,47.02,0,10.08,57.32,147.27,0,0,8.31,27.95,0,96.62,0,0,0,0,0,0,0,0,24.95,0,0,0,0,37.84,32.58,0,52.76,21.21,0,66.54,0,0,74.55,66.98,403.4,0,0,76.47,0,0.92,101.44,3.3,0,1.11,0,0,0,12.99,0,0.96,36.7,16.33,29.01,46.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

