Block,Time Block,CHAMERA1,DADRT2,BSIUL,CHAMERA3,CHAMERA2,BRBCL,NJPC,NNTPP,NAPP,NLCIIST1,PARBATI3,NTPL,NLCIIST2,NLCEXP,NLCTS2EXP,RSTPSU1TO6,RSTPSU7,SALAL,SEWA2,RIHAND3,SIMHST2,SIMHST1,SASAN,KISHANGANGA,KOLDAM,KHSTPP-I,KUDGI,MAPS,KHSTPP-II,KKNP,KOTESHWR,KKNPPU2,RAPPB,RIHAND2,RIHAND1,RAPPC,TALA,UNCHAHAR3,VALLURNTECL,TEHRI,TANDA2,UNCHAHAR2,URI,URI2,TALST2,UNCHAHAR1,UNCHAHAR4,TANAKPUR,TelanganaSTPP,DULHASTI,KGSU3AND4,DHAULIGNGA,FSTPP I & II,KGSU1AND2,JHAJJAR,RAMPUR,SINGRAULI_HYDRO,SINGRAULI,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
44,10:45-11:00,0,181.06,0,0,2.31,14.46,22.54,0,40.14,0,0,0,0,0,0,0,0,12.32,0,95.1,0,0,403.61,0,0,37.65,0,0,124.94,0,8.55,0,0,98.89,88.67,50.02,0,19.31,0,0,0,30.62,2.13,4.4,0,14.93,0,7.4,0,31.77,0,0,14.49,0,207.22,0,0,102.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,181.06,0,0,2.31,14.46,22.54,0,40.14,0,0,0,0,0,0,0,0,12.32,0,95.1,0,0,403.61,0,0,37.65,0,0,124.94,0,8.55,0,0,98.89,88.67,50.02,0,19.31,0,0,0,30.62,2.13,4.4,0,14.93,0,7.4,0,31.77,0,0,14.49,0,207.22,0,0,102.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,181.06,0,0,2.31,14.46,22.54,0,40.14,0,0,0,0,0,0,0,0,12.32,0,95.1,0,0,403.61,0,0,37.65,0,0,124.94,0,8.55,0,0,98.89,88.67,50.02,0,19.31,0,0,0,30.62,2.13,4.4,0,14.93,0,7.4,0,31.77,0,0,14.49,0,207.22,0,0,102.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,214.98,0,0,2.31,14.46,22.54,0,40.14,0,0,0,0,0,0,0,0,12.32,0,95.1,0,0,403.61,0,0,37.65,0,0,124.94,0,8.55,0,0,98.89,88.67,50.02,0,19.31,0,0,0,30.62,2.13,4.4,0,14.93,0,7.4,0,31.77,0,0,14.49,0,207.22,0,0,114.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,236.38,0,0,2.31,14.46,22.54,0,40.14,0,0,0,0,0,0,0,0,12.32,0,95.1,0,0,403.61,0,0,37.65,0,0,124.94,0,8.55,0,0,98.89,88.67,50.02,0,19.31,0,0,0,30.62,2.13,4.4,0,14.93,0,7.4,0,31.77,0,0,14.49,0,207.22,0,0,114.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,237.35,0,0,2.31,14.46,22.54,0,40.14,0,0,0,0,0,0,0,0,12.32,0,95.1,0,0,403.61,0,0,37.65,0,0,124.94,0,8.55,0,0,98.89,88.67,50.02,0,19.31,0,0,0,30.62,37.77,18.15,0,14.93,0,7.4,0,31.77,0,0,14.49,0,207.22,0,0,118.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,254.69,0,0,2.31,14.46,22.54,0,40.14,0,0,0,0,0,0,0,0,12.32,0,95.1,0,0,403.61,0,0,37.65,0,0,124.94,0,8.55,0,0,98.89,88.67,50.02,0,19.31,0,0,0,30.62,37.77,18.15,0,14.93,0,7.4,0,31.77,0,0,14.49,0,207.22,0,0,123.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,253.73,0,0,2.31,14.46,22.54,0,40.14,0,0,0,0,0,0,0,0,12.32,0,95.1,0,0,403.61,0,0,37.65,0,0,124.94,0,8.55,0,0,98.89,88.67,50.02,0,19.31,0,0,0,30.62,2.66,18.15,0,14.93,0,7.4,0,31.77,0,0,14.49,0,207.22,0,0,123.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,251.8,0,0,2.31,14.46,22.54,0,40.14,0,0,0,0,0,0,0,0,12.32,0,95.1,0,0,403.61,0,0,37.65,0,0,124.94,0,8.55,0,0,98.89,88.67,50.02,0,19.31,0,0,0,30.62,2.13,18.15,0,14.93,0,7.4,0,31.77,0,0,14.49,0,207.22,0,0,103.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,241.46,0,0,2.31,14.46,22.54,0,40.14,0,0,0,0,0,0,0,0,12.32,0,95.1,0,0,403.61,0,0,37.65,0,0,124.94,0,8.55,0,0,98.89,88.67,50.02,0,19.31,0,0,0,30.62,2.13,18.15,0,14.93,0,11.48,0,31.77,0,0,14.49,0,207.22,0,0,103.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,237.61,0,0,2.31,14.46,22.54,0,40.14,0,0,0,0,0,0,0,0,12.32,0,95.1,0,0,403.61,0,0,37.65,0,0,124.94,0,8.55,0,0,98.89,88.67,50.02,0,19.31,0,0,0,30.62,2.13,18.15,0,14.93,0,11.48,0,31.77,0,0,14.49,0,207.22,0,0,103.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,236.64,0,0,2.31,14.46,22.54,0,40.14,0,0,0,0,0,0,0,0,12.32,0,95.1,0,0,403.61,0,0,37.65,0,0,124.94,0,8.55,0,0,98.89,88.67,50.02,0,19.31,0,0,0,30.62,2.13,4.4,0,14.93,0,7.4,0,31.77,0,0,14.49,0,207.22,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,235.68,0,0,2.31,14.46,22.54,0,40.14,0,0,0,0,0,0,0,0,12.32,0,95.1,0,0,403.61,0,0,37.65,0,0,124.94,0,8.55,0,0,98.89,88.67,50.02,0,22.83,0,0,0,36.27,2.13,4.4,0,17.68,0,7.4,0,31.77,0,8.78,17.74,0,207.22,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,235.68,0,0,2.31,14.46,22.54,0,40.14,0,0,0,0,0,0,0,0,12.32,0,95.1,0,0,403.61,0,0,37.65,0,0,124.94,0,8.55,0,0,98.89,88.67,50.02,0,22.83,0,0,0,36.27,2.13,4.4,0,17.68,0,7.4,0,31.77,0,8.78,17.74,0,207.22,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,254.08,0,0,2.31,14.46,22.54,0,40.14,0,0,0,0,0,0,0,0,12.32,0,95.1,0,0,403.61,0,0,37.65,0,0,124.94,0,8.55,0,0,98.89,88.67,50.02,0,22.83,0,0,0,36.27,2.13,4.4,0,17.68,0,7.4,0,31.77,0,8.78,17.74,0,207.22,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,254.57,0,0,2.31,14.46,22.54,0,40.14,0,0,0,0,0,0,0,0,12.32,0,119.82,0,0,403.61,0,0,37.65,0,0,124.94,0,8.55,0,0,100.27,88.67,50.02,0,19.31,0,0,0,30.62,2.13,4.4,0,14.93,0,7.4,0,31.77,0,8.78,17.74,0,214.37,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,256.02,0,0,2.31,14.46,22.54,0,40.14,0,0,0,0,0,0,0,0,12.32,0,119.82,0,0,403.61,0,0,37.65,0,0,124.94,0,8.55,0,0,111.58,88.67,50.02,0,19.31,0,0,0,30.62,2.13,4.4,0,14.93,0,7.4,0,31.77,0,8.78,17.74,0,214.37,0,0,134.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

