Column1,Time,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2020_06,NR/01102023/25072045/L_NR_2021_15,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),GNARE/NR/2024/12/20/3668,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,GNARE/SR/2025/01/13/4532,NR/26072023/31072042/L_NR_2023_07,GNA/NR/2025/01/01/7459,GNA/NR/2025/01/01/6775,GNA/NR/2025/01/01/8738,L_NR_2019_19,GNA/NR/2025/01/01/3945,GNA/NR/2025/01/02/1250,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/01/01/8058,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/01/01/3733,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/01/20/9333,GNA/NR/2025/01/20/2470,NR/01102023/31052040/LT-31,GNA/NR/2025/01/20/9046,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,GNA/NR/2025/01/01/6528,GNA/NR/2025/01/20/4698,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/01/01/3925,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,GNA/NR/2025/01/01/3514,GNA/NR/2025/01/01/5531,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/01/20/5216,GNA/WR/2025/01/01/8625,GNA/WR/2024/11/01/4200,GNA/WR/2025/01/01/9606,GNA/NR/2025/01/20/4168
16,03:45-04:00,31.33,0,0,11.67,0,9.67,0,0,0,0,11.67,34.99,31.34,0,0,0,0,8.6,0,23.08,23.08,31.73,0,23.08,48.08,164.85,26.92,1.3,20.19,25.73,0,52.89,0,0,0,0,70.13,26.73,8.65,0,59.46,0.95,0,130.78,48.08,26.73,0.69,19.23,28.85,1.29,0,0,0,0,0

17,04:00-04:15,30.33,0,0,12,0,10,0,0,0,0,12,36,30.34,0,0,0,0,8.4,0,23.08,23.08,31.73,0,23.08,48.08,164.85,26.92,1.3,20.19,25.73,0,52.89,0,0,0,0,70.13,26.73,8.65,0,59.46,0.95,0,130.78,48.08,26.73,0,19.23,28.85,1.29,0,0,0,0,0

18,04:15-04:30,30.33,0,0,12.67,0,10.67,0,0,0,0,12.67,37.99,30.34,0,0,0,0,8.4,0,23.08,23.08,31.73,0,23.08,48.08,164.85,26.92,1.3,20.19,25.73,0,52.89,0,0,0,0,70.13,26.73,8.65,0,59.46,0.95,0,130.78,48.08,26.73,0,19.23,28.85,1.29,0,0,0,0,0

19,04:30-04:45,25.33,0,0,13.17,0,9.33,0,0,0,0,13.17,39.49,25.34,0,0,0,0,8.2,0,23.08,23.08,31.73,0,23.08,48.08,164.85,26.92,1.3,20.19,25.23,0,52.89,0,0,0,0,70.13,26.73,8.65,0,59.46,0.95,0,130.78,48.08,26.73,0.62,19.23,28.85,1.29,0,0,0,0,0

20,04:45-05:00,25.33,0,0,13.67,0,9.33,0,0,0,0,13.67,40.99,25.34,0,0,0,0,8,0,23.08,23.08,31.73,0,23.08,48.08,164.85,26.92,1.3,20.19,25.23,0,52.89,0,0,0,0,70.13,26.73,8.65,0,59.46,0.95,0,130.78,48.08,26.73,0.62,19.23,28.85,1.29,0,0,0,0,0

21,05:00-05:15,25,0,0,13.67,0,9.33,0,0,0,0,13.67,40.99,25,0,0,0,0,7.8,0,23.08,23.08,31.73,0,23.08,48.08,201.94,26.92,1.3,20.19,25.23,0,52.89,0,0,0,0,70.13,26.73,8.65,0,59.46,0.95,0,130.78,48.08,26.73,0.62,19.23,28.85,1.29,0,0,0,0,0

22,05:15-05:30,24.33,0,0,13.5,0,9.33,0,0,0,0,13.5,40.5,24.34,0,0,0,0,7.8,0,23.08,23.08,31.73,0,23.08,48.08,230.78,26.92,1.3,20.19,25.23,0,52.89,0,0,0,0,70.13,26.73,8.65,0,59.46,0.95,0,130.78,48.08,26.73,0.62,19.23,28.85,1.29,0,0,0,0,0

23,05:30-05:45,23.67,0,0,13.33,0,9.33,0,0,0,0,13.33,40.01,23.66,0,0,0,0,7.8,0,23.08,23.08,31.73,0,23.08,48.08,250.02,26.92,1.3,20.19,25.23,0,67.31,0,0,0,0,65.98,26.73,8.65,0,59.46,0.95,0,130.78,48.08,26.73,0.62,19.23,28.85,1.29,0,0,0,0,0

24,05:45-06:00,21.33,0,0,13,0,9.33,0,0,0,0,13,39,21.34,0,0,0,0,7.8,0,23.08,23.08,31.73,0,23.08,48.08,250.02,26.92,1.3,20.19,25.23,0,67.31,0,0,0,0,65.98,26.73,8.65,0,59.46,0.95,0,178.86,48.08,26.73,0.62,19.23,28.85,1.29,0,0,0,0,0

25,06:00-06:15,30,0,0,15.17,0,9.33,0.3,0,0,0,15.17,45.49,30,0,0,0,0,9.2,0,23.08,23.08,31.73,0,23.08,48.08,271.89,26.92,1.3,20.19,25.23,0,96.16,0,0,0,0,65.98,26.73,8.65,0,83.5,0.95,0,226.94,48.08,26.73,0,19.23,28.85,1.29,0,0,0,0,0

26,06:15-06:30,29,0,0,14.83,0,9.33,0.41,0,0,0.08,14.83,44.51,29,0,0,0,0,9.2,0,23.08,23.08,31.73,0,23.08,48.08,271.89,26.92,1.3,20.19,25.23,0,100.18,0,0,0,0,65.98,26.73,8.65,0,86.74,0.95,0,261.07,48.08,26.73,0,19.23,28.85,1.29,0,0,0,0,0

27,06:30-06:45,26.67,0,0,14.5,0,9.33,0.76,0,0,0.69,14.5,43.5,26.66,0,0,0,0,9.6,0,23.08,23.08,31.73,0,23.08,48.08,271.89,26.92,1.3,20.19,24.72,0,100.18,0,0,0,0,65.98,32,8.65,0,86.74,0.95,0,261.07,48.08,25.45,0.69,19.23,28.85,1.29,0,0,0,0,0

28,06:45-07:00,25.67,0,0,14.17,0,9.33,2.48,1,0,2.99,14.17,42.49,25.66,0,0,0,0,9.8,0,23.08,23.08,31.73,0,23.08,48.08,271.89,26.92,1.3,20.19,24.22,0,100.18,0,0,0,0,94.27,32,8.65,0,86.74,0.95,0,261.07,48.08,20.08,0.69,19.23,28.85,1.29,0,0,0,0,0

29,07:00-07:15,38.56,0,0,13.5,0,9,9.43,3,0,11.31,13.5,40.5,38.55,2,0,0,1,16.41,1,36.54,36.54,31.73,0.92,36.54,48.08,271.89,26.92,1.3,20.19,23.21,0.06,100.18,30.77,96.16,0.06,90.39,115.01,32,8.65,7.69,86.74,0.95,0.06,261.07,48.08,9.82,0.69,19.23,28.85,1.29,9.62,50,0,0,5.77

30,07:15-07:30,37.45,1,0.01,13,1,8.67,20.16,7,0.26,24.03,13,39,37.44,3,1,0.03,2,15.81,4,36.54,36.54,31.73,4.99,36.54,48.08,271.89,26.92,1.3,20.19,23.21,0.25,100.18,30.77,96.16,0.25,90.39,115.01,32,8.65,7.69,86.74,0.95,0.25,261.07,48.08,9.82,0.69,19.23,28.85,1.29,9.62,50,0,0,5.77

31,07:30-07:45,36.22,3,0.56,15.33,2,8.67,32.32,10,0.52,32.32,15.33,46.01,36.21,5,2,2.77,3,15.41,7,36.54,36.54,31.73,11.04,43.27,48.08,271.89,26.92,1.3,20.19,23.21,0.61,100.18,30.77,96.16,0.61,90.39,115.01,32,14.42,7.69,86.74,0.95,0.63,261.07,48.08,9.82,0.69,19.23,28.85,1.29,9.62,50,0,0,5.77

32,07:45-08:00,34.83,7,2.32,14.17,3,8,30.25,17,2.34,30.25,14.17,42.49,34.84,8,5,11.59,10,15.01,18,36.54,36.54,31.73,17.57,43.27,48.08,271.89,26.92,1.3,20.19,23.21,1.15,100.18,30.77,96.16,1.15,90.39,115.01,32,14.42,7.69,86.74,0.95,1.17,261.07,48.08,9.82,0.69,19.23,28.85,1.29,9.62,50,0,0,5.77

33,08:00-08:15,33.48,13,5.72,13.33,5,7.67,31.85,24,6.52,31.85,13.33,40.01,33.49,13,7,28.61,15,14.21,32,36.54,36.54,31.73,25.29,43.27,48.08,271.89,26.92,1.34,20.19,23.21,2.12,100.18,30.77,96.16,2.12,90.39,115.01,32,14.42,7.69,86.74,0.95,2.17,261.07,48.08,9.82,0,19.23,28.85,1.29,9.62,50,0,0,5.77

34,08:15-08:30,32.23,21,10.65,12.67,9,7.33,29.57,29.56,14.22,29.57,12.67,37.99,32.24,19,12,53.25,23,13.61,49,36.54,36.54,31.73,34.56,43.27,48.08,271.89,26.92,1.34,20.19,22.2,3.58,100.18,30.77,96.16,3.58,90.39,115.01,32,14.42,7.69,86.74,0.95,3.68,261.07,48.08,9.82,0,19.23,28.85,1.29,9.62,50,0,0,5.77

35,08:30-08:45,31,28,15.59,11.67,18,7,30.07,30.06,22.59,30.07,11.67,34.99,31,29,19,77.92,37,13.41,67,36.54,36.54,31.73,44.54,43.27,48.08,271.89,26.92,1.34,20.19,22.2,5.22,100.18,30.77,96.16,5.22,90.39,115.01,32,14.42,7.69,86.74,0.95,5.36,261.07,48.08,9.82,0.69,19.23,28.85,1.29,9.62,50,0,0,5.77

36,08:45-09:00,29.33,36,20.5,10.83,23,6.67,30.47,30.46,31.94,30.47,10.83,32.51,29.34,43,23,102.5,47,13.41,84,36.54,36.54,31.73,49.13,43.27,48.08,271.89,26.92,1.34,20.19,22.2,6.9,100.18,30.77,96.16,6.9,90.39,115.01,32,14.42,7.69,86.74,0.95,7.07,261.07,48.08,20.08,0.69,19.23,28.85,1.29,9.62,50,0,0,5.77

37,09:00-09:15,16.67,45,25.12,9.17,27,6.67,30.47,30.46,43.51,30.47,9.17,27.49,16.66,50,28,125.57,56,14.61,105,36.54,36.54,31.73,58.48,43.27,48.08,271.89,26.92,1.34,20.19,21.7,8.37,100.18,30.77,96.16,8.37,90.39,115.01,32,14.42,7.69,86.74,0.95,8.57,261.07,48.08,9.82,0.69,19.23,28.85,1.29,9.62,0,0,0,5.77

38,09:15-09:30,15,52,29.51,7.33,31,6.67,30.47,30.46,53.57,30.47,7.33,22.01,15,57,32,147.55,65,14.41,123,36.54,36.54,31.73,68.02,43.27,48.08,271.89,26.92,1.34,20.19,21.19,9.94,100.18,30.77,96.16,9.94,90.39,115.01,32,14.42,7.69,86.74,0.95,10.19,261.07,48.08,9.82,0.69,19.23,28.85,1.29,9.62,0,0,0,5.77

39,09:30-09:45,14.33,58,33.64,6.67,34,6.67,30.47,30.46,62.45,30.47,6.67,19.99,14.34,65,35,168.17,70,14.61,137,36.54,36.54,31.73,77.21,43.27,48.08,271.89,26.92,1.34,20.19,21.19,11.18,100.18,30.77,96.16,11.18,90.39,115.01,32,14.42,7.69,86.74,0.99,11.46,261.07,48.08,17.99,0.69,19.23,28.85,1.29,9.62,0,0,0,5.77

40,09:45-10:00,14,63,37.46,6.67,36,6.67,30.47,30.46,70.25,30.47,6.67,19.99,14,72,38,187.29,77,14.61,147,36.54,36.54,31.73,85.74,43.27,48.08,271.89,26.92,1.34,20.19,21.19,12.42,100.18,30.77,96.16,12.42,90.39,115.01,32,14.42,7.69,86.74,0.99,12.72,261.07,48.08,25.45,0.69,19.23,28.85,1.29,9.62,0,0,0,5.77

41,10:00-10:15,14,70,41.02,6.67,39,6.67,30.47,30.46,77.92,30.47,6.67,19.99,14,79,41,205.1,82,14.81,165,36.54,36.54,31.73,116.87,43.27,48.08,271.89,26.92,1.38,20.19,21.19,13.46,100.18,0,0,13.46,0,94.27,32,14.42,0,76.25,0.99,13.79,261.07,48.08,25.45,0,19.23,28.85,1.29,0,0,0,0,0

42,10:15-10:30,14,76,44.23,6.67,41,6.67,30.47,30.46,84.35,30.47,6.67,19.99,14,84,43,221.14,87,14.81,179,36.54,36.54,31.73,123.81,43.27,48.08,271.89,26.92,1.38,20.19,21.19,14.77,100.18,0,0,14.77,0,65.98,32,14.42,0,76.25,0.99,15.14,261.07,48.08,25.45,0,19.23,28.85,1.29,0,0,0,0,0

43,10:30-10:45,14,79,47.12,6.67,43,6.67,30.47,30.46,90.21,30.47,6.67,19.99,14,88,47,235.58,93,14.81,186,36.54,36.54,31.73,129.73,43.27,48.08,271.89,26.92,1.38,20.19,20.69,15.6,100.18,0,0,15.6,0,65.98,26.73,14.42,0,76.25,0.99,16,261.07,48.08,26.73,0.62,19.23,28.85,1.29,0,0,0,0,0

44,10:45-11:00,14,82,47.5,6.67,45,6.67,30.47,30.46,95.39,30.47,6.67,19.99,14,91,48,237.5,97,14.81,193,36.54,36.54,31.73,134.72,43.27,48.08,271.89,26.92,1.38,20.19,20.69,16.48,100.18,0,0,16.48,0,65.98,26.73,14.42,0,76.25,0.99,16.89,261.07,48.08,26.73,0.62,19.23,28.85,1.29,0,0,0,0,0

45,11:00-11:15,14,85,47.5,6.67,46,6.67,30.47,30.46,100,30.47,6.67,19.99,14,92,50,237.5,100,15.01,200,36.54,36.54,31.73,137.97,43.27,48.08,271.89,26.92,1.38,20.19,20.18,17.19,100.18,0,0,17.19,0,65.98,26.73,14.42,0,76.25,0.99,17.62,261.07,48.08,26.73,0.62,19.23,28.85,1.29,0,0,0,0,0

46,11:15-11:30,14,85,47.5,6.67,47,6.67,30.47,30.46,100,30.47,6.67,19.99,14,93,50,237.5,100,15.01,200,36.54,36.54,31.73,140.09,43.27,48.08,271.89,26.92,1.38,20.19,20.18,17.19,100.18,0,0,17.19,0,65.98,26.73,14.42,0,76.25,0.99,17.62,225.57,48.08,26.73,0.62,19.23,28.85,1.29,0,0,0,0,0

47,11:30-11:45,14,85,47.5,6.67,47,6.67,30.47,30.46,100,30.47,6.67,19.99,14,93,50,237.5,100,12.01,200,36.54,36.54,31.73,141.3,43.27,48.08,271.89,26.92,1.38,20.19,20.18,17.19,100.18,0,0,17.19,0,65.98,26.73,14.42,0,59.46,0.99,17.62,225.57,48.08,26.73,0.62,19.23,28.85,1.29,0,0,0,0,0

48,11:45-12:00,14,85,47.5,6.67,48,6.67,30.47,30.46,100,30.47,6.67,19.99,14,93,50,237.5,100,12.41,200,36.54,36.54,31.73,139.54,43.27,48.08,271.89,26.92,1.38,20.19,20.18,17.19,100.18,0,0,17.19,0,65.98,26.73,14.42,0,59.46,0.99,17.62,225.57,48.08,26.73,0.62,19.23,28.85,1.29,0,0,0,0,0

49,12:00-12:15,18,85,47.5,6.67,48,6.67,30.47,30.46,100,30.47,6.67,19.99,18,93,50,237.5,100,10,200,28.85,28.85,31.73,139.27,28.85,48.08,271.89,26.92,1.43,20.19,20.18,17.19,100.18,0,0,17.19,0,70.13,26.73,8.65,0,59.46,0.99,17.62,177.49,48.08,26.73,0,19.23,28.85,1.29,0,0,0,0,0

50,12:15-12:30,18.33,85,47.5,6.67,48,6.67,30.47,30.46,100,30.47,6.67,19.99,18.34,93,50,237.5,100,10.4,200,28.85,28.85,31.73,141.79,28.85,48.08,271.89,26.92,1.43,20.19,20.18,17.19,100.18,0,0,17.19,0,70.13,26.73,8.65,0,59.46,0.99,17.62,159.63,48.08,26.73,0,19.23,28.85,1.29,0,0,0,0,0

51,12:30-12:45,15,85,47.5,6.67,48,6.67,30.47,30.46,100,30.47,6.67,19.99,15,93,50,237.5,100,10,200,28.85,28.85,31.73,143.15,28.85,48.08,230.78,26.92,1.43,20.19,20.18,17.19,100.18,0,0,17.19,0,70.13,26.73,8.65,0,59.46,0.99,17.62,130.78,48.08,26.73,0.85,19.23,28.85,1.29,0,0,0,0,0

52,12:45-13:00,15,85,47.5,6.67,48,6.67,30.47,30.46,100,30.47,6.67,19.99,15,93,50,237.5,100,10,200,28.85,28.85,31.73,143.46,28.85,48.08,201.94,26.92,1.43,20.19,20.18,17.19,100.18,0,0,17.19,0,70.13,26.73,8.65,0,59.46,0.99,17.62,130.78,48.08,26.73,0.85,19.23,28.85,1.29,0,0,0,0,0

53,13:00-13:15,15,85,47.5,6.67,48,7,30.47,30.46,100,30.47,6.67,19.99,15,93,50,237.5,100,10,200,25.96,25.96,31.73,142.41,25.96,48.08,164.85,26.92,1.43,20.19,20.18,17.19,100.18,0,0,17.19,0,70.13,26.73,8.65,0,59.46,0.99,17.62,166.28,48.08,26.73,0.85,19.23,28.85,1.29,0,0,0,0,0

54,13:15-13:30,15.33,85,47.5,6.67,48,7,30.47,30.46,100,30.47,6.67,19.99,15.34,92,50,237.5,100,10.6,200,25.96,25.96,31.73,140.2,25.96,48.08,164.85,26.92,1.43,20.19,20.18,17.19,100.18,0,0,17.19,0,70.13,26.73,8.65,0,59.46,0.99,17.62,166.28,48.08,26.73,0.85,19.23,28.85,1.29,0,0,0,0,0

55,13:30-13:45,15.67,85,47.5,6.67,48,7.33,30.47,30.46,100,30.47,6.67,19.99,15.66,92,50,237.5,100,14.01,200,23.08,23.08,31.73,136.62,23.08,48.08,164.85,26.92,1.43,20.19,19.17,17.19,100.18,0,0,17.19,0,70.13,26.73,8.65,0,59.46,0.99,17.62,166.28,48.08,26.73,0.85,19.23,28.85,1.29,0,0,0,0,0

56,13:45-14:00,16.33,85,47.5,6.67,47,7.67,30.47,30.46,100,30.47,6.67,19.99,16.34,91,50,237.5,100,14.01,200,23.08,23.08,31.73,133.02,23.08,48.08,201.94,26.92,1.43,20.19,19.17,17.19,100.18,0,0,17.19,0,70.13,26.73,8.65,0,59.46,0.99,17.62,166.28,48.08,26.73,0.85,19.23,28.85,1.29,0,0,0,0,0

57,14:00-14:15,17,85,47.5,6.67,47,7.67,30.47,30.46,100,30.47,6.67,19.99,17,91,50,237.5,100,14.41,200,23.08,23.08,31.73,128.97,23.08,48.08,230.78,26.92,1.48,20.19,19.17,17.19,100.18,0,0,17.19,0,70.13,26.73,8.65,0,59.46,0.99,17.62,144.24,48.08,26.73,0,19.23,28.85,1.29,0,0,0,0,0

58,14:15-14:30,17.67,85,47.5,6.67,45,8,30.47,30.46,100,30.47,6.67,19.99,17.66,91,49,237.5,99,15.01,200,23.08,23.08,31.73,124.41,23.08,48.08,230.78,26.92,1.48,20.19,19.17,17.06,100.18,0,0,17.06,0,70.13,26.73,8.65,0,59.46,0.99,17.48,144.24,48.08,26.73,0,19.23,28.85,1.29,0,0,0,0,0

59,14:30-14:45,18.33,82,47.5,6.67,44,8,30.47,30.46,100,30.47,6.67,19.99,18.34,89,48,237.5,95,13.01,193,23.08,23.08,31.73,118.98,23.08,48.08,230.78,26.92,1.48,20.19,19.17,16.82,100.18,0,0,16.82,0,70.13,26.73,8.65,0,59.46,0.99,17.24,139.43,48.08,26.73,0.85,19.23,28.85,1.29,0,0,0,0,0

60,14:45-15:00,18.67,79,47.5,6.67,43,8,30.47,30.46,100,30.47,6.67,19.99,18.66,87,45,237.5,91,13.01,186,23.08,23.08,31.73,112.63,23.08,48.08,230.78,26.92,1.48,20.19,20.18,16.32,100.18,0,0,16.32,0,70.13,26.73,8.65,0,59.46,0.99,16.72,130.78,48.08,26.73,0.85,19.23,28.85,1.29,0,0,0,0,0

61,15:00-15:15,19.33,75,47.06,6.67,40,8,30.97,30.96,97.12,30.97,6.67,19.99,19.34,84,43,235.29,87,13.01,175,23.08,23.08,31.73,105.48,23.08,48.08,230.78,26.92,1.48,20.19,20.18,15.37,100.18,0,0,15.37,0,70.13,26.73,8.65,0,59.46,1.07,15.75,130.78,48.08,26.73,0.85,19.23,28.85,1.29,0,0,0,0,0

62,15:15-15:30,20.67,69,44.65,6.67,39,8,30.97,30.96,92.16,30.97,6.67,19.99,20.66,79,40,223.23,80,12.81,161,23.08,23.08,31.73,97.51,23.08,48.08,230.78,26.92,1.48,20.19,21.19,14.26,100.18,0,0,14.26,0,70.13,26.73,8.65,0,59.46,1.07,14.62,130.78,48.08,26.73,0.85,19.23,28.85,1.29,0,0,0,0,0

