Column1,Time,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,GNARE/SR/2025/01/13/4532,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,GNA/WR/2024/11/01/4200,GNA/WR/2025/01/01/9606,NR/30092023/31122025/SH-07,GNA/NR/2025/02/16/1676,GNA/NR/2025/02/01/2143,GNA/SR/2025/02/01/7432,WR/01102023/31032046/L_NR_2020_05,NR/01102023/19072037/LT-05,WR/01102023/24112044/L_NR_2020_07,NR/01102023/22052037/LT-59,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_07,WR/01102023/29112042/RUMS(L_NR_2019_07),GNA/WR/2025/01/01/8625,NR/01102023/31102037/L_NR_2019_11,GNA/SR/2025/02/01/6460,NR/01102023/31052040/LT-31,GNA/NR/2025/02/01/2594,GNA/NR/2025/02/01/9969,GNA/NR/2025/02/01/4863,GNA/NR/2025/02/01/5886,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/02/16/1380,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,L_NR_2019_19,GNARE/NR/2024/12/20/3668
19,04:30-04:45,0,7.5,0,7,16.66,0,16.67,6.6,0,0,0,26.99,271.78,100.14,0,0,0,26.99,23.78,23.07,0,22.5,70.12,7.5,0.62,26.24,59.43,0,0,0.92,75,0,23.07,23.07,8.65,8.65,135.53,0,1.2,7.93,1.19,0,0,0,0,0,0

20,04:45-05:00,0,7.5,0,7,16.66,0,16.67,6.6,0,0,0,26.99,271.78,100.14,0,0,0,26.99,23.78,23.07,0,22.5,70.12,7.5,0.62,26.24,59.43,0,0,0.92,75,0,23.07,23.07,8.65,8.65,135.53,0,1.2,7.93,1.19,0,0,0,0,0,0

21,05:00-05:15,0,7.5,0,6.67,16.66,0,16.67,6.6,0,0,0,26.99,271.78,100.14,0,0,0,26.99,23.78,23.07,0,22.5,70.12,7.5,0.62,26.24,59.43,0,0,0.92,75,0,23.07,23.07,8.65,8.65,135.53,0,1.16,7.93,1.19,0,0,0,0,0,0

22,05:15-05:30,0,7.5,0,6.67,16,0,16,6.6,0,0,0,26.99,271.78,100.14,0,0,0,26.99,23.78,23.07,0,22.5,70.12,7.5,0.62,26.24,59.43,0,0,0.92,75,0,23.07,23.07,8.65,8.65,135.53,0,1.16,7.93,1.19,0,0,0,0,0,0

23,05:30-05:45,0,7.5,0,6.67,15,0,15,6.6,0,0,0,26.99,271.78,100.14,0,0,0,26.99,23.78,23.07,0,22.5,65.98,7.5,0,26.24,64.04,0,0,0.92,75,0,23.07,23.07,8.65,8.65,164.37,0,1.16,7.93,1.19,0,0,0,0,0,0

24,05:45-06:00,0,7.5,0,6.67,15,0,15,6.6,0,0,0,26.99,271.78,100.14,0,0,0,26.99,23.78,23.07,0,22.5,65.98,7.5,0,26.24,74.52,0,0,0.92,75,0,23.07,23.07,8.65,8.65,212.43,0,1.16,7.93,1.19,0,0,0,0,0,0

25,06:00-06:15,0,10.83,0.74,6.67,26.34,0.01,26.33,6.6,0,0,0,26.99,271.78,100.14,0,0,0,26.99,0,23.07,0,32.51,74.45,10.83,0.62,25.74,86.7,0,0,0.92,75,0,23.07,23.07,8.65,8.65,260.1,0,1.16,0,1.29,0,0,0,0,0,0

26,06:15-06:30,0,11.33,1.07,6.67,26,0.72,26,6.6,0,0,0,26.99,271.78,100.14,0,0,0,26.99,0,23.07,0,34.01,82.93,11.33,0.62,25.23,86.7,0,0,0.92,75,0,23.07,23.07,8.65,8.65,260.1,0,1.16,0,1.29,0,0,0,0,0,0

27,06:30-06:45,0,11.67,2.81,6.67,25.66,3.34,25.67,6.6,0,0,0,12.6,271.78,100.14,0,0,0,32,0,36.53,0,34.99,91.42,11.67,0.62,0,86.7,1,0,0.92,75,0,36.53,43.25,13.46,13.46,260.1,0,1.16,0,1.29,0,0,0,0,0,0

28,06:45-07:00,0,12.17,6.92,7.33,24.66,9.19,24.67,6.6,0,0,0,3.58,271.78,100.14,0,0,0,32,0,36.53,0,36.49,114.98,12.17,0.62,0,86.7,4,0,0.92,75,0,36.53,43.25,13.46,13.46,260.1,0,1.16,0,1.29,0,0,0,0,0.26,0.07

29,07:00-07:15,1,15,14.74,8,24,18.87,24,6.6,2,5,10,32,271.78,100.14,0,0,0,32,0,36.53,0,45,114.98,15,0.62,0,86.7,10,0,0.92,75,0,36.53,43.25,13.46,13.46,260.1,0,1.16,0,1.19,0,0,0,0,1.97,0.56

30,07:15-07:30,4,15.17,26.52,8.67,22.66,31.59,22.67,6.6,3,5,10,32,271.78,100.14,0,0,0,32,0,36.53,0,45.49,114.98,15.17,0.62,0,86.7,15,0,0.92,75,0,36.53,43.25,13.46,13.46,260.1,0,1.16,0,1.19,1,0.1,1,0.51,4.78,0.59

31,07:30-07:45,7,15.33,26.25,9,21.34,26.25,21.33,6.6,5,5,10,32,271.78,100.14,0.11,0,0,32,0,36.53,0,46.01,114.98,15.33,0.62,0,86.7,24,0,0,75,0.15,36.53,43.25,13.46,13.46,260.1,0.15,1.16,0,1.19,3,0.92,2,4.61,7.94,0.85

32,07:45-08:00,18,15.33,25.83,9.67,20,25.84,20,6.6,7,7,13,32,271.78,100.14,0.47,0,0,32,0,36.53,0,46.01,114.98,15.33,0.62,0,86.7,25.83,0,0,75,0.6,36.53,43.25,13.46,13.46,260.1,0.6,1.16,0,1.19,7,2.24,3,11.17,11.82,0.96

33,08:00-08:15,25,15.83,29.23,10,17.66,29.24,17.67,6.6,12,7,13,32,271.78,100.14,1.04,0,0,32,0,36.53,0,47.51,114.98,15.83,0.62,0,86.7,29.23,0,0.92,75,1.35,36.53,43.25,13.46,13.46,260.1,1.35,1.16,0,1.19,10,3.97,7,19.86,16.57,3.85

34,08:15-08:30,35,16,29.57,10.67,16,29.56,16,6.6,18,8,17,32,271.78,100.14,1.85,0,0,32,0,36.53,0,48,114.98,16,0.62,0,86.7,29.57,0,0.92,75,2.4,36.53,43.25,13.46,13.46,260.1,2.4,1.16,0,1.19,15,8.34,11,41.69,22.04,8.66

35,08:30-08:45,46,16.17,30.07,11.33,26.66,30.06,26.67,6.6,26,10,20,32,271.78,100.14,2.89,0,0,32,0,36.53,0,48.49,114.98,16.17,0.62,0,86.7,30.07,0,0.92,75,3.74,36.53,43.25,13.46,13.46,260.1,3.74,1.16,0,1.19,19,12.99,16,64.94,29.06,15.48

36,08:45-09:00,60,16,30.47,11.33,25,30.46,25,6.6,36,14,28,32,271.78,100.14,4.5,0,0,32,0,36.53,0,48,114.98,16,0.62,0,86.7,30.47,0,0.92,75,5.82,36.53,43.25,13.46,13.46,260.1,5.82,1.16,0,1.19,25,17.44,21,87.18,37.75,23.97

37,09:00-09:15,70,14.67,30.47,8.33,23.34,30.46,23.33,6.6,45,17,33,32,271.78,0,5.69,0,0,25.87,0,36.53,0,43.99,114.98,14.67,0.62,0,86.7,30.47,0,0.92,75,7.36,36.53,43.25,13.46,13.46,260.1,7.36,1.16,0,1.29,30,21.76,25,108.81,45.38,26.75

38,09:15-09:30,88,13,30.47,8.33,20.66,30.46,20.67,6.6,52,21,42,32,271.78,0,6.79,0,0,25.87,0,36.53,0,39,114.98,13,0.62,0,86.7,30.47,0,0.92,75,8.79,36.53,43.25,13.46,13.46,260.1,8.79,1.16,0,1.29,37,25.82,28,129.07,51.8,36.3

39,09:30-09:45,116,11.33,30.47,8.33,16.66,30.46,16.67,6.6,55,28,55,32,271.78,0,7.74,0,0,23.41,0,23.07,0,34.01,114.98,11.33,0.62,0,86.7,30.47,0,0.92,75,10.01,23.07,23.07,8.65,8.65,260.1,10.01,1.16,0,1.29,49,29.75,30,148.76,58.78,45.92

40,09:45-10:00,130,9.83,30.47,8.33,16,30.46,16,6.6,60,32,63,32,271.78,0,8.65,0,0,23.41,0,23.07,0,29.51,84.83,9.83,0.62,0,86.7,30.47,0,0.92,75,11.19,23.07,23.07,8.65,8.65,260.1,11.19,1.16,0,1.29,55,33.25,34,166.26,66.14,53.98

41,10:00-10:15,144,8.5,30.47,6.67,15,30.46,15,6.6,63,34,69,25.16,271.78,0,9.24,0,0,25.16,0,23.07,0,25.5,65.98,8.5,0.62,0,86.7,30.47,0,0.92,75,11.96,23.07,23.07,8.65,8.65,260.1,11.96,1.16,0,1.19,61,35.93,36,179.63,73.34,61.74

42,10:15-10:30,154,8.33,30.47,6.67,15,30.46,15,6.6,70,37,73,26.99,271.78,0,9.94,0,0,26.99,0,23.07,0,25.01,65.98,8.33,0.62,0,86.7,30.47,0,0.92,75,12.86,23.07,23.07,8.65,8.65,260.1,12.86,1.16,0,1.19,66,38.43,38,192.13,80.34,69.78

43,10:30-10:45,168,8.33,30.47,6.67,15,30.46,15,6.6,75,39,78,26.99,271.78,0,10.71,0,0,26.99,0,23.07,0,25.01,65.98,8.33,0.62,0,86.7,30.47,0,0.92,75,13.85,23.07,23.07,8.65,8.65,260.1,13.85,1.16,0,1.19,72,40.09,39,200.47,87.31,73.61

44,10:45-11:00,186,8.33,30.47,6.67,15,30.46,15,6.6,80,42,83,26.99,271.78,0,11.26,0,0,26.99,0,23.07,0,25.01,65.98,8.33,0.62,0,86.7,30.47,0,0.92,75,14.57,23.07,23.07,8.65,8.65,260.1,14.57,1.16,0,1.19,79,41.76,41,208.8,94.16,80.05

45,11:00-11:15,189,8.5,30.47,6.67,15,30.46,15,6.6,89,43,87,26.99,271.78,0,11.85,0,0,26.99,0,23.07,0,25.5,65.98,8.5,0.62,0,86.7,30.47,0,0.92,75,15.35,23.07,23.07,8.65,8.65,260.1,15.35,1.16,0,1.19,81,42.09,43,210.47,100.25,90.31

46,11:15-11:30,189,8.83,30.47,6.67,15,30.46,15,6.6,91,45,90,26.99,271.78,0,12.18,0,0,26.99,0,23.07,0,26.51,65.98,8.83,0.62,0,86.7,30.47,0,0.92,75,15.76,23.07,23.07,8.65,8.65,229.12,15.76,1.16,0,1.19,81,43.33,44,216.67,105.32,94.16

47,11:30-11:45,189,7.5,30.47,6.67,15,30.46,15,6.6,91,46,92,26.99,271.78,0,12.18,0,0,26.99,0,23.07,0,22.5,70.12,7.5,0,0,67.84,30.47,0,0,75,15.76,23.07,23.07,8.65,8.65,200.29,15.76,1.16,0,1.19,81,43.33,45,216.67,109.97,94.89

48,11:45-12:00,189,7.5,30.47,6.67,15,30.46,15,6.6,91,46,92,26.99,271.78,0,12.18,0,0,26.99,0,23.07,0,22.5,70.12,7.5,0.62,0,59.43,30.47,0,0,75,15.76,23.07,23.07,8.65,8.65,169.82,15.76,1.16,0,1.19,81,44.17,46,220.83,113.99,95

49,12:00-12:15,189,7.5,30.47,6.67,15,30.46,15,6.6,88,47,93,26.99,271.78,0,12.18,0,0,26.99,0,23.07,0,22.5,70.12,7.5,0.62,0,59.43,30.47,0,0.92,75,15.76,23.07,23.07,8.65,8.65,169.82,15.76,1.16,0,1.29,81,44.17,46,220.83,117.9,91.67

50,12:15-12:30,189,7.5,30.47,6.67,15,30.46,15,6.6,88,47,93,26.99,271.78,0,12.18,0,0,26.99,0,23.07,0,22.5,70.12,7.5,0.62,0,59.43,30.47,0,0.92,75,15.76,23.07,23.07,8.65,8.65,169.82,15.76,1.16,0,1.29,81,44.17,46,220.83,121.45,91.67

51,12:30-12:45,189,10.83,30.47,13.33,15,30.46,15,6.6,91,47,93,26.99,271.78,0,12.18,0,0,26.99,0,23.07,0,32.51,70.12,10.83,0.62,0,59.43,30.47,0,0.92,75,15.76,23.07,23.07,8.65,8.65,169.82,15.76,1.16,0,1.29,81,44.17,46,220.83,124.09,91.67

52,12:45-13:00,189,10.83,30.47,13.33,15,30.46,15,6.6,91,47,93,26.99,271.78,0,12.18,0,0,26.99,0,23.07,0,32.51,70.12,10.83,0.62,0,59.43,30.47,0,0.92,75,15.76,23.07,23.07,8.65,8.65,156.68,15.76,1.16,0,1.29,81,44.17,46,220.83,125.97,91.67

53,13:00-13:15,189,10.5,30.47,13.33,15,30.46,15,6.6,92,48,97,26.99,271.78,0,12.18,0,0,26.99,0,23.07,0,31.5,70.12,10.5,0.62,0,59.43,30.47,0,0.92,75,15.76,23.07,23.07,8.65,8.65,156.68,15.76,1.2,0,1.29,81,45,46,225,126.54,98.33

54,13:15-13:30,189,10,30.47,12.67,15,30.46,15,6.6,92,48,97,26.99,271.78,0,12.18,0,0,26.99,0,23.07,0,30,70.12,10,0.62,0,59.43,30.47,0,0.92,75,15.76,23.07,23.07,8.65,8.65,156.68,15.76,1.2,0,1.29,81,45,46,225,126.02,98.33

55,13:30-13:45,196,15.5,30.47,16,33.34,30.46,33.33,6.6,92,48,97,26.99,271.78,0,12.18,0,0,26.99,0,23.07,0,46.5,70.12,15.5,0.62,0,59.43,30.47,0,0.92,75,15.76,23.07,23.07,8.65,8.65,169.82,15.76,1.2,0,1.29,84,46,45,230,124.71,98.33

56,13:45-14:00,196,15,30.47,15.67,32.66,30.46,32.67,6.6,92,48,95,26.99,271.78,0,12.18,0,0,26.99,0,23.07,0,45,70.12,15,0.62,0,59.43,30.47,0,0.92,75,15.76,23.07,23.07,8.65,8.65,169.82,15.76,1.2,0,1.29,84,46,44,230,122.71,98.33

57,14:00-14:15,196,14.5,30.47,15,28.34,30.46,28.33,6.6,91,45,90,26.99,271.78,0,12.18,0,0,26.99,0,23.07,0,43.5,70.12,14.5,0.62,0,59.43,30.47,0,0.92,75,15.76,23.07,23.07,8.65,8.65,169.82,15.76,1.2,0,1.19,84,46,43,230,119.13,98.33

58,14:15-14:30,189,14,30.47,14.33,27.66,30.46,27.67,6.6,91,45,90,26.99,271.78,0,12.57,0,0,26.99,0,23.07,0,42,70.12,14,0.62,0,59.43,30.47,0,0.92,75,16.27,23.07,23.07,8.65,8.65,169.82,16.27,1.2,0,1.19,81,46,42,230,114.32,98.33

59,14:30-14:45,179,13.33,30.47,13.67,26.66,30.46,26.67,7,88,45,90,26.99,271.78,0,12.09,0,0,26.99,0,23.07,0,40.01,70.12,13.33,0,0,59.43,30.47,0,0.92,75,15.64,23.07,23.07,8.65,8.65,169.82,15.64,1.2,0,1.19,76,45.5,41,227.5,109.19,98.33

60,14:45-15:00,172,12.67,30.47,13,27.34,30.46,27.33,7.2,85,43,87,26.99,271.78,0,11.6,0,0,26.99,0,23.07,0,37.99,70.12,12.67,0.62,0,59.43,30.47,0,0.92,75,15.01,23.07,23.07,8.65,8.65,169.82,15.01,1.2,0,1.19,73,45,40,225,103.74,96.67

61,15:00-15:15,165,12,30.97,15.33,27.66,30.96,27.67,7.4,82,42,85,26.99,271.78,0,10.97,0,0,26.99,0,23.07,0,36,70.12,12,0.62,0,59.43,30.97,0,0.92,75,14.2,23.07,23.07,8.65,8.65,169.82,14.2,1.2,0,1.19,70,44.17,38,220.83,97.36,93.33

62,15:15-15:30,154,11.17,30.97,14,28.34,30.96,28.33,7.8,78,41,83,26.99,271.78,0,10.29,0,0,26.99,0,23.07,0,33.49,70.12,11.17,0.62,0,59.43,30.97,0,0.92,75,13.33,23.07,23.07,8.65,8.65,169.82,13.33,1.2,0,1.19,66,42.23,36,211.17,90.05,89.33

63,15:30-15:45,144,10.5,30.97,12.67,22,30.96,22,8,73,37,74,26.99,271.78,0,9.52,0,0,26.99,0,23.07,0,31.5,70.12,10.5,0.62,0,59.43,30.97,0,0.92,75,12.32,23.07,23.07,8.65,8.65,169.82,12.32,1.2,0,1.19,61,41.43,33,207.13,81.91,84.72

64,15:45-16:00,126,10,30.97,11.67,22,30.96,22,8.4,67,35,70,26.99,271.78,0,8.65,0,0,26.99,0,23.07,0,30,70.12,10,0.62,0,59.43,30.97,0,0.92,75,11.2,23.07,23.07,8.65,8.65,169.82,11.2,1.2,0,1.19,54,38.43,30,192.13,73.12,78.44

65,16:00-16:15,112,10.17,31.3,11,22,31.3,22,8.8,59,30,60,26.99,271.78,0,7.69,0,0,26.99,0,23.07,0,30.49,70.12,10.17,0.62,0,59.43,31.3,0,0.92,75,9.95,23.07,23.07,8.65,8.65,169.82,9.95,1.2,0,1.29,48,34.46,27,172.32,64.09,72.83

66,16:15-16:30,95,9.83,31.3,10,21,31.3,21,9.2,53,27,53,26.99,271.78,0,6.67,0,0,26.99,0,23.07,0,29.51,70.12,9.83,0.62,0,59.43,31.3,0,0.92,75,8.63,23.07,23.07,8.65,8.65,169.82,8.63,1.2,0,1.29,40,30.28,25,151.39,54.75,65.19

67,16:30-16:45,81,9.5,31.3,9.33,20.34,31.3,20.33,9.4,43,20,40,26.99,271.78,0,5.53,0,0,26.99,0,23.07,0,28.5,65.98,9.5,0.62,0,67.84,31.3,0,0.92,75,7.16,23.07,23.07,8.65,8.65,200.29,7.16,1.2,0,1.29,34,26.09,20,130.47,44.59,57.52

68,16:45-17:00,67,9.33,31.3,8.67,19.66,31.3,19.67,9.8,37,17,33,26.99,271.78,0,4.34,0,0,26.99,0,23.07,0,28.01,74.45,9.33,0.62,0,86.7,31.3,0,0.92,75,5.62,23.07,23.07,8.65,8.65,260.1,5.62,1.2,0,1.29,28,21.91,15,109.53,34.07,50.19

69,17:00-17:15,53,9.5,31.3,8.33,21,31.3,21,10.2,30,12,23,26.99,271.78,0,3.01,0,0,26.99,0,31.72,0,28.5,65.98,9.5,0,0,86.7,31.3,0,0.92,75,3.9,31.72,31.72,8.65,8.65,260.1,3.9,1.25,0,1.29,22,17.96,11,89.81,24.26,43.52

70,17:15-17:30,35,10.17,19.26,8.33,23,24.5,23,10.6,21,8,16,26.99,271.78,0,2.09,0,0,26.99,0,31.72,0,30.49,65.98,10.17,0,0,86.7,18,0,0.92,75,2.71,31.72,31.72,8.65,8.65,260.1,2.71,1.25,0,1.29,15,14.02,7,70.08,15.82,34.19

71,17:30-17:45,18,10.83,10.29,8.33,25.34,13.14,25.33,11,13,6,12,32,271.78,0,1.34,0,0,25.84,0,31.72,0,32.51,65.98,10.83,0.62,0,86.7,8,0,0.92,75,1.74,31.72,31.72,8.65,8.65,260.1,1.74,1.25,0,1.29,7,10.07,4,50.36,9.29,25.19

72,17:45-18:00,7,12,4.73,8.33,28.66,5.75,28.67,11.61,9,3,7,32,271.78,0,0.75,0,0,25.84,0,31.72,0,36,114.98,12,0.62,0,86.7,1,0,0.92,75,0.97,31.72,31.72,8.65,8.65,260.1,0.97,1.25,0,1.29,3,6.13,2,30.63,4.97,13.52

73,18:00-18:15,2,9.67,0,8.33,27,0,27,12.01,5,2,3,32,271.78,0,0.33,50,200,32,0,36.53,0,28.99,114.98,9.67,0.62,0,86.7,0,0,0.92,75,0.43,36.53,43.25,13.46,13.46,260.1,0.43,1.25,0,1.19,1,3.85,1,19.27,1.77,6.85

74,18:15-18:30,0,10.33,0,8.33,28.66,0,28.67,12.81,2,0,1,32,271.78,0,0.09,50,200,32,0,36.53,0,31.01,114.98,10.33,0.62,0,86.7,0,0,0.92,75,0.11,36.53,43.25,13.46,13.46,260.1,0.11,1.25,0,1.19,0,1.3,1,6.51,0,1.79

75,18:30-18:45,0,11.17,0,8.33,31.66,0,31.67,13.81,0,0,0,32,271.78,0,0,50,200,32,0,36.53,50,33.49,114.98,11.17,0.62,0,86.7,0,0,0.92,75,0,36.53,43.25,13.46,13.46,260.1,0,1.25,0,1.19,0,0.14,0,0.68,0,0.19

76,18:45-19:00,0,11.83,0,8.33,35,0,35,14.61,0,0,0,32,271.78,0,0,50,200,32,0,36.53,50,35.51,114.98,11.83,0.62,0,86.7,0,0,0.92,75,0,36.53,43.25,13.46,13.46,260.1,0,1.25,0,1.19,0,0,0,0,0,0

