Block,Time,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01042024/30042024/PTC/OA/32001,NR/04042024/30042024/SJVN040424NR1694,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/23072042/L_NR_2012_04,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,SR/01102023/07102043/L_NR_2018_61,NR/01102023/30042040/GNA_LT_36,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/01102023/30042040/GNA_LT_35,NR/01102023/14082046/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,NR/01102023/19072037/LT-05,NR/01102023/31052040/LT-31,NR/01102023/02012046/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01042024/31072024/LT_MEJA_DELHI,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,NR/30092023/31122025/SH-07
9,02:00-02:15,86.980000,2.950000,2.590000,261.810000,25.500000,0.000000,40.980000,0,2.910000,100.460000,272.660000,0.000000,0,0,57,28.260000,7.180000,9.01,0.000000,0,0,0.000000,0,0,0,0,70.300000,0.000000,0,0,0,0,16.080000,37.33,0,13.34,19,37.33,0,19,25.500000

10,02:15-02:30,86.980000,2.950000,2.590000,261.810000,25.500000,0.000000,40.980000,0,2.910000,100.460000,272.660000,0.000000,0,0,58.5,28.260000,7.180000,8.61,0.000000,0,0,0.000000,0,0,0,0,70.300000,0.000000,0,0,0,0,16.080000,38.33,0,13.66,19.5,38.33,0,19.5,25.500000

11,02:30-02:45,86.980000,2.950000,2.590000,261.810000,25.500000,0.000000,40.980000,0,2.910000,100.460000,272.660000,0.000000,0,0,61,28.260000,7.180000,7.81,0.000000,0,0,0.000000,0,0,0,0,70.300000,0.000000,0,0,0,0,16.080000,38.33,0,14.34,20.33,38.33,0,20.34,25.500000

12,02:45-03:00,86.980000,2.950000,2.590000,261.810000,25.500000,0.000000,40.980000,0,2.910000,100.460000,272.660000,0.000000,0,0,63.5,28.260000,7.180000,7.41,0.000000,0,0,0.000000,0,0,0,0,70.300000,0.000000,0,0,0,0,16.080000,38,0,14.34,21.17,38,0,21.16,25.500000

13,03:00-03:15,86.980000,2.950000,2.510000,261.810000,25.500000,0.000000,40.980000,0,2.910000,100.460000,272.660000,0.000000,0,0,42.5,28.260000,7.090000,7.41,0.000000,0,0,0.000000,0,0,0,0,70.300000,0.000000,0,0,0,0,16.080000,34.67,0,12.51,14.17,34.67,0,14.16,25.500000

14,03:15-03:30,86.980000,2.950000,2.510000,261.810000,25.500000,0.000000,40.980000,0,2.910000,100.460000,272.660000,0.000000,0,0,44,28.260000,7.090000,7.41,0.000000,0,0,0.000000,0,0,0,0,70.300000,0.000000,0,0,0,0,16.080000,34.67,0,12.25,14.67,34.67,0,14.66,25.500000

15,03:30-03:45,86.980000,2.950000,2.510000,261.810000,25.500000,0.000000,40.980000,0,2.910000,100.460000,272.660000,0.000000,0,0,45,28.260000,7.090000,7.41,0.000000,0,0,0.000000,0,0,0,0,70.300000,0.000000,0,0,0,0,16.080000,34.67,0,11.88,15,34.67,0,15,25.500000

16,03:45-04:00,86.980000,2.950000,2.510000,261.810000,25.500000,0.000000,40.980000,0,2.910000,100.460000,272.660000,0.000000,0,0,46,28.260000,7.090000,7.41,0.000000,0,0,0.000000,0,0,0,0,70.300000,0.000000,0,0,0,0,16.080000,34.33,0,11.6,15.33,34.33,0,15.34,25.500000

17,04:00-04:15,86.980000,2.870000,2.510000,261.810000,25.500000,0.000000,40.980000,0,2.840000,100.460000,272.660000,0.000000,0,0,47.5,28.260000,7.090000,7.21,0.000000,0,0,0.000000,0,0,0,0,70.300000,0.000000,0,0,0,0,16.080000,34.33,0,11.23,15.83,34.33,0,15.84,25.500000

18,04:15-04:30,86.980000,2.870000,2.510000,261.810000,25.500000,0.000000,40.980000,0,2.840000,100.460000,272.660000,0.000000,0,0,49,28.260000,7.090000,7.21,0.000000,0,0,0.000000,0,0,0,0,70.300000,0.000000,0,0,0,0,16.080000,34,0,10.7,16.33,34,0,16.34,25.500000

19,04:30-04:45,86.980000,2.870000,2.510000,261.810000,25.500000,0.000000,40.980000,0,2.840000,100.460000,272.660000,0.000000,0,0,49.5,28.260000,7.090000,7.01,0.000000,0,0,0.000000,0,0,0,0,70.300000,0.000000,0,0,0,0,16.080000,33.67,0,10.14,16.5,33.67,0,16.5,25.500000

20,04:45-05:00,86.980000,2.870000,2.510000,261.810000,25.500000,0.000000,40.980000,0,2.840000,100.460000,272.660000,0.000000,0,0,49.5,28.260000,7.090000,7.41,0.000000,0,0,0.000000,0,0,0,0,70.300000,0.000000,0,0,0,0,16.080000,33.67,0,10.09,16.5,33.67,0,16.5,25.500000

21,05:00-05:15,86.980000,2.870000,2.510000,261.810000,25.500000,0.000000,40.980000,0,2.840000,100.460000,272.660000,0.000000,0,0,37.5,28.260000,7.000000,7.41,0.000000,0,0,0.000000,0,0,0,0,70.300000,0.000000,0,0,0,0,16.080000,25,0,8.34,12.5,25,0,12.5,25.500000

22,05:15-05:30,86.980000,2.870000,2.510000,261.810000,25.500000,0.000000,40.980000,0,2.840000,100.460000,272.660000,0.000000,0,0,36,28.260000,7.000000,7.41,0.000000,0,0,0.000000,0,0,0,0,70.300000,0.000000,0,0,0,0,16.080000,25,0,8.34,12,25,0,12,25.500000

23,05:30-05:45,86.980000,2.870000,2.510000,261.810000,25.500000,0.000000,40.980000,0,2.840000,100.460000,272.660000,0.000000,0,0,35,28.260000,7.000000,7.41,0.000000,0,0,0.000000,0,0,0,0,66.140000,0.000000,0,0,0,0,16.080000,18.33,0,8,11.67,18.33,0,11.66,25.500000

24,05:45-06:00,86.980000,2.870000,2.510000,261.810000,25.500000,0.000000,40.980000,0,2.840000,100.460000,272.660000,0.000000,0,0,34,27.750000,7.000000,7.81,0.000000,0,0,0.000000,0,0,0,0,66.140000,0.000000,0,0,0,0,16.080000,18.33,0,7.66,11.33,18.33,0,11.34,25.500000

25,06:00-06:15,86.980000,2.870000,2.410000,261.810000,30.860000,0.000000,40.980000,0,2.840000,100.460000,272.660000,0.000000,0,1.59,32.5,27.750000,7.000000,8.61,0.000000,0,0,0.000000,0,0,0,0,66.140000,0.000000,0,0,0,0,16.080000,18.33,1.324504,7.66,10.83,18.33,0,10.84,24.430000

26,06:15-06:30,86.980000,2.870000,2.410000,261.810000,30.860000,0.000000,40.980000,0,2.840000,100.460000,272.660000,0.000000,2.72,5.22,32.5,27.750000,7.000000,9.81,0.000000,0.2,0,0.000000,0,0,0,0,66.140000,0.000000,0,0,0,0,16.080000,18.33,5.210365,7.66,10.83,18.33,0.5,10.84,24.430000

27,06:30-06:45,86.980000,2.870000,2.410000,261.810000,30.860000,0.000000,40.980000,0,2.840000,100.460000,272.660000,0.000000,6.72,10.81,31,27.750000,7.000000,10.61,0.070000,0.5,1.42,0.070000,0,0,0.28,0,66.140000,0.070000,0,2,1,0,16.080000,18.33,10.148038,7.34,10.33,18.33,5,10.34,24.430000

28,06:45-07:00,86.980000,2.870000,2.410000,261.810000,30.860000,0.000000,40.980000,0,2.840000,100.460000,272.660000,0.000000,12.48,19.11,30,27.250000,7.000000,11.81,0.290000,1,6.42,0.280000,0,0.27,1.28,0,66.140000,0.280000,0,6,2,0,16.080000,18.33,16.390737,7.34,10,18.33,15,10,24.430000

29,07:00-07:15,86.980000,2.870000,2.410000,261.810000,30.860000,0.000000,40.980000,0,2.760000,100.460000,272.660000,0.000000,20.16,28.61,29,26.240000,6.900000,12.6,0.640000,3.5,13.84,0.630000,0,2.28,2.77,2,70.300000,0.630000,0,11,4,1,16.080000,18.33,24.308544,7.34,9.67,18.33,25,9.66,24.430000

30,07:15-07:30,86.980000,2.870000,2.410000,261.810000,30.860000,0.000000,40.980000,0,2.760000,100.460000,272.660000,0.000000,29.17,29.17,27.5,26.240000,6.900000,11.61,1.150000,6.5,23.96,1.120000,0,5.8,4.79,6,70.300000,1.120000,0,18,7,3,16.080000,18.33,34.28128,7.34,9.17,18.33,29.16,9.16,24.430000

31,07:30-07:45,86.190000,0.000000,2.410000,261.810000,30.860000,0.000000,40.980000,0,2.760000,100.460000,272.660000,0.000000,30.67,30.67,26,25.240000,6.900000,10.21,1.790000,9.84,37.26,1.750000,0,10.95,7.45,16,70.300000,1.750000,0,35,15,8,16.080000,14,45.617476,7.34,8.67,14,30.66,8.66,24.430000

32,07:45:08:00,86.980000,0.000000,2.410000,261.810000,30.860000,0.000000,40.980000,0,2.760000,100.460000,272.660000,0.000000,30.67,30.67,25,25.240000,6.900000,9.61,3.030000,12.35,53.05,2.950000,0,17.63,10.61,23,70.300000,2.950000,0,53,22,12,16.080000,14,57.187408,7.34,8.33,14,30.66,8.34,24.430000

33,08:00-08:15,68.010000,0.000000,2.410000,234.860000,30.860000,0.000000,40.980000,0,0.000000,100.460000,272.660000,0.000000,30.67,30.67,24,24.220000,6.810000,9.21,3.790000,17.35,69.92,3.700000,0,25.09,13.98,32,70.300000,3.700000,0,63,27,16,16.080000,14,68.173,7.34,8,14,30.66,8,24.430000

34,08:15-08:30,68.010000,0.000000,2.410000,234.860000,30.860000,0.000000,40.980000,0,0.000000,100.460000,272.660000,0.000000,30.67,30.67,23.5,24.220000,6.810000,9.41,5.150000,21.52,87.64,5.020000,0,32.19,17.53,39,70.300000,5.020000,0,81,34,19,16.080000,14,78.447645,7.34,7.83,14,30.66,7.84,24.430000

35,08:30-08:45,38.570000,0.000000,2.410000,174.460000,25.500000,0.000000,40.980000,0,0.000000,77.140000,272.660000,0.000000,31.67,31.67,23,24.220000,6.810000,9.61,6.480000,25.13,121.4,6.330000,0,39.81,24.28,49,70.300000,6.330000,0,98,42,25,12.730000,14,88.361947,7.34,7.67,14,31.66,7.66,25.500000

36,08:45:09:00,38.570000,0.000000,2.410000,174.460000,25.500000,0.000000,40.980000,0,0.000000,77.140000,272.660000,0.000000,31.67,31.67,22.5,24.220000,6.810000,8.61,7.720000,28.44,140.43,7.530000,0,47.37,28.09,56,70.300000,7.530000,0,116,49,28,12.730000,14,97.896428,7.34,7.5,14,31.66,7.5,25.500000

37,09:00:09:15,38.570000,2.630000,2.310000,174.460000,25.500000,0.000000,40.980000,53.04,2.840000,77.140000,272.660000,0.000000,31.67,31.67,22,23.210000,6.810000,11.01,8.840000,31.52,158.48,8.630000,0,54.56,31.69,60,70.300000,8.630000,0,126,54,30,12.730000,14,97.721126,7.34,7.33,14,31.66,7.34,25.500000

38,09:15-09:30,38.570000,2.630000,2.310000,145.530000,25.500000,0.000000,40.980000,53.04,2.840000,77.140000,234.080000,0.000000,31.67,31.67,22,23.210000,6.810000,10.81,9.890000,34.21,175.86,9.650000,0,61.16,35.17,67,70.300000,9.650000,0,140,60,33,12.730000,14,105.151983,7.34,7.33,14,31.66,7.34,25.500000

39,09:30-09:45,38.570000,2.630000,2.310000,145.530000,25.500000,0.000000,40.980000,53.04,2.840000,77.140000,195.510000,0.000000,31.67,31.67,22,23.210000,6.810000,10.61,10.880000,36.34,192.57,10.610000,0,67.52,38.51,74,70.300000,10.610000,0,154,66,37,12.730000,14,112.076412,7.34,7.33,14,31.66,7.34,25.500000

40,09:45-10:00,38.570000,2.630000,2.310000,145.530000,25.500000,0.000000,40.980000,53.04,2.840000,77.140000,195.510000,0.000000,32,32,22,23.210000,6.810000,10.41,11.610000,38.54,208.17,11.330000,0,73.53,41.63,79,70.300000,11.330000,0,165,70,39,12.730000,14,118.435979,7.34,7.33,14,32,7.34,25.500000

41,10:00-10:15,38.570000,2.630000,2.310000,145.530000,25.500000,0.000000,40.980000,53.04,2.760000,61.720000,195.510000,0.000000,32,32,12.5,23.210000,6.720000,10.21,12.500000,40.46,219,12.200000,0,79,43.8,84,70.300000,12.200000,0,175,75,42,12.730000,10,123.850863,5,4.17,10,32,4.16,25.500000

42,10:15-10:30,38.570000,2.630000,2.310000,145.530000,25.500000,0.000000,40.980000,53.04,2.760000,61.720000,195.510000,0.000000,32,32,12.5,22.710000,6.720000,9.81,13.190000,42.3,233.33,12.870000,0,83.78,46.67,89,70.300000,12.870000,0,186,79,45,12.730000,10,128.467149,5,4.17,10,32,4.16,25.500000

43,10:30-10:45,38.570000,2.630000,2.310000,118.610000,25.500000,0.000000,40.980000,53.04,2.760000,53.040000,195.510000,0.000000,32,32,12.5,22.710000,6.720000,9.61,13.840000,44.05,233.33,13.500000,0,87.98,46.67,93,70.300000,13.500000,0,189,81,47,12.730000,10,134.836455,5,4.17,10,32,4.16,25.500000

44,10:45-11:00,38.570000,2.630000,2.310000,118.610000,25.500000,0.000000,40.980000,53.04,2.760000,53.040000,195.510000,0.000000,32,32,12.5,22.710000,6.720000,9.61,14.520000,45.1,233.33,14.160000,0,91.39,46.67,95,70.300000,14.160000,0,193,82,47,12.730000,10,138.459363,5,4.17,10,32,4.16,25.500000

45,11:00-11:15,38.570000,2.630000,2.230000,118.610000,25.500000,0.000000,40.980000,53.04,2.760000,53.040000,231.430000,0.000000,32,32,12.5,22.710000,6.620000,9.21,14.860000,45.42,233.33,14.500000,0,92.31,46.67,95,70.300000,14.500000,0,193,82,47,12.730000,10,140.709072,5,4.17,10,32,4.16,25.500000

46,11:15-11:30,38.570000,2.630000,2.230000,118.610000,25.500000,0.000000,40.980000,53.04,2.760000,53.040000,231.430000,0.000000,32,32,12.5,24.720000,6.620000,9.41,15.130000,45.24,233.33,14.750000,0,92.92,46.67,95,70.300000,14.750000,0,193,82,47,12.730000,10,141.809579,5,4.17,10,32,4.16,25.500000

47,11:30-11:45,38.570000,2.950000,2.230000,118.610000,25.500000,0.000000,40.980000,53.04,2.600000,53.040000,192.860000,0.000000,32,32,12.5,24.720000,6.620000,9.81,15.130000,45.5,233.33,14.750000,0,92.92,46.67,95,70.300000,14.750000,0,189,81,47,12.730000,10,140.562987,5,4.17,10,32,4.16,25.500000

48,11:45-12:00,38.570000,2.950000,2.230000,118.610000,25.500000,0.000000,40.980000,53.04,2.600000,53.040000,192.860000,0.000000,32,32,12.5,24.720000,6.620000,10.01,15.130000,45.5,233.33,14.750000,0,92.92,46.67,95,70.300000,14.750000,0,189,81,47,12.730000,10,138.858662,5,4.17,10,32,4.16,25.500000

49,12:00-12:15,38.570000,2.950000,2.230000,110.890000,25.500000,0.000000,40.980000,53.04,2.600000,53.040000,192.860000,0.000000,32,32,12.5,24.220000,6.620000,9.01,15.130000,45.5,230,14.750000,0,92.92,46,95,70.300000,14.750000,0,189,81,47,12.730000,10,137.61207,5,4.17,10,32,4.16,25.500000

50,12:15-12:30,38.570000,2.950000,2.230000,110.890000,25.500000,0.000000,40.980000,53.04,2.600000,53.040000,192.860000,0.000000,32,32,12.5,24.220000,6.620000,9.41,15.130000,45.5,230,14.750000,0,92.92,46,95,70.300000,14.750000,0,189,81,47,12.730000,10,130.833726,5,4.17,10,32,4.16,25.500000

51,12:30-12:45,38.160000,2.950000,2.230000,110.890000,25.500000,0.000000,40.980000,53.04,2.600000,53.040000,192.860000,0.000000,32,32,12.5,24.720000,6.620000,12.01,15.130000,45.5,230,14.750000,0,92.92,46,95,70.300000,14.750000,0,189,81,47,12.730000,10,122.097843,5,4.17,10,32,4.16,25.500000

52,12:45-13:00,38.160000,2.950000,2.230000,110.890000,25.500000,0.000000,40.980000,53.04,2.600000,53.040000,192.860000,0.000000,32,32,12.5,24.720000,6.620000,12.21,15.130000,45.5,230,14.750000,0,92.86,46,95,70.300000,14.750000,0,189,81,47,12.730000,10,115.300021,5,4.17,10,32,4.16,25.500000

53,13:00-13:15,38.160000,1.710000,2.230000,110.890000,25.500000,0.000000,40.980000,53.04,2.680000,53.040000,149.960000,0.000000,32,32,12.5,24.720000,6.620000,13.4,15.130000,44.93,204.17,14.750000,0,93.08,40.83,95,70.300000,14.750000,0,189,81,47,12.730000,10,115.270804,5,4.17,10,32,4.16,25.500000

54,13:15-13:30,38.160000,1.940000,2.230000,110.890000,25.500000,0.000000,40.980000,53.04,2.680000,53.040000,149.960000,0.000000,32,32,12.5,25.240000,6.620000,14,16.020000,44.97,204.17,15.630000,0,92.71,40.83,95,70.300000,15.630000,0,189,81,47,12.730000,10,119.809178,5,4.17,10,32,4.16,25.500000

55,13:30-13:45,38.160000,2.630000,2.230000,110.890000,25.500000,0.000000,40.980000,53.04,2.680000,53.040000,149.960000,0.000000,32,32,12.5,24.720000,6.620000,14.2,15.930000,44.74,183.33,15.550000,0,92.72,36.67,93,70.300000,15.550000,0,189,81,47,12.730000,10,127.941243,5,4.17,10,32,4.16,25.500000

56,13:45-14:00,38.160000,2.630000,2.230000,110.890000,25.500000,0.000000,40.980000,53.04,2.680000,53.040000,149.960000,0.000000,32,32,12.5,24.720000,6.620000,14.6,15.800000,44.78,183.33,15.410000,0,92.52,36.67,93,70.300000,15.410000,0,189,81,47,12.730000,10,128.885926,5,4.17,10,32,4.16,25.500000

57,14:00-14:15,38.160000,2.630000,2.310000,110.890000,25.500000,0.000000,40.980000,53.04,2.680000,53.040000,192.860000,0.000000,32,32,12.5,24.720000,6.620000,13.8,15.600000,44.7,204.17,15.220000,0,92.22,40.83,91,70.300000,15.220000,0,189,81,46,12.730000,10,126.31483,5,4.17,10,32,4.16,25.500000

58,14:15-14:30,38.160000,2.630000,2.310000,110.890000,25.500000,0.000000,40.980000,53.04,2.680000,53.040000,192.860000,0.000000,32,32,12.5,25.240000,6.620000,14.6,15.390000,43.4,204.17,15.010000,0,91.75,40.83,91,70.300000,15.010000,0,182,78,46,12.730000,10,121.532981,5,4.17,10,32,4.16,25.500000

59,14:30-14:45,38.160000,2.630000,2.310000,145.530000,25.500000,0.000000,40.980000,53.04,2.680000,53.040000,231.430000,0.000000,32,32,12.5,25.240000,6.620000,15.2,14.860000,42,225,14.500000,0,73.33,45,87,70.300000,14.500000,0,182,78,43,12.730000,14.33,116.069402,5,4.17,14.33,32,4.16,25.500000

60,14:45-15:00,38.570000,2.630000,2.310000,145.530000,25.500000,0.000000,40.980000,53.04,2.680000,53.040000,231.430000,0.000000,32,32,12.5,25.240000,6.620000,15.8,14.210000,40.48,225,13.870000,0,70,45,83,70.300000,13.870000,0,175,75,42,12.730000,16.33,109.008627,5,4.17,16.33,32,4.16,25.500000

61,15:00-15:15,38.570000,2.720000,2.460000,145.530000,25.500000,0.000000,40.980000,53.04,2.760000,53.040000,272.660000,0.000000,32,32,12.5,25.240000,6.720000,16.4,10.720000,38.06,215.87,10.460000,0,63.33,43.17,79,70.300000,10.460000,0,165,70,39,12.730000,20,93.893699,5,4.17,20,32,4.16,25.500000

62,15:15-15:30,57.490000,2.720000,2.460000,193.750000,25.500000,0.000000,40.980000,53.04,2.760000,53.040000,272.660000,0.000000,32,32,12.5,25.740000,6.720000,16.8,10.500000,35.44,199.16,10.240000,0,61.67,39.83,73,70.300000,10.240000,0,154,66,37,16.080000,22.33,86.131716,5,4.17,22.33,32,4.16,25.500000

63,15:30-15:45,57.490000,2.720000,2.460000,205.930000,25.500000,0.000000,40.980000,53.04,2.760000,93.540000,272.660000,0.000000,32,32,28,25.740000,6.720000,17.4,9.860000,33.1,186.78,9.620000,0,60,37.36,67,70.300000,9.620000,0,144,61,34,16.080000,29.33,78.59373,7.66,9.33,29.33,32,9.34,25.500000

64,15:45-16:00,57.490000,2.720000,2.460000,234.860000,25.500000,0.000000,40.980000,53.04,2.760000,93.540000,272.660000,0.000000,32,32,30,25.740000,6.720000,18,9.650000,30.42,171.91,9.420000,0,58.33,34.38,61,70.300000,9.420000,0,130,55,30,16.080000,31.67,71.084961,8.34,10,31.67,32,10,25.500000

65,16:00-16:15,57.490000,2.720000,2.590000,234.860000,25.500000,0.000000,40.980000,53.04,2.760000,100.460000,272.660000,0.000000,32,32,32.5,25.740000,6.720000,19.2,8.600000,27.36,154.53,8.390000,0,57.28,30.91,54,70.300000,8.390000,0,116,49,27,16.080000,34,62.650987,9,10.83,34,32,10.84,25.500000

66,16:15-16:30,57.490000,2.720000,2.590000,261.810000,25.500000,0.000000,40.980000,53.04,2.760000,100.460000,272.660000,0.000000,32,32,35,26.240000,6.720000,19.6,7.550000,24.17,134.63,7.370000,0,51.72,26.92,47,70.300000,7.370000,0,102,43,23,16.080000,36.67,53.85667,9.66,11.67,36.67,32,11.66,25.500000

67,16:30-16:45,68.010000,2.720000,2.590000,261.810000,22.500000,0.000000,40.980000,53.04,2.760000,100.460000,272.660000,0.000000,32,32,37.5,26.750000,6.720000,20.2,6.500000,20.65,96.98,6.350000,0,45.71,19.4,40,70.300000,6.350000,0,85,37,20,16.080000,41,42.608125,10.34,12.5,41,32,12.5,22.500000

68,16:45-17:00,68.010000,2.720000,2.590000,261.810000,22.500000,0.000000,40.980000,51.78,2.760000,100.460000,272.660000,0.000000,32,32,40.5,26.750000,6.720000,21.21,5.460000,17.24,76.11,5.330000,0,39.32,15.22,33,70.300000,5.330000,0,74,31,17,16.080000,43.67,35.089617,11.34,13.5,43.67,32,13.5,22.500000

69,17:00-17:15,57.490000,2.720000,2.590000,261.810000,22.500000,0.000000,40.980000,0,2.760000,100.460000,272.660000,0.000000,25.01,33,42.5,27.250000,6.810000,21.41,4.540000,13,64.1,4.420000,0,32.83,12.82,27,70.300000,4.420000,0,56,24,13,16.080000,47,27.736672,13,14.17,47,33,14.16,22.500000

70,17:15-17:30,57.490000,2.720000,2.590000,261.810000,22.500000,0.000000,40.980000,0,2.760000,100.460000,272.660000,0.000000,16.83,27.94,45,27.750000,6.810000,20.4,3.420000,11,53.3,3.330000,0,26.27,10.66,20,70.300000,3.330000,0,42,18,10,16.080000,51.33,19.624085,15.34,15,51.33,22,15,22.500000

71,17:30-17:45,57.490000,2.720000,2.590000,261.810000,22.500000,0.000000,40.980000,0,2.760000,100.460000,272.660000,0.000000,9.41,19.89,60,28.260000,6.810000,13,2.500000,9,43.16,2.440000,0,19.53,8.63,15,70.300000,2.440000,0,32,13,7,16.080000,46.67,14.550066,24,20,46.67,7,20,22.500000

72,17:45-18:00,57.490000,2.720000,2.590000,261.810000,22.500000,0.000000,40.980000,0,2.760000,100.460000,272.660000,0.000000,3.84,12.1,61.5,28.260000,6.810000,13,1.810000,6,32.68,1.770000,0,13.32,6.54,11,70.300000,1.770000,0,18,7,6,16.080000,46.33,9.388396,24,20.5,46.33,1,20.5,22.500000

