Block,Time Block,CHAMERA3,BSIUL,CHAMERA2,BRBCL,CHAMERA1,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,JHAJJAR,NTPL,PARBATI3,NLCTS2EXP,NLCIIST2,NNTPP,NAPP,KOTESHWR,KKNPPU2,KUDGI,KOLDAM,NJPC,MAPS,NLCEXP,NLCIIST1,KHSTPP-I,KISHANGANGA,KHSTPP-II,KKNP,KGSU1AND2,KGSU3AND4,RAPPC,RSTPSU7,SIMHST1,SINGRAULI_HYDRO,SIMHST2,RIHAND3,SALAL,SEWA2,SINGRAULI,RAPPB,RIHAND2,RIHAND1,SASAN,RAMPUR,RSTPSU1TO6,TALST2,TANAKPUR,TelanganaSTPP,UNCHAHAR2,TALA,URI,TEHRI,VALLURNTECL,UNCHAHAR1,UNCHAHAR4,TANDA2,URI2,UNCHAHAR3,ANTA_GF,ANTA_LF,ANTA_CRF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
9,02:00-02:15,0,0,0,14.42,0,0,11.11,15.79,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,18.34,0,94.55,0,0,0,50.09,0,0,0,0,119.1,1.34,0,93.58,0,91.58,60.67,401.18,0,0,0,0.24,0,22.66,0,0,0,0,5.97,0,0,4.13,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,0,0,0,14.93,0,0,11.11,15.79,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,18.34,0,94.55,0,0,0,50.09,0,0,0,0,119.1,1.34,0,93.58,0,91.58,60.67,401.18,0,0,0,0.24,0,22.66,0,0,0,0,5.97,0,0,4.13,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,0,0,0,13.01,0,0,11.11,15.79,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,18.34,0,94.55,0,0,0,50.09,0,0,0,0,119.1,1.34,0,93.58,0,91.58,60.67,401.18,0,0,0,0.24,0,22.66,0,0,0,0,5.97,0,0,4.13,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,0,0,0,13.05,0,0,11.11,15.79,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,18.34,0,94.55,0,0,0,50.09,0,0,0,0,119.1,1.34,0,93.58,0,91.58,60.67,401.18,0,0,0,0.24,0,22.66,0,0,0,0,5.97,0,0,4.13,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,0,0,0,12.92,0,0,11.11,15.79,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,18.34,0,94.55,0,0,0,50.09,0,0,0,0,119.1,1.34,0,93.58,0,91.58,60.67,401.18,0,0,0,0.24,0,22.66,0,0,0,0,5.97,0,0,4.13,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,0,0,0,12.36,0,0,11.11,15.79,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,18.34,0,94.55,0,0,0,50.09,0,0,0,0,119.1,1.34,0,93.58,0,91.58,60.67,401.18,0,0,0,0.24,0,22.66,0,0,0,0,5.97,0,0,4.13,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,0,0,0,15.32,0,0,11.11,15.79,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,18.34,0,94.55,0,0,0,50.09,0,0,0,0,119.1,1.34,0,93.58,0,91.58,60.67,401.18,0,0,0,0.24,0,22.66,0,0,0,0,5.97,0,0,4.13,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,0,0,0,16.42,0,0,11.11,15.79,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,18.34,0,94.55,0,0,0,50.09,0,0,0,0,119.1,1.34,0,93.58,0,91.58,60.67,401.18,0,0,0,0.24,0,22.66,0,0,0,0,5.97,0,0,4.13,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,0,0,0,17.96,0,0,11.11,15.79,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,18.34,0,94.55,0,0,0,50.09,0,0,0,0,119.1,1.34,0,93.58,0,91.58,60.67,401.18,0,0,0,0.24,0,22.66,0,0,0,0,5.97,0,0,4.13,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0,0,0,19.16,0,0,11.11,15.79,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,18.34,0,94.55,0,0,0,50.09,0,0,0,0,119.1,1.34,0,93.58,0,91.58,60.67,401.18,0,0,0,0.24,0,22.66,0,0,0,0,5.97,0,0,4.13,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0,0,0,19.16,0,0,11.11,15.79,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,18.34,0,94.55,0,0,0,50.09,0,0,0,0,119.1,1.34,0,93.58,0,91.58,60.67,401.18,0,0,0,0.24,0,22.66,0,0,0,0,5.97,0,0,4.13,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0,0,0,19.16,0,0,11.11,15.79,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,18.34,0,94.55,0,0,0,50.09,0,0,0,0,119.1,1.34,0,93.58,0,91.58,60.67,401.18,0,0,0,0.24,0,22.66,0,0,0,0,5.97,0,0,4.13,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,0,0,0,19.16,0,0,11.11,15.79,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,18.34,0,94.55,0,0,0,50.09,0,0,0,0,119.1,1.34,0,93.58,0,91.58,60.67,401.18,0,0,0,0.24,0,22.66,0,0,0,0,5.97,0,0,4.13,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,0,0,0,19.16,0,0,11.11,15.79,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,18.34,0,94.55,0,0,0,50.09,0,0,0,0,119.1,1.34,0,110.24,0,91.58,60.67,401.18,0,0,0,0.24,0,22.66,0,0,0,0,5.97,0,0,4.13,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,0,0,0,19.16,0,0,11.11,15.79,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,22.41,0,0,0,18.34,0,94.55,0,0,0,50.09,0,0,0,0,119.1,1.34,0,110.24,0,91.58,60.67,401.18,0,0,0,0.24,0,22.66,0,0,0,0,5.97,0,0,4.13,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,0,0,0,19.16,0,0,11.11,15.79,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,22.41,0,0,0,18.34,0,94.55,0,0,0,50.09,0,0,0,0,119.1,1.34,0,110.24,0,91.58,60.67,401.18,0,0,0,0.24,0,22.66,0,0,14.3,0,5.97,0,0,4.13,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,0,0,0,19.16,0,0,11.11,15.79,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,44.82,0,0,0,21.14,0,111.42,0,0,0,50.09,0,0,0,0,119.1,1.34,0,110.24,0,91.58,60.67,401.18,0,0,0,0.24,0,22.66,0,0,14.3,0,5.97,0,0,4.13,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,0,0,3.19,19.16,0,7.59,11.11,15.79,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,67.22,0,0,0,21.31,0,114.16,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,0.24,0,22.66,0,0,28.61,0,5.97,0,0,4.13,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,9.26,2.11,7.66,19.16,11.51,10.13,16.06,31.57,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,89.63,0,0,0,31.97,0,141.56,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,0.24,0,28.26,0,0,42.91,0,7.33,0,0,4.13,17.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,18.57,12.49,25.23,19.16,11.74,15.89,19.93,31.57,364.18,399.57,0,0,0,0,0,42.46,9.45,0,0,0,89.63,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,0.24,0,28.26,0,0,59.63,0,7.33,0,0,4.13,17.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,18.57,12.49,25.23,19.16,26.92,18.98,19.93,31.57,427.41,492.82,0,0,0,0,0,42.46,9.45,0,0,0,89.63,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,7.57,120.67,0,113.76,88.14,401.18,0,0,0,0.24,0,40.61,0,1.06,59.63,0,9.73,0,0,4.13,24.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,18.57,12.49,25.23,19.16,26.92,26.26,19.93,31.57,560.53,546.86,0,0,0,0,0,42.46,9.45,0,0,0,89.63,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,7.57,120.67,0,113.76,88.14,401.18,0,0,0,0.24,0,40.61,0,1.06,59.63,0,9.84,0,0,4.13,25.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,18.57,12.49,25.23,18.99,26.92,26.26,19.93,31.57,651.86,550.18,0,0,0,0,0,42.46,9.45,0,0,0,89.63,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,7.85,120.67,0,113.76,88.14,401.18,0,0,0,0.24,0,40.61,0,4.22,59.63,0,9.84,0,0,4.13,25.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,18.57,12.49,25.23,19.16,26.92,26.26,19.93,31.57,654.11,550.18,0,0,0,0,0,42.46,9.45,0,0,0,98.71,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,7.85,120.67,0,113.76,88.14,401.18,0,0,0,0.24,0,40.61,0,4.22,59.63,0,9.84,0,0,4.13,25.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,18.57,12.49,25.23,18.52,26.92,26.26,19.93,31.57,654.11,531.02,0,0,0,0,0,42.46,9.45,0,0,0,98.71,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,7.85,120.67,0,113.76,88.14,401.18,0,0,0,0.24,0,40.61,0,4.22,59.63,0,9.84,0,0,4.13,25.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,18.57,12.49,25.23,19.16,26.92,26.26,19.93,31.57,654.11,531.02,0,0,0,0,0,42.46,9.45,0,0,0,98.71,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,7.85,120.67,0,113.76,88.14,401.18,0,0,0,0.24,0,40.61,0,4.22,59.63,0,9.84,0,0,4.13,25.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,9.26,2.11,12.62,19.16,11.51,15.57,19.93,15.79,654.11,531.02,0,0,0,0,0,42.46,8.51,0,0,0,98.71,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,5.52,0,40.61,0,25.38,59.63,0,9.84,0,0,4.13,25.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,9.26,0,12.62,19.16,0,8.74,19.93,15.79,654.11,531.02,0,0,0,0,0,42.46,8.51,0,0,0,98.71,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,5.52,0,40.61,0,25.38,42.91,0,9.84,0,0,4.13,25.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,0,0,0,19.16,0,8.23,19.93,15.79,654.11,502.28,0,0,0,0,0,42.46,8.51,0,0,0,67.22,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,5.52,0,40.61,0,25.38,42.91,0,9.84,0,0,4.13,25.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,0,0,0,19.16,0,0,19.93,15.79,654.11,502.28,0,0,0,0,0,42.46,8.51,0,0,0,67.22,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,5.52,0,40.61,0,25.38,29.81,0,9.84,0,0,4.13,25.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,0,0,0,19.16,0,0,19.93,0,654.11,502.28,0,0,0,0,0,42.46,8.51,0,0,0,67.22,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,5.52,0,40.61,0,2.12,29.81,0,9.84,0,0,4.13,25.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,0,0,0,19.16,0,0,19.93,0,654.11,502.28,0,0,0,0,0,42.46,8.51,0,0,0,44.82,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,0.24,0,40.61,0,2.12,14.3,0,9.84,0,0,4.13,25.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,0,0,0,19.16,0,0,19.93,0,650.41,473.54,0,0,0,0,0,42.46,8.51,0,0,0,22.41,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,0.24,0,40.61,0,2.12,0,0,9.84,0,0,4.13,25.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,0,0,0,19.16,0,0,19.93,0,650.41,425.37,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,0.24,0,40.61,0,2.12,0,0,9.84,0,0,4.13,25.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,0,0,0,19.16,0,0,19.93,0,591.66,377.78,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,0.49,0,40.61,0,25.38,0,0,9.84,0,0,4.13,25.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,0,0,0,15.84,0,0,19.93,0,473.63,329.88,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,0.49,0,36.19,0,25.38,0,0,9.25,0,0,4.13,22.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,0,0,16.81,0,0,17.59,0,364.18,392.78,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,0.49,0,22.66,0,1.06,0,0,8.1,0,0,4.13,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,0,0,15.23,0,0,15.96,0,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,0.49,0,22.66,0,1.06,0,0,6.14,0,0,4.13,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,0,0,15.1,0,0,15.96,0,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,1.1,0,22.66,0,1.06,0,0,5.97,0,0,4.13,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,0,0,19.16,0,0,15.96,0,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,1.1,0,22.66,0,1.06,0,0,5.97,0,0,4.13,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,0,0,19.16,0,0,13.78,0,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,22.36,0,125.53,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,1.1,0,22.66,0,1.06,0,0,5.97,0,0,7.73,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,0,0,19.16,0,0,11.02,0,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,18.34,0,94.55,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,1.1,0,22.66,0,1.06,0,0,5.97,0,0,7.73,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,0,0,19.16,0,0,11.02,0,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,18.34,0,94.55,0,0,0,50.09,0,0,0,0,119.1,8.9,0,120.67,0,113.76,88.14,401.18,0,0,0,1.1,0,22.66,0,1.06,0,0,5.97,0,0,7.73,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,0,0,19.16,0,0,11.02,0,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,18.34,0,94.55,0,0,0,50.09,0,0,0,0,119.1,40.07,0,120.67,0,113.76,88.14,401.18,0,0,0,1.1,0,22.66,0,1.06,0,0,5.97,0,0,7.73,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,0,0,19.16,0,0,11.02,0,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,18.34,0,78.14,0,0,0,50.09,0,0,0,0,119.1,40.07,0,120.67,0,113.76,88.14,401.18,0,0,0,1.1,0,22.66,0,1.06,0,0,5.97,0,0,7.73,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,0,0,19.16,0,0,11.02,0,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,18.34,0,78.14,0,0,0,50.09,0,0,0,0,119.1,40.07,0,120.67,0,113.76,88.14,401.18,0,0,0,1.1,0,22.66,0,1.06,0,0,5.97,0,0,7.73,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,0,0,19.16,0,0,11.02,0,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,18.34,0,78.14,0,0,0,50.09,0,0,0,0,119.1,40.07,0,120.67,0,113.76,88.14,401.18,0,0,0,1.1,0,22.66,0,1.06,0,0,5.97,0,0,4.13,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,0,0,19.16,0,0,11.02,0,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,18.34,0,78.14,0,0,0,50.09,0,0,0,0,119.1,8.9,0,120.67,0,113.76,88.14,401.18,0,0,0,1.1,0,22.66,0,1.06,0,0,5.97,0,0,4.13,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,0,0,19.16,0,0,11.02,0,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,18.34,0,78.14,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,1.1,0,22.66,0,1.06,0,0,5.97,0,0,4.13,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,0,0,19.16,0,0,11.02,0,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,18.34,0,78.14,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,1.1,0,22.66,0,1.06,0,0,5.97,0,0,4.13,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,0,0,19.16,0,0,11.02,0,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,18.34,0,78.14,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,1.1,0,22.66,0,1.06,0,0,5.97,0,0,4.13,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,0,0,19.16,0,0,11.02,0,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,18.34,0,78.14,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,1.1,0,22.66,0,1.06,0,0,5.97,0,0,4.13,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0,0,0,19.16,0,0,11.02,0,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,18.34,0,78.14,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,1.1,0,22.66,0,1.06,0,0,5.97,0,0,4.13,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,0,0,0,19.16,0,0,11.02,0,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,18.34,0,78.14,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,1.1,0,22.66,0,1.06,0,0,5.97,0,0,4.13,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

