Block,Time,RAPPC,CHAMERA2,NJPC,ANTA_GF,TANDA2,RIHAND2,CHAMERA3,DADRI_LF,DHAULIGNGA,UNCHAHAR3,TANAKPUR,PARBATI3,URI,NAPP,SINGRAULI,DADRI_GF,KOLDAM,KISHANGANGA,KOTESHWR,SEWA2,UNCHAHAR1,RIHAND3,SALAL,DADRI_RF,DADRT2,UNCHAHAR2,TEHRI,AURY_RF,BSIUL,SINGRAULI_HYDRO,AURY_LF,JHAJJAR,CHAMERA1,ANTA_LF,AURY_CRF,DULHASTI,RAPPB,RIHAND1,UNCHAHAR4,RAMPUR,ANTA_CRF,URI2,ANTA_RF,AURY_GF,DADRI_CRF,SASAN,BRBCL,TALA,FSTPP I & II,KUDGI,KHSTPP-II,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,25.432968,0.000000,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,17.999322,6.449374,0.000000,14.964499,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,13.341409,119.733058,12.938057,0.000000,330.698489,24.376856,0.000000,0.000000,0.000000,0.592693,0.000000,335.642699,0.000000,0.000000,0.000000,31.909649,0.000000,89.074400,0.000000,0.000000,0.000000,14.326649,0.000000,0.000000,0.000000,405.453114,14.361179,4.412087,13.796850,0.00,47.606491,43.489608,0,0,0,0,0

7,01:30-01:45,25.432968,0.000000,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,20.024103,6.449374,0.000000,14.964499,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,13.626640,119.733058,12.938057,0.000000,330.698489,24.376856,0.000000,0.000000,0.000000,0.592693,0.000000,359.014950,0.000000,0.000000,0.000000,31.909649,0.000000,89.074400,0.000000,0.000000,0.000000,14.326649,0.000000,0.000000,0.000000,405.453114,13.960957,4.412087,13.796850,0.00,47.606491,43.489608,0,0,0,0,0

8,01:45-02:00,25.432968,0.000000,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,21.584664,6.449374,0.000000,14.964499,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,16.321044,119.733058,12.938057,0.000000,330.698489,24.376856,0.000000,0.000000,1.065020,0.592693,0.000000,359.014950,0.000000,0.000000,0.000000,31.909649,0.000000,89.074400,0.000000,0.000000,0.000000,14.326649,0.000000,0.000000,0.000000,405.453114,13.347659,4.412087,13.796850,0.00,47.606491,43.489608,0,0,0,0,0

9,02:00-02:15,25.432968,0.000000,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,21.584664,6.449374,0.000000,14.964499,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,16.321044,119.733058,23.626016,0.000000,330.698489,24.376856,0.000000,0.000000,6.313439,0.592693,0.000000,359.014950,0.000000,0.000000,0.000000,31.909649,0.000000,89.074400,0.000000,0.000000,0.000000,14.326649,0.000000,0.000000,0.000000,405.453114,11.617737,4.412087,13.796850,38.73,47.606491,43.489608,0,0,0,0,0

10,02:15-02:30,25.432968,0.000000,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,21.584664,6.449374,0.000000,14.964499,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,16.321044,119.733058,67.502904,0.000000,330.698489,24.376856,0.000000,0.000000,6.313439,0.592693,0.000000,359.014950,0.000000,0.000000,0.000000,31.909649,0.000000,89.074400,0.000000,0.000000,0.000000,14.326649,0.000000,0.000000,0.000000,405.453114,15.163741,4.412087,13.796850,38.73,47.606491,43.489608,0,0,0,0,0

11,02:30-02:45,25.432968,0.000000,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,21.584664,6.449374,0.000000,14.964499,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,16.321044,119.733058,67.502904,0.000000,330.698489,24.376856,0.000000,0.000000,6.313439,0.592693,0.000000,359.014950,0.000000,0.000000,0.000000,31.909649,0.000000,89.074400,0.000000,0.000000,0.000000,14.326649,0.000000,0.000000,0.000000,405.453114,15.833031,4.412087,13.796850,38.73,47.606491,43.489608,0,0,0,0,0

12,02:45-03:00,25.432968,0.000000,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,21.584664,6.449374,0.000000,14.964499,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,16.321044,119.733058,67.502904,0.000000,330.698489,24.376856,0.000000,0.000000,6.313439,0.592693,0.000000,359.014950,0.000000,0.000000,0.000000,31.909649,0.000000,89.074400,0.000000,0.000000,0.000000,14.326649,0.000000,0.000000,0.000000,405.453114,15.498386,4.412087,13.796850,38.73,47.606491,43.489608,0,0,0,0,0

13,03:00-03:15,25.432968,0.000000,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,21.584664,6.449374,0.000000,14.964499,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,16.321044,119.733058,67.502904,0.000000,330.698489,24.376856,0.000000,0.000000,6.313439,0.592693,0.000000,359.014950,0.000000,0.000000,0.000000,31.909649,0.000000,89.074400,0.000000,0.000000,0.000000,9.768170,0.000000,0.000000,0.000000,405.453114,17.991324,4.412087,13.796850,37.76,47.606491,43.489608,0,0,0,0,0

14,03:15-03:30,25.432968,0.000000,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,21.584664,6.449374,0.000000,14.964499,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,16.321044,119.733058,27.001162,0.000000,330.698489,24.376856,0.000000,0.000000,6.313439,0.592693,0.000000,359.014950,0.000000,0.000000,0.000000,31.909649,0.000000,89.074400,0.000000,0.000000,0.000000,9.768170,0.000000,0.000000,0.000000,405.453114,17.786320,4.412087,13.796850,37.76,47.606491,43.489608,0,0,0,0,0

15,03:30-03:45,25.432968,0.000000,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,21.584664,11.782510,0.000000,14.964499,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,16.321044,119.733058,24.751065,0.000000,330.698489,24.376856,0.000000,0.000000,6.313439,0.592693,0.000000,359.014950,0.000000,0.000000,0.000000,31.909649,0.000000,89.074400,0.000000,0.000000,0.000000,9.768170,0.000000,0.000000,0.000000,405.453114,16.022902,4.412087,13.796850,37.76,47.606491,43.489608,0,0,0,0,0

16,03:45-04:00,25.432968,0.000000,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,21.584664,11.782510,0.000000,14.964499,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,16.321044,119.733058,24.751065,0.000000,330.698489,24.376856,0.000000,0.000000,6.313439,0.592693,0.000000,359.014950,0.000000,0.000000,0.000000,31.909649,0.000000,89.074400,0.000000,0.000000,0.000000,9.768170,0.000000,0.000000,0.000000,405.453114,18.212773,4.412087,13.796850,37.76,47.606491,43.489608,0,0,0,0,0

17,04:00-04:15,25.432968,0.000000,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,21.584664,11.782510,0.000000,14.964499,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,16.321044,119.733058,24.751065,0.000000,330.698489,24.376856,0.000000,0.000000,0.000000,0.592693,0.000000,359.014950,0.000000,0.000000,0.000000,31.909649,0.000000,89.074400,0.000000,0.000000,0.000000,9.768170,0.000000,0.000000,0.000000,405.453114,17.936441,4.412087,13.796850,43.57,47.606491,43.489608,0,0,0,0,0

18,04:15-04:30,25.432968,0.000000,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,21.584664,11.782510,0.000000,14.964499,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,16.321044,119.733058,24.751065,0.000000,330.698489,24.376856,0.000000,0.000000,0.000000,0.592693,0.000000,359.014950,0.000000,0.000000,0.000000,31.909649,0.000000,89.074400,0.000000,0.000000,0.000000,9.768170,0.000000,0.000000,0.000000,405.453114,19.364004,4.412087,13.796850,43.57,47.606491,43.489608,0,0,0,0,0

19,04:30-04:45,25.432968,0.000000,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,21.584664,6.449374,0.000000,14.964499,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,16.321044,119.733058,24.751065,0.000000,330.698489,24.376856,0.000000,0.000000,0.000000,0.592693,0.000000,359.014950,0.000000,0.000000,0.000000,31.909649,0.000000,89.074400,0.000000,0.000000,0.000000,9.768170,0.000000,0.000000,0.000000,405.453114,19.364004,4.412087,13.796850,43.57,47.606491,43.489608,0,0,0,0,0

20,04:45-05:00,25.432968,12.647984,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,21.584664,6.449374,0.000000,14.964499,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,16.321044,119.733058,24.751065,0.000000,330.698489,24.376856,0.000000,0.000000,0.000000,0.592693,0.000000,359.014950,0.000000,0.000000,0.000000,31.909649,0.000000,89.074400,0.000000,0.000000,0.000000,9.768170,0.000000,0.000000,0.000000,405.453114,19.364004,4.412087,13.796850,43.57,47.606491,43.489608,0,0,0,0,0

21,05:00-05:15,25.432968,12.647984,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,21.584664,6.449374,0.000000,14.964499,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,4.129954,16.321044,119.733058,24.751065,0.000000,330.698489,24.376856,0.000000,0.000000,0.000000,0.592693,0.000000,359.014950,0.000000,0.000000,0.000000,31.909649,0.000000,89.074400,0.000000,0.000000,0.000000,9.768170,0.000000,0.000000,0.000000,405.453114,19.364004,4.412087,13.796850,43.57,47.606491,43.489608,0,0,0,0,0

22,05:15-05:30,25.432968,12.647984,41.809974,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,21.584664,6.449374,0.000000,48.100176,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,5.110818,16.321044,119.733058,24.751065,0.000000,330.698489,24.376856,15.066160,0.000000,0.000000,0.592693,0.000000,438.407350,0.000000,0.000000,0.000000,31.909649,0.000000,89.074400,0.000000,0.000000,0.000000,9.768170,0.000000,0.000000,0.000000,405.453114,19.364004,4.412087,13.796850,43.57,47.606491,43.489608,0,0,0,0,0

23,05:30-05:45,25.432968,12.647984,64.181978,0.000000,0.000000,56.726838,0.000000,0.000000,8.825046,21.965553,6.449374,3.081296,48.100176,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,15.301479,16.374682,119.733058,24.751065,0.000000,330.698489,24.376856,30.132320,0.000000,0.000000,0.592693,0.000000,514.759699,8.413658,0.000000,0.000000,31.909649,0.000000,89.074400,0.000000,0.000000,0.000000,9.768170,0.000000,0.000000,0.000000,405.453114,19.364004,4.412087,13.796850,43.57,47.606491,43.489608,0,0,0,0,0

24,05:45-06:00,25.432968,25.425029,82.519686,0.000000,0.000000,56.726838,0.000000,0.000000,17.650092,21.965553,6.449374,6.162593,14.964499,19.233099,100.208700,0.000000,0.000000,0.000000,17.183614,15.301479,16.374682,119.733058,24.751065,0.000000,330.698489,24.376856,45.198481,0.000000,0.000000,0.592693,0.000000,514.759699,8.413658,0.000000,0.000000,31.909649,0.000000,89.074400,0.000000,0.000000,0.000000,9.768170,0.000000,0.000000,0.000000,405.453114,19.364004,4.412087,13.796850,43.57,47.606491,43.489608,0,0,0,0,0

25,06:00-06:15,25.432968,25.425029,110.026248,0.000000,0.000000,56.726838,9.370085,0.000000,26.475139,17.999322,6.449374,31.660938,14.964499,19.233099,100.208700,0.000000,0.000000,0.000000,25.775420,15.301479,13.341409,119.733058,24.751065,0.000000,330.698489,24.376856,60.264641,0.000000,3.195060,0.592693,0.000000,421.250673,27.153169,0.000000,0.000000,47.864474,0.000000,89.074400,0.000000,0.000000,0.000000,9.768170,0.000000,0.000000,0.000000,405.453114,19.364004,4.412087,13.796850,45.51,47.606491,43.489608,0,0,0,0,0

26,06:15-06:30,25.432968,38.253698,135.882416,0.000000,0.000000,56.726838,28.138611,0.000000,35.382040,17.999322,6.449374,31.660938,14.964499,19.233099,100.208700,0.000000,0.000000,0.000000,28.639356,15.301479,13.341409,119.733058,12.938057,0.000000,289.959634,21.091559,60.264641,0.000000,18.940316,0.592693,0.000000,335.642699,40.767997,0.000000,0.000000,47.864474,0.000000,89.074400,0.000000,0.000000,0.000000,9.768170,0.000000,0.000000,0.000000,405.453114,19.364004,4.412087,13.796850,47.44,47.606491,43.489608,0,0,0,0,0

27,06:30-06:45,25.432968,38.253698,135.882416,0.000000,0.000000,56.726838,28.138611,0.000000,35.382040,17.999322,6.449374,31.660938,14.964499,19.233099,100.208700,0.000000,0.000000,0.000000,28.639356,15.301479,13.341409,119.733058,12.938057,0.000000,289.959634,21.091559,60.264641,0.000000,18.940316,0.592693,0.000000,335.642699,40.767997,0.000000,0.000000,47.864474,0.000000,89.074400,0.000000,0.000000,0.000000,9.768170,0.000000,0.000000,0.000000,405.453114,19.364004,4.412087,10.292450,51.31,47.606491,37.285769,0,0,0,0,0

28,06:45-07:00,25.432968,38.253698,135.882416,0.000000,0.000000,56.726838,28.138611,0.000000,35.382040,17.999322,6.449374,31.660938,14.964499,19.233099,100.208700,0.000000,0.000000,0.000000,28.639356,15.301479,13.341409,119.733058,12.938057,0.000000,285.429039,16.516621,60.264641,0.000000,18.940316,0.592693,0.000000,335.642699,40.767997,0.000000,0.000000,47.864474,0.000000,89.074400,0.000000,0.000000,0.000000,9.768170,0.000000,0.000000,0.000000,405.453114,19.364004,4.412087,6.059577,51.31,42.682807,27.815321,0,0,0,0,0

29,07:00-07:15,25.432968,38.253698,135.882416,0.000000,0.000000,56.726838,28.138611,0.000000,35.382040,17.999322,6.449374,31.660938,14.964499,19.233099,100.208700,0.000000,0.000000,0.000000,28.639356,15.301479,13.341409,119.733058,12.938057,0.000000,284.199425,16.516621,60.264641,0.000000,18.940316,0.592693,0.000000,335.642699,40.767997,0.000000,0.000000,47.864474,0.000000,89.074400,0.000000,0.000000,0.000000,11.461319,0.000000,0.000000,0.000000,405.453114,19.364004,4.412087,6.059577,53.25,42.682807,27.815321,0,0,0,0,0

30,07:15-07:30,25.432968,38.253698,110.026248,0.000000,0.000000,56.726838,9.370085,0.000000,26.475139,17.999322,6.449374,31.660938,48.100176,19.233099,100.208700,0.000000,0.000000,0.000000,19.092904,15.301479,13.341409,119.733058,12.938057,0.000000,284.199425,16.516621,60.264641,0.000000,6.313439,0.592693,0.000000,335.642699,19.886828,0.000000,0.000000,31.909649,0.000000,89.074400,0.000000,0.000000,0.000000,11.461319,0.000000,0.000000,0.000000,405.453114,19.364004,4.412087,6.059577,50.35,42.682807,34.021193,0,0,0,0,0

31,07:30-07:45,25.432968,25.425029,82.519686,0.000000,0.000000,56.726838,0.000000,0.000000,17.650092,17.999322,6.449374,3.697556,48.100176,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,15.301479,13.341409,119.733058,12.938057,0.000000,316.029293,16.516621,60.264641,0.000000,6.313439,0.592693,0.000000,335.642699,8.413658,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,11.461319,0.000000,0.000000,0.000000,405.453114,19.364004,4.412087,10.503421,54.22,42.682807,34.021193,0,0,0,0,0

32,07:45:08:00,25.432968,12.647984,64.181978,0.000000,0.000000,56.726838,0.000000,0.000000,9.720341,17.999322,6.449374,0.000000,14.964499,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,15.301479,13.341409,119.733058,12.938057,0.000000,326.167894,16.516621,60.264641,0.000000,6.313439,0.592693,0.000000,335.642699,0.000000,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,11.461319,0.000000,0.000000,0.000000,405.453114,19.364004,4.412087,10.503421,53.25,42.682807,34.021193,0,0,0,0,0

33,08:00-08:15,25.432968,12.647984,41.259843,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,17.999322,4.961057,0.000000,14.964499,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,15.301479,13.341409,119.733058,12.938057,0.000000,307.108095,16.516621,60.264641,0.000000,6.313439,0.592693,0.000000,335.642699,0.000000,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,11.461319,0.000000,0.000000,0.000000,405.453114,19.364004,4.412087,6.252728,53.25,42.682807,27.815321,0,0,0,0,0

34,08:15-08:30,25.432968,12.647984,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,17.999322,4.961057,0.000000,14.964499,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,10.221636,13.341409,119.733058,12.938057,0.000000,314.475039,16.516621,45.198481,0.000000,6.313439,0.592693,0.000000,335.642699,0.000000,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,11.461319,0.000000,0.000000,0.000000,405.453114,19.364004,4.412087,6.059577,56.16,42.682807,34.021193,0,0,0,0,0

35,08:30-08:45,25.432968,12.647984,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,17.999322,4.961057,0.000000,14.964499,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,5.110818,13.341409,119.733058,12.938057,0.000000,309.634039,16.516621,45.198481,0.000000,6.313439,0.592693,0.000000,335.642699,0.000000,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,11.461319,0.000000,0.000000,0.000000,405.453114,19.364004,4.412087,6.059577,62.93,42.682807,34.021193,0,0,0,0,0

36,08:45:09:00,25.432968,12.647984,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,17.999322,4.961057,0.000000,14.964499,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,4.517137,13.341409,119.733058,12.938057,0.000000,314.164634,21.091559,30.132320,0.000000,6.313439,0.592693,0.000000,335.642699,0.000000,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,11.461319,0.000000,0.000000,0.000000,405.453114,19.364004,4.412087,10.292450,64.87,47.606491,43.489608,0,0,0,0,0

37,09:00:09:15,25.432968,12.647984,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,17.999322,4.961057,0.000000,19.240070,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,13.341409,119.733058,12.938057,0.000000,299.641634,21.091559,30.132320,0.000000,0.000000,0.592693,0.000000,335.642699,0.000000,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,30.883045,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,10.292450,63.90,47.606491,43.489608,0,0,0,0,0

38,09:15-09:30,25.432968,12.647984,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,17.999322,4.961057,0.000000,48.100176,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,13.341409,119.733058,12.938057,0.000000,295.111039,16.516621,16.347089,0.000000,0.000000,0.592693,0.000000,335.642699,0.000000,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,30.883045,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,6.059577,63.90,42.682807,43.489608,0,0,0,0,0

39,09:30-09:45,25.432968,12.647984,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,17.999322,4.961057,0.000000,48.100176,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,13.341409,119.733058,12.938057,0.000000,295.111039,16.516621,16.347089,0.000000,0.000000,0.592693,0.000000,335.642699,0.000000,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,30.883045,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,6.059577,65.84,42.682807,35.576360,0,0,0,0,0

40,09:45-10:00,25.432968,12.647984,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,17.999322,4.961057,0.000000,14.964499,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,13.341409,119.733058,12.938057,0.000000,287.365439,16.516621,0.000000,0.000000,0.000000,0.592693,0.000000,335.642699,0.000000,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,30.883045,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,6.059577,67.77,42.682807,27.815321,0,0,0,0,0

41,10:00-10:15,25.432968,11.615495,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,17.999322,4.961057,0.000000,14.964499,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,13.341409,119.733058,12.938057,0.000000,285.429039,16.516621,0.000000,0.000000,0.000000,0.592693,0.000000,335.642699,0.000000,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,30.883045,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,6.059577,68.74,42.682807,27.815321,0,0,0,0,0

42,10:15-10:30,25.432968,11.615495,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,17.999322,4.961057,0.000000,12.826714,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,13.341409,119.733058,12.938057,0.000000,284.199425,16.516621,0.000000,0.000000,0.000000,0.592693,0.000000,335.642699,0.000000,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,30.883045,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,6.059577,71.65,42.682807,27.815321,0,0,0,0,0

43,10:30-10:45,25.432968,11.615495,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,17.999322,4.961057,0.000000,12.826714,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,13.341409,119.733058,12.938057,0.000000,284.199425,16.516621,0.000000,0.000000,0.000000,0.592693,0.000000,335.642699,0.000000,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,30.883045,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,6.059577,71.65,42.682807,27.815321,0,0,0,0,0

44,10:45-11:00,25.432968,11.615495,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,17.999322,4.961057,0.000000,14.964499,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,13.341409,119.733058,23.626016,0.000000,284.199425,16.516621,0.000000,0.000000,0.000000,0.592693,0.000000,335.642699,0.000000,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,30.883045,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,6.059577,78.42,42.682807,27.815321,0,0,0,0,0

45,11:00-11:15,25.432968,0.000000,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,17.999322,4.961057,0.000000,21.377856,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,13.341409,119.733058,68.627952,0.000000,284.199425,16.516621,0.000000,0.000000,0.000000,0.592693,0.000000,335.642699,0.000000,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,14.326649,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,6.059577,79.39,42.682807,27.815321,0,0,0,0,0

46,11:15-11:30,25.432968,0.000000,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,17.999322,4.961057,0.000000,48.100176,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,13.341409,119.733058,68.627952,0.000000,284.199425,16.516621,0.000000,0.000000,0.000000,0.592693,0.000000,335.642699,0.000000,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,14.326649,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,6.059577,78.42,42.682807,27.815321,0,0,0,0,0

