Column1,Time,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/03/01/2563,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,GNA/NR/2025/03/01/4651,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/03/01/3469,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/03/01/1906,GNA/NR/2025/03/01/8036,GNA/WR/2025/01/01/8625,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/03/01/9482,GNA/SR/2025/03/01/7500,NR/01102023/31102037/L_NR_2019_11,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,GNA/WR/2025/01/01/9606,GNA/NR/2025/03/01/6891,GNA/WR/2025/03/01/6406,NR/26072023/31072042/L_NR_2023_07,GNARE/NR/2024/12/20/3668,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,GNARE/SR/2025/01/13/4532,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2020_06,GNA/NR/2025/03/01/5143
7,01:30-01:45,20.67,0,0,61.99,0,0,26.99,1.36,0,23.41,0,26.99,6.75,272.49,8.67,64.2,23.41,23.41,0,100.4,17.35,200,1.99,30.78,5.07,70.28,194.89,1.87,0,79.27,42,0,0,0,0,0,0,0,0,31.33,31.34,7,11.66,0,0,20.67,237.82

8,01:45-02:00,21.5,0,0,64.5,0,0,26.99,1.36,0,23.41,0,26.99,6.75,272.49,8.67,76.41,23.41,23.41,0,100.4,17.35,200,1.99,30.28,5.07,70.28,226.39,1.87,0,79.27,42,0,0,0,0,0,0,0,0,31,31,7,12.34,0,0,21.5,237.82

9,02:00-02:15,22,0,0,66,0,0,26.99,1.36,0,23.41,0,26.99,6.75,272.49,8.67,76.41,23.41,23.41,0,100.4,17.35,0,1.99,30.28,5.07,70.28,226.39,1.71,0,79.27,42,0,0,0,0,0,0,0,0,31,31,7,13,0,0,22,237.82

10,02:15-02:30,22.33,0,0,67.01,0,0,26.99,1.36,0,23.41,0,26.99,6.75,272.49,8.67,76.41,23.41,23.41,0,100.4,17.35,0,1.99,30.28,5.07,70.28,226.39,1.71,0,79.27,42,0,0,0,0,0,0,0,0,31,31,7,13.66,0,0,22.33,237.82

11,02:30-02:45,23.33,0,0,70.01,0,0,26.99,1.36,0,23.41,0,26.99,6.75,272.49,8.67,76.41,23.41,23.41,0,100.4,17.35,0,1.99,30.28,5.07,70.28,226.39,1.71,0,79.27,42,0,0,0,0,0,0,0,0,30.67,30.66,7,14.66,0,0,23.33,237.82

12,02:45-03:00,24.17,0,0,72.49,0,0,26.99,1.36,0,23.41,0,26.99,6.75,272.49,8.67,76.41,23.41,23.41,0,100.4,17.35,0,1.99,30.28,5.07,70.28,226.39,1.71,0,79.27,42,0,0,0,0,0,0,0,0,30,30,7,15.34,0,0,24.17,237.82

13,03:00-03:15,24.67,0,0,73.99,0,0,26.99,1.31,0,23.41,0,26.99,6.75,272.49,8.67,76.41,23.41,23.41,0,100.4,17.35,0,1.92,30.28,4.98,70.28,226.39,1.71,0,79.27,42,0,0,0,0,0,0,0,0,32.33,32.34,7,10.34,0,0,24.67,237.82

14,03:15-03:30,25.33,0,0,76.01,0,0,26.99,1.31,0,23.41,0,26.99,6.75,272.49,8.67,76.41,23.41,23.41,0,100.4,17.35,0,1.92,30.28,4.98,70.28,226.39,1.71,0,79.27,42,0,0,0,0,0,0,0,0,32.33,32.34,7,11,0,0,25.33,237.82

15,03:30-03:45,21,0,0,63,0,0,26.99,1.31,0,23.41,0,26.99,6.75,272.49,8.67,76.41,23.41,23.41,0,100.4,17.35,0,1.92,30.28,4.98,70.28,226.39,1.71,0,79.27,42,0,0,0,0,0,0,0,0,32.67,32.66,7,12,0,0,21,237.82

16,03:45-04:00,21.5,0,0,64.5,0,0,26.99,1.31,0,23.41,0,26.99,6.75,272.49,8.67,76.41,23.41,23.41,0,100.4,17.35,0,1.92,30.28,4.98,70.28,226.39,1.71,0,79.27,42,0,0,0,0,0,0,0,0,32.33,32.34,7,12.66,0,0,21.5,237.82

17,04:00-04:15,22.5,0,0,67.5,0,0,26.99,1.31,0,23.41,0,26.99,6.75,272.49,8.67,76.41,23.41,23.41,0,100.4,17.35,0,1.92,30.28,4.98,70.28,226.39,1.71,0,79.27,42,0,0,0,0,0,0,0,0,31,31,7,13.34,0,0,22.5,237.82

18,04:15-04:30,23,0,0,69,0,0,26.99,1.31,0,23.41,0,26.99,6.75,272.49,8.67,76.41,23.41,23.41,0,100.4,17.35,0,1.92,30.28,4.98,70.28,226.39,1.71,0,79.27,42,0,0,0,0,0,0,0,0,30,30,7,14,0,0,23,237.82

19,04:30-04:45,23,0,0,69,0,0,26.99,1.31,0,23.41,0,26.99,6.75,272.49,8.67,86.93,23.41,23.41,0,100.4,17.35,0,1.76,30.78,4.98,70.28,260.78,1.71,0,79.27,42,0,0,0,0,0,0,0,0,29.33,29.34,7,14.34,0,0,23,237.82

20,04:45-05:00,23.17,0,0,69.49,0,0,26.99,1.31,0,23.41,0,26.99,6.75,272.49,8.67,86.93,23.41,23.41,0,100.4,17.35,0,1.76,30.78,4.98,70.28,260.78,1.71,0,79.27,42,0,0,0,0,0,0,0,0,28.67,28.66,7,15,0,0,23.17,237.82

21,05:00-05:15,23.17,0,0,69.49,0,0,26.99,1.31,0,23.41,0,26.99,6.75,272.49,8.67,86.93,23.41,23.41,0,100.4,17.35,0,1.76,30.78,4.98,70.28,260.78,1.55,0,79.27,42,0,0,0,0,0,0,0,0,28,28,7,15.34,0,0,23.17,237.82

22,05:15-05:30,22.83,0,0,68.51,0,0,26.99,1.31,0,23.41,0,26.99,6.75,272.49,8.67,86.93,23.41,23.41,0,100.4,17.35,0,1.76,30.28,4.98,70.28,260.78,1.55,0,79.27,42,0,0,0,0,0,0,0,0,27.67,27.66,7,14.66,0,0,22.83,237.82

23,05:30-05:45,22.67,0,0,67.99,0,0,26.99,1.31,0,23.41,0,26.99,6.75,272.49,8.67,86.93,23.41,23.41,0,100.4,17.35,0,1.76,29.78,4.98,66.13,260.78,1.87,0,79.27,42,0,0,0,0,0,0,0,0,31.67,31.66,7,14.34,0,0,22.67,237.82

24,05:45-06:00,23.33,0,0,70.01,0,0,26.99,1.31,0,23.41,0,26.99,6.75,272.49,8.67,86.93,23.41,23.41,0,100.4,17.35,0,1.76,29.78,4.98,66.13,260.78,1.87,0,79.27,42,0,0,0,0,0,0,0,0,30.33,30.34,7,14.66,0,0,23.33,237.82

25,06:00-06:15,20.83,0.01,0,62.51,0,0,26.99,1.31,0,23.41,0,26.99,6.75,272.49,8.67,86.93,23.41,23.41,0,100.4,17.35,0,1.76,29.27,4.89,66.13,260.78,1.87,0,0,42,0,0,0,0,0,0,0,0,29.67,29.66,7,15.34,0,0,20.83,0

26,06:15-06:30,20.5,0.72,1.83,61.5,0,0,26.99,1.31,0,23.41,0,26.99,6.75,272.49,8.67,86.93,23.41,23.41,0,100.4,17.35,0,1.76,28.26,4.89,66.13,260.78,1.87,0,0,42,0,0,0,0,0,0,0,0,28.33,28.34,7,15.34,0,0,20.5,0

27,06:30-06:45,20.33,9.29,5.64,61.01,1,0,25.87,1.31,0,23.41,0,32,6.75,272.49,8.67,86.93,23.41,23.41,0,100.4,17.35,0,1.46,27.25,4.89,66.13,260.78,1.87,0,0,42,0,0.04,0,0,0,0,0,2.14,27.33,27.34,7,6.66,0,0,20.33,0

28,06:45-07:00,20.17,19.21,15.41,60.49,4,0,32,1.31,0,23.41,0,32,6.75,272.49,8.67,86.93,23.41,23.41,0,100.4,17.35,0,1.46,27.25,4.89,66.13,260.78,1.87,0,0,42,1,0.08,2,1.12,1,1,0,7.53,27,27,7,6.66,0.23,1,20.17,0

29,07:00-07:15,20.33,32.74,28.55,61.01,9,0.12,32,1.31,0.12,28.91,0.12,25.87,6.75,272.49,8.67,86.93,28.91,28.91,0,100.4,17.35,0,1.46,26.74,4.89,66.13,260.78,1.87,0,0,0,4,0.4,3,4.55,7,3,1,14.33,34.33,34.34,7,6.66,0.91,3,20.33,0

30,07:15-07:30,20.33,32.66,32.66,61.01,14,0.26,32,1.31,0.26,28.91,0.26,25.87,6.75,272.49,8.67,86.93,28.91,28.91,0,100.4,17.35,0,1.46,26.24,4.89,66.13,260.78,1.87,0,0,0,7,2.83,7,10.23,10,5,3,23.04,33.67,33.66,7,6.66,2.05,5,20.33,0

31,07:30-07:45,20.33,31.92,31.91,61.01,22,1.13,32,1.31,1.13,28.91,1.13,25.87,6.75,272.49,8.67,86.93,28.91,28.91,0,100.4,17.35,0,1.46,26.24,4.89,70.28,260.78,1.87,0,0,0,14,5.83,10,18.2,10,5,6,32.91,33,33,7,6.66,3.64,7,20.33,0

32,07:45-08:00,20.5,29,29,61.5,28,2.37,32,1.31,2.37,28.91,2.37,25.87,6.75,272.49,8.67,64.2,28.91,28.91,0,100.4,17.35,0,1.46,26.24,4.89,70.28,194.89,1.87,0,0,0,25,13.2,16,39.59,17,8,10,43.42,32,32,7,6.66,7.92,12,20.5,0

33,08:00-08:15,20,31.23,31.24,60,31.23,3.84,26.99,1.31,3.84,31.8,3.84,26.99,6.75,272.49,8.67,64.2,31.8,31.8,0,100.4,17.35,0,1.39,26.24,4.89,70.28,194.89,1.71,0,0,0,60,23.5,25,62.03,33,17,25,54.02,27,27,7,6.66,12.41,17,20,0

34,08:15-08:30,16.67,31.57,31.56,49.99,31.57,5.35,26.99,1.31,5.35,31.8,5.35,26.99,6.75,272.49,8.67,64.2,31.8,31.8,0,100.4,17.35,0,1.39,26.24,4.89,70.28,194.89,1.71,0,0,0,77,31.77,33,83.61,43,22,33,64.48,21.67,21.66,7,6.66,16.72,23,16.67,0

35,08:30-08:45,13.83,32.67,32.66,41.51,32.67,6.87,26.99,1.31,6.87,31.8,6.87,26.99,6.75,272.49,8.67,64.2,31.8,31.8,0,100.4,17.35,0,1.39,26.24,4.89,70.28,194.89,1.71,0,0,0,91,40.54,43,108.42,53,27,39,74.53,16.67,16.66,7,6.66,21.68,26,13.83,0

36,08:45-09:00,11.5,32.67,32.66,34.5,32.67,8.4,26.99,1.31,8.4,31.8,8.4,26.99,6.75,272.49,8.67,64.2,31.8,31.8,0,100.4,17.35,0,1.39,26.24,4.89,70.28,194.89,1.71,0,0,0,109,49.05,50,128.72,60,30,46,91.22,15,15,7,6.66,25.75,30,11.5,0

37,09:00-09:15,10.5,32.67,32.66,31.5,32.67,9.93,26.99,1.31,9.93,31.8,9.93,26.99,6.75,272.49,8.67,64.2,31.8,31.8,0,100.4,17.35,0,1.39,26.24,4.8,70.28,194.89,1.71,0,0,0,126,57.34,59,152.52,67,33,54,101.34,14.33,14.34,7,6.66,30.51,33,10.5,0

38,09:15-09:30,10.33,32.67,32.66,31.01,32.67,11.21,26.99,1.31,11.21,31.8,11.21,26.99,6.75,272.49,8.67,64.2,31.8,31.8,0,100.4,17.35,0,1.39,26.24,4.8,70.28,194.89,1.71,0,0,0,144,65.15,66,172.58,73,37,61,110.69,14.33,14.34,7,6.66,34.52,36,10.33,0

39,09:30-09:45,10.17,32.67,32.66,30.49,32.67,12.45,26.99,1.31,12.45,31.8,12.45,26.99,6.75,272.49,8.67,64.2,31.8,31.8,0,100.4,17.35,0,1.39,26.24,4.8,70.28,194.89,0.78,0,0,0,154,72.4,72,202.72,80,40,66,119.16,14.33,14.34,7,6.66,40.54,39,10.17,0

40,09:45-10:00,10.17,32.67,32.66,30.49,32.67,13.5,26.99,1.31,13.5,31.8,13.5,26.99,6.75,272.49,8.67,64.2,31.8,31.8,0,100.4,17.35,0,1.39,26.24,4.8,70.28,194.89,1.17,0,0,0,168,78.84,78,221.24,87,43,72,126.56,14.33,14.34,7,6.66,44.25,41,10.17,0

41,10:00-10:15,10,32.67,32.66,30,32.67,14.63,26.99,1.36,14.63,31.8,14.63,26.99,6.75,272.49,8.67,46.93,31.8,31.8,0,71.49,17.35,0,1.39,26.24,4.8,70.28,194.89,1.55,0,0,0,182,88.64,83,234.67,92,46,78,133.37,14.33,14.34,7,6.66,46.93,42,10,0

42,10:15-10:30,9.67,32.67,32.66,28.99,32.67,15.47,26.99,1.36,15.47,31.8,15.47,26.99,6.75,272.49,8.67,46.93,31.8,31.8,0,53,17.35,0,1.39,26.24,4.8,70.28,194.89,1.55,0,0,0,193,94.14,88,241.67,96,48,82,139.5,14.33,14.34,7,6.66,48.33,43,9.67,0

43,10:30-10:45,7,32.67,32.66,21,32.67,16.23,26.99,1.36,16.23,31.8,16.23,26.99,6.75,272.49,8.67,46.93,31.8,31.8,0,53,17.35,0,1.76,26.24,4.8,70.28,163.83,1.55,0,0,0,203,98.38,93,241.67,100,50,87,144.27,14.33,14.34,9,6.66,48.33,45,7,0

44,10:45-11:00,7,32.67,32.66,21,32.67,16.9,26.99,1.36,16.9,31.8,16.9,26.99,6.75,272.49,8.67,46.93,31.8,31.8,0,53,17.35,0,1.76,26.24,4.8,70.28,134.92,1.55,0,0,0,210,98.67,94,241.67,100,50,90,147,14.33,14.34,9,6.66,48.33,47,7,0

45,11:00-11:15,7,32.67,32.66,21,32.67,17.53,26.99,1.36,17.53,36.62,17.53,26.99,6.75,272.49,8.67,46.93,36.62,36.62,0,53,17.35,0,1.76,26.24,4.8,70.28,134.92,1.55,0,0,0,210,98.67,98,241.67,100,50,90,148.85,14.33,14.34,9,6.66,48.33,49,7,0

46,11:15-11:30,7,32.67,32.66,21,32.67,18.07,26.99,1.36,18.07,36.62,18.07,26.99,6.75,272.49,8.67,46.93,36.62,36.62,0,53,17.35,0,1.76,26.24,4.8,70.28,134.92,1.55,0,0,0,210,98.67,98,241.67,100,50,90,150.6,14.33,14.34,9,6.66,48.33,49,7,0

47,11:30-11:45,7,32.67,32.66,21,32.67,18.07,26.99,1.36,18.07,36.62,18.07,26.99,6.75,272.49,8.67,46.93,36.62,36.62,0,53,17.35,0,1.76,26.24,4.8,70.28,134.92,1.55,0,0,0,210,98.67,98,241.67,100,50,90,151.28,14.33,14.34,9,6.66,48.33,49,7,0

48,11:45-12:00,7,32.67,32.66,21,32.67,18.07,26.99,1.36,18.07,36.62,18.07,26.99,6.75,272.49,8.67,46.93,36.62,36.62,0,53,17.35,0,1.76,26.24,4.8,70.28,134.92,1.55,0,0,0,210,98.67,98,241.67,100,50,90,152.06,14.33,14.34,9,6.66,48.33,50,7,0

49,12:00-12:15,7,32.67,32.66,21,32.67,18.07,26.99,1.36,18.07,36.62,18.07,26.99,6.75,231.29,8.67,46.93,36.62,36.62,0,53,17.35,0,1.76,26.24,4.7,70.28,134.92,1.55,0,0,0,210,98.67,98,241.67,100,50,90,152.55,14.33,14.34,9,6.66,48.33,50,7,0

50,12:15-12:30,7,32.07,32.06,21,32.07,18.07,26.99,1.36,18.07,36.62,18.07,26.99,6.75,192.74,8.67,46.93,36.62,36.62,0,53,17.35,0,1.76,26.24,4.7,70.28,134.92,1.55,0,0,0,210,98.67,98,241.67,100,50,90,152.55,14.33,14.34,9,6.66,48.33,50,7,0

51,12:30-12:45,7,31.9,31.9,21,31.9,18.07,26.99,1.36,18.07,36.62,18.07,26.99,6.75,149.86,8.67,46.93,36.62,36.62,0,53,17.35,0,1.76,26.24,4.7,70.28,134.92,1.55,0,0,0,210,96,98,241.67,100,50,90,152.74,14.33,14.34,9,6.66,48.33,50,7,0

52,12:45-13:00,7,31.57,31.56,21,31.57,18.07,26.99,1.36,18.07,36.62,18.07,26.99,6.75,149.86,8.67,46.93,36.62,36.62,0,53,17.35,0,1.76,26.24,4.7,70.28,134.92,1.55,0,0,0,210,96,98,241.67,100,50,90,152.35,14.33,14.34,9,6.66,48.33,50,7,0

53,13:00-13:15,7,31.57,31.56,21,31.57,18.07,26.99,1.4,18.07,36.62,18.07,26.99,6.75,149.86,8.67,46.93,36.62,36.62,0,53,17.35,0,1.84,26.24,4.7,70.28,134.92,1.55,0,0,0,210,96,98,241.67,100,50,90,151.87,14.33,14.34,11,6.66,48.33,50,7,0

54,13:15-13:30,7,31.57,31.56,21,31.57,18.07,26.99,1.4,18.07,36.62,18.07,26.99,6.75,149.86,8.67,46.93,36.62,36.62,0,53,17.35,0,1.84,26.24,4.7,70.28,134.92,1.55,0,0,0,210,96,98,241.67,100,50,90,151.09,14.33,14.34,11.41,6.66,48.33,50,7,0

55,13:30-13:45,7,31.57,31.56,21,31.57,18.07,26.99,1.4,18.07,36.62,18.07,26.99,6.75,149.86,8.67,46.93,36.62,36.62,0,53,17.35,0,1.84,26.24,4.7,70.28,134.92,1.87,0,0,0,210,96,98,241.67,100,50,90,149.82,14.33,14.34,12.41,6.66,48.33,50,7,0

56,13:45-14:00,7,31.57,31.56,21,31.57,18.07,26.99,1.4,18.07,36.62,18.07,26.99,6.75,149.86,8.67,46.93,36.62,36.62,0,53,17.35,0,1.84,26.24,4.7,70.28,134.92,1.87,0,0,0,210,96,98,241.67,100,50,90,148.36,14.33,14.34,13.01,6.66,48.33,49,7,0

57,14:00-14:15,7,31.57,31.56,21,31.57,18.07,26.99,1.4,18.07,36.62,18.07,26.99,6.75,173.47,8.67,46.93,36.62,36.62,0,53,17.35,0,1.84,26.24,4.7,70.28,134.92,1.87,0,0,0,210,96,97,241.67,100,50,90,145.73,14.33,14.34,13.01,6.66,48.33,48,7,0

58,14:15-14:30,7,31.57,31.56,21,31.57,17.62,26.99,1.4,17.62,36.62,17.62,26.99,6.75,192.74,8.67,46.93,36.62,36.62,0,53,17.35,0,1.84,26.24,4.7,70.28,134.92,1.87,0,0,0,210,96,95,241.67,100,50,90,142.33,14.33,14.34,13.01,6.66,48.33,47,7,0

59,14:30-14:45,7,31.57,31.56,21,31.57,16.92,26.99,1.4,16.92,36.62,16.92,26.99,6.75,212.01,8.67,46.93,36.62,36.62,0,53,17.35,0,1.84,26.74,4.7,70.28,134.92,1.87,0,0,0,203,96,93,241.67,97,48,87,137.36,14.33,14.34,13.01,6.66,48.33,46,7,0

60,14:45-15:00,7,31.57,31.56,21,31.57,16.31,26.99,1.4,16.31,36.62,16.31,26.99,6.75,231.29,8.67,46.93,36.62,36.62,0,53,17.35,0,1.84,27.25,4.7,70.28,134.92,1.87,0,0,0,196,96,92,241.67,93,47,84,131.81,14.33,14.34,13.01,6.66,48.33,44,7,0

61,15:00-15:15,7,32.07,32.06,21,32.07,15.63,26.99,1.49,15.63,36.62,15.63,26.99,6.75,231.29,8.67,46.93,36.62,36.62,0,53,17.35,0,1.99,27.75,4.7,70.28,134.92,1.87,0,0,0,186,96,88,241.67,90,45,79,125.58,14.33,14.34,9,6.66,48.33,42,7,0

62,15:15-15:30,7,32.07,32.06,21,32.07,14.79,26.99,1.49,14.79,36.62,14.79,26.99,6.75,250.56,8.67,46.93,36.62,36.62,0,53,17.35,0,1.99,28.26,4.7,70.28,134.92,1.87,0,0,0,175,94.67,84,232.94,85,42,75,117.99,14.33,14.34,9,6.66,46.59,40,7,0

63,15:30-15:45,7,32.07,32.06,21,32.07,13.87,26.99,1.49,13.87,36.62,13.87,26.99,6.75,272.49,8.67,46.93,36.62,36.62,0,53,17.35,0,1.99,28.77,4.7,70.28,134.92,1.87,0,0,0,165,93.71,78,216.91,78,39,70,109.81,14.33,14.34,9,6.66,43.38,37,7,0

64,15:45-16:00,7,32.07,32.06,21,32.07,12.8,26.99,1.49,12.8,36.62,12.8,26.99,6.75,272.49,8.67,46.93,36.62,36.62,0,81.91,17.35,0,1.99,29.27,4.7,70.28,134.92,1.87,0,0,0,151,88.18,73,200.53,72,36,64,101.05,14.33,14.34,9,6.66,40.11,34,7,0

65,16:00-16:15,7,32.07,32.06,21,32.07,11.69,26.99,1.49,11.69,36.62,11.69,26.99,6.75,272.49,8.67,46.93,36.62,36.62,0,100.4,17.35,0,1.99,29.78,4.8,66.13,134.92,2.02,0,0,0,137,81.94,66,181.82,65,33,58,91.02,14.33,14.34,9,6.66,36.37,32,7,0

66,16:15-16:30,7,32.07,32.06,21,32.07,10.41,26.99,1.49,10.41,36.62,10.41,26.99,6.75,272.49,8.67,46.93,36.62,36.62,0,100.4,17.35,0,1.99,30.28,4.8,66.13,183.1,2.02,0,0,0,119,74.97,59,162.29,59,29,51,81.68,14.33,14.34,9,6.66,32.46,28,7,0

67,16:30-16:45,7,32.67,32.66,21,32.67,8.03,26.99,1.49,8.03,36.62,8.03,26.99,6.75,272.49,8.67,76.41,36.62,36.62,0,100.4,17.35,0,1.99,30.28,4.8,70.28,226.39,2.02,0,0,0,105,67.31,51,142.7,51,26,45,71.55,14.33,14.34,9,6.66,28.54,25,7,0

68,16:45-17:00,7,32.67,32.66,21,32.67,6.8,26.99,1.49,6.8,36.62,6.8,26.99,6.75,272.49,8.67,76.41,36.62,36.62,0,100.4,17.35,0,1.99,30.28,4.8,70.28,226.39,2.02,0,0,0,88,59.04,43,123.11,43,22,37,59.29,14.33,14.34,9,6.66,24.62,21,7,0

69,17:00-17:15,7.5,33,33,22.5,32,5.48,26.99,1.49,5.48,36.62,5.48,26.99,6.75,272.49,8.67,76.41,36.62,36.62,100,100.4,17.35,0,2.15,30.28,4.89,66.13,226.39,0.93,0,0,0,70,50.33,36,103.23,33,17,30,47.41,14.33,14.34,9,6.66,20.65,16,7.5,0

70,17:15-17:30,7.5,26.25,23.98,22.5,16,4.11,26.99,1.49,4.11,36.62,4.11,26.99,6.75,272.49,8.67,76.41,36.62,36.62,100,100.4,17.35,0,2.15,30.78,4.89,66.13,226.39,1.17,0,0,0,53,41.73,29,83.66,25,13,22,36.12,15,15,9,6.66,16.73,12,7.5,0

71,17:30-17:45,7.5,16.18,13.48,22.5,7,2.85,26.99,1.49,2.85,36.62,2.85,26.99,6.75,272.49,8.67,76.41,36.62,36.62,100,100.4,17.35,0,2.15,31.29,4.89,66.13,226.39,1.87,0,0,0,39,35.12,21,64.56,17,9,16,25.31,20.67,20.66,13.01,6.66,12.91,7,7.5,0

72,17:45-18:00,7.83,6.38,8.2,23.51,1,1.67,26.99,1.49,1.67,36.62,1.67,26.99,6.75,272.49,8.67,76.41,36.62,36.62,100,100.4,17.35,0,2.15,31.29,4.89,66.13,226.39,1.87,0,0,0,18,29.16,13,46.2,10,5,7,15.87,25,25,12.61,6.66,9.24,4,7.83,0

73,18:00-18:15,8.33,0,0,25.01,0,0.82,25.61,1.49,0.82,36.62,0.82,32,6.75,272.49,8.67,86.93,36.62,36.62,100,100.4,17.35,0,2.15,31.29,5.07,66.13,260.78,1.87,50,0,0,7,23.72,8,32.27,5,3,3,8.86,29.33,29.34,12.21,6.66,6.46,3,8.33,0

74,18:15-18:30,8.67,0,0,25.99,0,0.25,25.61,1.49,0.25,36.62,0.25,32,6.75,272.49,8.67,86.93,36.62,36.62,100,100.4,17.35,0,2.15,31.29,5.07,66.13,260.78,1.87,50,0,0,2,17.66,5,20.77,3,1,1,4.58,31,31,11.61,6.66,4.16,1,8.67,0

