Block,Time,DADRT2,KKNP,PARBATI2,VALLURNTECL,CHAMERA1,KHSTPP-II,KISHANGANGA,KOTESHWR,NAPP,NJPC,PARBATI3,RSTPSU7,SALAL,TALA,TEHRIPSP,ANTA_GF,AURY_RF,DULHASTI,NNTPP,RIHAND2,UNCHAHAR2,AURY_LF,DADRI_CRF,CHAMERA3,NLCIIST2,SASAN,SINGRAULI_HYDRO,UNCHAHAR3,ANTA_LF,AURY_GF,DADRI_GF,DADRI_RF,KHSTPP-I,MAPS,RAPPD,RIHAND3,SEWA2,TEHRI,ANTA_RF,DADRI_LF,BSIUL,CHAMERA2,DHAULIGNGA,JHAJJAR,NLCIIST1,RAPPC,RSTPSU1TO6,SIMHST1,BRBCL,FSTPP I & II,KGSU3AND4,KKNPPU2,KUDGI,NLCEXP,NLCTS2EXP,NTPL,RAPPB,RIHAND1,TALST2,TANAKPUR,TelanganaSTPP,UNCHAHAR4,URI,URI2,ANTA_CRF,AURY_CRF,KGSU1AND2,KOLDAM,RAMPUR,SIMHST2,SINGRAULI,TANDA2,UNCHAHAR1
25,06:00-06:15,689.38,0,49.26,0,42.15,98.87,4.64,20.29,24.36,0,0,0,82.5,24.51,0,0,81.43,38.31,0,125.27,45,0,0,22.6,0,418.77,0,26.08,0,0,0,106.04,45.83,0,24.52,130.84,9.28,76.18,52.59,0,13.04,47.12,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,9.86,0,2.76,52.36,21.82,0,0,0,8.62,0,0,113.75,5.73,21.65

26,06:15-06:30,689.38,0,49.26,0,42.15,98.87,4.64,20.29,24.36,0,0,0,82.5,24.51,0,0,81.43,38.31,0,125.27,45,0,0,22.6,0,418.77,0,26.08,0,0,0,106.04,45.83,0,24.52,130.84,9.28,76.18,52.59,0,13.04,47.12,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,9.86,0,2.76,52.36,21.82,0,0,0,8.62,0,0,113.75,5.73,21.65

27,06:30-06:45,689.38,0,49.26,0,42.15,98.87,4.64,20.29,24.36,0,0,0,82.5,24.51,0,0,81.43,38.31,0,125.27,45,0,0,22.6,0,418.77,0,26.08,0,0,0,106.04,45.83,0,24.52,130.84,9.28,76.18,52.59,0,13.04,47.12,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,9.86,0,2.76,52.36,21.82,0,0,0,8.62,0,0,113.75,5.73,21.65

28,06:45-07:00,689.38,0,49.26,0,42.15,98.87,4.64,20.29,24.36,0,0,0,82.5,24.66,0,0,81.43,38.31,0,125.27,45,0,0,22.6,0,418.77,0,26.08,0,0,0,106.04,45.83,0,24.52,130.84,9.28,76.18,52.59,0,13.04,47.12,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,9.86,0,2.76,25.39,21.82,0,0,0,8.62,0,0,113.75,5.73,21.65

29,07:00-07:15,689.38,0,49.26,0,42.15,98.87,4.64,20.29,24.36,0,0,0,82.5,24.81,0,0,81.43,38.31,0,125.27,45,0,0,22.6,0,418.77,0,26.08,0,0,0,106.04,45.83,0,24.52,130.84,9.28,76.18,52.59,0,13.04,47.12,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,1.79,0,2.97,28.71,21.82,0,0,0,8.62,0,0,113.75,5.73,21.65

30,07:15-07:30,689.38,0,49.26,0,42.15,98.87,4.64,20.29,24.36,0,0,0,82.5,24.96,0,0,81.43,38.31,0,125.27,45,0,0,22.6,0,418.77,0,27.69,0,0,0,106.04,45.83,0,24.52,130.84,9.28,76.18,52.59,0,13.04,47.12,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,1.79,0,3.22,28.71,21.82,0,0,0,8.62,0,0,113.75,5.73,21.65

31,07:30-07:45,689.38,0,49.26,0,42.15,98.87,4.64,20.29,24.36,0,0,0,82.5,25.37,0,0,81.43,38.31,0,125.27,45,0,0,0,0,418.77,0,27.69,0,0,0,106.04,45.83,0,24.52,130.84,9.28,76.18,52.59,0,13.04,47.12,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,1.79,0,3.22,28.71,21.82,0,0,0,8.62,0,0,113.75,5.73,21.65

32,07:45-08:00,689.38,0,49.26,0,42.15,98.87,4.64,20.29,24.36,0,0,0,82.5,25.51,0,0,81.43,38.31,0,125.27,45,0,0,0,0,418.77,0,27.69,0,0,0,106.04,45.83,0,24.52,130.84,9.28,76.18,52.59,0,13.04,47.12,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,9.86,0,3.22,28.71,21.82,0,0,0,8.62,0,0,113.75,5.73,21.65

33,08:00-08:15,689.38,0,38.7,0,42.15,98.87,4.64,20.29,24.36,0,0,0,82.5,25.66,0,0,81.43,38.31,0,125.27,45,0,0,0,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,76.18,52.09,0,13.04,0,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,9.86,0,3.22,52.36,21.82,0,0,0,8.62,0,0,113.75,5.73,21.65

34,08:15-08:30,689.38,0,38.7,0,42.15,98.87,4.64,20.29,24.36,0,0,0,82.5,25.81,0,0,81.43,38.31,0,125.27,45,0,0,0,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,76.18,52.09,0,13.04,0,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,9.86,0,3.22,52.36,21.82,0,0,0,8.62,0,0,113.75,5.73,21.65

35,08:30-08:45,689.38,0,38.7,0,42.15,98.87,4.64,20.29,24.36,0,0,0,82.5,25.81,0,0,81.43,38.31,0,125.27,45,0,0,0,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,76.18,52.09,0,13.04,0,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,9.86,0,3.22,52.36,21.82,0,0,0,8.62,0,0,113.75,5.73,21.65

36,08:45-09:00,689.38,0,38.7,0,42.15,98.87,4.64,10.14,24.36,0,0,0,82.5,25.81,0,0,81.43,38.31,0,125.27,45,0,0,0,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,76.18,52.09,0,13.04,0,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,9.86,0,3.22,30.91,21.82,0,0,0,8.62,0,0,113.75,5.73,21.65

37,09:00-09:15,689.38,0,38.7,0,42.15,98.87,4.64,10.14,24.36,0,0,0,82.5,26.25,0,0,81.17,38.31,0,125.27,45,0,0,0,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,76.18,51.59,0,13.04,0,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,11.91,0,3.22,30.91,37.42,0,0,0,8.62,0,0,113.75,5.73,21.65

38,09:15-09:30,689.38,0,38.7,0,42.15,98.87,4.64,10.14,24.36,0,4.46,0,82.5,26.39,0,0,81.17,38.31,0,125.27,45,0,0,0,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,76.18,51.59,0,13.04,0,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,11.91,0,3.22,30.91,37.42,0,0,0,8.62,0,0,113.75,5.73,21.65

39,09:30-09:45,689.38,0,38.7,0,42.15,98.87,4.64,10.14,24.36,0,19.32,0,82.5,21.2,0,0,81.17,38.31,0,125.27,45,0,0,0,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,76.18,51.59,0,13.04,0,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,11.91,0,3.22,30.91,37.42,0,0,0,8.62,0,0,113.75,5.73,21.65

40,09:45-10:00,689.38,0,38.7,0,42.15,98.87,2.32,10.14,24.36,0,37.91,0,82.5,21.34,0,0,81.17,38.31,0,125.27,45,0,0,0,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,76.18,51.59,0,13.04,0,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,11.91,0,3.22,30.91,37.42,0,0,0,8.62,0,0,113.75,5.73,21.65

41,10:00-10:15,689.38,0,38.7,0,42.15,98.87,0,10.14,24.36,0,37.91,0,82.5,24.25,0,0,81.17,38.31,0,125.27,45,0,0,0,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,57.14,50.82,0,13.04,0,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,11.91,0,3.22,26.49,37.42,0,0,0,8.62,0,0,113.75,5.73,21.65

42,10:15-10:30,689.38,0,38.7,0,42.15,98.87,0,10.14,24.36,0,37.91,0,82.5,24.25,0,0,81.17,38.31,0,125.27,45,0,0,0,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,38.09,50.82,0,13.04,0,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,11.91,0,3.22,26.49,37.42,0,0,0,8.62,0,0,113.75,5.73,21.65

43,10:30-10:45,689.38,0,38.7,0,42.15,98.87,0,10.14,24.36,0,37.91,0,82.5,24.25,0,0,81.17,38.31,0,125.27,45,0,0,0,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,19.05,50.57,0,19.56,0,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,10.37,0,3.22,22.08,17.15,0,0,0,8.62,0,0,113.75,5.73,21.65

44,10:45-11:00,689.38,0,38.7,0,42.15,98.87,0,10.14,24.36,0,37.91,0,82.5,24.25,0,0,81.17,38.31,0,125.27,45,0,0,0,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,0,50.57,0,19.56,0,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,10.37,0,3.22,22.08,17.15,0,0,0,8.62,0,0,113.75,5.73,21.65

45,11:00-11:15,689.38,0,38.7,0,42.15,98.87,0,10.14,24.36,0,37.91,0,82.5,22.91,0,0,81.17,38.31,0,125.27,45,0,0,0,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,0,50.06,0,0,0,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,10.37,0,3.22,52.36,17.15,0,0,0,8.62,0,0,113.75,5.73,21.65

46,11:15-11:30,689.38,0,38.7,0,42.15,98.87,0,10.14,24.36,0,37.91,0,82.5,22.93,0,0,80.78,38.31,0,125.27,45,0,0,0,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,0,50.06,0,0,0,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,10.37,0,3.22,52.36,17.15,0,0,0,8.62,0,0,113.75,5.73,21.65

47,11:30-11:45,689.38,0,38.7,0,42.15,98.87,0,10.14,24.36,0,57.24,0,82.5,23.4,0,0,80.78,38.31,0,125.27,45,0,0,0,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,0,50.06,0,0,0,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,3.85,0,3.22,11.04,17.15,0,0,0,8.62,0,0,113.75,5.73,21.65

48,11:45-12:00,689.38,0,38.7,0,42.15,98.87,0,10.14,24.36,0,57.24,0,82.5,23.43,0,0,80.78,38.31,0,125.27,45,0,0,0,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,0,50.06,0,0,0,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,3.85,0,3.22,11.04,17.15,0,0,0,8.62,0,0,113.75,5.73,21.65

49,12:00-12:15,689.38,0,38.7,0,42.15,98.87,0,10.14,24.36,0,19.03,0,82.5,28.95,0,0,80.78,38.31,0,125.27,45,0,0,0,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,0,49.81,0,0,0,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,3.85,0,3.22,8.83,17.15,0,0,0,8.62,0,0,113.75,5.73,21.65

50,12:15-12:30,689.38,0,38.7,0,42.15,98.87,0,10.14,24.36,0,19.03,0,82.5,28.99,0,0,80.78,38.31,0,125.27,45,0,0,0,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,0,49.81,0,0,0,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,11.91,0,3.22,8.83,17.15,0,0,0,8.62,0,0,113.75,5.73,21.65

51,12:30-12:45,689.38,0,38.7,0,42.15,98.87,0,10.14,24.36,0,19.03,0,82.5,28.99,0,0,80.78,38.31,0,125.27,45,0,0,0,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,0,49.81,0,0,0,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,11.91,0,3.22,16.56,17.15,0,0,0,8.62,0,0,113.75,5.73,21.65

52,12:45-13:00,689.38,0,38.7,0,42.15,98.87,0,10.14,24.36,0,19.03,0,82.5,28.99,0,0,80.78,38.31,0,125.27,45,0,0,0,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,0,49.81,0,0,0,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,11.91,0,3.22,16.56,17.15,0,0,0,8.62,0,0,113.75,5.73,21.65

53,13:00-13:15,689.38,0,38.7,0,42.15,98.87,0,10.14,24.36,0,19.03,0,82.5,28.52,0,0,80.78,38.31,0,125.27,45,0,0,0,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,0,49.56,0,0,0,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,11.91,0,3.22,13.25,17.15,0,0,0,8.62,0,0,113.75,5.73,21.65

54,13:15-13:30,689.38,0,38.7,0,42.15,98.87,0,10.14,24.36,0,19.03,0,82.5,28.55,0,0,80.65,38.31,0,125.27,45,0,0,0,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,0,49.56,0,0,23.84,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,11.91,0,3.22,13.25,17.15,0,0,0,8.62,0,0,113.75,5.73,21.65

55,13:30-13:45,689.38,0,38.7,0,42.15,98.87,0,10.14,24.36,0,37.91,0,82.5,28.58,0,0,80.65,38.31,0,125.27,45,0,0,0,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,0,49.06,0,0,47.12,42.46,667.25,0,65.42,0,0,24.99,20.8,0,0,0,0,0,0,0,48.09,0,11.91,0,3.22,13.25,17.15,0,0,0,8.62,0,0,113.75,5.73,21.65

