Column1,Time,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,NR/26072023/31072042/L_NR_2023_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/25122043/L_NR_2023_10,WR/01102023/31032046/L_NR_2020_05,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,GNARE/SR/2025/01/13/4532,GNARE/NR/2024/12/20/3668,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/07/01/2952,GNA/NR/2025/08/01/6475,GNA/NR/2025/08/01/1196,GNA/NR/2025/08/01/4452,GNA/NR/2025/06/07/5932,NR/30092023/26122029/SH-06,GNA/NR/2025/08/01/5126,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/08/01/4125,GNA/NR/2025/08/01/5784,GNA/NR/2025/08/01/3698,GNA/NR/2025/08/01/6187,GNA/NR/2025/08/01/6452,GNA/NR/2025/08/01/6209,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/08/01/2414,GNA/NR/2025/07/01/1044,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/07/01/8128,NR/30092023/31122025/SH-07
25,06:00-06:15,0.97,4.46,1,11.3,1,3,11.3,0,10.43,4.5,1,33.91,1,0,29.32,29.33,0.89,2,8,2.11,129.86,115.17,6.52,10.45,99.99,4.4,20.71,19.2,15.21,-0,26.94,20.4,86.57,14.54,81.58,14.54,28.86,20.4,81.58,0,269.94,40.79,3.19,24.23,10.71,0,0,0,9.75,26.94

26,06:15-06:30,2.8,6.12,2,10.87,3,4.9,10.87,0,9.77,7.2,2,32.59,2,0,28.89,28.89,1.23,5,8,3.45,129.86,115.17,6.52,10.45,99.99,4.4,20.71,19.2,15.21,-0,26.94,20.4,86.57,14.54,81.58,14.54,28.86,20.4,81.58,0,269.94,40.79,3.19,24.23,10.71,0,0,0,9.75,26.94

27,06:30-06:45,5.07,8.87,4,10.41,3,7,10.41,0,9.16,10.3,4,31.25,3,3,28.53,28.54,1.77,7,8,3.78,129.86,115.17,6.52,10.45,99.99,4.4,20.71,19.2,15.21,-0,26.94,20.4,86.57,14.54,81.58,14.54,28.86,20.4,81.58,0,269.94,40.79,3.19,24.23,10.71,1.02,0.79,1.02,9.75,26.94

28,06:45-07:00,7.78,17.19,7,9.98,5,9.9,9.98,0,8.59,14.4,6,29.92,4,5,28.02,28.03,3.44,10,8,6.32,129.86,115.17,6.52,10.45,99.99,4.4,20.71,19.2,15.21,-0,26.94,20.4,86.57,14.54,81.58,14.54,28.86,20.4,81.58,0,269.94,40.79,3.19,25.23,10.71,1.54,1.19,1.54,9.75,26.94

29,07:00-07:15,10.56,25.78,11,11.3,7,14.5,11.3,0,9.01,20.4,9,33.87,5,8,29.97,29.96,5.16,13,8,9.55,129.86,115.17,6.52,10.45,99.99,4.4,20.71,19.2,15.21,-0,26.94,20.4,86.57,14.54,81.58,14.54,28.86,20.4,81.58,4.04,269.94,40.79,3.19,25.23,10.71,2.39,1.84,2.39,9.75,26.94

30,07:15-07:30,11.84,34.75,13,12.67,9,19.7,12.67,0,9.88,27,12,37.99,7,13,32.45,32.46,6.95,19,8,13.65,116.88,106.7,6.52,10.45,99.99,4.4,20.71,19.2,15.21,-0,26.94,20.4,66.73,14.54,81.58,14.54,28.86,20.4,81.58,4.04,269.94,40.79,3.19,25.23,10.71,3.3,2.55,3.3,9.75,26.94

31,07:30-07:45,15.49,45.15,23,14.09,12,24.8,14.09,0,11,33,19,42.26,12,20,29.67,29.67,9.03,24,8,18.49,129.86,70,6.52,10.45,99.99,4.4,20.71,19.2,15.21,-0,26.94,20.4,66.73,14.54,81.58,14.54,28.86,20.4,81.58,4.04,269.94,40.79,3.19,27.25,10.71,4.3,3.32,4.3,9.75,26.94

32,07:45-08:00,17.01,57.1,27,15.64,15,29.4,15.64,0,12.29,33,24,46.93,16,26,32,32,11.42,30,8,24.03,129.86,70,6.52,10.45,99.99,4.4,20.71,19.2,15.21,-0,26.94,20.4,86.57,14.54,81.58,14.54,28.86,20.4,81.58,4.04,269.94,40.79,3.19,27.76,10.71,5.31,4.1,5.31,9.75,26.94

33,08:00-08:15,19.91,70.71,35,14.6,18,33,14.6,0,13.13,33,30,43.82,20,33,34,34,14.14,37,7.01,29.96,102.18,70,6.05,10.45,99.99,4.39,20.71,19.2,15.21,-0,26.94,20.4,66.73,14.54,81.58,14.54,28.86,20.4,81.58,4.04,231.55,40.79,3.19,27.76,10.71,6.5,5.03,6.5,9.75,26.94

34,08:15-08:30,21.52,85.63,38,14.76,22,33,14.76,0,13.83,33,36,44.3,23,33,35.33,35.33,17.13,43,7.01,36.22,102.18,70,6.05,10.45,99.99,4.39,20.71,19.2,15.21,-0,26.94,20.4,66.73,14.54,81.58,14.54,28.86,20.4,81.58,4.04,193.16,40.79,3.19,27.76,10.71,7.7,5.95,7.7,9.75,26.94

35,08:30-08:45,23.56,101.82,48,10.87,25,33,10.87,0,11.55,33,42,32.63,26,33,36.67,36.67,20.36,50,7.01,42.45,102.18,70,6.05,10.45,99.99,4.39,20.71,19.2,15.21,-0,26.94,20.4,66.73,14.54,81.58,14.54,28.86,20.4,81.58,4.04,154.77,40.79,3.19,25.74,10.71,8.9,6.87,8.9,9.75,26.94

36,08:45-09:00,25.79,117.87,53,12.08,28,33,12.08,0,12.98,33,48,36.23,29,33,37.67,37.67,23.58,57,7.01,48.54,102.18,70,6.05,10.45,99.99,4.39,20.71,19.2,15.21,-0,26.94,20.4,66.73,14.54,81.58,14.54,28.86,20.4,81.58,4.04,152.64,40.79,3.19,26.24,10.71,10.08,7.79,10.08,9.75,26.94

37,09:00-09:15,35.27,140.81,60,13.09,31,33,13.09,0,10.29,33,54,39.27,31,33,40.33,40.34,28.16,63,6,54.31,72.31,70,7.73,10.45,99.99,3.59,20.71,19.2,15.21,-93.17,26.95,20.4,48.86,14.54,81.58,14.54,28.86,20.4,81.58,4.04,153.72,40.79,3.19,27.25,10.71,11.06,8.55,11.06,6.2,26.95

38,09:15-09:30,41.22,157.17,67,14.16,34,33,14.16,0,11.2,33,60,42.48,34,33,42.67,42.66,31.44,68,6,59.94,72.31,70,7.73,10.45,99.99,3.59,20.71,19.2,15.21,-186.34,26.95,20.4,48.86,14.54,81.58,14.54,28.86,20.4,81.58,4.04,157.56,40.79,3.19,27.25,10.71,11.93,9.22,11.93,6.2,26.95

39,09:30-09:45,45.02,181.5,73,11.48,37,33,11.47,0,10.43,33,64,34.42,36,33,36.67,36.67,36.3,73,6,65.26,76.94,70,7.73,10.45,99.99,3.59,20.71,19.2,15.21,-186.34,26.95,20.4,48.86,14.54,81.58,14.54,28.86,20.4,81.58,4.04,195.95,40.79,3.19,27.25,10.71,12.74,9.85,12.74,6.2,26.95

40,09:45-10:00,50.47,195.87,78,12.43,39,33,12.45,0,11.29,33,69,37.34,38,33,38,38,39.17,79,6,70.28,78.64,70,7.73,10.45,99.99,3.59,20.71,19.2,15.21,-186.34,26.95,20.4,48.86,14.54,81.58,14.54,28.86,20.4,81.58,4.04,234.34,40.79,3.19,27.25,10.71,13.57,10.48,13.57,6.2,26.95

41,10:00-10:15,50.67,204.63,83,14.16,42,33,14.17,0,12.21,33,73,42.5,40,33,40.33,40.33,40.92,83,6,77.94,102.18,70,7.45,10.45,99.99,3.59,20.71,19.2,15.21,-186.34,26.95,20.4,66.73,14.54,81.58,14.54,28.86,20.4,81.58,4.04,264.99,40.79,3.18,27.25,10.71,14.29,11.05,14.29,6.87,26.95

42,10:15-10:30,64.01,212.91,87,16.23,43,33,16.24,0,13.16,33,78,48.71,41,33,41.33,41.33,42.58,87,6,82.44,126.41,70,7.45,10.45,99.99,3.59,20.71,19.2,15.21,-186.34,26.95,20.4,66.73,14.54,81.58,14.54,28.86,20.4,81.58,4.04,269.94,40.79,3.18,27.25,10.71,14.93,11.53,14.93,6.87,26.95

43,10:30-10:45,63.74,218.9,92,15.97,45,33,15.96,0,14.18,33,76,47.89,42,33,37.8,37.8,43.78,90,6,89.95,129.86,70,7.45,10.45,99.99,3.59,20.71,19.2,15.21,-186.34,26.95,20.4,79.48,14.54,81.58,14.54,28.86,20.4,81.58,9.12,269.94,40.79,3.18,27.25,10.71,15.58,12.03,15.58,6.87,26.95

44,10:45-11:00,62.46,226.36,95,17.44,46,33,17.45,0,15.3,33,76,52.34,43,33,39,39,45.27,92,6,93.63,129.86,70,7.45,10.45,99.99,3.59,20.71,19.2,15.21,-186.34,26.95,20.4,66.73,14.54,81.58,14.54,28.86,20.4,81.58,9.12,269.94,40.79,3.18,27.25,10.71,16.18,12.5,16.18,6.87,26.95

45,11:00-11:15,60.8,232.43,97,18.79,47,33,18.79,0,16.56,33,84,56.38,44,33,41.1,41.1,46.49,93,6,96.7,110.83,70,6.52,10.45,52.79,3.59,20.71,19.2,15.21,-186.34,26.95,20.4,56.26,14.54,81.58,14.54,28.86,20.4,81.58,9.12,269.94,40.79,3.18,27.25,10.71,16.55,12.79,16.55,6.87,26.95

46,11:15-11:30,58.8,236.97,98,20.16,47,33,20.15,0,17.91,33,84,60.46,44,33,42.9,42.9,47.39,93,6,98.33,110.42,70,6.52,10.45,52.79,3.59,20.71,19.2,15.21,-186.34,26.95,20.4,56.26,14.54,81.58,14.54,28.86,20.4,81.58,9.12,269.94,40.79,3.18,27.25,10.71,16.84,13.02,16.84,6.87,26.95

47,11:30-11:45,59.35,239.59,98,17.78,47,33,17.78,0,18.33,33,84,53.34,44,33,51.67,51.66,47.92,93,6,98.33,111.3,70,6.52,10.45,52.79,4.59,20.71,19.2,15.21,-186.34,26.95,20.4,56.48,14.54,81.58,14.54,28.86,20.4,81.58,9.12,269.94,40.79,3.18,27.76,10.71,16.86,13.03,16.86,6.87,26.95

48,11:45-12:00,77.14,240.73,98,19.23,47,33,19.23,0,18.75,33,84,57.7,44,33,55.67,55.66,48.15,93,6,98.33,111.3,70,6.52,10.45,52.79,4.59,20.71,19.2,15.21,-186.34,26.95,20.4,56.7,14.54,81.58,14.54,28.86,20.4,81.58,9.12,269.94,40.79,3.18,27.76,10.71,16.86,13.03,16.86,6.87,26.95

49,12:00-12:15,76.21,241.07,98,15.01,42,33,15.01,0,19.03,33,72,45.01,46,33,53.39,53.38,48.21,83,6,100,81.43,70,7.91,10.45,52.79,4.59,20.71,19.2,15.21,-186.34,26.96,20.4,38.75,14.54,81.58,14.54,28.86,20.4,81.58,14.54,269.94,40.79,3.18,27.76,10.71,16.86,13.03,16.86,6.66,26.96

50,12:15-12:30,74.97,240.98,98,15.25,42,33,15.25,0,19.26,33,72,45.73,46,33,55.07,55.07,48.2,83,6,100,81.43,70,7.91,10.45,52.79,4.59,20.71,19.2,15.21,-186.34,26.96,20.4,38.98,14.54,81.58,14.54,28.86,20.4,81.58,14.54,269.94,40.79,3.18,27.76,10.71,16.86,13.03,16.86,6.66,26.96

51,12:30-12:45,71.59,233.33,95,15.62,42,33,15.62,0,19.47,33,72,46.88,46,33,56.87,56.87,46.67,83,8,100,81.43,70,7.91,10.45,52.79,4.59,20.71,19.2,15.21,-186.34,26.96,20.4,39.43,14.54,81.58,14.54,28.86,20.4,81.58,14.54,269.94,40.79,3.19,27.76,10.71,16.86,13.03,16.86,6.66,26.96

52,12:45-13:00,67.31,233.33,95,16.64,42,33,16.64,0,19.64,33,72,49.93,46,33,58.81,58.8,46.67,83,8,100,81.43,70,7.91,10.45,52.79,4.59,20.71,19.2,15.21,-186.34,26.96,20.4,38.73,14.54,81.58,14.54,28.86,20.4,81.58,14.54,269.94,40.79,3.19,27.76,10.71,16.86,13.03,16.86,6.66,26.96

53,13:00-13:15,65.13,233.33,91,20,40,33,20,0,20.12,33,72,60,41,33,56.5,56.51,46.67,80,7.8,100,53.75,70,8.19,10.45,52.79,4.6,20.71,19.2,15.21,-186.34,26.96,20.4,38.39,14.54,81.58,14.54,28.86,20.4,81.58,14.54,231.55,40.79,3.19,27.76,10.71,16.86,13.03,16.86,6.7,26.96

54,13:15-13:30,58.83,233.33,91,20.83,40,33,20.83,0,20.64,33,72,62.51,41,33,59.79,59.79,46.67,80,7.4,100,53.75,70,8.19,10.45,52.79,4.6,20.71,19.2,15.21,-186.34,26.96,20.4,38.39,14.54,81.58,14.54,28.86,20.4,81.58,14.54,199.73,40.79,3.19,27.76,10.71,16.86,13.03,16.86,6.7,26.96

55,13:30-13:45,56.27,233.33,91,21.67,40,33,21.67,0,21.25,33,69,64.99,40,33,62.38,62.37,46.67,80,7.4,98.33,63.32,70,7.73,10.45,52.79,4.6,20.71,19.2,15.21,-186.34,26.96,20.4,38.39,14.54,81.58,14.54,28.86,20.4,81.58,14.54,238.13,40.79,3.19,27.76,10.71,16.86,13.03,16.86,6.7,26.96

56,13:45-14:00,53.99,233.33,91,21.83,40,33,21.83,0,21.93,33,69,65.51,40,33,64.44,64.45,46.67,80,7.4,98.33,53.75,70,7.73,10.45,52.79,4.6,20.71,19.2,15.21,-186.34,26.96,20.4,38.39,14.54,81.58,14.54,28.86,20.4,81.58,14.54,269.94,40.79,3.19,27.76,10.71,16.86,13.03,16.86,6.7,26.96

57,14:00-14:15,52,233.33,87,22.5,33,33,22.5,0,25.11,33,60,67.5,40,33,64.22,64.21,46.67,67,7.4,98.33,102.18,70,7.91,10.45,52.79,4.6,20.71,19.2,15.21,-186.34,26.96,20.4,56.26,14.54,81.58,14.54,28.86,20.4,81.58,14.54,231.55,40.79,3.19,27.76,10.71,16.86,13.03,16.86,6.43,26.96

58,14:15-14:30,50.32,231.67,86,23,33,33,23,0,25.34,33,60,69,40,33,63.25,63.25,46.33,65,7.4,97.61,102.18,70,7.91,10.45,52.79,4.6,20.71,19.2,15.21,-186.34,26.96,20.4,56.26,14.54,81.58,14.54,28.86,20.4,81.58,14.54,247.19,40.79,3.19,27.76,10.71,16.86,13.03,16.86,6.43,26.96

59,14:30-14:45,49.36,228.72,81,23.5,32,33,23.5,0,25.51,33,57,70.5,39,33,63.98,63.98,45.74,63,7.4,94.8,102.18,70,7.91,10.45,99.99,4.6,20.71,19.2,15.21,-186.34,26.96,20.4,56.26,14.54,81.58,14.54,28.86,20.4,81.58,14.54,269.94,40.79,3.19,28.27,10.71,16.77,12.95,16.77,6.43,26.96

60,14:45-15:00,58.52,221.8,77,24,30,33,24,0,25.66,33,55,72,39,33,64.12,64.12,44.36,60,7.4,91.41,102.18,70,7.91,10.45,99.99,4.6,20.71,19.2,15.21,-186.34,26.96,20.4,56.26,14.54,81.58,14.54,28.86,20.4,81.58,14.54,269.94,40.79,3.19,28.27,10.71,16.42,12.68,16.42,6.43,26.96

61,15:00-15:15,52.55,222.02,70,27.13,31,33,27.13,0,28.52,33,55,81.39,39,33,62.3,62.3,44.41,61,13.61,91.61,102.18,70,8.14,10.45,99.99,4.41,20.71,19.2,15.21,-186.34,26.96,20.4,56.26,14.54,81.58,14.54,28.86,20.4,81.58,14.54,269.94,40.79,3.19,28.27,10.71,16.09,12.43,16.09,6.2,26.96

62,15:15-15:30,49.47,211.91,67,26.97,30,33,26.97,0,28.72,33,53,80.89,37,33,63.84,63.84,42.38,60,13.41,86.64,102.18,70,8.14,10.45,99.99,4.36,20.71,19.2,15.21,-186.34,26.96,20.4,56.26,14.54,81.58,14.54,28.86,20.4,81.58,14.54,269.94,40.79,3.19,28.27,10.71,15.42,11.92,15.42,6.2,26.96

63,15:30-15:45,43.61,200.66,62,26.85,28,33,26.85,0,29.11,33,51,80.53,31,33,63.91,63.91,40.13,57,13.01,81,102.18,70,8.14,10.45,99.99,4.36,20.71,19.2,15.21,-186.34,26.96,20.4,66.73,14.54,81.58,14.54,28.86,20.4,81.58,14.54,269.94,40.79,3.19,28.77,10.71,13.36,10.33,13.36,6.2,26.96

64,15:45-16:00,37.86,188.29,60,26.68,27,33,26.68,0,29.51,33,49,80.04,28,33,62.21,62.2,37.66,53,13.01,75.42,102.18,70,8.14,10.45,99.99,4.36,20.71,19.2,15.21,-186.34,26.96,20.4,66.73,14.54,81.58,14.54,28.86,20.4,81.58,14.54,269.94,40.79,3.19,28.77,10.71,12.46,9.64,12.46,6.2,26.96

65,16:00-16:15,33.1,174.77,50,26.79,27,33,26.79,0,29.55,33,45,80.39,24,24,65.67,65.66,34.95,53,13.01,62.31,102.18,70,8.38,10.45,99.99,3.65,20.71,19.2,15.21,-186.34,26.96,20.4,66.73,14.54,81.58,14.54,28.86,20.4,81.58,14.54,269.94,40.79,3.19,28.77,10.71,11.12,8.59,11.12,6.2,26.96

