Column1,Time,GNA/NR/2025/07/01/1044,GNA/NR/2025/07/01/2952,GNA/NR/2025/07/01/8128,GNA/NR/2025/07/01/2786,GNA/NR/2025/07/16/5917,GNA/NR/2025/07/01/8154,GNA/NR/2025/07/16/7255,GNA/NR/2025/07/23/7329,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/8139,GNA/NR/2025/07/01/2997,GNA/NR/2025/07/01/1192,GNA/NR/2025/07/01/3109,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,NR/01082024/19092033/Chanju/TPDDL/01082024,GNARE/NR/2024/12/20/3668,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/01102023/31102037/L_NR_2019_11,GNARE/SR/2025/01/13/4532,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09
7,01:30-01:45,2.78,4.01,12.67,43.8,81.92,20.79,163.85,135.17,-0,0,15.28,49.15,19.28,0,0,26.93,26.93,0,75.72,0,271.07,112.73,18.73,0,0,0,0,27.26,7.01,70.28,0,20.01,0,0,0,35,105,0,34.33,0,0,35,81.66,0,0,0,0,81.67

8,01:45-02:00,2.78,4.01,12.67,43.8,81.92,20.79,163.85,135.17,-0,0,15.28,49.15,19.28,0,0,26.93,26.93,0,72.37,0,271.07,112.73,18.73,0,0,0,0,27.26,7.01,70.28,0,20.01,0,0,0,35,105,0,35,0,0,35,81.66,0,0,0,0,81.67

9,02:00-02:15,0.59,4.01,12.67,43.8,81.92,20.79,163.85,135.17,-0,0,15.28,49.15,19.28,0,0,26.93,26.93,0,56.5,0,271.07,96.71,18.73,0,0,0,0,27.26,6.73,70.28,0,16.01,0,0,0,33.61,100.83,0,33.57,0,0,33.61,81.66,0,0,0,0,81.67

10,02:15-02:30,0.59,4.01,12.67,43.8,81.92,20.79,163.85,135.17,-0,0,15.28,49.15,19.28,0,0,26.93,26.93,0,56.5,0,256.37,84.93,18.73,0,0,0,0,28.26,6.73,70.28,0,16.01,0,0,0,33.61,100.83,0,33.25,0,0,33.61,81.66,0,0,0,0,81.67

11,02:30-02:45,3.25,4.01,12.67,43.8,81.92,20.79,163.85,135.17,-0,0,15.28,49.15,19.28,0,0,26.93,26.93,0,67.01,0,239.39,102.61,18.73,0,0,0,0,28.26,6.73,70.28,0,16.01,0,0,0,31.94,95.84,0,28.67,0,0,31.94,74.36,0,0,0,0,74.37

12,02:45-03:00,3.25,4.01,12.67,43.8,81.92,20.79,163.85,135.17,-0,0,15.28,49.15,19.28,0,0,26.93,26.93,0,67.01,0,215.91,102.61,18.73,0,0,0,0,28.26,6.73,70.28,0,16.01,0,0,0,31.94,95.84,0,28.67,0,0,31.94,74.36,0,0,0,0,74.37

13,03:00-03:15,3.24,4.01,12.67,43.8,81.92,20.79,163.85,135.17,-0,0,15.28,0,19.28,0,0,26.93,26.93,0,67.01,0,190.23,102.61,18.63,0,0,0,0,0,6.54,70.28,0,15.01,0,0,0,31.94,95.84,0,29.33,0,0,31.94,74.36,0,0,0,0,74.37

14,03:15-03:30,3.24,4.01,12.67,43.8,81.92,20.79,163.85,135.17,-0,0,15.28,0,19.28,0,0,26.93,26.93,0,67.01,0,177.97,102.61,18.63,0,0,0,0,0,6.54,70.28,0,15.01,0,0,0,31.94,95.84,0,30,0,0,31.94,74.36,0,0,0,0,74.37

15,03:30-03:45,3.24,4.01,12.67,43.8,81.92,20.79,163.85,135.17,-0,0,15.28,0,19.28,0,0,26.93,26.93,0,67.01,0,164.64,102.61,18.63,0,0,0,0,0,6.54,70.28,0,15.01,0,0,0,31.94,95.84,0,30.67,0,0,31.94,74.36,0,0,0,0,74.37

16,03:45-04:00,3.24,4.01,12.67,43.8,81.92,20.79,163.85,135.17,-0,0,15.28,0,19.28,0,0,26.93,26.93,0,67.01,0,164.64,102.61,18.63,0,0,0,0,0,6.54,70.28,0,15.01,0,0,0,31.94,95.84,0,31.67,0,0,31.94,74.36,0,0,0,0,74.37

17,04:00-04:15,3.24,4.01,12.67,43.8,81.92,20.79,163.85,135.17,-0,0,15.28,0,19.28,0,0,26.93,26.93,0,76.42,0,202.48,130.4,13.65,0,0,0,0,0,6.26,70.28,0,12.01,0,0,0,31.94,95.84,0,33,0,0,31.94,74.36,0,0,0,0,74.37

18,04:15-04:30,3.24,4.01,12.67,43.8,81.92,20.79,163.85,135.17,-0,0,15.28,0,19.28,0,0,26.93,26.93,0,76.18,0,241.04,130.4,13.65,0,0,0,0,0,6.26,70.28,0,12.01,0,0,0,31.94,95.84,0,34,0,0,31.94,74.36,0,0,0,0,74.37

19,04:30-04:45,3.2,4.01,12.67,43.8,81.92,20.79,163.85,135.17,-0,0,15.28,0,19.28,0,0,26.93,26.93,0,56.5,0,271.07,115.85,13.65,0,0,0,0,0,6.26,70.28,0,13.01,0,0,0,31.94,95.84,0,31.67,0,0,31.94,74.36,0,0,0,0,74.37

20,04:45-05:00,3.2,4.01,12.67,43.8,81.92,20.79,163.85,135.17,-0,0,15.28,0,19.28,0,0,26.93,26.93,0,56.5,0,269.18,102.61,13.65,0,0,0,0,0,6.26,70.28,0,13.01,0,0,0,31.94,95.84,0,31.67,0,0,31.94,74.36,0,0,0,0,74.37

21,05:00-05:15,3.2,4.01,12.67,43.8,81.92,20.79,163.85,135.17,-0,0,15.28,0,19.28,0,0,26.93,26.93,0,56.5,0,250.35,102.61,13.65,0,0,0,0,0,0,70.28,0,11,0,0,0,31.94,95.84,0,31.67,0,0,31.94,74.36,0,0,0,0,74.37

22,05:15-05:30,3.2,4.01,12.67,43.8,81.92,20.79,163.85,135.17,-0,0,15.28,0,19.28,0,0,26.93,26.93,0,56.5,0,238.15,102.61,13.65,0,0,0,0,0,0,70.28,0,11,0,0,0,31.94,95.84,0,32,0,0,31.94,74.36,0,0,0,0,74.37

23,05:30-05:45,3.2,4.01,12.67,43.8,81.92,20.79,163.85,135.17,-0,0,15.28,0,19.28,0,0,26.93,26.93,0,61.5,0,271.07,130.4,13.65,0,0,0,0,0,0,70.28,0,11,0,0,0,33.55,100.62,0,32.67,0,0,33.55,74.36,0,0,0,0,74.37

24,05:45-06:00,3.2,4.01,12.67,43.8,81.92,20.79,163.85,135.17,-0,0,15.28,0,19.28,0,0,26.93,26.93,0,60.88,0,271.07,130.4,13.65,0.08,0,0,0,0,0,70.28,0,11,0.04,0,0,33.55,100.62,0,33,0,0,33.55,74.36,0,1,0,0,74.37

25,06:00-06:15,3.2,4.01,12.67,43.8,81.92,20.79,163.85,135.17,-0,0,15.28,0,19.28,0,0,26.93,26.93,0,58.47,0,271.07,130.4,13.65,0.44,1.34,1,0,0,0,76.89,0,11,0.47,7.43,0,33.55,100.62,2.96,33,0,1,33.55,74.36,1,1,0.27,0,74.37

26,06:15-06:30,3.2,4.01,12.67,43.8,81.92,20.79,163.85,135.17,-0,0,15.28,0,19.28,0,0,26.93,26.93,0,58.47,0,271.07,130.4,13.65,0.8,2.51,2,0,0,0,77.26,0,11.21,1.39,12.69,0,33.55,100.62,6.55,33.33,0,2,33.55,74.36,2,3,0.5,1,74.37

27,06:30-06:45,3.2,4.01,12.67,43.8,81.92,20.79,163.85,135.17,-0,0,15.28,0,19.28,0.96,0.74,26.93,26.93,0,58.47,0,271.07,130.4,13.65,3.37,3.68,3,0.96,0,0,76.2,0,11.41,2.48,19.31,3,33.55,100.62,19.95,34,0,3,33.55,74.36,3,4,0.74,2,74.37

28,06:45-07:00,3.2,4.01,12.67,43.8,81.92,20.79,163.85,135.17,-0,0,15.28,0,19.28,1.4,1.08,26.93,26.93,0,58.47,0,271.07,130.4,13.65,5.27,9.53,7,1.4,0,0,76.61,0,11.41,3.77,27.38,5,33.55,100.62,27.03,35,0,4,33.55,74.36,6,6,1.91,3,74.37

29,07:00-07:15,3.2,2.12,9.79,43.8,81.92,20.79,163.85,135.17,-0,0,15.28,0,19.28,2,1.55,26.93,26.93,0,58.47,0,271.07,100.42,10.88,9.53,19.17,10,2,0,0,76.32,0,11.61,5.43,33,8,36.67,109.99,33,35.67,0,5,36.67,81.66,11,9,3.83,5,81.67

30,07:15-07:30,3.2,2.12,9.79,43.8,81.92,20.79,163.85,135.17,-0,0,15.28,0,19.28,2.64,2.05,26.93,26.93,0,38.55,0,271.07,72.61,10.88,14.33,28.8,12,2.64,0,0,70.28,0,11.81,7.6,33,13,36.67,109.99,33,36,0,7,36.67,81.66,13,12,5.76,6,81.67

31,07:30-07:45,3.2,2.12,9.79,43.8,81.92,20.79,163.85,135.17,-0,0,15.28,0,19.28,4.85,3.75,26.93,26.93,0,49.07,0,232.52,72.61,10.88,19.37,38.43,18,4.85,0,0,70.28,0,12.01,10.58,33,20,36.67,109.99,33,36.67,0,8,36.67,81.66,18,18,7.69,9,81.67

32,07:45-08:00,3.2,2.12,9.79,43.8,81.92,20.79,163.85,135.17,-0,0,15.28,0,19.28,6.1,4.72,26.93,26.93,0,49.07,0,193.96,72.61,10.88,24.55,48.07,25,6.1,0,0,70.28,0,12.21,13.04,33,27,36.67,109.99,33,37.33,0,12,36.67,81.66,22,22,9.61,12,81.67

33,08:00-08:15,3.2,2.12,9.79,43.8,81.92,20.79,163.85,135.17,-0,0,15.28,0,19.28,7.38,5.7,26.93,26.93,0,49.07,0,165.21,72.61,10.88,30.73,48.07,32,7.38,0,0,70.28,0,12.41,15.61,33,33,36.67,109.99,33,37.33,0,16,36.67,81.66,27,28,9.61,16,81.67

34,08:15-08:30,3.2,2.12,9.79,43.8,81.92,20.79,163.85,135.17,-0,0,15.28,0,19.28,8.66,6.69,26.93,26.93,0,49.07,0,166.08,72.61,10.88,36.85,57.08,39,8.66,0,0,70.28,0,12.81,18.25,33,33,36.67,109.99,33,38.33,0,19,36.67,81.66,32,33,11.42,19,81.67

35,08:30-08:45,3.2,2.12,9.79,43.8,81.92,20.79,163.85,135.17,-0,0,15.28,0,19.28,9.91,7.66,26.93,26.93,0,38.55,0,166.82,53.97,10.88,42.9,71,45,9.91,29.27,0,70.28,0,13.01,21.75,33,33,36.67,109.99,33,39.58,0,22,36.67,81.66,41,40,14.2,23,81.67

36,08:45-09:00,3.2,2.12,9.79,43.8,81.92,20.79,163.85,135.17,-0,0,15.28,0,19.28,11.16,8.63,26.93,26.93,0,38.55,0,166.53,53.97,10.88,49.07,85.09,50,11.16,29.27,0,70.28,0,13.21,28.38,33,33,36.67,109.99,33,39.58,0,25,36.67,81.66,44,46,17.02,25,81.67

37,09:00-09:15,3.2,2.12,6.46,43.8,81.92,20.79,163.85,135.17,-86.31,0,15.28,0,19.28,12.31,9.52,26.94,26.94,0,38.13,0,169.5,53.97,10.88,54.22,97.76,53,12.31,29.27,0,70.28,0,13.61,32.3,33,33,36.67,109.99,33,39.58,0,27,36.67,81.66,53,52,19.55,27,81.67

38,09:15-09:30,3.2,2.12,6.46,43.8,81.92,20.79,163.85,135.17,-86.31,0,15.28,0,19.28,13.36,10.32,26.94,26.94,0,38.13,0,207.32,53.97,10.88,59.36,111.67,60,13.36,29.27,0,70.28,0,14.41,36.25,33,33,36.67,109.99,33,39.58,0,30,36.67,81.66,56,57,22.33,30,81.67

39,09:30-09:45,3.2,2.12,6.46,43.8,81.92,20.79,163.85,135.17,-86.31,0,15.28,0,19.28,14.34,11.08,26.94,26.94,0,38.13,0,234.05,53.97,10.88,72.22,146.72,63,14.34,29.27,0,70.28,0,11,38.92,33,33,36.67,109.99,33,39.58,0,30,36.67,81.66,53,57,29.34,32,81.67

40,09:45-10:00,3.2,2.12,6.46,43.8,81.92,20.79,163.85,135.17,-86.31,0,15.28,0,19.28,15.24,11.78,26.94,26.94,0,38.13,0,271.07,60.28,10.88,77.53,161.36,67,15.24,29.27,0,70.28,0,11,41.46,33,33,36.67,109.99,33,39.58,0,32,36.67,81.66,57,61,32.27,33,81.67

41,10:00-10:15,3.19,2.12,6.69,43.8,81.92,20.79,163.85,135.17,-86.31,0,15.28,0,19.28,16.16,12.49,26.94,26.94,0,41.2,0,271.07,81.77,13.19,82.36,175.79,70,16.16,29.27,0,70.28,0,11,43.29,33,33,36.67,109.99,33,39.58,0,30,36.67,81.66,58,64,35.16,35,81.67

42,10:15-10:30,3.19,2.12,6.69,43.8,81.92,20.79,163.85,135.17,-86.31,0,15.28,0,19.28,16.95,13.1,26.94,26.94,0,48.86,0,271.07,81.77,13.19,86.71,188.17,75,16.95,29.27,0,70.28,0,11,49.12,33,33,36.67,109.99,33,39.58,0,30,36.67,81.66,63,67,37.64,37,81.67

43,10:30-10:45,3.19,2.12,6.69,43.8,81.92,20.79,163.85,135.17,-86.31,0,15.28,0,19.28,17.71,13.69,26.94,26.94,0,50.35,0,271.07,81.77,13.19,90.33,206.2,81,17.71,29.27,0,70.28,0,11.21,50.67,33,33,36.67,109.99,33,39.58,0,30,36.67,81.66,58,73,41.24,41,81.67

44,10:45-11:00,3.2,2.12,6.69,43.8,81.92,20.79,163.85,135.17,-86.31,0,15.28,0,19.28,18.26,14.11,26.94,26.94,0,51.45,0,271.07,81.77,13.19,92.91,215.73,85,18.26,29.27,0,70.28,0,11.41,51.99,33,33,36.67,109.99,33,39.58,0,30,36.67,81.66,62,76,43.15,43,81.67

45,11:00-11:15,3.2,2.12,3.08,43.8,81.92,20.79,163.85,135.17,-86.31,0,15.28,0,19.28,18.7,14.45,26.94,26.94,0,51.59,0,271.07,81.77,13.19,94.28,221.16,88,18.7,27.76,0,70.28,10.76,13.61,53.16,33,33,36.67,109.99,33,39.58,0,31,36.67,81.66,63,79,44.23,44,81.67

46,11:15-11:30,3.2,2.12,3.08,43.8,81.92,20.79,163.85,135.17,-86.31,0,15.28,0,19.28,19.01,14.7,26.94,26.94,0,52.72,0,271.07,81.77,13.19,95.27,224.07,90,19.01,27.76,0,70.28,10.76,14.01,54.21,33,33,36.67,109.99,33,39.58,0,32,36.67,81.66,65,79,44.81,45,81.67

47,11:30-11:45,3.19,2.12,3.08,43.8,81.92,20.79,163.85,135.17,-172.62,0,15.28,0,19.28,19.43,15.01,26.94,26.94,0,52.85,0,271.07,81.77,13.19,90,227.77,90,19.43,27.76,0,70.28,10.76,12.01,54.61,33,33,36.67,109.99,33,43.57,0,34,36.67,83.34,83,79,45.56,45,83.33

48,11:45-12:00,3.19,2.12,3.08,43.8,81.92,20.79,163.85,135.17,-172.62,0,15.28,0,19.28,19.63,15.17,26.94,26.94,0,53.74,0,271.07,81.77,13.19,90,229.17,90,19.63,27.76,0,70.28,10.76,12.21,54.86,33,33,36.67,109.99,33,43.92,0,35,36.67,83.34,83,79,45.83,45,83.33

49,12:00-12:15,3.19,3.82,3.08,43.8,81.92,20.79,163.85,135.17,-172.62,0,15.28,0,19.28,19.84,15.33,26.95,26.95,0,54.18,0,271.07,81.77,13.19,90,229.17,80,19.84,27.76,0,70.28,10.76,12.41,54.96,33,33,36.67,109.99,33,43.26,0,38,36.67,83.34,85,72,45.83,40,83.33

50,12:15-12:30,3.19,2.12,3.08,43.8,81.92,20.79,163.85,135.17,-172.62,0,15.28,0,19.28,19.91,15.39,26.95,26.95,0,54.15,0,271.07,81.77,13.19,91.67,229.17,79,19.91,27.76,0,70.28,10.76,12.8,54.79,33,33,36.67,109.99,33,43.46,0,38,36.67,83.34,85,72,45.83,40,83.33

51,12:30-12:45,3.2,2.12,6.97,43.8,81.92,20.79,163.85,135.17,-172.62,0,15.28,0,19.28,19.96,15.42,26.95,26.95,0,58.05,0,271.07,81.77,13.19,93.33,220.83,75,19.96,27.76,0,70.28,10.76,13.6,57.1,33,33,36.67,109.99,33,43.64,0,38,36.67,83.34,85,66,44.17,37,83.33

52,12:45-13:00,3.2,2.12,6.85,43.8,81.92,20.79,163.85,135.17,-172.62,0,15.28,0,19.28,19.84,15.33,26.95,26.95,0,58.06,0,271.07,81.77,13.19,93.33,220.83,73,19.84,27.76,0,70.28,10.76,14.4,59.25,33,33,36.67,109.99,33,43.82,0,38,36.67,83.34,83,66,44.17,37,83.33

53,13:00-13:15,3.2,4.01,6.73,43.8,81.92,20.79,163.85,135.17,-172.62,0,15.28,0,19.28,19.63,15.17,26.95,26.95,0,58.05,0,271.07,81.77,13.19,91.87,216.67,62,19.63,27.76,0,70.28,10.76,15,60.81,33,33,36.67,109.99,33,43.28,0,38,36.67,83.34,78,54,43.33,31,83.33

54,13:15-13:30,3.2,4.01,6.73,43.8,81.92,20.79,163.85,135.17,-172.62,0,15.28,0,19.28,19.43,15.01,26.95,26.95,0,58.05,0,271.07,81.77,13.19,91.29,216.67,61,19.43,27.76,0,70.28,10.76,15.6,61.76,33,33,36.67,109.99,33,43.27,0,38,36.67,83.34,78,54,43.33,31,83.33

55,13:30-13:45,3.2,4.01,6.73,43.8,81.92,20.79,163.85,135.17,-172.62,0,15.28,0,19.28,19.19,14.82,26.95,26.95,0,58.06,0,271.07,81.77,13.19,88.33,192.09,63,19.19,27.76,0,70.28,10.76,16.4,63.24,33,33,36.67,109.99,33,42.99,0,38,36.67,83.34,78,57,38.42,32,83.33

56,13:45-14:00,3.2,4.01,6.73,43.8,81.92,20.79,163.85,135.17,-172.62,0,15.28,0,19.28,18.84,14.55,26.95,26.95,0,58.06,0,271.07,81.77,13.19,86.67,186.37,61,18.84,27.76,0,70.28,10.76,17,47.64,33,33,36.67,109.99,33,42.59,0,38,36.67,83.34,77,57,37.28,31,83.33

57,14:00-14:15,3.2,4.01,6.73,43.8,81.92,20.79,163.85,135.17,-172.62,0,15.28,0,19.28,18.32,14.15,26.95,26.95,0,58.06,0,271.07,81.77,13.19,79.05,180.82,70,18.32,27.76,0,70.28,10.76,17.6,46.36,33,33,36.67,109.99,33,41.98,0,38,36.67,83.34,73,60,36.16,35,83.33

58,14:15-14:30,3.2,4.01,6.91,43.8,81.92,20.79,163.85,135.17,-172.62,0,15.28,0,19.28,17.91,13.84,26.95,26.95,0,58.05,0,271.07,81.77,13.19,77.5,173.85,68,17.91,27.76,0,70.28,10.76,19,45.68,33,33,36.67,109.99,33,41.66,0,38,36.67,83.34,72,61,34.77,34,83.33

59,14:30-14:45,3.2,4.01,6.91,43.8,81.92,20.79,163.85,135.17,-172.62,0,15.28,0,19.28,17.17,13.27,26.95,26.95,0,58.06,0,271.07,81.77,13.19,70.85,165.25,57,17.17,27.76,0,70.28,0,21.01,43.8,33,33,36.67,109.99,33,42.27,0,38,36.67,83.34,73,48,33.05,28,83.33

60,14:45-15:00,3.2,4.01,6.91,43.8,81.92,20.79,163.85,135.17,-172.62,0,15.28,0,19.28,16.66,12.87,26.95,26.95,0,76.01,0,271.07,111.76,13.19,68.92,154.52,55,16.66,27.76,0,70.28,0,22.01,42.47,33,33,36.67,109.99,33,42.1,0,38,36.67,83.34,72,46,30.9,27,83.33

61,15:00-15:15,3.2,4.01,6.91,43.8,81.92,20.79,163.85,135.17,-172.62,0,15.28,0,19.28,15.81,12.21,26.95,26.95,0,76,0,271.07,130.4,13.19,70.42,112.54,53,15.81,27.76,0,70.28,0,23.01,37.42,33,33,36.67,109.99,33,41.85,0,31,36.67,83.34,66,45,22.51,27,83.33

62,15:15-15:30,3.2,4.01,6.91,43.8,81.92,20.79,163.85,135.17,-172.62,0,15.28,0,19.28,15.04,11.62,26.95,26.95,0,76.01,0,271.07,130.4,13.19,65.73,107.39,53,15.04,27.76,0,70.28,0,24.01,32.48,33,33,36.67,109.99,33,41.32,0,29,36.67,83.34,62,45,21.48,27,83.33

63,15:30-15:45,3.2,4.01,6.91,43.8,81.92,20.79,163.85,135.17,-172.62,0,15.28,0,19.28,10.41,8.05,26.95,26.95,0,76.01,0,271.07,130.4,0,54.85,100.77,57,10.41,27.76,0,70.28,0,25.01,31.65,33,33,36.67,109.99,33,40.49,0,28,36.67,83.34,57,54,20.16,28,83.33

64,15:45-16:00,3.2,4.01,6.91,43.8,81.92,20.79,163.85,135.17,-172.62,0,15.28,0,19.28,9.56,7.39,26.95,26.95,0,76.01,0,271.07,130.4,0,51.71,94.89,53,9.56,27.76,0,70.28,0,26.21,30.62,33,33,36.67,109.99,33,39.7,0,27,36.67,83.34,55,51,18.98,27,83.33

65,16:00-16:15,3.2,4.01,6.79,43.8,81.92,20.79,163.85,135.17,-172.62,0,15.28,0,19.28,9.33,7.2,26.95,26.95,0,86.93,0,271.07,130.4,0,36.67,70.83,50,9.33,27.76,0,115.62,0,26.21,29.45,33,24,36.67,109.99,33,39.15,0,25,36.67,83.34,45,46,14.17,25,83.33

66,16:15-16:30,3.2,4.01,6.79,43.8,81.92,20.79,163.85,135.17,-172.62,0,15.28,0,19.28,8.55,6.61,26.95,26.95,0,86.93,0,271.07,130.4,0,33.67,66.67,43,8.55,29.27,0,115.62,0,26.21,28.11,33,16,36.67,109.99,33,39.02,0,23,36.67,83.34,42,42,13.33,22,83.33

67,16:30-16:45,3.2,4.01,6.79,43.8,81.92,20.79,163.85,135.17,-86.31,0,15.28,0,19.28,7.61,5.88,26.95,26.95,0,86.93,0,271.07,130.4,0,25,58.33,41,7.61,28.26,0,115.62,0,26.21,26.07,33,8,34.17,102.49,33,40,0,19,34.17,83.34,36,34,11.67,21,83.33

68,16:45-17:00,3.2,4.01,6.79,43.8,81.92,20.79,163.85,135.17,-0,0,15.28,0,19.28,6.74,5.21,26.95,26.95,0,86.93,0,271.07,130.4,0,23.33,54.17,39,6.74,28.26,0,115.62,0,26.21,23.86,33,5,34.17,102.49,33,40,0,17,34.17,83.34,33,30,10.83,19,83.33

69,17:00-17:15,3.2,4.01,6.79,43.8,81.92,20.79,163.85,135.17,-0,0,15.28,0,19.28,6.09,4.7,26.95,26.95,0,86.93,0,271.07,130.4,0,20,41.67,30,6.09,27.76,0,115.62,0,26.21,21.45,33,2,34.17,102.49,33,39.35,0,10,34.17,83.34,31,27,8.33,15,83.33

70,17:15-17:30,3.2,4.01,6.79,43.8,81.92,20.79,163.85,135.17,-0,0,15.28,0,19.28,5.17,3.99,26.95,26.95,0,86.93,0,271.07,130.4,0,18.33,37.5,25,5.17,27.76,0,115.62,0,26.21,18.84,33,0,34.17,102.49,33,38.59,0,9,34.17,83.34,26,22,7.5,13,83.33

71,17:30-17:45,3.2,4.01,6.79,43.8,81.92,20.79,163.85,135.17,-0,0,15.28,0,19.28,4.35,3.36,26.95,26.95,0,86.93,0,271.07,130.4,0,15,37.5,20,4.35,27.76,0,115.62,0,26.21,15.11,28.59,0,35,105,33,35,0,7,35,80,19,19,7.5,10,80

72,17:45-18:00,3.2,4.01,6.79,43.8,81.92,20.79,163.85,135.17,-0,0,15.28,0,19.28,3.29,2.55,26.95,26.95,0,86.93,0,271.07,130.4,0,13.33,37.5,13,3.29,27.76,0,115.62,0,26.21,11.55,20.16,0,34.67,103.99,26.09,35,0,5,34.67,80,13,15,7.5,7,80

