Block,Time Block,RAPPB,RIHAND2,RSTPSU7,RIHAND1,NTPL,RAMPUR,RSTPSU1TO6,RAPPC,PARBATI3,RIHAND3,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-I,JHAJJAR,KGSU1AND2,KGSU3AND4,KOTESHWR,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,MAPS,NNTPP,NAPP,NLCEXP,DADRI_LF,AURY_GF,DADRI_GF,AURY_CRF,DADRI_CRF,DADRI_RF,AURY_LF,AURY_RF,BSIUL,CHAMERA3,FSTPP I & II,CHAMERA2,DHAULIGNGA,BRBCL,DULHASTI,DADRT2,CHAMERA1,KUDGI,ANTA_GF,ANTA_RF,ANTA_LF,VALLURNTECL,ANTA_CRF,URI,UNCHAHAR3,UNCHAHAR4,URI2,TelanganaSTPP,UNCHAHAR2,TEHRI,UNCHAHAR1,TALA,TALST2,SALAL,SEWA2,SINGRAULI_HYDRO,SIMHST2,TANDA2,SASAN,SINGRAULI,TANAKPUR,SIMHST1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
31,07:30-07:45,0,114.24,0,88.5,0,0,0,51.27,15.92,119.6,95.11,0,0,0,0,43.5,629.44,0,0,38.32,0,135.02,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,27.97,11.26,38.01,35.16,14.43,31.7,656.84,13.52,0,0,0,0,0,0,25.48,25.39,0,4.27,0,40.78,59.87,19.78,0,0,1.35,5.07,0,0,0,402.86,121.17,0.24,0,0,0,0,0,0

32,07:45-08:00,0,114.24,0,88.5,0,0,0,51.27,3.42,119.6,95.11,0,0,0,0,43.5,629.44,0,0,38.32,0,135.02,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,27.97,11.26,38.01,35.16,14.43,31.7,656.84,13.52,0,0,0,0,0,0,3.18,25.39,0,4.27,0,40.78,59.87,19.78,0,0,1.35,5.07,0,0,0,402.86,121.17,0.24,0,0,0,0,0,0

33,08:00-08:15,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,629.44,0,0,25.62,0,135.02,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,1.84,11.26,38.01,35.16,14.43,31.7,656.84,13.52,0,0,0,0,0,0,1.6,25.39,0,4.27,0,40.78,59.87,19.78,0,0,1.35,0,0,0,0,402.86,121.17,0.24,0,0,0,0,0,0

34,08:15-08:30,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,629.44,0,0,17.08,0,109.32,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,7.7,15.37,14.43,31.7,656.84,13.46,0,0,0,0,0,0,1.6,25.39,0,4.27,0,40.78,59.87,19.78,0,0,1.35,0,0,0,0,402.86,121.17,0.24,0,0,0,0,0,0

35,08:30-08:45,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,629.44,0,0,17.08,0,86.54,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,7.75,14.43,31.7,656.84,13.46,0,0,0,0,0,0,1.6,25.39,0,4.27,0,40.78,59.87,19.78,0,0,1.35,0,0,0,0,402.86,121.17,0.24,0,0,0,0,0,0

36,08:45-09:00,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,629.44,0,0,17.08,0,65.59,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,31.7,656.84,0,0,0,0,0,0,0,1.6,25.39,0,4.27,0,40.78,59.87,19.78,0,0,1.35,0,0,0,0,402.86,121.17,6.03,0,0,0,0,0,0

37,09:00-09:15,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,600.62,0,0,8.54,0,40.99,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,31.7,656.84,0,0,0,0,0,0,0,25.48,25.39,0,4.27,0,40.78,59.87,19.78,0,0,1.35,0,0,0,0,402.86,121.17,6.03,0,0,0,0,0,0

38,09:15-09:30,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,600.62,0,0,8.54,0,22.77,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,31.7,656.84,0,0,0,0,0,0,0,25.48,25.39,0,4.27,0,40.78,59.87,19.78,0,0,1.35,0,0,0,0,402.86,121.17,6.03,0,0,0,0,0,0

39,09:30-09:45,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,581.38,0,0,8.54,0,22.77,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,31.7,656.84,0,0,0,0,0,0,0,25.48,25.39,0,18.11,0,40.78,59.87,19.78,0,0,1.35,0,0,0,0,402.86,121.17,0.24,0,0,0,0,0,0

40,09:45-10:00,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,581.38,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,15.85,643.3,0,0,0,0,0,0,0,3.18,25.39,0,18.11,0,40.78,59.87,19.78,0,0,1.35,0,0,0,0,402.86,121.17,0.24,0,0,0,0,0,0

41,10:00-10:15,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,581.38,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,0,604.83,0,0,0,0,0,0,0,1.6,25.39,0,18.11,0,40.78,44.91,19.78,0,0,1.35,0,0,0,0,335.72,121.17,2.22,0,0,0,0,0,0

42,10:15-10:30,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,552.52,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,0,556.64,0,0,0,0,0,0,0,1.6,25.39,0,18.11,0,40.78,29.94,19.78,0,0,1.35,0,0,0,0,335.72,121.17,2.22,0,0,0,0,0,0

43,10:30-10:45,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,629.44,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,0,657.18,0,0,0,0,0,0,0,1.6,25.39,0,10.35,0,40.78,14.97,19.78,0,0,1.35,0,0,0,0,335.72,121.17,0.24,0,0,0,0,0,0

44,10:45-11:00,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,629.44,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,0,653.12,0,0,0,0,0,0,0,1.6,25.39,0,10.35,0,40.78,0,19.78,0,0,1.35,0,0,0,0,335.72,121.17,0.24,0,0,0,0,0,0

45,11:00-11:15,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,543.33,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,0,653.12,0,0,0,0,0,0,0,1.6,25.39,0,4.27,0,40.78,0,19.78,0,0,1.35,0,0,0,0,335.72,121.17,1.11,0,0,0,0,0,0

46,11:15-11:30,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,454.82,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,0,653.12,0,0,0,0,0,0,0,1.6,25.39,0,4.27,0,40.78,0,19.78,0,0,1.35,0,0,0,0,335.72,121.17,1.11,0,0,0,0,0,0

47,11:30-11:45,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,416.88,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,0,653.12,0,0,0,0,0,0,0,1.6,25.39,0,4.27,0,40.78,0,19.78,0,0,12.29,0,0,0,0,335.72,121.17,1.11,0,0,0,0,0,0

48,11:45-12:00,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,379.79,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,0,639.5,0,0,0,0,0,0,0,1.6,25.39,0,4.27,0,40.78,0,19.78,0,0,12.29,0,0,0,0,335.72,121.17,1.11,0,0,0,0,0,0

49,12:00-12:15,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,379.79,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,0,554.29,0,0,0,0,0,0,0,4.24,22.39,0,4.27,0,35.15,0,17.72,0,0,12.29,0,0,0,0,335.72,121.17,1.11,0,0,0,0,0,0

50,12:15-12:30,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,379.79,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,0,526.95,0,0,0,0,0,0,0,4.24,21.88,0,4.27,0,35.15,0,17.04,0,0,12.29,0,0,0,0,335.72,121.17,1.11,0,0,0,0,0,0

51,12:30-12:45,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,379.79,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,0,538.85,0,0,0,0,0,0,0,1.07,21.88,0,4.27,0,35.15,0,17.04,0,0,12.29,0,0,0,0,335.72,121.17,1.11,0,0,0,0,0,0

52,12:45-13:00,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,379.79,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,0,532.12,0,0,0,0,0,0,0,1.07,21.88,0,4.27,0,35.15,0,17.04,0,0,12.29,0,0,0,0,335.72,121.17,1.11,0,0,0,0,0,0

53,13:00-13:15,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,355.74,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,0,428.22,0,0,0,0,0,0,0,1.07,25.39,0,4.27,0,40.78,0,19.78,0,0,1.35,0,0,0,0,335.72,121.17,1.11,0,0,0,0,0,0

54,13:15-13:30,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,347.71,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,0,428.22,0,0,0,0,0,0,0,1.07,21.88,0,4.27,0,35.15,0,17.04,0,0,1.35,0,0,0,0,335.72,121.17,1.11,0,0,0,0,0,0

55,13:30-13:45,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,347.71,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,0,428.22,0,0,0,0,0,0,0,1.07,21.88,0,4.27,0,35.15,0,17.04,0,0,1.35,0,0,0,0,335.72,121.17,1.11,0,0,0,0,0,0

56,13:45-14:00,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,347.71,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,0,428.22,0,0,0,0,0,0,0,1.07,25.39,0,4.27,0,40.78,0,19.78,0,0,1.35,0,0,0,0,335.72,121.17,1.11,0,0,0,0,0,0

57,14:00-14:15,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,366.95,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,0,380.12,0,0,0,0,0,0,0,1.07,25.39,0,4.27,0,40.78,0,19.78,0,0,1.35,0,0,0,0,335.72,121.17,1.11,0,0,0,0,0,0

58,14:15-14:30,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,427.89,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,0,423.27,0,0,0,0,0,0,0,1.07,25.39,0,4.27,0,40.78,0,19.78,0,0,1.35,0,0,0,0,335.72,121.17,1.11,0,0,0,0,0,0

59,14:30-14:45,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,442.32,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,0,466.57,0,0,0,0,0,0,0,1.07,25.39,0,4.27,0,40.78,0,19.78,0,0,1.35,0,0,0,0,335.72,121.17,1.11,0,0,0,0,0,0

60,14:45-15:00,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,470.22,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,0,524.29,0,0,0,0,0,0,0,1.07,25.39,0,4.27,0,40.78,0,19.78,0,0,1.35,0,0,0,0,335.72,121.17,1.11,0,0,0,0,0,0

61,15:00-15:15,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,556.8,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,0,585.84,0,0,0,0,0,0,0,1.28,25.39,0,4.27,0,40.78,0,19.78,0,0,1.35,0,0,0,0,335.72,121.17,1.11,0,0,0,0,0,0

62,15:15-15:30,0,114.24,0,88.5,0,0,0,51.27,0,119.6,95.11,0,0,0,0,43.5,629.44,0,0,8.54,0,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,11.26,0,0,14.43,0,585.84,0,0,0,0,0,0,0,1.28,25.39,0,4.27,0,40.78,0,19.78,0,0,1.35,0,0,0,0,335.72,121.17,1.11,0,0,0,0,0,0

