Column1,Time,GNA/NR/2025/03/01/4651,GNA/NR/2025/03/01/8036,GNA/NR/2025/03/01/2563,GNA/NR/2025/03/01/5143,GNA/WR/2025/01/01/8625,GNARE/SR/2025/01/13/4532,GNA/WR/2025/01/01/9606,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,GNA/SR/2025/03/01/7500,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/03/01/9482,NR/01102023/06022042/L_NR_2012_07,GNA/WR/2025/03/01/6406,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/03/01/1906,GNA/NR/2025/03/01/3469,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,GNA/NR/2025/03/01/6891,NR/30092023/26122029/SH-06,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_35,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,L_NR_2019_19,GNARE/NR/2024/12/20/3668
23,05:30-05:45,8.67,23.41,23.41,237.82,0,4.08,0,1.95,26.99,0,78.4,0,2.15,17.35,86.93,42,1.69,23.41,6.75,272.49,31.29,260.78,0,0,79.27,26.99,5.91,0,14.5,0,14.5,51.67,43.5,0,0,51.66,11.34,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,8.67,23.41,23.41,237.82,0,4.08,0,1.95,26.99,0,115.26,0,2.15,17.35,86.93,42,1.69,23.41,6.75,272.49,31.29,260.78,0,0,79.27,26.99,5.91,0,13.83,0,13.83,51.33,41.51,0,0,51.34,10.66,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,8.67,23.41,23.41,0,0,4.08,0,1.78,26.99,0,115.26,0,2.15,17.35,86.93,42,1.64,23.41,6.75,272.49,30.78,260.78,0,0,0,26.99,5.91,0,16.67,0,16.67,41.67,49.99,0,0.01,41.66,10.34,0,0.01,0,0,0,0,0,0,0,0

26,06:15-06:30,8.67,23.41,23.41,0,0,4.08,0,1.78,26.99,0,115.26,0,2.15,17.35,86.93,42,1.64,23.41,6.75,272.49,30.28,260.78,0,0,0,26.99,5.91,0,16,0,16,41.33,48,0,4.1,41.34,10.34,0,2.6,0,0,0,0,0,0,0.06,0

27,06:30-06:45,8.67,23.41,23.41,0,0,4.08,0,1.78,32,0,115.26,0,2.15,17.35,86.93,42,1.64,23.41,6.75,272.49,29.27,260.78,0,0,0,32,5.91,0,15.83,0,15.83,40.33,47.51,0,13.35,40.34,10.34,1,14.15,0,0,0,0,0,0,3.09,0.04

28,06:45-07:00,8.67,23.41,23.41,0,0,4.08,0,1.78,32,0,85.03,0,2.15,17.35,86.93,42,1.64,23.41,6.75,272.49,28.77,260.78,0,0,0,32,5.91,0,15.5,1,15.5,39.33,46.5,1.12,24.06,39.34,10,4,25.05,1,0,0.23,2,1,1,8.04,0.08

29,07:00-07:15,8.67,28.91,28.91,0,0,4.08,0,2.02,32,0,76.52,0,2.23,17.35,86.93,0,1.64,28.91,6.75,272.49,28.26,260.78,0.12,0.12,0,32,5.91,0.12,14.67,7,14.67,38.33,43.99,4.55,32.41,38.34,9.66,9,32.4,3,1,0.91,3,4,3,14.71,0.4

30,07:15-07:30,8.67,28.91,28.91,0,0,4.08,0,2.02,32,0,68.02,0,2.23,17.35,86.93,0,1.64,28.91,6.75,272.49,27.75,260.78,0.26,0.26,0,32,5.91,0.26,14.17,10,14.17,37.67,42.49,10.23,32.72,37.66,9.34,14,32.71,5,3,2.05,7,7,5,25.19,2.83

31,07:30-07:45,8.67,28.91,28.91,0,0,4.08,0,2.02,32,0,59.52,0,2.23,17.35,86.93,0,1.64,28.91,6.75,272.49,27.75,260.78,1.12,1.12,0,32,5.91,1.12,18.33,10,18.33,36.67,55.01,18.2,33,36.66,8.34,22,33,7,6,3.64,11,14,5,34.86,5.83

32,07:45-08:00,8.67,28.91,28.91,0,0,4.08,0,2.02,32,0,51.02,0,2.23,17.35,86.93,0,1.64,28.91,6.75,272.49,27.75,260.78,2.34,2.34,0,32,5.91,2.34,15.83,17,15.83,36,47.51,39.59,31.9,36,8,28,31.9,12,10,7.92,18,25,8,45.1,13.2

33,08:00-08:15,8.67,31.8,31.8,0,0,4.08,0,2.02,25.87,0,61.41,0,2.15,17.35,74.72,0,1.64,31.8,6.75,272.49,27.75,228.31,3.79,3.79,0,32,5.91,3.79,14.17,33,14.17,34,42.49,62.03,33,34,7.34,33,33,16,24,12.41,27,56,17,55.42,23.5

34,08:15-08:30,8.67,31.8,31.8,0,0,4.08,0,2.02,25.87,0,70.28,0,2.15,17.35,74.72,0,1.64,31.8,6.75,272.49,28.26,228.31,5.29,5.29,0,32,5.91,5.29,11.83,40,11.83,31.67,35.51,83.61,33,31.66,6.66,33,33,23,30,16.72,37,70,20,65.67,31.77

35,08:30-08:45,8.67,31.8,31.8,0,0,4.08,0,2.02,25.87,0,70.28,0,2.15,17.35,74.72,0,1.64,31.8,6.75,272.49,28.26,228.31,6.79,6.79,0,26.99,5.91,6.79,10.5,50,10.5,40.33,31.5,108.42,33,40.34,6.66,33,33,25,37,21.68,44,88,25,75.4,40.54

36,08:45-09:00,8.67,31.8,31.8,0,0,4.08,0,2.02,25.87,0,70.28,0,2.15,17.35,74.72,0,1.64,31.8,6.75,272.49,28.26,228.31,8.31,8.31,0,26.99,5.91,8.31,9.17,57,9.17,39.67,27.49,128.72,33,39.66,6.66,33,33,30,45,25.75,51,105,28,92.19,49.05

37,09:00-09:15,8.67,31.8,31.8,0,0,4.08,0,2.02,26.99,0,70.28,0,2.15,17.35,74.72,0,1.64,31.8,6.75,272.49,28.77,228.31,9.82,9.82,0,26.99,5.81,9.82,12.5,63,12.5,38.33,37.5,159.79,33,38.34,8.34,33,33,33,52,31.96,61,123,32,102.31,57.34

38,09:15-09:30,8.67,31.8,31.8,0,0,4.08,0,2.02,26.99,0,70.28,0,2.15,17.35,74.72,0,1.64,31.8,6.75,272.49,28.77,228.31,11.09,11.09,0,26.99,5.81,11.09,12.33,70,12.33,35,37.01,179.13,33,35,9.34,33,33,36,60,35.83,67,140,35,111.66,65.15

39,09:30-09:45,8.67,31.8,31.8,0,0,4.08,0,2.02,26.99,0,70.28,0,2.15,17.35,64.2,0,1.64,31.8,6.75,272.49,28.77,189.11,12.31,12.31,0,26.99,5.81,12.31,12.17,77,12.17,28.33,36.49,197.9,33,28.33,9.66,33,33,39,66,39.58,73,154,38,120.13,76.63

40,09:45-10:00,8.67,31.8,31.8,0,0,4.08,0,2.02,26.99,0,70.28,0,2.15,17.35,64.2,0,1.64,31.8,6.75,272.49,28.77,189.11,13.34,13.34,0,26.99,5.81,13.34,12,83,12,25.33,36,215.79,33,25.33,9.66,33,33,41,72,43.16,80,168,41,127.53,83.26

41,10:00-10:15,8.67,31.8,31.8,0,0,4.08,0,2.02,26.99,0,70.28,0,2.15,17.35,64.2,0,1.69,31.8,6.75,272.49,28.77,189.11,14.47,14.47,0,26.99,5.81,14.47,10,90,10,21.33,30,231.78,33,21.33,9,33,33,42,78,46.36,85,182,45,134.34,89.09

42,10:15-10:30,8.67,31.8,31.8,0,0,4.08,0,2.02,26.99,0,70.28,0,2.15,17.35,64.2,0,1.69,31.8,6.75,272.49,28.77,189.11,15.29,15.29,0,26.99,5.81,15.29,9.17,93,9.17,18,27.49,244.01,33,18,8.66,33,33,43,82,48.8,89,193,47,140.48,94.56

43,10:30-10:45,8.67,31.8,31.8,0,0,4.08,0,2.02,26.99,0,70.28,0,2.15,17.35,64.2,0,1.69,31.8,6.75,272.49,28.77,189.11,16.03,16.03,0,26.99,5.81,16.03,9,97,9,16.67,27,245.83,33,16.67,8,33,33,45,85,49.17,93,200,48,145.25,100

44,10:45-11:00,8.67,31.8,31.8,0,0,4.08,0,2.02,26.99,0,70.28,0,2.15,17.35,64.2,0,1.69,31.8,6.75,272.49,29.27,189.11,16.71,16.71,0,26.99,5.81,16.71,8.67,100,8.67,15,25.99,245.83,33,15,7.34,33,33,47,87,49.17,95,203,50,147.97,100

45,11:00-11:15,8.67,36.62,36.62,0,0,4.08,0,2.18,26.99,0,70.28,0,2.23,17.35,64.2,0,1.69,36.62,6.75,272.49,29.27,189.11,17.32,17.32,0,26.99,5.81,17.32,8.33,100,8.33,20,25.01,245.83,33,20,7,33,33,49,88,49.17,98,207,50,149.82,100

46,11:15-11:30,8.67,36.62,36.62,0,0,4.08,0,2.18,26.99,0,70.28,0,2.23,17.35,64.2,0,1.69,36.62,6.75,272.49,29.27,189.11,17.86,17.86,0,26.99,5.81,17.86,8.83,100,8.83,19,26.51,245.83,33,19,6.66,33,33,49,90,49.17,98,210,50,153.81,100

47,11:30-11:45,8.67,36.62,36.62,0,0,4.08,0,2.18,26.99,0,70.28,0,2.23,17.35,64.2,0,1.69,36.62,6.75,231.29,29.27,189.11,17.86,17.86,0,26.99,5.81,17.86,8,100,8,17.67,24,245.83,33,17.66,6.34,33,33,49,90,49.17,98,210,50,153.81,100

48,11:45-12:00,8.67,36.62,36.62,0,0,4.08,0,2.18,26.99,0,70.28,0,2.23,17.35,64.2,0,1.69,36.62,6.75,192.74,30.28,189.11,17.86,17.86,0,26.99,5.81,17.86,8,100,8,16.33,24,245.83,33,16.34,6.34,33,33,50,90,49.17,98,210,50,153.81,100

49,12:00-12:15,8.67,36.62,36.62,0,0,4.08,0,2.18,26.99,0,70.28,0,2.23,17.35,46.26,0,1.77,36.62,6.75,149.86,31.29,189.11,17.86,17.86,0,26.99,5.71,17.86,8,100,8,17,24,245.83,33,17,8,33,33,50,90,49.17,98,210,50,153.81,100

50,12:15-12:30,8.67,36.62,36.62,0,0,4.08,0,2.18,26.99,0,70.28,0,2.23,17.35,46.26,0,1.77,36.62,6.75,149.86,31.29,189.11,17.86,17.86,0,26.99,5.71,17.86,8,100,8,16.33,24,245.83,33,16.34,9,33,33,50,90,49.17,98,210,50,153.81,100

51,12:30-12:45,8.67,36.62,36.62,0,0,4.08,0,2.18,26.99,0,70.28,0,2.23,17.35,46.26,0,1.77,36.62,6.75,149.86,31.29,189.11,17.86,17.86,0,26.99,5.44,17.86,8,100,8,15,24,245.83,33,15,9.66,33,33,50,90,49.17,98,210,50,153.81,100

52,12:45-13:00,8.67,36.62,36.62,0,0,4.08,0,2.18,26.99,0,70.28,0,2.23,17.35,46.26,0,1.77,36.62,6.75,149.86,31.29,189.11,17.86,17.86,0,26.99,5.44,17.86,8,100,8,15,24,245.83,33,15,9.66,33,33,50,90,49.17,98,210,50,153.81,100

53,13:00-13:15,8.67,36.62,36.62,0,0,4.08,0,2.18,26.99,0,70.28,0,2.3,17.35,46.26,0,1.77,36.62,6.75,149.86,31.29,158.05,17.86,17.86,0,26.99,5.35,17.86,8,100,8,15,24,245.83,33,15,7.66,33,33,50,90,49.17,98,210,50,153.81,100

54,13:15-13:30,8.67,36.62,36.62,0,0,4.08,0,2.18,26.99,0,70.28,0,2.3,17.35,46.26,0,1.77,36.62,6.75,149.86,31.29,132.99,17.86,17.86,0,26.99,5.35,17.86,8,100,8,15,24,245.83,33,15,7.66,33,33,50,90,49.17,98,210,50,153.81,100

55,13:30-13:45,8.67,36.62,36.62,0,0,7.6,0,2.18,26.99,0,70.28,0,2.3,17.35,46.26,0,1.77,36.62,6.75,149.86,31.29,132.99,17.86,17.86,0,26.99,5.35,17.86,7,100,7,15,21,245.83,33,15,7.34,33,33,50,90,49.17,98,210,50,153.81,100

56,13:45-14:00,8.67,36.62,36.62,0,0,7.8,0,2.18,26.99,0,70.28,0,2.3,17.35,46.26,0,1.77,36.62,6.75,149.86,31.29,132.99,17.86,17.86,0,26.99,5.35,17.86,7,100,7,15,21,245.83,33,15,7.34,33,33,49,90,49.17,98,210,50,149.33,100

57,14:00-14:15,8.67,36.62,36.62,0,0,8,0,1.95,26.99,0,70.28,0,2.46,17.35,46.26,0,1.77,36.62,6.75,149.86,31.29,158.05,17.86,17.86,0,26.99,5.35,17.86,7,98,7,15,21,245.83,33,15,6.66,33,33,48,88,49.17,97,207,49,146.71,100

58,14:15-14:30,8.67,36.62,36.62,0,0,8.2,0,1.71,26.99,0,70.28,0,2.46,17.35,46.26,0,1.77,36.62,6.75,149.86,31.29,189.11,17.41,17.41,0,26.99,5.35,17.41,7,95,7,14.67,21,245.83,33,14.66,6.66,33,33,47,87,49.17,95,203,48,143.3,100

59,14:30-14:45,8.67,36.62,36.62,0,0,8.4,0,0,26.99,0,70.28,0,2.46,17.35,46.26,0,1.77,36.62,6.75,149.86,31.29,189.11,16.72,16.72,0,26.99,5.35,16.72,7,92,7,14.67,21,245.83,33,14.66,6.66,33,33,46,87,49.17,93,203,46,138.33,100

60,14:45-15:00,8.67,36.62,36.62,0,0,9.2,0,0,26.99,0,70.28,0,2.46,17.35,64.2,0,1.77,36.62,6.75,149.86,31.29,189.11,16.12,16.12,0,26.99,5.35,16.12,7,90,7,14.67,21,245.83,33,14.66,6.66,33,33,44,84,49.17,92,196,45,132.79,100

61,15:00-15:15,8.67,36.62,36.62,0,0,9.4,0,0,26.99,0,70.28,0,2.46,17.35,64.2,0,1.77,36.62,6.75,192.74,31.29,189.11,15.45,15.45,0,26.99,5.26,15.45,7,88,7,14.67,21,243.71,33,14.66,6.66,33,33,42,79,48.74,89,186,44,126.56,98.33

62,15:15-15:30,8.67,36.62,36.62,0,0,9.6,0,0,26.99,0,70.28,0,2.46,17.35,64.2,0,1.77,36.62,6.75,231.29,31.29,189.11,14.62,14.62,0,26.99,5.26,14.62,7,85,7,14.67,21,233.15,33,14.66,6.66,33,33,40,75,46.63,86,175,42,118.96,93.33

63,15:30-15:45,8.67,36.62,36.62,0,0,9.8,0,2.26,26.99,0,70.28,0,2.46,17.35,64.2,0,1.77,36.62,6.75,272.49,31.29,189.11,13.7,13.7,0,26.99,5.26,13.7,7,80,7,14.67,21,217.45,33,14.66,6.66,33,33,37,70,43.49,79,165,40,110.78,88.66

64,15:45-16:00,8.67,36.62,36.62,0,0,10,0,2.26,26.99,0,70.28,0,2.46,17.35,64.2,0,1.77,36.62,6.75,272.49,31.29,189.11,12.64,12.64,0,26.99,5.26,12.64,7,73,7,14.67,21,201.39,33,14.66,6.66,33,33,34,64,40.28,74,151,37,102.02,82.68

65,16:00-16:15,8.67,36.62,36.62,0,0,11,0,2.1,26.99,0,61.41,0,2.69,17.35,76.41,0,1.87,36.62,6.75,272.49,31.29,260.78,11.55,11.55,0,26.99,5.26,11.55,7.67,67,7.67,14.33,22.99,184.48,33,14.34,7.34,33,33,32,58,36.9,67,137,33,92,76.44

66,16:15-16:30,8.67,36.62,36.62,0,0,11.21,0,2.1,26.99,0,61.41,0,2.69,17.35,76.41,0,1.87,36.62,6.75,272.49,31.29,260.78,10.29,10.29,0,26.99,5.26,10.29,7.67,60,7.67,14.33,22.99,165.74,33,14.34,7.34,33,33,28,51,33.15,61,119,30,77.78,68

67,16:30-16:45,8.67,36.62,36.62,0,0,11.81,0,2.18,26.99,0,61.41,0,2.69,17.35,86.93,0,1.87,36.62,6.75,272.49,31.29,260.78,7.94,7.94,0,26.99,5.26,7.94,7.67,53,7.67,14.33,22.99,147.44,33,14.34,7.34,33,33,25,45,29.49,53,105,27,67.66,60.79

68,16:45-17:00,8.67,36.62,36.62,0,0,12.41,0,2.18,26.99,0,61.41,0,2.69,17.35,86.93,0,1.87,36.62,6.75,272.49,31.29,260.78,6.72,6.72,0,26.99,5.26,6.72,7.5,44,7.5,14.33,22.5,128.49,33,14.34,7.34,33,33,21,37,25.7,45,88,22,55.39,51.87

69,17:00-17:15,8.67,36.62,36.62,0,100,12.61,0,2.49,25.2,0,61.41,0,2.69,17.35,86.93,0,1.87,36.62,6.75,272.49,31.29,260.78,5.41,5.41,0,32,5.26,5.41,7.5,33,7.5,16.33,22.5,108.32,33,16.34,7.34,32,33,16,30,21.66,37,70,17,43.52,43.41

70,17:15-17:30,8.67,36.62,36.62,0,100,12.61,0,2.49,25.2,0,115.26,0,2.69,17.35,86.93,0,1.87,36.62,6.75,272.49,31.29,260.78,4.06,4.06,0,32,5.26,4.06,7.5,23,7.5,17.67,22.5,87.88,30.43,17.66,7.34,16,33,12,22,17.58,30,53,12,32.22,35.05

71,17:30-17:45,8.67,36.62,36.62,0,100,12.41,0,2.49,21.4,0,115.26,0,2.69,17.35,86.93,0,1.87,36.62,6.75,272.49,31.29,260.78,2.82,2.82,0,32,5.26,2.82,7.5,17,7.5,19.33,22.5,68.23,18.16,19.34,7.34,7,20.88,7,16,13.65,22,39,9,21.42,27.67

72,17:45-18:00,8.67,36.62,36.62,0,100,11.81,0,2.49,21.4,0,115.26,0,2.69,17.35,86.93,0,1.87,36.62,6.75,272.49,31.29,260.78,1.65,1.65,0,32,5.26,1.65,7.5,10,7.5,21,22.5,49.45,9.23,21,7.34,1,10.86,4,7,9.89,13,18,5,11.97,20.32

73,18:00-18:15,8.67,36.62,36.62,0,100,11.41,50,2.64,1.79,0,115.26,0,2.53,17.35,86.93,0,1.87,36.62,6.75,272.49,31.29,260.78,0.81,0.81,0,32,5.35,0.81,7.5,5,7.5,18.33,22.5,32.81,0,18.34,7,0,0,3,3,6.56,8,7,3,4.96,13.5

74,18:15-18:30,8.67,36.62,36.62,0,100,11,50,2.64,0,0,115.26,0,2.53,17.35,86.93,0,1.87,36.62,6.75,272.49,31.29,260.78,0.25,0.25,0,32,5.35,0.25,7.5,2,7.5,20.7,22.5,19.52,0,20.69,6.66,0,0,1,1,3.91,5,2,1,3.6,8.95

75,18:30-18:45,8.67,36.62,36.62,0,100,10.6,50,2.64,31.41,50,115.26,0,2.53,17.35,86.93,0,1.87,36.62,6.75,272.49,31.29,260.78,0.05,0.05,0,31.41,5.35,0.05,7.5,1,7.5,23.19,22.5,9.36,0,23.18,6.66,0,0,0,0,1.87,2,1,0,1.17,3.61

76,18:45-19:00,8.67,36.62,36.62,0,100,10.2,50,2.64,31,50,115.26,0,2.53,17.35,86.93,0,1.87,36.62,6.75,272.49,31.29,260.78,0.04,0.04,0,31,5.35,0.04,7.5,0,7.5,25.82,22.5,1.87,0,25.82,6.66,0,0,0,0,0.37,1,0,0,0,0.55

