Block,Time,CHAMERA2,DULHASTI,JHAJJAR,KKNP,NLCIIST1,RAMPUR,SASAN,UNCHAHAR3,URI2,ANTA_CRF,DADRI_LF,CHAMERA1,DADRT2,KGSU1AND2,NAPP,NLCTS2EXP,NNTPP,RAPPD,RIHAND1,SEWA2,TEHRI,UNCHAHAR4,VALLURNTECL,AURY_LF,BRBCL,DHAULIGNGA,KGSU3AND4,KHSTPP-II,KOLDAM,KUDGI,NJPC,RIHAND3,SINGRAULI,SINGRAULI_HYDRO,TANAKPUR,TANDA2,AURY_GF,DADRI_RF,CHAMERA3,KHSTPP-I,KISHANGANGA,KKNPPU2,KOTESHWR,MAPS,NLCIIST2,RAPPB,TALA,ANTA_LF,DADRI_CRF,FSTPP I & II,PARBATI3,RIHAND2,SALAL,SIMHST1,TEHRIPSP,UNCHAHAR1,NLCEXP,NTPL,SIMHST2,UNCHAHAR2,BSIUL,RSTPSU1TO6,TALST2,TelanganaSTPP,ANTA_GF,ANTA_RF,AURY_RF,PARBATI2,RAPPC,RSTPSU7,URI,AURY_CRF,DADRI_GF
22,05:15-05:30,48.9,38.68,670.85,0,0,7.04,342,27.99,28.96,0,0,42.15,690.85,0,25.42,0,0,26.14,99.81,0,33.77,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,152.87,1.13,11.91,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,28.67,0,0,20.8,0,126.8,81.34,0,0,21.83,0,0,0,45.62,13.04,0,0,0,0,53.9,82.27,0,68.39,0,37.53,0,0

23,05:30-05:45,48.9,38.68,670.85,0,0,7.04,342,27.99,28.96,0,0,42.15,690.85,0,25.42,0,0,26.14,99.81,0,33.77,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,152.87,1.13,11.91,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,28.43,0,0,20.8,0,126.8,81.34,0,0,21.83,0,0,0,45.62,13.04,0,0,0,0,53.9,82.27,0,68.39,0,37.53,0,0

24,05:45-06:00,48.9,38.68,670.85,0,0,7.04,342,27.99,28.96,0,0,42.15,690.85,0,25.42,0,0,26.14,99.81,0,33.77,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,152.87,1.13,11.91,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,28.32,0,0,20.8,0,126.8,81.34,0,0,21.83,0,0,0,45.62,13.04,0,0,0,0,53.9,82.27,0,68.39,0,37.53,0,0

25,06:00-06:15,48.9,38.68,670.85,0,0,7.04,342,27.99,28.96,0,0,42.15,690.85,0,25.42,0,0,26.14,99.81,0,33.77,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,152.87,1.13,11.91,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,28.46,0,0,20.8,0,126.8,81.34,0,0,21.83,0,0,0,45.62,13.04,0,0,0,0,53.9,82.27,0,68.39,0,38.64,0,0

26,06:15-06:30,48.9,38.68,670.85,0,0,7.04,342,27.99,28.96,0,0,42.15,690.85,0,25.42,0,0,26.14,99.81,0,33.77,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,152.87,1.13,11.91,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,28.46,0,0,20.8,0,126.8,81.34,0,0,21.83,0,0,0,45.62,13.04,0,0,0,0,53.9,82.27,0,68.39,0,38.64,0,0

27,06:30-06:45,48.9,38.68,670.85,0,0,7.04,342,27.99,28.96,0,0,42.15,690.85,0,25.42,0,0,26.14,99.81,0,33.77,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,152.87,1.13,5.76,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,25.05,0,0,20.8,0,126.8,81.34,0,0,21.83,0,0,0,45.62,13.04,0,0,0,0,53.9,82.27,0,68.39,0,38.64,0,0

28,06:45-07:00,48.9,38.68,670.85,0,0,7.04,342,27.99,28.96,0,0,42.15,690.85,0,25.42,0,0,26.14,99.81,0,22.52,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,152.87,1.13,5.76,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,25.07,0,0,20.8,0,126.8,81.34,0,0,21.83,0,0,0,45.62,13.04,0,0,0,0,53.9,82.27,0,68.39,0,38.64,0,0

29,07:00-07:15,48.9,38.68,670.85,0,0,7.04,342,27.99,28.96,0,0,42.15,690.85,0,25.42,0,0,26.14,99.81,0,11.25,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,152.87,1.16,5.76,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,26.6,0,0,20.8,0,126.8,81.34,0,0,21.83,0,0,0,45.62,19.56,0,0,0,0,53.24,82.27,0,68.39,0,38.64,0,0

30,07:15-07:30,48.9,38.68,670.85,0,0,7.04,342,27.99,28.96,0,0,42.15,690.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,152.87,1.16,5.76,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,26.37,0,0,20.8,0,126.8,81.34,0,0,21.83,0,0,0,45.62,19.56,0,0,0,0,53.24,82.27,0,68.39,0,38.64,0,0

31,07:30-07:45,48.9,38.68,670.85,0,0,7.04,348.98,27.99,28.96,0,0,42.15,690.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,152.87,1.16,11.91,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,26.52,0,0,20.8,0,126.8,81.34,0,0,21.83,0,0,0,45.62,19.56,0,0,0,0,53.24,82.27,0,68.39,0,35.33,0,0

32,07:45-08:00,48.9,38.68,670.85,0,0,7.04,348.98,27.99,28.96,0,0,42.15,690.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,152.87,1.16,11.91,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,26.52,0,0,20.8,0,126.8,81.34,0,0,21.83,0,0,0,45.62,19.56,0,0,0,0,53.24,82.27,0,68.39,0,35.33,0,0

33,08:00-08:15,48.9,38.68,670.85,0,0,7.04,348.98,27.99,28.96,0,0,42.15,690.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,152.87,1.16,11.91,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,26.52,0,0,20.8,0,126.8,81.34,0,0,21.83,0,0,0,45.62,19.56,0,0,0,0,52.58,82.27,0,68.39,0,35.33,0,0

34,08:15-08:30,48.9,38.68,670.85,0,0,7.04,348.98,27.99,28.96,0,0,42.15,690.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,152.87,1.16,11.91,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,26.52,0,0,20.8,0,126.8,81.34,0,0,21.83,0,0,0,45.62,19.56,0,0,0,0,52.58,82.27,0,68.39,0,35.33,0,0

35,08:30-08:45,48.9,38.68,670.85,0,0,7.04,348.98,27.99,28.96,0,0,42.15,690.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,152.87,1.16,11.91,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,26.52,0,0,20.8,0,126.8,81.34,0,0,21.83,0,0,0,45.62,19.56,0,0,0,0,52.58,82.27,0,68.39,0,52.36,0,0

36,08:45-09:00,48.9,38.68,670.85,0,0,7.04,348.98,27.99,28.96,0,0,42.15,690.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,152.87,1.16,11.91,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,26.52,0,0,20.8,0,126.8,81.34,0,0,21.83,0,0,0,45.62,19.56,0,0,0,0,52.58,82.27,0,68.39,0,52.36,0,0

37,09:00-09:15,48.9,38.68,670.85,0,0,7.04,348.98,27.99,40.23,0,0,42.15,690.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,152.87,1.16,11.91,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,26.52,0,0,20.8,0,126.8,81.34,0,0,21.83,0,0,0,45.62,19.56,0,0,0,0,51.27,82.27,0,68.39,0,52.36,0,0

38,09:15-09:30,48.9,38.68,670.85,0,0,7.04,348.98,27.99,40.23,0,0,42.15,690.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,152.87,1.16,11.91,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,26.52,0,0,20.8,0,126.8,81.34,0,0,21.83,0,0,0,45.62,19.56,0,0,0,0,51.27,82.27,0,68.39,0,52.36,0,0

39,09:30-09:45,48.9,38.68,670.85,0,0,7.04,348.98,27.99,40.23,0,0,42.15,690.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,152.87,1.16,11.91,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,26.52,0,0,20.8,0,126.8,81.34,0,0,21.83,0,0,0,45.62,13.04,0,0,0,0,51.27,82.27,0,68.39,0,37.53,0,0

40,09:45-10:00,48.9,38.68,670.85,0,0,7.04,348.98,27.99,40.23,0,0,42.15,690.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,152.87,1.16,11.91,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,26.52,0,0,20.8,0,126.8,81.34,0,0,21.83,0,0,0,45.62,13.04,0,0,0,0,51.27,82.27,0,68.39,0,37.53,0,0

41,10:00-10:15,48.9,38.68,670.85,0,0,7.04,348.98,27.99,40.23,0,0,28.1,690.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,152.87,1.16,11.91,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,26.52,0,0,20.8,0,126.8,81.92,0,0,21.83,0,0,0,45.62,13.04,0,0,0,0,51.27,82.27,0,68.39,0,37.53,0,0

42,10:15-10:30,48.9,38.68,670.85,0,0,7.04,348.98,27.99,40.23,0,0,14.05,690.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,152.87,1.16,11.91,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,26.52,0,0,20.8,0,126.8,81.92,0,0,21.83,0,0,0,45.62,13.04,0,0,0,0,51.27,82.27,0,68.39,0,37.53,0,0

43,10:30-10:45,48.9,38.68,670.85,0,0,7.04,348.98,27.99,28.96,0,0,0,690.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,152.87,1.16,11.91,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,24.17,0,0,20.8,0,126.8,81.92,0,0,21.83,0,0,0,45.62,13.04,0,0,0,0,51.27,82.27,0,68.39,0,37.53,0,0

44,10:45-11:00,48.9,38.68,670.85,0,0,7.04,348.98,27.99,28.96,0,0,0,690.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,152.87,1.16,11.91,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,24.17,0,0,20.8,0,126.8,81.92,0,0,21.83,0,0,0,45.62,13.04,0,0,0,0,51.27,82.27,0,68.39,0,37.53,0,0

45,11:00-11:15,48.9,38.68,670.85,0,0,7.04,348.98,27.99,28.96,0,0,0,690.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,152.87,1.16,11.91,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,24.17,0,0,20.8,0,126.8,81.92,0,0,21.83,0,0,0,45.62,13.04,0,0,0,0,50.62,82.27,0,68.39,0,37.53,0,0

46,11:15-11:30,48.9,38.68,670.85,0,0,7.04,348.98,27.99,28.96,0,0,0,690.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,152.87,1.16,11.91,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,24.17,0,0,20.8,0,126.8,81.92,0,0,21.83,0,0,0,45.62,13.04,0,0,0,0,50.62,82.27,0,68.39,0,37.53,0,0

47,11:30-11:45,48.9,38.68,670.85,0,0,7.04,348.98,27.99,28.96,0,0,0,690.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,152.87,1.16,10.25,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,24.17,0,0,20.8,0,126.8,81.92,0,0,21.83,0,0,0,45.62,13.04,0,0,0,0,50.62,82.27,0,68.39,0,30.91,0,0

48,11:45-12:00,48.9,38.68,670.85,0,0,7.04,348.98,27.99,28.96,0,0,0,690.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,152.87,1.16,10.25,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,24.17,0,0,20.8,0,126.8,81.92,0,0,21.83,0,0,0,45.62,13.04,0,0,0,0,50.62,82.27,0,68.39,0,30.91,0,0

49,12:00-12:15,48.9,38.68,670.85,0,0,7.04,348.98,27.99,28.96,0,0,0,690.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,152.87,1.16,10.25,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,24.17,0,0,20.8,0,126.8,81.92,0,0,21.83,0,0,0,45.62,13.04,0,0,0,0,49.95,82.27,0,68.39,0,35.33,0,0

50,12:15-12:30,48.9,38.68,670.85,0,0,7.04,348.98,27.99,28.96,0,0,0,690.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,152.87,1.16,10.25,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,24.17,0,0,20.8,0,126.8,81.92,0,0,21.83,0,0,0,45.62,13.04,0,0,0,0,49.95,82.27,0,68.39,0,35.33,0,0

51,12:30-12:45,48.9,38.68,670.85,0,0,7.04,348.98,27.99,28.96,0,0,0,690.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,152.87,1.16,10.25,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,24.17,0,0,20.8,0,126.8,81.92,0,0,21.83,0,0,0,45.62,13.04,0,0,0,0,49.95,82.27,0,68.39,0,35.33,0,0

52,12:45-13:00,48.9,38.68,670.85,0,0,7.04,348.98,27.99,28.96,0,0,0,690.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,152.87,1.16,10.25,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,24.17,0,0,20.8,0,126.8,81.92,0,0,21.83,0,0,0,45.62,13.04,0,0,0,0,49.95,82.27,0,68.39,0,35.33,0,0

53,13:00-13:15,48.9,38.68,670.85,0,0,7.04,348.98,27.99,28.96,0,0,0,690.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,152.87,1.16,10.25,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,24.17,0,0,20.8,0,126.8,81.92,0,0,21.83,0,0,0,45.62,6.52,0,0,0,0,49.95,82.27,0,68.39,0,30.91,0,0

54,13:15-13:30,48.9,38.68,670.85,0,0,7.04,348.98,27.99,28.96,0,0,12.25,690.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,152.87,1.16,10.25,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,24.17,0,0,20.8,0,126.8,81.92,0,0,21.83,0,0,0,45.62,6.52,0,0,0,0,49.3,82.27,0,68.39,0,30.91,0,0

