Block,Time,BSIUL,KGSU1AND2,KKNPPU2,KOLDAM,KOTESHWR,MAPS,NAPP,RAMPUR,SIMHST1,TANDA2,AURY_GF,KISHANGANGA,RAPPB,SEWA2,SIMHST2,SINGRAULI_HYDRO,UNCHAHAR1,ANTA_GF,DADRI_LF,JHAJJAR,KUDGI,TALST2,UNCHAHAR2,DADRI_RF,KGSU3AND4,SINGRAULI,URI,ANTA_CRF,ANTA_RF,DADRI_CRF,BRBCL,CHAMERA1,NLCEXP,NLCIIST2,RIHAND2,TALA,UNCHAHAR4,AURY_RF,DADRI_GF,CHAMERA3,DULHASTI,KHSTPP-I,KHSTPP-II,NJPC,NLCTS2EXP,RIHAND1,RIHAND3,RSTPSU1TO6,TANAKPUR,TEHRI,ANTA_LF,DADRT2,DHAULIGNGA,KKNP,NLCIIST1,NNTPP,NTPL,PARBATI3,RAPPC,SASAN,UNCHAHAR3,AURY_LF,CHAMERA2,FSTPP I & II,RSTPSU7,SALAL,TelanganaSTPP,URI2,VALLURNTECL,AURY_CRF
7,01:30-01:45,6.52,0,0,4.01,9.66,0,44.75,3.12,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,25.38,99.89,0,87.24,16.56,0,31.94,0,15,0,0,0,58.1,5.67,1.62,77.94,0,21.37,54.53,44.92,98.87,144.85,0,47.33,127.6,0,10.96,0,0,686.07,40.2,0,0,0,0,2.81,59.94,418.77,0,0,26.85,20.8,0,79.38,0,11.82,0,0

8,01:45-02:00,6.52,0,0,4.01,9.66,0,44.75,3.12,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,25.38,99.89,0,87.24,16.56,0,31.94,0,15,0,0,0,58.1,5.67,1.62,77.94,0,21.37,54.53,44.92,98.87,144.85,0,47.33,127.6,0,10.96,0,0,686.07,40.2,0,0,0,0,2.81,59.94,418.77,0,0,26.85,20.8,0,79.38,0,10.35,0,0

9,02:00-02:15,6.52,0,0,4.01,9.66,0,44.75,3.12,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,28.85,99.89,0,87.24,16.56,0,31.94,0,15,0,0,0,83.93,5.67,1.62,77.94,0,21.37,54.53,44.92,98.87,144.85,0,47.33,127.6,0,10.96,0,0,686.07,40.2,0,0,0,0,2.81,59.94,418.77,0,0,26.85,20.8,0,79.38,0,10.35,0,0

10,02:15-02:30,6.52,0,0,4.01,9.66,0,44.75,3.12,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,28.85,99.89,0,87.24,16.56,0,31.94,0,15,0,0,0,90.39,5.67,1.62,77.94,0,21.37,54.53,44.92,98.87,144.85,0,47.33,127.6,0,10.96,0,0,686.07,40.2,0,0,0,0,2.81,59.94,418.77,0,0,26.85,20.8,0,79.38,0,10.35,0,0

11,02:30-02:45,6.52,0,0,4.01,9.66,0,44.75,3.12,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,32.31,99.89,0,87.24,16.56,0,31.94,0,15,0,0,0,96.85,5.67,1.62,77.94,0,21.37,54.53,44.92,98.87,144.85,0,47.33,127.6,0,10.96,0,0,686.07,40.2,0,0,0,0,2.81,59.94,418.77,0,0,26.85,20.8,0,52.28,0,10.35,0,0

12,02:45-03:00,6.52,0,0,4.01,9.66,0,44.75,3.12,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,32.31,99.89,0,87.24,16.56,0,31.94,0,15,0,0,0,96.85,5.67,1.62,77.94,0,21.37,54.53,44.92,98.87,144.85,0,47.33,127.6,0,10.96,0,0,686.07,40.2,0,0,0,0,2.81,59.94,418.77,0,0,26.85,20.8,0,52.28,0,14.77,0,0

13,03:00-03:15,6.52,0,0,4.01,9.66,0,44.75,3.12,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,35.76,99.89,0,87.24,50.34,0,31.94,0,15,14.05,0,0,103.3,5.67,1.62,77.94,0,21.37,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,0,0,686.07,40.2,0,0,0,0,2.81,59.94,418.77,0,0,26.85,20.8,0,52.28,0,10.35,0,0

14,03:15-03:30,6.52,0,0,4.01,9.66,0,44.75,3.12,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,35.76,99.89,0,87.24,50.34,0,31.94,0,15,14.05,0,0,109.76,5.67,1.62,77.94,0,21.37,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,0,0,686.07,40.2,0,0,0,0,2.81,59.94,418.77,0,0,26.85,20.8,0,52.28,0,10.35,0,0

15,03:30-03:45,6.52,0,0,4.01,9.66,0,44.75,3.12,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,39.23,99.89,0,87.24,19.87,0,31.94,0,15,14.05,0,0,116.22,9.2,1.62,77.94,0,21.37,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,0,0,686.07,40.2,0,0,0,0,2.81,59.94,418.77,0,0,26.85,20.8,0,63.92,0,10.35,0,0

16,03:45-04:00,6.52,0,0,4.01,9.66,0,44.75,3.12,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,39.23,99.89,0,87.24,16.56,0,31.94,0,15,14.05,0,0,121.71,9.2,1.62,77.94,0,21.37,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,0,0,686.07,40.2,0,0,0,0,2.81,59.94,418.77,0,0,26.85,20.8,0,63.92,0,10.35,0,0

17,04:00-04:15,6.52,0,0,4.01,9.66,0,44.75,3.12,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,43.71,99.89,0,87.24,16.56,0,31.94,0,15,14.05,0,0,121.71,9.11,1.62,77.94,0,21.37,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,0,0,686.07,40.2,0,0,0,0,2.81,59.94,418.77,0,0,26.85,20.8,0,63.92,0,10.35,0,0

18,04:15-04:30,6.52,0,0,4.01,9.66,0,44.75,3.12,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,43.71,99.89,0,87.24,16.56,0,31.94,0,15,28.1,0,0,121.71,9.06,1.62,77.94,0,21.37,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,17.72,0,686.07,40.2,0,0,0,0,2.81,59.94,418.77,0,0,26.85,20.8,0,63.92,0,10.35,0,0

19,04:30-04:45,6.52,0,0,4.01,9.66,0,44.75,3.12,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,19.62,99.89,0,87.24,16.56,0,31.94,0,15,28.1,0,0,121.71,10.64,1.62,77.94,0,21.37,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,17.72,0,686.07,40.2,0,0,0,0,2.81,59.94,418.77,0,0,26.85,20.8,0,63.92,0,10.35,0,0

20,04:45-05:00,6.52,0,0,4.01,9.66,0,44.75,3.12,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,19.62,99.89,0,87.24,16.56,0,31.94,0,15,28.1,0,0,121.71,10.53,1.62,77.94,0,21.37,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,35.44,0,686.07,40.2,0,0,0,0,5.62,59.94,418.77,0,0,26.85,20.8,0,63.92,0,10.35,0,0

21,05:00-05:15,6.52,0,0,4.01,9.66,0,44.75,3.12,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,19.62,99.89,0,87.24,16.56,0,31.94,0,15,28.1,0,0,121.71,10.44,1.62,77.94,0,21.37,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,35.44,0,686.07,40.2,0,0,0,0,5.62,59.94,418.77,0,0,26.85,20.8,0,63.92,0,10.35,0,0

22,05:15-05:30,6.52,0,0,4.01,9.66,0,44.75,3.12,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,19.62,99.89,0,87.24,16.56,0,31.94,0,15,28.1,0,0,121.71,10.21,1.62,77.94,0,21.37,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,53.16,0,686.07,40.2,0,0,0,0,5.62,59.94,418.77,0,0,26.85,20.8,0,63.92,0,10.35,0,0

23,05:30-05:45,6.52,0,0,4.01,9.66,0,44.75,3.12,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,19.62,99.89,0,87.24,16.56,0,31.94,0,15,42.15,0,0,121.71,9.97,1.62,77.94,0,21.37,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,53.16,0,686.07,40.2,0,0,0,0,8.43,59.94,418.77,0,0,26.85,20.8,0,63.92,0,14.77,0,0

24,05:45-06:00,6.52,0,0,4.01,9.66,0,44.75,3.12,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,19.62,99.89,0,87.24,16.56,0,31.94,0,15,42.15,0,0,121.71,9.64,1.62,77.94,0,21.37,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,70.87,0,686.07,40.2,0,0,0,0,54.11,59.94,418.77,0,0,26.85,20.8,0,63.92,0,14.77,0,0

25,06:00-06:15,6.52,0,0,4.01,9.66,0,44.75,3.12,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,19.62,99.89,0,87.24,16.56,0,30.75,0,15,42.15,0,0,121.71,9.31,1.62,77.94,0,21.37,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,70.87,0,661.55,40.2,0,0,0,0,54.11,59.94,418.77,0,0,26.85,20.8,0,63.92,0,14.77,0,0

26,06:15-06:30,6.52,0,0,4.01,9.66,0,44.75,3.12,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,19.62,99.89,0,87.24,16.56,0,30.75,0,15,42.15,0,0,121.71,9.23,1.62,77.94,0,21.37,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,70.87,0,661.55,40.2,0,0,0,0,54.11,59.94,418.77,0,0,26.85,20.8,0,63.92,0,14.77,0,0

27,06:30-06:45,6.52,0,0,4.01,9.66,0,44.75,3.12,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,25.38,99.89,0,87.24,16.56,0,30.75,0,15,42.15,0,0,121.71,3.76,1.62,77.94,0,21.37,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,53.16,0,656.55,40.2,0,0,0,0,54.11,59.94,418.77,0,0,26.85,20.8,0,63.92,0,14.77,0,0

28,06:45-07:00,6.52,0,0,4.01,9.66,0,44.75,3.12,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,28.85,99.89,0,87.24,16.56,0,30.75,0,15,42.15,0,0,121.71,3.76,1.62,77.94,0,21.37,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,35.44,0,651.57,40.2,0,0,0,0,54.11,59.94,418.77,0,0,26.85,20.8,0,63.92,0,14.77,0,0

29,07:00-07:15,6.52,0,0,4.01,9.66,0,44.75,3.12,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,32.31,99.89,0,87.24,16.56,0,30.75,0,15,28.1,0,0,121.71,3.82,1.62,77.94,0,21.37,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,17.72,0,686.07,40.2,0,0,0,0,54.11,59.94,418.77,0,0,26.85,20.8,0,63.92,0,14.77,0,0

30,07:15-07:30,6.52,0,0,4.01,9.66,0,44.75,3.12,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,35.76,99.89,0,87.24,16.56,0,30.75,0,15,14.05,0,0,121.71,3.86,1.62,77.94,0,21.37,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,17.72,0,686.07,40.2,0,0,0,0,7.03,59.94,418.77,0,0,26.85,20.8,0,63.92,0,14.77,0,0

31,07:30-07:45,6.52,0,0,4.01,9.66,0,44.75,3.12,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,39.23,99.89,0,87.24,50.34,0,30.75,0,15,11.85,0,0,121.71,4.35,1.62,77.94,0,21.37,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,0,0,686.07,30.23,0,0,0,0,3.94,59.94,418.77,0,0,26.85,20.8,0,63.92,0,14.77,0,0

32,07:45-08:00,6.52,0,0,2.43,9.66,0,44.75,3.12,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,43.71,99.89,0,87.24,50.34,0,30.75,0,15,4.97,0,0,121.71,4.47,1.62,77.94,0,21.37,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,0,0,686.07,30.23,0,0,0,0,3.94,59.94,418.77,0,0,26.85,20.8,0,63.92,0,14.77,0,0

33,08:00-08:15,6.52,0,0,2.43,9.66,0,44.75,3.12,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,43.71,97.42,0,87.24,19.87,0,30.75,0,15,0,0,0,121.71,4.41,1.62,77.94,0,21.37,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,0,0,686.07,30.23,0,0,0,0,3.94,59.94,418.77,0,0,26.85,20.8,0,63.92,0,16.26,0,0

34,08:15-08:30,6.52,0,0,2.43,9.66,0,44.75,3.12,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,43.71,59.19,0,87.24,16.56,0,30.75,0,15,0,0,0,121.71,4.41,1.62,77.94,0,21.37,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,0,0,686.07,30.23,0,0,0,0,3.94,59.94,418.77,0,0,26.85,20.8,0,63.92,0,16.26,0,0

35,08:30-08:45,6.52,0,0,2.43,9.66,0,44.75,3.12,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,87.24,16.56,0,30.75,0,15,0,0,0,121.71,4.7,1.62,77.94,0,21.37,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,0,0,686.07,30.23,0,0,0,0,3.94,59.94,418.77,0,0,26.85,20.8,0,63.92,0,16.26,0,0

36,08:45-09:00,6.52,0,0,2.43,9.66,0,44.75,3.12,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,87.24,16.56,0,30.75,0,15,0,0,0,121.71,4.7,1.62,77.94,0,21.37,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,0,0,686.07,30.23,0,0,0,0,3.94,59.94,418.77,0,0,26.85,20.8,0,63.92,0,16.26,0,0

37,09:00-09:15,6.52,0,0,2.43,9.66,0,44.75,3.12,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,87.24,16.56,0,30.75,0,15,0,0,0,121.71,5.7,1.62,77.94,0,21.37,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,0,0,686.07,30.23,0,0,0,0,3.94,59.94,418.77,0,0,26.85,20.8,0,63.92,0,16.26,0,0

38,09:15-09:30,6.52,0,0,2.39,9.66,0,44.75,3.12,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,87.24,16.56,0,30.75,0,15,0,0,0,121.71,5.7,1.62,77.94,0,10.69,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,0,0,686.07,30.23,0,0,0,0,3.94,59.94,418.77,0,0,26.85,20.8,0,63.92,0,16.26,0,0

39,09:30-09:45,6.52,0,0,2.39,9.66,0,44.75,3.12,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,87.24,16.56,0,30.75,0,15,0,0,0,121.71,6.56,1.62,78.06,0,10.69,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,0,0,686.07,30.23,0,0,0,0,3.94,59.94,418.77,0,0,13.43,20.8,0,63.92,0,16.26,0,0

40,09:45-10:00,6.52,0,0,2.39,9.66,0,44.75,3.12,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,87.24,16.56,0,30.75,0,15,0,0,0,121.71,6.56,1.62,77.94,0,10.69,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,0,0,686.07,30.23,0,0,0,0,3.94,59.94,418.77,0,0,13.43,20.8,0,63.92,0,16.26,0,0

41,10:00-10:15,6.52,0,0,2.39,9.66,0,44.75,2.67,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,87.24,22.08,0,30.51,0,15,0,0,0,121.71,6.56,1.62,77.94,0,10.69,54.53,44.92,98.87,124.16,0,47.33,127.6,0,9.74,0,0,686.07,30.23,0,0,0,0,3.94,59.94,418.77,0,0,13.43,20.8,0,63.92,0,16.26,0,0

42,10:15-10:30,6.52,0,0,2.39,9.66,0,44.75,2.67,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,87.24,22.08,0,30.51,0,15,0,0,0,121.71,6.56,1.62,77.94,0,10.69,54.53,44.92,98.87,124.16,0,47.33,127.6,0,9.74,0,0,686.07,30.23,0,0,0,0,3.94,59.94,418.77,0,0,13.43,20.8,0,63.92,0,16.26,0,0

43,10:30-10:45,6.52,0,0,2.39,9.66,0,44.75,2.67,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,87.24,50.34,0,30.51,0,15,0,0,0,121.71,6.14,1.62,77.94,0,10.69,54.53,44.92,98.87,124.16,0,47.33,127.6,0,9.74,0,0,686.07,30.23,0,0,0,0,3.94,59.94,418.77,0,0,13.43,20.8,0,63.92,0,35.46,0,0

44,10:45-11:00,6.52,0,0,2.39,9.66,0,44.75,2.67,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,87.24,50.34,0,30.51,0,15,0,0,0,121.71,6.14,1.62,77.94,0,10.69,54.53,44.92,98.87,124.16,0,47.33,127.6,0,9.74,0,0,686.07,30.23,0,0,0,0,3.94,59.94,418.77,0,0,13.43,20.8,0,63.92,0,35.46,0,0

45,11:00-11:15,6.52,0,0,2.39,9.66,0,44.75,2.67,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,89.59,19.87,0,30.51,0,15,0,0,0,121.71,5.86,1.62,77.94,0,10.69,54.53,44.92,98.87,124.16,0,47.33,127.6,0,9.74,0,0,686.07,30.23,0,0,0,0,3.94,59.94,418.77,0,0,13.43,20.8,0,63.92,0,35.46,0,0

46,11:15-11:30,6.52,0,0,2.39,9.66,0,44.75,2.67,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,89.59,16.56,0,30.51,0,15,0,0,0,121.71,5.86,1.62,77.94,0,10.69,54.53,44.92,98.87,124.16,0,47.33,127.6,0,9.74,0,0,686.07,30.23,0,0,0,0,3.94,59.94,418.77,0,0,13.43,20.8,0,63.92,0,35.46,0,0

47,11:30-11:45,6.52,0,0,1.21,9.66,0,44.75,2.67,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,89.59,16.56,0,30.51,0,15,0,0,0,121.71,11.15,1.62,77.94,0,10.69,54.53,44.92,98.87,124.16,0,47.33,127.6,0,9.74,0,0,686.07,30.23,0,0,0,0,3.94,59.94,418.77,0,0,13.43,20.8,0,63.92,0,35.46,0,0

48,11:45-12:00,6.52,0,0,1.21,9.66,0,44.75,2.67,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,89.59,16.56,0,30.51,0,15,0,0,0,121.71,11.15,1.62,77.94,0,10.69,54.53,44.92,98.87,124.16,0,47.33,127.6,0,9.74,0,0,686.07,30.23,0,0,0,0,3.94,59.94,418.77,0,0,13.43,20.8,0,63.92,0,35.46,0,0

49,12:00-12:15,6.52,0,0,1.17,9.66,0,44.75,2.67,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,89.59,16.56,0,30.16,0,15,0,0,0,121.71,11.15,1.62,77.94,0,10.69,54.53,44.92,98.87,124.16,0,47.33,127.6,0,9.74,0,0,686.07,30.23,0,0,0,0,3.94,59.94,418.77,0,0,13.43,20.8,0,63.92,0,16.26,0,0

50,12:15-12:30,6.52,0,0,1.17,9.66,0,44.75,2.67,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,89.59,22.08,0,30.16,0,15,0,0,0,121.71,11.15,1.62,77.94,0,10.69,54.53,44.92,98.87,124.16,0,47.33,127.6,0,9.74,0,0,686.07,30.23,0,0,0,0,3.94,59.94,418.77,0,0,13.43,20.8,0,63.92,0,16.26,0,0

51,12:30-12:45,6.52,0,0,1.17,9.66,0,44.75,2.67,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,89.59,22.08,0,30.16,0,15,0,0,0,121.71,11.15,1.62,77.94,0,10.69,54.53,44.92,98.87,124.16,0,47.33,127.6,0,9.74,0,0,686.07,30.23,0,0,0,0,3.94,59.94,418.77,0,0,13.43,20.8,0,63.92,0,16.26,0,0

52,12:45-13:00,6.52,0,0,1.21,9.66,0,44.75,2.67,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,89.59,22.08,0,30.16,0,15,0,0,0,121.71,11.15,1.62,77.94,0,10.69,54.53,44.92,98.87,124.16,0,47.33,127.6,0,9.74,0,0,686.07,30.23,0,0,0,0,3.94,59.94,418.77,0,0,13.43,20.8,0,63.92,0,16.26,0,0

53,13:00-13:15,6.52,0,0,1.21,9.66,0,44.75,2.67,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,89.59,19.87,0,30.16,0,15,0,0,0,121.71,11.15,1.62,77.94,0,10.69,54.53,44.92,98.87,124.16,0,47.33,127.6,0,9.74,0,0,686.07,30.23,0,0,0,0,3.94,59.94,418.77,0,0,13.43,20.8,0,63.92,0,16.26,0,0

54,13:15-13:30,6.52,0,0,1.21,9.66,0,44.75,2.67,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,89.59,19.87,0,30.16,0,15,0,0,0,121.71,11.15,1.62,77.94,0,10.69,54.53,44.92,98.87,124.16,0,47.33,127.6,0,9.74,0,0,686.07,30.23,0,0,0,0,3.94,59.94,418.77,0,0,13.43,20.8,0,63.92,0,16.26,0,0

55,13:30-13:45,6.52,0,0,1.21,9.66,0,44.75,2.67,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,89.59,16.56,0,30.16,0,15,0,0,0,121.71,11.15,1.62,77.94,0,10.69,54.53,44.92,98.87,124.16,0,47.33,127.6,0,9.74,0,0,686.07,30.23,0,0,0,0,3.94,59.94,418.77,0,0,13.43,20.8,0,63.92,0,16.26,0,0

56,13:45-14:00,6.52,0,0,1.21,9.66,0,44.75,2.67,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,89.59,16.56,0,30.16,0,15,0,0,0,121.71,11.15,1.62,77.94,0,10.69,54.53,44.92,98.87,124.16,0,47.33,127.6,0,9.74,0,0,686.07,30.23,0,0,0,0,3.94,59.94,418.77,0,0,13.43,20.8,0,63.92,0,16.26,0,0

57,14:00-14:15,0,0,0,1.21,9.66,0,44.75,2.67,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,89.59,16.56,0,30.16,0,15,0,0,0,121.71,11.43,1.62,77.94,0,10.69,54.53,44.92,98.87,124.16,0,47.33,127.6,0,9.74,0,0,686.07,30.23,0,0,0,0,3.94,59.94,418.77,0,0,10.45,20.8,0,63.92,0,13.3,0,0

58,14:15-14:30,0,0,0,1.21,9.66,0,44.75,2.67,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,89.59,16.56,0,30.16,0,15,0,0,0,121.71,11.43,1.62,77.94,0,10.69,54.53,44.92,98.87,124.16,0,47.33,127.6,0,9.74,0,0,686.07,30.23,0,0,0,0,3.94,59.94,418.77,0,0,10.45,20.8,0,63.92,0,13.3,0,0

