Block,Time Block,PARBATI2,PARBATI3,KGSU3AND4,KHSTPP-II,KOTESHWR,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-I,KUDGI,JHAJJAR,KGSU1AND2,NLCEXP,NLCIIST1,NLCTS2EXP,NLCIIST2,AURY_CRF,URI2,ANTA_CRF,ANTA_GF,UNCHAHAR3,ANTA_LF,URI,UNCHAHAR4,VALLURNTECL,ANTA_RF,DADRI_RF,DADRI_CRF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,AURY_GF,FSTPP I & II,DULHASTI,DHAULIGNGA,DADRT2,UNCHAHAR1,UNCHAHAR2,RAPPD,RIHAND1,RIHAND3,RAPPC,RAPPB,RIHAND2,SASAN,TelanganaSTPP,TANDA2,SINGRAULI_HYDRO,SIMHST1,SIMHST2,TALST2,SALAL,SEWA2,SINGRAULI,TANAKPUR,TEHRIPSP,TALA,TEHRI,RSTPSU1TO6,RSTPSU7,RAMPUR,NTPL,NNTPP,BSIUL,CHAMERA3,CHAMERA2,BRBCL,CHAMERA1,NJPC,NAPP,MAPS,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,51.46,0,95.05,39,0,0,8.29,6.78,44.06,0,432.64,0,0,0,0,0,0,37.47,0,0,26.62,0,40.33,3.1,0,0,0,0,0,0,0,0,0,18.44,53.24,40.82,207.12,18.81,43.26,0,45.21,125.79,62.89,0,120.43,329.88,0,5.34,0.82,0,0,0,69.27,11.75,141.75,12.56,79.97,19.65,57.82,0,0,5.48,0,0,18.8,32.63,45.3,13.46,40.52,169,23.54,0,0,0,0,0,0

7,01:30-01:45,0,51.46,0,95.05,39,0,0,8.29,6.78,44.06,0,432.7,0,0,0,0,0,0,37.47,0,0,26.62,0,42.46,3.1,0,0,0,0,0,0,0,0,0,18.44,53.24,40.82,168.67,18.81,43.26,0,45.21,125.79,62.89,0,120.43,329.88,0,5.34,0.82,0,0,0,69.27,11.75,141.75,12.56,79.97,19.65,57.82,0,0,5.48,0,0,18.8,32.63,45.3,13.46,40.52,169,23.54,0,0,0,0,0,0

8,01:45-02:00,0,51.46,0,95.05,39,0,0,8.29,6.78,44.06,0,432.7,0,0,0,0,0,0,37.47,0,0,26.62,0,42.46,3.1,0,0,0,0,0,0,0,0,0,18.44,53.24,40.82,168.67,18.81,43.26,0,45.21,125.79,62.89,0,120.43,329.88,0,5.34,0.82,0,0,0,69.27,11.75,141.75,12.56,0,19.65,57.82,0,0,5.48,0,0,18.8,32.63,45.3,13.46,40.52,169,23.54,0,0,0,0,0,0

9,02:00-02:15,10.14,51.46,0,95.05,39,0,0,8.29,6.78,44.06,0,393.21,0,0,0,0,0,0,26.98,0,0,23.69,0,42.46,2.62,0,0,0,0,0,0,0,0,0,15.15,53.24,40.82,95.18,16.87,38.67,0,45.21,125.79,62.89,0,120.43,329.88,0,2.93,0.82,0,0,0,69.27,11.75,141.75,12.56,0,17.32,57.82,0,0,5.48,0,0,18.8,32.63,45.3,13.46,40.52,169,23.54,0,0,0,0,0,0

10,02:15-02:30,10.14,51.46,0,95.05,39,0,0,8.29,6.78,44.06,0,393.21,0,0,0,0,0,0,26.98,0,0,20.67,0,42.46,1.83,0,0,0,0,0,0,0,0,0,15.15,53.24,40.82,12.1,15.16,33.33,0,45.21,125.79,62.89,0,120.43,329.88,0,2.93,0.82,0,0,0,69.27,11.75,141.75,12.56,0,17.21,57.82,0,0,5.48,0,0,18.8,32.63,45.3,13.46,40.52,169,23.54,0,0,0,0,0,0

11,02:30-02:45,10.14,54.31,0,95.05,39,0,0,8.29,6.78,44.06,0,406.18,0,0,0,0,0,0,37.47,0,0,20.67,0,29.72,1.7,0,0,0,0,0,0,0,0,0,15.15,53.24,40.82,12.1,15.16,33.33,0,45.21,125.79,62.89,0,120.43,329.88,0,2.93,0.82,0,0,0,69.27,11.75,141.75,12.56,0,17.13,57.82,0,0,5.48,0,0,18.8,32.63,45.3,13.46,40.52,169,23.54,0,0,0,0,0,0

12,02:45-03:00,10.14,54.31,0,95.05,39,0,0,8.29,6.78,44.06,0,393.21,0,0,0,0,0,0,37.47,0,0,20.67,0,29.72,1.7,0,0,0,0,0,0,0,0,0,15.15,53.24,40.82,81.81,15.16,33.33,0,45.21,125.79,62.89,0,120.43,329.88,0,2.93,0.82,0,0,0,69.27,11.75,141.75,12.56,0,17.05,57.82,0,0,5.48,0,0,18.8,32.63,45.3,13.46,40.52,169,23.54,0,0,0,0,0,0

13,03:00-03:15,10.14,54.31,0,95.05,29.26,0,0,8.29,6.78,44.06,0,424.94,0,0,0,0,0,0,37.47,0,0,25.96,0,19.1,1.7,0,0,0,0,0,0,0,0,0,18.44,53.24,40.82,185.73,18.45,41.93,0,45.21,125.79,62.89,0,120.43,329.88,0,2.93,0.82,0,0,0,61.45,11.75,142.52,11.45,0,16.96,57.82,0,0,5.48,0,0,18.8,32.63,45.3,13.72,40.52,169,23.54,0,0,0,0,0,0

14,03:15-03:30,10.14,54.31,0,95.05,29.26,0,0,8.29,6.78,44.06,0,424.94,0,0,0,0,0,0,37.47,0,0,25.96,0,19.1,1.7,0,0,0,0,0,0,0,0,0,18.44,53.24,40.82,249.37,18.45,41.93,0,45.21,125.79,62.89,0,120.43,329.88,0,2.93,0.82,0,0,0,61.45,11.75,142.52,11.45,0,16.87,57.82,0,0,5.48,0,0,18.8,32.63,45.3,14.83,40.52,169,23.54,0,0,0,0,0,0

15,03:30-03:45,10.14,54.31,0,95.05,29.26,0,0,8.29,6.78,44.06,0,424.94,0,0,0,0,0,0,26.98,0,0,25.96,0,19.1,1.7,0,0,0,0,0,0,0,0,0,18.44,53.24,40.82,330.9,18.45,41.93,0,45.21,125.79,62.89,0,120.43,329.88,0,2.93,0.82,0,0,0,61.45,11.75,142.52,11.45,0,16.79,57.82,0,0,5.48,0,0,18.8,32.63,45.3,14.35,40.52,169,23.54,0,0,0,0,0,0

16,03:45-04:00,10.14,54.31,0,95.05,29.26,0,0,8.29,6.78,44.06,0,424.94,0,0,0,0,0,0,26.98,0,0,25.96,0,19.1,1.7,0,0,0,0,0,0,0,0,0,18.44,53.24,40.82,393.49,18.45,41.93,0,45.21,125.79,62.89,0,120.43,329.88,0,2.93,0.82,0,0,0,61.45,11.75,142.52,11.45,0,16.73,57.82,0,0,5.48,0,0,18.8,32.63,45.3,14.16,40.52,169,23.54,0,0,0,0,0,0

17,04:00-04:15,10.14,54.31,0,95.05,29.26,0,0,8.29,6.78,44.06,0,424.94,0,0,0,0,0,0,20.98,0,0,25.96,0,25.47,1.7,0,0,0,0,0,0,0,0,0,18.44,53.24,40.82,393.49,18.45,41.93,0,45.21,125.79,62.89,0,120.43,329.88,0,2.93,0.82,0,0,0,61.45,11.75,142.52,11.45,0,16.62,57.82,0,0,5.48,0,0,18.8,32.63,45.3,14.8,40.52,169,23.54,0,0,0,0,0,0

18,04:15-04:30,10.14,54.31,0,95.05,29.26,0,0,8.29,6.78,44.06,0,424.94,0,0,0,0,0,0,20.98,0,0,25.96,0,25.47,1.7,0,0,0,0,0,0,0,0,0,18.44,53.24,40.82,393.49,18.45,41.93,0,45.21,125.79,62.89,0,120.43,329.88,0,2.93,0.82,0,0,0,61.45,11.75,142.52,11.45,0,16.51,57.82,0,0,5.48,0,0,18.8,32.63,45.3,15.18,40.52,169,23.54,0,0,0,0,0,0

19,04:30-04:45,10.14,54.31,0,95.05,29.26,0,0,8.29,6.78,44.06,0,424.94,0,0,0,0,0,0,17.99,0,0,25.96,0,25.47,1.7,0,0,0,0,0,0,0,0,0,19.37,53.24,40.82,312.7,18.45,41.93,0,45.21,125.79,62.89,0,120.43,329.88,0,2.93,0.82,0,0,0,61.45,11.75,143.04,11.45,0,16.39,57.82,0,0,5.48,0,0,18.8,32.63,45.3,16.76,40.52,169,23.54,0,0,0,0,0,0

20,04:45-05:00,10.14,54.31,0,95.05,29.26,0,0,8.29,6.78,44.06,0,424.94,0,0,0,0,0,0,17.99,0,0,25.96,0,25.47,1.7,0,0,0,0,0,0,0,0,0,19.37,53.24,40.82,228.51,18.45,41.93,0,45.21,125.79,62.89,0,120.43,329.88,0,2.93,0.82,0,0,0,61.45,11.75,143.04,11.45,0,16.26,57.82,0,0,5.48,0,0,18.8,32.63,45.3,18.68,40.52,169,23.54,0,0,0,0,0,0

21,05:00-05:15,10.14,54.31,0,95.05,19.51,0,0,8.29,6.78,44.06,0,416.29,0,0,0,0,0,0,17.99,0,0,20.67,0,25.47,1.7,0,0,0,0,0,0,0,0,0,15.43,53.24,40.82,193.01,15.16,33.33,0,45.21,125.79,62.89,0,120.43,329.88,0,2.93,0.82,0,0,0,61.45,11.75,144.1,11.45,0,16.11,57.82,0,0,5.48,0,0,18.8,32.63,45.3,20.49,40.52,169,23.54,0,0,0,0,0,0

22,05:15-05:30,10.14,54.31,0,95.05,19.51,0,0,8.29,6.78,44.06,0,416.29,0,0,0,0,0,0,17.99,0,0,20.67,0,25.47,1.7,0,0,0,0,0,0,0,0,0,15.43,53.24,40.82,151.59,15.16,33.33,0,45.21,125.79,62.89,0,120.43,329.88,0,2.93,0.82,0,0,0,61.45,11.75,144.1,11.45,0,16,57.82,0,0,5.48,0,0,18.8,32.63,45.3,20.97,40.52,169,23.54,0,0,0,0,0,0

23,05:30-05:45,10.14,50.02,0,95.05,19.51,0,0,8.29,6.78,44.06,0,416.29,0,0,0,0,0,0,17.99,0,0,20.67,0,50.34,1.7,0,0,0,0,0,0,0,0,0,15.43,53.24,40.82,151.59,15.16,33.33,0,45.21,125.79,62.89,0,120.43,329.88,0,2.93,0.82,0,0,0,60.33,11.75,144.1,11.45,0,15.85,57.82,0,0,5.48,0,0,18.8,32.63,45.3,23.39,40.52,169,23.54,0,0,0,0,0,0

24,05:45-06:00,10.14,50.02,0,95.05,19.51,0,0,8.29,6.78,44.06,0,416.29,0,0,0,0,0,0,17.99,0,0,20.67,0,50.34,1.7,0,0,0,0,0,0,0,0,0,15.43,53.24,40.82,151.59,15.16,33.33,0,45.21,125.79,62.89,0,120.43,329.88,0,2.93,0.82,0,0,0,60.33,11.75,144.1,11.45,0,15.74,57.82,0,0,5.48,0,0,18.8,32.63,45.3,19.74,40.52,169,23.54,0,0,0,0,0,0

25,06:00-06:15,10.14,50.02,0,95.05,9.75,0,0,8.29,6.78,44.06,0,424.94,0,0,0,0,0,0,17.99,0,0,25.96,0,50.34,1.7,0,0,0,0,0,0,0,0,0,18.71,53.24,40.82,151.59,17.39,41.93,0,45.21,125.79,62.89,0,120.43,329.88,0,2.93,0.82,0,0,0,60.33,11.75,144.1,11.45,0,15.62,57.82,0,0,5.48,0,0,18.8,32.63,45.3,20.3,40.52,169,23.54,0,0,0,0,0,0

26,06:15-06:30,10.14,50.02,0,95.05,9.75,0,0,8.29,6.78,44.06,0,424.94,0,0,0,0,0,0,17.99,0,0,25.96,0,42.46,1.7,0,0,0,0,0,0,0,0,0,19.13,53.24,40.82,151.59,18.45,41.93,0,45.21,125.79,62.89,0,120.43,329.88,0,2.93,0.82,0,0,0,60.33,11.75,144.1,11.45,0,15.52,57.82,0,0,5.48,0,0,18.8,32.63,45.3,23.52,40.52,169,23.54,0,0,0,0,0,0

27,06:30-06:45,10.14,50.02,0,95.05,9.75,0,0,8.29,6.78,44.06,0,424.94,0,0,0,0,0,0,29.97,0,0,25.96,0,42.46,1.7,0,0,0,0,0,0,0,0,0,19.13,53.24,40.82,170.82,18.45,41.93,0,45.21,125.79,62.89,0,120.43,329.88,0,2.93,0.82,0,0,0,60.33,11.75,144.1,11.45,0,16.51,57.82,0,0,5.48,0,0,18.8,32.63,30.19,22.52,40.52,169,23.54,0,0,0,0,0,0

28,06:45-07:00,10.14,50.02,0,95.05,9.75,0,0,8.29,6.78,44.06,0,424.94,0,0,0,0,0,0,29.97,0,0,25.96,0,42.46,1.7,0,0,0,0,0,0,0,0,0,19.13,53.24,40.82,170.82,18.45,41.93,0,45.21,125.79,62.89,0,120.43,329.88,0,2.93,0.82,0,0,0,60.33,11.75,144.1,11.45,0,16.53,57.82,0,0,5.48,0,0,18.8,32.63,30.19,18.94,40.52,169,23.54,0,0,0,0,0,0

29,07:00-07:15,0,40.01,0,95.05,9.75,0,0,8.29,6.78,44.06,0,416.29,0,0,0,0,0,0,29.97,0,0,20.67,0,42.46,1.7,0,0,0,0,0,0,0,0,0,15.43,53.24,40.82,145.02,15.16,33.33,0,45.21,125.79,62.89,0,120.43,329.88,0,2.93,0.82,0,0,0,60.33,11.75,144.1,11.45,0,16.53,57.82,0,0,5.48,0,0,18.8,32.63,30.19,17.41,40.52,169,23.54,0,0,0,0,0,0

30,07:15-07:30,0,40.01,0,72.54,9.75,0,0,8.29,6.78,34.32,0,358.6,0,0,0,0,0,0,29.97,0,0,20.67,0,42.46,1.7,0,0,0,0,0,0,0,0,0,15.43,53.24,40.82,162.76,15.16,33.33,0,45.21,125.79,62.89,0,120.43,329.88,0,2.93,0.82,0,0,0,60.33,11.75,129.89,11.45,0,16.51,57.82,0,0,5.48,0,0,18.8,32.63,30.19,20.16,40.52,169,23.54,0,0,0,0,0,0

31,07:30-07:45,0,40.01,0,72.54,9.75,0,0,8.29,6.78,34.32,0,352.82,0,0,0,0,0,0,31.48,0,0,17.38,0,42.46,2.4,0,0,0,0,0,0,0,0,0,15.67,53.24,40.82,56.5,13.08,28.97,0,45.21,125.79,62.89,0,120.43,335.51,0,2.93,0.82,0,0,0,60.33,11.75,129.89,11.45,0,16.51,57.82,0,0,5.48,0,0,18.8,32.63,30.19,19.24,40.52,169,23.54,0,0,0,0,0,0

32,07:45-08:00,0,40.01,0,72.54,9.75,0,0,8.29,6.78,34.32,0,352.82,0,0,0,0,0,0,31.48,0,0,16.42,0,50.34,2.4,0,0,0,0,0,0,0,0,0,13.1,53.24,40.82,11.83,11.85,23.79,0,31.34,125.79,62.89,0,120.43,335.51,0,2.93,0.82,0,0,0,60.33,11.75,129.89,11.45,0,16.51,57.82,0,0,5.48,0,0,18.8,32.63,30.19,17.93,40.52,169,23.54,0,0,0,0,0,0

33,08:00-08:15,0,47.17,0,72.54,9.75,0,0,8.29,6.78,34.32,0,352.82,0,0,0,0,0,0,31.48,0,0,16.42,0,50.34,2.4,0,0,0,0,0,0,0,0,0,10.94,53.24,40.82,11.83,13.05,30.23,0,45.21,125.79,62.89,0,120.43,335.51,0,2.93,0.82,0,0,0,60.33,11.75,141.75,11.45,0,16.76,43.37,0,0,5.48,0,0,18.8,32.63,30.19,19.35,40.52,169,23.54,0,0,0,0,0,0

34,08:15-08:30,0,47.17,0,72.54,9.75,0,0,8.29,6.78,34.32,0,352.82,0,0,0,0,0,0,31.48,0,0,16.42,0,50.34,2.4,0,0,0,0,0,0,0,0,0,10.94,53.24,40.82,11.83,13.05,30.23,0,45.21,125.79,62.89,0,120.43,335.51,0,2.93,0.82,0,0,0,60.33,11.75,141.75,11.45,0,16.76,28.91,0,0,5.48,0,0,18.8,32.63,30.19,17.88,40.52,169,23.54,0,0,0,0,0,0

35,08:30-08:45,0,47.17,0,72.54,9.75,0,0,8.29,6.78,34.32,0,352.82,0,0,0,0,0,0,31.48,0,0,16.42,0,42.46,2.4,0,0,0,0,0,0,0,0,0,10.94,53.24,40.82,11.83,13.05,30.23,0,45.21,125.79,62.89,0,120.43,335.51,0,2.93,0.82,0,0,0,60.33,11.75,141.75,11.45,0,16.76,14.46,0,0,5.48,0,0,18.8,32.63,30.19,18.38,40.52,169,23.54,0,0,0,0,0,0

36,08:45-09:00,0,47.17,0,81.28,9.75,0,0,8.29,6.78,40.03,0,340.76,0,0,0,0,0,0,31.48,0,0,16.42,0,42.46,2.4,0,0,0,0,0,0,0,0,0,10.94,53.24,40.82,11.83,13.05,30.23,0,45.21,125.79,62.89,0,120.43,335.51,0,2.93,0.82,0,0,0,60.33,11.75,141.75,11.45,0,16.76,0,0,0,5.48,0,0,18.8,32.63,30.19,19.15,27.02,169,23.54,0,0,0,0,0,0

37,09:00-09:15,0,40.01,0,95.05,9.75,0,0,8.29,6.78,44.06,0,323.97,0,0,0,0,0,0,31.48,0,0,16.42,0,42.46,2.4,0,0,0,0,0,0,0,0,0,10.94,53.24,40.82,11.83,13.05,30.23,0,45.21,125.79,62.89,0,120.43,335.51,0,2.93,0.82,0,0,0,60.33,11.75,141.75,11.45,0,16.82,0,0,0,5.48,0,0,18.8,32.63,30.19,16.67,13.51,169,23.54,0,0,0,0,0,0

38,09:15-09:30,0,40.01,0,95.05,9.75,0,0,8.29,6.78,44.06,0,312.3,0,0,0,0,0,0,31.48,0,0,16.42,0,42.46,2.4,0,0,0,0,0,0,0,0,0,10.94,53.24,40.82,11.83,13.05,30.23,0,45.21,125.79,62.89,0,120.43,335.51,0,2.93,0.82,0,0,0,60.33,11.75,141.75,11.45,0,16.84,0,0,0,5.48,0,0,18.8,32.63,30.19,18.33,0,169,23.54,0,0,0,0,0,0

39,09:30-09:45,0,40.01,0,95.05,9.75,0,0,8.29,6.78,44.06,0,299.01,0,0,0,0,0,0,31.48,0,0,16.42,0,42.46,2.4,0,0,0,0,0,0,0,0,0,10.94,53.24,40.82,11.83,13.05,30.23,0,45.21,125.79,62.89,0,120.43,335.51,0,2.93,0.82,0,0,0,60.33,11.75,141.75,11.45,0,16.56,0,0,0,5.48,0,0,18.8,32.63,30.19,18.52,0,169,23.54,0,0,0,0,0,0

40,09:45-10:00,0,40.01,0,95.05,9.75,0,0,8.29,6.78,44.06,0,292.73,0,0,0,0,0,0,31.48,0,0,16.42,0,50.34,2.4,0,0,0,0,0,0,0,0,0,13.28,53.24,40.82,11.83,13.05,30.23,0,45.21,125.79,62.89,0,120.43,335.51,0,2.93,0.82,0,0,0,60.33,11.75,141.75,11.45,0,16.56,0,0,0,5.48,0,0,12.54,32.63,30.19,17.17,0,169,23.54,0,0,0,0,0,0

41,10:00-10:15,0,47.17,0,95.05,9.75,0,0,8.29,6.78,44.06,0,281.73,0,0,0,0,0,0,32.98,0,0,17.1,0,50.34,2.4,0,0,0,0,0,0,0,0,0,16.02,53.24,40.82,11.83,13.08,30.23,0,45.21,125.79,62.89,0,120.43,335.51,0,4.4,0.8,0,0,0,60.33,11.75,141.75,11.45,0,16.56,0,0,0,5.48,0,0,12.54,32.63,30.19,18.48,0,169,23.54,0,0,0,0,0,0

42,10:15-10:30,0,47.17,0,95.05,9.75,0,0,8.29,6.78,44.06,0,277.19,0,0,0,0,0,0,32.98,0,0,17.1,0,42.46,2.4,0,0,0,0,0,0,0,0,0,16.02,53.24,40.82,11.83,13.08,30.23,0,45.21,125.79,62.89,0,120.43,335.51,0,4.4,0.8,0,0,0,60.33,11.75,141.75,11.45,0,16.53,0,0,0,5.48,0,0,12.54,32.63,30.19,18.27,0,169,23.54,0,0,0,0,0,0

43,10:30-10:45,0,35.74,0,95.05,9.75,0,0,8.29,6.78,44.06,0,274.07,0,0,0,0,0,0,32.98,0,0,17.1,0,42.46,2.4,0,0,0,0,0,0,0,0,0,16.02,53.24,40.82,11.83,13.08,30.23,0,45.21,125.79,62.89,0,120.43,335.51,0,4.4,0.8,0,0,0,60.33,11.75,141.75,11.45,0,16.28,0,0,0,5.48,0,0,12.54,32.63,30.19,18.27,0,169,23.54,0,0,0,0,0,0

44,10:45-11:00,0,35.74,0,95.05,9.75,0,0,8.29,6.78,44.06,0,272.5,0,0,0,0,0,0,32.98,0,0,17.1,0,42.46,2.4,0,0,0,0,0,0,0,0,0,16.02,53.24,40.82,11.83,13.08,30.23,0,45.21,125.79,62.89,0,120.43,335.51,0,4.4,0.8,0,0,0,60.33,11.75,141.75,11.45,0,16.31,0,0,0,5.48,0,0,12.54,32.63,30.19,18.27,0,169,23.54,0,0,0,0,0,0

45,11:00-11:15,0,35.74,0,95.05,9.75,0,0,8.29,6.78,44.06,0,273.97,0,0,0,0,0,0,32.98,0,0,17.1,0,36.08,2.4,0,0,0,0,0,0,0,0,0,16.02,53.24,40.82,11.83,13.08,30.23,16.2,45.21,125.79,62.89,0,120.43,335.51,0,4.4,0.8,0,0,0,39.11,11.75,141.75,11.45,0,13.25,0,0,0,5.48,0,0,12.54,32.63,30.19,18.27,0,169,23.54,0,0,0,0,0,0

46,11:15-11:30,0,35.74,0,95.05,9.75,0,0,8.29,6.78,44.06,0,273.66,0,0,0,0,0,0,32.98,0,0,17.1,0,36.08,2.4,0,0,0,0,0,0,0,0,0,16.02,53.24,40.82,11.83,13.08,30.23,16.2,45.21,125.79,62.89,0,120.43,335.51,0,4.4,0.8,0,0,0,39.11,11.75,141.75,11.45,0,13.25,0,0,0,5.48,0,0,12.54,32.63,30.19,18.27,0,169,23.54,0,0,0,0,0,0

47,11:30-11:45,0,35.74,0,95.05,9.75,0,0,8.29,6.78,44.06,0,273.45,0,0,0,0,0,0,28.47,0,0,17.1,0,36.08,2.4,0,0,0,0,0,0,0,0,0,16.02,53.24,40.82,11.83,13.08,30.23,16.2,45.21,125.79,62.89,0,120.43,335.51,0,4.4,0.8,0,0,0,39.11,11.75,141.75,11.45,0,13,0,0,0,5.48,0,0,12.54,32.63,30.19,18.27,0,169,23.54,0,0,0,0,0,0

48,11:45-12:00,0,35.74,0,95.05,9.75,0,0,8.29,6.78,44.06,0,277.9,0,0,0,0,0,0,28.47,0,0,17.1,0,36.08,2.4,0,0,0,0,0,0,0,0,0,16.02,53.24,40.82,11.83,13.08,30.23,16.2,45.21,125.79,62.89,0,120.43,335.51,0,4.4,0.8,0,0,0,39.11,11.75,141.75,11.45,0,13.34,0,0,0,5.48,0,0,12.54,32.63,30.19,18.27,0,169,23.54,0,0,0,0,0,0

49,12:00-12:15,10.14,40.01,0,95.05,9.75,0,0,8.29,6.78,44.06,0,286.75,0,0,0,0,0,0,28.47,0,0,17.1,0,38.22,2.4,0,0,0,0,0,0,0,0,0,16.02,53.24,40.82,11.83,13.08,30.23,17.99,45.21,125.79,62.89,0,120.43,335.51,0,4.4,0.8,0,0,0,39.11,11.75,141.75,11.45,0,13.29,0,0,0,5.48,0,0,12.54,32.63,30.19,21.99,0,169,23.54,0,0,0,0,0,0

50,12:15-12:30,10.14,40.01,0,95.05,9.75,0,0,8.29,6.78,44.06,0,291.4,0,0,0,0,0,0,28.47,0,0,17.77,0,38.22,2.4,0,0,0,0,0,0,0,0,0,16.02,53.24,40.82,11.83,13.08,30.23,17.99,45.21,125.79,62.89,0,120.43,335.51,0,4.4,0.8,0,0,0,39.11,11.75,141.75,11.45,0,13.29,0,0,0,5.48,0,0,12.54,32.63,30.19,19.23,0,169,23.54,0,0,0,0,0,0

51,12:30-12:45,10.14,47.17,0,95.05,9.75,0,0,8.29,6.78,44.06,0,289.46,0,0,0,0,0,0,31.48,0,0,17.77,0,42.46,2.4,0,0,0,0,0,0,0,0,0,16.02,53.24,40.82,11.83,13.08,30.23,0,45.21,125.79,62.89,0,120.43,335.51,0,4.4,0.8,0,0,0,49.16,11.75,133.87,11.45,0,12.58,0,0,0,5.48,0,0,12.54,32.63,30.19,19.23,0,169,23.54,0,0,0,0,0,0

52,12:45-13:00,10.14,47.17,0,95.05,9.75,0,0,8.29,6.78,44.06,0,288.88,0,0,0,0,0,0,31.48,0,0,17.1,0,42.46,2.4,0,0,0,0,0,0,0,0,0,16.02,53.24,40.82,11.83,13.08,30.23,0,45.21,125.79,62.89,0,120.43,335.51,0,4.4,0.8,0,0,0,49.16,11.75,133.87,11.45,0,12.58,0,0,0,5.48,0,0,12.54,32.63,30.19,19.42,0,169,23.54,0,0,0,0,0,0

53,13:00-13:15,10.14,47.17,0,95.05,9.75,0,0,8.29,6.78,44.06,0,286.54,0,0,0,0,0,0,31.48,0,0,17.1,0,42.46,2.4,0,0,0,0,0,0,0,0,0,16.02,53.24,40.82,11.83,13.08,30.23,0,45.21,125.79,62.89,0,120.43,335.51,0,4.4,0.8,0,0,0,49.16,11.75,133.87,11.45,0,12.58,0,0,0,5.48,0,0,12.54,32.63,30.19,18.74,13.51,169,23.54,0,0,0,0,0,0

