Time,Block,NR/2024/18877/C,NR/2024/18806/A/10507,NR/2024/18759/A/10565,NR/2024/18807/A/10601,Total
28,06:45-07:00,0,9.660000,0.480000,0.000000,10.14

29,07:00-07:15,0.61,9.660000,0.530000,0.000000,10.8

30,07:15-07:30,1.07,9.660000,0.530000,0.000000,11.26

31,07:30-07:45,1.45,9.660000,0.530000,0.000000,11.64

32,07:45:08:00,1.38,9.660000,0.530000,0.000000,11.57

33,08:00-08:15,1.36,9.660000,0.970000,0.000000,11.99

34,08:15-08:30,1.68,9.660000,0.970000,0.000000,12.31

35,08:30-08:45,2.72,9.660000,0.970000,0.000000,13.35

36,08:45:09:00,4.6,9.660000,0.970000,0.000000,15.23

37,09:00:09:15,5.07,9.660000,0.920000,0.000000,15.65

38,09:15-09:30,5.71,9.660000,0.920000,0.000000,16.29

39,09:30-09:45,4.14,9.660000,0.920000,0.000000,14.72

40,09:45-10:00,4.47,9.660000,0.920000,0.000000,15.05

41,10:00-10:15,4.85,9.660000,0.920000,0.000000,15.43

42,10:15-10:30,4.31,9.660000,0.920000,0.000000,14.89

43,10:30-10:45,4.65,9.660000,0.920000,0.000000,15.23

44,10:45-11:00,6.26,9.660000,0.920000,0.000000,16.84

45,11:00-11:15,7.69,9.660000,0.920000,0.000000,18.27

46,11:15-11:30,7.64,9.660000,0.920000,0.000000,18.22

47,11:30-11:45,6.07,9.660000,0.920000,0.000000,16.65

48,11:45-12:00,6.85,9.660000,0.920000,0.000000,17.43

49,12:00-12:15,7.41,9.660000,0.920000,0.000000,17.99

50,12:15-12:30,6.47,9.660000,0.920000,0.000000,17.05

51,12:30-12:45,5.12,9.660000,0.920000,0.000000,15.7

52,12:45-13:00,3.87,9.660000,0.920000,0.000000,14.45

53,13:00-13:15,3.31,9.660000,0.820000,0.000000,13.79

54,13:15-13:30,2.73,9.660000,0.820000,0.000000,13.21

55,13:30-13:45,2.73,9.660000,0.820000,0.000000,13.21

56,13:45-14:00,2.84,9.660000,0.820000,0.000000,13.32

57,14:00-14:15,3.67,9.660000,0.920000,1.930000,16.18

58,14:15-14:30,3.64,9.660000,0.920000,1.930000,16.15

59,14:30-14:45,3.22,9.660000,0.920000,1.930000,15.73

60,14:45-15:00,2.95,9.660000,0.920000,1.930000,15.46

61,15:00-15:15,3.18,9.660000,0.920000,1.930000,15.69

62,15:15-15:30,3.58,9.660000,0.920000,1.930000,16.09

63,15:30-15:45,4.07,9.660000,0.920000,1.930000,16.58

64,15:45-16:00,3.37,9.660000,0.920000,1.930000,15.88

65,16:00-16:15,3.01,9.660000,0.630000,1.930000,15.23

66,16:15-16:30,3.83,9.660000,0.630000,1.930000,16.05

67,16:30-16:45,3.8,9.660000,0.630000,1.930000,16.02

68,16:45-17:00,2.12,9.660000,0.630000,1.930000,14.34

69,17:00-17:15,0.69,9.660000,0.630000,1.930000,12.91

70,17:15-17:30,0.39,9.660000,0.630000,1.930000,12.61

71,17:30-17:45,0.15,9.660000,0.630000,1.930000,12.37

72,17:45-18:00,0,9.660000,0.630000,1.930000,12.22

73,18:00-18:15,0,9.660000,0.630000,1.930000,12.22

74,18:15-18:30,0,9.660000,0.630000,1.930000,12.22

75,18:30-18:45,0,9.660000,0.630000,1.930000,12.22

76,18:45-19:00,0,9.660000,0.630000,1.930000,12.22

77,19:00-19:15,0,9.660000,0.720000,1.930000,12.31

78,19:15-19:30,0,9.660000,0.720000,1.930000,12.31

79,19:30-19:45,0,9.660000,0.720000,1.930000,12.31

80,19:45-20:00,0,9.660000,0.720000,1.930000,12.31

81,20:00-20:15,0,9.660000,0.680000,1.930000,12.27

82,20:15-20:30,0,9.660000,0.680000,1.930000,12.27

83,20:30-20:45,0,9.660000,0.680000,1.930000,12.27

84,20:45-21:00,0,9.660000,0.680000,1.930000,12.27

85,21:00-21:15,0,9.660000,0.680000,1.930000,12.27

86,21:15-21:30,0,9.660000,0.680000,1.930000,12.27

87,21:30-21:45,0,9.660000,0.680000,1.930000,12.27

88,21:45-22:00,0,9.660000,0.680000,1.930000,12.27

89,22:00-22:15,0,9.660000,0.680000,1.930000,12.27

90,22:15-22:30,0,9.660000,0.680000,1.930000,12.27

91,22:30-22:45,0,9.660000,0.680000,1.930000,12.27

92,22:45-23:00,0,9.660000,0.680000,1.930000,12.27

93,23:00-23:15,0,9.660000,0.630000,1.930000,12.22

94,23:15-23:30,0,9.660000,0.630000,1.930000,12.22

95,23:30-23:45,0,9.660000,0.630000,1.930000,12.22

96,23:45-24:00,0,9.660000,0.630000,1.930000,12.22

