Block,Time Block,JHAJJAR,CHAMERA2,KGSU1AND2,BRBCL,DADRT2,DHAULIGNGA,FSTPP I & II,CHAMERA1,DULHASTI,BSIUL,CHAMERA3,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,AURY_LF,TANDA2,SASAN,TALST2,SINGRAULI_HYDRO,TANAKPUR,SIMHST1,TEHRI,SIMHST2,TALA,SALAL,SEWA2,SINGRAULI,URI2,ANTA_LF,UNCHAHAR3,TelanganaSTPP,ANTA_GF,UNCHAHAR2,URI,AURY_CRF,VALLURNTECL,ANTA_CRF,UNCHAHAR1,ANTA_RF,UNCHAHAR4,KHSTPP-II,KHSTPP-I,KGSU3AND4,NLCEXP,KKNPPU2,KUDGI,KOLDAM,NJPC,KISHANGANGA,MAPS,NAPP,KOTESHWR,KKNP,RAPPB,NLCIIST1,RIHAND2,NLCIIST2,NLCTS2EXP,RIHAND1,RAMPUR,RSTPSU1TO6,NNTPP,RAPPC,NTPL,RSTPSU7,PARBATI3,RIHAND3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,251.2,0,0,19.19,460.6,0,15.05,0,0,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.72,0,0,0,0,1.34,0,134,4.26,0,21.81,0,0,17.52,1.59,0,0,0,16.99,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

64,15:45-16:00,251.2,0,0,19.19,532.55,0,15.05,0,0,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.72,0,14.93,0,0,1.34,0,134,4.26,0,21.81,0,0,17.52,1.59,0,0,0,16.99,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

65,16:00-16:15,251.2,0,0,19.19,599.7,0,17.46,0,0,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.72,0,14.93,0,0,1.34,0,134,4.26,0,21.81,0,0,17.52,1.59,0,0,0,16.99,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

66,16:15-16:30,306.84,0,0,19.19,646.11,0,17.46,0,0,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.72,0,29.86,0,0,1.34,0,134,4.26,0,25.32,0,0,20.33,1.59,0,0,0,19.72,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

67,16:30-16:45,364.4,0,0,19.19,655.34,0,17.46,0,0,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.72,0,44.79,0,0,1.34,0,134,4.26,0,25.32,0,0,20.33,1.59,0,0,0,19.72,0,0,94.85,43.38,0,0,0,0,0,16.36,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

68,16:45-17:00,417.16,3.84,0,19.19,651.29,0,17.46,0,0,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.72,0,59.71,0,0,1.34,0,134,4.26,0,25.32,0,0,20.33,1.59,0,0,0,19.72,0,0,94.85,43.38,0,0,0,0,0,36.34,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

69,17:00-17:15,384.32,7.67,0,19.19,655.34,7.73,17.46,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.72,0,59.71,0,0,1.34,0,134,4.26,0,25.32,0,0,20.33,1.59,0,0,0,19.72,0,0,94.85,43.38,0,0,0,0,0,59.05,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

70,17:15-17:30,413.32,25.27,0,19.19,655.34,15.46,17.46,11.52,15.81,1.06,0,0,0,0,0,0,0,0,0,267.82,0,0,1.72,0,59.71,0,0,1.34,0,134,4.26,0,25.32,0,0,20.33,1.59,0,0,0,19.72,0,0,94.85,43.38,0,0,0,0,0,72.68,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

71,17:30-17:45,418.45,25.27,0,19.19,655.34,23.32,17.46,23.49,31.62,6.25,9.29,0,0,0,0,0,0,0,0,267.82,0,0,1.72,0,59.71,0,0,1.34,5.06,134,4.26,0,25.32,0,0,20.33,1.59,0,0,0,19.72,0,0,94.85,43.38,0,0,0,0,0,99.93,0,0,41.5,17.03,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

72,17:45-18:00,418.45,25.27,0,19.19,655.34,35.06,17.46,40.43,31.62,12.51,27.88,0,0,0,0,0,0,0,0,267.82,0,0,1.72,0,59.71,0,0,1.34,10.11,134,4.26,0,25.32,0,0,20.33,1.59,0,0,0,19.72,0,0,94.85,43.38,0,0,0,0,0,134.63,0,0,41.5,28.95,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

73,18:00-18:15,418.45,25.27,0,19.19,654.99,35.06,17.46,40.43,31.62,12.51,27.88,0,0,0,0,0,0,0,0,278.49,0,0,1.72,0,59.71,0,0,1.34,10.11,134,4.26,0,25.32,0,0,20.33,1.59,0,0,0,19.72,0,0,94.85,43.38,0,0,0,0,0,134.63,0,0,41.5,28.95,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

74,18:15-18:30,418.45,25.27,0,19.19,654.99,35.06,17.46,40.43,31.62,12.51,27.88,0,0,0,0,0,0,0,0,299.96,0,0,1.72,0,59.71,0,0,1.34,10.11,134,4.26,0,25.32,0,0,20.33,1.59,0,0,0,19.72,0,0,94.85,43.38,0,0,0,0,0,134.63,0,0,41.5,28.95,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

75,18:30-18:45,418.45,25.27,0,19.19,654.99,35.06,17.46,40.43,31.62,12.51,27.88,0,0,0,0,0,0,0,0,313.76,0,0,1.72,0,59.71,0,0,12.26,10.11,134,4.26,0,25.32,0,0,20.33,1.59,0,0,0,19.72,0,0,94.85,43.38,0,0,0,0,0,134.63,0,0,41.5,28.95,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

76,18:45-19:00,418.45,25.27,0,19.19,654.99,35.06,17.46,40.43,31.62,12.51,27.88,0,0,0,0,0,0,0,0,323.07,0,0,1.72,0,59.71,0,0,49.05,10.11,134,4.26,0,25.32,0,0,20.33,1.59,0,0,0,19.72,0,0,94.85,43.38,0,0,0,0,0,134.63,0,0,41.5,28.95,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

77,19:00-19:15,418.45,25.27,0,19.19,655.34,23.57,17.46,40.43,31.62,12.51,27.88,0,0,0,0,0,0,0,0,331.72,0,0,1.72,0,59.71,0,0,49.05,5.06,134,4.26,0,25.32,0,0,20.33,25.41,0,0,0,19.72,0,0,94.85,43.38,0,0,0,0,0,134.63,0,0,41.5,28.95,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,3.66,119.26,0,0,0,0,0

78,19:15-19:30,418.45,25.27,0,19.19,655.34,15.46,17.46,23.49,15.81,6.25,1.22,0,0,0,0,0,0,0,0,334.78,0,0,1.72,0,59.71,0,0,49.05,0,134,4.26,0,25.32,0,0,20.33,25.41,0,0,0,19.72,0,0,94.85,43.38,0,0,0,0,0,99.93,0,0,41.5,17.03,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,15.88,119.26,0,0,0,0,0

79,19:30-19:45,417.16,12.63,0,19.19,655.34,7.73,17.46,11.52,15.81,6.25,0,0,0,0,0,0,0,0,0,334.78,0,0,1.72,0,59.71,0,0,49.05,0,134,4.26,0,25.32,0,0,20.33,4.23,0,0,0,19.72,0,0,94.85,43.38,0,0,0,0,0,68.14,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,15.88,119.26,0,0,0,0,0

80,19:45-20:00,417.16,0,0,19.19,655.34,0,17.46,0,15.81,1.06,0,0,0,0,0,0,0,0,0,334.78,0,0,1.72,0,59.71,0,0,12.26,0,134,4.26,0,25.32,0,0,20.33,4.23,0,0,0,19.72,0,0,94.85,43.38,0,0,0,0,0,40.89,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,15.88,119.26,0,0,0,0,0

81,20:00-20:15,417.16,0,0,19.19,655.34,0,17.46,0,15.81,0,0,0,0,0,0,0,0,0,0,334.78,0,0,1.72,0,59.71,0,0,1.34,0,134,4.26,0,25.32,0,0,20.33,8.47,0,0,0,19.72,0,0,94.85,43.38,0,0,0,0,0,16.36,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,15.88,119.26,0,0,0,0,0

82,20:15-20:30,417.16,0,0,19.19,655.34,0,17.46,0,15.81,0,0,0,0,0,0,0,0,0,0,334.78,0,0,1.72,0,59.71,0,0,1.34,0,134,4.26,0,25.32,0,0,20.33,8.47,0,0,0,19.72,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,15.88,119.26,0,0,0,0,0

83,20:30-20:45,417.16,0,0,19.19,655.34,0,17.46,0,15.81,0,0,0,0,0,0,0,0,0,0,334.78,0,0,1.72,0,59.71,0,0,1.34,0,134,4.26,0,25.32,0,0,20.33,13.77,0,0,0,19.72,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,15.88,119.26,0,0,0,0,0

84,20:45-21:00,417.16,0,0,19.19,655.34,0,17.46,0,15.81,0,0,0,0,0,0,0,0,0,0,334.78,0,0,1.72,0,44.79,0,0,1.34,0,134,4.26,0,25.32,0,0,20.33,13.77,0,0,0,19.72,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,3.42,119.26,0,0,0,0,0

85,21:00-21:15,359.6,0,0,19.19,655.34,0,15.05,0,15.81,0,0,0,0,0,0,0,0,0,0,334.78,0,0,1.72,0,44.79,0,0,1.34,0,134,4.26,0,25.32,0,0,20.33,13.77,0,0,0,19.72,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

86,21:15-21:30,302.05,0,0,19.19,655.34,0,15.05,0,15.81,0,0,0,0,0,0,0,0,0,0,334.78,0,0,1.72,0,44.79,0,0,1.34,0,134,4.26,0,25.32,0,0,20.33,13.77,0,0,0,19.72,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

87,21:30-21:45,299.17,0,0,19.19,651.46,0,15.05,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.72,0,29.86,0,0,1.34,0,134,4.26,0,25.32,0,0,20.33,8.47,0,0,0,19.72,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

88,21:45-22:00,299.17,0,0,19.19,651.29,0,15.05,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.72,0,29.86,0,0,1.34,0,134,4.26,0,21.81,0,0,17.52,8.47,0,0,0,16.99,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

89,22:00-22:15,299.17,0,0,19.19,651.29,0,15.05,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.72,0,29.86,0,0,1.34,0,134,4.26,0,21.81,0,0,17.52,2.12,0,0,0,16.99,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

90,22:15-22:30,299.17,0,0,19.19,651.29,0,15.05,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.72,0,29.86,0,0,1.34,0,134,4.26,0,21.81,0,0,17.52,2.12,0,0,0,16.99,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

91,22:30-22:45,299.17,0,0,19.19,651.29,0,15.05,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.72,0,29.86,0,0,1.34,0,134,4.26,0,21.81,0,0,17.52,4.23,0,0,0,16.99,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

92,22:45-23:00,299.17,0,0,19.19,651.29,0,15.05,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.72,0,14.93,0,0,1.34,0,134,4.26,0,21.81,0,0,17.52,4.23,0,0,0,16.99,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

93,23:00-23:15,299.17,0,0,19.19,584.5,0,15.05,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.72,0,14.93,0,0,1.34,0,134,4.26,0,21.81,0,0,17.52,4.23,0,0,0,16.99,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

94,23:15-23:30,299.17,0,0,19.19,555.72,0,15.05,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.72,0,0,0,0,1.34,0,134,4.26,0,21.81,0,0,17.52,8.47,0,0,0,16.99,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

95,23:30-23:45,299.17,0,0,19.19,517.35,0,15.05,0,15.81,0,0,0,0,0,0,0,0,0,0,278.61,0,0,1.72,0,0,0,0,1.34,0,134,4.26,0,21.81,0,0,17.52,2.12,0,0,0,16.99,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

96,23:45-24:00,299.17,0,0,19.19,478.98,0,15.05,0,15.81,0,0,0,0,0,0,0,0,0,0,291.74,0,0,1.72,0,0,0,0,1.34,0,134,4.26,0,21.81,0,0,17.52,2.12,0,0,0,16.99,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

