Block,Time Block,BSIUL,BRBCL,CHAMERA1,NTPL,RAMPUR,PARBATI3,RAPPC,RAPPB,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_CRF,ANTA_LF,AURY_GF,ANTA_GF,AURY_CRF,AURY_RF,NNTPP,NLCTS2EXP,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,URI,NLCIIST1,NJPC,NAPP,NLCEXP,NLCIIST2,UNCHAHAR2,KOTESHWR,KKNPPU2,KUDGI,KOLDAM,MAPS,CHAMERA3,CHAMERA2,DADRT2,KISHANGANGA,KHSTPP-II,KKNP,KGSU3AND4,KHSTPP-I,FSTPP I & II,DHAULIGNGA,DULHASTI,KGSU1AND2,JHAJJAR,RSTPSU1TO6,SASAN,RIHAND2,RIHAND1,SEWA2,RSTPSU7,SALAL,SIMHST1,SIMHST2,RIHAND3,TALST2,SINGRAULI,TANDA2,TALA,TANAKPUR,SINGRAULI_HYDRO,TelanganaSTPP,TEHRI,UNCHAHAR1,DADRI_GF,DADRI_RF,DADRI_LF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,16.3,1.07,0,0,41.9,0,0,14.91,8.53,0,0,0,0,0,0,317.36,0,95.08,0,0,43.49,14.98,0,0,0,230.81,0,381.37,114.21,88.48,0,0,1.35,0,0,119.56,0,128.51,0,0,1.11,0,0,14.85,13.76,0,0,0,0,0,0,0,0

64,15:45-16:00,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,16.3,1.07,0,0,41.9,0,0,14.91,8.53,0,0,0,0,0,0,336.6,0,95.08,0,0,43.49,14.98,0,0,0,286.74,0,381.37,114.21,88.48,0,0,1.35,0,0,119.56,0,128.51,0,0,1.11,0,0,29.69,13.76,0,0,0,0,0,0,0,0

65,16:00-16:15,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,1.07,0,0,41.9,0,0,16.88,8.53,0,0,0,0,0,0,355.83,0,95.08,0,0,43.49,17.5,0,0,0,348.29,0,381.37,114.21,88.48,0,0,1.35,0,0,119.56,0,128.51,0,0,6.03,0,0,29.69,17.64,0,0,0,0,0,0,0,0

66,16:15-16:30,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,1.07,0,0,41.9,0,0,20.28,8.53,0,0,0,0,0,0,361.34,0,95.08,0,0,43.49,17.5,0,0,0,423.15,0,381.37,114.21,88.48,0,0,1.35,0,0,119.56,0,128.51,0,0,6.03,0,0,29.94,19.77,0,0,0,0,0,0,0,0

67,16:30-16:45,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,1.07,0,0,41.9,0,0,11.3,8.53,0,0,0,0,0,0,435.53,0,95.08,0,0,43.49,17.5,0,0,0,423.15,0,381.37,114.21,88.48,0,0,1.35,0,0,119.56,0,128.51,0,0,1.11,0,0,44.9,19.77,0,0,0,0,0,0,0,0

68,16:45-17:00,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,1.07,0,22.49,41.9,0,0,0.68,8.53,0,0,0,0,0,0,553.32,0,95.08,0,0,43.49,17.5,0,0,0,423.15,0,381.37,114.21,88.48,0,0,1.35,0,0,119.56,0,128.51,0,0,1.11,0,0,59.86,19.77,0,0,0,0,0,0,0,0

69,17:00-17:15,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,2.13,0,44.99,41.9,0,0,0.72,8.53,0,0,0,0,0,0,630.41,0,95.08,0,0,43.49,17.5,7.75,15.85,0,328.03,0,381.37,114.21,88.48,0,0,1.35,0,0,119.56,0,128.51,0,0,1.11,0,0,59.86,19.77,0,0,0,0,0,0,0,0

70,17:15-17:30,1.06,19.23,11.55,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,2.13,0,68.03,41.9,0,0,0.72,17.07,0,0,0,0,0,3.2,656.25,0,95.08,0,0,43.49,17.5,15.54,31.7,0,413.96,0,381.37,114.21,88.48,0,0,1.35,0,0,119.56,0,128.51,0,0,1.11,0,0,59.86,19.77,0,0,0,0,0,0,0,0

71,17:30-17:45,6.27,19.23,23.55,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,7.65,0,89.98,41.9,0,0,0.72,25.6,0,0,0,0,9.31,12.67,656.98,0,95.08,0,0,43.49,17.5,15.78,47.54,0,420.26,0,381.37,114.21,88.48,0,0,1.35,0,0,119.56,0,128.51,0,0,1.11,0,0,59.86,19.77,0,0,0,0,0,0,0,0

72,17:45-18:00,12.54,19.23,40.54,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,7.65,0,134.96,41.9,0,0,0.72,38.3,0,0,0,0,27.95,25.33,656.98,0,95.08,0,0,43.49,17.5,35.15,47.54,0,420.26,0,381.37,114.21,88.48,5.07,0,1.35,0,0,119.56,0,128.51,0,0,1.11,0,0,59.86,19.77,0,0,0,0,0,0,0,0

73,18:00-18:15,12.54,19.23,40.54,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,4.24,0,134.96,41.9,0,0,0.72,38.3,0,0,0,0,27.95,25.33,656.98,0,95.08,0,0,43.49,17.5,35.15,47.54,0,420.26,0,381.37,114.21,88.48,5.07,0,1.35,0,0,119.56,0,128.83,0,0,1.11,0,0,59.86,19.77,0,0,0,0,0,0,0,0

74,18:15-18:30,12.54,19.23,40.54,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,4.24,0,134.96,41.9,0,0,0.72,38.3,0,0,0,0,27.95,25.33,656.98,0,95.08,0,0,43.49,17.5,35.15,47.54,0,420.26,0,381.37,114.21,88.48,5.07,0,1.35,0,0,119.56,0,128.83,0,0,1.11,0,0,59.86,19.77,0,0,0,0,0,0,0,0

75,18:30-18:45,12.54,19.23,40.54,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,4.24,0,134.96,41.9,0,0,0.72,38.3,0,0,0,0,27.95,25.33,656.98,0,95.08,0,0,43.49,17.5,35.15,47.54,0,420.26,0,381.37,114.21,88.48,5.07,0,1.35,0,0,119.56,0,128.83,0,0,1.11,0,0,59.86,19.77,0,0,0,0,0,0,0,0

76,18:45-19:00,12.54,19.23,40.54,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,4.24,0,134.96,41.9,0,0,0.72,38.3,0,0,0,0,27.95,25.33,656.98,0,95.08,0,0,43.49,17.5,35.15,47.54,0,420.26,0,381.37,114.21,88.48,5.07,0,1.35,0,0,119.56,0,128.83,0,0,1.11,0,0,59.86,19.77,0,0,0,0,0,0,0,0

77,19:00-19:15,12.54,19.23,40.54,0,0,3.67,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,25.48,0,112.47,41.9,0,0,0.72,38.3,0,0,0,0,27.95,25.33,656.98,0,95.08,0,0,43.49,17.5,23.63,47.54,0,423.15,0,381.37,114.21,88.48,5.07,0,1.35,0,0,119.56,0,128.83,0,0,1.11,0,0,59.86,19.77,0,0,0,0,0,0,0,0

78,19:15-19:30,6.27,19.23,23.55,0,0,15.92,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,25.48,0,89.98,41.9,0,0,0.72,18.96,0,0,0,0,1.22,12.56,656.98,0,95.08,0,0,43.49,17.5,15.5,31.7,0,423.15,0,381.37,114.21,88.48,0,0,8.93,0,0,119.56,0,128.83,0,0,1.11,0,0,59.86,19.77,0,0,0,0,0,0,0,0

79,19:30-19:45,1.06,19.23,11.55,0,0,15.92,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,25.48,0,63.75,41.9,0,0,0.72,8.53,0,0,0,0,0,12.56,656.98,0,95.08,0,0,43.49,17.5,7.75,15.85,0,423.15,0,381.37,114.21,88.48,0,0,40.23,0,0,119.56,0,128.83,0,0,1.11,0,0,59.86,19.77,0,0,0,0,0,0,0,0

80,19:45-20:00,0,19.23,0,0,0,15.92,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,3.18,0,63.75,41.9,0,0,0.72,8.53,0,0,0,0,0,12.56,652.78,0,95.08,0,0,43.49,17.5,0,15.85,0,371.22,0,381.37,114.21,88.48,0,0,40.23,0,0,119.56,0,128.83,0,0,1.11,0,0,59.86,19.77,0,0,0,0,0,0,0,0

81,20:00-20:15,0,19.23,0,0,0,15.92,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,3.18,0,40.99,41.9,0,0,11.3,8.53,0,0,0,0,0,11.54,652.78,0,95.08,0,0,43.49,17.5,0,15.85,0,321.07,0,389.18,114.21,88.48,0,0,40.23,0,0,119.56,0,128.83,0,0,1.11,0,0,59.86,19.77,0,0,0,0,0,0,0,0

82,20:15-20:30,0,19.23,0,0,0,15.92,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,3.18,0,20.03,41.9,0,0,11.3,8.53,0,0,0,0,0,11.54,652.78,0,95.08,0,0,43.49,17.5,0,15.85,0,290.43,0,392.19,114.21,88.48,0,0,40.23,0,0,119.56,0,128.83,0,0,1.11,0,0,59.86,19.77,0,0,0,0,0,0,0,0

83,20:30-20:45,0,19.23,0,0,0,15.92,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,7.65,0,20.03,41.9,0,0,11.3,8.53,0,0,0,0,0,11.54,652.78,0,95.08,0,0,43.49,17.5,0,15.85,0,290.43,0,392.19,114.21,88.48,0,0,8.93,0,0,119.56,0,128.83,0,0,1.11,0,0,59.86,19.77,0,0,0,0,0,0,0,0

84,20:45-21:00,0,19.23,0,0,0,3.42,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,7.65,0,0,41.9,0,0,11.3,8.53,0,0,0,0,0,11.54,652.78,0,95.08,0,0,43.49,17.5,0,15.85,0,290.43,0,392.19,114.21,88.48,0,0,1.35,0,0,119.56,0,128.83,0,0,1.11,0,0,59.86,19.77,0,0,0,0,0,0,0,0

85,21:00-21:15,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,7.65,0,0,41.9,0,0,11.3,8.53,0,0,0,0,0,0,652.78,0,95.08,0,0,43.49,17.5,0,15.85,0,290.43,0,392.19,114.21,88.48,0,0,1.35,0,0,119.56,0,128.83,0,0,1.11,0,0,59.86,19.77,0,0,0,0,0,0,0,0

86,21:15-21:30,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,7.65,0,0,41.9,0,0,11.27,8.53,0,0,0,0,0,0,652.78,0,95.08,0,0,43.49,17.5,0,15.85,0,253.89,0,392.19,114.21,88.48,0,0,1.35,0,0,119.56,0,128.83,0,0,1.11,0,0,59.86,19.77,0,0,0,0,0,0,0,0

87,21:30-21:45,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,7.65,0,0,41.9,0,0,11.27,8.53,0,0,0,0,0,0,652.78,0,95.08,0,0,43.49,17.5,0,15.85,0,253.89,0,392.19,114.21,88.48,0,0,1.35,0,0,119.56,0,128.83,0,0,1.11,0,0,59.86,19.77,0,0,0,0,0,0,0,0

88,21:45-22:00,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,7.65,0,0,41.9,0,0,11.27,8.53,0,0,0,0,0,0,652.78,0,95.08,0,0,43.49,17.5,0,15.85,0,253.89,0,392.19,114.21,88.48,0,0,1.35,0,0,119.56,0,128.83,0,0,1.11,0,0,59.86,19.77,0,0,0,0,0,0,0,0

89,22:00-22:15,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,21.88,7.65,0,0,41.9,0,0,11.27,8.53,0,0,0,0,0,0,652.78,0,95.08,0,0,43.49,15.72,0,15.85,0,253.89,0,392.19,114.21,88.48,0,0,1.35,0,0,119.56,0,128.83,0,0,1.11,0,0,59.86,17.04,0,0,0,0,0,0,0,0

90,22:15-22:30,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,21.88,7.65,0,0,41.9,0,0,11.27,8.53,0,0,0,0,0,0,652.78,0,95.08,0,0,43.49,15.02,0,15.85,0,253.89,0,392.19,114.21,88.48,0,0,1.35,0,0,119.56,0,128.83,0,0,1.11,0,0,44.9,17.04,0,0,0,0,0,0,0,0

91,22:30-22:45,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,21.88,7.65,0,0,41.9,0,0,11.27,8.53,0,0,0,0,0,0,595.45,0,95.08,0,0,43.49,15.02,0,15.85,0,253.89,0,392.19,114.21,88.48,0,0,1.35,0,0,119.56,0,128.83,0,0,1.11,0,0,44.9,17.04,0,0,0,0,0,0,0,0

92,22:45-23:00,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,21.88,7.65,0,0,41.9,0,0,11.27,8.53,0,0,0,0,0,0,566.6,0,95.08,0,0,43.49,15.02,0,15.85,0,253.89,0,392.19,114.21,88.48,0,0,1.35,0,0,119.56,0,128.83,0,0,1.11,0,0,44.9,17.04,0,0,0,0,0,0,0,0

93,23:00-23:15,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,21.88,7.65,0,0,41.9,0,0,11.27,8.53,0,0,0,0,0,0,487.58,0,95.08,0,0,43.49,15.02,0,0,0,253.89,0,392.19,114.21,88.48,0,0,1.35,0,0,119.56,0,128.83,0,0,1.11,0,0,29.94,17.04,0,0,0,0,0,0,0,0

94,23:15-23:30,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,21.88,7.65,0,0,41.9,0,0,11.27,8.53,0,0,0,0,0,0,422.19,0,95.08,0,0,43.49,15.02,0,0,0,253.89,0,392.19,114.21,88.48,0,0,1.35,0,0,119.56,0,128.83,0,0,1.11,0,0,14.85,17.04,0,0,0,0,0,0,0,0

95,23:30-23:45,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,21.88,9.55,0,0,41.9,0,0,11.27,8.53,0,0,0,0,0,0,354.87,0,95.08,0,0,43.49,15.02,0,0,0,253.89,0,392.19,114.21,88.48,0,0,1.35,0,0,119.56,0,128.83,0,0,0.49,0,0,0,17.04,0,0,0,0,0,0,0,0

96,23:45-24:00,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,21.88,9.55,0,0,41.9,0,0,11.27,8.53,0,0,0,0,0,0,324.09,0,95.08,0,0,43.49,15.02,0,0,0,253.89,0,392.19,114.21,88.48,0,0,1.35,0,0,119.56,0,128.83,0,0,0.49,0,0,0,17.04,0,0,0,0,0,0,0,0

