Column1,Time,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,GNA/WR/2024/10/15/7089,GNA/NR/2024/10/16/2350,GNA/NR/2024/10/16/4393,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/10/01/9072,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/01102023/22052037/LT-59,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_02,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/10/01/3642,GNA/NR/2024/10/01/8106,NR/01102023/02122045/L_NR_2021_13,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/10/01/6101,GNA/NR/2024/10/01/9582,NR/01102023/31052040/LT-31
84,20:45-21:00,0,0,0,200,0,0,20,6.66,13,6.66,0,0,6.67,0,13,0,7,0,0,0,0,100.59,28.96,3.15,0,70.39,2.48,30.28,2.37,121.65,3.97,2.78,87.09,2.78,273,28.96,8.78,0,0,37.3,8.78,0

85,21:00-21:15,0,0,0,200,0,0,20,6.66,13,6.66,0,0,6.67,0,13,0,7,0,0,0,0,100.59,28.96,3.07,0,70.39,2.48,30.28,2.37,121.65,3.97,2.78,87.09,2.78,273,28.96,8.78,0,0,37.3,8.78,0

86,21:15-21:30,0,0,0,200,0,0,20,6.66,13,6.66,0,0,6.67,0,13,0,7,0,0,0,0,100.59,28.96,3.07,0,70.39,2.48,30.28,2.37,121.65,3.97,2.78,87.09,2.78,273,28.96,8.78,0,0,37.3,8.78,0

87,21:30-21:45,0,0,0,200,0,0,20,6.66,13,6.66,0,0,6.67,0,13,0,7,0,0,0,0,100.59,28.96,3.07,0,70.39,2.48,30.28,2.37,121.65,3.97,2.78,87.09,2.78,273,28.96,8.78,0,0,37.3,8.78,0

88,21:45-22:00,0,0,0,200,0,0,20,6.66,13,6.66,0,0,6.67,0,13,0,7,0,0,0,0,100.59,28.96,3.07,0,70.39,2.48,30.28,2.37,121.65,3.97,2.78,87.09,2.78,273,28.96,8.78,0,0,37.3,8.78,0

89,22:00-22:15,0,0,0,200,47.56,142.69,20,6.66,13,6.66,0,0,6.67,0,13,0,7,0,0,0,0,100.59,28.96,2.92,0,70.39,2.33,30.28,2.37,106.04,3.97,2.78,87.09,2.78,273,28.96,8.78,0,0,37.3,8.78,0

90,22:15-22:30,0,0,0,200,47.56,142.69,20,6.66,13,6.66,0,0,6.67,0,13,0,7,0,0,0,0,100.59,28.96,2.92,0,70.39,2.33,30.28,2.37,106.04,3.97,2.78,87.09,2.78,273,28.96,8.78,0,0,37.3,8.78,0

91,22:30-22:45,0,0,0,200,47.56,142.69,20,6.66,13,6.66,0,0,6.67,0,13,0,7,0,0,0,0,100.59,28.96,2.92,0,70.39,2.33,29.77,2.37,106.04,3.97,2.78,87.09,2.78,273,28.96,8.78,0,0,37.3,8.78,0

92,22:45-23:00,0,0,0,200,47.56,142.69,20,6.66,13,6.66,0,0,6.67,0,13,0,7,0,0,0,0,100.59,28.96,2.92,0,70.39,2.33,29.77,2.37,106.04,3.97,2.78,87.09,2.78,273,28.96,8.78,0,0,37.3,8.78,0

93,23:00-23:15,0,0,0,200,47.56,142.69,20,6.66,13,6.66,0,0,6.67,0,13,0,7,0,0,0,0,100.59,28.96,2.76,0,70.39,2.33,29.26,2.37,106.04,3.87,2.78,87.09,2.78,273,28.96,8.78,0,0,37.3,8.78,0

94,23:15-23:30,0,0,0,200,47.56,142.69,20,6.66,13,6.66,0,0,6.67,0,13,0,7,0,0,0,0,100.59,28.96,2.76,0,70.39,2.33,29.26,2.37,106.04,3.87,2.78,87.09,2.78,273,28.96,8.78,0,0,37.3,8.78,0

95,23:30-23:45,0,0,0,200,47.56,142.69,20,6.66,13,6.66,0,0,6.67,0,13,0,7,0,0,0,0,100.59,28.96,2.76,0,70.39,2.33,29.26,2.37,106.04,3.87,2.78,87.09,2.78,273,28.96,8.78,0,0,37.3,8.78,0

96,23:45-24:00,0,0,0,200,47.56,142.69,20,6.66,13,6.66,0,0,6.67,0,13,0,7,0,0,0,0,100.59,28.96,2.76,0,70.39,2.33,29.26,2.37,106.04,3.87,2.78,87.09,2.78,273,28.96,8.78,0,0,37.3,8.78,0

