Block,Time,NR/01102023/08032047/L_NR_2021_14,NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,NR/30092023/26122029/SH-06,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01042024/30042024/PTC/OA/32001,NR/01102023/06022042/L_NR_2012_02,NR/26072023/25122043/L_NR_2023_10,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/06022042/L_NR_2012_07,NR/04042024/30042024/SJVN040424NR1694,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,WR/01102023/30052048/L_NR_2022_10,SR/01102023/07102043/L_NR_2018_61,NR/01102023/31102037/L_NR_2019_11,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,NR/01102023/02012046/L_NR_2021_17,NR/01042024/31072024/LT_MEJA_DELHI,NR/16042024/30042024/IEX_240323_06617,NR/01102023/14082046/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/30092023/31122025/SH-07,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02122045/L_NR_2021_13,L_NR_2019_19,NR/01102023/22052037/LT-59,NR/01102023/19072037/LT-05,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,NR/16042024/31052024/IEX_240323_06618,NR/01102023/05012040/L_NR_2020_02,NR/22102023/11042047/L_NR_2021_16
68,16:45-17:00,38.87,0.000000,6.050000,6.210000,6.050000,100.500000,22.83,33,25.280000,33,48.240000,261.920000,31,28.770000,30,18,19.24,76.490000,0,0.000000,9.670000,272.770000,56,14.6,0.000000,21.34,22.84,0,16.090000,9.650000,0,111.04,25.280000,56,22.21,38.782902,3.570000,115.710000,68.5,74,48.240000,3.850000,37

69,17:00-17:15,30.08,0.000000,3.930000,4.020000,3.930000,100.500000,22.5,33,25.280000,33,48.240000,261.920000,25,28.770000,20,15,15.04,87.020000,0,0.000000,9.760000,272.770000,47.33,13.2,0.000000,23.34,22.5,0,16.090000,9.650000,0,96.95,25.280000,47.33,19.39,30.658074,3.570000,115.710000,67.5,60,48.240000,3.990000,30

70,17:15-17:30,25.33,0.000000,3.450000,3.530000,3.450000,100.500000,22.17,19.7,25.280000,29.93,48.240000,261.920000,18,28.770000,10,12,12,87.020000,0,0.000000,9.760000,272.770000,47,12.41,0.000000,23.34,22.16,0,16.090000,9.650000,0,77.9,25.280000,47,15.58,23.556156,3.570000,115.710000,66.5,42,48.240000,3.990000,23

71,17:30-17:45,18.05,0.000000,2.490000,2.560000,2.490000,100.500000,22,10.87,25.280000,20.46,48.240000,261.920000,12,28.770000,3,8,9,87.020000,0,0.000000,9.760000,272.770000,49.67,10.01,0.000000,23,22,0,16.090000,9.650000,0,58.38,25.280000,49.67,11.68,15.73333,3.570000,115.710000,66,28,48.240000,3.990000,16

72,17:45-18:00,13.59,0.000000,1.750000,1.790000,1.750000,100.500000,21.67,4.43,25.280000,12.23,48.240000,261.920000,6,28.770000,0,6,6,87.020000,0,0.000000,9.760000,272.770000,49.67,9.61,0.000000,23,21.66,0,16.090000,9.650000,0,42.7,25.280000,49.67,8.54,10.57007,3.570000,115.710000,65,14,48.240000,3.990000,11

73,18:00-18:15,8.45,0.000000,1.100000,1.130000,1.100000,100.500000,21.33,0,25.280000,0,48.240000,261.920000,3,28.770000,0,5,4,87.020000,0,0.000000,9.850000,272.770000,49,8.81,4.070000,22,21.34,0,16.090000,9.650000,0,30.21,25.280000,49,6.04,5.94262,3.720000,115.710000,64,7,48.240000,4.080000,9

74,18:15-18:30,5.65,0.000000,0.610000,0.620000,0.610000,100.500000,21,0,25.280000,0,48.240000,261.920000,1,29.280000,0,2,2,87.020000,0,0.000000,9.850000,272.770000,48.33,8.01,4.070000,21.34,21,0,16.090000,9.650000,0,22.43,25.280000,48.33,4.48,3.477894,3.720000,115.710000,63,2,48.240000,4.080000,5

75,18:30-18:45,3.63,0.000000,0.190000,0.200000,0.190000,100.500000,21.67,0,24.150000,0,48.240000,261.920000,0,29.780000,0,0,1,87.020000,0,0.000000,9.850000,272.770000,47.33,10.01,4.070000,24,21.66,0,16.090000,9.650000,0,10.7,30.870000,47.33,2.14,1.276202,3.720000,115.710000,65,1,48.240000,4.080000,1

76,18:45-19:00,1.61,0.000000,0.030000,0.030000,0.030000,100.500000,21.33,0,24.150000,0,48.240000,261.920000,0,30.280000,0,0,0.5,87.020000,0,0.000000,9.850000,272.770000,46.67,9.61,4.070000,23.34,21.34,0,16.090000,9.650000,0,3.39,30.870000,46.67,0.68,0,3.720000,115.710000,64,0,48.240000,4.080000,0

77,19:00-19:15,0.44,0.000000,0.000000,0.000000,0.000000,100.500000,21,0,24.150000,0,48.240000,261.920000,0,30.280000,0,0,0,87.020000,0,0.000000,9.950000,272.770000,40,9.21,4.070000,22.66,21,0,16.090000,9.650000,0,1.61,30.870000,40,0.32,0,4.110000,115.710000,63,0,48.240000,4.080000,0

78,19:15-19:30,0,0.000000,0.000000,0.000000,0.000000,100.500000,20.67,0,24.150000,0,48.240000,261.920000,0,29.780000,0,0,0,87.020000,0,0.000000,9.950000,272.770000,39.33,8.81,4.070000,22,20.66,0,16.090000,9.650000,0,0.72,30.870000,39.33,0.14,0,4.110000,115.710000,62,0,48.240000,4.080000,0

79,19:30-19:45,0,0.000000,0.000000,0.000000,0.000000,100.500000,23,0,24.150000,0,48.240000,261.920000,0,29.780000,0,0,0,87.020000,0,0.000000,9.950000,272.770000,45,8.41,4.070000,26.66,23,0,16.090000,9.650000,0,0.18,30.870000,45,0.03,0,4.340000,115.710000,69,0,48.240000,4.080000,0

80,19:45-20:00,0,0.000000,0.000000,0.000000,0.000000,100.500000,22.67,0,24.150000,0,48.240000,261.920000,0,29.280000,0,0,0,87.020000,0,0.000000,9.950000,272.770000,44.67,8.21,4.070000,26.34,22.66,0,16.090000,9.650000,0,0,30.870000,44.67,0,0,4.340000,94.530000,68,0,48.240000,4.080000,0

81,20:00-20:15,0,0.000000,0.000000,0.000000,0.000000,100.500000,27,0,30.870000,0,48.240000,234.950000,0,29.280000,0,0,0,68.040000,0,0.000000,10.040000,231.530000,49.67,7.81,4.070000,26,27,0,16.090000,9.650000,0,0,30.870000,49.67,0,0,4.510000,66.170000,81,0,48.240000,3.990000,0

82,20:15-20:30,0,0.000000,0.000000,0.000000,0.000000,100.500000,26.83,0,30.870000,0,48.240000,234.950000,0,29.280000,0,0,0,68.040000,0,0.000000,10.040000,231.530000,49,7.61,4.070000,25.66,26.84,0,16.090000,9.650000,0,0,30.870000,49,0,0,4.510000,94.530000,80.5,0,48.240000,3.990000,0

83,20:30-20:45,0,0.000000,0.000000,0.000000,0.000000,100.500000,21.79,0,30.870000,0,48.240000,261.920000,0,28.270000,0,0,0,87.020000,0,0.000000,10.040000,272.770000,40,7.21,4.070000,25.34,21.8,0,16.090000,9.650000,0,0,30.870000,40,0,0,4.510000,115.710000,65.38,0,48.240000,3.990000,0

84,20:45-21:00,0,0.000000,0.000000,0.000000,0.000000,100.500000,21.17,0,30.870000,0,48.240000,261.920000,0,28.270000,0,0,0,87.020000,0,0.000000,10.040000,272.770000,39.67,7.01,4.070000,24.66,21.18,0,16.090000,9.650000,0,0,30.870000,39.67,0,0,4.510000,115.710000,63.53,0,48.240000,3.990000,0

85,21:00-21:15,0,0.000000,0.000000,0.000000,0.000000,100.500000,20.77,0,30.870000,0,48.240000,261.920000,0,28.270000,0,0,0,87.020000,0,0.000000,10.130000,272.770000,39.67,7.01,4.220000,19.66,20.76,0,16.090000,9.650000,0,0,30.870000,39.67,0,0,4.510000,115.710000,62.31,0,48.240000,4.360000,0

86,21:15-21:30,0,0.000000,0.000000,0.000000,0.000000,100.500000,20.27,0,30.870000,0,48.240000,261.920000,0,28.270000,0,0,0,87.020000,0,0.000000,10.130000,272.770000,39.33,7.01,4.220000,19.34,20.28,0,16.090000,9.650000,0,0,30.870000,39.33,0,0,4.510000,115.710000,60.83,0,48.240000,4.360000,0

87,21:30-21:45,0,0.000000,0.000000,0.000000,0.000000,100.500000,19.81,0,30.870000,0,48.240000,261.920000,0,28.270000,0,0,0,87.020000,0,0.000000,10.130000,272.770000,39,7.01,4.220000,19.34,19.81,0,16.090000,9.650000,0,0,30.870000,39,0,0,4.510000,115.710000,59.42,0,48.240000,4.360000,0

88,21:45-22:00,0,0.000000,0.000000,0.000000,0.000000,100.500000,19.37,0,30.870000,0,48.240000,261.920000,0,28.270000,0,0,0,87.020000,0,0.000000,10.130000,272.770000,39,7.01,4.220000,19,19.36,0,16.090000,9.650000,0,0,30.870000,39,0,0,4.510000,115.710000,58.1,0,48.240000,4.360000,0

89,22:00-22:15,0,0.000000,0.000000,0.000000,0.000000,100.500000,19.17,0,30.870000,0,48.240000,261.920000,0,28.270000,0,0,0,87.020000,0,0.000000,10.230000,272.770000,46,7.01,4.220000,16.66,19.17,0,16.090000,9.650000,0,0,30.870000,46,0,0,4.190000,115.710000,57.51,0,48.240000,4.180000,0

90,22:15-22:30,0,0.000000,0.000000,0.000000,0.000000,100.500000,19.02,0,30.870000,0,48.240000,261.920000,0,28.270000,0,0,0,87.020000,0,0.000000,10.230000,272.770000,45.67,7.01,4.220000,16.66,19.02,0,16.090000,9.650000,0,0,30.870000,45.67,0,0,4.190000,115.710000,57.06,0,48.240000,4.180000,0

91,22:30-22:45,0,0.000000,0.000000,0.000000,0.000000,100.500000,18.77,0,30.870000,0,48.240000,261.920000,0,27.760000,0,0,0,87.020000,0,0.000000,10.230000,272.770000,44.67,7.01,4.220000,16.66,18.78,0,16.090000,9.650000,0,0,30.870000,44.67,0,0,4.190000,115.710000,56.31,0,48.240000,4.180000,0

92,22:45-23:00,0,0.000000,0.000000,0.000000,0.000000,100.500000,19.16,0,30.870000,0,48.240000,261.920000,0,27.760000,0,0,0,87.020000,0,0.000000,10.230000,272.770000,43.67,7.01,4.220000,16.66,19.16,0,16.090000,9.650000,0,0,30.870000,43.67,0,0,4.190000,115.710000,57.48,0,48.240000,4.180000,0

93,23:00-23:15,0,0.000000,0.000000,0.000000,0.000000,100.500000,19.63,0,30.870000,0,48.240000,261.920000,0,27.250000,0,0,0,87.020000,0,0.000000,10.310000,272.770000,44,7.01,3.990000,16.66,19.62,0,16.090000,9.650000,0,0,30.870000,44,0,0,4.110000,115.710000,58.88,0,48.240000,4.080000,0

94,23:15-23:30,0,0.000000,0.000000,0.000000,0.000000,100.500000,20.18,0,30.870000,0,48.240000,261.920000,0,27.250000,0,0,0,87.020000,0,0.000000,10.310000,272.770000,44.33,7.01,3.990000,17,20.16,0,16.090000,9.650000,0,0,30.870000,44.33,0,0,4.110000,115.710000,60.53,0,48.240000,4.080000,0

95,23:30-23:45,0,0.000000,0.000000,0.000000,0.000000,100.500000,20.82,0,30.870000,0,48.240000,261.920000,0,26.750000,0,0,0,87.020000,0,0.000000,10.310000,272.770000,51.67,7.01,3.990000,17.34,20.81,0,16.090000,9.650000,0,0,30.870000,51.67,0,0,4.110000,115.710000,62.44,0,48.240000,4.080000,0

96,23:45-24:00,0,0.000000,0.000000,0.000000,0.000000,100.500000,20.86,0,30.870000,0,48.240000,261.920000,0,26.750000,0,0,0,87.020000,0,0.000000,10.310000,272.770000,51.67,7.01,3.990000,17.66,20.87,0,16.090000,9.650000,0,0,30.870000,51.67,0,0,4.110000,115.710000,62.59,0,48.240000,4.080000,0

