Time,Block,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/30092023/31122025/SH-07,NR/24072024/24072024/IEX_240723_01681,NR/2024/21183/A/28755,NR/2024/21142/A/28433,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/2024/19779/A/28394,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/01102023/23072042/L_NR_2012_04,NR/2024/21062/A/28699,NR/2024/21339/A/28429,NR/2024/21089/A/28722,NR/2024/21173/A/28507,NR/2024/21096/A/28720,NR/2024/21075/A/28757,NR/2024/21238/A/28758,NR/2024/21199/A/28644,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/2024/21158/A/28480,NR/2024/21838/C,NR/2024/21087/A/28508,NR/2024/21186/A/28732,NR/2024/21072/A/28723,NR/01072024/31072024/R2,NR/2024/21153/A/28481,NR/2024/21830/C,NR/2024/21108/A/28713,NR/2024/21144/A/28668,NR/2024/20711/A/28784,NR/2024/21023/A/28646,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/2024/21227/A/28715,NR/2024/21682/A/28783,NR/2024/21160/A/28478,NR/2024/20574/A/28706,NR/2024/21715/A/28275,NR/2024/21141/A/28434,NR/2024/21152/A/28381,NR/2024/21113/A/28721,NR/2024/20688/A/28509,NR/2024/20931/A/28681,NR/2024/21826/C,NR/16072024/31072024/NR/16072024/31072024/717758,NR/30092023/26122029/SH-06,NR/2024/21159/A/28479,NR/2024/21099/A/28435,NR/2024/21150/A/28476,NR/2024/21146/A/28477,NR/2024/21694/A/28708,NR/2024/21847/C,NR/2024/21210/A/28432,NR/2024/21148/A/28475,NR/01102023/25122043/GNA_MEJA_DELHI,NR/2024/21103/A/28716,NR/2024/21076/A/28754,NR/2024/21156/A/28482,NR/2024/21567/A/28719,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/2024/20573/A/28707,NR/2024/20966/A/28383,NR/01102023/02012046/L_NR_2021_17,SR/2024/13586/C,NR/01102023/14082046/L_NR_2021_16,NR/2024/21823/C,Total
66,16:15-16:30,0.000000,23.470000,0.000000,21.220000,48.230000,12.430000,0.820000,0.000000,0.000000,24.120000,96.460000,37.260000,24.120000,24.120000,11.720000,2.890000,72.340000,12.420000,0.680000,0.000000,24.120000,24.730000,37.260000,0.000000,1.590000,27.970000,24.040000,0.480000,96.460000,96.460000,0.000000,15.140000,0.000000,241.150000,0.970000,0.000000,12.540000,0.000000,1.930000,37.260000,66.740000,48.230000,109.480000,0.000000,23.470000,0.880000,24.120000,0.880000,0.360000,0.000000,0.000000,48.230000,0.520000,0.000000,84.090000,90.670000,0.610000,12.420000,0.000000,0.000000,0.000000,4.820000,0,0.00,0,0.95,1570.87

67,16:30-16:45,0.000000,23.470000,0.000000,21.220000,48.230000,12.430000,0.820000,0.000000,0.000000,24.120000,96.460000,37.260000,24.120000,24.120000,11.720000,2.890000,72.340000,12.420000,0.680000,0.000000,24.120000,24.730000,37.260000,0.000000,1.590000,27.970000,24.040000,0.480000,96.460000,96.460000,0.000000,15.140000,0.000000,241.150000,0.970000,0.000000,12.540000,0.000000,1.930000,37.260000,66.740000,48.230000,109.480000,0.000000,23.470000,0.880000,24.120000,0.880000,0.360000,0.000000,0.000000,48.230000,0.520000,0.000000,84.090000,90.670000,0.610000,12.420000,0.000000,0.000000,0.000000,4.820000,0,0.00,0,0.79,1570.71

68,16:45-17:00,0.000000,23.470000,0.000000,21.220000,48.230000,12.430000,0.820000,0.000000,0.000000,24.120000,96.460000,37.260000,24.120000,24.120000,11.720000,2.890000,72.340000,12.420000,0.680000,0.000000,24.120000,24.730000,37.260000,0.000000,1.590000,27.970000,24.040000,0.480000,96.460000,96.460000,0.000000,15.140000,0.000000,241.150000,0.970000,0.000000,12.540000,0.000000,1.930000,37.260000,66.740000,48.230000,109.480000,0.000000,23.470000,0.880000,24.120000,0.880000,0.360000,0.000000,0.000000,48.230000,0.520000,0.000000,84.090000,90.670000,0.610000,12.420000,0.000000,0.000000,0.000000,4.820000,0,0.00,0,0.7,1570.62

69,17:00-17:15,0.000000,23.470000,0.000000,21.220000,48.230000,12.430000,0.820000,0.000000,0.000000,24.120000,96.460000,37.260000,24.120000,24.120000,11.720000,2.890000,72.340000,12.420000,0.680000,0.000000,24.120000,24.730000,37.260000,0.000000,1.590000,27.970000,24.040000,0.480000,96.460000,96.460000,0.000000,15.140000,0.000000,241.150000,0.970000,0.000000,12.540000,0.000000,1.930000,37.260000,66.740000,48.230000,109.480000,0.000000,23.470000,0.880000,24.120000,0.880000,0.360000,0.000000,0.000000,48.230000,0.520000,0.000000,84.090000,90.670000,0.610000,12.420000,0.000000,0.000000,0.000000,4.820000,0,0.00,0,0.57,1570.49

70,17:15-17:30,0.000000,23.470000,0.000000,21.220000,48.230000,12.430000,0.820000,0.000000,0.000000,24.120000,96.460000,37.260000,24.120000,24.120000,11.720000,2.890000,72.340000,12.420000,0.680000,0.000000,24.120000,24.730000,37.260000,0.000000,1.590000,27.970000,24.040000,0.480000,96.460000,96.460000,0.000000,15.140000,0.000000,241.150000,0.970000,0.000000,12.540000,0.000000,1.930000,37.260000,66.740000,48.230000,109.480000,0.000000,23.470000,0.880000,24.120000,0.880000,0.360000,0.000000,0.000000,48.230000,0.520000,0.000000,84.090000,90.670000,0.610000,12.420000,0.000000,0.000000,0.000000,4.820000,0,0.00,0,0.45,1570.37

71,17:30-17:45,0.000000,23.470000,0.000000,21.220000,48.230000,12.430000,0.820000,0.000000,0.000000,24.120000,96.460000,37.260000,24.120000,24.120000,11.720000,2.890000,72.340000,12.420000,0.680000,0.000000,24.120000,24.730000,37.260000,0.000000,1.590000,27.970000,24.040000,0.480000,96.460000,96.460000,0.000000,15.140000,0.000000,241.150000,0.970000,0.000000,12.540000,0.000000,1.930000,37.260000,66.740000,48.230000,109.480000,0.000000,23.470000,0.880000,24.120000,0.880000,0.360000,3.420000,0.000000,48.230000,0.520000,0.000000,84.090000,90.670000,0.610000,12.420000,0.000000,0.000000,0.000000,4.820000,0,0.00,0,0.42,1573.76

72,17:45-18:00,0.000000,23.470000,0.000000,21.220000,48.230000,12.430000,0.820000,0.000000,0.000000,24.120000,96.460000,37.260000,24.120000,24.120000,11.720000,2.890000,72.340000,12.420000,0.680000,0.000000,24.120000,24.730000,37.260000,0.000000,1.590000,27.970000,24.040000,0.480000,96.460000,96.460000,0.000000,15.140000,0.000000,241.150000,0.970000,0.000000,12.540000,0.000000,1.930000,37.260000,66.740000,48.230000,109.480000,0.000000,23.470000,0.880000,24.120000,0.880000,0.360000,3.380000,0.000000,48.230000,0.520000,0.000000,84.090000,90.670000,0.610000,12.420000,0.000000,0.000000,0.000000,4.820000,0,0.00,0,0.33,1573.63

73,18:00-18:15,0.000000,23.470000,0.000000,21.220000,48.230000,13.630000,0.820000,96.460000,0.000000,0.000000,0.000000,37.260000,24.120000,24.120000,0.000000,2.890000,0.000000,12.420000,0.680000,0.000000,24.120000,20.920000,37.260000,24.120000,1.590000,27.970000,24.040000,0.480000,96.460000,0.000000,72.340000,15.140000,0.000000,241.150000,0.970000,0.000000,11.580000,47.710000,1.930000,37.260000,66.740000,0.000000,164.220000,48.230000,23.470000,0.880000,24.120000,0.880000,0.360000,0.550000,0.000000,48.230000,0.520000,0.000000,84.090000,90.670000,0.610000,12.420000,0.000000,96.460000,0.000000,4.820000,0,0.00,0,0.22,1657.85

74,18:15-18:30,0.000000,23.470000,0.000000,21.220000,48.230000,13.630000,0.820000,96.460000,0.000000,0.000000,0.000000,37.260000,24.120000,24.120000,0.000000,2.890000,0.000000,12.420000,0.680000,0.000000,24.120000,20.920000,37.260000,24.120000,1.590000,27.970000,24.040000,0.480000,96.460000,0.000000,72.340000,15.140000,0.000000,241.150000,0.970000,0.000000,11.580000,47.710000,1.930000,37.260000,66.740000,0.000000,164.220000,48.230000,23.470000,0.880000,24.120000,0.880000,0.360000,0.330000,0.000000,48.230000,0.520000,0.000000,84.090000,90.670000,0.610000,12.420000,0.000000,96.460000,0.000000,4.820000,0,0.00,0,0.13,1657.54

75,18:30-18:45,0.000000,23.470000,0.000000,21.220000,48.230000,13.630000,0.820000,96.460000,0.000000,0.000000,0.000000,37.260000,24.120000,43.410000,0.000000,2.890000,0.000000,12.420000,0.680000,0.000000,24.120000,20.920000,37.260000,24.120000,1.590000,27.970000,24.040000,0.480000,96.460000,0.000000,72.340000,15.140000,0.000000,241.150000,0.970000,0.000000,11.580000,47.710000,1.930000,37.260000,66.740000,0.000000,164.220000,48.230000,23.470000,0.880000,24.120000,0.880000,0.360000,0.340000,0.000000,48.230000,0.520000,0.000000,84.090000,90.670000,0.610000,12.420000,0.000000,96.460000,0.000000,4.820000,0,0.00,0,0,1676.71

76,18:45-19:00,0.000000,23.470000,0.000000,21.220000,48.230000,13.630000,0.820000,96.460000,0.000000,0.000000,0.000000,37.260000,24.120000,43.410000,0.000000,2.890000,0.000000,12.420000,0.680000,0.000000,24.120000,20.920000,37.260000,24.120000,1.590000,27.970000,24.040000,0.480000,96.460000,0.000000,72.340000,15.140000,0.000000,241.150000,0.970000,0.000000,11.580000,47.710000,1.930000,37.260000,66.740000,0.000000,164.220000,48.230000,23.470000,0.880000,24.120000,0.880000,0.360000,0.340000,0.000000,48.230000,0.520000,0.000000,84.090000,90.670000,0.610000,12.420000,0.000000,96.460000,0.000000,4.820000,0,0.00,0,0,1676.71

77,19:00-19:15,0.000000,32.000000,0.000000,21.220000,48.230000,13.630000,0.820000,96.460000,0.000000,0.000000,0.000000,37.260000,24.120000,43.410000,0.000000,2.890000,0.000000,12.420000,0.680000,0.000000,24.120000,20.920000,37.260000,24.120000,1.590000,27.970000,24.040000,0.480000,96.460000,0.000000,72.340000,15.140000,0.000000,241.150000,0.970000,0.000000,11.580000,47.710000,1.930000,37.260000,66.740000,0.000000,164.220000,48.230000,0.000000,0.880000,24.120000,0.880000,0.360000,2.230000,33.760000,48.230000,0.520000,0.000000,84.090000,90.670000,0.610000,12.420000,0.000000,96.460000,0.000000,4.820000,0,0.00,0,0,1697.42

78,19:15-19:30,0.000000,32.000000,0.000000,21.220000,48.230000,13.630000,0.820000,96.460000,0.000000,0.000000,0.000000,37.260000,24.120000,43.410000,0.000000,2.890000,0.000000,12.420000,0.680000,0.000000,24.120000,20.920000,37.260000,24.120000,1.590000,27.970000,24.040000,0.480000,96.460000,0.000000,72.340000,15.140000,0.000000,241.150000,0.970000,0.000000,11.580000,47.710000,1.930000,37.260000,66.740000,0.000000,164.220000,48.230000,0.000000,0.880000,24.120000,0.880000,0.360000,2.150000,33.760000,48.230000,0.520000,0.000000,84.090000,90.670000,0.610000,12.420000,0.000000,96.460000,0.000000,4.820000,0,0.00,0,0,1697.34

79,19:30-19:45,0.000000,32.000000,0.000000,21.220000,48.230000,13.630000,0.820000,96.460000,0.000000,0.000000,0.000000,37.260000,24.120000,43.410000,0.000000,2.890000,0.000000,12.420000,0.680000,0.000000,24.120000,20.920000,37.260000,24.120000,1.590000,27.970000,24.040000,0.480000,96.460000,0.000000,72.340000,15.140000,0.000000,241.150000,0.970000,0.000000,11.580000,47.710000,1.930000,37.260000,66.740000,0.000000,164.220000,48.230000,0.000000,0.880000,24.120000,0.880000,0.360000,2.250000,33.760000,48.230000,0.520000,0.000000,84.090000,90.670000,0.610000,12.420000,0.000000,96.460000,0.000000,4.820000,0,0.00,0,0,1697.44

80,19:45-20:00,0.000000,32.000000,0.000000,21.220000,48.230000,13.630000,0.820000,96.460000,0.000000,0.000000,0.000000,37.260000,24.120000,43.410000,0.000000,2.890000,0.000000,12.420000,0.680000,0.000000,24.120000,20.920000,37.260000,24.120000,1.590000,27.970000,24.040000,0.480000,96.460000,0.000000,72.340000,15.140000,0.000000,241.150000,0.970000,0.000000,11.580000,47.710000,1.930000,37.260000,66.740000,0.000000,164.220000,48.230000,0.000000,0.880000,24.120000,0.880000,0.360000,2.240000,33.760000,48.230000,0.520000,0.000000,84.090000,90.670000,0.610000,12.420000,0.000000,96.460000,0.000000,4.820000,0,0.00,0,0,1697.43

81,20:00-20:15,0.000000,32.000000,0.000000,21.220000,48.230000,13.630000,0.870000,96.460000,0.000000,0.000000,0.000000,37.260000,24.120000,43.410000,0.000000,2.890000,0.000000,12.420000,0.680000,0.000000,24.120000,20.920000,37.260000,24.120000,1.590000,27.970000,24.040000,0.480000,96.460000,0.000000,72.340000,15.140000,0.000000,241.150000,0.970000,0.000000,11.580000,47.710000,1.930000,37.260000,66.740000,0.000000,164.220000,48.230000,0.000000,0.880000,24.120000,0.880000,0.360000,2.590000,33.760000,48.230000,0.520000,0.000000,84.090000,90.670000,0.610000,12.420000,0.000000,96.460000,0.000000,4.820000,0,0.00,0,0,1697.83

82,20:15-20:30,0.000000,32.000000,0.000000,21.220000,48.230000,13.630000,0.870000,96.460000,0.000000,0.000000,0.000000,37.260000,24.120000,43.410000,0.000000,2.890000,0.000000,12.420000,0.680000,0.000000,24.120000,20.920000,37.260000,24.120000,1.590000,27.970000,24.040000,0.480000,96.460000,0.000000,72.340000,15.140000,0.000000,241.150000,0.970000,0.000000,11.580000,47.710000,1.930000,37.260000,66.740000,0.000000,164.220000,48.230000,0.000000,0.880000,24.120000,0.880000,0.360000,2.560000,33.760000,48.230000,0.520000,0.000000,84.090000,90.670000,0.610000,12.420000,0.000000,96.460000,0.000000,4.820000,0,0.00,0,0,1697.8

83,20:30-20:45,0.000000,32.000000,0.000000,21.220000,48.230000,13.630000,0.870000,96.460000,0.000000,0.000000,0.000000,37.260000,24.120000,43.410000,0.000000,2.890000,0.000000,12.420000,0.680000,0.000000,24.120000,20.920000,37.260000,24.120000,1.590000,27.970000,24.040000,0.480000,96.460000,0.000000,72.340000,15.140000,0.000000,241.150000,0.970000,0.000000,10.610000,47.710000,1.930000,37.260000,66.740000,0.000000,164.220000,0.000000,32.000000,0.880000,24.120000,0.880000,0.360000,2.550000,33.760000,48.230000,0.520000,0.000000,84.090000,90.670000,0.610000,12.420000,0.000000,96.460000,0.000000,4.820000,0,0.00,0,0,1680.59

84,20:45-21:00,0.000000,32.000000,0.000000,21.220000,48.230000,13.630000,0.870000,96.460000,0.000000,0.000000,0.000000,37.260000,24.120000,43.410000,0.000000,2.890000,0.000000,12.420000,0.680000,0.000000,24.120000,20.920000,37.260000,24.120000,1.590000,27.970000,24.040000,0.480000,96.460000,0.000000,72.340000,15.140000,0.000000,241.150000,0.970000,0.000000,10.610000,47.710000,1.930000,37.260000,66.740000,0.000000,164.220000,0.000000,32.000000,0.880000,24.120000,0.880000,0.360000,2.650000,33.760000,48.230000,0.520000,0.000000,84.090000,90.670000,0.610000,12.420000,0.000000,96.460000,0.000000,4.820000,0,0.00,0,0,1680.69

85,21:00-21:15,0.000000,32.000000,48.230000,21.220000,48.230000,13.630000,0.870000,96.460000,0.000000,0.000000,0.000000,37.260000,24.120000,43.410000,0.000000,2.890000,0.000000,12.420000,0.680000,0.000000,24.120000,20.920000,37.260000,24.120000,1.590000,27.970000,24.040000,0.480000,96.460000,0.000000,72.340000,15.140000,0.000000,241.150000,0.970000,0.000000,10.610000,47.710000,1.930000,37.260000,66.740000,0.000000,164.220000,0.000000,32.000000,0.880000,24.120000,0.880000,0.360000,2.320000,33.760000,48.230000,0.520000,0.000000,84.090000,90.670000,0.610000,12.420000,0.000000,96.460000,0.000000,4.820000,0,0.00,0,0,1728.59

86,21:15-21:30,0.000000,32.000000,48.230000,21.220000,48.230000,13.630000,0.870000,96.460000,0.000000,0.000000,0.000000,37.260000,24.120000,43.410000,0.000000,2.890000,0.000000,12.420000,0.680000,0.000000,24.120000,20.920000,37.260000,24.120000,1.590000,27.970000,24.040000,0.480000,96.460000,0.000000,72.340000,15.140000,0.000000,241.150000,0.970000,0.000000,10.610000,47.710000,1.930000,37.260000,66.740000,0.000000,164.220000,0.000000,32.000000,0.880000,24.120000,0.880000,0.360000,2.210000,33.760000,48.230000,0.520000,0.000000,84.090000,90.670000,0.610000,12.420000,0.000000,96.460000,0.000000,4.820000,0,0.00,0,0,1728.48

87,21:30-21:45,0.000000,32.000000,96.460000,21.220000,48.230000,13.630000,0.870000,96.460000,0.000000,0.000000,0.000000,37.260000,24.120000,43.410000,0.000000,2.890000,0.000000,12.420000,0.680000,0.000000,24.120000,20.920000,37.260000,24.120000,1.590000,27.970000,24.040000,0.480000,96.460000,0.000000,72.340000,15.140000,0.000000,241.150000,0.970000,0.000000,10.610000,47.710000,1.930000,37.260000,66.740000,0.000000,164.220000,0.000000,32.000000,0.880000,24.120000,0.880000,0.360000,2.320000,33.760000,48.230000,0.520000,0.000000,84.090000,90.670000,0.610000,12.420000,0.000000,96.460000,0.000000,4.820000,0,0.00,0,0,1776.82

88,21:45-22:00,0.000000,32.000000,96.460000,21.220000,48.230000,13.630000,0.870000,96.460000,0.000000,0.000000,0.000000,37.260000,24.120000,43.410000,0.000000,2.890000,0.000000,12.420000,0.680000,0.000000,24.120000,20.920000,37.260000,24.120000,1.590000,27.970000,24.040000,0.480000,96.460000,0.000000,72.340000,15.140000,0.000000,241.150000,0.970000,0.000000,10.610000,47.710000,1.930000,37.260000,66.740000,0.000000,164.220000,0.000000,32.000000,0.880000,24.120000,0.880000,0.360000,2.240000,33.760000,48.230000,0.520000,0.000000,84.090000,90.670000,0.610000,12.420000,0.000000,96.460000,0.000000,4.820000,0,0.00,0,0,1776.74

89,22:00-22:15,0.000000,32.000000,96.460000,21.220000,48.230000,13.630000,0.870000,96.460000,0.000000,0.000000,0.000000,37.260000,24.120000,43.410000,0.000000,2.890000,0.000000,12.420000,0.680000,96.460000,24.120000,20.920000,37.260000,24.120000,1.590000,27.970000,24.040000,0.480000,96.460000,0.000000,72.340000,15.140000,12.200000,241.150000,0.970000,12.060000,10.610000,47.710000,1.930000,37.260000,66.740000,0.000000,164.220000,0.000000,32.000000,0.880000,24.120000,0.880000,0.360000,1.640000,33.760000,48.230000,0.520000,0.000000,84.090000,90.670000,0.610000,12.420000,0.000000,96.460000,36.170000,4.820000,0,0.00,0,0,1933.03

90,22:15-22:30,0.000000,32.000000,96.460000,21.220000,48.230000,13.630000,0.870000,96.460000,0.000000,0.000000,0.000000,37.260000,24.120000,43.410000,0.000000,2.890000,0.000000,12.420000,0.680000,96.460000,24.120000,20.920000,37.260000,24.120000,1.590000,27.970000,24.040000,0.480000,96.460000,0.000000,72.340000,15.140000,12.200000,241.150000,0.970000,12.060000,10.610000,47.710000,1.930000,37.260000,66.740000,0.000000,164.220000,0.000000,32.000000,0.880000,24.120000,0.880000,0.360000,1.370000,33.760000,48.230000,0.520000,0.000000,84.090000,90.670000,0.610000,12.420000,0.000000,96.460000,36.170000,4.820000,0,0.00,0,0,1932.76

91,22:30-22:45,0.000000,32.000000,96.460000,21.220000,48.230000,13.630000,0.870000,96.460000,0.000000,0.000000,0.000000,37.260000,24.120000,67.520000,0.000000,2.890000,0.000000,12.420000,0.680000,96.460000,24.120000,20.920000,37.260000,24.120000,1.590000,27.970000,24.040000,0.480000,96.460000,0.000000,72.340000,15.140000,12.200000,241.150000,0.970000,12.060000,10.610000,47.710000,1.930000,37.260000,66.740000,0.000000,164.220000,0.000000,32.000000,0.880000,24.120000,0.880000,0.360000,1.500000,33.760000,48.230000,0.520000,0.000000,84.090000,90.670000,0.610000,12.420000,0.000000,96.460000,36.170000,4.820000,0,0.00,0,0,1957

92,22:45-23:00,0.000000,32.000000,96.460000,21.220000,48.230000,13.630000,0.870000,96.460000,0.000000,0.000000,0.000000,37.260000,24.120000,67.520000,0.000000,2.890000,0.000000,12.420000,0.680000,96.460000,24.120000,20.920000,37.260000,24.120000,1.590000,27.970000,24.040000,0.480000,96.460000,0.000000,72.340000,15.140000,12.200000,241.150000,0.970000,12.060000,10.610000,47.710000,1.930000,37.260000,66.740000,0.000000,164.220000,0.000000,32.000000,0.880000,24.120000,0.880000,0.360000,1.430000,33.760000,48.230000,0.520000,0.000000,84.090000,90.670000,0.610000,12.420000,0.000000,96.460000,36.170000,4.820000,0,0.00,0,0,1956.93

93,23:00-23:15,0.000000,32.000000,96.460000,21.220000,48.230000,13.630000,0.820000,96.460000,0.000000,0.000000,0.000000,37.260000,24.120000,67.520000,0.000000,2.890000,0.000000,12.420000,0.680000,144.690000,24.120000,20.920000,37.260000,24.120000,1.590000,27.970000,24.040000,0.480000,96.460000,0.000000,72.340000,15.140000,12.200000,241.150000,0.970000,12.060000,9.650000,47.710000,1.930000,37.260000,66.740000,0.000000,164.220000,0.000000,32.000000,0.880000,24.120000,0.880000,0.360000,1.480000,33.760000,48.230000,0.520000,0.000000,84.090000,90.670000,0.610000,12.420000,0.000000,96.460000,36.170000,4.820000,0,0.00,0,0,2004.2

94,23:15-23:30,0.000000,32.000000,96.460000,21.220000,48.230000,13.630000,0.820000,96.460000,0.000000,0.000000,0.000000,37.260000,24.120000,67.520000,0.000000,2.890000,0.000000,12.420000,0.680000,144.690000,24.120000,20.920000,37.260000,24.120000,1.590000,27.970000,24.040000,0.480000,96.460000,0.000000,72.340000,15.140000,12.200000,241.150000,0.970000,12.060000,9.650000,47.710000,1.930000,37.260000,66.740000,0.000000,164.220000,0.000000,32.000000,0.880000,24.120000,0.880000,0.360000,1.650000,33.760000,48.230000,0.520000,0.000000,84.090000,90.670000,0.610000,12.420000,0.000000,96.460000,36.170000,4.820000,0,0.00,0,0,2004.37

95,23:30-23:45,0.000000,32.000000,96.460000,21.220000,48.230000,13.630000,0.820000,96.460000,0.000000,0.000000,0.000000,37.260000,24.120000,67.520000,0.000000,2.890000,0.000000,12.420000,0.680000,144.690000,24.120000,20.920000,37.260000,24.120000,1.590000,27.970000,24.040000,0.480000,96.460000,0.000000,72.340000,15.140000,12.200000,241.150000,0.970000,12.060000,9.650000,47.710000,1.930000,37.260000,66.740000,0.000000,164.220000,0.000000,32.000000,0.880000,24.120000,0.880000,0.360000,2.070000,33.760000,48.230000,0.520000,0.000000,84.090000,90.670000,0.610000,12.420000,0.000000,96.460000,36.170000,4.820000,0,0.00,0,0,2004.79

96,23:45-24:00,0.000000,32.000000,96.460000,21.220000,48.230000,13.630000,0.820000,96.460000,0.000000,0.000000,0.000000,37.260000,24.120000,67.520000,0.000000,2.890000,0.000000,12.420000,0.680000,144.690000,24.120000,20.920000,37.260000,24.120000,1.590000,27.970000,24.040000,0.480000,96.460000,0.000000,72.340000,15.140000,12.200000,241.150000,0.970000,12.060000,9.650000,47.710000,1.930000,37.260000,66.740000,0.000000,164.220000,0.000000,32.000000,0.880000,24.120000,0.880000,0.360000,2.220000,33.760000,48.230000,0.520000,0.000000,84.090000,90.670000,0.610000,12.420000,0.000000,96.460000,36.170000,4.820000,0,0.00,0,0,2004.94

