Block,Time Block,DHAULIGNGA,DADRT2,CHAMERA1,BSIUL,CHAMERA3,CHAMERA2,BRBCL,KKNP,KKNPPU2,KHSTPP-II,KHSTPP-I,KISHANGANGA,SALAL,SEWA2,SINGRAULI,SASAN,SIMHST1,SINGRAULI_HYDRO,SIMHST2,VALLURNTECL,URI,URI2,NJPC,NAPP,NLCEXP,NLCIIST1,FSTPP I & II,KGSU3AND4,DULHASTI,JHAJJAR,KGSU1AND2,KOTESHWR,MAPS,KUDGI,UNCHAHAR4,TANDA2,UNCHAHAR3,TALST2,TelanganaSTPP,TANAKPUR,UNCHAHAR2,TALA,TEHRI,UNCHAHAR1,KOLDAM,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,RIHAND1,RAPPB,RSTPSU1TO6,RAPPD,RSTPSU7,NLCIIST2,RAMPUR,RIHAND3,NLCTS2EXP,RAPPC,NNTPP,NTPL,PARBATI3,RIHAND2,PARBATI2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,10.54,662.61,40.56,18.82,33.71,46.97,14.75,0,0,142.71,43.81,8.3,76.39,18.19,144.67,400.56,0,0.94,0,0,47.81,35.1,106.5,24.42,0,0,17.51,0,57.26,412.51,0,10.04,0,0,1.64,5.31,26.64,0,0,6.03,42.35,0,0,20.82,9.23,0,0,0,0,0,0,0,0,0,0,0,0,82.88,0,0,0,0,0,4.17,125.86,0,65.98,0,0,36.91,119.88,21.69,0,0,0,0,0

7,01:30-01:45,10.54,658.56,40.56,18.82,33.71,46.97,14.64,0,0,142.71,43.81,8.3,76.39,18.19,144.64,400.56,0,0.94,0,0,47.81,35.1,106.5,24.42,0,0,17.51,0,57.26,412.51,0,10.04,0,0,1.64,5.31,26.63,0,0,6.03,42.35,0,0,20.82,9.23,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,0,0,0,4.17,125.85,0,65.98,0,0,22.15,119.87,21.69,0,0,0,0,0

8,01:45-02:00,10.54,658.56,40.56,18.82,33.71,46.97,12.9,0,0,142.71,43.81,8.3,76.39,18.19,144.64,400.56,0,0.94,0,0,47.81,35.1,106.5,24.42,0,0,17.51,0,57.26,412.51,0,10.04,0,0,1.64,5.31,26.63,0,0,6.03,42.35,0,0,20.82,6.92,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,0,0,0,4.17,125.85,0,65.98,0,0,22.15,119.87,21.69,0,0,0,0,0

9,02:00-02:15,10.54,598.28,40.56,18.82,33.71,46.97,11.15,0,0,142.71,43.81,8.3,76.39,18.19,144.64,400.56,0,0.94,0,0,47.81,35.1,106.5,24.42,0,0,17.51,0,57.26,377.12,0,10.04,0,0,1.64,5.31,26.63,0,0,6.03,42.35,0,0,20.82,6.92,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,0,0,0,4.17,125.85,0,65.98,0,0,22.15,119.87,21.69,0,0,0,0,0

10,02:15-02:30,10.54,598.28,40.56,18.82,33.71,46.97,12.26,0,0,142.71,43.81,8.3,76.39,18.19,144.64,400.56,0,0.94,0,0,47.81,35.1,106.5,24.42,0,0,17.51,0,57.26,377.12,0,10.04,0,0,1.64,5.31,26.63,0,0,6.03,42.35,0,0,20.82,6.92,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,0,0,0,4.17,125.85,0,65.98,0,0,22.15,119.87,21.69,0,0,0,0,0

11,02:30-02:45,10.54,550.16,40.56,18.82,33.71,46.97,13.57,0,0,142.71,43.81,8.3,76.39,18.19,144.64,400.56,0,0.94,0,0,47.81,35.1,106.5,24.42,0,0,17.51,0,57.26,377.12,0,10.04,0,0,1.64,5.31,26.63,0,0,0.24,42.35,0,0,20.82,6.92,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,0,0,0,4.17,125.85,0,65.98,0,0,22.15,119.87,21.69,0,0,0,0,0

12,02:45-03:00,10.54,502.04,40.56,18.82,33.71,46.97,12.96,0,0,142.71,43.81,8.3,76.39,18.19,144.64,400.56,0,0.94,0,0,47.81,35.1,106.5,24.42,0,0,17.51,0,57.26,377.12,0,10.04,0,0,1.64,5.31,26.63,0,0,0.24,42.35,0,0,20.82,6.9,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,0,0,0,4.17,125.85,0,65.98,0,0,22.15,119.87,21.69,0,0,0,0,0

13,03:00-03:15,10.54,453.93,40.56,18.82,33.71,46.97,14.56,0,0,142.71,43.81,8.3,76.39,18.19,144.64,400.56,0,0.94,0,0,47.81,35.1,106.5,24.42,0,0,17.51,0,57.26,364.87,0,10.04,0,0,1.64,5.31,26.63,0,0,0.24,42.35,0,0,20.82,6.69,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,0,0,0,4.17,125.85,0,65.98,0,0,22.15,119.87,21.69,0,0,0,0,0

14,03:15-03:30,10.54,400.04,40.56,18.82,33.71,46.97,16.13,0,0,142.71,43.81,8.3,53.67,18.19,144.64,400.56,0,0.94,0,0,47.81,35.1,106.5,24.42,0,0,17.51,0,57.26,364.87,0,10.04,0,0,1.64,5.31,26.63,0,0,0.24,42.35,0,0,20.82,1.86,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,0,0,0,4.17,125.85,0,65.98,0,0,22.15,119.87,21.69,0,0,0,0,0

15,03:30-03:45,10.54,400.04,40.56,18.82,33.71,46.97,15.13,0,0,142.71,43.81,8.3,61.51,18.19,144.64,400.56,0,0.94,0,0,47.81,35.1,106.5,24.42,0,0,17.51,0,57.26,364.87,0,10.04,0,0,1.64,5.31,26.63,0,0,0.24,42.35,0,0,20.82,1.86,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,0,0,0,4.17,125.85,0,65.98,0,0,32.49,119.87,21.69,0,0,0,0,0

16,03:45-04:00,10.54,400.04,40.56,18.82,33.71,46.97,17.97,0,0,142.71,43.81,8.3,61.51,18.19,144.64,400.56,0,0.94,0,0,47.81,35.1,86.22,24.42,0,0,17.51,0,57.26,364.87,0,10.04,0,0,1.64,5.31,26.63,0,0,0.24,42.35,0,0,20.82,1.86,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,0,0,0,3.43,125.85,0,65.98,0,0,32.49,119.87,21.69,0,0,0,0,0

17,04:00-04:15,10.54,400.12,40.56,18.82,33.71,46.97,19.25,0,0,142.71,43.81,8.3,61.51,18.19,144.64,400.56,0,0.94,0,0,47.81,35.1,86.22,24.42,0,0,17.51,0,57.26,364.87,0,10.04,0,0,1.64,5.31,21.3,0,0,0.24,33.74,0,11.66,16.67,1.86,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,0,0,0,3.43,125.85,0,65.98,0,0,32.49,119.87,21.69,0,0,0,0,0

18,04:15-04:30,10.54,400.12,40.56,18.82,33.71,46.97,19.25,0,0,142.71,43.81,8.3,61.51,18.19,144.64,400.56,0,0.94,0,0,47.81,35.1,86.22,24.42,0,0,17.51,0,57.26,364.87,0,10.04,0,0,1.64,5.31,21.3,0,0,0.24,33.74,0,23.71,16.67,1.86,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,0,0,0,3.43,125.85,0,65.98,0,0,32.49,119.87,21.69,0,0,0,0,0

19,04:30-04:45,10.54,400.04,40.56,18.82,33.71,46.97,19.25,0,0,142.71,43.81,8.3,61.51,18.19,144.64,400.56,0,0.94,0,0,47.81,35.1,86.22,24.42,0,0,17.51,0,57.26,384.19,0,10.04,0,0,1.07,5.31,21.3,0,0,0.24,33.74,0,23.79,16.67,1.86,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,0,0,0,3.43,125.85,0,65.98,0,0,32.49,119.87,21.69,0,0,0,0,0

20,04:45-05:00,10.54,400.04,40.56,18.82,33.71,46.97,19.25,0,0,142.71,43.81,8.3,61.51,18.19,144.64,400.56,0,0.94,0,0,47.81,35.1,86.22,24.42,0,0,17.51,0,57.26,384.19,0,10.04,0,0,1.07,5.31,21.3,0,0,0.24,33.74,0,24.24,16.67,1.86,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,0,0,0,3.43,125.85,0,65.98,0,0,32.49,119.87,21.69,0,0,0,0,0

21,05:00-05:15,10.54,400.04,40.56,18.82,33.71,46.97,19.25,0,0,114.5,35.15,8.3,61.51,18.19,144.64,400.56,0,0.94,0,0,50.39,35.1,86.22,24.42,0,0,14.06,0,57.26,384.19,0,10.04,0,0,1.07,3.95,21.3,0,0,0.24,33.74,0,24.24,16.67,1.86,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,0,0,0,3.43,125.85,0,65.98,0,0,32.49,119.87,21.69,0,0,0,0,0

22,05:15-05:30,10.54,400.04,40.56,18.82,33.71,46.97,19.25,0,0,114.5,35.15,8.3,61.51,18.19,144.64,400.56,0,0.94,0,0,50.39,35.1,86.22,24.42,0,0,14.06,0,57.26,384.19,0,10.04,0,0,1.07,3.95,21.3,0,0,0.24,33.74,0,24.24,16.67,1.86,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,0,0,0,3.43,125.85,0,65.98,0,0,32.49,119.87,21.69,0,0,0,0,0

23,05:30-05:45,10.54,400.04,40.56,18.82,33.71,46.97,19.25,0,0,114.5,35.15,8.3,63.73,18.19,144.64,400.56,0,0.94,0,0,50.39,35.1,86.22,24.42,0,0,14.06,0,57.26,384.19,0,10.04,0,0,1.07,3.95,21.3,0,0,6.03,33.74,0,24.24,16.67,4.61,0,0,0,0,0,0,0,0,0,0,0,0,51.91,0,0,0,0,0,3.43,125.85,0,65.98,0,0,32.49,119.87,21.69,0,0,0,0,0

24,05:45-06:00,10.54,400.04,40.56,18.82,33.71,46.97,19.25,0,0,114.5,35.15,8.3,63.73,18.19,144.64,400.56,0,0.94,0,0,50.39,35.1,86.22,24.42,0,0,14.06,0,57.26,384.19,0,10.04,0,0,1.07,3.95,21.3,0,0,6.03,33.74,0,24.24,16.67,6.92,0,0,0,0,0,0,0,0,0,0,0,0,51.91,0,0,0,0,0,3.43,125.85,0,65.98,0,0,32.49,119.87,21.69,0,0,0,0,0

25,06:00-06:15,10.54,400.04,40.56,18.82,26.59,46.97,19.25,0,0,140.79,41.96,8.3,63.73,18.19,144.64,400.56,0,0.94,0,0,50.39,35.1,86.22,24.42,0,0,17.51,0,57.26,384.19,0,10.04,0,0,1.07,5.3,21.3,0,0,6.03,33.74,0,24.24,16.67,9.23,0,0,0,0,0,0,0,0,0,0,0,0,77.82,0,0,0,0,0,3.43,125.85,0,65.98,0,0,18.46,119.87,18.07,0,0,0,0,0

26,06:15-06:30,10.54,400.04,40.56,18.82,26.59,46.97,19.25,0,0,142.71,43.81,8.3,63.73,18.19,144.64,400.56,0,0.94,0,0,50.39,35.1,86.22,24.42,0,0,17.51,0,57.26,384.19,0,10.04,0,0,1.07,5.31,21.3,0,0,6.03,33.74,0,24.24,16.67,9.23,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,0,0,0,3.43,125.85,0,65.98,0,0,18.46,119.87,18.07,0,0,0,0,0

27,06:30-06:45,10.54,400.04,40.56,18.82,26.59,46.97,19.25,0,0,142.71,43.81,8.3,63.73,18.19,144.64,400.56,0,0.94,0,0,47.81,35.1,75.44,24.42,0,0,17.51,0,57.26,384.19,0,10.04,0,0,1.07,5.31,21.3,0,0,6.03,33.74,0,24.24,16.67,9.23,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,0,0,0,2.99,125.85,0,65.98,0,0,18.46,119.87,18.07,0,0,0,0,0

28,06:45-07:00,10.54,400.04,40.56,18.82,26.59,46.97,19.25,0,0,142.71,43.81,8.3,63.73,18.19,144.64,400.56,0,0.94,0,0,47.81,35.1,75.44,24.42,0,0,17.51,0,57.26,384.19,0,10.04,0,0,1.07,5.31,21.3,0,0,6.03,33.74,0,24.24,16.67,9.23,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,0,0,0,2.99,125.85,0,65.98,0,0,18.46,119.87,18.07,0,0,0,0,0

29,07:00-07:15,10.54,335.08,40.56,18.82,26.59,46.97,19.25,0,0,118.91,36.92,8.3,63.73,18.19,144.64,400.56,0,0.94,0,0,47.81,35.1,75.44,24.42,0,0,14.06,0,57.26,312.4,0,10.04,0,0,1.07,4.83,20.8,0,0,4.19,33.66,0,24.24,16.67,6.92,0,0,0,0,0,0,0,0,0,0,0,0,47.82,0,0,0,0,0,2.99,125.85,0,65.98,0,0,18.46,119.87,18.07,0,0,0,0,0

30,07:15-07:30,10.54,329.71,40.56,18.82,26.59,46.97,19.25,0,0,114.5,35.15,8.3,63.73,18.19,144.64,400.56,0,0.94,0,0,47.81,35.1,75.44,24.42,0,0,11.49,0,57.26,439.6,0,10.04,0,0,1.6,4,17.64,0,0,4.19,28.54,0,24.24,14.75,6.92,0,0,0,0,0,0,0,0,0,0,0,0,47.82,0,0,0,0,0,2.99,125.85,0,65.98,0,0,18.46,119.87,18.07,0,0,0,0,0

31,07:30-07:45,10.54,329.71,40.56,18.82,26.59,46.97,19.25,0,0,114.5,35.15,8.3,63.73,18.19,144.64,400.56,0,0.94,0,0,47.81,35.1,75.44,24.42,0,0,10.57,0,57.26,355.12,0,10.04,0,0,1.19,3.95,16.76,0,0,2.95,26.52,0,24.24,12.53,1.86,0,0,0,0,0,0,0,0,0,0,0,0,47.82,0,0,0,0,0,2.99,125.85,0,65.98,0,0,18.46,119.87,18.07,0,0,0,0,0

32,07:45-08:00,10.54,329.71,40.56,18.82,26.59,46.97,19.22,0,0,94.8,24.56,8.3,63.73,18.19,144.64,400.56,0,0.94,0,0,47.81,35.1,75.44,24.42,0,0,9.64,0,57.26,355.12,0,10.04,0,0,1.19,3.95,14.65,0,0,2.95,23.82,0,11.66,11.87,0,0,0,0,0,0,0,0,0,0,0,0,0,47.82,0,0,0,0,0,2.99,125.85,0,65.98,0,0,18.46,119.87,18.07,0,0,0,0,0

33,08:00-08:15,10.54,329.71,40.56,18.82,22.45,46.97,19.25,0,0,78.49,24.56,8.3,73.8,18.19,126.58,400.56,0,0.94,0,0,47.81,35.1,75.44,24.42,0,0,9.64,0,57.26,355.12,0,10.04,0,0,1.19,3.95,14.65,0,0,0.24,23.82,0,0,11.87,0,0,0,0,0,0,0,0,0,0,0,0,0,47.82,0,0,0,0,0,2.99,125.85,0,65.98,0,0,18.46,119.87,18.07,0,0,0,0,0

34,08:15-08:30,10.54,329.71,40.56,18.82,22.45,46.97,19.25,0,0,78.49,24.56,8.3,73.8,18.19,126.58,400.56,0,0.94,0,0,47.81,35.1,75.44,24.42,0,0,9.64,0,57.26,234.83,0,10.04,0,0,1.19,3.95,14.65,0,0,0.24,23.82,0,0,11.87,0,0,0,0,0,0,0,0,0,0,0,0,0,47.82,0,0,28.4,0,0,2.99,125.85,0,65.98,0,0,18.46,119.87,18.07,0,0,0,0,0

35,08:30-08:45,10.54,329.71,40.56,18.82,22.45,46.97,19.25,0,0,78.49,24.56,8.3,73.8,18.19,126.58,400.56,0,0.94,0,0,15.94,35.1,97.01,24.42,0,0,9.64,0,57.26,234.83,0,10.04,0,0,1.19,3.95,16.01,0,0,0.24,24.81,0,0,12.07,0,0,0,0,0,0,0,0,0,0,0,0,0,47.82,0,0,28.4,0,0,3.85,125.85,0,65.98,0,0,18.46,119.87,18.07,0,0,0,0,0

36,08:45-09:00,10.54,329.71,40.56,18.82,22.45,46.97,19.25,0,0,78.49,24.56,8.3,73.8,18.19,126.58,400.56,0,0.94,0,0,5.31,35.1,97.01,24.42,0,0,9.64,0,57.26,234.83,0,10.04,0,0,1.19,3.95,16.01,0,0,0.24,24.81,0,0,12.07,0,0,0,0,0,0,0,0,0,0,0,0,0,47.82,0,0,28.4,0,0,3.85,125.85,0,65.98,0,0,18.46,119.87,18.07,0,0,0,0,0

37,09:00-09:15,10.54,287.37,40.56,18.82,22.45,46.97,19.25,0,0,78.49,25.53,8.3,73.8,18.19,111.93,400.56,0,0.94,0,0,5.31,37.11,97.01,24.42,0,0,9.64,0,57.26,234.83,0,10.04,0,0,1.19,3.95,16.01,0,0,0.24,24.81,0,0,12.07,0,0,0,0,0,0,0,0,0,0,0,0,0,47.82,0,0,28.4,0,0,3.85,92.34,0,65.98,0,0,18.46,91.75,18.07,0,0,0,0,0

38,09:15-09:30,10.54,287.37,40.56,18.82,22.45,46.97,19.25,0,0,78.49,25.53,8.3,73.8,18.19,111.93,400.56,0,0.94,0,0,15.94,37.11,97.01,24.42,0,0,9.64,0,57.26,143.41,0,10.04,0,0,1.19,3.95,16.01,0,0,0.24,24.81,0,0,12.07,0,0,0,0,0,0,0,0,0,0,0,0,0,47.82,0,0,28.4,0,0,3.85,92.34,0,65.98,0,0,18.46,91.75,18.07,0,0,0,0,0

39,09:30-09:45,10.54,287.37,27.04,18.82,22.45,46.97,19.25,0,0,78.49,25.53,8.3,73.8,18.19,111.93,402.98,0,0.94,0,0,47.81,37.11,97.01,24.42,0,0,9.64,0,57.26,143.41,0,10.04,0,0,1.19,3.95,16.01,0,0,0.87,24.81,0,0,12.07,0,0,0,0,0,0,0,0,0,0,0,0,0,47.82,0,0,28.4,0,0,3.85,92.34,0,65.98,0,0,18.46,91.75,18.07,0,0,0,0,0

40,09:45-10:00,10.54,287.37,12.77,18.82,11.23,46.97,19.25,0,0,97.5,25.53,8.3,73.8,18.19,130.05,402.98,0,0.94,0,0,47.81,37.11,97.01,24.42,0,0,9.64,0,57.26,143.41,0,10.04,0,0,1.19,3.95,16.01,0,0,0.87,24.81,0,0,12.07,0,0,0,0,0,0,0,0,0,0,0,0,0,47.82,0,0,28.4,0,0,3.85,92.34,0,65.98,0,0,18.46,91.75,18.07,0,0,0,0,0

41,10:00-10:15,10.54,287.37,12.59,18.82,0,46.97,19.25,0,0,97.5,25.53,8.3,73.8,18.19,130.05,402.98,0,0.94,0,0,47.81,35.1,97.01,24.42,0,0,9.64,0,57.26,143.41,0,10.04,0,0,1.19,3.95,16.01,0,0,1.72,24.81,0,0,12.07,0,0,0,0,0,0,0,0,0,0,0,0,0,47.82,0,0,28.4,0,0,3.85,92.34,0,65.98,0,0,18.46,91.75,18.07,0,0,0,0,0

42,10:15-10:30,10.54,287.37,0,18.82,0,46.97,19.25,0,0,97.5,25.53,8.3,73.8,18.19,130.05,402.98,0,0.94,0,0,47.81,35.1,97.01,24.42,0,0,9.64,0,57.26,143.41,0,10.04,0,0,1.19,3.95,16.01,0,0,1.72,24.81,0,0,12.07,0,0,0,0,0,0,0,0,0,0,0,0,0,47.82,0,0,28.4,0,0,3.85,92.34,0,65.98,0,0,18.46,91.75,18.07,0,0,0,0,0

43,10:30-10:45,10.54,287.37,0,12.55,0,46.97,17.6,0,0,97.5,27.93,8.3,73.8,18.19,130.05,402.98,0,0.94,0,0,47.81,34.78,79.86,24.42,0,0,9.64,0,57.26,143.41,0,10.04,0,0,1.19,3.95,16.01,0,0,2.95,24.81,0,0,12.98,0,0,0,0,0,0,0,0,0,0,0,0,0,47.82,0,0,28.4,0,0,3.17,92.34,0,65.98,0,0,18.46,91.75,18.07,0,0,0,0,0

44,10:45-11:00,10.54,287.37,0,12.55,0,15.66,18.25,0,0,97.5,27.93,8.3,73.8,18.19,130.05,402.98,0,0.94,0,0,47.81,34.78,72.21,24.42,0,0,9.64,0,57.26,124.17,0,10.04,0,0,1.19,3.95,16.01,0,0,2.95,24.81,0,0,12.98,0,0,0,0,0,0,0,0,0,0,0,0,0,47.82,0,0,28.4,0,0,2.87,92.34,0,65.98,0,0,18.46,91.75,18.07,0,0,0,0,0

45,11:00-11:15,10.54,287.37,0,12.55,0,0,17.72,0,0,97.5,27.93,8.3,73.8,18.19,130.05,402.98,0,0.94,0,0,47.81,34.78,72.21,24.42,0,0,9.64,0,57.26,124.17,0,10.04,0,0,1.19,3.95,16.01,0,0,2.95,26.34,0,0,12.98,0,0,0,0,0,0,0,0,0,0,0,0,0,47.82,0,0,28.4,0,0,2.87,92.34,0,65.98,0,0,18.46,91.75,18.07,0,0,0,0,0

46,11:15-11:30,10.54,287.37,0,12.55,0,0,16.5,0,0,97.5,27.93,8.3,73.8,18.19,130.05,402.98,0,0.94,0,0,47.81,34.78,72.21,24.42,0,0,9.64,0,57.26,124.17,0,10.04,0,0,1.19,3.95,16.01,0,0,2.95,26.34,0,0,12.98,0,0,0,0,0,0,0,0,0,0,0,0,0,47.82,0,0,28.4,0,0,2.87,92.34,0,65.98,0,0,18.46,91.75,18.07,0,0,0,0,0

47,11:30-11:45,10.54,287.37,0,12.55,0,0,19.04,0,0,97.5,27.93,8.3,64.3,18.19,130.05,402.98,0,0.94,0,0,47.81,34.78,72.21,24.42,0,0,9.64,0,57.26,124.17,0,10.04,0,0,1.19,3.95,16.01,0,0,2.95,26.34,0,0,12.98,0,0,0,0,0,0,0,0,0,0,0,0,0,47.82,0,0,28.4,0,0,2.87,92.34,0,65.98,0,0,18.46,91.75,18.07,0,0,0,0,0

48,11:45-12:00,0,287.37,0,12.55,0,0,19.25,0,0,97.5,27.93,8.3,64.3,18.19,130.05,402.98,0,0.94,0,0,47.81,34.78,72.21,24.42,0,0,9.64,0,57.26,124.17,0,10.04,0,0,1.19,3.95,16.01,0,0,2.95,26.34,0,0,12.98,0,0,0,0,0,0,0,0,0,0,0,0,0,47.82,0,0,28.4,0,0,2.87,92.34,0,65.98,0,0,18.46,91.75,18.07,0,0,0,0,0

49,12:00-12:15,0,287.37,0,12.55,0,0,19.25,0,0,97.5,27.93,8.3,64.3,18.19,130.08,402.98,0,0.94,0,0,47.81,34.78,72.21,24.42,0,0,9.64,0,57.26,124.17,0,10.04,0,0,1.19,3.95,16.01,0,0,4.19,26.34,0,0,12.98,0,0,0,0,0,0,0,0,0,0,0,0,0,47.82,0,0,28.4,0,0,2.87,92.34,0,65.98,0,0,18.46,91.75,18.07,0,0,0,0,0

50,12:15-12:30,0,287.37,0,12.55,0,0,19.25,0,0,97.5,27.93,8.3,64.3,18.19,130.08,402.98,0,0.94,0,0,47.81,34.78,72.21,24.42,0,0,9.64,0,57.26,124.17,0,10.04,0,0,1.19,3.95,16.01,0,0,4.19,26.34,0,0,12.98,0,0,0,0,0,0,0,0,0,0,0,0,0,47.82,0,0,28.4,0,0,2.87,92.34,0,65.98,0,0,4.13,91.75,9.04,0,0,0,0,0

51,12:30-12:45,0,287.37,0,12.55,0,0,19.25,0,0,97.5,27.93,8.3,64.3,18.19,130.08,402.98,0,0.94,0,0,47.81,34.78,72.21,24.42,0,0,9.64,0,57.26,124.17,0,10.04,0,0,1.19,3.95,16.01,0,0,4.19,26.34,0,0,12.98,0,0,0,0,0,0,0,0,0,0,0,0,0,47.82,0,0,28.4,0,0,2.87,92.34,0,65.98,0,0,4.13,91.75,9.04,0,0,0,0,0

52,12:45-13:00,0,287.37,0,12.55,0,0,19.25,0,0,97.5,27.93,8.3,64.3,18.19,130.08,402.98,0,0.94,0,0,47.81,34.78,72.21,24.42,0,0,9.64,0,57.26,124.17,0,10.04,0,0,1.19,3.95,16.01,0,0,4.19,26.34,0,0,12.98,0,0,0,0,0,0,0,0,0,0,0,0,0,47.82,0,0,28.4,0,0,2.87,92.34,0,65.98,0,0,4.13,91.75,9.04,0,0,0,0,0

53,13:00-13:15,0,287.37,0,12.55,0,0,19.25,0,0,96.52,27.93,8.3,64.3,18.19,130.08,402.98,0,0.96,0,0,47.81,34.78,72.21,24.42,0,0,9.64,0,57.26,124.17,0,10.04,0,0,1.19,3.95,16.01,0,0,4.19,26.34,0,0,12.98,0,0,0,0,0,0,0,0,0,0,0,0,0,47.82,0,0,28.4,0,0,2.87,92.34,0,65.98,0,0,4.13,91.75,9.04,0,0,0,0,0

54,13:15-13:30,0,287.37,0,12.55,0,0,19.25,0,0,96.52,27.93,8.3,64.3,18.19,130.08,402.98,0,0.96,0,0,47.81,34.78,72.21,24.42,0,0,9.64,0,57.26,124.17,0,10.04,0,0,1.19,3.95,16.01,0,0,4.19,26.34,0,0,12.98,0,0,0,0,0,0,0,0,0,0,0,0,0,47.82,0,0,28.4,0,0,2.87,92.34,0,65.98,0,0,4.13,91.75,9.04,0,0,0,0,0

