Column1,Block,NR/2025/24686/C,NR/2024/24434/A/47856,NR/2025/24687/C,GNA/WR/2024/11/01/4200,GNA/WR/2025/01/01/9606,GNA/NR/2025/01/01/3925,GNA/NR/2025/01/02/1250,GNA/WR/2025/01/01/8625,GNA/NR/2025/01/01/5531,GNA/NR/2025/01/01/3733,GNA/NR/2025/01/01/7459,GNA/NR/2025/01/01/8058,GNA/NR/2025/01/01/8738,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/01/01/3945,GNA/NR/2025/01/01/6775,NR/30092023/31122025/SH-07,GNA/NR/2025/01/01/6528,GNA/NR/2025/01/01/3514,NER/2024/2820/A/48103,NR/2024/24566/A/47852,NR/30092023/26122029/SH-06,NR/2025/24685/C,WR/2024/25501/A/48112,NR/2024/24418/A/47850,NR/2024/24507/A/48099,NR/2024/24435/A/47857,NR/2025/24681/C,NR/2024/24508/A/48102,NR/2025/24688/C,NR/2024/24614/A/48104,SR/2024/15456/A/47851,NR/2025/24684/C,Total
10,02:15-02:30,0,0,0,0,0,47.8,47.8,0,28.68,20.07,25.81,26.77,47.8,1.55,25.81,25.81,0,8.6,19.12,0,5.74,0,0,0,0.38,17.21,9.56,0,8.69,0,0,0,0,367.20000000000005

11,02:30-02:45,0,0,0,0,0,47.8,47.8,0,28.68,20.07,25.81,26.77,47.8,1.55,25.81,25.81,0,8.6,19.12,0,5.74,0,0,0,0.38,17.21,9.56,0,8.69,0,0,0,0,367.20000000000005

12,02:45-03:00,0,0,0,0,0,47.8,47.8,0,28.68,20.07,25.81,26.77,47.8,1.55,25.81,25.81,0,8.6,19.12,0,5.74,0,0,0,0.38,17.21,9.56,0,8.69,0,0,0,0,367.20000000000005

13,03:00-03:15,0,0,0,0,0,47.8,47.8,0,28.68,20.07,25.81,26.77,47.8,1.64,25.81,25.81,0,8.6,19.12,0,5.74,0,0,0,0.38,17.21,9.56,0,8.69,0,0,0,0,367.29

14,03:15-03:30,0,0,0,0,0,47.8,47.8,0,28.68,20.07,25.81,26.77,47.8,1.64,25.81,25.81,0,8.6,19.12,0,5.74,0,0,0,0.38,17.21,9.56,0,8.69,0,0,0,0,367.29

15,03:30-03:45,0,0,0,0,0,47.8,47.8,0,28.68,20.07,25.81,26.77,47.8,1.64,25.81,25.81,0,8.6,19.12,0,5.74,0,0,0,0.38,17.21,9.56,0,8.69,0,0,0,0,367.29

16,03:45-04:00,0,0,0,0,0,47.8,47.8,0,28.68,20.07,25.81,26.77,47.8,1.64,25.81,25.81,0,8.6,19.12,0,5.74,0,0,0,0.38,17.21,9.56,0,8.69,0,0,0,0,367.29

17,04:00-04:15,0,0,0,0,0,47.8,47.8,0,28.68,20.07,25.81,26.77,47.8,1.64,25.81,25.81,0,8.6,19.12,0,5.74,0,0,0,0.38,17.21,9.56,0,8.69,0,0,0,0,367.29

18,04:15-04:30,0,0,0,0,0,47.8,47.8,0,28.68,20.07,25.81,26.77,47.8,1.64,25.81,25.81,0,8.6,19.12,0,5.74,0,0,0,0.38,17.21,9.56,0,8.69,0,0,0,0,367.29

19,04:30-04:45,0,0,0,0,0,47.8,47.8,0,28.68,20.07,25.81,26.77,47.8,1.64,25.81,25.81,0,8.6,19.12,0,5.74,0,0,0,0.38,17.21,9.56,0,8.69,0,0,0,0,367.29

20,04:45-05:00,0,0,0,0,0,47.8,47.8,0,28.68,20.07,25.81,26.77,47.8,1.64,25.81,25.81,0,8.6,19.12,0,5.74,0,0,0,0.38,17.21,9.56,0,8.69,0,0,0,0,367.29

21,05:00-05:15,0,0,0,0,0,47.8,47.8,0,28.68,20.07,25.81,26.77,47.8,1.55,25.81,25.81,0,8.6,19.12,38.24,5.74,0,0,0,0.43,17.21,16.25,0,8.69,0,0,0,0,412.18000000000006

22,05:15-05:30,0,0,0,0,0,47.8,47.8,0,28.68,20.07,25.81,26.77,47.8,1.55,25.81,25.81,0,8.6,19.12,38.24,5.74,0,0,0,0.43,17.21,16.25,0,8.69,0,0,0,0,412.18000000000006

23,05:30-05:45,0,0,0,0,0,47.8,47.8,0,28.68,20.07,25.81,26.77,47.8,1.55,25.81,25.81,0,8.6,19.12,38.24,5.74,0,0,0,0.43,17.21,16.25,0,8.69,0,0,0,0,412.18000000000006

24,05:45-06:00,0,0,0,0,0,47.8,47.8,0,28.68,20.07,25.81,26.77,47.8,1.55,25.81,25.81,0,8.6,19.12,38.24,5.74,0,0,0,0.43,17.21,16.25,0,8.69,0,0,0,0,412.18000000000006

25,06:00-06:15,0,0,0,0,0,47.8,47.8,0,28.68,20.07,28.68,26.77,47.8,1.64,28.68,28.68,0,8.6,19.12,38.24,5.74,0,0,0,0.38,17.21,16.25,0,8.69,0,0,411.04,0,831.8700000000001

26,06:15-06:30,0,0,0,0,0,47.8,47.8,0,28.68,20.07,28.68,26.77,47.8,1.64,28.68,28.68,0,8.6,19.12,38.24,5.74,0,0,0,0.38,17.21,16.25,0,8.69,0,0,411.04,0,831.8700000000001

27,06:30-06:45,0,0,0,0,0,47.8,47.8,0,28.68,20.07,31.54,26.77,47.8,1.64,31.54,31.54,0,8.6,19.12,38.24,5.74,0,0,0,0.38,17.21,16.25,0,8.69,0,0,411.04,0,840.45

28,06:45-07:00,0,0,0,0,0,47.8,47.8,0,28.68,20.07,31.54,26.77,47.8,1.64,31.54,31.54,0,8.6,19.12,38.24,5.74,0,0,0,0.38,17.21,16.25,0,8.69,0,0,411.04,0,840.45

29,07:00-07:15,0,0,0,0,0,47.8,47.8,50,28.68,20.07,31.54,26.77,47.8,1.64,31.54,31.54,0,14.34,19.12,38.24,5.74,0,0,0,0.86,28.68,16.25,0,14.34,0,0,191.18,0,693.9300000000001

30,07:15-07:30,0,0,0,0,0,47.8,47.8,50,28.68,20.07,31.54,26.77,47.8,1.64,31.54,31.54,0,14.34,19.12,38.24,5.74,0,0,0,0.86,28.68,16.25,0,14.34,0,0,191.18,0,693.9300000000001

31,07:30-07:45,0,0,0,0,0,47.8,47.8,50,28.68,20.07,36.32,26.77,47.8,1.64,36.32,36.32,0,14.34,19.12,38.24,5.74,0,0,0,0.86,28.68,16.25,0,14.34,0,0,191.18,0,708.27

32,07:45-08:00,0,0,0,0,0,47.8,47.8,50,28.68,20.07,36.32,26.77,47.8,1.64,36.32,36.32,0,14.34,19.12,38.24,5.74,0,0,0,0.86,28.68,16.25,0,14.34,0,0,191.18,0,708.27

33,08:00-08:15,0,0,0,0,0,47.8,47.8,50,28.68,20.07,36.32,26.77,47.8,1.55,43.02,36.32,0,14.34,19.12,38.24,5.74,0,0,0,0.86,28.68,16.25,0,14.34,0,0,0,0,523.7

34,08:15-08:30,0,0,0,0,0,47.8,47.8,50,28.68,20.07,36.32,26.77,47.8,1.55,43.02,36.32,0,14.34,19.12,38.24,5.74,0,0,0,0.86,28.68,16.25,0,14.34,0,0,0,0,523.7

35,08:30-08:45,0,0,0,0,0,47.8,47.8,50,28.68,20.07,36.32,26.77,47.8,1.55,43.02,36.32,0,14.34,19.12,38.24,5.74,0,0,0,0.86,28.68,16.25,0,14.34,0,0,0,0,523.7

36,08:45-09:00,0,0,0,0,0,47.8,47.8,50,28.68,20.07,36.32,26.77,47.8,1.55,43.02,36.32,0,14.34,19.12,38.24,5.74,0,0,0,0.86,28.68,16.25,0,14.34,0,0,0,0,523.7

37,09:00-09:15,0,3.82,0,0,0,47.8,47.8,0,28.68,20.07,36.32,26.77,47.8,1.64,43.02,36.32,0,14.34,19.12,0,5.74,0,28.68,0,0.86,0,16.25,30.59,0,0,0,0,14.34,469.9599999999999

38,09:15-09:30,0,3.82,0,0,0,47.8,47.8,0,28.68,20.07,36.32,26.77,47.8,1.64,43.02,36.32,0,14.34,19.12,0,5.74,0,28.68,0,0.86,0,16.25,30.59,0,0,0,0,14.34,469.9599999999999

39,09:30-09:45,0,3.82,0,0,0,47.8,47.8,0,28.68,20.07,36.32,26.77,47.8,1.64,43.02,36.32,0,14.34,19.12,0,5.74,0,28.68,0,0.86,0,16.25,78.38,0,0,0,0,14.34,517.75

40,09:45-10:00,0,3.82,0,0,0,47.8,47.8,0,28.68,20.07,36.32,26.77,47.8,1.64,43.02,36.32,0,14.34,19.12,0,5.74,0,28.68,0,0.86,0,16.25,78.38,0,0,0,0,14.34,517.75

41,10:00-10:15,33.46,4.78,0,0,0,47.8,47.8,0,28.68,20.07,36.32,26.77,47.8,1.64,43.02,36.32,0,14.34,19.12,0,5.74,0,0,0,0.86,28.68,16.25,78.38,7.83,4.78,6.51,0,0,556.9499999999999

42,10:15-10:30,33.46,4.78,0,0,0,47.8,47.8,0,28.68,20.07,36.32,26.77,47.8,1.64,43.02,36.32,0,14.34,19.12,0,5.74,0,0,0,0.86,28.68,16.25,78.38,7.83,4.78,6.51,0,0,556.9499999999999

43,10:30-10:45,33.46,4.78,0,0,0,47.8,47.8,0,28.68,20.07,36.32,26.77,47.8,1.64,43.02,36.32,0,14.34,19.12,0,5.74,0,0,0,0.86,28.68,16.25,97.5,7.83,4.78,6.51,0,0,576.0699999999999

44,10:45-11:00,33.46,4.78,0,0,0,47.8,47.8,0,28.68,20.07,36.32,26.77,47.8,1.64,43.02,36.32,0,14.34,19.12,0,5.74,0,0,0,0.86,28.68,16.25,97.5,7.83,4.78,6.51,0,0,576.0699999999999

45,11:00-11:15,33.46,6.69,0,0,0,47.8,47.8,0,28.68,20.07,36.32,26.77,47.8,1.55,43.02,36.32,0,14.34,19.12,0,5.74,0,0,0,0.86,28.68,16.25,0,14.34,4.78,0,0,0,480.38999999999993

46,11:15-11:30,33.46,6.69,0,0,0,47.8,47.8,0,28.68,20.07,36.32,26.77,47.8,1.55,43.02,36.32,0,14.34,19.12,0,5.74,0,0,0,0.86,28.68,16.25,0,14.34,4.78,0,0,0,480.38999999999993

47,11:30-11:45,33.46,6.69,8.41,0,0,47.8,47.8,0,28.68,20.07,36.32,26.77,47.8,1.55,43.02,36.32,0,14.34,19.12,0,5.74,0,0,0,0.86,28.68,16.25,0,14.34,4.78,0,0,0,488.79999999999995

48,11:45-12:00,33.46,6.69,9.46,0,0,47.8,47.8,0,28.68,20.07,36.32,26.77,47.8,1.55,43.02,36.32,0,14.34,19.12,0,5.74,0,0,0,0.86,28.68,16.25,0,14.34,4.78,0,0,0,489.8499999999999

49,12:00-12:15,33.46,6.69,10.13,0,0,47.8,47.8,0,28.68,20.07,36.32,26.77,47.8,1.64,43.02,36.32,0,14.34,19.12,0,5.74,0,0,0,0.86,28.68,16.25,0,14.34,4.78,0,0,0,490.6099999999999

50,12:15-12:30,33.46,6.69,10.51,0,0,47.8,47.8,0,28.68,20.07,36.32,26.77,47.8,1.64,43.02,36.32,0,14.34,19.12,0,5.74,0,0,0,0.86,28.68,16.25,0,14.34,4.78,0,0,0,490.9899999999999

51,12:30-12:45,33.46,6.69,10.9,0,0,47.8,47.8,0,28.68,20.07,36.32,26.77,47.8,1.64,43.02,36.32,0,14.34,19.12,0,5.74,0,0,0,0.86,28.68,16.25,0,14.34,4.78,0,0,0,491.3799999999999

52,12:45-13:00,33.46,6.69,11.18,0,0,47.8,47.8,0,28.68,20.07,36.32,26.77,47.8,1.64,43.02,36.32,0,14.34,19.12,0,5.74,0,0,0,0.86,28.68,16.25,0,14.34,4.78,0,0,0,491.6599999999999

53,13:00-13:15,33.46,5.74,13.96,0,0,47.8,47.8,0,28.68,20.07,36.32,26.77,47.8,1.64,43.02,36.32,0,8.6,19.12,0,5.74,0,0,0,0.76,28.68,16.25,0,14.34,4.78,0,0,0,487.6499999999999

54,13:15-13:30,33.46,5.74,13.96,0,0,47.8,47.8,0,28.68,20.07,36.32,26.77,47.8,1.64,43.02,36.32,0,8.6,19.12,0,5.74,0,0,0,0.76,28.68,16.25,0,14.34,4.78,0,0,0,487.6499999999999

55,13:30-13:45,33.46,5.74,13.96,0,0,47.8,47.8,0,28.68,20.07,36.32,26.77,47.8,1.64,43.02,36.32,0,8.6,19.12,0,5.74,0,0,0,0.76,28.68,16.25,0,14.34,4.78,0,0,0,487.6499999999999

56,13:45-14:00,33.46,5.74,13.96,0,0,47.8,47.8,0,28.68,20.07,36.32,26.77,47.8,1.64,43.02,36.32,0,8.6,19.12,0,5.74,0,0,0,0.76,28.68,16.25,0,14.34,4.78,0,0,0,487.6499999999999

57,14:00-14:15,33.46,4.78,14.05,0,0,47.8,47.8,0,28.68,20.07,36.32,26.77,47.8,1.55,43.02,36.32,0,8.6,19.12,0,5.74,0,0,0,0.76,28.68,16.25,0,14.34,4.78,0,0,0,486.68999999999994

58,14:15-14:30,33.46,4.78,13.96,0,0,47.8,47.8,0,28.68,20.07,36.32,26.77,47.8,1.55,43.02,36.32,0,8.6,19.12,0,5.74,0,0,0,0.76,28.68,16.25,0,14.34,4.78,0,0,0,486.59999999999997

59,14:30-14:45,33.46,4.78,13.96,0,0,47.8,47.8,0,28.68,20.07,36.32,26.77,47.8,1.55,43.02,36.32,0,8.6,19.12,0,5.74,0,0,0,0.76,28.68,16.25,0,14.34,4.78,0,0,0,486.59999999999997

60,14:45-15:00,33.46,4.78,13.96,0,0,47.8,47.8,0,28.68,20.07,36.32,26.77,47.8,1.55,43.02,36.32,0,8.6,19.12,0,5.74,0,0,0,0.76,28.68,16.25,0,14.34,4.78,0,0,0,486.59999999999997

61,15:00-15:15,33.46,4.78,14.05,0,0,47.8,47.8,0,28.68,20.07,36.32,26.77,47.8,1.64,43.02,36.32,0,8.6,19.12,0,5.74,0,0,0,0.67,28.68,16.25,0,14.34,4.78,0,0,0,486.68999999999994

62,15:15-15:30,33.46,4.78,14.15,0,0,47.8,47.8,0,28.68,20.07,36.32,26.77,47.8,1.64,43.02,36.32,0,8.6,19.12,0,5.74,0,0,0,0.67,28.68,16.25,0,14.34,4.78,0,0,0,486.78999999999996

63,15:30-15:45,33.46,4.78,14.24,0,0,47.8,47.8,0,28.68,20.07,36.32,26.77,47.8,1.64,43.02,36.32,0,8.6,19.12,0,5.74,0.05,0,0,0.67,28.68,16.25,0,14.34,4.78,0,0,0,486.92999999999995

64,15:45-16:00,33.46,4.78,14.34,0,0,47.8,47.8,0,28.68,20.07,36.32,26.77,47.8,1.64,43.02,36.32,0,8.6,19.12,0,5.74,0.05,0,0,0.67,28.68,16.25,0,14.34,4.78,0,0,0,487.03

65,16:00-16:15,33.46,2.87,14.34,0,0,47.8,47.8,0,28.68,20.07,36.32,26.77,47.8,1.64,43.02,36.32,0,8.6,19.12,0,5.74,0.05,0,0,0.48,28.68,16.25,0,14.34,4.78,0,0,0,484.92999999999995

66,16:15-16:30,33.46,2.87,14.34,0,0,47.8,47.8,0,28.68,20.07,36.32,26.77,47.8,1.64,43.02,36.32,0,8.6,19.12,0,5.74,0.05,0,0,0.48,28.68,16.25,0,14.34,4.78,0,0,0,484.92999999999995

67,16:30-16:45,25.33,2.87,17.11,0,0,47.8,47.8,0,28.68,20.07,36.32,26.77,47.8,1.64,43.02,36.32,0,14.34,19.12,0,5.74,30.5,0,0,0.48,28.68,16.25,0,14.34,4.78,0,0,0,515.76

68,16:45-17:00,17.59,2.87,12.24,0,0,47.8,47.8,0,28.68,20.07,36.32,26.77,47.8,1.64,43.02,36.32,0,14.34,19.12,0,5.74,30.5,0,0,0.48,28.68,16.25,0,14.34,4.78,0,0,0,503.1499999999999

69,17:00-17:15,0,0.96,0,0,0,47.8,47.8,0,28.68,20.07,36.32,26.77,47.8,1.55,43.02,36.32,0,14.34,19.12,0,5.74,30.5,0,0,0.48,28.68,16.25,0,14.34,0,0,0,0,466.53999999999996

70,17:15-17:30,0,0.96,0,0,0,47.8,47.8,0,28.68,20.07,36.32,26.77,47.8,1.55,43.02,36.32,0,14.34,19.12,0,5.74,30.5,0,0,0.48,28.68,16.25,0,14.34,0,0,0,0,466.53999999999996

71,17:30-17:45,0,0.96,0,0,0,47.8,47.8,0,28.68,20.07,36.32,26.77,47.8,1.55,43.02,36.32,0,14.34,19.12,0,5.74,30.5,0,0,0.48,28.68,16.25,0,14.34,0,0,0,0,466.53999999999996

72,17:45-18:00,0,0.96,0,0,0,47.8,47.8,0,28.68,20.07,36.32,26.77,47.8,1.55,43.02,36.32,0,14.34,19.12,0,5.74,30.5,0,0,0.48,28.68,16.25,0,14.34,0,0,0,0,466.53999999999996

73,18:00-18:15,0,0,0,50,30,47.8,47.8,50,28.68,20.07,36.32,26.77,47.8,1.64,43.02,36.32,0,14.34,19.12,38.24,5.74,30.5,0,38.24,0.48,28.68,16.25,0,14.34,0,0,66.91,0,739.06

74,18:15-18:30,0,0,0,50,30,47.8,47.8,50,28.68,20.07,36.32,26.77,47.8,1.64,43.02,36.32,0,14.34,19.12,38.24,5.74,30.5,0,38.24,0.48,28.68,16.25,0,14.34,0,0,66.91,0,739.06

75,18:30-18:45,0,0,0,50,30,47.8,47.8,50,28.68,20.07,36.32,26.77,47.8,1.64,43.02,36.32,0,14.34,19.12,38.24,5.74,30.5,0,38.24,0.48,28.68,16.25,0,14.34,0,0,66.91,0,739.06

76,18:45-19:00,0,0,0,50,30,47.8,47.8,50,28.68,20.07,36.32,26.77,47.8,1.64,43.02,36.32,0,14.34,19.12,38.24,5.74,30.5,0,38.24,0.48,28.68,16.25,0,14.34,0,0,66.91,0,739.06

77,19:00-19:15,0,0,0,50,30,47.8,47.8,50,28.68,20.07,36.32,26.77,47.8,1.64,43.02,36.32,0,8.6,19.12,38.24,5.74,30.5,0,38.24,0.57,28.68,16.25,0,14.34,0,0,66.91,0,733.41

78,19:15-19:30,0,0,0,50,30,47.8,47.8,50,28.68,20.07,36.32,26.77,47.8,1.64,43.02,36.32,0,8.6,19.12,38.24,5.74,30.5,0,38.24,0.57,28.68,16.25,0,14.34,0,0,66.91,0,733.41

79,19:30-19:45,0,0,0,50,30,47.8,47.8,50,28.68,20.07,36.32,26.77,47.8,1.64,43.02,36.32,0,8.6,19.12,38.24,5.74,30.5,0,38.24,0.57,28.68,16.25,0,14.34,0,0,66.91,0,733.41

80,19:45-20:00,0,0,0,50,30,47.8,47.8,50,28.68,20.07,36.32,26.77,47.8,1.64,43.02,36.32,0,8.6,19.12,38.24,5.74,30.5,0,38.24,0.57,28.68,16.25,0,14.34,0,0,66.91,0,733.41

81,20:00-20:15,0,0,0,50,30,47.8,47.8,50,28.68,20.07,36.32,26.77,47.8,1.55,43.02,36.32,0,8.6,19.12,38.24,5.74,30.5,0,38.24,0.57,28.68,16.25,0,14.34,0,0,105.15,0,771.5600000000001

82,20:15-20:30,0,0,0,50,30,47.8,47.8,50,28.68,20.07,36.32,26.77,47.8,1.55,43.02,36.32,0,8.6,19.12,38.24,5.74,32,0,38.24,0.57,28.68,16.25,0,14.34,0,0,105.15,0,773.0600000000001

83,20:30-20:45,0,0,0,50,30,47.8,47.8,50,28.68,20.07,36.32,26.77,47.8,1.55,43.02,36.32,0,8.6,19.12,38.24,5.74,32,0,38.24,0.57,28.68,16.25,0,14.34,0,0,105.15,0,773.0600000000001

84,20:45-21:00,0,0,0,50,30,47.8,47.8,50,28.68,20.07,36.32,26.77,47.8,1.55,43.02,36.32,0,8.6,19.12,38.24,5.74,32,0,38.24,0.57,28.68,16.25,0,14.34,0,0,105.15,0,773.0600000000001

85,21:00-21:15,0,0,0,50,30,47.8,47.8,50,28.68,20.07,36.32,26.77,47.8,1.64,36.32,36.32,0,8.6,19.12,0,5.74,32,0,38.24,0.57,28.68,16.25,0,14.34,0,0,229.42,0,852.48

86,21:15-21:30,0,0,0,50,30,47.8,47.8,50,28.68,20.07,36.32,26.77,47.8,1.64,36.32,36.32,0,8.6,19.12,0,5.74,32,0,38.24,0.57,28.68,16.25,0,14.34,0,0,229.42,0,852.48

87,21:30-21:45,0,0,0,50,30,47.8,47.8,50,28.68,20.07,36.32,26.77,47.8,1.64,36.32,36.32,0,8.6,19.12,0,5.74,0,0,38.24,0.57,28.68,16.25,0,14.34,0,0,229.42,0,820.48

88,21:45-22:00,0,0,0,50,30,47.8,47.8,50,28.68,20.07,36.32,26.77,47.8,1.64,36.32,36.32,0,8.6,19.12,0,5.74,0,0,38.24,0.57,28.68,16.25,0,14.34,0,0,229.42,0,820.48

89,22:00-22:15,0,0,0,50,30,47.8,47.8,0,28.68,20.07,25.81,26.77,47.8,1.64,25.81,25.81,0,8.6,19.12,0,5.74,0,0,38.24,0.48,28.68,16.25,0,14.34,0,0,286.77,0,796.21

90,22:15-22:30,0,0,0,50,30,47.8,47.8,0,28.68,20.07,25.81,26.77,47.8,1.64,25.81,25.81,0,8.6,19.12,0,5.74,0,0,38.24,0.48,28.68,16.25,0,14.34,0,0,286.77,0,796.21

91,22:30-22:45,0,0,0,50,30,47.8,47.8,0,28.68,20.07,25.81,26.77,47.8,1.64,25.81,25.81,0,8.6,19.12,0,5.74,0,0,38.24,0.48,28.68,16.25,0,14.34,0,0,286.77,0,796.21

92,22:45-23:00,0,0,0,50,30,47.8,47.8,0,28.68,20.07,25.81,26.77,47.8,1.64,25.81,25.81,0,8.6,19.12,0,5.74,0,0,38.24,0.48,28.68,16.25,0,14.34,0,0,286.77,0,796.21

93,23:00-23:15,0,0,0,50,30,47.8,47.8,0,28.68,20.07,25.81,26.77,47.8,1.64,25.81,25.81,0,8.6,19.12,0,5.74,0,0,38.24,0.48,28.68,16.25,0,14.34,0,0,286.77,0,796.21

94,23:15-23:30,0,0,0,50,30,47.8,47.8,0,28.68,20.07,25.81,26.77,47.8,1.64,25.81,25.81,0,8.6,19.12,0,5.74,0,0,38.24,0.48,28.68,16.25,0,14.34,0,0,286.77,0,796.21

95,23:30-23:45,0,0,0,50,30,47.8,47.8,0,28.68,20.07,25.81,26.77,47.8,1.64,25.81,25.81,0,8.6,19.12,0,5.74,0,0,38.24,0.48,28.68,16.25,0,14.34,0,0,286.77,0,796.21

