Block,Time,KKNP,KOTESHWR,KUDGI,NTPL,RIHAND1,SIMHST1,URI,DADRI_LF,KKNPPU2,NAPP,RIHAND2,UNCHAHAR1,URI2,ANTA_LF,CHAMERA1,CHAMERA2,KHSTPP-II,NJPC,NLCIIST1,NNTPP,RAPPB,RSTPSU7,SALAL,TALA,ANTA_RF,AURY_CRF,DADRI_GF,DHAULIGNGA,FSTPP I & II,KISHANGANGA,RAMPUR,RAPPC,RIHAND3,TALST2,UNCHAHAR3,ANTA_GF,AURY_GF,JHAJJAR,NLCEXP,PARBATI3,SASAN,SINGRAULI_HYDRO,TANAKPUR,VALLURNTECL,AURY_LF,DADRI_CRF,BRBCL,BSIUL,KGSU1AND2,UNCHAHAR2,UNCHAHAR4,DADRI_RF,DADRT2,DULHASTI,KHSTPP-I,MAPS,RSTPSU1TO6,SEWA2,TEHRI,TelanganaSTPP,CHAMERA3,KGSU3AND4,KOLDAM,NLCIIST2,NLCTS2EXP,SIMHST2,SINGRAULI,TANDA2,ANTA_CRF,AURY_RF
65,16:00-16:15,0,8.87,0,0,92,0,7.73,0,0,19.54,118.76,20.55,12.11,0,0,0,148.3,0,0,0,0,0,69.72,0,41.26,0,0,8.06,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,6.52,0,42.39,0,59.73,683.14,0,45.53,0,0,15.81,37.42,0,0,0,0,0,0,0,133.5,0,0,70.81

66,16:15-16:30,0,8.87,0,0,92,0,7.73,0,0,19.54,118.76,20.55,12.11,0,0,0,148.3,0,0,0,0,0,69.72,0,41.26,0,0,18.27,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,6.52,0,42.39,0,59.73,683.14,0,45.53,0,0,15.81,37.42,0,0,0,0,0,0,0,133.5,0,0,70.81

67,16:30-16:45,0,8.87,0,0,92,0,7.73,0,0,19.54,118.76,20.55,12.11,0,0,0,148.3,18.94,0,0,0,0,69.72,0,41.26,0,0,27.41,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,6.52,0,42.39,0,59.73,683.14,0,45.53,0,0,15.81,37.42,0,0,0,0,0,0,0,133.5,0,0,70.81

68,16:45-17:00,0,8.87,0,0,83.8,0,7.73,0,0,19.54,118.76,20.55,12.11,0,14.05,0,148.3,41.67,0,0,0,0,69.72,0,41.48,0,0,27.41,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,6.52,0,42.39,0,59.73,683.14,0,45.53,0,0,15.81,37.42,0,0,0,0,0,0,0,133.5,0,0,70.81

69,17:00-17:15,0,17.75,0,0,87.8,0,4.41,0,0,19.54,118.76,20.55,14.79,0,14.05,4,148.3,62.51,0,0,0,0,8.13,0,41.48,0,0,27.41,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,6.52,0,42.39,0,59.73,683.14,16.48,45.53,0,0,15.81,37.42,0,0,0,0,0,0,0,133.5,0,0,70.81

70,17:15-17:30,0,26.62,0,0,92,0,4.41,0,0,19.54,118.76,20.55,14.79,0,28.1,13.17,148.3,83.33,0,0,0,0,8.13,0,41.48,0,0,27.41,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,6.52,0,42.39,0,59.73,683.14,32.96,45.53,0,0,15.81,49.9,0,9.68,0,0,0,0,0,133.5,0,0,70.81

71,17:30-17:45,0,39.05,0,0,92,0,4.41,0,0,19.54,118.76,20.55,14.79,0,28.1,39.51,148.3,116.95,0,0,0,0,8.13,0,41.68,0,0,27.41,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,19.56,0,42.39,0,59.73,683.14,49.43,45.53,0,0,15.81,49.9,0,29.06,0,0,0,0,0,133.5,0,0,70.81

72,17:45-18:00,0,39.05,0,0,92,0,4.41,0,0,19.54,118.76,20.55,14.79,0,28.1,39.51,148.3,116.95,0,0,0,0,8.13,0,41.9,0,0,27.41,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,19.56,0,42.39,0,59.73,683.14,49.43,45.53,0,0,15.81,49.9,0,29.06,0,0,0,0,0,133.5,0,0,70.81

73,18:00-18:15,0,39.05,0,0,92,0,4.41,0,0,19.54,118.76,20.55,14.79,0,28.1,39.51,148.3,116.95,0,0,0,0,8.13,0,42,0,0,27.41,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,19.56,0,42.39,0,59.73,683.14,49.43,45.53,0,0,15.81,49.9,0,29.06,0,0,0,0,0,139.69,0,0,70.81

74,18:15-18:30,0,39.05,0,0,92,0,4.41,0,0,19.54,118.76,20.55,14.79,0,28.1,39.51,148.3,116.95,0,0,0,0,8.13,0,42.32,0,0,27.41,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,19.56,0,42.39,0,59.73,683.14,49.43,45.53,0,0,15.81,49.9,0,29.06,0,0,0,0,0,139.69,0,0,70.81

75,18:30-18:45,0,39.05,0,0,92,0,4.41,0,0,19.54,118.76,20.55,24.21,0,28.1,39.51,148.3,116.95,0,0,0,0,8.13,0,42.52,0,0,27.41,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,19.56,0,42.39,0,59.73,683.14,49.43,45.53,0,0,15.81,49.9,0,29.06,0,0,0,0,0,139.69,0,0,70.81

76,18:45-19:00,0,39.05,0,0,92,0,4.41,0,0,19.54,118.76,20.55,24.21,0,28.1,39.51,148.3,116.95,0,0,0,0,8.13,0,42.73,0,0,27.41,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,19.56,0,42.39,0,59.73,683.14,49.43,45.53,0,0,15.81,49.9,0,29.06,0,0,0,0,0,139.69,0,0,70.81

77,19:00-19:15,0,26.62,0,0,92,0,4.41,0,0,19.54,118.76,20.55,24.21,0,28.1,39.51,148.3,73.87,0,0,0,0,8.13,0,42.84,0,0,27.41,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,3.82,418.77,0.71,0,0,0,0,20,2.2,0,42.39,0,59.73,683.14,32.96,45.53,0,0,15.81,49.9,0,1.91,0,0,0,0,0,139.69,0,0,70.81

78,19:15-19:30,0,17.75,0,0,92,0,26.49,0,0,19.54,118.76,20.55,24.21,0,14.05,13.17,148.3,60.61,0,0,0,0,8.13,0,42.84,0,0,18.28,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,16.54,418.77,0.71,0,0,0,0,20,0,0,42.39,0,59.73,683.14,16.48,45.53,0,0,15.81,37.42,0,0,0,0,0,0,0,139.69,0,0,70.81

79,19:30-19:45,0,17.75,0,0,92,0,26.49,0,0,19.54,118.76,20.55,24.21,0,14.05,0,148.3,41.67,0,0,0,0,8.13,0,42.84,0,0,7.92,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,16.54,418.77,0.71,0,0,0,0,20,0,0,42.39,0,59.73,683.14,16.48,45.53,0,0,15.81,24.95,0,0,0,0,0,0,0,139.69,0,0,70.81

80,19:45-20:00,0,8.87,0,0,92,0,26.49,0,0,19.54,118.76,20.55,24.21,0,0,0,148.3,20.46,0,0,0,0,8.13,0,43.05,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,16.54,418.77,0.71,0,0,0,0,20,0,0,42.39,0,59.73,683.14,16.48,45.53,0,0,15.81,24.95,0,0,0,0,0,0,0,139.69,0,0,70.81

81,20:00-20:15,0,8.87,0,0,92,0,20.97,0,0,19.54,118.76,20.55,16.14,0,0,0,148.3,0,0,0,0,0,8.13,0,43.05,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,16.54,418.77,0.71,0,0,0,0,20,0,0,42.39,0,59.73,683.14,16.48,45.53,0,0,15.81,12.47,0,0,0,0,0,0,0,139.69,0,0,70.81

82,20:15-20:30,0,8.87,0,0,92,0,20.97,0,0,19.54,118.76,20.55,16.14,0,0,0,148.3,0,0,0,0,0,8.13,0,43.26,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,16.54,418.77,0.71,0,0,0,0,20,0,0,42.39,0,59.73,683.14,16.48,45.53,0,0,15.81,12.47,0,0,0,0,0,0,0,139.69,0,0,70.81

83,20:30-20:45,0,8.87,0,0,92,0,20.97,0,0,19.54,118.76,20.55,16.14,0,0,0,148.3,0,0,0,0,0,13.36,0,43.47,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,16.54,418.77,0.71,0,0,0,0,20,0,0,42.39,0,59.73,683.14,16.48,45.53,0,0,15.81,12.47,0,0,0,0,0,0,0,139.69,0,0,70.81

84,20:45-21:00,0,8.87,0,0,92,0,20.97,0,0,19.54,118.76,20.55,16.14,0,0,0,148.3,0,0,0,0,0,13.36,0,43.26,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,3.57,418.77,0.71,0,0,0,0,20,0,0,42.39,0,59.73,683.14,16.48,45.53,0,0,15.81,0,0,0,0,0,0,0,0,139.69,0,0,70.81

85,21:00-21:15,0,8.87,0,0,92,0,20.97,0,0,19.54,118.76,20.55,16.14,0,0,0,148.3,0,0,0,0,0,27.89,0,43.26,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,0,0,42.39,0,59.73,683.14,16.48,45.53,0,0,15.81,0,0,0,0,0,0,0,0,139.69,0,0,70.81

86,21:15-21:30,0,8.87,0,0,92,0,20.97,0,0,19.54,118.76,20.55,16.14,0,0,0,148.3,0,0,0,0,0,27.89,0,43.47,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,0,0,42.39,0,59.73,683.14,16.48,45.53,0,0,15.81,0,0,0,0,0,0,0,0,139.69,0,0,70.81

87,21:30-21:45,0,8.87,0,0,92,0,20.97,0,0,19.54,118.76,20.55,16.14,0,0,0,148.3,0,0,0,0,0,27.89,0,43.47,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,0,0,42.39,0,59.73,683.14,16.48,45.53,0,0,15.81,0,0,0,0,0,0,0,0,139.69,0,0,70.81

88,21:45-22:00,0,8.87,0,0,92,0,20.97,0,0,19.54,118.76,20.55,16.14,0,0,0,148.3,0,0,0,0,0,27.89,0,43.47,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,0,0,42.39,0,59.73,683.14,16.48,45.53,0,0,15.81,0,0,0,0,0,0,0,0,139.69,0,0,70.81

89,22:00-22:15,0,8.87,0,0,92,0,20.97,0,0,19.54,118.76,20.55,16.14,0,0,0,148.3,0,0,0,0,0,27.89,0,43.47,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0.51,0,0,0,20,0,0,42.39,0,59.73,683.14,16.48,45.53,0,0,15.81,0,0,0,0,0,0,0,0,139.69,0,0,70.81

90,22:15-22:30,0,8.87,0,0,92,0,20.97,0,0,19.54,118.76,20.55,16.14,0,0,0,148.3,0,0,0,0,0,27.89,0,43.57,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0.51,0,0,0,20,0,0,42.39,0,59.73,683.14,16.48,45.53,0,0,15.81,0,0,0,0,0,0,0,0,139.69,0,0,70.81

91,22:30-22:45,0,8.87,0,0,92,0,7.73,0,0,19.54,118.76,20.55,16.14,0,0,0,148.3,0,0,0,0,0,27.89,0,43.57,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,393.75,0.71,0.51,0,0,0,20,0,0,42.39,0,59.73,683.14,16.48,45.53,0,0,15.81,0,0,0,0,0,0,0,0,139.69,0,0,70.81

92,22:45-23:00,0,8.87,0,0,92,0,7.73,0,0,19.54,118.76,20.55,16.14,0,0,0,148.3,0,0,0,0,0,27.89,0,43.57,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,365.62,0.71,0.51,0,0,0,20,0,0,42.39,0,59.73,683.14,16.48,45.53,0,0,15.81,0,0,0,0,0,0,0,0,139.69,0,0,70.81

93,23:00-23:15,0,8.87,0,0,92,0,7.73,0,0,19.54,118.76,20.55,16.14,0,0,0,148.3,0,0,0,0,0,27.89,0,43.57,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,337.5,0.71,0.51,0,0,0,20,0,0,42.39,0,59.73,683.14,16.48,45.53,0,0,15.81,0,0,0,0,0,0,0,0,139.69,0,0,70.81

94,23:15-23:30,0,8.87,0,0,92,0,7.73,0,0,19.54,118.76,20.55,16.14,0,0,0,148.3,0,0,0,0,0,27.89,0,43.57,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,337.5,0.71,0.51,0,0,0,20,0,0,42.39,0,59.73,683.14,16.48,45.53,0,0,15.81,0,0,0,0,0,0,0,0,139.69,0,0,70.81

95,23:30-23:45,0,8.87,0,0,92,0,14.35,0,0,19.54,118.76,20.55,16.14,0,0,0,148.3,0,0,0,0,0,27.89,0,43.57,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,337.5,0.71,0.51,0,0,0,20,0,0,42.39,0,59.73,683.14,16.48,45.53,0,0,15.81,0,0,0,0,0,0,0,0,139.69,0,0,70.81

96,23:45-24:00,0,8.87,0,0,92,0,14.35,0,0,19.54,118.76,20.55,16.14,0,0,0,148.3,0,0,0,0,0,27.89,0,43.57,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,337.5,0.71,0.51,0,0,0,20,0,0,42.39,0,59.73,683.14,16.48,45.53,0,0,15.81,0,0,0,0,0,0,0,0,139.69,0,0,70.81

