Block,Time,L_NR_2022_08,L_NR_2020_07,LT-35,L_NR_2022_09,SH-06,L_NR_2023_04,L_NR_2019_07,L_NR_2022_10,L_NR_2019_05,LT-05,L_NR_2019_11,L_NR_2019_19,L_NR_2021_17,SH-07,L_NR_2012_07,L_NR_2023_07,L_NR_2021_12,LT-31,LT-59,L_NR_2020_05,L_NR_2023_10,L_NR_2019_06,L_NR_2021_14,L_NR_2020_06,L_NR_2018_61,LT-36,L_NR_2012_01,L_NR_2021_15,L_NR_2020_02,L_NR_2021_16,L_NR_2012_02,L_NR_2021_13,L_NR_2012_04
9,02:00-02:15,6.33,7.34,0.000000,16.92,30.930000,30.600000,0,16.92,0,53.070000,6.150000,0,0,30.930000,74.130000,0,0,0.000000,6.530000,22,0,0,0,7.33,39.54,0.000000,101.260000,0,5.950000,0,261.590000,0,271.880000

10,02:15-02:30,6.33,7.34,0.000000,17.05,30.930000,30.600000,0,17.05,0,53.070000,6.150000,0,0,30.930000,74.130000,0,0,0.000000,6.530000,22,0,0,0,7.33,39.14,0.000000,101.260000,0,5.950000,0,261.590000,0,271.880000

11,02:30-02:45,6.33,7.34,0.000000,17.05,30.930000,30.600000,0,17.05,0,53.070000,6.150000,0,0,30.930000,74.130000,0,0,0.000000,6.530000,22,0,0,0,7.33,38.74,0.000000,101.260000,0,5.950000,0,261.590000,0,271.880000

12,02:45-03:00,6.33,7.34,0.000000,16.95,30.930000,30.600000,0,16.95,0,53.070000,6.150000,0,0,30.930000,74.130000,0,0,0.000000,6.530000,22,0,0,0,7.33,38.34,0.000000,101.260000,0,5.950000,0,261.590000,0,271.880000

13,03:00-03:15,6.33,7.34,0.000000,17.51,30.930000,30.600000,0,17.51,0,53.070000,6.150000,0,0,30.930000,0.000000,0,0,0.000000,6.530000,22,0,0,0,7.33,38.08,0.000000,101.260000,0,5.950000,0,261.590000,0,271.880000

14,03:15-03:30,6.33,7.34,0.000000,17.72,30.930000,30.600000,0,17.72,0,53.070000,6.150000,0,0,30.930000,0.000000,0,0,0.000000,6.530000,22,0,0,0,7.33,37.74,0.000000,101.260000,0,5.950000,0,261.590000,0,271.880000

15,03:30-03:45,6.33,7.34,0.000000,17.72,30.930000,30.600000,0,17.72,0,54.020000,6.150000,0,0,30.930000,0.000000,0,0,0.000000,6.530000,22,0,0,0,7.33,27.24,0.000000,101.260000,0,5.950000,0,261.590000,0,271.880000

16,03:45-04:00,6.33,7.34,0.000000,17.65,30.930000,30.600000,0,17.65,0,54.020000,6.150000,0,0,30.930000,0.000000,0,0,0.000000,6.530000,22,0,0,0,7.33,27.18,0.000000,101.260000,0,5.950000,0,261.590000,0,271.880000

17,04:00-04:15,6.33,7.34,0.000000,17.51,30.930000,29.630000,0,17.51,0,54.020000,6.150000,0,0,30.930000,0.000000,0,0,0.000000,6.380000,22,0,0,0,7.33,27.78,0.000000,101.260000,0,5.860000,0,261.590000,0,271.880000

18,04:15-04:30,6.33,7.34,0.000000,17.36,30.930000,29.630000,0,17.36,0,54.020000,6.150000,0,0,30.930000,0.000000,0,0,0.000000,6.380000,22,0,0,0,7.33,27.75,0.000000,101.260000,0,5.860000,0,261.590000,0,271.880000

19,04:30-04:45,6.33,7.34,0.000000,17.19,30.930000,29.630000,0,17.19,0,55.440000,6.150000,0,0,30.930000,0.000000,0,0,0.000000,6.380000,22,0,0,0,7.33,27.15,0.000000,101.260000,0,5.860000,0,261.590000,0,271.880000

20,04:45-05:00,6.33,7.34,0.000000,17.05,30.930000,29.630000,0,17.05,0,55.440000,5.990000,0,0,30.930000,0.000000,0,0,0.000000,6.380000,22,0,0,0,7.33,26.3,0.000000,101.260000,0,5.860000,0,261.590000,0,271.880000

21,05:00-05:15,6.33,7.34,0.000000,16.81,30.930000,29.720000,0,16.81,0,58.000000,5.990000,0,0,30.930000,0.000000,0,0,0.000000,6.380000,22,0,0,0,7.33,38.94,0.000000,101.260000,0,5.860000,0,261.590000,0,271.880000

22,05:15-05:30,6.33,7.34,0.000000,16.6,30.930000,29.720000,0,16.6,0,58.000000,5.990000,0,0,30.930000,0.000000,0,0,0.000000,6.380000,22,0,0,0,7.33,38.54,0.000000,101.260000,0,5.860000,0,261.590000,0,271.880000

23,05:30-05:45,6.33,7.34,0.000000,16.76,30.930000,29.720000,0,16.76,0,58.000000,5.990000,0,0,30.930000,0.000000,0,0,0.000000,6.380000,22,0,0,0,7.33,37.95,0.000000,101.260000,0,5.860000,0,261.590000,0,271.880000

24,05:45-06:00,6.33,7.34,0.000000,15.64,30.930000,29.720000,0,15.64,0,58.000000,5.990000,0,0,30.930000,0.000000,0,0,0.000000,6.380000,22,0,0,0,7.33,37.26,0.000000,101.260000,0,5.860000,0,261.590000,0,271.880000

25,06:00-06:15,6.33,7.34,0.000000,13.67,30.930000,29.720000,6.59,13.67,3.55,58.000000,5.990000,0.857472,0.33,30.930000,0.000000,0,0,0.000000,6.380000,22,0,3.45,0,7.33,42.02,0.000000,101.260000,0,5.860000,0.67,261.590000,0,271.880000

26,06:15-06:30,6.33,7.34,0.010000,13.67,30.930000,29.720000,10.12,13.67,8.75,58.000000,5.990000,4.667376,1.33,30.930000,0.000000,1.11,0,0.010000,6.380000,22,0.47,8.99,0,7.33,42.02,0.010000,101.260000,0,5.860000,2.67,261.590000,0,271.880000

27,06:30-06:45,6.33,7.34,0.190000,17.72,30.930000,29.720000,15.59,17.72,15.49,58.000000,5.990000,8.906016,2,30.930000,0.000000,3.35,1.91,0.190000,6.380000,22,1.43,15.48,0.33,7.33,41.14,0.200000,101.260000,1,5.860000,4,261.590000,0.38,271.880000

28,06:45-07:00,6.33,7.34,0.610000,17.65,30.930000,29.720000,22.65,17.65,25.45,58.000000,5.990000,13.183632,4,30.930000,0.000000,8.34,8.8,0.610000,6.380000,22,3.58,25.49,1.67,7.33,40.31,0.620000,101.260000,2,5.860000,8,261.590000,1.76,271.880000

29,07:00-07:15,6.33,7.34,1.250000,17.51,30.930000,29.720000,28.32,17.51,28.32,58.000000,5.770000,17.63664,5.33,30.930000,0.000000,15.71,17.65,1.250000,6.230000,22,6.73,28.31,3.33,7.33,38.54,1.280000,101.260000,4,5.760000,10.67,261.590000,3.53,271.880000

30,07:15-07:30,6.33,7.34,2.030000,17.36,30.930000,29.720000,28.82,17.36,28.82,58.000000,5.770000,22.323504,7.67,30.930000,0.000000,24.72,30.16,2.030000,6.230000,22,10.6,28.81,6.67,7.33,37.78,2.080000,101.260000,7,5.760000,15.33,261.590000,6.03,271.880000

31,07:30-07:45,6.33,7.34,3.010000,17.19,30.930000,29.720000,30.33,17.19,30.33,58.000000,5.770000,26.922672,9.67,30.930000,0.000000,49,45.01,3.010000,6.230000,22,21,30.34,10,7.33,30.58,3.080000,101.260000,9,5.760000,19.33,261.590000,9,271.880000

32,07:45:08:00,6.33,7.34,4.110000,17.05,30.930000,29.720000,30.83,17.05,30.83,58.000000,5.770000,31.57056,13.33,30.930000,0.000000,56,60.44,4.110000,6.230000,22,24,30.84,18.03,7.33,30.53,4.200000,101.260000,13,5.760000,26.67,261.590000,12.09,271.880000

33,08:00-08:15,6.33,8.45,5.260000,23.94,30.930000,30.720000,32,23.94,32,58.000000,5.770000,36.49128,16.66,30.930000,0.000000,70,79.73,5.260000,6.230000,25.33,30,32,25.07,8.44,30.59,5.400000,101.260000,16.7,5.760000,33.34,261.590000,15.94,271.880000

34,08:15-08:30,6.33,8.16,6.430000,23.58,30.930000,30.720000,32.33,23.58,32.33,58.000000,5.770000,41.295072,18.66,30.930000,0.000000,84,99.39,6.430000,6.230000,24.5,36,32.34,32.49,8.17,30.56,6.590000,101.260000,22.24,5.760000,37.34,261.590000,19.88,271.880000

35,08:30-08:45,6.33,8.14,7.590000,23.14,30.930000,30.720000,32.5,23.14,32.5,58.000000,5.770000,45.865008,22.66,30.930000,0.000000,98,119.41,7.590000,6.230000,24.44,42,32.5,39.88,8.15,15.11,7.780000,101.260000,26.18,5.760000,45.34,261.590000,23.88,271.880000

36,08:45:09:00,6.33,7.93,8.730000,23.05,30.930000,30.720000,32.5,23.05,32.5,58.000000,5.770000,50.288784,23.33,30.930000,0.000000,112,139.78,8.730000,6.230000,23.79,48,32.5,47.08,7.93,15.6,8.950000,101.260000,29.74,5.760000,46.67,261.590000,27.95,271.880000

37,09:00:09:15,6.33,7.87,9.790000,22.75,30.930000,28.660000,32.5,22.75,32.5,58.000000,5.770000,35.351232,28.33,30.930000,0.000000,133,157.6,9.790000,6.230000,23.61,57,32.5,53.86,7.87,15.78,10.040000,101.260000,32.09,5.760000,56.67,261.590000,31.52,271.880000

38,09:15-09:30,6.34,7.87,10.780000,22.33,30.930000,28.660000,32.5,22.33,32.5,58.000000,5.770000,37.085664,30.66,30.930000,0.000000,140,174.41,10.780000,6.230000,23.61,60,32.5,60.35,7.87,15.95,11.060000,101.260000,35.11,5.760000,61.34,261.590000,34.88,271.880000

39,09:30-09:45,6.34,7.34,11.670000,20.22,30.930000,28.660000,32.67,20.22,32.67,58.000000,5.770000,39.521664,34.33,30.930000,0.000000,152.6,190.6,11.670000,6.230000,22,65.4,32.66,66.49,7.33,15.86,11.960000,101.260000,37.69,5.760000,68.67,261.590000,38.12,271.880000

40,09:45-10:00,6.34,7.34,12.450000,19.88,30.930000,29.630000,32.67,19.88,32.67,58.000000,5.770000,41.94792,35.33,30.930000,0.000000,164.5,204.98,12.450000,6.230000,22,70.5,32.66,71.9,7.33,16.28,12.760000,101.260000,39.8,5.760000,70.67,261.590000,40.99,271.880000

41,10:00-10:15,6.34,7.34,13.180000,19.45,30.930000,27.610000,32.67,19.45,32.67,58.000000,5.770000,88.446288,36.33,30.930000,0.000000,175,218.69,13.180000,6.060000,22,75,32.66,76.89,7.33,18.88,13.510000,101.260000,40,5.670000,72.67,261.590000,43.74,271.880000

42,10:15-10:30,6.34,7.34,13.730000,19.12,30.930000,27.610000,32.67,19.12,32.67,58.000000,5.770000,93.074688,37.66,30.930000,0.000000,185.5,230.42,13.730000,6.060000,22,79.5,32.66,81.25,7.33,21.08,14.080000,101.260000,41,5.670000,75.34,261.590000,46.08,271.880000

43,10:30-10:45,6.34,7.34,14.240000,19.11,30.930000,27.610000,32.67,19.11,32.67,58.000000,5.770000,96.9528,38,30.930000,0.000000,191.8,241.81,14.240000,6.060000,22,82.2,32.66,85.16,7.33,24.08,14.590000,101.260000,41.7,5.670000,76,261.590000,48.36,271.880000

44,10:45-11:00,6.34,7.34,14.660000,19.12,30.930000,27.610000,32.67,19.12,32.67,58.000000,5.770000,100.489872,40,30.930000,0.000000,191.8,250,14.660000,6.060000,22,82.2,32.66,88.57,7.33,25.28,15.020000,101.260000,42.5,5.670000,80,261.590000,50,271.880000

45,11:00-11:15,6.34,7.34,14.960000,20.17,30.930000,27.610000,32.67,20.17,32.67,58.000000,5.770000,102.058656,40,30.930000,0.000000,191.8,250,14.960000,6.060000,22,82.2,32.66,89.45,7.33,27.08,15.330000,101.260000,44,5.670000,80,261.590000,50,271.880000

46,11:15-11:30,6.34,7.34,15.190000,20.12,30.930000,28.580000,32.67,20.12,32.67,58.000000,5.770000,103.218192,40,30.930000,0.000000,191.8,250,15.190000,6.060000,22,82.2,32.66,90.15,7.33,28.34,15.580000,101.260000,44.5,5.670000,80,261.590000,50,271.880000

47,11:30-11:45,6.34,7.34,15.350000,20.17,30.930000,28.580000,32.67,20.17,32.67,58.000000,5.770000,104.007456,40,30.930000,0.000000,191.8,250,15.350000,6.060000,22,82.2,32.66,92.33,7.33,29.71,15.730000,101.260000,45.5,5.670000,80,261.590000,50,271.880000

48,11:45-12:00,6.34,7.34,15.520000,20.1,30.930000,28.580000,32.67,20.1,32.67,58.000000,5.770000,105.030576,40,30.930000,0.000000,191.8,250,15.520000,6.060000,22,82.2,32.66,92.32,7.33,30.66,15.900000,101.260000,45.5,5.670000,80,261.590000,50,271.880000

49,12:00-12:15,6.34,7.34,15.540000,20.45,30.930000,28.580000,32.67,20.45,32.67,58.000000,5.920000,77.503776,40,30.930000,0.000000,191.8,250,15.540000,6.230000,22,82.2,32.66,92.33,7.33,31.62,15.920000,101.260000,45.5,5.670000,80,261.590000,50,271.880000

50,12:15-12:30,6.34,7.34,15.420000,17.19,30.930000,28.580000,32.67,17.19,32.67,58.000000,5.920000,78.1956,40,30.930000,0.000000,191.8,250,15.420000,6.230000,22,82.2,32.66,92.35,7.33,33.5,15.810000,101.260000,45.5,5.670000,80,261.590000,50,271.880000

51,12:30-12:45,6.34,7.34,15.430000,17.15,30.930000,28.580000,32.67,17.15,32.67,58.000000,5.920000,78.478176,40,30.930000,0.000000,191.8,250,15.430000,6.230000,22,82.2,32.66,92.38,7.33,31.08,15.820000,101.260000,45.5,5.670000,80,261.590000,50,271.880000

52,12:45-13:00,6.34,7.34,15.410000,17.47,30.930000,28.580000,32.67,17.47,32.67,58.000000,5.920000,78.429456,40,30.930000,0.000000,191.8,250,15.410000,6.230000,22,82.2,32.66,92.32,7.33,31.54,15.800000,101.260000,45.5,5.670000,80,261.590000,50,271.880000

53,13:00-13:15,6.34,7.34,15.340000,17.95,30.930000,28.580000,32.67,17.95,32.67,58.000000,5.920000,39.502176,40,30.930000,0.000000,191.8,250,15.340000,6.380000,22,82.2,32.66,92.32,7.33,33.22,15.720000,101.260000,45.5,5.670000,80,261.590000,50,271.880000

54,13:15-13:30,6.34,7.34,15.290000,18.86,30.930000,28.580000,32.67,18.86,32.67,58.000000,5.920000,39.531408,40,30.930000,0.000000,191.8,250,15.290000,6.380000,22,82.2,32.66,92.31,7.33,34.71,15.670000,101.260000,45.5,5.670000,80,261.590000,50,271.880000

55,13:30-13:45,6.34,7.34,15.210000,19.82,30.930000,28.580000,32.67,19.82,32.67,58.000000,5.920000,37.553376,40.33,30.930000,0.000000,191.8,250,15.210000,6.380000,22,82.2,32.66,92.13,7.33,26.94,15.600000,101.260000,45.5,5.670000,80.67,261.590000,50,271.880000

56,13:45-14:00,6.34,7.34,14.950000,20.14,30.930000,28.580000,32.67,20.14,32.67,58.000000,5.920000,34.649664,41,30.930000,0.000000,191.8,250,14.950000,6.380000,22,82.2,32.66,90.99,7.33,27.54,15.330000,101.260000,44,5.670000,82,261.590000,50,271.880000

57,14:00-14:15,6.6,7.5,14.730000,20.62,30.930000,28.580000,32.67,20.62,32.67,58.000000,6.150000,33.675264,39.33,30.930000,0.000000,189,250,14.730000,6.530000,22.5,81,32.66,88.92,7.5,27.94,15.100000,101.260000,41.2,5.760000,78.67,261.590000,50,271.880000

58,14:15-14:30,7.23,7.66,14.240000,20.77,30.930000,28.580000,32.67,20.77,32.67,58.000000,6.150000,37.572864,38.33,30.930000,0.000000,185.5,250,14.240000,6.530000,23,79.5,32.66,87.98,7.67,28.34,14.590000,101.260000,40.2,5.760000,76.67,261.590000,50,271.880000

59,14:30-14:45,7.67,7.84,13.690000,21.41,30.930000,28.580000,32.67,21.41,32.67,58.000000,6.150000,39.521664,37.33,30.930000,0.000000,182,245.95,13.690000,6.230000,23.5,78,32.66,84.6,7.83,28.75,14.040000,101.260000,38.2,5.760000,74.67,261.590000,49.19,271.880000

60,14:45-15:00,8.07,8.16,13.260000,22.88,30.930000,28.580000,32.67,22.88,32.67,58.000000,6.150000,71.676864,35,30.930000,0.000000,170.8,235.75,13.260000,6.230000,24.5,73.2,32.66,80.69,8.17,28.86,13.580000,101.260000,36.4,5.760000,70,261.590000,47.15,271.880000

61,15:00-15:15,8.64,8.66,12.630000,24.58,30.930000,30.510000,32.67,24.58,32.67,58.000000,6.150000,68.753664,33.33,30.930000,0.000000,163.8,224.32,12.630000,6.460000,26,70.2,32.66,76.38,8.67,29.34,12.940000,101.260000,35.08,5.760000,66.67,261.590000,44.86,271.880000

62,15:15-15:30,9.24,9.16,12.070000,26.05,30.930000,30.510000,32.67,26.05,32.67,58.000000,6.150000,66.785376,33.66,30.930000,0.000000,156.8,212.03,12.070000,6.460000,27.5,67.2,32.66,71.6,9.17,29.74,12.380000,101.260000,33.5,5.760000,67.34,261.590000,42.41,271.880000

63,15:30-15:45,7.04,8.34,11.310000,25.15,30.930000,30.510000,32.67,25.15,32.67,58.000000,6.150000,64.836576,31,30.930000,0.000000,140,197.8,11.310000,6.460000,25,60,32.66,66.36,8.33,33.1,11.590000,101.260000,31.48,5.760000,62,261.590000,39.56,271.880000

64,15:45-16:00,7.54,8.34,10.430000,25.4,30.930000,30.510000,32.67,25.4,32.67,58.000000,6.150000,62.887776,28.33,30.930000,0.000000,126,183,10.430000,6.460000,25,54,32.66,60.44,8.33,33.54,10.700000,101.260000,28.99,5.760000,56.67,261.590000,36.6,271.880000

65,16:00-16:15,8.76,8.34,9.420000,26.39,30.930000,30.510000,32.67,26.39,32.67,58.000000,6.380000,60.958464,24.33,30.930000,0.000000,115.5,167.67,9.420000,6.690000,25,49.5,32.66,54.38,8.33,34.08,9.660000,101.260000,26.15,5.580000,48.67,261.590000,33.53,271.880000

66,16:15-16:30,9.74,8.89,8.380000,27.72,30.930000,30.510000,32.67,27.72,32.67,58.000000,6.380000,24.36,22.33,30.930000,0.000000,105,151.28,8.380000,6.690000,26.66,45,32.66,48,8.89,34.88,8.590000,101.260000,22.95,5.580000,44.67,261.590000,30.25,271.880000

67,16:30-16:45,10.6,9.85,7.300000,29.24,30.930000,30.510000,32.67,29.24,32.67,58.000000,6.380000,24.36,20,30.930000,0.000000,84,133.68,7.300000,7.000000,29.52,36,32.66,41.47,9.84,36.36,7.480000,101.260000,19.56,5.580000,40,261.590000,26.73,271.880000

68,16:45-17:00,11.54,10.08,6.200000,30.65,30.930000,30.510000,32.31,30.65,32.85,58.000000,6.380000,24.36,18,30.930000,0.000000,70,115.74,6.200000,7.000000,30.23,30,32.84,34.59,10.07,36.61,6.350000,101.260000,16.17,5.580000,36,261.590000,23.15,271.880000

69,17:00-17:15,10.08,10.48,5.060000,28.34,30.930000,30.510000,18.67,28.34,30.48,58.000000,6.380000,24.36,15.67,30.930000,0.000000,56,83.33,5.060000,7.000000,31.43,24,33,27.53,10.48,32.1,5.190000,101.260000,16.61,5.710000,31.33,261.590000,16.67,271.880000

70,17:15-17:30,10.51,10.72,3.930000,29.75,30.930000,30.510000,6.59,29.75,20.15,58.000000,6.380000,24.36,11.67,30.930000,0.000000,42,68.63,3.930000,7.000000,32.16,18,30.88,20.65,10.72,32.35,4.030000,101.260000,15,5.710000,23.33,261.590000,13.73,271.880000

71,17:30-17:45,10.9,11.26,2.890000,34.71,30.930000,30.510000,1.1,34.71,14.3,58.000000,6.380000,17.5392,7.67,30.930000,0.000000,35,52.89,2.890000,7.150000,33.81,15,15,13.82,11.27,32.1,2.970000,101.260000,13.2,5.710000,15.33,261.590000,10.58,271.880000

72,17:45-18:00,11.95,12.28,1.930000,38.62,30.930000,30.510000,0.05,38.62,5.88,58.000000,6.380000,18.084864,6.33,30.930000,0.000000,28,37.17,1.930000,7.150000,36.83,12,7,7.72,12.28,39.44,1.980000,101.260000,9.34,5.710000,12.67,261.590000,7.43,271.880000

73,18:00-18:15,12.43,12.92,1.180000,41.73,30.930000,30.510000,0,41.73,0,58.000000,6.610000,5.242272,1.33,30.930000,0.000000,17.5,23.97,1.180000,7.150000,38.78,7.5,0,1.01,12.93,39.41,1.210000,101.260000,6.14,5.910000,2.67,261.590000,4.79,271.880000

74,18:15-18:30,21.52,20.27,0.590000,45.27,30.930000,30.510000,0,45.27,0,58.000000,6.610000,2.621136,0.67,30.930000,0.000000,10.5,13.9,0.590000,7.150000,60.78,4.5,0,0.33,20.26,39.06,0.610000,101.260000,3.72,5.910000,1.33,261.590000,2.78,271.880000

75,18:30-18:45,22.91,20.92,0.160000,49.1,30.930000,30.510000,0,49.1,0,58.000000,6.610000,0,0.33,30.930000,0.000000,3.5,6.62,0.160000,6.690000,62.81,1.5,0,0,20.94,38.21,0.160000,101.260000,2.18,5.910000,0.67,261.590000,1.32,271.880000

76,18:45-19:00,24.35,21.67,0.000000,50.34,30.930000,30.510000,0,50.34,0,58.000000,6.610000,0,0,30.930000,0.000000,0.7,1.71,0.000000,6.690000,65.01,0.3,0,0,21.67,37.26,0.000000,101.260000,0.96,5.910000,0,261.590000,0.34,271.880000

77,19:00-19:15,24.07,21.93,0.000000,50.87,30.930000,30.510000,0,50.87,0,58.000000,6.610000,0,0,30.930000,0.000000,0,0.68,0.000000,6.690000,65.77,0,0,0,21.92,36.43,0.000000,101.260000,0,6.040000,0,261.590000,0.13,271.880000

78,19:15-19:30,20.18,22.22,0.000000,50.67,30.930000,30.510000,0,50.67,0,58.000000,6.610000,0,0,30.930000,0.000000,0,0,0.000000,6.690000,66.61,0,0,0,22.2,36.08,0.000000,101.260000,0,6.040000,0,261.590000,0,271.880000

79,19:30-19:45,20.33,22.41,0.000000,38.74,30.930000,30.510000,0,38.74,0,58.000000,6.610000,0,0,30.930000,0.000000,0,0,0.000000,6.690000,67.24,0,0,0,22.41,35.32,0.000000,101.260000,0,6.040000,0,261.590000,0,271.880000

80,19:45-20:00,20.4,22.47,0.000000,38.87,30.930000,30.510000,0,38.87,0,58.000000,6.380000,0,0,30.930000,0.000000,0,0,0.000000,6.690000,67.43,0,0,0,22.48,35.04,0.000000,101.260000,0,6.040000,0,261.590000,0,271.880000

81,20:00-20:15,20.48,17.26,0.000000,38.94,30.930000,30.510000,0,38.94,0,58.000000,6.380000,0,0,30.930000,0.000000,0,0,0.000000,6.690000,51.78,0,0,0,17.26,34.77,0.000000,101.260000,0,6.040000,0,261.590000,0,271.880000

82,20:15-20:30,20.7,17.31,0.000000,38.87,30.930000,30.510000,0,38.87,0,58.000000,6.380000,0,0,30.930000,0.000000,0,0,0.000000,6.690000,51.9,0,0,0,17.3,33.46,0.000000,101.260000,0,6.040000,0,261.590000,0,271.880000

83,20:30-20:45,20.88,17.26,0.000000,38.8,30.930000,30.510000,0,38.8,0,58.000000,6.380000,0,0,30.930000,0.000000,0,0,0.000000,7.000000,51.78,0,0,0,17.26,32.02,0.000000,101.260000,0,6.040000,0,261.590000,0,271.880000

84,20:45-21:00,13.34,17.26,0.000000,39.04,30.930000,30.510000,0,39.04,0,58.000000,6.380000,0,0,30.930000,0.000000,0,0,0.000000,7.000000,51.78,0,0,0,17.26,25.12,0.000000,101.260000,0,6.040000,0,261.590000,0,271.880000

85,21:00-21:15,13.98,15.31,0.000000,39.42,30.930000,27.610000,0,39.42,0,58.000000,6.920000,0,0,30.930000,0.000000,0,0,0.000000,7.000000,45.94,0,0,0,15.31,24.96,0.000000,101.260000,0,6.370000,0,261.590000,0,271.880000

86,21:15-21:30,14.03,15.5,0.000000,39.58,30.930000,27.610000,0,39.58,0,58.000000,6.920000,0,0,30.930000,0.000000,0,0,0.000000,7.000000,46.53,0,0,0,15.51,24.82,0.000000,101.260000,0,6.370000,0,261.590000,0,271.880000

87,21:30-21:45,14.09,15.69,0.000000,39.55,30.930000,27.610000,0,39.55,0,58.000000,6.920000,0,0,30.930000,0.000000,0,0,0.000000,7.000000,47.09,0,0,0,15.7,25.23,0.000000,101.260000,0,6.370000,0,261.590000,0,271.880000

88,21:45-22:00,14.15,15.94,0.000000,39.5,30.930000,27.610000,0,39.5,0,58.000000,6.920000,0,0,30.930000,0.000000,0,0,0.000000,7.000000,47.81,0,0,0,15.94,25.01,0.000000,101.260000,0,6.370000,0,261.590000,0,271.880000

89,22:00-22:15,14.52,16.52,0.000000,39.53,30.930000,29.630000,0,39.53,0,58.000000,6.920000,0,0,30.930000,0.000000,0,0,0.000000,6.840000,49.57,0,0,0,16.52,24.82,0.000000,101.260000,0,6.230000,0,261.590000,0,271.880000

90,22:15-22:30,15.23,17.22,0.000000,39.61,30.930000,29.630000,0,39.61,0,58.000000,6.920000,0,0,30.930000,0.000000,0,0,0.000000,6.840000,51.63,0,0,0,17.21,12.51,0.000000,101.260000,0,6.230000,0,261.590000,0,271.880000

91,22:30-22:45,16.74,23.42,0.000000,43.16,30.930000,29.630000,0,43.16,0,58.000000,6.920000,0,0,30.930000,0.000000,0,0,0.000000,6.840000,70.28,0,0,0,23.43,13.18,0.000000,101.260000,0,6.230000,0,261.590000,0,271.880000

92,22:45-23:00,17.25,23.83,0.000000,44.86,30.930000,29.630000,0,44.86,0,58.000000,6.920000,0,0,30.930000,0.000000,0,0,0.000000,6.840000,71.49,0,0,0,23.83,13.61,0.000000,101.260000,0,6.230000,0,261.590000,0,271.880000

93,23:00-23:15,17.58,24.45,0.000000,46.45,30.930000,28.660000,0,46.45,0,58.000000,6.920000,0,0,30.930000,0.000000,0,0,0.000000,6.690000,73.32,0,0,0,24.44,12.91,0.000000,101.260000,0,6.230000,0,261.590000,0,271.880000

94,23:15-23:30,17.84,25.05,0.000000,48.3,30.930000,28.660000,0,48.3,0,58.000000,6.920000,0,0,30.930000,0.000000,0,0,0.000000,6.690000,75.1,0,0,0,25.03,12.26,0.000000,101.260000,0,6.230000,0,261.590000,0,271.880000

