Block,Time,BRBCL,CHAMERA3,DHAULIGNGA,NLCTS2EXP,NNTPP,RAMPUR,SINGRAULI,TelanganaSTPP,UNCHAHAR1,URI2,ANTA_RF,AURY_RF,CHAMERA1,CHAMERA2,KGSU3AND4,KHSTPP-I,KKNP,KKNPPU2,NLCIIST1,NTPL,RIHAND2,RIHAND3,DADRT2,DULHASTI,KGSU1AND2,KUDGI,TALST2,UNCHAHAR2,URI,DADRI_LF,DADRI_RF,RAPPB,SASAN,SEWA2,TEHRI,ANTA_GF,JHAJJAR,KOLDAM,KOTESHWR,RAPPC,SIMHST2,TALA,TANAKPUR,AURY_CRF,BSIUL,NAPP,RSTPSU1TO6,SIMHST1,VALLURNTECL,ANTA_LF,KHSTPP-II,KISHANGANGA,MAPS,NJPC,RIHAND1,SINGRAULI_HYDRO,UNCHAHAR3,DADRI_CRF,DADRI_GF,FSTPP I & II,NLCEXP,NLCIIST2,PARBATI3,RSTPSU7,SALAL,TANDA2,UNCHAHAR4,ANTA_CRF,AURY_GF,AURY_LF
9,02:00-02:15,20,32.08,40.4,0,0,3.54,89.59,0,9.9,23.65,48.150000000000006,77.33,0,44.22,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,46.37,0,74.61,0,412.88,0,35.44,0,413.81,5.35,9.66,60.23,0,10.41,11.27,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,15.46,0,83.67,2.89,1.62,0,0,0

10,02:15-02:30,20,32.08,40.4,0,0,3.54,89.59,0,9.9,23.65,48.150000000000006,77.33,0,44.22,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,30.91,0,74.61,0,412.88,0,35.44,0,413.81,5.35,9.66,60.23,0,10.41,11.27,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,15.46,0,83.67,2.89,1.62,0,0,0

11,02:30-02:45,20,32.08,40.4,0,0,3.54,89.59,0,9.9,23.65,48.150000000000006,77.33,0,44.22,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,30.91,0,74.61,0,399.38,0,35.44,0,413.81,5.35,9.66,60.23,0,10.41,11.27,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,15.46,0,83.67,2.89,1.62,0,0,0

12,02:45-03:00,20,32.08,40.4,0,0,3.54,89.59,0,9.9,23.65,48.150000000000006,77.33,0,44.22,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,46.37,0,74.61,0,399.38,0,35.44,0,413.81,5.35,9.66,60.23,0,10.41,11.27,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,15.46,0,83.67,2.89,1.62,0,0,0

13,03:00-03:15,20.01,32.08,40.4,0,0,3.54,89.59,0,9.9,36.05,48.150000000000006,77.33,0,44.22,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,41.95,0,74.61,0,399.38,0,35.44,0,413.81,5.35,9.66,60.23,0,10.41,11.27,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,15.46,0,79.01,2.89,1.62,0,0,0

14,03:15-03:30,20.01,32.08,40.4,0,0,3.54,89.59,0,9.9,36.05,48.150000000000006,77.33,0,44.22,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,28.71,0,74.61,0,399.38,0,35.44,0,413.81,5.35,9.66,60.23,0,10.41,11.27,0,13.04,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,15.46,0,79.01,2.89,1.62,0,0,0

15,03:30-03:45,20.01,32.08,40.4,0,0,3.54,105.16,0,9.9,36.05,48.150000000000006,77.33,0,44.22,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,19.87,0,74.61,0,399.38,0,35.44,0,413.81,5.35,9.66,60.23,0,10.41,11.27,0,13.04,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,15.46,0,79.01,2.89,1.62,0,0,0

16,03:45-04:00,20.01,32.08,40.4,0,0,3.54,107.5,0,9.9,36.05,48.150000000000006,77.33,0,44.22,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,44.16,0,74.61,0,399.38,0,35.44,0,413.81,5.35,9.66,60.23,0,10.41,11.27,0,13.04,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,15.46,0,79.01,2.89,1.62,0,0,0

17,04:00-04:15,20.01,21.37,40.4,0,0,3.54,109.06,0,9.9,36.05,48.150000000000006,77.33,13.16,44.22,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,44.16,0,74.61,0,399.38,0,35.44,0,413.81,5.35,9.66,60.23,0,10.41,11.27,0,13.04,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,15.46,0,79.01,2.89,1.62,0,0,0

18,04:15-04:30,20.01,21.37,40.4,0,0,3.54,109.06,0,9.9,36.05,48.150000000000006,77.33,14.05,31.33,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,19.87,0,74.61,0,399.38,0,35.44,0,413.81,5.35,9.66,60.23,0,10.41,11.27,0,13.04,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,15.46,0,79.01,2.89,1.62,0,0,0

19,04:30-04:45,20.01,21.37,40.4,0,0,3.54,110.61,0,9.9,23.65,48.150000000000006,77.33,14.05,31.33,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,19.87,0,74.61,0,399.38,0,35.44,0,413.81,5.35,9.66,60.23,0,10.41,11.27,0,13.04,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,3.51,0,79.01,2.89,1.62,0,0,0

20,04:45-05:00,20.01,21.37,40.4,0,0,3.54,112.95,0,9.9,23.65,48.150000000000006,77.33,14.05,31.33,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,44.16,0,74.61,0,399.38,0,35.44,0,413.81,5.35,9.66,60.23,0,10.26,11.27,0,13.04,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,3.51,0,79.01,2.89,1.62,0,0,0

21,05:00-05:15,20.01,21.37,40.4,0,0,3.54,115.29,0,9.9,23.65,48.150000000000006,77.33,14.05,31.33,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,44.16,0,74.61,0,399.38,0,35.44,0,413.81,5.35,9.66,60.23,0,10.09,11.78,0,13.04,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,3.94,0,79.01,2.89,1.62,0,0,0

22,05:15-05:30,20.01,21.37,40.4,0,0,3.54,117.63,0,9.9,23.65,48.150000000000006,77.33,14.05,31.33,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,30.91,0,74.61,0,399.38,0,35.44,0,413.81,5.35,9.66,60.23,0,9.67,11.78,0,13.04,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,3.94,0,79.01,2.89,1.62,0,0,0

23,05:30-05:45,20.01,21.37,40.4,0,0,3.54,119.18,0,9.9,23.65,48.150000000000006,77.33,14.05,31.33,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,30.91,0,74.61,0,378,0,35.44,0,413.81,5.35,9.66,60.23,0,9.38,11.78,0,13.04,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,16.87,0,79.01,2.89,1.62,0,0,0

24,05:45-06:00,20.01,21.37,40.4,0,0,3.54,121.52,0,9.9,23.65,48.150000000000006,77.33,14.05,31.33,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,30.91,0,74.61,0,378,0,35.44,0,413.81,5.35,9.66,60.23,0,9.08,11.78,0,13.04,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,36.54,0,79.01,2.89,1.62,0,0,0

25,06:00-06:15,20,21.37,40.4,0,0,3.54,121.52,0,9.9,23.65,46.96,77.33,28.1,31.33,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,26.49,0,74.61,0,378,0,35.44,0,413.81,5.35,9.66,60.23,0,8.94,5.76,0,13.04,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,36.54,0,79.01,2.89,1.62,0,0,0

26,06:15-06:30,20,21.37,40.4,0,0,3.54,121.52,0,9.9,23.65,46.96,77.33,28.1,31.33,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,26.49,0,74.61,0,378,0,35.44,0,413.81,5.35,9.66,60.23,0,8.64,4.86,0,13.04,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,36.54,0,79.01,2.89,1.62,0,0,0

27,06:30-06:45,20,21.37,40.4,0,0,3.54,112.95,0,9.9,23.65,46.96,77.33,28.1,31.33,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,13.25,0,74.61,0,378,0,35.44,0,413.81,5.35,9.66,60.23,0,8.64,4.86,0,13.04,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,36.54,0,79.01,2.89,1.62,0,0,0

28,06:45-07:00,20,21.37,40.4,0,0,3.54,112.95,0,9.9,23.65,46.96,77.33,28.1,31.33,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,13.25,0,74.61,0,378,0,35.44,0,413.81,5.35,9.66,60.23,0,8.82,5.76,0,13.04,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,36.54,0,79.01,2.89,1.62,0,0,0

29,07:00-07:15,20,21.37,40.4,0,0,3.54,112.95,0,9.9,29.56,46.96,77.33,28.1,31.33,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,13.25,0,74.61,0,378,0,35.44,0,413.81,5.35,9.66,60.23,0,8.91,11.78,0,13.04,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,36.54,0,79.01,2.89,1.62,0,0,0

30,07:15-07:30,20,21.37,40.4,0,0,3.54,112.95,0,9.9,29.56,46.96,77.33,28.1,31.33,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,13.25,0,74.61,0,378,0,35.44,0,413.81,5.35,9.66,60.23,0,8.96,12.43,0,13.04,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,3.94,0,79.01,2.89,1.62,0,0,0

31,07:30-07:45,20,21.37,40.4,0,0,3.54,112.95,0,9.9,29.56,46.96,77.33,28.1,31.33,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,13.25,0,74.61,0,378,0,17.72,0,413.81,5.35,9.66,60.23,0,9.23,12.43,0,13.04,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,15.46,0,79.01,2.89,1.62,0,0,0

32,07:45-08:00,20,21.37,40.4,0,0,3.54,112.95,0,9.9,29.56,46.96,77.33,28.1,31.33,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,13.25,0,74.61,0,378,0,17.72,0,413.81,5.35,9.66,60.23,0,9.35,12.43,0,13.04,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,15.46,0,79.01,2.89,1.62,0,0,0

33,08:00-08:15,20.01,21.37,40.4,0,0,3.54,112.95,0,9.9,26.6,46.96,77.33,28.1,31.33,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,13.25,0,72.75999999999999,0,378,0,17.72,0,413.81,5.35,9.66,60.23,0,9.35,12.43,0,13.04,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,16.87,0,79.01,2.89,1.62,0,0,0

34,08:15-08:30,20.01,21.37,40.4,0,0,3.54,112.95,0,9.9,26.6,46.96,77.33,28.1,31.33,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,13.25,0,72.75999999999999,0,378,0,17.72,0,413.81,5.35,9.66,60.23,0,9.31,12.43,0,13.04,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,16.87,0,79.01,2.89,1.62,0,0,0

35,08:30-08:45,20.01,21.37,40.4,0,0,3.54,112.95,0,9.9,22.16,46.96,77.33,28.1,31.33,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,30.91,0,72.75999999999999,0,378,0,17.72,0,413.81,5.35,9.66,60.23,0,12.05,12.43,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,16.87,0,79.01,2.89,1.62,0,0,0

36,08:45-09:00,20.01,21.37,40.4,0,0,3.54,112.95,0,9.9,22.16,46.96,77.33,28.1,31.33,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,30.91,0,72.75999999999999,0,378,0,17.72,0,413.81,5.35,9.66,60.23,0,11.97,12.43,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,16.87,0,79.01,2.89,1.62,0,0,0

37,09:00-09:15,20.01,21.37,40.4,0,0,3.54,112.95,0,9.9,22.16,46.96,77.33,28.1,31.33,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,13.25,0,72.75999999999999,0,378,0,17.72,0,413.81,5.35,0,60.23,0,12,12.43,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,16.87,0,79.01,2.89,1.62,0,0,0

38,09:15-09:30,20.01,21.37,40.4,0,0,3.54,112.95,0,9.9,22.16,46.96,77.33,28.1,31.33,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,13.25,0,72.75999999999999,0,378,0,17.72,0,413.81,5.35,0,60.23,0,11.97,11.78,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,16.87,0,79.01,2.89,1.62,0,0,0

39,09:30-09:45,20.01,21.37,40.4,0,0,3.54,112.95,0,9.9,22.16,46.96,77.33,28.1,28.34,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,13.25,0,72.75999999999999,0,378,0,17,0,413.81,5.35,0,60.23,0,12.91,11.78,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,16.87,0,79.01,2.89,1.62,0,0,0

40,09:45-10:00,20.01,21.37,40.4,0,0,3.54,112.95,0,9.9,22.16,46.96,77.33,28.1,28.34,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,13.25,0,72.75999999999999,0,378,0,17,0,413.81,5.35,0,60.23,0,13.05,11.78,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,16.87,0,79.01,2.89,1.62,0,0,0

41,10:00-10:15,20.01,21.37,40.4,0,0,3.54,112.95,0,9.9,29.56,46.72,77.33,28.1,28.34,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,13.25,0,72.75999999999999,0,378,0,0,0,413.81,5.35,0,60.23,0,12.79,11.53,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,16.87,0,79.01,2.89,1.62,0,0,0

42,10:15-10:30,20.01,21.37,40.4,0,0,3.54,112.95,0,9.9,29.56,46.72,77.33,28.1,28.34,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,13.25,0,72.75999999999999,0,378,0,0,0,413.81,5.35,0,60.23,0,13.05,11.53,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,16.87,0,79.01,2.89,1.62,0,0,0

43,10:30-10:45,20.01,21.37,40.4,0,0,3.54,112.95,0,9.9,32.51,46.72,77.33,28.1,28.34,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,12.15,0,72.75999999999999,0,378,0,0,0,413.81,5.35,0,60.23,0,13.05,11.53,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,16.87,0,79.01,2.89,1.62,0,0,0

44,10:45-11:00,20.01,21.37,40.4,0,0,3.54,112.95,0,9.9,32.51,46.72,77.33,28.1,28.34,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,12.15,0,72.75999999999999,0,378,0,0,0,413.81,5.35,0,60.23,0,12.91,11.53,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,16.87,0,79.01,2.89,1.62,0,0,0

45,11:00-11:15,20.01,21.37,40.4,0,0,3.54,112.95,0,9.9,32.51,46.72,77.33,28.1,28.34,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,12.15,0,72.75999999999999,0,378,0,0,0,413.81,5.35,0,60.23,0,12.91,12.43,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,16.87,0,46.48,2.89,1.62,0,0,0

46,11:15-11:30,20.01,21.37,40.4,0,0,3.54,112.95,0,9.9,32.51,46.72,77.33,28.1,28.34,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,12.15,0,72.75999999999999,0,378,0,0,0,413.81,5.35,0,60.23,0,12.14,12.43,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,16.87,0,46.48,2.89,1.62,0,0,0

47,11:30-11:45,20.01,21.37,40.4,0,0,3.54,128.54,0,9.9,32.51,46.72,77.33,28.1,28.34,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,12.15,0,72.75999999999999,0,378,0,0,0,413.81,5.35,0,60.23,0,12.14,12.43,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,16.87,0,46.48,2.89,1.62,0,0,0

48,11:45-12:00,20.01,21.37,40.4,0,0,3.54,128.54,0,9.9,32.51,46.72,77.33,28.1,28.34,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,12.15,0,72.75999999999999,0,378,0,0,0,413.81,5.35,0,60.23,0,12.14,12.43,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,16.87,0,46.48,2.89,1.62,0,0,0

49,12:00-12:15,20.01,21.37,40.4,0,0,3.54,128.54,0,9.9,32.51,46.370000000000005,77.33,28.1,28.34,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,3.31,0,72.75999999999999,0,378,0,0,0,413.81,5.35,9.66,60.23,0,12.64,11.53,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,16.87,0,46.48,2.89,1.62,0,0,0

50,12:15-12:30,20.01,21.37,40.4,0,0,3.54,128.54,0,9.9,32.51,46.370000000000005,77.33,28.1,28.34,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,3.31,0,72.75999999999999,0,378,0,0,0,413.81,5.35,9.66,60.23,0,12.64,11.53,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,16.87,0,46.48,2.89,1.62,0,0,0

51,12:30-12:45,20.01,21.37,40.4,0,0,3.54,128.54,0,9.9,26.6,46.370000000000005,77.33,28.1,28.34,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,3.31,0,72.75999999999999,0,378,0,0,0,413.81,5.35,9.66,60.23,0,12.7,11.53,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,15.46,0,63.92,2.89,1.62,0,0,0

52,12:45-13:00,20.01,21.37,40.4,0,0,3.54,128.54,0,9.9,26.6,46.370000000000005,77.33,28.1,28.34,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,16.56,0,72.75999999999999,0,378,0,0,0,413.81,5.35,9.66,60.23,0,12.84,11.53,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,15.46,0,79.01,2.89,1.62,0,0,0

53,13:00-13:15,20.01,21.37,40.4,0,0,3.54,128.54,0,9.9,22.16,46.370000000000005,77.33,28.1,28.34,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,30.91,0,72.75999999999999,0,378,0,0,0,413.81,5.35,9.66,60.23,0,12.79,11.53,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,15.46,0,79.01,2.89,1.62,0,0,0

54,13:15-13:30,20.01,21.37,40.4,0,0,3.54,128.54,0,9.9,22.16,46.370000000000005,77.33,28.1,28.34,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,30.91,0,72.75999999999999,0,378,0,0,0,413.81,5.35,9.66,60.23,0,12.82,11.53,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,15.46,0,79.01,2.89,1.62,0,0,0

55,13:30-13:45,20.01,21.37,40.4,0,0,3.54,128.54,0,9.9,22.16,46.370000000000005,77.33,28.1,28.34,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,19.87,0,72.75999999999999,0,378,0,0,0,413.81,5.35,9.66,60.23,0,12.94,11.53,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,15.46,0,79.01,2.89,1.62,0,0,0

56,13:45-14:00,20.01,21.37,40.4,0,0,3.54,128.54,0,9.9,22.16,46.370000000000005,77.33,28.1,28.34,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,19.87,0,72.75999999999999,0,378,0,0,0,413.81,5.35,9.66,60.23,0,12.76,11.53,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,15.46,0,79.01,2.89,1.62,0,0,0

