Block,Time,NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/03112023/30112023/HPX-TAMDLY-011123-05147,WR/01102023/29112042/L_NR_2019_05,NR/01102023/31102037/L_NR_2019_11,WR/01102023/24112044/L_NR_2020_07,NR/01102023/14082046/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/01102023/23072042/L_NR_2012_04,SR/01102023/07102043/L_NR_2018_61,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/22052037/LT-59,WR/01102023/16072048/L_NR_2022_08,NR/01102023/13082046/L_NR_2021_12,NR/01112023/30112023/HP-10,NR/01102023/15082037/GNA_NR_2012_01,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/05012040/L_NR_2020_02,NR/03112023/30112023/IEX-231101-05680,NR/30092023/31122025/SH-07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/30092023/26122029/SH-06,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02012046/L_NR_2021_17,NR/01102023/06022042/L_NR_2012_02,NR/22102023/11042047/L_NR_2021_16,WR/01102023/30052048/L_NR_2022_10,NR/30112023/30112023/HPX-TAMCTG-291123-05323,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01112023/30112023/KSEB_BYPL-NOV23,NR/21112023/30112023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01112023/30112023/HP-09,WR/01102023/01102023/L_NR_2020_06,NR/01102023/25072045/L_NR_2021_15,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/26072023/25122043/L_NR_2023_10,NR/01102023/30042040/GNA_LT_35
6,01:15-01:30,31.820000,71.730000,24.100000,48.200000,0,1.530000,8.89,0,0,149.130000,10,0,0.000000,1.400000,7.81,0,98.350000,48.200000,0,0,0,2.040000,48.200000,26.020000,0,26.020000,20.54,0,130.150000,0,20.54,0.000000,26.68,0,144.62,96.410000,76.640000,8.89,0,0.000000,0.000000,0,0.000000

7,01:30-01:45,31.820000,71.730000,24.100000,48.200000,0,1.530000,8.7,0,0,149.130000,10.26,0,0.000000,1.400000,7.71,0,98.350000,48.200000,0,0,0,2.040000,48.200000,26.020000,0,26.020000,19.85,0,130.150000,0,19.85,0.000000,26.11,0,144.62,96.410000,76.640000,8.71,0,0.000000,0.000000,0,0.000000

8,01:45-02:00,31.820000,71.730000,24.100000,48.200000,0,1.530000,11.03,0,0,149.130000,10.42,0,0.000000,1.400000,7.47,0,98.350000,48.200000,0,0,0,2.040000,48.200000,26.020000,0,26.020000,19.16,0,130.150000,0,19.16,0.000000,33.1,0,144.62,96.410000,76.640000,11.03,0,0.000000,0.000000,0,0.000000

9,02:00-02:15,31.820000,71.730000,24.100000,48.200000,0,1.530000,10.47,0,0,149.130000,10.57,0,0.000000,1.400000,7.12,0,98.350000,48.200000,0,0,0,2.000000,48.200000,26.020000,0,26.020000,18.47,0,130.150000,0,18.47,0.000000,31.41,0,144.62,96.410000,76.640000,10.48,0,0.000000,0.000000,0,0.000000

10,02:15-02:30,31.820000,71.730000,24.100000,48.200000,0,1.530000,10.16,0,0,149.130000,10.73,0,0.000000,1.400000,7,0,98.350000,48.200000,0,0,0,2.000000,48.200000,26.020000,0,26.020000,17.78,0,130.150000,0,17.78,0.000000,30.49,0,144.62,96.410000,76.640000,10.17,0,0.000000,0.000000,0,0.000000

11,02:30-02:45,31.470000,71.730000,24.100000,48.200000,0,1.530000,12.07,0,0,149.130000,10.98,0,0.000000,1.400000,7,0,98.350000,50.130000,0,0,0,2.000000,48.200000,26.020000,0,26.020000,17.43,0,150.090000,0,17.43,0.000000,36.19,0,144.62,96.410000,76.640000,12.06,0,0.000000,0.000000,0,0.000000

12,02:45-03:00,31.470000,71.730000,24.100000,48.200000,0,1.530000,12.12,0,0,149.130000,10.98,0,0.000000,1.400000,7,0,98.350000,50.130000,0,0,0,2.000000,48.200000,26.020000,0,26.020000,17.09,0,150.090000,0,17.09,0.000000,36.35,0,144.62,96.410000,76.640000,12.11,0,0.000000,0.000000,0,0.000000

13,03:00-03:15,31.470000,71.730000,24.100000,48.200000,0,1.530000,11.92,0,0,149.130000,10.97,0,0.000000,1.320000,7,0,98.350000,50.130000,0,0,0,2.000000,48.200000,26.020000,0,26.020000,24.25,0,150.090000,0,24.25,0.000000,35.75,0,144.62,96.410000,76.640000,11.91,0,0.000000,0.000000,0,0.000000

14,03:15-03:30,31.470000,71.730000,24.100000,48.200000,0,1.530000,11.71,0,0,149.130000,11,0,0.000000,1.320000,7,0,98.350000,50.130000,0,0,0,2.000000,48.200000,26.020000,0,26.020000,24.11,0,150.090000,0,24.11,0.000000,35.13,0,144.62,96.410000,76.640000,11.72,0,0.000000,0.000000,0,0.000000

15,03:30-03:45,31.470000,71.730000,24.100000,48.200000,0,1.530000,11.63,0,0,149.130000,9.06,0,0.000000,1.320000,7,0,98.350000,50.130000,0,0,0,2.000000,48.200000,26.020000,0,26.020000,23.63,0,150.090000,0,23.63,0.000000,34.88,0,144.62,96.410000,76.640000,11.62,0,0.000000,0.000000,0,0.000000

16,03:45-04:00,31.470000,71.730000,24.100000,48.200000,0,1.530000,11.39,0,0,149.130000,8.86,0,0.000000,1.320000,7,0,98.350000,50.130000,0,0,0,2.000000,48.200000,26.020000,0,26.020000,22.99,0,150.090000,0,22.99,0.000000,34.17,0,144.62,96.410000,76.640000,11.38,0,0.000000,0.000000,0,0.000000

17,04:00-04:15,31.470000,71.730000,24.100000,48.200000,0,1.530000,9.76,0,0,149.130000,8.46,0,0.000000,1.320000,7,0,98.350000,50.130000,0,0,0,2.000000,48.200000,26.030000,0,26.030000,22.18,0,132.080000,0,22.18,0.000000,29.26,0,144.62,96.410000,76.640000,9.75,0,0.000000,0.000000,0,0.000000

18,04:15-04:30,31.470000,71.730000,24.100000,48.200000,0,1.530000,9.36,0,0,149.130000,8.34,0,0.000000,1.320000,7,0,98.350000,50.130000,0,0,0,2.000000,48.200000,26.030000,0,26.030000,22.12,0,132.080000,0,22.12,0.000000,28.09,0,144.62,96.410000,76.640000,9.37,0,0.000000,0.000000,0,0.000000

19,04:30-04:45,31.470000,71.730000,24.100000,48.200000,0,1.530000,9.02,0,0,149.130000,8.06,0,0.000000,1.320000,7,0,98.350000,50.130000,0,0,0,2.000000,48.200000,26.030000,0,26.030000,22.04,0,132.080000,0,22.04,0.000000,27.05,0,144.62,96.410000,76.640000,9.01,0,0.000000,0.000000,0,0.000000

20,04:45-05:00,31.470000,71.730000,24.100000,48.200000,0,1.530000,8.52,0,0,192.820000,7.86,0,0.000000,1.320000,7,0,98.350000,50.130000,0,0,0,2.000000,48.200000,26.030000,0,26.030000,21.95,0,132.080000,0,21.95,0.000000,25.56,0,144.62,96.410000,76.640000,8.51,0,0.000000,0.000000,0,0.000000

21,05:00-05:15,30.950000,71.730000,24.100000,48.200000,0,1.530000,8.16,0,0,192.820000,7.66,0,0.000000,1.320000,7,0,98.350000,50.130000,0,0,0,2.000000,48.200000,26.030000,0,26.030000,21.77,0,151.360000,0,21.77,0.000000,24.49,0,144.62,96.410000,76.640000,8.17,0,0.000000,0.000000,0,0.000000

22,05:15-05:30,30.950000,67.490000,24.100000,48.200000,0,1.530000,7.8,0,0,231.380000,7.41,0,0.000000,1.320000,7,0,98.350000,50.130000,0,0,0,2.000000,48.200000,26.030000,0,26.030000,21.26,0,192.080000,0,21.26,0.000000,23.4,0,144.62,96.410000,76.640000,7.8,0,0.000000,0.000000,0,0.000000

23,05:30-05:45,55.200000,67.490000,24.100000,48.200000,0,1.530000,7.56,0,0,270.910000,7.41,0,0.000000,1.320000,7,0,98.350000,50.130000,0,0,0,2.000000,48.200000,26.030000,0,26.030000,21.41,0,210.090000,0,21.41,0.000000,22.67,0,144.62,96.410000,76.640000,7.54,0,0.000000,0.000000,0,0.000000

24,05:45-06:00,68.000000,67.490000,24.100000,48.200000,0,1.530000,7.26,0,0,271.150000,7.41,0,0.000000,1.320000,7,0,98.350000,60.740000,0,0,0,2.000000,48.200000,26.030000,0,26.030000,21.3,0,234.190000,0,21.3,0.000000,21.76,0,144.62,96.410000,76.640000,7.25,0,0.000000,0.000000,0,0.000000

25,06:00-06:15,68.000000,67.490000,24.100000,48.200000,0,1.460000,7.25,0,0,271.150000,7.41,0,0.000000,1.320000,7,0,176.100000,100.980000,0,0,0,1.950000,48.200000,26.030000,0,26.030000,21.18,0,260.890000,0,21.18,0.000000,21.74,0,144.62,96.410000,0.000000,7.23,0,0.000000,0.000000,0,0.000000

26,06:15-06:30,86.960000,67.490000,24.100000,48.200000,0,1.460000,7.27,0,0,271.150000,7.41,0,0.000000,1.320000,7,0,176.100000,100.980000,0,0,0,1.950000,48.200000,26.030000,1.12,26.030000,20.79,0,260.890000,0,20.79,0.000000,21.81,0,144.62,96.410000,0.000000,7.27,0,0.000000,0.000000,0,0.000000

27,06:30-06:45,86.960000,96.410000,24.100000,48.200000,1.22,1.460000,7.33,0,0,271.150000,7.41,0,0.000000,1.320000,7,0,176.100000,100.980000,0,0,0,1.950000,48.200000,26.030000,4.55,26.030000,20.53,0,260.890000,0,20.53,0.000000,21.99,2,144.62,96.410000,0.000000,7.32,0,0.000000,0.000000,0,0.000000

28,06:45-07:00,86.960000,118.010000,24.100000,48.200000,4.58,1.460000,7.33,0,0,271.150000,7.41,0,0.000000,1.320000,7,0,176.100000,100.980000,0.544488,0,0,1.950000,48.200000,26.030000,15,26.030000,20.53,0,260.890000,0,20.53,0.000000,21.98,7,144.62,96.410000,0.000000,7.31,0,0.000000,0.000000,0,0.000000

29,07:00-07:15,86.960000,118.010000,24.100000,48.200000,10.42,1.460000,7.28,0,0,271.150000,7.41,0,0.000000,1.320000,7,0.02,176.100000,100.980000,3.685017,0,0,1.950000,48.200000,26.030000,26.02,26.030000,20.53,0,260.890000,0,20.53,0.000000,21.83,14,144.62,96.410000,0.000000,7.26,0,0.040000,0.040000,0,0.040000

30,07:15-07:30,86.960000,118.010000,23.140000,48.200000,18.42,1.460000,7.2,0,0.59,271.150000,7.41,0.33,0.000000,1.320000,7,2.97,176.100000,100.980000,8.313165,0,1.4,1.950000,48.200000,26.030000,27.51,26.030000,20.51,0,260.890000,1,20.51,0.000000,21.61,25,144.62,96.410000,0.000000,7.21,1,0.160000,0.160000,0.6,0.160000

31,07:30-07:45,86.960000,118.010000,23.140000,48.200000,28.42,1.460000,7.16,0,1.77,271.150000,7.68,1.67,0.000000,1.320000,7,8.87,176.100000,100.980000,13.728876,2,4.9,1.950000,48.200000,26.030000,30.79,26.030000,16.67,0,260.890000,3,16.67,0.000000,21.49,30.79,144.62,96.410000,0.000000,7.17,2,0.400000,0.410000,2.1,0.400000

32,07:45:08:00,86.960000,118.010000,23.140000,48.200000,30,1.460000,7.12,0,4.12,271.150000,8.5,8.32,0.000000,1.320000,7,20.61,176.100000,100.980000,19.514061,4,11.2,1.950000,48.200000,26.030000,30,26.030000,16.67,0,260.890000,7,16.67,0.000000,21.38,30,144.62,96.410000,0.000000,7.13,4,0.790000,0.810000,4.8,0.790000

33,08:00-08:15,86.960000,118.010000,23.140000,48.200000,30.17,1.460000,6.92,0,5.82,271.150000,9.1,16.02,0.000000,1.320000,7,29.11,176.100000,100.980000,26.310438,6,21,1.950000,48.200000,26.030000,30.16,26.030000,16.67,0,260.890000,12,16.67,0.000000,20.76,30.17,144.62,96.410000,0.000000,6.92,5.5,1.290000,1.330000,9,1.290000

34,08:15-08:30,86.960000,118.010000,23.140000,48.200000,30.17,1.460000,6.75,0,8.49,271.150000,9.5,23.72,0.000000,1.320000,7,42.48,176.100000,100.980000,33.272106,8,28,1.950000,48.200000,26.030000,30.16,26.030000,16.51,0,260.890000,16,16.51,0.000000,20.24,30.17,144.62,96.410000,0.000000,6.73,9.5,1.880000,1.930000,12,1.880000

35,08:30-08:45,86.960000,118.010000,23.140000,48.200000,31.67,1.460000,7.33,0,11.23,271.150000,9.9,15.31,0.000000,1.320000,7,56.17,176.100000,100.980000,40.185159,11,36,1.950000,48.200000,26.030000,31.66,26.030000,15.84,0,260.890000,21,15.84,0.000000,22,31.67,144.62,96.410000,0.000000,7.34,11,2.910000,2.990000,16,2.910000

36,08:45:09:00,86.960000,118.010000,23.140000,48.200000,31.67,1.460000,7.33,0,14.03,271.150000,10.3,19.54,0.000000,1.320000,7,70.17,176.100000,100.980000,47.292672,13,46,1.950000,48.200000,26.030000,31.66,26.030000,15.17,0,260.890000,27,15.17,0.000000,22,31.67,144.62,96.410000,0.000000,7.34,14,3.670000,3.760000,20,3.670000

37,09:00:09:15,86.960000,118.010000,23.140000,48.200000,31.67,1.530000,7.33,0,16.99,271.150000,9.4,23.43,0.000000,1.320000,7,84.94,176.100000,100.980000,54.915504,14,58,1.950000,48.200000,26.030000,31.66,26.030000,15,0,260.890000,28,15,0.000000,22,31.67,144.62,96.410000,0.000000,7.34,17,4.540000,4.650000,25,4.540000

38,09:15-09:30,86.960000,118.010000,24.100000,48.200000,31.67,1.530000,7.33,0,19.84,271.150000,9.15,27.16,0.000000,1.320000,7,99.21,176.100000,100.980000,62.363322,16,69,1.950000,48.200000,24.690000,31.66,24.690000,15,0,260.890000,32,15,0.000000,22,31.67,144.62,96.410000,0.000000,7.34,20,5.350000,5.480000,29,5.350000

39,09:30-09:45,86.960000,118.010000,24.100000,48.200000,31.67,1.530000,7.33,0,26.6,271.150000,8.86,30.68,0.000000,1.320000,6.66,133.02,176.100000,100.980000,69.461112,19,82,1.950000,48.200000,24.690000,31.66,24.690000,13.33,0,260.890000,38,13.33,0.000000,22,31.67,144.62,96.410000,0.000000,7.34,23,5.950000,6.090000,35,5.950000

40,09:45-10:00,86.960000,118.010000,24.100000,48.200000,32.17,1.530000,7.33,0,29.58,271.150000,8.46,33.78,0.000000,1.320000,6.66,147.9,176.100000,100.980000,75.985245,22,92,1.950000,48.200000,24.690000,32.16,24.690000,13.33,0,260.890000,44,13.33,0.000000,22,32.17,144.62,96.410000,0.000000,7.34,25,6.730000,6.900000,40,6.730000

41,10:00-10:15,86.960000,118.010000,24.100000,48.200000,32.17,1.530000,7.33,0,29.93,271.150000,7.01,37.56,0.000000,1.320000,6.66,149.64,176.100000,100.980000,81.459294,24,102,1.950000,48.200000,23.570000,32.16,30.850000,13.33,0,260.890000,49,13.33,0.000000,22,32.17,144.62,96.410000,0.000000,7.34,28,7.660000,7.850000,44,7.660000

42,10:15-10:30,86.960000,118.010000,24.100000,48.200000,32.17,1.530000,7.33,0,32.76,271.150000,7.01,41.16,0.000000,1.320000,6.66,163.79,176.100000,100.980000,86.447193,26,111,1.950000,48.200000,23.570000,32.16,30.850000,13.33,0,260.890000,53,13.33,0.000000,22,32.17,144.62,96.410000,0.000000,7.34,30,8.380000,8.600000,48,8.380000

43,10:30-10:45,86.960000,118.010000,24.100000,48.200000,32.17,1.530000,7.33,0,34.75,271.150000,7.01,44.65,0.000000,1.320000,6.66,173.76,176.100000,100.980000,81.323172,29,123,1.950000,48.200000,21.960000,32.16,30.850000,13.33,0,260.890000,58,13.33,0.000000,22,32.17,144.62,96.410000,0.000000,7.34,33,9.200000,9.430000,52,9.200000

44,10:45-11:00,86.960000,118.010000,24.100000,48.200000,32,1.530000,7.33,0,36.8,271.150000,7.01,47.82,0.000000,1.320000,6.66,184,176.100000,100.980000,85.183203,30,131,1.950000,48.200000,21.960000,32,30.850000,13.33,0,260.890000,60,13.33,0.000000,22,32,144.62,96.410000,0.000000,7.34,35,9.760000,10.010000,56,9.760000

45,11:00-11:15,86.960000,118.010000,24.100000,48.200000,32,1.610000,7.33,0,45,271.150000,7.01,51.07,0.000000,1.320000,6.66,225,176.100000,100.980000,88.469577,32,137,1.950000,48.200000,24.150000,32,24.150000,13.33,0,260.890000,65,13.33,0.000000,22,32,144.62,96.410000,0.000000,7.34,37,10.380000,10.650000,58,10.380000

46,11:15-11:30,86.960000,118.010000,24.100000,48.200000,32,1.610000,7.33,0,45,271.150000,7.01,54.42,0.000000,1.320000,6.66,225,176.100000,100.980000,89.908581,33,144,1.950000,48.200000,24.150000,32,24.150000,13.33,0,260.890000,65,13.33,0.000000,22,32,144.62,96.410000,0.000000,7.34,38,10.890000,11.160000,61,10.890000

47,11:30-11:45,86.960000,118.010000,24.100000,48.200000,32,1.610000,7.33,0,45,271.150000,7.01,57.91,0.000000,1.320000,6.66,225,176.100000,100.980000,91.026726,35,147,1.950000,48.200000,24.150000,32,24.150000,13.33,0,260.890000,69,13.33,0.000000,22,32,144.62,96.410000,0.000000,7.34,40,12.530000,12.840000,63,12.530000

48,11:45-12:00,86.960000,118.010000,24.100000,48.200000,32,1.610000,7.33,0,45,271.150000,7.01,60.79,0.000000,1.320000,6.66,225,176.100000,100.980000,92.183763,35,151,1.950000,48.200000,24.150000,32,24.150000,13.33,0,260.890000,71,13.33,0.000000,22,32,144.62,96.410000,0.000000,7.34,40,12.870000,13.200000,64,12.870000

49,12:00-12:15,86.960000,118.010000,25.070000,48.200000,32,1.610000,7.33,0,45,271.150000,7.01,85.53,0.000000,1.400000,6.66,225,176.100000,100.980000,96.461883,36,154,2.000000,48.200000,24.150000,32,24.150000,13.33,0,260.890000,71,13.33,0.000000,22,32,144.62,96.410000,0.000000,7.34,40,13.010000,13.330000,66,13.010000

50,12:15-12:30,86.960000,118.010000,25.070000,48.200000,32,1.610000,7.33,0,45,271.150000,7.01,86.28,0.000000,1.400000,6.66,225,176.100000,100.980000,98.017563,36,154,2.000000,48.200000,24.150000,32,24.150000,13.33,0,260.890000,71,13.33,0.000000,22,32,144.62,96.410000,0.000000,7.34,40,13.070000,13.400000,66,13.070000

51,12:30-12:45,63.230000,118.010000,25.070000,48.200000,32,1.460000,7.72,0,45,271.150000,7.01,86.36,0.000000,1.400000,8.1,225,176.100000,100.980000,98.552328,36,154,2.000000,48.200000,24.150000,32,24.150000,13.33,0,260.890000,71,13.33,0.000000,23.16,32,144.62,96.410000,0.000000,7.72,40,12.960000,13.280000,66,12.960000

52,12:45-13:00,63.230000,118.010000,25.070000,48.200000,32,1.460000,8.1,0,45,271.150000,7.01,85.96,0.000000,1.400000,8.29,225,176.100000,100.980000,97.823103,36,154,2.000000,48.200000,24.150000,32,24.150000,13.33,0,260.890000,71,13.33,0.000000,24.31,32,144.62,96.410000,0.000000,8.11,40,12.920000,13.250000,66,12.920000

53,13:00-13:15,63.230000,96.410000,25.070000,48.200000,32,1.460000,8.27,0,45,271.150000,6.41,84.78,0.000000,1.480000,8.34,225,176.100000,100.980000,92.46573,34,151,2.000000,48.200000,26.020000,32,26.020000,15.01,0,229.810000,67,15.01,0.000000,24.81,32,144.62,96.410000,0.000000,8.27,39,12.560000,12.870000,64,12.560000

54,13:15-13:30,63.230000,67.490000,25.070000,48.200000,32,1.460000,8.43,0,45,271.150000,6.41,83.24,0.000000,1.480000,8.4,225,176.100000,100.980000,82.382979,33,147,2.000000,48.200000,26.020000,32,26.020000,15.34,0,200.890000,65,15.34,0.000000,25.28,32,144.62,96.410000,0.000000,8.42,37.5,12.310000,12.620000,63,12.310000

55,13:30-13:45,63.230000,96.410000,25.070000,48.200000,32,1.460000,8.7,0,45.59,271.150000,6.41,80.96,0.000000,1.480000,8.48,227.97,176.100000,100.980000,86.281902,32,140,2.000000,48.200000,26.020000,32,26.020000,15.87,0,200.890000,65,15.87,0.000000,26.1,32,144.62,96.410000,0.000000,8.71,34.5,11.920000,12.210000,60,11.920000

56,13:45-14:00,63.230000,118.010000,25.070000,48.200000,32,1.460000,9.02,0,44.37,271.150000,6.41,79.06,0.000000,1.480000,8.55,221.86,176.100000,100.980000,81.692646,32,133,2.000000,48.200000,26.020000,32,26.020000,15.45,0,200.890000,63,15.45,0.000000,27.05,32,144.62,96.410000,0.000000,9.01,32.5,11.380000,11.670000,57,11.380000

57,14:00-14:15,63.230000,118.010000,25.070000,48.200000,32,1.460000,9.09,0,42.74,271.150000,6.41,75.46,0.000000,1.550000,10.23,213.68,176.100000,100.980000,76.442226,33,126,2.040000,48.200000,26.020000,32,26.020000,15.08,0,200.890000,65,15.08,0.000000,27.28,32,144.62,96.410000,0.000000,9.11,30.5,10.710000,10.970000,54,10.710000

58,14:15-14:30,63.230000,118.010000,25.070000,48.200000,32,1.460000,9.17,0,40.62,271.150000,6.41,71.66,0.000000,1.550000,10.2,203.11,176.100000,100.980000,71.551557,32,119,2.040000,48.200000,26.020000,32,26.020000,15.33,0,200.890000,63,15.33,0.000000,27.52,32,144.62,96.410000,0.000000,9.18,29.5,9.910000,10.160000,51,9.910000

59,14:30-14:45,63.230000,111.840000,25.070000,48.200000,32,1.460000,9.26,0,38.37,271.150000,6.41,68.12,0.000000,1.550000,10.16,191.87,176.100000,100.980000,65.455236,26,109,2.040000,48.200000,26.020000,32,26.020000,15.89,0,200.890000,52,15.89,0.000000,27.79,32,144.62,96.410000,0.000000,9.26,27.5,9.230000,9.450000,46,9.230000

60,14:45-15:00,63.230000,111.840000,25.070000,48.200000,32,1.460000,9.34,0,35.87,271.150000,6.41,63.3,0.000000,1.550000,10.14,179.35,176.100000,100.980000,58.503291,23,98,2.040000,48.200000,26.020000,32,26.020000,16.52,0,229.810000,47,16.52,0.000000,28.02,32,144.62,96.410000,0.000000,9.35,27,8.380000,8.590000,42,8.380000

61,15:00-15:15,63.230000,111.840000,25.070000,48.200000,32,1.530000,9.43,0,33.1,271.150000,6.41,58.12,0.000000,1.550000,10.16,165.51,176.100000,100.980000,41.186628,21,88,2.040000,48.200000,26.020000,32,26.020000,22.7,0,260.890000,41,22.7,0.000000,28.28,32,144.62,96.410000,0.000000,9.42,24,7.790000,7.990000,38,7.790000

62,15:15-15:30,63.230000,111.840000,25.070000,48.200000,32,1.530000,9.51,0,30.02,271.150000,6.41,52.1,0.000000,1.550000,10.4,150.08,176.100000,100.980000,37.72524,19,78,2.040000,48.200000,26.020000,32,26.020000,23.13,0,260.890000,37,23.13,0.000000,28.52,32,144.62,96.410000,0.000000,9.5,22,6.750000,6.920000,34,6.750000

63,15:30-15:45,86.960000,111.840000,25.070000,48.200000,32.17,1.530000,9.58,0,26.65,271.150000,6.41,45.5,0.000000,1.550000,10.64,133.24,176.100000,100.980000,33.515181,15,64,2.040000,48.200000,26.020000,32.16,26.020000,23.63,0,260.890000,30,23.63,0.000000,28.73,32.17,144.62,96.410000,0.000000,9.57,19,5.670000,5.810000,28,5.670000

64,15:45-16:00,86.960000,111.840000,25.070000,48.200000,32.17,1.530000,9.67,0,22.92,271.150000,6.41,39.59,0.000000,1.550000,10.84,114.6,176.100000,100.980000,28.507836,12,55,2.040000,48.200000,26.020000,32.16,26.020000,24.04,0,260.890000,25,24.04,0.000000,29,32.17,144.62,96.410000,0.000000,9.67,16,4.500000,4.610000,23,4.500000

65,16:00-16:15,86.960000,103.160000,25.070000,48.200000,22.15,1.530000,10.05,0,19.1,271.150000,6.41,32.64,0.000000,1.550000,10.94,95.53,176.100000,100.980000,21.546168,8,44,2.080000,48.200000,24.020000,33,24.020000,24.98,0,260.890000,17,24.98,0.000000,30.14,26,144.62,96.410000,0.000000,10.04,13,3.300000,3.390000,19,3.300000

66,16:15-16:30,86.960000,103.160000,25.070000,48.200000,14.74,1.530000,10.43,0,15.19,271.150000,6.41,25.64,0.000000,1.550000,11.05,75.97,176.100000,100.980000,14.467824,7,35,2.080000,48.200000,24.020000,33,24.020000,25.04,0,260.890000,15,25.04,0.000000,31.29,12,144.62,96.410000,0.000000,10.43,10,2.110000,2.170000,15,2.110000

67,16:30-16:45,86.960000,103.160000,25.070000,48.200000,6.88,1.530000,10.96,0,11.51,271.150000,6.41,17.66,0.000000,1.630000,11.16,57.58,176.100000,100.980000,11.580093,6,28,2.080000,48.200000,24.020000,16.06,24.020000,24.08,0,260.890000,11,24.08,0.000000,32.88,4,144.62,96.410000,0.000000,10.97,7,1.450000,1.490000,12,1.450000

