Time,Block,NR/2024/18436/A/3766,WR/2024/21351/A/3882,WR/2024/21355/A/3891,NR/2024/18495/C,NR/2024/18388/A/3764,NR/2024/18498/C,NER/2024/1923/C,NER/2024/1928/C,NR/2024/18445/A/3890,NR/2024/18497/C,Total
35,08:30-08:45,7.700000,0.000000,0.000000,1.67,0.870000,48.100000,25.000000,20.000000,158.480000,0.000000,261.82

36,08:45:09:00,7.700000,0.000000,0.000000,2.16,0.870000,48.100000,25.000000,20.000000,158.480000,0.000000,262.31

37,09:00:09:15,7.700000,0.000000,0.000000,3.19,0.870000,48.100000,25.000000,20.000000,158.480000,0.000000,263.34

38,09:15-09:30,7.700000,0.000000,0.000000,3.75,0.870000,48.100000,25.000000,20.000000,158.480000,0.000000,263.9

39,09:30-09:45,7.700000,0.000000,0.000000,4.23,0.870000,48.100000,25.000000,20.000000,158.480000,0.000000,264.38

40,09:45-10:00,7.700000,0.000000,0.000000,4.64,0.870000,48.100000,25.000000,20.000000,158.480000,0.000000,264.79

41,10:00-10:15,7.700000,0.000000,0.000000,5.16,0.870000,48.100000,25.000000,20.000000,158.480000,0.000000,265.31

42,10:15-10:30,7.700000,0.000000,0.000000,5.6,0.870000,48.100000,25.000000,20.000000,158.480000,0.000000,265.75

43,10:30-10:45,7.700000,0.000000,0.000000,5.95,0.870000,48.100000,25.000000,20.000000,158.480000,0.000000,266.1

44,10:45-11:00,7.700000,0.000000,0.000000,6.24,0.870000,48.100000,25.000000,20.000000,158.480000,0.000000,266.39

45,11:00-11:15,7.700000,0.000000,0.000000,6.61,0.870000,0.000000,25.000000,20.000000,158.480000,0.000000,218.66

46,11:15-11:30,7.700000,0.000000,0.000000,6.88,0.870000,0.000000,25.000000,20.000000,158.480000,0.000000,218.93

47,11:30-11:45,7.700000,0.000000,0.000000,7.06,0.870000,0.000000,25.000000,20.000000,158.480000,0.000000,219.11

48,11:45-12:00,7.700000,0.000000,0.000000,7.18,0.870000,0.000000,25.000000,20.000000,158.480000,0.000000,219.23

49,12:00-12:15,7.700000,0.000000,0.000000,7.18,0.870000,0.000000,25.000000,20.000000,158.480000,3.660000,222.89

50,12:15-12:30,7.700000,0.000000,0.000000,7.33,0.870000,0.000000,25.000000,20.000000,158.480000,3.660000,223.04

51,12:30-12:45,7.700000,0.000000,0.000000,7.32,0.870000,0.000000,25.000000,20.000000,158.480000,3.660000,223.03

52,12:45-13:00,7.700000,0.000000,0.000000,7.39,0.870000,0.000000,25.000000,20.000000,158.480000,3.660000,223.1

53,13:00-13:15,7.700000,0.000000,0.000000,7.32,0.870000,0.000000,25.000000,20.000000,158.480000,3.660000,223.03

54,13:15-13:30,7.700000,0.000000,0.000000,7.19,0.870000,0.000000,25.000000,20.000000,158.480000,3.660000,222.9

55,13:30-13:45,7.700000,0.000000,0.000000,7.04,0.870000,0.000000,25.000000,20.000000,158.480000,3.660000,222.75

56,13:45-14:00,7.700000,0.000000,0.000000,6.73,0.870000,0.000000,25.000000,20.000000,158.480000,3.660000,222.44

57,14:00-14:15,7.700000,0.000000,0.000000,6.35,0.870000,0.000000,25.000000,20.000000,158.480000,3.660000,222.06

58,14:15-14:30,7.700000,0.000000,0.000000,5.77,0.870000,0.000000,25.000000,20.000000,158.480000,3.660000,221.48

59,14:30-14:45,7.700000,0.000000,0.000000,5.53,0.870000,0.000000,25.000000,20.000000,158.480000,3.660000,221.24

60,14:45-15:00,7.700000,0.000000,0.000000,5.29,0.870000,0.000000,25.000000,20.000000,158.480000,3.660000,221

61,15:00-15:15,7.700000,0.000000,0.000000,4.82,0.670000,0.000000,25.000000,20.000000,158.480000,3.660000,220.33

62,15:15-15:30,7.700000,0.000000,0.000000,4.5,0.670000,0.000000,25.000000,20.000000,158.480000,3.660000,220.01

63,15:30-15:45,7.700000,0.000000,0.000000,4.09,0.670000,0.000000,25.000000,20.000000,158.480000,3.660000,219.6

64,15:45-16:00,7.700000,0.000000,0.000000,3.73,0.670000,0.000000,25.000000,20.000000,158.480000,3.660000,219.24

65,16:00-16:15,7.700000,0.000000,0.000000,3.39,0.530000,0.000000,25.000000,20.000000,158.480000,3.660000,218.76

66,16:15-16:30,7.700000,0.000000,0.000000,2.87,0.530000,0.000000,25.000000,20.000000,158.480000,3.660000,218.24

67,16:30-16:45,7.700000,0.000000,0.000000,2.15,0.530000,0.000000,25.000000,20.000000,158.480000,0.000000,213.86

68,16:45-17:00,7.700000,0.000000,0.000000,1.57,0.530000,0.000000,25.000000,20.000000,158.480000,0.000000,213.28

69,17:00-17:15,7.700000,0.000000,0.000000,1.24,0.530000,0.000000,25.000000,20.000000,158.480000,0.000000,212.95

70,17:15-17:30,7.700000,0.000000,0.000000,0.84,0.530000,0.000000,25.000000,20.000000,158.480000,0.000000,212.55

71,17:30-17:45,7.700000,0.000000,0.000000,0.47,0.530000,0.000000,25.000000,20.000000,158.480000,0.000000,212.18

72,17:45-18:00,7.700000,0.000000,0.000000,0.28,0.530000,0.000000,25.000000,20.000000,158.480000,0.000000,211.99

73,18:00-18:15,7.700000,55.000000,25.000000,0.13,0.530000,0.000000,25.000000,20.000000,158.480000,0.000000,291.84

74,18:15-18:30,7.700000,55.000000,25.000000,0,0.530000,0.000000,25.000000,20.000000,158.480000,0.000000,291.71

75,18:30-18:45,7.700000,55.000000,25.000000,0,0.530000,0.000000,25.000000,20.000000,158.480000,0.000000,291.71

76,18:45-19:00,7.700000,55.000000,25.000000,0,0.530000,0.000000,25.000000,20.000000,158.480000,0.000000,291.71

77,19:00-19:15,7.700000,55.000000,25.000000,0,0.630000,0.000000,25.000000,20.000000,158.480000,0.000000,291.81

78,19:15-19:30,7.700000,55.000000,25.000000,0,0.630000,0.000000,25.000000,20.000000,158.480000,0.000000,291.81

79,19:30-19:45,7.700000,55.000000,25.000000,0,0.630000,0.000000,25.000000,20.000000,158.480000,0.000000,291.81

80,19:45-20:00,7.700000,55.000000,25.000000,0,0.630000,0.000000,25.000000,20.000000,158.480000,0.000000,291.81

81,20:00-20:15,7.700000,55.000000,25.000000,0,0.630000,0.000000,25.000000,20.000000,158.480000,0.000000,291.81

82,20:15-20:30,7.700000,55.000000,25.000000,0,0.630000,0.000000,25.000000,20.000000,158.480000,0.000000,291.81

83,20:30-20:45,7.700000,55.000000,25.000000,0,0.630000,0.000000,25.000000,20.000000,158.480000,0.000000,291.81

84,20:45-21:00,7.700000,55.000000,25.000000,0,0.630000,0.000000,25.000000,20.000000,158.480000,0.000000,291.81

85,21:00-21:15,7.700000,55.000000,25.000000,0,0.580000,0.000000,25.000000,20.000000,158.480000,0.000000,291.76

86,21:15-21:30,7.700000,55.000000,25.000000,0,0.580000,0.000000,25.000000,20.000000,158.480000,0.000000,291.76

87,21:30-21:45,7.700000,55.000000,25.000000,0,0.580000,0.000000,25.000000,20.000000,158.480000,0.000000,291.76

88,21:45-22:00,7.700000,55.000000,25.000000,0,0.580000,0.000000,25.000000,20.000000,158.480000,0.000000,291.76

89,22:00-22:15,7.700000,55.000000,0.000000,0,0.530000,0.000000,25.000000,20.000000,0.000000,0.000000,108.23

90,22:15-22:30,7.700000,55.000000,0.000000,0,0.530000,0.000000,25.000000,20.000000,0.000000,0.000000,108.23

91,22:30-22:45,7.700000,55.000000,0.000000,0,0.530000,0.000000,25.000000,20.000000,0.000000,0.000000,108.23

92,22:45-23:00,7.700000,55.000000,0.000000,0,0.530000,0.000000,25.000000,20.000000,0.000000,0.000000,108.23

93,23:00-23:15,7.700000,0.000000,0.000000,0,0.480000,0.000000,25.000000,20.000000,0.000000,0.000000,53.18

94,23:15-23:30,7.700000,0.000000,0.000000,0,0.480000,0.000000,25.000000,20.000000,0.000000,0.000000,53.18

95,23:30-23:45,7.700000,0.000000,0.000000,0,0.480000,0.000000,25.000000,20.000000,0.000000,0.000000,53.18

96,23:45-24:00,7.700000,0.000000,0.000000,0,0.480000,0.000000,25.000000,20.000000,0.000000,0.000000,53.18

