Column1,Time,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2020_06,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,GNARE/SR/2025/01/13/4532,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,GNA/NR/2025/07/16/7255,NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/07/01/2786,NR/30092023/31122025/SH-07,GNA/NR/2025/07/16/5917,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,GNA/NR/2025/07/01/8128,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/07/01/8139,GNA/NR/2025/07/01/3109,GNA/NR/2025/07/01/1044,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/07/01/2952,GNA/NR/2025/06/07/5932,NR/01102023/19072037/LT-05,NR/01102023/31102037/L_NR_2019_11,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/07/01/8154,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/07/01/2997,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/07/01/1192
15,03:30-03:45,0,0,0,0,0,0,0,12.17,0,0,0,38.67,0,0,12.17,38.66,36.49,13.33,41.22,0,0,10.51,163.44,0,6.53,43.7,26.7,81.72,66.85,26.7,12.64,0,134.84,19.23,0,26.24,6.66,-0,70.11,10.73,18.04,20.74,243.23,15.24,100.16,0

16,03:45-04:00,0,0,0,0,0,0,0,12,0,0,0,38.33,0,0,12,38.34,36,13.33,40.22,0,0,10.51,163.44,0,6.53,43.7,26.7,81.72,66.85,26.7,12.64,0,134.84,19.23,0,26.24,6.66,-0,70.11,10.73,18.04,20.74,243.23,15.24,100.16,0

17,04:00-04:15,0,0,0,0,0,0,0,15.48,0,0,0,44.67,0,0,15.48,44.66,46.45,12.67,39.82,0,0,10.51,163.44,0,6.29,43.7,26.7,81.72,66.85,26.7,12.64,0,134.84,19.23,0,26.24,6.66,-0,70.11,10.73,17.76,20.74,243.23,15.24,100.16,0

18,04:15-04:30,0,0,0,0,0,0,0,15.34,0,0,0,44.67,0,0,15.34,44.66,46.01,12.33,39.82,0,0,10.51,163.44,0,6.29,43.7,26.7,81.72,66.85,26.7,12.64,0,134.84,19.23,0,26.24,6.66,-0,70.11,10.73,17.76,20.74,243.23,15.24,100.16,0

19,04:30-04:45,0,0,0,0,0,0,0,18.39,0,0,0,44.33,0,0,18.39,44.34,55.17,16.96,43.02,0,0,10.51,163.44,0,6.29,43.7,26.7,81.72,66.85,26.7,12.64,0,134.84,19.23,0,25.74,6.66,-0,70.11,10.73,17.76,20.74,243.23,15.24,100.16,0

20,04:45-05:00,0,0,0,0,0,0,0,17.57,0,0,0,44,0,0,17.57,44,52.72,16.37,43.02,0,0,10.51,163.44,0,6.29,43.7,26.7,81.72,66.85,26.7,12.64,0,134.84,19.23,0,25.23,6.66,-0,70.11,10.73,17.76,20.74,243.23,15.24,100.16,0

21,05:00-05:15,0,0,0,0,0,0,0,16.97,0,0,0,43,0,0,16.97,43,50.88,15.65,44.02,0,0,10.51,163.44,0,6.06,43.7,26.7,81.72,66.85,26.7,12.64,0,134.84,19.23,0,25.23,6.66,-0,70.11,10.73,17.48,20.74,243.23,15.24,100.16,0

22,05:15-05:30,0,0,0,0,0,0,0,16.5,0,0,0,41.67,0,0,16.5,41.66,49.5,14.93,44.02,0,0,10.51,163.44,0,6.06,43.7,26.7,81.72,66.85,26.7,12.64,0,134.84,19.23,0,25.23,6.66,-0,70.11,10.73,17.48,20.74,243.23,15.24,100.16,0

23,05:30-05:45,0,0,0,0,0,0,0,15.79,0,0,0,41,0,0,15.79,41,47.35,14.16,44.02,0,0,10.51,163.44,0,6.06,43.7,26.7,81.72,66.85,26.7,12.64,0,134.84,19.23,0,26.24,6.66,-0,70.11,10.73,17.48,20.74,243.23,15.24,100.16,0

24,05:45-06:00,0,0,0,0,1,0,0,15.04,0,0,0,39.67,0.49,0,15.04,39.66,45.11,13.38,44.02,0,0,10.51,163.44,0,6.06,43.7,26.7,81.72,66.85,26.7,12.64,0,134.84,19.23,0,25.23,6.66,-0,70.11,10.73,17.48,20.74,243.23,15.24,100.16,0

25,06:00-06:15,0.88,0,1,1,1,0,1,14,0.18,2.8,4.2,39.33,1.61,0,14,39.34,41.98,12.55,43.82,0,0,10.51,163.44,0,6.06,43.7,26.7,81.72,66.85,26.7,12.64,0,134.84,19.23,0,25.23,6.66,-0,70.11,10.73,17.39,20.74,243.23,15.24,100.16,0

26,06:15-06:30,2.52,0,2,2,3,1,2,12.78,0.51,10.3,16.2,38.33,2.73,0,12.78,38.34,38.34,11.67,43.62,0,0,10.51,163.44,0,6.06,43.7,26.7,81.72,66.85,26.7,12.64,0,134.84,19.23,0,25.23,6.66,-0,70.11,10.73,17.39,20.74,243.23,15.24,100.16,0

27,06:30-06:45,4.52,0,3,3,4,2,3,11.58,0.91,15.9,26.32,46.67,4.16,3,11.58,46.66,34.74,10.81,43.42,0.68,0.53,10.51,163.44,0.68,6.06,43.7,26.7,81.72,66.85,26.7,12.64,0,134.84,19.23,0,25.74,6.66,-0,70.11,10.73,17.39,20.74,243.23,15.24,100.16,0

28,06:45-07:00,7.42,0,7,6,6,3,4,10.84,1.49,26.2,33,46,6.56,5,10.84,46,32.49,9.92,42.82,1.06,0.82,10.51,163.44,1.06,6.06,43.7,26.7,81.72,66.85,26.7,12.64,0,134.84,19.23,0,25.74,6.66,-0,70.11,10.73,17.39,20.74,243.23,15.24,100.16,0

29,07:00-07:15,14.59,0,10,11,9,5,5,14.17,2.92,33,33,53.33,9.26,8,14.17,53.34,42.49,16.67,41.02,1.53,1.19,10.51,163.44,1.53,5.92,43.7,26.7,81.72,66.85,26.7,12.64,0,134.84,19.23,0,25.23,6.66,-0,70.11,10.73,17.3,20.74,243.23,15.24,100.16,0

30,07:15-07:30,22.82,0,12,13,10,6,6,13.83,4.57,33,33,52.67,12.22,11,13.83,52.66,41.51,16,40.02,2.09,1.61,10.51,163.44,2.09,5.92,43.7,26.7,81.72,66.85,26.7,12.64,0,134.84,19.23,0,25.23,6.66,-0,70.11,10.73,17.3,20.74,243.23,15.24,100.16,0

31,07:30-07:45,31.6,0,23,13,16,11,5,13.33,6.32,33,33,51.67,15.39,16,13.33,51.66,40.01,15,43.02,2.72,2.11,10.51,163.44,2.72,5.92,43.7,26.7,81.72,37.98,26.7,9.77,0,134.84,19.23,0,25.74,4.78,-0,70.11,10.73,17.3,20.74,223.04,15.24,96.14,0

32,07:45-08:00,40.2,0,27,17,24,13,5,13.33,8.04,33,33,50,18.96,25,13.33,50,40.01,14.33,43.02,3.16,2.44,10.51,163.44,3.16,5.92,43.7,26.7,81.72,37.98,26.7,9.77,0,134.84,19.23,0,25.74,4.78,-0,70.11,10.73,17.3,20.74,202.86,15.24,96.14,0

33,08:00-08:15,45.51,0,31,17,25,16,11,13,9.1,32.66,32.67,55,23.5,32.67,13,55,39,13.67,43.02,3.33,2.58,10.51,163.44,3.33,5.92,43.7,26.7,81.72,37.98,26.7,7.75,0,134.84,19.23,0,25.74,4,-0,70.11,10.73,17.21,20.74,182.67,15.24,96.14,0

34,08:15-08:30,53.92,0,38,18,31,19,12,12.5,10.78,33,33,54,28.35,33,12.5,54,37.5,14.33,43.02,4.03,3.11,10.51,163.44,4.03,5.92,43.7,26.7,81.72,37.98,26.7,7.03,0,134.84,19.23,0,25.23,4,-0,70.11,10.73,17.21,20.74,182.67,15.24,96.14,0

35,08:30-08:45,62.43,0,32,21,31,16,9,12,12.49,33,33,55,33.45,33,12,55,36,15,43.02,4.58,3.54,10.51,163.44,4.58,5.92,43.7,26.7,81.72,37.98,26.7,7.03,0,134.84,19.23,0,23.21,4,-0,70.11,10.73,17.21,20.74,182.67,15.24,96.14,0

36,08:45-09:00,70.69,0,37,23,36,18,10,11.67,14.14,33,33,55,38,33,11.67,55,34.99,15.67,43.02,5.12,3.96,10.51,163.44,5.12,5.92,43.7,26.7,81.72,37.98,26.7,7.03,0,134.84,19.23,0,23.21,4,-0,70.11,10.73,17.21,20.74,182.67,15.24,96.14,0

37,09:00-09:15,78.72,0,43,23,37,22,12,12.85,15.74,33,33,57.75,49.15,33,12.85,57.75,38.57,13.67,43.02,5.76,4.45,10.47,163.44,5.76,5.78,43.7,26.75,81.72,37.98,26.75,7.03,0,134.84,19.23,0,23.21,4,-90.85,70.11,10.73,17.11,20.74,209.95,15.24,67.3,0

38,09:15-09:30,86.41,0,50,24,42,25,13,11.59,17.28,33,33,57.75,53.47,33,11.59,57.75,34.75,13.67,43.02,7.02,5.42,10.47,163.44,7.02,5.78,43.7,26.75,81.72,37.98,26.75,7.03,0,134.84,19.23,0,24.22,4,-181.7,70.11,10.73,17.11,20.74,209.95,15.24,52.88,0

39,09:30-09:45,93.89,0,43,32,39,22,14,13.7,18.78,33,33,57.4,57.44,33,13.7,57.4,41.1,13,36.01,7.64,5.9,10.47,163.44,7.64,5.78,43.7,26.75,81.72,37.98,26.75,7.03,0,134.84,19.23,0,24.22,4,-181.7,70.11,10.73,17.11,20.74,209.95,15.24,100.16,0

40,09:45-10:00,101.06,0,48,32,42,24,15,12.47,20.21,33,33,57.05,61.04,33,12.47,57.05,37.39,13,36.22,8.18,6.32,10.47,163.44,8.18,5.78,43.7,26.75,81.72,37.98,26.75,7.03,0,134.84,19.23,0,24.22,4,-181.7,70.11,10.73,17.11,20.74,209.95,15.24,100.16,0

41,10:00-10:15,112.97,0,41,32,37,21,16,16.83,22.59,33,33,68.33,59.26,33,16.83,68.34,50.51,16.67,36.42,5.33,4.12,10.47,163.44,5.33,5.78,43.7,26.75,81.72,48.46,26.75,7.03,0,134.84,19.23,0,25.23,4,-181.7,70.11,10.73,17.03,20.74,209.95,15.24,100.16,0

42,10:15-10:30,119.06,0,47,32,40,23,17,16.67,23.81,33,33,67,62.27,33,16.67,67,49.99,16.67,36.62,5.6,4.34,10.47,163.44,5.6,5.78,43.7,26.75,81.72,48.46,26.75,7.03,0,134.84,19.23,0,25.23,4,-181.7,70.11,10.73,17.03,20.74,209.95,15.24,100.16,0

43,10:30-10:45,124.47,0,57,23,51,28,12,21.67,24.9,33,33,73.33,64.51,33,21.67,73.34,64.99,16.67,36.82,5.99,4.62,10.47,163.44,5.99,5.78,43.7,26.75,81.72,48.46,26.75,7.03,0,134.84,19.23,0,25.23,4,-181.7,70.11,10.73,17.03,20.74,209.95,15.24,100.16,0

44,10:45-11:00,129.3,0,60,23,55,30,12,20.83,25.86,33,33,73.33,65.97,33,20.83,73.34,62.51,16.67,37.02,6.22,4.8,10.47,163.44,6.22,5.78,43.7,26.75,81.72,48.46,26.75,7.03,0,134.84,19.23,0,25.23,4,-181.7,70.11,10.73,17.03,20.74,209.95,15.24,100.16,0

45,11:00-11:15,143.87,0,57,30,45,28,13,20,28.78,33,33,66.67,59.74,33,20,66.66,60,12.23,40.02,6.27,4.85,10.47,163.44,6.27,4.66,43.7,26.75,81.72,66.85,26.75,7.03,0,134.84,19.23,0,25.23,4,-181.7,70.11,10.73,16.93,20.74,209.95,15.24,100.16,0

46,11:15-11:30,146.69,0,57,30,45,28,14,19.17,29.34,33,33,66.33,60.32,33,19.17,66.34,57.49,11.72,40.02,6.31,4.88,10.47,163.44,6.31,4.66,43.7,26.75,81.72,66.85,26.75,7.03,0,134.84,19.23,0,25.23,4,-181.7,70.11,10.73,16.93,20.74,209.95,15.24,100.16,0

47,11:30-11:45,148.32,0,57,33,39,28,15,10,29.67,33,33,36.33,56.05,33,10,36.34,30,11.4,40.02,6.33,4.9,10.47,163.44,6.33,4.66,43.7,26.75,81.72,66.85,26.75,7.03,0,134.84,19.23,0,25.23,4,-181.7,70.11,10.73,16.93,20.74,209.95,15.24,100.16,0

48,11:45-12:00,149.03,0,57,33,39,28,15,10.17,29.81,33,33,36,54.7,33,10.17,36,30.49,11.18,40.02,6.35,4.9,10.47,163.44,6.35,4.66,43.7,26.75,81.72,66.85,26.75,7.03,0,134.84,19.23,0,25.23,4,-181.7,70.11,10.73,16.93,20.74,209.95,15.24,100.16,0

49,12:00-12:15,149.22,0,40,23,39,20,16,8.17,29.85,33,33,20.33,57.91,33,8.17,20.34,24.49,7.22,40.02,6.36,4.91,10.85,163.44,6.36,5.68,43.7,26.8,81.72,66.85,26.8,12.64,0,134.84,19.23,0,25.23,8.51,-181.7,70.11,10.73,16.83,20.74,209.95,15.24,100.16,0

50,12:15-12:30,149.19,0,41,23,39,21,17,8.5,29.84,33,33,21.67,59.38,33,8.5,21.66,25.5,7.5,40.02,6.38,4.93,10.85,163.44,6.38,5.68,43.7,26.8,81.72,66.85,26.8,12.64,0,134.84,19.23,0,25.23,8.51,-181.7,70.11,10.73,16.83,20.74,209.95,15.24,100.16,0

51,12:30-12:45,125,0,40,43,40,20,21,11.67,25,33,33,23.63,70,33,11.67,23.63,34.99,8.56,36.01,6.4,4.94,10.85,163.44,6.4,5.68,43.7,26.8,81.72,66.85,26.8,12.64,0,134.84,19.23,0,25.23,8.51,-181.7,70.11,10.73,16.83,20.74,209.95,15.24,100.16,0

52,12:45-13:00,125,0,43,43,40,22,21,12.83,25,33,33,25.65,68.33,33,12.83,25.66,38.51,8.94,36.42,6.41,4.95,10.85,163.44,6.41,5.68,43.7,26.8,81.72,66.85,26.8,12.64,0,134.84,19.23,0,25.23,8.51,-181.7,70.11,10.73,16.83,20.74,209.95,15.24,100.16,0

53,13:00-13:15,125,0,39,43,43,19,21,13.67,25,33,33,28.34,66.67,33,13.67,28.34,40.99,9.31,36.62,6.39,4.93,10.85,163.44,6.39,5.68,43.7,26.8,81.72,66.85,26.8,12.64,0,134.84,19.23,0,26.24,8.51,-181.7,70.11,10.73,16.83,20.74,209.95,15.24,100.16,0

54,13:15-13:30,125,0,37,43,43,18,21,14.17,25,33,33,31.44,65.62,33,14.17,31.43,42.49,9.67,36.82,6.32,4.89,10.85,163.44,6.32,5.68,43.7,26.8,81.72,66.85,26.8,12.64,0,134.84,19.23,0,27.25,8.51,-181.7,70.11,10.73,16.83,20.74,209.95,15.24,100.16,0

55,13:30-13:45,122.5,0,45,33,40,23,23,15,24.5,33,33,34.77,69.73,33,15,34.76,45,10.07,37.02,7.02,5.42,10.85,163.44,7.02,5.68,43.7,26.8,81.72,66.85,26.8,12.64,0,134.84,19.23,0,25.74,8.51,-181.7,70.11,10.73,16.83,20.74,209.95,15.24,100.16,0

56,13:45-14:00,122.5,0,47,33,40,23,25,15.17,24.5,33,33,38.27,68,33,15.17,38.26,45.49,10.52,37.22,7.38,5.7,10.85,163.44,7.38,5.68,43.7,26.8,81.72,66.85,26.8,12.64,0,134.84,19.23,0,25.74,8.51,-181.7,70.11,10.73,16.83,20.74,209.95,15.24,100.16,0

57,14:00-14:15,121.68,0,47,33,42,23,18,15.5,24.34,33,33,45.27,65.93,33,15.5,45.27,46.5,15,42.02,8.01,6.19,10.47,163.44,8.01,5.83,43.7,26.8,81.72,66.85,26.8,12.64,0,134.84,19.23,0,25.74,8.51,-181.7,70.11,10.73,17.03,20.74,209.95,15.24,100.16,0

58,14:15-14:30,120.5,0,45,32,42,23,18,15.17,24.1,33,33,46.1,64.34,33,15.17,46.1,45.49,15,42.02,8.74,6.74,10.47,163.44,8.74,5.83,43.7,26.8,81.72,66.85,26.8,12.64,0,134.84,19.23,0,26.75,8.51,-181.7,70.11,10.73,17.03,20.74,209.95,15.24,100.16,0

59,14:30-14:45,129.84,0,45,32,42,23,20,16,25.97,33,33,42.22,51.23,33,16,42.21,48,15,42.02,10.43,8.06,10.47,163.44,10.43,5.83,43.7,26.8,81.72,66.85,26.8,12.64,0,134.84,19.23,0,26.75,8.51,-181.7,70.11,10.73,17.03,20.74,209.95,15.24,100.16,0

60,14:45-15:00,121.84,0,43,30,42,22,19,16.5,24.37,33,33,40.69,48.72,33,16.5,40.68,49.5,15.33,42.02,10.96,8.47,10.47,163.44,10.96,5.83,43.7,26.8,81.72,66.85,26.8,12.64,0,134.84,19.23,0,26.75,8.51,-181.7,70.11,10.73,17.03,20.74,209.95,15.24,100.16,0

61,15:00-15:15,111.71,0,38,30,33,19,22,16.67,22.34,33,33,33.33,27.73,33,16.67,33.34,49.99,15.33,42.02,11.56,8.93,10.47,163.44,11.56,5.83,43.7,26.8,81.72,66.85,26.8,12.64,0,134.84,19.23,0,26.75,8.51,-181.7,64.13,10.73,17.3,20.74,209.95,15.24,100.16,0

62,15:15-15:30,102.95,0,36,30,30,18,21,18.33,20.59,33,33,36.67,26.25,33,18.33,36.66,55.01,15,42.02,10.44,8.08,10.47,163.44,10.44,5.83,43.7,26.8,81.72,66.85,26.8,12.64,0,134.84,19.23,0,26.75,8.51,-181.7,64.13,10.73,17.3,20.74,209.95,15.24,100.16,0

63,15:30-15:45,50,0,37,22,28,18,11,8.83,10,33,33,40,25.01,33,8.83,40,26.51,14.67,42.02,9.33,7.21,10.47,163.44,9.33,5.83,43.7,26.8,81.72,66.85,26.8,12.64,0,134.84,19.23,0,27.25,8.51,-181.7,64.13,10.73,17.3,20.74,209.95,15.24,100.16,0

64,15:45-16:00,48.33,0,35,22,27,17,10,9,9.67,33,33,41.67,23.65,33,9,41.66,27,14.33,42.02,8.23,6.35,10.47,163.44,8.23,5.83,43.7,26.8,81.72,66.85,26.8,12.64,0,134.84,19.23,0,27.25,8.51,-181.7,64.13,10.73,17.3,20.74,209.95,15.24,100.16,0

65,16:00-16:15,45.83,0,30,18,24,15,7,10.17,9.17,33,33,43.33,21.54,24,10.17,43.34,30.49,14.33,43.02,7.53,5.82,10.47,163.44,7.53,6.06,43.7,26.8,81.72,66.85,26.8,12.64,0,134.84,19.23,0,27.25,8.51,-181.7,64.13,10.73,17.76,20.74,230.74,15.24,100.16,0

66,16:15-16:30,44.17,0,28,18,22,14,7,11.5,8.83,33,33,45,19.96,16,11.5,45,34.5,14.67,43.02,6.84,5.29,10.47,163.44,6.84,6.06,43.7,26.8,81.72,66.85,26.8,12.64,0,134.84,19.23,0,25.74,8.51,-181.7,64.13,10.73,17.76,20.74,249.96,15.24,100.16,0

67,16:30-16:45,28.12,0,27,15,22,13,7,13,5.63,33,33,46.67,14.33,8,13,46.66,39,15,44.02,6.14,4.75,10.47,163.44,6.14,6.06,43.7,26.8,81.72,66.85,26.8,12.64,0,134.84,19.23,0,25.74,8.51,-181.7,64.13,10.73,17.76,20.74,270.39,15.24,100.16,0

68,16:45-17:00,27,0,27,15,19,13,7,14.5,5.4,33,33,46.67,13.67,5,14.5,46.66,43.5,15.67,44.02,5.45,4.22,10.47,163.44,5.45,6.06,43.7,26.8,81.72,66.85,26.8,12.64,0,134.84,19.23,0,25.74,8.51,-181.7,64.13,10.73,17.76,20.74,270.39,15.24,100.16,0

69,17:00-17:15,25,0,19,13,16,9,7,14.67,5,33,33,46.67,10,2,14.67,46.66,43.99,15.33,44.02,4.9,3.78,10.47,163.44,4.9,6.43,43.7,26.8,81.72,66.85,26.8,12.64,0,134.84,19.23,0,25.74,8.51,-181.7,64.13,10.73,18.22,20.74,270.39,15.24,100.16,0

70,17:15-17:30,23.16,0,17,10,13,8,7,15.17,4.63,33,33,47.33,10,0,15.17,47.34,45.49,15,44.02,4.33,3.34,10.47,163.44,4.33,6.43,43.7,26.8,81.72,66.85,26.8,12.64,0,134.84,19.23,0,25.74,8.51,-181.7,64.13,10.73,18.22,20.74,270.39,15.24,100.16,0

71,17:30-17:45,20.77,0,13,10,10,7,7,20.42,4.16,29.67,31.06,48.33,9,0,20.42,48.34,61.23,14.67,44.02,3.76,2.91,10.47,163.44,3.76,6.43,43.7,26.8,81.72,66.85,26.8,12.64,0,134.84,19.23,0,25.74,8.51,-90.85,64.13,10.73,18.22,20.74,270.39,15.24,100.16,0

72,17:45-18:00,18.39,0,10,8,7,5,7,20.23,3.68,20.7,21.59,50,7.94,0,20.23,50,60.7,14.33,44.02,2.64,2.04,10.47,163.44,2.64,6.43,43.7,26.8,81.72,66.85,26.8,12.64,0,134.84,19.23,0,25.74,8.51,-0,64.13,10.73,18.22,20.74,270.39,15.24,100.16,0

73,18:00-18:15,15.43,0,10,8,6,5,5,20.31,3.09,0,0,48.33,5.83,0,20.31,48.34,60.9,14.67,44.02,2.02,1.56,10.47,163.44,2.02,8.1,43.7,23.5,81.72,86.72,29.5,12.64,0,134.84,0,0,25.74,8.51,-0,64.13,10.73,13.16,20.74,270.39,0,100.16,0

74,18:15-18:30,12.47,0,5,5,4,3,3,21,2.5,0,0,46.67,4.49,0,21,46.66,63.02,15.33,44.02,1.48,1.15,10.47,163.44,1.48,8.1,43.7,23.5,81.72,86.72,29.5,12.64,0,134.84,0,0,25.74,8.51,-0,66.39,10.73,13.16,20.74,270.39,0,100.16,0

