Block,Time,CHAMERA1,KGSU1AND2,KISHANGANGA,RIHAND3,RSTPSU7,SEWA2,SIMHST2,TANDA2,UNCHAHAR1,DADRI_RF,KHSTPP-I,KHSTPP-II,KOLDAM,NLCTS2EXP,SALAL,SASAN,SINGRAULI_HYDRO,TALA,TALST2,TEHRI,UNCHAHAR3,ANTA_RF,DADRI_GF,KUDGI,NLCIIST1,RIHAND2,TelanganaSTPP,UNCHAHAR4,AURY_CRF,NAPP,URI,ANTA_CRF,AURY_LF,DHAULIGNGA,KGSU3AND4,KKNPPU2,URI2,CHAMERA3,DULHASTI,JHAJJAR,NJPC,NNTPP,RSTPSU1TO6,VALLURNTECL,ANTA_LF,AURY_RF,KKNP,KOTESHWR,NLCEXP,NLCIIST2,PARBATI2,RAMPUR,RAPPB,RAPPC,UNCHAHAR2,ANTA_GF,AURY_GF,DADRI_LF,BRBCL,BSIUL,CHAMERA2,DADRT2,FSTPP I & II,MAPS,NTPL,PARBATI3,RIHAND1,SIMHST1,SINGRAULI,TANAKPUR,DADRI_CRF
6,01:15-01:30,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,70.88,348.98,0.94,0,0,0,27.67,53.7,0,0,0,124.53,0,2.28,0,51.86,35.88,0,0,0,0,0,39.63,23.3,19.81,670.51,0,0,0,0,0,85.35,0,10.41,0,0,0,0,0,69.1,44.47,0,0,0,20,19.56,32.49,684.57,13.9,0,0,0,97.18,0,150.25,6.27,0

7,01:30-01:45,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,70.88,348.98,0.94,0,0,0,27.67,53.7,0,0,0,124.53,0,2.28,0,51.86,34.78,0,0,0,0,0,39.63,23.3,19.81,670.51,0,0,0,0,0,85.35,0,10.41,0,0,0,0,0,69.1,44.47,0,0,0,20,19.56,32.49,684.57,13.9,0,0,0,97.18,0,150.25,6.27,0

8,01:45-02:00,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,70.88,348.98,0.94,0,0,0,27.67,53.7,0,0,0,124.53,0,2.28,0,51.86,34.78,0,0,0,0,0,39.63,34.98,19.81,670.51,0,0,0,0,0,85.35,0,10.41,0,0,0,0,0,69.1,44.47,0,0,0,20,19.56,32.49,684.57,13.9,0,0,0,97.18,0,150.25,6.27,0

9,02:00-02:15,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,26.73,348.98,0.94,0,0,0,27.67,53.7,0,0,0,124.53,0,2.28,0,51.86,34.78,0,0,0,0,0,39.63,34.98,19.81,670.51,0,0,0,0,0,85.35,0,10.41,0,0,0,0,0,69.1,44.47,0,0,0,20,19.56,48.74,684.57,13.9,0,0,0,97.18,0,150.25,6.27,0

10,02:15-02:30,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,26.73,348.98,0.94,0,0,0,27.67,53.7,0,0,0,124.53,0,2.28,0,51.86,34.78,0,0,0,0,0,39.63,34.98,19.81,670.51,0,0,0,0,0,85.35,0,10.41,0,0,0,0,0,69.1,44.47,0,0,0,20,19.56,48.74,684.57,13.9,0,0,0,97.18,0,150.25,0,0

11,02:30-02:45,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,26.73,348.98,0.94,0,0,0,27.67,53.7,0,0,0,124.53,0,2.28,0,51.86,34.78,0,0,0,0,0,39.63,34.98,19.81,670.51,0,0,0,0,0,85.35,0,10.41,0,0,0,0,0,69.1,44.47,0,0,0,20,19.56,48.74,684.51,13.9,0,0,0,97.18,0,150.25,0,0

12,02:45-03:00,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,26.73,348.98,0.94,0,0,0,27.67,53.7,0,0,0,124.53,0,2.28,0,51.86,34.78,0,0,0,0,0,39.63,23.33,19.81,670.51,0,0,0,0,0,85.35,0,10.41,0,0,0,0,0,69.1,44.47,0,0,0,20,19.56,48.74,684.51,13.9,0,0,0,97.18,0,150.25,0,0

13,03:00-03:15,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,26.73,348.98,0.94,0,0,0,27.67,53.97,0,0,0,124.53,0,2.28,0,51.86,34.78,0,0,0,0,0,38.05,11.65,39.62,670.51,0,0,0,0,0,85.35,0,10.41,0,0,0,0,0,69.1,44.47,0,0,0,20,19.56,16.25,688.87,13.9,0,0,0,97.18,0,150.25,0,0

14,03:15-03:30,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,26.73,348.98,0.94,0,0,0,27.67,54.37,0,0,0,124.53,0,2.28,0,51.86,34.78,0,0,0,0,0,38.05,11.65,39.62,670.51,0,0,0,0,0,85.35,0,10.41,0,0,0,0,0,69.1,44.47,0,0,0,20,19.56,16.25,688.87,13.9,0,0,0,97.18,0,150.25,0,0

15,03:30-03:45,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,13.36,348.98,0.94,0,0,0,27.67,54.37,0,0,0,124.53,0,2.28,0,51.86,34.78,0,0,0,0,0,38.05,11.65,39.62,670.51,0,0,0,0,0,85.35,0,10.41,0,0,0,0,0,69.1,44.47,0,0,0,20,19.56,16.25,688.87,14.6,0,0,0,97.18,0,150.25,0,0

16,03:45-04:00,0,0,8.45,130.75,0,6.29,0,5.65,21.63,74.38,45.83,148.3,0,0,13.36,348.98,0.94,0,0,13.06,27.67,54.37,0,0,0,124.53,0,2.28,0,51.86,34.78,0,0,0,0,0,38.05,11.65,39.62,670.51,0,0,0,0,0,85.35,0,10.41,0,0,0,0,0,69.1,44.47,0,0,0,20,19.56,16.25,688.87,15.29,0,0,0,97.18,0,150.25,0,0

17,04:00-04:15,0,0,8.45,130.75,0,6.29,0,5.65,21.63,74.38,45.83,148.3,0,0,13.36,348.98,0.94,0,0,13.06,27.67,54.37,0,0,0,124.53,0,2.28,0,51.86,34.78,0,0,0,0,0,38.05,11.65,39.62,670.51,0,0,0,0,0,85.35,0,10.41,0,0,0,0,0,69.1,44.47,0,0,0,20,19.56,16.25,688.87,15.29,0,0,0,97.18,0,150.25,0,0

18,04:15-04:30,0,0,8.45,130.75,0,12.59,0,5.65,21.63,74.38,45.83,148.3,0,0,13.36,348.98,0.94,0,0,26.11,27.67,54.37,0,0,0,124.53,0,2.28,0,51.86,34.78,0,0,0,0,0,38.05,11.65,39.62,670.51,0,0,0,0,0,85.35,0,10.41,0,0,0,0,0,69.1,44.47,0,0,0,20,19.56,16.25,688.87,15.29,0,0,0,97.18,0,150.25,0,0

19,04:30-04:45,0,0,8.45,130.75,0,18.88,0,5.65,21.63,74.38,45.83,148.3,0,0,13.36,348.98,0.94,0,0,26.11,27.67,54.37,0,0,0,124.53,0,2.28,0,51.86,34.78,0,0,0,0,0,38.05,11.65,39.62,550.51,0,0,0,0,0,85.35,0,10.41,0,0,0,0,0,69.1,44.47,0,0,0,20,19.56,16.25,688.87,15.29,0,0,0,97.18,0,150.25,0,0

20,04:45-05:00,0,0,8.45,130.75,0,18.88,0,5.65,21.63,74.38,45.83,148.3,0,0,13.36,348.98,0.94,0,0,26.11,27.67,54.37,0,0,0,124.53,0,2.28,0,51.86,34.78,0,0,0,0,0,38.05,11.65,39.62,550.51,27.63,0,0,0,0,85.35,0,10.41,0,0,0,1.09,0,69.1,44.47,0,0,0,20,19.56,16.25,688.87,15.29,0,0,0,97.18,0,150.25,0,0

21,05:00-05:15,0,0,8.45,130.75,0,18.88,0,5.65,21.63,74.38,45.83,148.3,0,0,13.36,348.98,0.94,0,0,26.11,27.67,54.37,0,0,0,124.53,0,2.28,0,51.86,34.78,0,0,0,0,0,38.05,11.65,39.62,550.51,55.26,0,0,0,0,85.35,0,10.41,0,0,0,2.18,0,69.1,44.47,0,0,0,20,19.56,16.25,688.87,15.29,0,0,0,97.18,0,150.25,0,0

22,05:15-05:30,0,0,8.45,130.75,0,18.88,0,5.65,21.63,74.38,45.83,148.3,0,0,13.36,348.98,0.94,0,0,26.11,27.67,54.37,0,0,0,124.53,0,2.28,0,51.86,34.78,0,0,0,0,0,38.05,23.3,39.62,550.51,55.26,0,0,0,0,85.35,0,10.41,0,0,0,2.18,0,69.1,44.47,0,0,0,20,19.56,16.25,684.51,15.29,0,0,0,97.18,0,150.25,0,0

23,05:30-05:45,0,0,8.45,130.75,0,18.88,0,5.65,21.63,74.38,45.83,148.3,0,0,13.36,348.98,0.94,0,0,26.11,27.67,54.37,0,0,0,124.53,0,2.28,0,51.86,34.78,0,0,0,0,0,38.05,23.3,39.62,550.51,55.26,0,0,0,0,85.35,0,10.41,0,0,0,2.18,0,69.1,44.47,0,0,0,20,19.56,16.25,684.51,15.29,0,0,0,97.18,0,150.25,0,0

24,05:45-06:00,0,0,8.45,130.75,0,18.88,0,5.65,21.63,74.38,45.83,148.3,0,0,13.36,348.98,0.94,0,0,26.11,27.67,54.37,0,0,0,124.53,0,2.28,0,51.86,34.78,0,0,0,0,0,38.05,23.3,39.62,550.51,55.26,0,0,0,0,85.35,0,10.41,0,0,0,2.18,0,69.1,44.47,0,0,0,20,19.56,16.25,684.51,15.29,0,0,0,97.18,0,150.25,0,0

25,06:00-06:15,0,0,8.45,130.75,0,18.88,0,5.65,21.63,74.38,45.83,148.3,0,0,13.36,348.98,0.94,0,0,26.11,27.67,54.37,0,0,0,124.53,0,2.28,0,51.86,39.75,0,0,0,0,0,38.05,23.3,39.62,550.51,55.26,0,0,0,0,85.35,0,10.41,0,0,0,2.18,0,69.1,44.47,0,0,0,20,13.04,16.25,684.51,15.29,0,0,0,97.18,0,150.25,0,0

26,06:15-06:30,0,0,8.45,130.75,0,18.88,0,5.65,21.63,74.38,45.83,148.3,0,0,13.36,348.98,0.94,0,0,26.11,27.67,54.37,0,0,0,124.53,0,2.28,0,51.86,39.75,0,0,0,0,0,38.05,23.3,39.62,550.51,55.26,0,0,0,0,85.35,0,10.41,0,0,0,2.18,0,69.1,44.47,0,0,0,20,13.04,16.25,684.51,15.29,0,0,0,97.18,0,150.25,0,0

27,06:30-06:45,0,0,8.45,130.75,0,18.88,0,5.65,21.63,74.38,45.83,148.3,0,0,70.88,348.98,0.94,0,0,26.11,27.67,54.37,0,0,0,124.53,0,2.28,0,51.86,39.75,0,0,0,0,0,38.05,23.3,39.62,500.51,55.26,0,0,0,0,85.35,0,10.41,0,0,0,2.18,0,69.1,44.47,0,0,0,20,13.04,16.25,684.51,15.29,0,0,0,97.18,0,150.25,0,0

28,06:45-07:00,0,0,8.45,130.75,0,18.88,0,5.65,21.63,74.38,45.83,148.3,0,0,70.88,348.98,0.94,0,0,26.11,27.67,54.37,0,0,0,124.53,0,2.28,0,51.86,39.75,0,0,0,0,0,38.05,23.3,39.62,500.51,55.26,0,0,0,0,85.35,0,10.41,0,0,0,2.18,0,69.1,44.47,0,0,0,20,13.04,16.25,684.51,15.29,0,0,0,97.18,0,150.25,0,0

29,07:00-07:15,0,0,8.45,130.75,0,18.88,0,5.65,21.63,74.38,45.83,148.3,0,0,70.88,348.98,0.94,0,0,26.11,27.67,54.11,0,0,0,124.53,0,2.28,0,51.86,34.78,0,0,0,0,0,38.05,23.3,39.62,500.51,55.26,0,0,0,0,85.35,0,10.41,0,0,0,2.18,0,69.1,44.47,0,0,0,20,13.04,16.25,688.87,15.29,0,0,0,97.18,0,150.25,0,0

30,07:15-07:30,0,0,8.45,130.75,0,18.88,0,5.65,21.63,74.38,45.83,148.3,0,0,70.88,348.98,0.94,0,0,26.11,27.67,54.11,0,0,0,124.53,0,2.28,0,51.86,34.78,0,0,0,0,0,38.05,23.3,39.62,500.51,55.26,0,0,0,0,85.35,0,10.41,0,0,0,2.18,0,69.1,44.47,0,0,0,20,13.04,32.49,688.87,15.29,0,0,0,97.18,0,150.25,0,0

31,07:30-07:45,0,0,8.45,130.75,0,18.88,0,5.65,21.63,74.38,45.83,148.3,0,0,70.88,348.98,0.94,0,0,26.11,27.67,54.11,0,0,0,124.53,0,3.18,0,51.86,34.78,0,0,0,0,0,38.05,23.3,39.62,670.51,55.26,0,0,0,0,85.35,0,10.41,0,0,0,2.18,0,69.1,44.97,0,0,0,20,13.04,32.49,688.87,15.29,0,0,0,97.18,0,150.25,0,0

32,07:45-08:00,0,0,8.45,130.75,0,18.88,0,5.65,21.63,74.38,45.83,148.3,0,0,70.88,348.98,0.94,0,0,13.06,27.67,54.11,0,0,0,124.53,0,3.18,0,51.86,34.78,0,0,0,0,0,38.05,11.65,39.62,670.51,55.26,0,0,0,0,85.35,0,10.41,0,0,0,2.18,0,69.1,44.97,0,0,0,20,13.04,32.49,688.87,15.29,0,0,0,97.18,0,150.25,0,0

33,08:00-08:15,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,26.73,348.98,0.94,0,0,13.06,27.67,54.11,0,0,0,124.53,0,3.18,0,51.86,34.78,0,0,0,0,0,38.05,0,39.62,670.51,55.26,0,0,0,0,85.35,0,10.41,0,0,0,2.18,0,69.1,44.97,0,0,0,20,13.04,32.49,688.87,15.29,0,0,0,97.18,0,150.25,0,0

34,08:15-08:30,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,26.73,348.98,0.94,0,0,0,27.67,54.11,0,0,0,124.53,0,3.18,0,51.86,39.75,0,0,0,0,0,38.05,0,39.62,670.51,55.26,0,0,0,0,85.35,0,10.41,0,0,0,2.18,0,69.1,44.97,0,0,0,20,13.04,32.49,688.87,15.29,0,0,0,97.18,0,150.25,0,0

35,08:30-08:45,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,26.73,348.98,0.94,0,0,0,27.67,54.11,0,0,0,124.53,0,3.18,0,51.86,39.75,0,0,0,0,0,38.05,0,39.62,670.51,55.26,0,0,0,0,85.35,0,10.41,0,0,0,2.18,0,69.1,44.97,0,0,0,20,13.04,32.49,688.87,15.29,0,0,0,97.18,0,150.25,1.03,0

36,08:45-09:00,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,26.73,348.98,0.94,0,0,0,27.67,54.11,0,0,0,124.53,0,3.18,0,51.86,39.75,0,0,0,0,0,38.05,0,39.62,670.51,55.26,0,0,0,0,85.35,0,10.41,0,0,0,2.18,0,69.1,44.97,0,0,0,20,13.04,16.25,688.87,15.29,0,0,0,97.18,0,150.25,1.03,0

37,09:00-09:15,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,26.73,348.98,0.94,0,0,0,27.67,54.11,0,0,0,124.53,0,3.18,0,51.86,39.75,0,0,0,0,0,38.05,0,39.62,670.51,55.26,0,0,0,0,85.35,0,10.41,0,0,0,2.18,0,69.1,44.97,0,0,0,20,13.04,16.25,688.87,15.29,0,0,0,97.18,0,150.25,1.03,0

38,09:15-09:30,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,26.73,348.98,0.94,0,0,0,27.67,54.11,0,0,0,124.53,0,3.18,0,51.86,34.78,0,0,0,0,0,38.05,0,39.62,670.51,55.26,0,0,0,0,85.35,0,10.41,0,0,0,2.18,0,69.1,44.97,0,0,0,20,13.04,16.25,688.87,15.29,0,0,0,97.18,0,150.25,1.03,0

39,09:30-09:45,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,26.73,348.98,0.94,0,0,0,27.67,53.97,0,0,0,124.53,0,3.18,0,51.86,34.78,0,0,0,0,0,38.05,0,39.62,670.51,55.26,0,0,0,0,85.35,0,10.41,0,0,0,2.18,0,69.1,44.97,0,0,0,20,13.04,16.25,688.87,15.29,0,0,0,97.18,0,150.25,1.03,0

40,09:45-10:00,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,26.73,348.98,0.94,0,0,0,27.67,53.97,0,0,0,124.53,0,3.18,0,51.86,34.78,0,0,0,0,0,38.05,0,39.62,670.51,55.26,0,0,0,0,85.35,0,10.41,0,0,0,2.18,0,69.1,44.97,0,0,0,20,13.04,0,688.87,15.29,0,0,0,97.18,0,150.25,1.03,0

41,10:00-10:15,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,26.73,348.98,0.94,0,0,0,27.67,53.44,0,0,0,124.53,0,3.18,0,51.86,34.78,0,0,0,0,0,38.05,0,39.62,670.51,55.26,0,0,0,0,85.35,0,10.41,0,0,0,2.18,0,69.1,44.97,0,0,0,20,13.04,0,688.87,15.29,0,0,4.29,97.18,0,150.25,1.03,0

42,10:15-10:30,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,26.73,348.98,0.94,0,0,0,27.67,53.44,0,0,0,124.53,0,3.18,0,51.86,34.78,0,0,0,0,0,38.05,0,39.62,670.51,55.26,0,0,0,0,85.35,0,10.41,0,0,0,2.18,0,69.1,44.97,0,0,0,20,13.04,0,688.87,15.29,0,0,18.39,97.18,0,150.25,1.03,0

43,10:30-10:45,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,26.73,348.98,0.94,0,0,0,27.67,53.44,0,0,0,124.53,0,3.18,0,51.86,34.78,0,0,0,0,0,38.05,0,39.62,670.51,55.26,0,0,0,0,85.35,0,10.41,0,0,0,2.18,0,69.1,44.97,0,0,0,20,13.04,0,688.87,15.29,0,0,18.39,97.18,0,150.25,1.03,0

44,10:45-11:00,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,26.73,348.98,0.94,0,0,0,27.67,53.44,0,0,0,124.53,0,3.18,0,51.86,34.78,0,0,0,0,0,38.05,0,39.62,670.51,27.63,0,0,0,0,85.35,0,10.41,0,0,0,1.09,0,69.1,44.97,0,0,0,20,13.04,0,688.87,15.29,0,0,18.39,97.18,0,150.25,1.03,0

45,11:00-11:15,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,26.73,348.98,0.94,0,0,0,27.67,53.05,0,0,0,124.53,0,3.18,0,51.86,34.78,0,0,10.93,0,0,38.05,0,19.81,670.51,27.63,0,0,0,0,85.35,0,10.41,0,0,0,1.09,0,69.1,44.97,0,0,0,20,13.04,0,688.87,15.29,0,0,18.39,97.18,0,150.25,1.03,0

46,11:15-11:30,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,26.73,348.98,0.94,0,0,0,27.67,53.05,0,0,0,124.53,0,3.18,0,51.86,34.78,0,0,10.93,0,0,38.05,0,19.81,670.51,27.63,0,0,0,0,85.35,0,10.41,0,0,0,1.09,0,69.1,44.97,0,0,0,20,13.04,0,688.87,15.29,0,0,18.39,97.18,0,150.25,1.03,0

47,11:30-11:45,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,26.73,348.98,0.94,0,0,0,27.67,53.05,0,0,0,124.53,0,3.18,0,51.86,34.78,0,0,10.93,0,0,38.05,0,19.81,670.51,27.63,0,0,0,0,85.35,0,10.41,0,0,0,1.09,0,69.1,44.97,0,0,0,20,13.04,0,688.87,15.29,0,0,4.29,97.18,0,150.25,1.03,0

48,11:45-12:00,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,26.73,348.98,0.94,0,0,0,27.67,52.66,0,0,0,124.53,0,3.18,0,51.86,34.78,0,0,10.93,0,0,38.05,0,19.81,670.51,27.63,0,0,0,0,85.35,0,10.41,0,0,0,1.09,0,69.1,44.97,0,0,0,20,13.04,0,688.87,15.29,0,0,0,97.18,0,150.25,1.03,0

49,12:00-12:15,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,26.73,348.98,0.94,0,0,0,27.67,52.66,0,0,0,124.53,0,3.18,0,51.86,35.33,0,0,10.93,0,0,38.05,0,19.81,670.51,27.63,0,0,0,0,85.35,0,10.41,0,0,0,1.09,0,69.1,44.97,0,0,0,20,13.04,0,688.87,15.29,0,0,0,97.18,0,150.25,0.51,0

50,12:15-12:30,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,26.73,348.98,0.94,0,0,0,27.67,51.61,0,0,0,124.53,0,3.18,0,51.86,35.33,0,0,10.93,0,0,38.05,0,19.81,670.51,27.63,0,0,0,0,85.35,0,10.41,0,0,0,1.09,0,69.1,44.97,0,0,0,20,13.04,0,688.87,15.29,0,0,0,97.18,0,150.25,0.51,0

51,12:30-12:45,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,26.73,348.98,0.94,0,0,0,27.67,51.61,0,0,0,124.53,0,3.18,0,51.86,35.33,0,0,10.93,0,0,38.05,0,19.81,670.51,27.63,0,0,0,0,85.35,0,10.41,0,0,0,1.09,0,69.1,44.97,0,0,0,20,13.04,0,688.87,15.29,0,0,0,97.18,0,150.25,0.51,0

52,12:45-13:00,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,26.73,348.98,0.94,0,0,0,27.67,51.61,0,0,0,124.53,0,3.18,0,51.86,35.33,0,0,10.93,0,0,38.05,0,19.81,670.51,27.63,0,0,0,0,85.35,0,10.41,0,0,0,1.09,0,69.1,44.97,0,0,0,20,13.04,0,688.87,15.29,0,0,0,97.18,0,150.25,0.51,0

53,13:00-13:15,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,26.73,348.98,0.94,0,0,0,27.67,51.61,0,0,0,124.53,0,3.18,0,51.86,35.33,0,0,10.93,0,0,38.05,0,19.81,670.51,27.63,0,0,0,0,85.35,0,10.41,0,0,0,1.09,0,69.1,44.97,0,0,0,20,6.52,0,688.87,15.29,0,0,0,97.18,0,150.25,0.51,0

54,13:15-13:30,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,26.73,348.98,0.94,0,0,0,27.67,51.61,0,0,0,124.53,0,3.18,0,51.86,35.33,0,0,10.93,0,0,38.05,0,19.81,670.51,27.63,0,0,0,0,85.35,0,10.41,0,0,0,1.09,0,69.1,44.97,0,0,0,20,6.52,0,688.87,15.29,0,0,0,97.18,0,150.25,0.51,0

55,13:30-13:45,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,26.73,348.98,0.91,0,0,0,27.67,51.61,0,0,0,124.53,0,3.18,0,51.86,35.33,0,0,10.93,0,0,38.05,0,19.81,670.51,27.63,0,0,0,0,85.35,0,10.41,0,0,0,1.09,0,69.1,20.18,0,0,0,20,6.52,0,688.87,15.29,0,0,0,97.18,0,150.25,0.51,0

56,13:45-14:00,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,26.73,348.98,0.91,0,0,0,27.67,51.61,0,0,0,124.53,0,3.18,0,51.86,35.33,0,0,10.93,0,0,38.05,0,19.81,670.51,27.63,0,0,0,0,85.35,0,10.41,0,0,0,1.09,0,69.1,20.18,0,0,0,20,6.52,0,688.87,15.29,0,0,0,97.18,0,150.25,0.51,0

57,14:00-14:15,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,26.73,348.98,0.91,0,0,0,27.67,51.61,0,0,0,124.53,0,3.18,0,51.86,35.33,0,0,10.93,0,0,38.05,0,19.81,670.51,0,0,0,0,0,85.35,0,10.41,0,0,0,0,0,69.1,20.18,0,0,0,20,6.52,0,688.87,15.29,0,0,0,97.18,0,150.25,0.51,0

58,14:15-14:30,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,26.73,348.98,0.91,0,0,0,27.67,51.61,0,0,0,124.53,0,3.18,0,51.86,35.33,0,0,10.93,0,0,38.05,0,19.81,670.51,0,0,0,0,0,85.35,0,10.41,0,0,0,0,0,69.1,20.18,0,0,0,20,6.52,0,688.87,15.29,0,0,0,97.18,0,150.25,0.51,0

59,14:30-14:45,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,26.73,348.98,0.91,0,0,0,27.67,51.61,0,0,0,124.53,0,3.18,0,51.86,35.33,0,0,10.93,0,0,38.05,0,39.62,670.51,0,0,0,0,0,85.35,0,10.41,0,0,0,0,0,69.1,20.18,0,0,0,20,6.52,0,688.87,15.29,0,0,0,97.18,0,150.25,0.51,0

