Column1,Time,GNA/SR/2025/02/01/7432,GNA/SR/2025/02/01/6460,GNA/NR/2025/02/01/4863,GNA/NR/2025/02/01/5886,GNA/NR/2025/02/01/2143,GNA/NR/2025/02/01/9969,GNA/NR/2025/02/01/2594,NR/01102023/05012040/L_NR_2020_02,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,GNARE/NR/2024/12/20/3668,GNARE/SR/2025/01/13/4532,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,GNA/WR/2025/01/01/8625,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,GNA/NR/2025/02/16/1380,GNA/NR/2025/02/16/1676,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,GNA/WR/2025/01/01/9606,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,GNA/WR/2024/11/01/4200,NR/30092023/31122025/SH-07
9,02:00-02:15,0,75,8.65,8.65,23.07,23.07,23.07,1.2,0,0,0,0,0,0,0,6.6,0,0,0,0,26.99,7.93,23.78,10.33,0,13.5,13.5,27.66,40.5,0,0,0,27.67,0,59.43,0.62,134.57,271.78,0.92,0,0,70.12,1.29,0,0,0,26.99

10,02:15-02:30,0,75,8.65,8.65,23.07,23.07,23.07,1.2,0,0,0,0,0,0,0,6.6,0,0,0,0,26.99,7.93,23.78,10.33,0,13.33,13.33,26,40.01,0,0,0,26,0,59.43,0.62,134.57,271.78,0.92,0,0,70.12,1.29,0,0,0,26.99

11,02:30-02:45,0,75,8.65,8.65,23.07,23.07,23.07,1.2,0,0,0,0,0,0,0,6.6,0,0,0,0,26.99,7.93,23.78,10.67,0,13.33,13.33,24.66,40.01,0,0,0,24.67,0,59.43,0.62,134.57,271.78,0.92,0,0,70.12,1.29,0,0,0,26.99

12,02:45-03:00,0,75,8.65,8.65,23.07,23.07,23.07,1.2,0,0,0,0,0,0,0,6.6,0,0,0,0,26.99,7.93,23.78,10.67,0,13.5,13.5,23.66,40.5,0,0,0,23.67,0,59.43,0.62,134.57,271.78,0.92,0,0,70.12,1.29,0,0,0,26.99

13,03:00-03:15,0,75,8.65,8.65,23.07,23.07,23.07,1.2,0,0,0,0,0,0,0,6.6,0,0,0,0,26.99,7.93,23.78,10.33,0,13.5,13.5,23.34,40.5,0,0,0,23.33,0,59.43,0.62,134.57,271.78,0.92,0,0,70.12,1.19,0,0,0,26.99

14,03:15-03:30,0,75,8.65,8.65,23.07,23.07,23.07,1.2,0,0,0,0,0,0,0,6.6,0,0,0,0,26.99,7.93,23.78,9.67,0,13.5,13.5,22.66,40.5,0,0,0,22.67,0,59.43,0.62,134.57,271.78,0.92,0,0,70.12,1.19,0,0,0,26.99

15,03:30-03:45,0,75,8.65,8.65,23.07,23.07,23.07,1.2,0,0,0,0,0,0,0,6.6,0,0,0,0,26.99,7.93,23.78,7.33,0,9.5,9.5,22.34,28.5,0,0,0,22.33,0,59.43,0.62,134.57,271.78,0.92,0,0,70.12,1.19,0,0,0,26.99

16,03:45-04:00,0,75,8.65,8.65,23.07,23.07,23.07,1.2,0,0,0,0,0,0,0,6.6,0,0,0,0,26.99,7.93,23.78,7.33,0,9.33,9.33,22,28.01,0,0,0,22,0,59.43,0.62,134.57,271.78,0.92,0,0,70.12,1.19,0,0,0,26.99

17,04:00-04:15,0,75,8.65,8.65,23.07,23.07,23.07,1.2,0,0,0,0,0,0,0,6.6,0,0,0,0,26.99,7.93,23.78,7.33,0,9.17,9.17,20.34,27.49,0,0,0,20.33,0,59.43,0.62,134.57,271.78,0.92,0,0,70.12,1.19,0,0,0,26.99

18,04:15-04:30,0,75,8.65,8.65,23.07,23.07,23.07,1.2,0,0,0,0,0,0,0,6.6,0,0,0,0,26.99,7.93,23.78,7,0,9.33,9.33,19.66,28.01,0,0,0,19.67,0,59.43,0.62,134.57,271.78,0.92,0,0,70.12,1.19,0,0,0,26.99

19,04:30-04:45,0,75,8.65,8.65,23.07,23.07,23.07,1.2,0,0,0,0,0,0,0,6.6,0,0,0,0,26.99,7.93,23.78,7,0,12.5,12.5,32.34,37.5,0,0,0,32.33,0,59.43,0,134.57,271.78,0.92,0,0,70.12,1.19,0,0,0,26.99

20,04:45-05:00,0,75,8.65,8.65,23.07,23.07,23.07,1.2,0,0,0,0,0,0,0,6.6,0,0,0,0,26.99,7.93,23.78,7,0,12.67,12.67,33,37.99,0,0,0,33,0,59.43,0,134.57,271.78,0.92,0,0,70.12,1.19,0,0,0,26.99

21,05:00-05:15,0,75,8.65,8.65,23.07,23.07,23.07,1.16,0,0,0,0,0,0,0,6.6,0,0,0,0,26.99,7.93,23.78,9.33,0,12.5,12.5,32.34,37.5,0,0,0,32.33,0,59.43,0.62,134.57,271.78,0.92,0,0,70.12,1.29,0,0,0,26.99

22,05:15-05:30,0,75,8.65,8.65,23.07,23.07,23.07,1.16,0,0,0,0,0,0,0,6.6,0,0,0,0,26.99,7.93,23.78,9,0,12,12,31.34,36,0,0,0,31.33,0,59.43,0.62,134.57,271.78,0.92,0,0,70.12,1.29,0,0,0,26.99

23,05:30-05:45,0,75,8.65,8.65,23.07,23.07,23.07,1.16,0,0,0,0,0,0,0,6.6,0,0,0,0,26.99,7.93,23.78,9,0,13.67,13.67,30,40.99,0,0,0,30,0,74.52,0.62,197.7,271.78,0,0,0,65.98,1.29,0,0,0,26.99

24,05:45-06:00,0,75,8.65,8.65,23.07,23.07,23.07,1.16,0,0,0,0,0,0,0,6.6,0,0,0,0,26.99,7.93,23.78,9,0,13.5,13.5,28.66,40.5,0,0,0,28.67,0,86.7,0.62,260.1,271.78,0,0,0,65.98,1.29,0,0,0,26.99

25,06:00-06:15,0,75,8.65,8.65,23.07,23.07,23.07,1.16,0,0,0,0,0,0,0,6.6,0,0,0,0,26.99,0,0,9,0.01,13.33,13.33,26,40.01,0,0,0.73,26,0,86.7,0.62,260.1,271.78,0.92,0,0,65.98,1.19,0,0,0,26.99

26,06:15-06:30,0,75,8.65,8.65,23.07,23.07,23.07,1.16,0,0,0,0,0,0,0,6.6,0,0,0,0,32,0,0,8.67,0.71,13.17,13.17,27,39.49,0,0,1.05,27,0,86.7,0.62,260.1,271.78,0.92,0,0,74.45,1.19,0,0,0,25.87

27,06:30-06:45,0,75,13.46,13.46,36.53,43.25,36.53,1.16,0,0,0,0,0,0,0,6.6,0,0,0,0,32,0,0,7,3.27,10.83,10.83,17.34,32.51,0,1,2.75,17.33,0,86.7,0.62,260.1,271.78,0.92,0,0,82.91,1.19,0,0,0,32

28,06:45-07:00,0,75,13.46,13.46,36.53,43.25,36.53,1.16,0,0,0,0,0,0,0.07,6.6,0,0,0,0,32,0,0,7,9.01,11.17,11.17,17.34,33.49,0.59,4,6.78,17.33,0,86.7,0.62,260.1,271.78,0.92,0,0,114.98,1.19,0,0,0,32

29,07:00-07:15,0,75,13.46,13.46,36.53,43.25,36.53,1.16,2,0,0,5,10,0,0.48,6.6,1,0,0,0,32,0,0,7,18.49,11,11,17.34,33,4.04,10,14.45,17.33,0,86.7,0.62,260.1,271.78,0.92,0,0,114.98,1.19,0,0,0,32

30,07:15-07:30,0,75,13.46,13.46,36.53,43.25,36.53,1.16,3,1,0.51,5,10,0.1,0.5,6.6,4,1,0,0,32,0,0,7,31.35,10.5,10.5,17.34,31.5,9.97,15,25.99,17.33,0,86.7,0.62,260.1,271.78,0.92,0,0,114.98,1.19,0,0,0,32

31,07:30-07:45,0,75,13.46,13.46,36.53,43.25,36.53,1.16,5,2,4.61,5,10,0.92,0.73,6.6,7,3,0,0,32,0,0,7,26.25,10,10,17.34,30,16.65,24,26.25,17.33,0.15,86.7,0.62,260.1,271.78,0.92,0,0.11,114.98,1.19,0,0.15,0,32

32,07:45-08:00,0,75,13.46,13.46,36.53,43.25,36.53,1.16,7,3,11.17,7,13,2.24,0.82,6.6,18,7,0,0,32,0,0,7,25.83,9.5,9.5,17.34,28.5,24.35,25.83,25.84,17.33,0.6,86.7,0.62,260.1,271.78,0.92,0,0.47,114.98,1.19,0,0.6,0,32

33,08:00-08:15,0,75,13.46,13.46,36.53,43.25,36.53,1.16,10,5,20.47,5,10,4.1,3.27,6.6,20,8,0,0,32,0,0,7,29.23,8.67,8.67,17.34,25.99,33.7,29.23,29.24,17.33,1.35,86.7,0.62,260.1,271.78,0.92,0,1.04,114.98,1.29,0,1.35,0,32

34,08:15-08:30,0,75,13.46,13.46,36.53,43.25,36.53,1.16,15,8,30.72,7,13,6.14,7.36,6.6,27,11,0,0,32,0,0,7,29.57,7.67,7.67,17,22.99,44.15,29.57,29.56,17,2.4,86.7,0.62,260.1,271.78,0.92,0,1.85,114.98,1.29,0,2.4,0,32

35,08:30-08:45,0,75,13.46,13.46,36.53,43.25,36.53,1.16,19,10,44.37,10,20,8.87,13.16,6.6,39,17,0,0,32,0,0,7,30.07,7,7,16,21,54.88,30.07,30.06,16,3.74,86.7,0.62,260.1,271.78,0.92,0,2.89,114.98,1.29,0,3.74,0,25.87

36,08:45-09:00,0,75,13.46,13.46,36.53,43.25,36.53,1.16,26,14,62.28,15,30,12.46,20.38,6.6,48,21,0,0,32,0,0,7,30.47,7,7,15,21,64.9,30.47,30.46,15,5.82,86.7,0.62,260.1,271.78,0.92,0,4.5,114.98,1.29,0,5.82,0,25.87

37,09:00-09:15,0,75,13.46,13.46,36.53,43.25,36.53,1.16,37,20,82.77,17,33,16.55,28.33,6.6,67,28,0,0,32,0,0,7,30.47,7,7,15,21,73.66,30.47,30.46,15,7.36,86.7,0.62,260.1,271.78,0,0,5.69,114.98,1.29,0,7.36,0,25.87

38,09:15-09:30,0,75,13.46,13.46,36.53,43.25,36.53,1.16,42,23,105.8,20,40,21.16,37.21,6.6,77,33,0,0,32,0,0,7,30.47,7,7,15,21,81.47,30.47,30.46,15,8.79,86.7,0.62,260.1,271.78,0,0,6.79,114.98,1.29,0,8.79,0,25.87

39,09:30-09:45,0,75,8.65,8.65,23.07,23.07,23.07,1.16,43,24,126.28,23,47,25.26,43.81,6.6,95,40,0,0,26.99,0,0,7,30.47,7,7,15,21,88.84,30.47,30.46,15,10.01,86.7,0.62,260.1,271.78,0.92,0,7.74,114.98,1.29,0,10.01,0,26.99

40,09:45-10:00,0,75,8.65,8.65,23.07,23.07,23.07,1.16,48,27,142.07,27,53,28.41,50.67,6.6,109,46,0,0,26.99,0,0,7,30.47,7,7,15,21,95.44,30.47,30.46,15,10.41,86.7,0.62,260.1,271.78,0.92,0,8.04,94.25,1.29,0,10.41,0,26.99

41,10:00-10:15,0,75,8.65,8.65,23.07,23.07,23.07,1.16,53,28,156.99,29,59,31.4,51.85,6.6,130,55,0,0,26.99,0,0,7,30.47,7,7,13.34,21,100.38,30.47,30.46,13.33,11.71,86.7,0.62,260.1,251.83,0.92,0,9.04,65.98,1.19,0,11.71,0,26.99

42,10:15-10:30,0,75,8.65,8.65,23.07,23.07,23.07,1.16,59,30,171.07,32,64,34.22,56.85,6.6,144,61,0,0,26.99,0,0,7,30.47,7,7,13.34,21,103.79,30.47,30.46,13.33,12.59,86.7,0.62,260.1,231.65,0.92,0,9.73,65.98,1.19,0,12.59,0,26.99

43,10:30-10:45,0,75,8.65,8.65,23.07,23.07,23.07,1.16,67,34,186.01,37,75,37.2,65.19,6.6,158,67,0,0,26.99,0,0,7,30.47,7,7,13.34,21,107.85,30.47,30.46,13.33,13.56,86.7,0.62,260.1,211.46,0.92,0,10.48,65.98,1.19,0,13.56,0,26.99

44,10:45-11:00,0,75,8.65,8.65,23.07,23.07,23.07,1.16,73,37,198.3,40,80,39.66,70.19,6.6,165,70,0,0,26.99,0,0,7,30.47,7,7,13.34,21,112.8,30.47,30.46,13.33,14.26,86.7,0.62,260.1,191.28,0.92,0,11.02,65.98,1.19,0,14.26,0,26.99

45,11:00-11:15,0,75,8.65,8.65,23.07,23.07,23.07,1.16,77,39,200,44,89,40,76.85,6.6,175,75,0,0,26.99,0,0,7,30.47,7,7,13.34,21,116.82,30.47,30.46,13.33,15.02,86.7,0.62,260.1,171.09,0.92,0,11.6,65.98,1.19,0,15.02,0,26.99

46,11:15-11:30,0,75,8.65,8.65,23.07,23.07,23.07,1.16,77,41,204.17,44,89,40.83,81.85,6.6,182,78,0,0,26.99,0,0,7,30.47,7,7,13.34,21,119.66,30.47,30.46,13.33,16.28,86.7,0.62,260.1,132.65,0.92,0,12.59,65.98,1.19,0,16.28,0,26.99

47,11:30-11:45,0,75,8.65,8.65,23.07,23.07,23.07,1.16,80,41,208.33,43,87,41.67,91.67,6.6,182,78,0,0,26.99,0,0,7,30.47,7,7,15,21,122.13,30.47,30.46,15,16.28,86.7,0,229.12,132.65,0.92,0,12.59,70.12,1.19,23.21,16.28,0,26.99

48,11:45-12:00,0,75,8.65,8.65,23.07,23.07,23.07,1.16,80,41,208.33,43,87,41.67,91.67,6.6,182,78,0,0,26.99,0,0,7,30.47,7,7,16,21,124.48,30.47,30.46,16,16.28,86.7,0,168.86,132.65,0.92,0,12.59,70.12,1.19,23.21,16.28,0,26.99

49,12:00-12:15,0,75,8.65,8.65,23.07,23.07,23.07,1.16,78,40,225,43,87,45,91.67,6.6,175,75,0,0,26.99,0,0,15.67,30.47,7,7,33.34,21,122.69,30.47,30.46,33.33,16.28,64.13,0.62,168.86,132.65,0.92,0,12.59,70.12,1.29,23.21,16.28,0,26.99

50,12:15-12:30,0,75,8.65,8.65,23.07,23.07,23.07,1.16,78,40,225,43,87,45,91.67,6.6,175,75,0,0,26.99,0,0,16,30.47,7,7,33.34,21,125,30.47,30.46,33.33,16.28,64.13,0.62,168.86,132.65,0.92,0,12.59,70.12,1.29,23.21,16.28,0,26.99

51,12:30-12:45,0,75,8.65,8.65,23.07,23.07,23.07,1.16,72,38,225,27,53,45,91.67,6.6,112,48,0,0,26.99,0,0,16.33,30.47,11,11,28.34,33,126.14,30.47,30.46,28.33,16.28,76.31,0.62,200.29,132.65,0.92,0,12.59,70.12,1.29,23.21,16.28,0,26.99

52,12:45-13:00,0,75,8.65,8.65,23.07,23.07,23.07,1.16,72,38,225,27,53,45,91.67,6.6,112,48,0,0,26.99,0,0,16.67,30.47,11.83,11.83,30.66,35.51,126.27,30.47,30.46,30.67,16.28,76.31,0.62,200.29,132.65,0.92,0,12.59,70.12,1.29,23.21,16.28,0,26.99

53,13:00-13:15,0,75,8.65,8.65,23.07,23.07,23.07,1.2,70,37,230,23,47,46,95,6.6,98,42,0,0,26.99,0,0,17.33,30.47,12.67,12.67,33,37.99,124.65,30.47,30.46,33,16.28,76.31,0.62,165.99,132.65,0.92,0,12.59,70.12,1.29,23.21,16.28,0,26.99

54,13:15-13:30,0,75,8.65,8.65,23.07,23.07,23.07,1.2,70,37,230,23,47,46,95,6.6,95,40,0,0,26.99,0,0,17.67,30.47,13.67,13.67,35,40.99,121.79,30.47,30.46,35,16.28,76.31,0.62,165.99,132.65,0.92,0,12.59,70.12,1.29,22.71,16.28,0,26.99

55,13:30-13:45,0,75,8.65,8.65,23.07,23.07,23.07,1.2,72,38,230,27,53,46,95,6.6,112,48,0,0,26.99,0,0,14.67,30.47,14.33,14.33,36.66,43.01,120.46,30.47,30.46,36.67,16.28,59.43,0.62,165.99,132.65,0.92,0,12.59,70.12,1.29,22.2,16.28,0,26.99

56,13:45-14:00,0,75,8.65,8.65,23.07,23.07,23.07,1.2,76,38,230,30,60,46,95,6.6,112,48,0,0,26.99,0,0,16,30.47,15.67,15.67,39,46.99,117.24,30.47,30.46,39,16.28,59.43,0.62,165.99,132.65,0.92,0,12.59,70.12,1.29,22.2,16.28,0,26.99

57,14:00-14:15,0,75,8.65,8.65,23.07,23.07,23.07,1.2,78,37,221.12,30,60,44.23,75.67,6.6,126,54,0,0,26.99,0,0,16.67,30.47,16.33,16.33,40.34,49.01,112.85,30.47,30.46,40.33,16.28,59.43,0.62,165.99,132.65,0.92,0,12.59,70.12,1.19,22.2,16.28,0,26.99

58,14:15-14:30,0,75,8.65,8.65,23.07,23.07,23.07,1.2,78,36,220.88,33,67,44.18,74.67,6.6,123,52,0,0,26.99,0,0,18,30.47,17.17,17.17,41.34,51.49,107.73,30.47,30.46,41.33,15.45,59.43,0.62,165.99,132.65,0.92,0,11.94,70.12,1.19,22.71,15.45,0,26.99

59,14:30-14:45,0,75,8.65,8.65,23.07,23.07,23.07,1.2,80,38,221.92,25,50,44.38,72.67,6.6,98,42,0,0,26.99,0,0,20,30.47,18,18,42,54,102.18,30.47,30.46,42,5.27,59.43,0.62,200.29,132.65,0.92,0,4.07,70.12,1.19,23.21,5.27,0,26.99

60,14:45-15:00,0,75,8.65,8.65,23.07,23.07,23.07,1.2,78,37,224.33,23,47,44.87,69.33,6.6,95,40,0,0,26.99,0,0,20.33,30.47,18.33,18.33,43.34,55.01,86.57,30.47,30.46,43.33,5.27,59.43,0.62,200.29,132.65,0.92,0,4.08,70.12,1.19,23.72,5.27,0,26.99

61,15:00-15:15,0,75,8.65,8.65,23.07,23.07,23.07,1.2,73,34,196.3,18,37,39.26,64.67,7,91,39,0,0,26.99,0,0,20.33,30.97,18.83,18.83,38,56.51,80.74,30.97,30.96,38,7.15,59.43,0.62,200.29,132.65,0.92,0,5.53,70.12,1.19,24.22,7.15,0,26.99

62,15:15-15:30,0,75,8.65,8.65,23.07,23.07,23.07,1.2,68,33,185.43,17,33,37.09,60.33,7.8,84,36,0,0,26.99,0,0,20.67,30.97,19.17,19.17,38.34,57.49,74.45,30.97,30.96,38.33,8.86,59.43,0.62,200.29,132.65,0.92,0,6.85,70.12,1.19,24.73,8.86,0,26.99

63,15:30-15:45,0,75,8.65,8.65,23.07,23.07,23.07,1.2,63,30,169.01,15,30,33.8,55.33,8.4,63,27,0,0,26.99,0,0,16.67,30.97,15.5,15.5,39.34,46.5,67.51,30.97,30.96,39.33,10.57,59.43,0.62,200.29,132.65,0.92,0,8.17,70.12,1.19,25.23,10.57,0,26.99

64,15:45-16:00,0,75,8.65,8.65,23.07,23.07,23.07,1.2,57,27,153.86,13,27,30.77,48.33,8.8,60,25,0,0,26.99,0,0,16.67,30.97,15.83,15.83,40.66,47.51,60.15,30.97,30.96,40.67,12.28,59.43,0.62,200.29,132.65,0.92,0,9.49,70.12,1.19,25.23,12.28,0,26.99

65,16:00-16:15,0,75,8.65,8.65,23.07,23.07,23.07,1.2,53,24,137.77,13,25,27.56,46.33,9.4,49,21,0,0,26.99,0,0,17.33,31.3,16.33,16.33,42,49.01,53.06,31.3,31.3,42,10.82,63.04,0.62,200.29,132.65,0.92,0,8.37,65.98,1.29,25.23,10.82,0,26.99

66,16:15-16:30,0,75,8.65,8.65,23.07,23.07,23.07,1.2,46,21,121.48,12,23,24.3,42,9.8,49,21,0,0,26.99,0,0,18,31.3,17,17,43.66,51,51.23,31.3,31.3,43.67,9.36,63.04,0.62,200.29,132.65,0.92,0,7.24,65.98,1.29,25.74,9.36,0,26.99

67,16:30-16:45,0,75,8.65,8.65,23.07,23.07,23.07,1.2,38,17,90.02,10,20,18,33.33,9.8,32,13,0,0,26.99,0,0,18.67,31.3,17.67,17.67,40.34,52.99,42.82,31.3,31.3,40.33,7.9,86.7,0.62,200.29,132.65,0.92,0,6.1,65.98,1.29,26.24,7.9,0,26.99

68,16:45-17:00,0,75,8.65,8.65,23.07,23.07,23.07,1.2,33,12,74.66,8,17,14.93,25,9.8,32,13,0,0,26.99,0,0,19.67,31.3,18.17,18.17,40.66,54.49,33.9,31.3,31.3,40.67,6.45,86.7,0.62,229.12,132.65,0.92,0,4.98,65.98,1.29,27.25,6.45,0,26.99

69,17:00-17:15,0,75,8.65,8.65,31.72,31.72,31.72,1.25,28,9,59.72,7,15,11.95,22,9.6,53,22,0,0,26.99,0,0,20.67,31.3,21.33,21.33,48,64.01,24.79,31.3,31.3,48,5.29,86.7,0.62,260.1,132.65,0.92,0,4.09,65.98,1.29,27.76,5.29,0,26.99

70,17:15-17:30,0,75,8.65,8.65,31.72,31.72,31.72,1.25,18,7,45.65,6,11,9.13,17.33,9.6,35,15,0,0,26.99,0,0,21.67,24.01,22,22,48.34,66,16.29,18,18.87,48.33,4.14,86.7,0.62,260.1,132.65,0.92,0,3.2,65.98,1.29,28.26,4.14,0,26.99

71,17:30-17:45,0,75,8.65,8.65,31.72,31.72,31.72,1.25,13,4,39.42,3,7,7.88,11.33,9.2,18,7,0,0,23.22,0,0,22.33,12.88,22.5,22.5,44.34,67.5,9.63,8,10.08,44.33,2.98,86.7,0.62,260.1,132.65,0.92,0,2.3,114.98,1.29,28.77,2.98,0,23.22

72,17:45-18:00,0,75,8.65,8.65,31.72,31.72,31.72,1.25,9,2,27.74,2,4,5.55,5.33,9,7,3,0,0,32,0,0,22.67,5.64,22.83,22.83,45.66,68.51,5.22,1,4.64,45.67,1.82,86.7,0.62,260.1,132.65,0.92,0,1.41,114.98,1.29,29.27,1.82,0,18.15

73,18:00-18:15,0,75,13.46,13.46,36.53,43.25,36.53,1.25,5,1,12.75,0,1,2.55,1.67,9.8,2,1,0,0,32,0,0,17.67,0,23,23,48,69,1.92,0,0,48,1.03,86.7,0.62,260.1,132.65,0.92,200,0.79,114.98,1.19,29.27,1.03,50,32

74,18:15-18:30,0,75,13.46,13.46,36.53,43.25,36.53,1.25,2,1,3.96,0,0,0.79,0.31,10,0,0,0,0,32,0,0,16,0,22.67,22.67,46.66,67.99,0,0,0,46.67,0.46,86.7,0.62,260.1,132.65,0.92,200,0.35,114.98,1.19,29.27,0.46,50,32

75,18:30-18:45,50,75,13.46,13.46,36.53,43.25,36.53,1.25,0,0,0.37,0,0,0.07,0.01,10,0,0,0,0,31,0,0,15.33,0,21,21,46,63,0,0,0,46,0,86.7,0.62,260.1,132.65,0.92,200,0,114.98,1.19,29.78,0,50,31

76,18:45-19:00,50,75,13.46,13.46,36.53,43.25,36.53,1.25,0,0,0,0,0,0,0,10,0,0,0,0,31,0,0,15.67,0,21,21,46.34,63,0,0,0,46.33,0,86.7,0.62,260.1,132.65,0.92,200,0,114.98,1.19,29.78,0,50,31

77,19:00-19:15,50,75,13.46,13.46,36.53,43.25,36.53,1.25,0,0,0,0,0,0,0,10,0,0,0,0,31,0,0,20.67,0,20.83,20.83,46.66,62.51,0,0,0,46.67,0,86.7,0.62,260.1,132.65,0.92,200,0,114.98,1.19,29.78,0,50,31

