Block,Time,NR/01102023/31052040/LT-31,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_02,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/31102037/L_NR_2019_11,NR/01102023/23072042/L_NR_2012_04,WR/01102023/29112042/L_NR_2019_05,NR/26072023/31072042/L_NR_2023_07,NR/01102023/22052037/LT-59,WR/01102023/16072048/L_NR_2022_08,NR/01102023/05012040/L_NR_2020_02,SR/01102023/07102043/L_NR_2018_61,NR/01102023/13082046/L_NR_2021_12,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/30052048/L_NR_2022_10,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/14082046/L_NR_2021_16,NR/01102023/19072037/LT-05,NR/01102023/08032047/L_NR_2021_14,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,NR/01102023/25072045/L_NR_2021_15,NR/01102023/06022042/L_NR_2012_07,WR/01102023/01102023/L_NR_2020_06,NR/01102023/02122045/L_NR_2021_13,NR/16122023/22122023/HP-20,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_16,NR/01102023/30042040/GNA_LT_36,NR/30092023/26122029/SH-06,SR/01122023/31122023/BYPL_KSEB_DEC23,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,NR/16122023/22122023/HP-16,WR/01102023/29112042/RUMS(L_NR_2019_07)
73,18:00-18:15,0.000000,30.160000,24.900000,0.000000,0.000000,259.130000,95.760000,1.370000,269.320000,0,0,1.240000,5.34,1.800000,12.41,0,100.300000,13.33,0,0,0,114.860000,0,0,5.83,0,85.450000,5.84,0,127.340000,13.33,0,0.000000,30.160000,47.88,0,0,17.5,0.000000,0

74,18:15-18:30,0.000000,30.160000,24.900000,0.000000,0.000000,259.130000,95.760000,1.370000,269.320000,0,0,1.240000,5.34,1.800000,13.66,0,100.300000,13.33,0,0,0,114.860000,0,0,5.83,0,85.450000,5.84,0,127.340000,13.33,0,0.000000,30.160000,47.88,0,0,17.5,0.000000,0

75,18:30-18:45,0.000000,30.160000,24.900000,0.000000,0.000000,259.130000,95.760000,1.370000,269.320000,0,0,1.240000,5.34,1.800000,13.96,0,100.300000,14.09,0,0,0,114.860000,0,0,5.83,0,68.950000,5.84,0,127.340000,14.09,0,0.000000,30.160000,47.88,0,0,17.5,0.000000,0

76,18:45-19:00,0.000000,30.160000,24.900000,0.000000,0.000000,259.130000,95.760000,1.370000,269.320000,0,0,1.240000,5.34,1.800000,14.21,0,100.300000,14.88,0,0,0,114.860000,0,0,5.83,0,68.950000,5.84,0,127.340000,14.88,0,0.000000,30.160000,47.88,0,0,17.5,0.000000,0

77,19:00-19:15,0.000000,30.160000,24.900000,0.000000,0.000000,259.130000,95.760000,1.290000,269.320000,0,0,1.240000,6.66,1.800000,15.02,0,100.300000,14.85,0,0,0,114.860000,0,0,6.11,0,68.950000,6.11,0,127.340000,14.85,0,0.000000,30.160000,47.88,0,0,18.33,0.000000,0

78,19:15-19:30,0.000000,30.160000,24.900000,0.000000,0.000000,259.130000,95.760000,1.290000,269.320000,0,0,1.240000,6.66,1.800000,16.16,0,100.300000,14.93,0,0,0,114.860000,0,0,6.44,0,68.950000,6.45,0,127.340000,14.93,0,0.000000,30.160000,47.88,0,0,19.33,0.000000,0

79,19:30-19:45,0.000000,30.640000,23.940000,0.000000,0.000000,259.130000,95.760000,1.290000,269.320000,0,0,1.240000,6.66,1.800000,19.13,0,100.300000,14.94,0,0,0,114.860000,0,0,7.33,0,68.950000,7.34,0,127.340000,14.94,0,0.000000,30.640000,47.88,0,0,22,0.000000,0

80,19:45-20:00,0.000000,30.640000,23.940000,0.000000,0.000000,259.130000,95.760000,1.290000,269.320000,0,0,1.240000,6.66,1.800000,19.74,0,100.300000,15.43,0,0,0,114.860000,0,0,7.33,0,68.950000,7.34,0,127.340000,15.43,0,0.000000,30.640000,47.88,0,0,22,0.000000,0

81,20:00-20:15,0.000000,30.640000,23.940000,0.000000,0.000000,259.130000,95.760000,1.290000,269.320000,0,0,1.160000,6.66,1.750000,20.54,0,100.300000,16.22,0,0,0,114.860000,0,0,7.33,0,68.950000,7.34,0,127.340000,16.22,0,0.000000,24.860000,47.88,0,0,22,0.000000,0

82,20:15-20:30,0.000000,30.640000,23.940000,0.000000,0.000000,259.130000,95.760000,1.290000,269.320000,0,0,1.160000,6.66,1.750000,21.26,0,100.300000,18.54,0,0,0,114.860000,0,0,7.33,0,68.950000,7.34,0,127.340000,18.54,0,0.000000,24.860000,47.88,0,0,22,0.000000,0

83,20:30-20:45,0.000000,25.500000,23.940000,0.000000,0.000000,259.130000,95.760000,1.290000,269.320000,0,0,1.160000,6.66,1.750000,25.14,0,100.300000,15,0,0,0,114.860000,0,0,7.33,0,68.950000,7.34,0,127.340000,15,0,0.000000,24.860000,47.88,0,0,22,0.000000,0

84,20:45-21:00,0.000000,25.500000,23.940000,0.000000,0.000000,259.130000,95.760000,1.290000,269.320000,0,0,1.160000,6.66,1.750000,25.74,0,100.300000,15.08,0,0,0,93.840000,0,0,7.33,0,68.950000,7.34,0,127.340000,15.08,0,0.000000,24.860000,47.88,0,0,22,0.000000,0

85,21:00-21:15,0.000000,25.850000,23.940000,0.000000,0.000000,259.130000,95.760000,1.220000,269.320000,0,0,1.160000,6.66,1.750000,27.59,0,100.300000,15,0,0,0,65.690000,0,0,7.33,0,55.450000,7.34,0,127.340000,15,0,0.000000,25.850000,47.88,0,0,22,0.000000,0

86,21:15-21:30,0.000000,25.850000,23.940000,0.000000,0.000000,259.130000,95.760000,1.220000,269.320000,0,0,1.160000,6.66,1.750000,27.34,0,100.300000,15,0,0,0,65.690000,0,0,7.33,0,48.020000,7.34,0,127.340000,15,0,0.000000,25.850000,47.88,0,0,22,0.000000,0

87,21:30-21:45,0.000000,25.850000,23.940000,0.000000,0.000000,259.130000,95.760000,1.140000,269.320000,0,0,1.160000,6.66,1.750000,20.74,0,100.300000,15,0,0,0,65.690000,0,0,7.33,0,48.020000,7.34,0,127.340000,15,0,0.000000,25.850000,47.88,0,0,22,0.000000,0

88,21:45-22:00,0.000000,25.850000,22.980000,0.000000,0.000000,225.920000,95.760000,1.140000,269.320000,0,0,1.160000,6.66,1.750000,20.08,0,100.300000,15,0,0,0,65.690000,0,0,7.33,0,48.020000,7.34,0,127.340000,15,0,0.000000,25.850000,47.88,0,0,22,0.000000,0

89,22:00-22:15,0.000000,25.850000,22.980000,0.000000,0.000000,225.920000,95.760000,1.140000,269.320000,0,0,1.080000,6.66,1.750000,19.28,0,100.300000,15,0,0,0,67.030000,0,0,7.33,0,48.020000,7.34,0,127.340000,15,0,0.000000,25.850000,47.88,0,0,22,133.370000,0

90,22:15-22:30,0.000000,25.850000,22.980000,0.000000,0.000000,225.920000,95.760000,1.140000,269.320000,0,0,1.080000,6.66,1.750000,18.54,0,100.300000,15,0,0,0,67.030000,0,0,7.33,0,48.020000,7.34,0,127.340000,15,0,0.000000,25.850000,47.88,0,0,22,133.370000,0

91,22:30-22:45,0.000000,25.850000,22.980000,0.000000,0.000000,225.920000,95.760000,1.140000,269.320000,0,0,1.080000,6.66,1.750000,17.67,0,100.300000,19.03,0,0,0,67.030000,0,0,7.33,0,48.020000,7.34,0,127.340000,19.03,0,0.000000,25.850000,47.88,0,0,22,133.370000,0

92,22:45-23:00,0.000000,25.850000,22.980000,0.000000,0.000000,170.670000,95.760000,1.140000,229.820000,0,0,1.080000,6.66,1.750000,16.94,0,100.300000,19.07,0,0,0,67.030000,0,0,7.33,0,48.020000,7.34,0,127.340000,19.07,0,0.000000,25.850000,47.88,0,0,22,133.370000,0

93,23:00-23:15,0.000000,25.850000,22.980000,0.000000,0.000000,170.670000,95.760000,1.140000,191.520000,0,0,1.080000,6.66,1.750000,26.68,0,100.300000,18.47,0,0,0,67.030000,0,0,7.33,0,48.020000,7.34,0,127.340000,18.47,0,0.000000,25.850000,47.88,0,0,22,133.370000,0

94,23:15-23:30,0.000000,25.850000,22.980000,0.000000,0.000000,170.670000,95.760000,1.140000,148.120000,0,0,1.080000,6.66,1.750000,26.94,0,100.300000,17.32,0,0,0,67.030000,0,0,7.33,0,48.020000,7.34,0,127.340000,17.32,0,0.000000,25.850000,47.88,0,0,22,133.370000,0

95,23:30-23:45,0.000000,25.850000,22.980000,0.000000,0.000000,170.670000,95.760000,1.140000,148.120000,0,0,1.080000,6.66,1.750000,27.59,0,100.300000,16.04,0,0,0,67.030000,0,0,7.33,0,48.020000,7.34,0,127.340000,16.04,0,0.000000,25.850000,47.88,0,0,22,133.370000,0

96,23:45-24:00,0.000000,25.850000,22.980000,0.000000,0.000000,170.670000,95.760000,1.140000,148.120000,0,0,1.080000,6.66,1.750000,28.27,0,100.300000,15.75,0,0,0,67.030000,0,0,7.33,0,48.020000,7.34,0,127.340000,15.75,0,0.000000,25.850000,47.88,0,0,22,133.370000,0

