Block,Time,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/01082024/31082024/jitpl,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31052040/LT-31,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/31102037/L_NR_2019_11,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01102023/25122043/GNA_MEJA_DELHI,NR/01082024/15082024/APL-Raigarh,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/15082024/IIPL/JPL-T-BRPL/04/Aug'24,NR/01102023/06022042/L_NR_2012_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_36,NR/01082024/31082024/SKS-Raigarh,NR/01102023/23072042/L_NR_2012_04,NR/02082024/02082024/HPX-TAMCTG-010824-01953,NR/01082024/30082024/	NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01102023/30042040/GNA_LT_35,NR/01102023/22052037/LT-59,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/25072045/L_NR_2021_15,NR/01102023/14082046/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_17
61,15:00-15:15,16.830000,4.450000,70.190000,86.880000,12.170000,25.920000,100.350000,2.870000,3.970000,4.820000,0.000000,0.000000,0.000000,0.000000,272.340000,0.000000,261.510000,29.270000,25.920000,2.940000,12.410000,0.000000,0.000000,0.000000,2.870000,0.000000,33,74.33,88,59.22,33,8,0,26,26,33,74.33,33,43.01,37,11.84,15,39,73.160982,78,0,18

62,15:15-15:30,16.830000,4.450000,70.190000,86.880000,12.170000,25.920000,100.350000,2.870000,3.970000,4.820000,0.000000,0.000000,0.000000,0.000000,272.340000,0.000000,261.510000,29.270000,25.920000,2.940000,12.410000,0.000000,0.000000,0.000000,2.870000,0.000000,33.66,75,84,54.1,33,8,0,26.5,26.5,33,75,33,43.01,36,10.82,15,37,71.708679,79.5,0,18

63,15:30-15:45,16.830000,4.450000,70.190000,86.880000,12.170000,25.920000,100.350000,2.870000,3.970000,4.820000,0.000000,0.000000,0.000000,0.000000,272.340000,0.000000,261.510000,29.270000,25.920000,2.940000,12.410000,0.000000,0.000000,0.000000,2.870000,0.000000,34.34,76,70,48.8,33,8,0,26.83,26.84,33,76,33,43.01,30,9.76,15,29,62.117631,80.5,0,14

64,15:45-16:00,16.830000,4.450000,70.190000,86.880000,12.170000,25.920000,100.350000,2.870000,3.970000,4.820000,0.000000,0.000000,0.000000,0.000000,272.340000,0.000000,261.510000,29.270000,25.920000,2.940000,12.410000,0.000000,0.000000,0.000000,2.870000,0.000000,35,77,67,43.36,33,8,0,27.17,27.16,33,77,33,43.01,28,8.67,15,27,52.896969,81.5,0,13

65,16:00-16:15,16.830000,4.910000,70.190000,76.370000,12.170000,25.920000,100.350000,2.870000,3.970000,5.190000,0.000000,0.000000,0.000000,0.000000,272.340000,0.000000,261.510000,28.260000,25.920000,2.940000,12.410000,0.000000,0.000000,0.000000,2.870000,0.000000,35.66,80,74,74.24,33,8,0,27.5,27.5,33,80,33,43.01,31,14.85,15,17,43.939476,82.5,0,8

66,16:15-16:30,16.830000,4.910000,70.190000,76.370000,12.170000,25.920000,100.350000,2.870000,3.970000,5.190000,0.000000,0.000000,0.000000,0.000000,272.340000,0.000000,261.510000,28.260000,25.920000,2.940000,12.410000,0.000000,0.000000,0.000000,2.870000,0.000000,36.34,80,67,65.71,33,8,0,27.83,27.84,33,80,33,43.01,29,13.14,15,15,35.28414,83.5,0,7

67,16:30-16:45,16.830000,4.910000,70.190000,76.370000,12.170000,25.920000,100.350000,2.870000,3.970000,5.190000,0.000000,0.000000,0.000000,0.000000,272.340000,0.000000,261.510000,28.260000,25.920000,2.940000,12.410000,0.000000,0.000000,0.000000,2.870000,0.000000,37,80,42,63.63,33,8,0,28.17,28.16,33,80,33,37.02,18,12.73,15,16,29.679615,84.5,0,7

68,16:45-17:00,16.830000,4.910000,70.190000,76.370000,12.170000,25.920000,100.350000,2.670000,3.970000,5.190000,0.000000,0.000000,0.000000,0.000000,272.340000,0.000000,261.510000,28.260000,25.920000,2.740000,12.410000,0.000000,0.000000,0.000000,2.670000,0.000000,37.66,80,39,62.18,33,8,0,28.33,28.34,23.7,80,30.99,37.81,16,12.44,15,16,27.564516,85,0,7

69,17:00-17:15,16.830000,5.560000,70.190000,76.370000,12.170000,25.920000,100.350000,2.480000,1.890000,5.560000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,261.510000,28.260000,25.920000,2.550000,12.410000,0.000000,0.000000,0.000000,2.480000,0.000000,38.34,80,46,52.27,30.49,8,0,28.33,28.34,16.4,80,24.4,42.01,19,10.45,17,15,16.755093,85,0,7

70,17:15-17:30,16.830000,5.560000,70.190000,76.370000,12.170000,25.920000,100.350000,2.450000,1.890000,5.560000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,261.510000,28.260000,25.920000,2.510000,12.410000,0.000000,0.000000,0.000000,2.450000,0.000000,38.34,80,42,44.38,24.77,8,0,28.33,28.34,8.2,80,17.91,42.01,18,8.87,15,15,15.176079,85,0,7

71,17:30-17:45,16.830000,5.560000,70.190000,86.880000,12.170000,25.920000,100.350000,2.350000,1.890000,5.560000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,261.510000,28.260000,25.920000,2.410000,12.410000,0.000000,0.000000,0.000000,2.350000,0.000000,24,61.67,39,35.33,19.73,8,0,24.17,24.16,2.7,61.67,11.81,42.01,16,7.07,15,15,9.659277,72.5,0,7

72,17:45-18:00,16.830000,5.560000,70.190000,86.880000,12.170000,25.920000,100.350000,1.750000,1.890000,5.560000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,261.510000,28.260000,25.920000,1.790000,12.410000,0.000000,0.000000,0.000000,1.750000,0.000000,24.66,63.33,28,26.33,15.34,7,0,25,25,0,63.33,7.55,42.01,12,5.26,13,12,7.807347,75,0,6

73,18:00-18:15,18.200000,6.020000,70.190000,86.880000,12.170000,25.920000,100.350000,1.330000,3.970000,6.020000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,261.510000,28.260000,25.920000,1.360000,12.410000,0.000000,0.000000,0.000000,1.330000,0.000000,20,47,21,20.67,0,7,0,25.83,25.84,0,47,0,42.01,9,4.13,10,7,3.31398,77.5,0,3

74,18:15-18:30,18.200000,6.020000,70.190000,86.880000,12.170000,25.920000,100.350000,0.970000,3.970000,6.020000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,261.510000,28.260000,25.920000,1.000000,12.410000,0.000000,0.000000,0.000000,0.970000,0.000000,20,47.33,18,15.45,0,5,0,26.17,26.16,0,47.33,0,42.01,7,3.09,8,3,2.63169,78.5,0,2

75,18:30-18:45,18.200000,6.020000,70.190000,76.370000,12.170000,25.920000,71.450000,0.470000,3.970000,6.020000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,225.950000,29.780000,25.920000,0.480000,12.410000,0.000000,0.000000,0.000000,0.470000,0.000000,19.66,63.33,11,12.5,0,3,0,27.17,27.16,0,63.33,0,42.01,4,2.5,6,1,1.023435,81.5,0,1

76,18:45-19:00,18.200000,6.020000,70.190000,76.370000,12.170000,25.920000,52.980000,0.280000,3.970000,6.020000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,225.950000,29.780000,25.920000,0.290000,12.410000,0.000000,0.000000,0.000000,0.280000,0.000000,20,64.67,7,6.61,0,2,0,28,28,0,64.67,0,42.01,3,1.32,4,0,1.588761,84,0,0

77,19:00-19:15,18.200000,5.370000,70.190000,76.370000,12.170000,0.000000,52.980000,0.050000,3.970000,6.300000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,225.950000,29.780000,0.000000,0.060000,12.410000,0.000000,0.000000,0.000000,0.050000,0.000000,33.34,84.33,4,3.73,0,1,0,34.17,34.16,0,84.33,0,43.01,1,0.75,2,0,1.637496,102.5,0,0

78,19:15-19:30,18.200000,5.370000,70.190000,76.370000,12.170000,0.000000,52.980000,0.010000,3.970000,6.300000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,225.950000,29.780000,0.000000,0.010000,12.410000,0.000000,0.000000,0.000000,0.010000,0.000000,33.66,83.67,1,0.75,0,0,0,33.83,33.84,0,83.67,0,43.01,0,0.15,1,0,1.452303,101.5,0,0

79,19:30-19:45,18.200000,5.370000,95.670000,76.370000,12.170000,0.000000,52.980000,0.000000,3.970000,6.300000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,236.540000,29.270000,0.000000,0.000000,12.410000,0.000000,0.000000,0.000000,0.000000,0.000000,38.34,83.33,1,0.18,0,0,0,33.67,33.66,0,83.33,0,43.01,0,0.04,0,0,0,101,0,0

80,19:45-20:00,18.200000,5.370000,104.160000,76.370000,12.170000,0.000000,52.980000,0.000000,3.970000,6.300000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,241.360000,29.270000,0.000000,0.000000,12.410000,0.000000,0.000000,0.000000,0.000000,0.000000,38.34,81.67,1,0,0,0,0,33.33,33.34,0,81.67,0,43.01,0,0,0,0,0,100,0,0

81,20:00-20:15,18.200000,5.370000,112.650000,86.880000,12.170000,0.000000,81.870000,0.000000,3.970000,6.300000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,261.510000,29.270000,0.000000,0.000000,12.410000,0.000000,96.320000,0.000000,0.000000,0.000000,38.34,79.33,0,0,0,0,0,38.33,38.34,0,79.33,0,43.01,0,0,0,0,0,115,0,0

82,20:15-20:30,18.200000,5.370000,115.100000,86.880000,12.170000,0.000000,100.350000,0.000000,3.970000,6.300000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,261.510000,29.270000,0.000000,0.000000,12.410000,0.000000,96.320000,0.000000,0.000000,0.000000,38.34,77.67,0,0,0,0,0,38.17,38.16,0,77.67,0,43.01,0,0,0,0,0,114.5,0,0

83,20:30-20:45,18.200000,5.370000,115.100000,86.880000,12.170000,0.000000,100.350000,0.000000,3.970000,6.300000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,261.510000,30.270000,0.000000,0.000000,12.410000,0.000000,96.320000,0.000000,0.000000,0.000000,38.34,83.33,0,0,0,0,0,37.67,37.66,0,83.33,0,43.01,0,0,0,0,0,113,0,0

84,20:45-21:00,18.200000,5.370000,115.100000,86.880000,12.170000,0.000000,100.350000,0.000000,3.970000,6.300000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,261.510000,30.270000,0.000000,0.000000,12.410000,0.000000,96.320000,0.000000,0.000000,0.000000,38.34,82.67,0,0,0,0,0,37.33,37.34,0,82.67,0,43.01,0,0,0,0,0,112,0,0

85,21:00-21:15,18.200000,5.190000,115.100000,86.880000,12.170000,0.000000,100.350000,0.000000,3.970000,6.120000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,261.510000,30.270000,0.000000,0.000000,12.410000,0.000000,96.320000,0.000000,0.000000,0.000000,38.34,82.33,0,0,0,0,0,36.67,36.66,0,82.33,0,43.01,0,0,0,0,0,110,0,0

86,21:15-21:30,18.200000,5.190000,115.100000,86.880000,12.170000,0.000000,100.350000,0.000000,3.970000,6.120000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,261.510000,30.270000,0.000000,0.000000,12.410000,0.000000,96.320000,0.000000,0.000000,0.000000,38.34,80.67,0,0,0,0,0,36.17,36.16,0,80.67,0,43.01,0,0,0,0,0,108.5,0,0

87,21:30-21:45,18.200000,5.190000,115.100000,86.880000,12.170000,0.000000,100.350000,0.000000,3.970000,6.120000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,261.510000,30.270000,0.000000,0.000000,12.410000,0.000000,96.320000,0.000000,0.000000,0.000000,28.66,60,0,0,0,0,0,26.5,26.5,0,60,0,35.82,0,0,0,0,0,79.5,0,0

88,21:45-22:00,18.200000,5.190000,115.100000,86.880000,12.170000,0.000000,100.350000,0.000000,3.970000,6.120000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,261.510000,29.770000,0.000000,0.000000,12.410000,0.000000,96.320000,0.000000,0.000000,0.000000,26.66,61,0,0,0,0,0,26,26,0,61,0,35.42,0,0,0,0,0,78,0,0

89,22:00-22:15,17.740000,5.190000,115.100000,86.880000,12.170000,0.000000,100.350000,0.000000,3.970000,5.920000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,261.510000,29.770000,0.000000,0.000000,12.410000,0.000000,96.320000,0.000000,0.000000,0.000000,25,26.67,0,0,0,0,0,25.5,25.5,0,26.67,0,34.82,0,0,0,0,0,76.5,0,0

90,22:15-22:30,17.740000,5.190000,115.100000,86.880000,12.170000,0.000000,100.350000,0.000000,3.970000,5.920000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,261.510000,29.770000,0.000000,0.000000,12.410000,0.000000,96.320000,0.000000,0.000000,0.000000,23.34,25,0,0,0,0,0,25,25,0,25,0,33.62,0,0,0,0,0,75,0,0

91,22:30-22:45,17.740000,5.190000,115.100000,76.370000,12.170000,0.000000,52.980000,0.000000,3.970000,5.920000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,225.950000,29.770000,0.000000,0.000000,12.410000,0.000000,96.320000,0.000000,0.000000,0.000000,22.34,24.33,0,0,0,0,0,12,12,0,24.33,0,26.41,0,0,0,0,0,36,0,0

92,22:45-23:00,17.740000,5.190000,115.100000,76.370000,12.170000,0.000000,52.980000,0.000000,3.970000,5.920000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,225.950000,29.260000,0.000000,0.000000,12.410000,0.000000,96.320000,0.000000,0.000000,0.000000,22,23.33,0,0,0,0,0,11.67,11.66,0,23.33,0,25.21,0,0,0,0,0,35,0,0

93,23:00-23:15,17.290000,5.190000,115.100000,76.370000,12.170000,0.000000,52.980000,0.000000,3.970000,5.740000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,254.840000,29.270000,0.000000,0.000000,12.410000,0.000000,96.320000,0.000000,0.000000,0.000000,15,41,0,0,0,0,0,14.67,14.66,0,41,0,22.21,0,0,0,0,0,44,0,0

94,23:15-23:30,17.290000,5.190000,115.100000,76.370000,12.170000,0.000000,52.980000,0.000000,3.970000,5.740000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,254.840000,29.270000,0.000000,0.000000,12.410000,0.000000,96.320000,0.000000,0.000000,0.000000,15.34,41.33,0,0,0,0,0,14.83,14.84,0,41.33,0,22.61,0,0,0,0,0,44.5,0,0

95,23:30-23:45,17.290000,5.190000,115.100000,76.370000,12.170000,0.000000,52.980000,0.000000,3.970000,5.740000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,254.840000,29.270000,0.000000,0.000000,12.410000,0.000000,96.320000,0.000000,0.000000,0.000000,16,42,0,0,0,0,0,14.17,14.16,0,42,0,23.01,0,0,0,0,0,42.5,0,0

96,23:45-24:00,17.290000,5.190000,115.100000,76.370000,12.170000,0.000000,52.980000,0.000000,3.970000,5.740000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,254.840000,29.270000,0.000000,0.000000,12.410000,0.000000,96.320000,0.000000,0.000000,0.000000,16.66,42.33,0,0,0,0,0,14.33,14.34,0,42.33,0,23.41,0,0,0,0,0,43,0,0

