Time,Block,NR/2023/13150/A,NR/2023/16291/F,NR/2023/13383/A,NR/2023/13253/A,NR/2023/15770/A,NR/2023/17478/C,NR/2023/17472/D,NR/2023/16077/A,NR/2023/17479/C,NR/2023/17468/D,NR/2023/17475/C,NR/2023/13165/A,NR/2023/13148/A,NR/2023/16073/A,NR/2023/13168/A,NR/2023/13387/A,NR/2023/17481/C,NR/2023/17488/C,NR/2023/17485/C,NR/2023/16185/A,NR/2023/17487/C,NR/2023/13254/A,NR/2023/16191/A,NR/2023/17482/C,NR/2023/13385/A,NR/2023/17492/C,Total
89,22:00-22:15,63.020000,0.770000,36.830000,48.330000,29.000000,0.000000,112.610000,85.930000,0.000000,0,0.000000,22.230000,36.470000,0.000000,34.800000,100.040000,7.070000,193.320000,0,38.660000,58.000000,19.610000,42.050000,7.570000,50.020000,272.580000,1258.91

90,22:15-22:30,63.020000,0.770000,36.830000,48.330000,29.000000,0.000000,112.610000,85.930000,0.000000,0,0.000000,22.230000,36.470000,0.000000,34.800000,100.040000,7.070000,193.320000,0,38.660000,58.000000,19.610000,42.050000,7.570000,50.020000,312.210000,1298.54

91,22:30-22:45,63.020000,0.770000,36.830000,48.330000,29.000000,0.000000,112.610000,85.930000,0.000000,0,0.000000,22.230000,36.470000,0.000000,34.800000,100.040000,7.070000,193.320000,0,38.660000,58.000000,19.610000,42.050000,7.570000,50.020000,312.210000,1298.54

92,22:45-23:00,63.020000,0.770000,36.830000,48.330000,29.000000,0.000000,112.610000,85.930000,0.000000,0,0.000000,22.230000,36.470000,0.000000,34.800000,100.040000,7.070000,193.320000,0,38.660000,58.000000,19.610000,42.050000,7.570000,50.020000,312.210000,1298.54

93,23:00-23:15,63.020000,0.770000,36.830000,48.330000,29.000000,0.000000,112.610000,85.930000,0.000000,0,0.000000,22.230000,36.470000,0.000000,34.800000,100.040000,6.050000,193.320000,0,38.660000,58.000000,19.610000,42.050000,7.470000,50.020000,312.210000,1297.42

94,23:15-23:30,63.020000,0.770000,36.830000,48.330000,29.000000,0.000000,112.610000,85.930000,0.000000,0,0.000000,22.230000,36.470000,0.000000,34.800000,100.040000,6.050000,193.320000,0,38.660000,58.000000,19.610000,42.050000,7.470000,50.020000,312.210000,1297.42

95,23:30-23:45,63.020000,0.770000,36.830000,48.330000,29.000000,0.000000,112.610000,85.930000,0.000000,0,0.000000,22.230000,36.470000,0.000000,34.800000,100.040000,6.050000,193.320000,0,38.660000,58.000000,19.610000,42.050000,7.470000,50.020000,312.210000,1297.42

96,23:45-24:00,63.020000,0.770000,36.830000,48.330000,29.000000,0.000000,112.610000,85.930000,0.000000,0,0.000000,22.230000,36.470000,0.000000,34.800000,100.040000,6.050000,193.320000,0,38.660000,58.000000,19.610000,42.050000,7.470000,50.020000,312.210000,1297.42

