Block,Time,NR/01042024/30042024/PTC/OA/32001,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/25122043/GNA_MEJA_DELHI,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/19072037/LT-05,NR/01042024/31072024/LT_MEJA_DELHI,NR/16042024/30042024/IEX_240323_06617,NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/16042024/31052024/IEX_240323_06618,NR/01102023/02012046/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,NR/01102023/05012040/L_NR_2020_02,WR/01102023/29112042/L_NR_2019_05,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/01102023/14082046/L_NR_2021_16,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/01102023/L_NR_2022_09,NR/01102023/13082046/L_NR_2021_12,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/04042024/30042024/SJVN040424NR1694,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_16,WR/01102023/30052048/L_NR_2022_10,NR/30092023/31122025/SH-07,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06)
6,01:15-01:30,48.240000,261.920000,0.000000,87.020000,30.870000,28.770000,0.000000,12.440000,115.330000,16.090000,9.650000,0.000000,0.000000,0.000000,3.920000,48.240000,0,25.34,0,92.5,272.770000,0,0,3.710000,0,0,0,0,4.190000,100.500000,58.33,0,7.01,0,0,0,0,30.84,0,58.33,30.870000,30.83,0

7,01:30-01:45,48.240000,261.920000,0.000000,87.020000,30.870000,28.770000,0.000000,12.440000,115.330000,16.090000,9.650000,0.000000,0.000000,0.000000,3.920000,48.240000,0,28.66,0,92.5,272.770000,0,0,3.710000,0,0,0,0,4.190000,100.500000,56.67,0,6.61,0,0,0,0,30.84,0,56.67,0.000000,30.83,0

8,01:45-02:00,48.240000,261.920000,0.000000,87.020000,30.870000,28.770000,0.000000,12.440000,115.330000,16.090000,9.650000,0.000000,0.000000,0.000000,3.920000,48.240000,0,28.34,0,92,272.770000,0,0,3.710000,0,0,0,0,4.190000,100.500000,56,0,6.61,0,0,0,0,30.66,0,56,0.000000,30.67,0

9,02:00-02:15,48.240000,261.920000,0.000000,87.020000,30.870000,28.770000,0.000000,12.350000,115.330000,16.090000,9.650000,0.000000,0.000000,0.000000,3.920000,48.240000,0,28.66,0,92.5,272.770000,0,0,3.710000,0,0,0,0,4.030000,100.500000,57.33,0,6.61,0,0,0,0,30.84,0,57.33,0.000000,30.83,0

10,02:15-02:30,48.240000,261.920000,0.000000,87.020000,20.230000,28.770000,0.000000,12.350000,115.330000,16.090000,9.650000,0.000000,0.000000,0.000000,3.920000,48.240000,0,28.34,0,91.5,272.770000,0,0,3.710000,0,0,0,0,4.030000,100.500000,56.33,0,6.61,0,0,0,0,30.5,0,56.33,20.230000,30.5,0

11,02:30-02:45,48.240000,261.920000,0.000000,87.020000,20.230000,28.770000,0.000000,12.350000,115.330000,16.090000,9.650000,0.000000,0.000000,0.000000,3.920000,48.240000,0,27.34,0,80.5,272.770000,0,0,3.710000,0,0,0,0,4.030000,100.500000,55,0,6.61,0,0,0,0,26.84,0,55,20.230000,26.83,0

12,02:45-03:00,48.240000,261.920000,0.000000,87.020000,20.230000,28.770000,0.000000,12.350000,115.330000,16.090000,9.650000,0.000000,0.000000,0.000000,3.920000,48.240000,0,26.34,0,79.5,272.770000,0,0,3.710000,0,0,0,0,4.030000,100.500000,53.33,0,6.61,0,0,0,0,26.5,0,53.33,20.230000,26.5,0

13,03:00-03:15,48.240000,261.920000,0.000000,87.020000,25.280000,28.770000,0.000000,12.350000,106.820000,16.090000,9.650000,0.000000,0.000000,0.000000,3.840000,48.240000,0,23.34,0,79.5,272.770000,0,0,3.620000,0,0,0,0,4.030000,100.500000,48.33,0,6.61,0,0,0,0,26.5,0,48.33,25.280000,26.5,0

14,03:15-03:30,48.240000,225.310000,0.000000,68.040000,25.280000,28.770000,0.000000,12.350000,98.310000,16.090000,9.650000,0.000000,0.000000,0.000000,3.840000,48.240000,0,22.66,0,77.5,272.770000,0,0,3.620000,0,0,0,0,4.030000,100.500000,47,0,6.61,0,0,0,0,25.84,0,47,25.280000,25.83,0

15,03:30-03:45,48.240000,261.920000,0.000000,87.020000,25.280000,28.270000,0.000000,12.350000,89.800000,16.090000,9.650000,0.000000,0.000000,0.000000,3.840000,48.240000,0,21,0,69,272.770000,0,0,3.620000,0,0,0,0,4.030000,100.500000,40.67,0,6.61,0,0,0,0,23,0,40.67,25.280000,23,0

16,03:45-04:00,48.240000,261.920000,0.000000,87.020000,25.280000,28.270000,0.000000,12.350000,81.300000,16.090000,9.650000,0.000000,0.000000,0.000000,3.840000,48.240000,0,20.34,0,68,272.770000,0,0,3.620000,0,0,0,0,4.030000,100.500000,39.67,0,6.61,0,0,0,0,22.66,0,39.67,25.280000,22.67,0

17,04:00-04:15,48.240000,261.920000,0.000000,63.270000,25.280000,28.270000,0.000000,12.250000,72.790000,16.090000,9.650000,0.000000,0.000000,0.000000,3.840000,48.240000,0,19.34,0,65.5,272.770000,0,0,3.620000,0,0,0,0,3.880000,100.500000,39.33,0,6.61,0,0,0,0,21.84,0,39.33,25.280000,21.83,0

18,04:15-04:30,48.240000,261.920000,0.000000,63.270000,25.280000,28.270000,0.000000,12.250000,70.330000,16.090000,9.650000,0.000000,0.000000,0.000000,3.840000,48.240000,0,19,0,64,272.770000,0,0,3.620000,0,0,0,0,3.880000,100.500000,38,0,6.61,0,0,0,0,21.34,0,38,25.280000,21.33,0

19,04:30-04:45,48.240000,261.920000,0.000000,63.270000,25.280000,28.270000,0.000000,12.250000,70.330000,16.090000,9.650000,0.000000,0.000000,0.000000,3.840000,48.240000,0,16,0,54.5,272.770000,0,0,3.620000,0,0,0,0,3.880000,100.500000,30.33,0,6.61,0,0,0,0,18.16,0,30.33,25.280000,18.17,0

20,04:45-05:00,48.240000,261.920000,0.000000,63.270000,25.280000,28.270000,0.000000,12.250000,70.330000,16.090000,9.650000,0.000000,0.000000,0.000000,3.840000,48.240000,0,15,0,53.5,272.770000,0,0,3.620000,0,0,0,0,3.880000,100.500000,30,0,6.61,0,0,0,0,17.84,0,30,25.280000,17.83,0

21,05:00-05:15,48.240000,261.920000,0.000000,87.020000,30.870000,28.270000,0.000000,12.160000,70.330000,16.090000,9.650000,0.000000,0.000000,0.000000,3.760000,48.240000,0,13.66,0,47,272.770000,0,0,3.620000,0,0,0,0,3.880000,100.500000,30,0.02,6.61,0,0,0,0,15.66,0,30,24.150000,15.67,0

22,05:15-05:30,48.240000,261.920000,0.000000,87.020000,30.870000,28.270000,0.000000,12.160000,70.330000,16.090000,9.650000,0.000000,0.000000,0.000000,3.760000,48.240000,0,12.66,0,47,272.770000,0,0,3.620000,0,0,0,0,3.880000,100.500000,30,0.07,6.61,0,0,0.01,0,15.66,0,30,24.150000,15.67,0

23,05:30-05:45,48.240000,225.310000,0.000000,62.900000,30.870000,27.750000,0.000000,12.160000,70.330000,16.090000,9.650000,0.000000,0.000000,0.000000,3.760000,48.240000,0,11.66,0,45,272.770000,0,0,3.620000,0,0,0,0,3.880000,71.560000,30.33,0.15,6.61,0,0,0.03,0,15,0,30.33,24.150000,15,0

24,05:45-06:00,48.240000,225.310000,0.000000,57.520000,30.870000,27.750000,0.000000,12.160000,85.080000,16.090000,9.650000,0.000000,0.000000,0.000000,3.760000,48.240000,0,11.34,0,44,231.530000,0.720908,0,3.620000,0,0,0,0,3.880000,53.060000,30.67,0.27,6.61,0,0,0.05,0,14.66,0,30.67,24.150000,14.67,0

25,06:00-06:15,48.240000,261.920000,0.000000,76.490000,30.870000,27.250000,0.000000,12.070000,93.590000,16.090000,9.650000,0.000000,0.000000,0.000000,3.760000,48.240000,0,11,0,43,272.770000,3.273312,0,3.520000,3.45,1,0,0,3.720000,82.000000,33,3.4,6.61,0,0,0.68,0,14.34,0,33,9.600000,14.33,4.3

26,06:15-06:30,48.240000,261.920000,0.050000,76.490000,30.870000,27.250000,0.000000,12.070000,102.090000,16.090000,9.650000,0.000000,0.040000,0.040000,3.760000,48.240000,0,10.66,0,42.5,272.770000,6.994756,0.25,3.520000,7.48,1,0.2,0,3.720000,100.500000,33,6.71,6.61,0.5,1,1.34,0,14.16,0,33,9.600000,14.17,9.8

27,06:30-06:45,48.240000,261.920000,0.300000,76.490000,30.870000,26.750000,0.000000,12.070000,110.600000,16.090000,9.650000,0.000000,0.290000,0.290000,3.760000,48.240000,0,10.66,0,41,272.770000,11.54427,1.57,3.520000,12.49,4,1,0,3.720000,100.500000,32.67,11.03,6.61,5,1,2.2,0,13.66,0,32.67,24.150000,13.67,22.24

28,06:45-07:00,48.240000,261.920000,0.770000,76.490000,30.870000,26.240000,0.000000,12.070000,115.330000,16.090000,9.650000,0.000000,0.750000,0.750000,3.760000,48.240000,0,10.34,0,40,272.770000,17.34076,3.82,3.520000,20.44,7,3,0,3.720000,100.500000,32,16.98,6.61,15,3,3.4,0,13.34,0,32,24.150000,13.33,32.57

29,07:00-07:15,48.240000,261.920000,1.360000,52.740000,30.870000,26.240000,0.000000,11.970000,115.330000,16.090000,9.650000,0.000000,1.330000,1.330000,3.760000,48.240000,0,10,1,42,272.770000,24.978488,8.33,3.520000,29.75,18,4,0,3.720000,100.500000,33.33,29.3,6.61,25,7,5.86,0,14,2,33.33,24.150000,14,29.75

30,07:15-07:30,48.240000,225.310000,2.190000,33.760000,30.870000,25.740000,0.000000,11.970000,106.820000,16.090000,9.650000,0.000000,2.130000,2.130000,3.760000,48.240000,0,10,3,41,241.180000,34.476938,12.67,3.520000,28.17,25,8.5,0,3.720000,100.500000,34.33,42.77,6.61,28.16,10,8.55,0,13.66,6,34.33,24.150000,13.67,28.17

31,07:30-07:45,48.240000,177.070000,3.360000,33.760000,30.870000,25.740000,0.000000,11.970000,98.310000,16.090000,9.650000,0.000000,3.280000,3.280000,3.760000,48.240000,0,14.34,8,41.5,272.770000,45.573076,18.67,3.520000,29.83,39,12,0,3.720000,91.650000,36.33,57.93,6.61,29.84,16,11.59,0,13.84,16,36.33,24.150000,13.83,29.83

32,07:45:08:00,48.240000,145.590000,4.360000,33.760000,30.870000,25.240000,0.000000,11.970000,89.800000,16.090000,9.650000,0.000000,4.260000,4.260000,3.760000,48.240000,0,14,11,40.5,272.770000,57.243992,24.19,3.520000,29.83,56,15.5,0,3.720000,82.000000,38,72.72,6.61,29.84,24,14.54,0,13.5,23,38,24.150000,13.5,29.83

33,08:00-08:15,48.240000,145.590000,5.710000,33.760000,30.870000,25.240000,0.000000,11.890000,70.330000,16.090000,9.650000,0.000000,5.580000,5.580000,0.000000,48.240000,0,13.66,18,40.5,272.770000,67.90174,32.21,3.430000,30,70,20.85,0,3.880000,67.530000,39.67,91.73,6.61,30,30,18.35,0,13.5,36,39.67,24.150000,13.5,30

34,08:15-08:30,48.240000,145.590000,6.950000,33.760000,30.870000,25.740000,0.000000,11.890000,70.330000,16.090000,9.650000,0.000000,6.780000,6.780000,0.000000,48.240000,0,13.34,22,40.5,272.770000,77.653482,40.36,3.430000,30.67,88,24.52,0,3.880000,62.710000,42,110.07,6.61,30.66,37,22.01,0,13.5,43,42,24.150000,13.5,30.67

35,08:30-08:45,48.240000,110.940000,8.220000,33.760000,25.280000,25.740000,0.000000,11.890000,70.330000,16.090000,9.650000,0.000000,8.020000,8.020000,0.000000,48.240000,0,13,25,42,272.770000,87.210384,48.05,3.430000,31.67,105,28.13,0,3.570000,53.060000,42.67,129.48,6.61,31.66,45,25.9,0,14,50,42.67,25.280000,14,31.67

36,08:45:09:00,48.240000,110.940000,9.410000,33.760000,25.280000,26.240000,0.000000,11.890000,70.330000,16.090000,9.650000,0.000000,9.180000,9.180000,0.000000,48.240000,0,12.66,28,42,272.770000,96.39709,55.38,3.430000,31.67,123,31.44,0,3.110000,53.060000,43,147.3,6.61,31.66,52,29.46,0,14,57,43,25.280000,14,31.67

37,09:00:09:15,48.240000,110.940000,10.720000,33.760000,25.280000,26.240000,0.000000,11.790000,70.330000,16.090000,9.650000,0.000000,10.460000,10.460000,0.000000,48.240000,0,11,32,42,231.530000,104.833662,62.28,3.430000,31.67,140,34.52,0,2.720000,53.060000,31.67,163.83,6.61,31.66,60,32.76,0,14,63,31.67,25.280000,14,31.67

38,09:15-09:30,48.240000,110.940000,11.880000,33.760000,25.280000,26.240000,0.000000,11.790000,70.330000,16.090000,9.650000,0.000000,11.580000,11.580000,0.000000,48.240000,0,10.66,35,42,192.940000,112.412938,68.72,3.430000,31.67,154,37.21,0,2.320000,53.060000,31.67,179.81,6.61,31.66,66,35.96,0,14,70,31.67,25.280000,14,31.67

39,09:30-09:45,48.240000,110.940000,12.780000,33.760000,25.280000,26.240000,0.000000,10.860000,70.330000,16.090000,9.650000,0.000000,12.470000,12.470000,0.000000,48.240000,0,10.66,38,41.5,150.020000,118.871884,74.7,3.430000,31.67,168,39.84,0,2.320000,53.060000,26,195.47,6.81,31.66,72,39.09,0,13.84,77,26,25.280000,13.83,31.67

40,09:45-10:00,48.240000,110.940000,13.690000,33.760000,25.280000,26.240000,0.000000,10.860000,70.330000,16.090000,9.650000,0.000000,13.360000,13.360000,0.000000,48.240000,0,10.34,42,41.5,150.020000,124.06437,80.01,3.430000,31.57,179,42.04,0,2.720000,53.060000,26.33,210.39,6.81,31.56,76,42.08,0,13.84,83,26.33,25.280000,13.83,31.57

41,10:00-10:15,48.240000,110.940000,14.480000,33.760000,25.280000,26.750000,0.000000,10.780000,70.330000,16.090000,9.650000,0.000000,14.120000,14.120000,0.000000,48.240000,0,10,43,42,150.020000,128.652852,84.62,3.340000,31.57,186,43.96,0,3.490000,53.060000,26.67,222.88,6.81,31.56,79,44.58,0,14,87,26.67,25.280000,14,31.57

42,10:15-10:30,48.240000,110.940000,15.150000,33.760000,25.280000,26.750000,0.000000,10.780000,70.330000,16.090000,9.650000,0.000000,14.780000,14.780000,0.000000,48.240000,0,10.34,45,43,150.020000,132.715266,88.8,3.340000,31.57,193,44.8,0,3.880000,53.060000,27,231.78,6.81,31.56,82,46.36,0,14.34,90,27,25.280000,14.33,31.57

43,10:30-10:45,48.240000,110.940000,15.820000,33.760000,25.280000,27.750000,0.000000,10.780000,70.330000,16.090000,9.650000,0.000000,15.430000,15.430000,0.000000,48.240000,0,10.66,46,35,150.020000,136.33929,91.13,3.340000,31.57,193,45,0,3.880000,53.060000,27.67,233.33,6.81,31.56,82,46.67,0,11.66,93,27.67,25.280000,11.67,31.57

44,10:45-11:00,48.240000,110.940000,16.260000,33.760000,25.280000,27.750000,0.000000,10.780000,70.330000,16.090000,9.650000,0.000000,15.860000,15.860000,0.000000,48.240000,0,10.66,47,35,192.940000,139.632086,91.96,3.340000,31.57,196,45.5,0,3.880000,53.060000,28,233.33,6.81,31.56,84,46.67,0,11.66,94,28,25.280000,11.67,31.57

45,11:00-11:15,48.240000,110.940000,16.650000,33.760000,25.280000,27.750000,0.000000,10.680000,70.330000,16.090000,9.650000,0.000000,16.240000,16.240000,0.000000,48.240000,0,10.66,47,35.5,192.940000,141.853262,92.08,3.480000,31.23,196,46,0,3.720000,53.060000,28.67,233.33,6.81,31.24,84,46.67,0,11.84,94,28.67,25.280000,11.83,31.23

46,11:15-11:30,48.240000,110.940000,16.650000,33.760000,25.280000,27.750000,0.000000,10.680000,70.330000,16.090000,9.650000,0.000000,16.240000,16.240000,0.000000,48.240000,0,10.66,47,36,192.940000,143.226884,92.04,3.480000,31.07,196,47.5,0,3.720000,53.060000,29.33,233.33,6.81,31.06,84,46.67,0,12,94,29.33,25.280000,12,31.07

47,11:30-11:45,48.240000,110.940000,16.650000,33.760000,25.280000,27.750000,0.000000,10.680000,70.330000,12.280000,9.650000,0.000000,16.240000,16.240000,0.000000,48.240000,0,10.66,47,36.5,192.940000,144.356956,92.12,3.480000,31.07,196,47.5,0,3.720000,53.060000,36,233.33,6.81,31.06,84,46.67,0,12.16,94,36,25.280000,12.17,31.07

48,11:45-12:00,48.240000,110.940000,16.650000,33.760000,25.280000,27.750000,0.000000,10.680000,70.330000,12.280000,9.650000,0.000000,16.240000,16.240000,0.000000,48.240000,0,10.66,47,37.5,192.940000,145.49677,92.3,3.480000,31.07,196,47.5,0,3.720000,53.060000,36.67,233.33,7.21,31.06,84,46.67,0,12.5,94,36.67,25.280000,12.5,31.07

49,12:00-12:15,48.240000,110.940000,16.650000,33.760000,25.280000,27.750000,0.000000,10.590000,70.330000,12.280000,9.650000,0.000000,16.240000,16.240000,0.000000,48.240000,0,13,47,44.5,192.940000,145.59419,92.4,3.620000,31.07,196,47.5,0,3.720000,53.060000,40.67,233.33,8.01,31.06,84,46.67,0,14.84,94,40.67,25.280000,14.83,31.07

50,12:15-12:30,48.240000,110.940000,16.650000,33.760000,25.280000,27.750000,0.000000,10.590000,70.330000,12.280000,9.650000,0.000000,16.240000,16.240000,0.000000,48.240000,0,13,47,44.5,192.940000,144.42515,92.36,3.620000,31.07,196,47.5,0,3.720000,53.060000,41.67,233.33,9.21,31.06,84,46.67,0,14.84,94,41.67,25.280000,14.83,31.07

51,12:30-12:45,48.240000,110.940000,16.650000,33.760000,25.280000,28.270000,0.000000,10.590000,70.330000,12.280000,9.650000,0.000000,16.240000,16.240000,0.000000,48.240000,0,15.34,47,59,192.940000,142.350104,92.31,3.620000,31.07,196,47.5,0,3.720000,53.060000,48.67,233.33,8.01,31.06,84,46.67,0,19.66,94,48.67,25.280000,19.67,31.07

52,12:45-13:00,48.240000,110.940000,16.650000,33.760000,25.280000,28.270000,0.000000,10.590000,70.330000,12.280000,9.650000,0.000000,16.240000,16.240000,0.000000,48.240000,0,16,47,59.5,192.940000,139.826926,92.25,3.620000,31.07,196,47.5,0,3.720000,53.060000,49.33,233.33,8.61,31.06,84,46.67,0,19.84,94,49.33,25.280000,19.83,31.07

53,13:00-13:15,48.240000,110.940000,16.650000,33.760000,25.280000,27.250000,0.000000,10.500000,70.330000,12.280000,9.650000,0.000000,16.240000,16.240000,0.000000,48.240000,0,18.34,47,60,173.650000,138.209754,92.15,3.710000,31.07,196,47.5,0,3.880000,53.060000,50,233.33,9.81,31.06,84,46.67,0,20,94,50,25.280000,20,31.07

54,13:15-13:30,48.240000,110.940000,16.650000,33.760000,25.280000,27.750000,0.000000,10.500000,70.330000,12.280000,9.650000,0.000000,16.240000,16.240000,0.000000,48.240000,0,19,47,61,150.020000,136.670518,92.15,3.710000,31.07,196,47.5,0,3.880000,53.060000,50.67,233.33,11.41,31.06,84,46.67,0,20.34,94,50.67,25.280000,20.33,31.07

55,13:30-13:45,48.240000,110.940000,16.650000,33.760000,25.280000,27.750000,0.000000,10.500000,70.330000,12.280000,9.650000,0.000000,16.240000,16.240000,0.000000,48.240000,0,25,47,70.5,192.940000,141.288226,92.05,3.710000,31.07,196,47.5,0,3.880000,53.060000,51.33,233.33,10.81,31.06,84,46.67,0,23.5,94,51.33,25.280000,23.5,31.07

56,13:45-14:00,48.240000,110.940000,16.410000,33.760000,25.280000,27.750000,0.000000,10.500000,70.330000,12.280000,9.650000,0.000000,16.010000,16.010000,0.000000,48.240000,0,25.66,47,71.5,231.530000,137.868784,92.1,3.710000,31.07,196,47.5,0,3.880000,53.060000,52.67,229.68,12.01,31.06,84,45.93,0,23.84,94,52.67,25.280000,23.83,31.07

57,14:00-14:15,48.240000,120.590000,13.390000,33.760000,25.280000,26.250000,0.000000,10.680000,70.330000,12.290000,9.650000,0.000000,13.060000,13.060000,0.000000,48.240000,0,26.34,46,72.5,272.770000,133.426432,91.95,3.710000,31.07,196,45.78,0,3.880000,53.060000,54,229.68,8.01,31.06,84,45.93,0,24.16,92,54,25.280000,24.17,31.07

58,14:15-14:30,48.240000,139.880000,13.110000,52.740000,25.280000,26.250000,0.000000,10.680000,70.330000,12.290000,9.650000,0.000000,12.800000,12.800000,0.000000,48.240000,0,27.34,46,73.5,272.770000,128.721046,91.59,3.710000,31.07,196,44.9,0,3.880000,53.060000,55.33,229.68,9.61,31.06,84,45.93,0,24.5,91,55.33,25.280000,24.5,31.07

59,14:30-14:45,48.240000,165.880000,12.850000,52.740000,25.280000,26.250000,0.000000,10.680000,85.080000,12.290000,9.650000,0.000000,12.540000,12.540000,0.000000,48.240000,0,28,42,74.5,272.770000,122.934298,90.9,3.710000,31.07,175,43,0,3.880000,53.060000,57.33,229.68,11.41,31.06,75,45.93,0,24.84,83,57.33,25.280000,24.83,31.07

60,14:45-15:00,48.240000,165.880000,12.560000,52.740000,25.280000,26.250000,0.000000,10.680000,115.330000,12.290000,9.650000,0.000000,12.250000,12.250000,0.000000,48.240000,0,28.66,41,75.5,272.770000,116.105156,89.01,3.850000,31.07,172,41.48,0,3.880000,53.060000,59.33,228.98,13.2,31.06,73,45.79,0,25.16,81,59.33,25.280000,25.17,31.07

61,15:00-15:15,48.240000,165.880000,12.080000,52.740000,25.280000,26.750000,0.000000,10.860000,115.330000,16.090000,9.650000,0.000000,11.780000,11.780000,0.000000,48.240000,0,29.66,38,77,272.770000,110.552216,85.21,3.850000,31.07,161,39.06,0,3.880000,53.060000,61.67,215.58,14,31.06,69,43.11,0,25.66,77,61.67,25.280000,25.67,31.07

62,15:15-15:30,48.240000,165.880000,10.930000,52.740000,25.280000,26.750000,0.000000,10.860000,115.330000,16.090000,9.650000,0.000000,10.670000,10.670000,0.000000,48.240000,0,30.34,36,78.5,272.770000,101.472672,80.21,3.850000,31.17,151,36.44,0,3.880000,53.060000,63.33,202.17,15.6,31.16,64,40.43,0,26.16,71,63.33,25.280000,26.17,31.17

63,15:30-15:45,48.240000,214.120000,9.950000,52.740000,25.280000,26.750000,0.000000,10.860000,115.330000,16.090000,9.650000,0.000000,9.710000,9.710000,0.000000,48.240000,0,31,34,79,272.770000,91.165636,74.82,3.850000,31.17,144,34.1,0,3.880000,82.000000,64.33,188.76,16.4,31.16,61,37.75,0,26.34,69,64.33,25.280000,26.33,31.17

64,15:45-16:00,48.240000,261.920000,9.490000,52.740000,25.280000,26.750000,0.000000,10.860000,115.330000,16.090000,9.650000,0.000000,9.260000,9.260000,0.000000,48.240000,0,31.66,31,79.5,272.770000,81.618476,69.15,3.850000,31.5,130,31.42,0,3.880000,100.500000,65,175.35,19.4,31.5,55,35.07,0,26.5,62,65,25.280000,26.5,31.5

65,16:00-16:15,48.240000,261.920000,8.330000,76.090000,25.280000,27.250000,0.000000,11.140000,115.330000,16.090000,9.650000,0.000000,8.130000,8.130000,0.000000,48.240000,0,31.66,28,80,272.770000,71.535506,63.23,3.990000,31.67,116,28.36,0,4.030000,100.500000,65,159.73,19.4,31.66,49,31.95,0,26.66,55,65,25.280000,26.67,31.67

66,16:15-16:30,48.240000,261.920000,7.710000,76.490000,25.280000,27.250000,0.000000,11.140000,115.330000,16.090000,9.650000,0.000000,7.520000,7.520000,0.000000,48.240000,0,32.66,24,81,272.770000,61.160276,57.01,3.990000,32,102,25.17,0,4.030000,100.500000,65,144.12,19.2,32,43,28.82,0,27,49,65,25.280000,27,32

67,16:30-16:45,48.240000,261.920000,6.650000,76.490000,25.280000,27.760000,0.000000,11.140000,115.330000,16.090000,9.650000,0.000000,6.480000,6.480000,0.000000,48.240000,0,32.66,21,86,272.770000,52.109958,50.49,3.990000,32,88,21.65,0,4.030000,100.500000,65,128.5,19.2,32,37,25.7,0,28.66,42,65,25.280000,28.67,32

