Block,Time Block,CHAMERA1,BRBCL,BSIUL,DADRT2,CHAMERA3,CHAMERA2,DULHASTI,FSTPP I & II,DHAULIGNGA,JHAJJAR,KGSU3AND4,KGSU1AND2,KKNP,KISHANGANGA,KHSTPP-II,KHSTPP-I,KOLDAM,KOTESHWR,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NAPP,NJPC,NLCTS2EXP,NLCIIST2,NNTPP,PARBATI2,NTPL,PARBATI3,RAPPD,RAPPB,RAMPUR,RAPPC,RIHAND1,RIHAND3,RSTPSU1TO6,RSTPSU7,RIHAND2,SASAN,SALAL,SINGRAULI,SIMHST2,SIMHST1,SEWA2,TALA,SINGRAULI_HYDRO,TALST2,TANAKPUR,TEHRIPSP,TEHRI,TANDA2,UNCHAHAR1,TelanganaSTPP,UNCHAHAR2,URI,UNCHAHAR3,UNCHAHAR4,URI2,VALLURNTECL,ANTA_GF,ANTA_CRF,ANTA_LF,AURY_CRF,ANTA_RF,DADRI_CRF,DADRI_LF,AURY_LF,DADRI_GF,AURY_RF,AURY_GF,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,27.08,11.39,0,468.66,0,0,36.06,11.02,30.68,242.58,0,0,0,6.72,78.61,24.75,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,38.96,102.34,0,0,89.19,303.04,77.27,68.63,0,0,18.19,23.51,0,0,0,200.41,79.67,2.52,11.88,0,36.17,12.77,0,1.46,35.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,27.08,12.08,0,468.66,0,0,36.06,11.02,30.68,242.58,0,0,0,6.72,78.61,24.75,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,24.9,69.35,0,0,65.03,303.04,77.27,57.58,0,0,18.19,23.51,0,0,0,200.41,79.67,2.52,11.88,0,36.17,4.25,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,27.08,11.52,0,468.66,0,0,36.06,11.02,30.68,242.58,0,0,0,6.72,78.61,24.75,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,24.9,69.35,0,0,65.03,303.04,77.27,57.58,0,0,18.19,23.66,0,0,0,200.41,79.67,2.52,11.88,0,36.17,4.25,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,27.08,12.21,0,468.66,0,0,36.06,11.02,30.68,242.58,0,0,0,6.72,78.61,24.75,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,24.9,69.35,0,0,65.03,303.04,77.27,56.62,0,0,18.19,23.66,0,0,0,200.41,79.67,2.52,11.88,0,36.17,4.25,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,27.08,11.24,0,468.66,0,0,36.06,11.02,30.68,242.58,0,0,0,6.72,78.61,24.75,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,24.9,69.35,0,0,65.03,303.04,77.27,56.62,0,0,18.19,23.66,0,0,0,200.41,79.67,2.52,11.88,0,36.17,4.25,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,27.08,12.32,0,468.66,0,0,36.06,11.02,30.68,242.58,0,0,0,6.72,78.61,24.75,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,24.9,69.35,0,0,65.03,303.04,77.27,56.62,0,0,18.19,23.66,0,0,0,200.41,79.67,2.52,11.88,0,36.17,35.11,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,27.08,13.69,0,468.66,0,0,36.06,11.46,30.68,242.58,0,0,0,6.72,78.61,24.75,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,24.9,69.35,0,0,65.03,303.04,77.27,56.62,0,0,18.19,26.35,0,0,0,200.41,79.67,2.52,11.88,0,36.17,35.11,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,27.08,14.22,0,468.66,0,0,36.06,11.46,30.68,242.58,0,0,0,6.72,78.61,24.75,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,24.9,69.35,0,0,65.03,303.04,77.27,67.98,0,0,18.19,26.35,0,0,0,200.41,79.67,2.52,11.88,0,36.17,35.11,0,1.46,36.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,27.08,13.59,0,468.66,0,0,36.06,11.46,30.68,242.58,0,0,0,6.72,78.61,24.75,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,24.9,69.35,0,0,65.03,303.04,77.27,73.06,0,0,18.19,26.35,0,0,0,200.41,79.67,2.52,11.88,0,36.17,12.77,0,1.46,36.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,27.08,15.3,0,468.66,0,0,36.06,11.1,30.68,242.58,0,0,0,6.72,78.61,24.75,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,24.9,87.17,0,0,75.79,303.18,77.27,72.85,0,0,18.19,26.35,0,0,0,200.41,79.67,2.52,11.88,0,36.17,12.77,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,27.08,16.58,0,468.66,0,0,36.06,11.1,30.68,242.58,0,0,0,6.72,78.61,24.75,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,24.9,87.17,0,0,75.79,304.61,77.27,72.85,0,0,18.19,26.35,0,0,0,200.41,79.67,2.52,11.88,0,36.17,12.77,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,27.08,15.43,0,468.66,0,0,36.06,11.1,30.68,242.58,0,0,0,6.72,78.61,24.75,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,24.9,92.61,0,0,75.79,281.1,77.27,72.81,0,0,18.19,26.07,0,0,0,200.41,79.67,2.52,11.88,0,36.17,12.77,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,27.08,17.12,0,468.66,0,0,36.06,11.1,30.68,242.58,0,0,0,6.72,78.61,24.75,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,24.9,92.61,0,0,75.79,281.1,77.27,72.81,0,0,18.19,26.07,0,0,0,200.41,79.67,2.52,11.88,0,36.17,12.77,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,27.08,18.07,0,468.66,0,0,36.06,11.1,30.68,242.58,0,0,0,6.72,78.61,24.75,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,24.9,92.61,0,0,75.79,281.1,77.27,72.81,0,0,18.19,25.93,0,0,0,200.41,79.67,2.52,11.88,0,36.17,12.77,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,27.08,18.07,0,468.66,0,0,36.06,11.1,30.68,242.58,0,0,0,6.72,78.61,24.75,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,24.9,92.61,0,0,75.79,281.1,77.27,72.81,0,0,18.19,25.93,0,0,0,200.41,79.67,2.52,11.88,0,36.17,12.77,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,27.08,18.07,0,468.66,0,0,36.06,11.02,30.68,242.58,0,0,0,6.72,78.61,24.75,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,24.9,69.35,0,0,61.98,281.1,77.27,54.6,0,0,18.19,25.78,0,0,0,200.41,79.67,2.52,11.88,0,36.17,12.77,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,27.08,18.07,0,468.66,0,0,36.06,11.02,30.68,242.58,0,0,0,6.72,78.61,24.75,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,24.9,69.35,0,0,61.98,281.1,77.27,54.6,0,0,18.19,25.5,0,0,0,200.41,79.67,2.52,11.88,0,36.17,12.77,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,27.08,18.07,0,468.66,0,0,36.06,11.02,30.68,242.58,0,0,0,6.72,78.61,24.75,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,24.9,69.35,0,0,61.98,281.1,77.27,55.71,0,0,18.19,24.8,0,0,0,200.41,79.67,2.52,11.88,0,36.17,12.77,0,1.46,36.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,27.08,18.07,0,468.66,0,0,36.06,11.02,30.68,242.58,0,0,0,6.72,78.61,24.75,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,24.9,69.35,0,0,61.98,281.1,77.27,55.71,0,0,18.19,22.53,0,0,0,200.41,79.67,2.52,11.88,0,36.17,12.77,0,1.46,36.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,27.08,18.07,0,468.66,0,0,36.06,11.02,30.68,242.58,0,0,0,6.72,78.61,18.45,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,24.9,92.61,0,0,78.68,281.1,77.27,55.97,0,0,18.19,22.23,0,0,11.48,200.41,79.67,2.52,11.88,0,36.17,12.77,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,27.08,18.07,0,468.85,0,0,36.06,11.02,30.68,242.58,0,0,0,6.72,78.61,18.45,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,24.9,92.61,0,0,78.68,281.1,77.27,55.97,0,0,18.19,22.23,0,0,11.48,200.41,79.67,2.52,11.88,0,36.17,12.77,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,27.08,18.07,0,468.85,0,0,36.06,11.02,30.68,242.58,0,0,0,6.72,78.61,18.45,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,24.9,92.61,0,0,78.68,281.1,77.27,55.97,0,0,18.19,22.23,0,0,11.48,200.41,79.67,2.52,11.88,0,36.17,19.15,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,27.08,17.17,0,468.85,0,0,36.06,11.02,30.68,242.58,0,0,0,6.72,78.61,18.45,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,24.9,92.61,0,0,78.68,281.1,77.27,55.97,0,0,18.19,22.39,0,0,0,200.41,79.67,2.52,11.88,0,36.17,19.15,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,27.08,18.07,0,468.85,0,0,36.06,13.78,30.68,242.58,0,0,0,6.72,78.61,24.75,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,24.9,92.61,0,0,78.68,304.61,77.27,55.97,0,0,18.19,22.67,0,0,0,200.41,79.67,2.52,11.88,0,36.17,14.89,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,27.08,18.07,0,468.85,0,0,36.06,13.78,30.68,242.58,0,0,0,6.72,78.61,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,24.9,92.61,0,0,78.68,304.61,77.27,55.97,0,0,18.19,22.67,0,0,0,200.41,79.67,2.52,11.88,0,36.17,14.89,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,27.08,16.54,0,398.98,0,0,36.06,13.78,30.68,242.58,0,0,0,6.72,78.61,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,24.9,92.61,0,0,78.68,304.61,77.27,55.97,0,0,18.19,22.8,0,0,0,200.41,79.67,2.52,18.45,0,36.17,12.77,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,27.08,16.83,0,390.44,0,0,36.06,13.78,30.68,242.58,0,0,0,6.72,78.61,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,24.9,92.61,0,0,78.68,304.61,77.27,55.97,0,0,18.19,25.5,0,0,0,200.41,79.67,2.52,18.45,0,36.17,12.77,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,27.08,17.56,0,390.44,0,0,36.06,13.78,30.68,242.58,0,0,0,6.72,78.61,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,26.06,71.78,0,0,66.4,304.61,77.27,60.29,0,0,18.19,25.5,0,0,0,200.41,79.67,2.52,15.01,0,36.17,12.77,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,27.08,18.07,0,390.44,0,0,36.06,13.78,30.68,242.58,0,0,0,6.72,78.61,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,26.06,69.35,0,0,66.4,304.61,77.27,80.66,0,0,18.19,25.63,0,0,0,200.41,79.67,2.52,15.01,0,36.17,12.77,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,27.08,18.07,0,390.44,0,0,36.06,13.78,30.68,242.58,0,0,0,6.72,98.37,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,26.06,69.35,0,0,66.4,304.61,77.27,80.66,0,0,18.19,25.63,0,0,0,200.41,79.67,2.52,15.01,0,36.17,35.11,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,27.08,15.98,0,390.44,0,0,36.06,13.78,30.68,242.58,0,0,0,6.72,96.27,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,26.06,69.35,0,0,66.4,304.61,77.27,80.66,0,0,18.19,25.63,0,0,0,200.41,79.67,2.52,15.01,0,36.17,35.11,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,27.08,17.69,0,380.81,0,0,36.06,13.78,30.68,242.58,0,0,0,6.72,96.27,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,26.06,69.35,0,0,66.4,296.09,77.27,80.66,0,0,18.19,25.63,0,0,0,200.41,79.67,5.35,18.45,0,36.17,12.77,0,1.46,36.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,27.08,18.07,0,390.44,0,0,36.06,13.78,30.68,242.58,0,0,0,6.72,96.76,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,26.06,69.35,0,0,66.4,303.66,77.27,80.66,0,0,18.19,25.63,0,0,0,200.41,79.67,5.35,18.45,0,36.17,12.77,0,1.46,36.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,27.08,18.07,0,390.44,0,0,36.06,13.78,30.68,242.58,0,0,0,6.72,104.37,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,26.06,69.35,0,0,66.4,190.81,77.27,80.66,0,0,18.19,25.74,0,0,0,200.41,79.67,5.35,18.45,0,36.17,8.51,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,27.08,18.07,0,390.44,0,0,36.06,13.78,30.68,242.58,0,0,0,6.72,104.37,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,26.06,69.35,0,0,66.4,184.97,77.27,80.66,0,0,18.19,25.74,0,0,0,200.41,79.67,5.35,18.45,0,36.17,8.51,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,27.08,18.07,0,364.42,0,0,36.06,13.78,30.68,242.58,0,0,0,6.72,107.87,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,26.06,69.35,0,0,66.4,368.62,77.27,80.66,0,0,18.19,25.74,0,0,0,200.41,79.67,5.35,18.45,0,36.17,8.51,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,27.08,17.86,0,384.66,0,0,36.06,13.78,30.68,242.58,0,0,0,6.72,107.87,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,26.06,69.35,0,0,66.4,368.62,77.27,80.66,0,0,18.19,25.74,0,0,0,200.41,79.67,5.35,18.45,0,36.17,8.51,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,27.08,16.16,0,390.44,0,0,36.06,13.78,30.68,242.58,0,0,0,6.72,107.87,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,26.06,69.35,0,0,66.4,368.62,77.27,80.66,0,0,18.19,25.74,0,0,3.71,200.41,79.67,5.35,18.45,0,36.17,35.11,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,27.08,15.65,0,466.09,0,0,36.06,13.78,30.68,242.58,0,0,0,6.72,107.87,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,26.06,69.35,0,0,66.4,368.62,77.27,80.66,0,0,18.19,25.74,0,0,7.4,200.41,79.67,5.35,18.45,0,36.17,35.11,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,27.08,15.09,0,468.66,0,0,36.06,13.78,30.68,242.58,0,0,0,6.72,107.87,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,27.12,69.35,0,0,71.65,368.62,77.27,80.66,0,0,18.19,25.78,0,0,11.48,100.21,79.67,5.35,18.45,0,36.17,12.77,0,1.46,36.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,27.08,16.13,0,468.66,0,0,36.06,13.78,30.68,242.58,0,0,0,6.72,107.87,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,27.12,69.35,0,0,71.65,368.62,77.27,80.66,0,0,18.19,25.78,0,0,11.48,0,79.67,5.35,18.45,0,36.17,12.77,0,1.46,36.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,27.08,18.07,0,468.66,0,0,36.06,13.78,30.68,242.58,0,0,0,6.72,107.87,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,27.12,69.35,0,0,71.65,368.62,77.27,80.66,0,0,18.19,26.95,0,0,11.48,0,79.67,5.35,18.45,0,36.17,11.17,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,27.08,18.07,0,468.66,0,0,36.06,13.78,30.68,242.58,0,0,0,6.72,107.87,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,27.12,69.35,0,0,71.65,357.8,77.27,80.66,0,0,18.19,26.95,0,0,11.48,0,79.67,5.35,18.45,0,36.17,11.17,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,27.08,18.07,0,468.56,0,0,36.06,13.78,30.68,242.58,0,0,0,6.72,107.87,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,27.12,69.35,0,0,70.32,341.09,77.27,80.66,0,0,18.19,25.75,0,0,11.48,0,79.67,5.35,18.45,0,36.17,8.51,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,27.08,18.07,0,468.56,0,0,36.06,13.78,30.68,242.58,0,0,0,6.72,107.87,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,27.12,69.35,0,0,70.32,341.09,77.27,80.66,0,0,18.19,28.2,0,0,11.48,0,79.67,5.35,18.45,0,36.17,8.51,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,27.08,18.07,0,468.56,0,0,36.06,13.78,30.68,242.58,0,0,0,6.72,107.87,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,28.19,69.35,0,0,72.17,321.31,77.27,80.66,0,0,18.19,25.84,0,0,11.48,0,79.67,5.35,18.45,0,36.17,8.51,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,27.08,18.07,0,468.56,0,0,36.06,13.78,30.68,242.58,0,0,0,6.72,107.87,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,28.19,69.35,0,0,72.17,329.06,77.27,80.66,0,0,18.19,29.49,0,0,11.48,0,79.67,5.35,18.45,0,36.17,8.51,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,27.08,18.07,0,468.56,0,0,36.06,13.78,30.68,242.58,0,0,0,6.72,107.87,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,26.06,69.35,0,0,66.4,368.62,77.27,80.66,0,0,18.19,25.48,0,0,10.49,0,79.67,5.35,18.45,0,36.17,12.77,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,27.08,18.07,0,468.56,0,0,36.06,13.78,30.68,242.58,0,0,0,6.72,107.87,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,26.06,69.35,0,0,66.4,368.62,77.27,80.66,0,0,18.19,30.28,0,0,10.49,0,79.67,5.35,18.45,0,36.17,12.77,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

