Column1,Time,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/09/01/2171,GNA/NR/2024/09/01/7119,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_36,NR/01082024/30092024/LT_MEJA_DELHI,GNA/NR/2024/09/01/7908,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/09/22/5523,NR/30092023/26122029/SH-06,GNA/NR/2024/09/01/6566,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/09/01/6020,GNA/NR/2024/09/01/9821,NR/01102023/19072037/LT-05,NR/01102023/31052040/LT-31,GNA/NR/2024/09/16/2535,NR/01102023/22052037/LT-59,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/09/01/8090,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/09/22/2364,NR/01102023/06022042/L_NR_2012_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,GNARE/SR/2024/09/22/6595,SR/01102023/07102043/L_NR_2018_61,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07
10,02:15-02:30,0,0,0,0,0,0,0,0,0,0,274.04,2.13,17.52,0,0,7.98,18.51,10.64,0,31,20.6,0,82.38,32.95,33.23,0,145.38,0,29.27,220.98,8.81,0,31,94.78,0,77.54,0,52.5,17.5,0,42.42,12.66,0,45.67,45.67,17.5

11,02:30-02:45,0,0,0,0,0,0,0,0,0,0,274.04,2.13,17.52,0,0,7.98,18.51,10.64,0,31,20.6,0,82.38,32.95,33.23,0,145.38,0,29.27,220.98,8.81,0,0,94.78,0,77.54,0,59,19.66,0,42.42,13,0,52,52,19.67

12,02:45-03:00,0,0,0,0,0,0,0,0,0,0,274.04,2.13,17.52,0,0,7.98,18.51,10.64,0,31,20.6,0,82.38,32.95,33.23,0,145.38,0,28.26,220.98,8.81,0,0,94.78,0,77.54,0,60,20,0,42.42,13.66,0,51.33,51.33,20

13,03:00-03:15,0,0,0,0,0,0,0,0,0,0,274.04,2.13,17.52,0,0,7.98,18.51,10.64,0,31,20.6,0,82.38,0,33.23,0,145.38,0,28.77,220.98,8.81,0,0,94.78,0,77.54,0,61,20.34,0,42.42,16,0,51.67,51.67,20.33

14,03:15-03:30,0,0,0,0,0,0,0,0,0,0,274.04,2.13,17.52,0,0,7.98,18.51,10.64,0,31,20.6,0,82.38,0,33.23,0,145.38,0,28.77,220.98,8.81,0,0,94.78,0,77.54,0,62,20.66,0,42.42,16.66,0,51.33,51.33,20.67

15,03:30-03:45,0,0,0,0,0,0,0,0,0,0,274.04,2.13,17.52,0,0,7.98,18.51,10.64,0,31,20.6,0,82.38,0,33.23,0,145.38,0,28.77,220.98,8.81,0,0,94.78,0,77.54,0,63,21,0,38.22,17.34,0,52.67,52.67,21

16,03:45-04:00,0,0,0,0,0,0,0,0,0,0,274.04,2.13,17.52,0,0,7.98,18.51,10.64,0,31,20.6,0,82.38,0,33.23,0,145.38,0,28.77,220.98,8.81,0,0,94.78,0,77.54,0,62.5,20.84,0,37.22,17.34,0,53.33,53.33,20.83

17,04:00-04:15,0,0,0,0,0,0,0,0,0,0,274.04,2.13,17.52,0,0,7.98,18.51,10.54,0,1.01,20.6,0,82.38,0,33.23,0,145.38,0,28.77,220.98,8.81,0,1.01,94.78,0,77.54,0,61.5,20.5,0,36.62,17.34,0,54.33,54.33,20.5

18,04:15-04:30,0,0,0,0,0,0,0,0,0,0,274.04,2.13,17.52,0,0,7.98,18.51,10.54,0,1.01,20.6,0,82.38,0,33.23,0,145.38,0,28.77,220.98,8.81,0,1.01,94.78,0,77.54,0,61.5,20.5,0,36.21,17.34,0,53.33,53.33,20.5

19,04:30-04:45,0,0,0,0,0,0,0,0,0,0,274.04,2.13,17.52,0,0,7.98,18.51,10.54,0,1.01,20.6,0,82.38,0,33.23,0,145.38,0,27.76,220.98,8.81,0,1.01,94.78,0,77.54,0,50,16.66,0,35.61,13,0,46,46,16.67

20,04:45-05:00,0,0,0,0,0,0,0,0,0,0,274.04,2.13,17.52,0,0,7.98,18.51,10.54,0,1.01,20.6,0,82.38,0,33.23,0,145.38,0,27.76,220.98,8.81,0,1.01,94.78,0,77.54,0,49,16.34,0,35.01,13,0,45.33,45.33,16.33

21,05:00-05:15,0,0,0,0,0,0,0,0,0,0,274.04,2.13,17.52,0,0,7.98,18.51,10.46,0,1.01,20.6,0,82.38,0,33.23,0,145.38,0,27.76,220.98,8.81,0,1.01,94.78,0,72.69,0,48,16,0,26.01,12.34,0,48.33,48.33,16

22,05:15-05:30,0,0,0,0,0,0,0,0,0,0,274.04,2.13,17.52,0,0,7.98,18.51,10.46,0,1.01,20.6,0,82.38,0,33.23,0,145.38,0,28.26,220.98,8.81,0,1.01,94.78,0,72.69,0,46.5,15.5,0,25.41,12.34,0,47,47,15.5

23,05:30-05:45,0,0,0,0,0,0,0,0,0,0,274.04,2.13,17.52,0,0,7.98,18.51,10.46,0,1.01,20.6,0,82.38,0,33.23,0,145.38,0,28.26,220.98,8.81,0,1.01,94.78,0,72.69,0,45.5,15.16,0,24.81,12.34,0,45.33,45.33,15.17

24,05:45-06:00,0,0,0,0,0,0,0,0,0,0,274.04,2.13,17.52,0,0,7.98,18.51,10.46,0,1.01,20.6,0,82.38,0,33.23,0,145.38,0,29.27,220.98,8.81,0,1.01,94.78,0,72.69,0,44.5,14.84,0,24.21,12,0,43.33,43.33,14.83

25,06:00-06:15,0,0,0,1,17.01,16.51,0,1,1,0,274.04,2.13,17.52,0,0,7.98,18.51,10.46,0,32,20.6,0,82.38,0,33.23,0,0,0,29.27,220.98,8.81,0,0,94.78,0,72.69,1,43.5,14.5,0,29.21,12,0.37,41.67,41.67,14.5

26,06:15-06:30,0,0,1,2,29.47,29.03,1,4,1,0,274.04,2.13,17.52,0,0,7.98,18.51,10.46,0,32,20.6,0,82.38,0,33.23,0,0,0,29.77,220.98,8.81,0,0,94.78,0,77.54,5,42,14,0,28.81,12,3.9,40,40,14

27,06:30-06:45,0.18,0.9,3,5,30.35,30.35,3,7,3,2,274.04,2.13,17.52,0,0.42,7.98,18.51,10.46,0,32,20.6,0,82.38,0,33.23,0.41,0,0,29.77,220.98,8.81,0.41,0,94.78,0,77.54,10,41.5,13.84,0,28.41,12,10.35,38.33,38.33,13.83

28,06:45-07:00,0.91,4.56,7,8,28.35,28.35,4,14,6,3,274.04,2.13,17.52,0,0.76,7.98,18.51,10.46,0,32,20.6,0,82.38,0,33.23,0.74,0,0,29.77,220.98,8.81,0.74,0,94.78,0,77.54,18,40.5,13.5,0,28.01,11.66,16.8,36,36,13.5

29,07:00-07:15,2.23,11.18,10,10,25.73,25.74,5,21,9,5,274.04,2.13,17.52,0,1.28,7.98,18.51,10.46,0,32,20.6,0,82.38,0,33.23,1.25,0,0,28.77,220.98,8.81,1.25,0,94.78,0,77.54,25.73,39.5,13.16,0,27.61,11.66,23.8,32.33,32.33,13.17

30,07:15-07:30,4.08,20.43,13,15,26.4,26.4,7,32,13,8,274.04,2.13,17.52,0,2.01,7.98,18.51,10.46,0,32,20.6,0,82.38,0,33.23,1.96,0,0,28.26,220.98,8.81,1.96,0,94.78,0,77.54,26.4,38.5,12.84,0,27.21,11.34,32.55,32,32,12.83

31,07:30-07:45,7.01,35.05,17,18,28.47,28.46,9,42,18,11,274.04,2.13,17.52,0,2.89,7.98,18.51,10.46,0,32,20.6,0,82.38,0,33.23,2.83,0,0,28.26,220.98,8.81,2.83,0,94.78,0,87.42,28.47,37.5,12.5,0,26.81,11,42.58,29.67,29.67,12.5

32,07:45-08:00,10.38,51.91,20,25,29.13,29.14,12,53,22,16,232.61,2.13,17.52,0,3.58,7.98,18.51,10.46,0,32,20.6,0,82.38,0,33.23,3.49,0,0,28.26,176.92,8.81,3.49,0,94.78,0,68.36,29.13,34,11.34,0,26.61,11,53.05,30,30,11.33

33,08:00-08:15,13.97,69.86,23,32,29.8,29.8,15,67,28,20,193.84,2.13,17.52,0,4.57,7.98,18.51,10.36,0,18,20.6,0,82.38,0,35.32,4.46,0,0,28.26,206.97,8.81,4.46,18,100.97,0,68.36,29.8,31.5,10.5,0,26.21,10.66,63.33,30.33,30.33,10.5

34,08:15-08:30,18.05,90.25,29,39,31.73,31.74,19,81,34,23,150.72,2.13,17.52,0,5.64,7.98,18.51,10.36,0,18,20.6,0,82.38,0,35.32,5.51,0,0,27.25,206.97,8.81,5.51,18,100.97,0,68.36,31.73,32,10.66,0,25.81,10.66,72.83,30.33,30.33,10.67

35,08:30-08:45,21.9,109.53,36,46,32.67,32.66,22,95,40,26,150.72,2.13,17.52,0,6.68,7.98,18.51,10.36,0,18,20.6,0,82.38,0,35.32,6.51,0,0,26.24,206.97,8.81,6.51,18,100.97,0,68.36,32.67,29.5,9.84,0,25.21,9,81.54,30.67,30.67,9.83

36,08:45-09:00,25.82,129.12,43,53,32.67,32.66,25,109,46,29,150.72,2.13,17.52,0,7.72,7.98,18.51,10.36,0,18,20.6,0,82.38,0,35.32,7.53,0,0,26.24,206.97,8.81,7.53,18,100.97,0,68.36,32.67,28.5,9.5,0,24.81,8.66,89.65,30.67,30.67,9.5

37,09:00-09:15,29.11,145.56,53,60,33,33,28,123,52,33,150.72,2.13,17.52,0,8.63,7.98,18.51,10.36,0,18,20.6,0,82.38,0,35.32,8.42,0,0,26.24,206.97,8.81,8.42,18,100.97,0,68.36,33,32.5,10.84,0,29.41,8.66,96.12,31,31,10.83

38,09:15-09:30,32.22,161.13,59,66,33,33,32,137,58,35,150.72,2.13,17.52,0,9.55,7.98,18.51,10.36,0,18,20.6,0,82.38,0,35.32,9.32,0,0,26.24,206.97,8.81,9.32,18,100.97,0,68.36,33,32,10.66,0,29.61,8.34,100.67,31.33,31.33,10.67

39,09:30-09:45,37.44,187.19,66,72,33,33,35,147,63,39,150.72,2.13,17.52,0,10.47,7.98,18.51,10.36,0,18,20.6,0,82.38,0,35.32,10.21,0,0,26.24,206.97,8.81,10.21,18,100.97,0,68.36,33,27.5,9.16,0,36.01,7.34,104.18,28.33,28.33,9.17

40,09:45-10:00,40.47,202.35,73,77,33,33,37,158,67,40,150.72,2.13,17.52,0,11.63,7.98,18.51,10.36,0,18,20.6,0,82.38,0,35.32,11.35,0,0,26.24,206.97,8.81,11.35,18,100.97,0,68.36,33,27,9,0,35.81,7.34,107.12,28.33,28.33,9

41,10:00-10:15,43.12,215.6,79,83,33,33,39,165,70,41,150.72,2.13,17.52,0,12.27,7.98,18.51,10.27,0,18,20.6,0,82.38,0,35.32,11.97,0,0,26.24,206.97,8.81,11.97,18,100.97,0,68.36,33,26.5,8.84,0,36.01,7.34,111.38,28.33,28.33,8.83

42,10:15-10:30,45.55,227.77,83,87,33,33,41,172,73,43,150.72,2.13,17.52,0,13.41,7.98,18.51,10.27,0,18,20.6,0,82.38,0,35.32,13.08,0,0,25.23,206.97,8.81,13.08,18,100.97,0,68.36,33,26,8.66,0,35.81,7.34,117.11,28.33,28.33,8.67

43,10:30-10:45,46,230,87,90,33,33,43,179,76,44,150.72,2.13,17.52,0,13.91,7.98,18.51,10.27,0,18,20.6,0,82.38,0,52.41,13.58,0,0,25.23,206.97,8.81,13.58,18,100.97,0,68.36,33,37.5,12.5,0,38.02,10,122.65,38.33,38.33,12.5

44,10:45-11:00,46,230,89,93,33,33,44,186,79,45,150.72,2.13,17.52,0,14.87,7.98,18.51,10.27,0,18,20.6,0,82.38,0,52.41,14.51,0,0,25.23,206.97,8.81,14.51,18,100.97,0,68.36,33,38,12.66,0,38.02,10,127.23,38.67,38.67,12.67

45,11:00-11:15,46,230,90,95,33,33,45,193,82,45,150.72,2.13,17.52,0,15.14,7.98,18.51,10.27,0,18,20.6,0,82.38,0,56.69,14.77,0,0,25.23,206.97,8.81,14.77,18,100.97,0,68.36,33,38.5,12.84,0,38.02,10,128.34,39,39,12.83

46,11:15-11:30,46,230,91,95,33,33,45,193,82,46,150.72,2.13,17.52,0,15.66,7.98,18.51,10.27,0,18,20.6,0,82.38,0,60.96,15.28,0,0,25.23,206.97,8.81,15.28,18,100.97,0,68.36,33,39,13,0,38.02,10,126.09,39.33,39.33,13

47,11:30-11:45,46,230,91,95,33,33,45,193,82,46,150.72,2.13,17.52,0,15.66,7.98,18.51,10.27,0,18,20.6,0,82.38,0,65.24,15.28,0,0,25.23,206.97,8.81,15.28,18,100.97,0,68.36,33,41,13.66,0,38.02,10,124.5,40,40,13.67

48,11:45-12:00,46,230,91,95,33,33,45,193,82,46,150.72,2.13,17.52,0,15.66,7.98,18.51,10.27,0,18,20.6,0,82.38,0,69.5,15.28,0,0,25.23,206.97,8.81,15.28,18,100.97,0,68.36,33,42.5,14.16,0,38.02,10,123.44,40.67,40.67,14.17

49,12:00-12:15,46,230,91,95,33,33,45,193,82,46,150.72,2.13,17.52,0,15.66,7.98,18.51,10.18,0,17.91,20.6,0,82.38,0,70.64,15.28,0,0,25.23,206.97,8.81,15.28,17.91,100.97,0,68.36,33,38,12.66,0,42.02,10,120.4,41.67,41.67,12.67

50,12:15-12:30,46,230,91,95,33,33,45,193,82,46,150.72,2.13,17.52,0,15.66,7.98,18.51,10.18,0,17.91,20.6,0,82.38,0,70.64,15.28,0,0,25.23,206.97,8.81,15.28,17.91,100.97,0,68.36,33,38.5,12.84,0,42.02,10.34,121.19,42,42,12.83

51,12:30-12:45,46,230,91,95,33,33,45,193,82,46,150.72,2.13,17.52,0,15.66,7.98,18.51,10.18,0,17.91,20.6,0,82.38,0,70.64,15.28,0,0,25.23,206.97,8.81,15.28,17.91,100.97,0,68.36,33,38.5,12.84,0,43.02,10.66,121.61,42.67,42.67,12.83

52,12:45-13:00,46,230,91,95,33,33,45,193,82,46,150.72,2.13,17.52,0,15.66,7.98,18.51,10.18,0,17.91,20.6,0,82.38,0,70.64,15.28,0,0,25.23,206.97,8.81,15.28,17.91,100.97,0,68.36,33,39,13,0,43.02,10.66,121.68,43.33,43.33,13

53,13:00-13:15,46,230,91,95,33,33,45,193,82,46,150.72,2.13,17.52,0,15.66,7.98,18.51,10.18,0,17.91,20.6,0,82.38,0,70.64,15.28,0,0,27.25,206.97,8.81,15.28,17.91,100.97,0,68.36,33,31,10.34,0,43.02,10,120.54,39.33,39.33,10.33

54,13:15-13:30,46,230,91,95,33,33,45,193,82,46,150.72,2.13,17.52,0,15.66,7.98,18.51,10.18,0,17.91,20.6,0,82.38,0,70.64,15.28,0,0,27.25,206.97,8.81,15.28,17.91,100.97,0,68.36,33,32,10.66,0,43.02,10,117.79,40,40,10.67

55,13:30-13:45,46,230,86,93,33,33,45,193,82,44,150.72,2.13,17.52,0,15.66,7.98,18.51,10.18,0,17.91,20.6,0,82.38,0,70.64,15.28,0,0,27.25,206.97,8.81,15.28,17.91,100.97,0,68.36,33,37.5,12.5,0,43.02,10,113.08,41.33,41.33,12.5

56,13:45-14:00,46,230,86,93,33,33,44,189,81,43,193.84,2.13,17.52,0,15.24,7.98,18.51,10.18,0,17.91,20.6,0,82.38,0,70.64,14.87,0,0,27.25,206.97,8.81,14.87,17.91,100.97,0,68.36,33,37.5,12.5,0,43.02,10,110.26,43.33,43.33,12.5

57,14:00-14:15,46,230,83,91,33,33,43,186,79,41,232.61,2.13,17.52,0,15.04,7.98,18.51,10.27,0,16.88,20.6,0,82.38,0,70.64,14.68,0,0,28.26,206.97,8.81,14.68,16.88,100.97,0,68.36,33,37.5,12.5,0,43.02,10,107.22,45,45,12.5

58,14:15-14:30,44.21,221.08,82,88,33,33,42,182,78,40,274.04,2.13,17.52,0,14.53,7.98,18.51,10.27,0,16.88,20.6,0,82.38,0,70.64,14.17,0,0,29.27,263.14,8.81,14.17,16.88,100.97,0,87.42,33,37.5,12.5,0,43.02,10,104.09,47,47,12.5

59,14:30-14:45,42.99,214.95,78,85,33,33,40,179,76,38,274.04,2.13,17.52,0,14.14,7.98,18.51,10.27,0,16.88,20.6,0,82.38,0,70.64,13.8,0,0,29.27,263.14,8.81,13.8,16.88,100.97,0,87.42,33,38.5,12.84,0,43.02,10,99.52,47.33,47.33,12.83

60,14:45-15:00,40.94,204.69,75,80,33,33,38,172,73,37,274.04,2.13,17.52,0,13.47,7.98,18.51,10.27,0,16.88,20.6,0,82.38,0,70.64,13.14,0,0,29.27,263.14,8.81,13.14,16.88,100.97,0,87.42,33,39,13,0,43.02,10,93.33,47.33,47.33,13

61,15:00-15:15,38.27,191.38,68,75,33,33,36,161,69,35,274.04,2.13,17.52,0,12.55,7.98,18.51,10.36,0,16.88,20.6,0,82.38,0,70.64,12.24,0,0,30.28,263.14,8.81,12.24,16.88,100.97,0,87.42,33,40,13.34,0,43.02,10,86.01,47.67,47.67,13.33

62,15:15-15:30,35.79,178.96,65,70,33,33,34,151,64,32,274.04,2.13,17.52,0,11.62,7.98,18.51,10.36,0,16.88,20.6,0,82.38,0,70.64,11.34,0,0,31.29,263.14,8.81,11.34,16.88,100.97,0,87.42,33,40.5,13.5,0,43.02,10.66,78.13,47.67,47.67,13.5

63,15:30-15:45,28.77,143.86,63,64,33,33,30,140,60,30.5,274.04,2.13,17.52,0,10.7,7.98,18.51,10.36,0,16.88,20.6,0,82.38,0,70.64,10.44,0,0,30.28,263.14,8.81,10.44,16.88,100.97,0,87.42,33,41.5,13.84,0,43.02,11,69.73,48,48,13.83

64,15:45-16:00,26.23,131.13,58,58,33,33,27,130,55,29,274.04,2.13,17.52,0,9.77,7.98,18.51,10.36,0,16.88,20.6,0,82.38,0,70.64,9.53,0,0,28.26,263.14,8.81,9.53,16.88,100.97,0,87.42,33,42.5,14.16,0,43.02,11.34,61.17,49,49,14.17

65,16:00-16:15,23.22,116.13,52,51,33,33,25,116,49,26,274.04,2.13,17.52,0,8.68,7.98,18.51,10.54,0,16.88,20.6,0,82.38,0,70.64,8.47,0,0,28.26,263.14,8.81,8.47,16.88,100.97,0,87.42,33,43,14.34,0,43.02,12,52.55,50,50,14.33

66,16:15-16:30,20.22,101.12,45,43,33,33,21,102,43,23,274.04,2.13,17.52,0,7.8,7.98,18.51,10.54,0,16.88,20.6,0,82.38,0,70.64,7.61,0,0,29.27,263.14,8.81,7.61,16.88,100.97,0,87.42,33,44,14.66,0,43.02,12.66,43.77,51,51,14.67

67,16:30-16:45,17.22,86.09,39,35,33,33,17,85,37,18,274.04,2.13,17.52,0,6.88,7.98,18.51,10.54,0,16.88,20.6,0,82.38,0,115.84,6.71,0,0,29.27,263.14,8.81,6.71,16.88,100.97,0,87.42,33,45,15,0,44.02,12.66,34.74,52,52,15

68,16:45-17:00,14.22,71.08,33,27,33,33,13,70,30,14,274.04,2.13,17.52,0,5.85,7.98,18.51,10.54,0,16.88,20.6,0,82.38,0,115.84,5.71,0,0,30.28,263.14,8.81,5.71,16.88,100.97,0,87.42,33,46.5,15.5,0,44.02,12.66,25.97,53,53,15.5

69,17:00-17:15,11.71,58.54,28,22,33,33,10,56,24,12,274.04,2.13,17.52,0,4.87,7.98,18.51,10.73,0,16.88,20.6,0,82.38,0,115.84,4.76,0,0,31.3,263.14,8.81,4.76,16.88,100.97,0,87.42,30,47.5,15.84,0,44.02,12.66,18.07,54,54,15.83

70,17:15-17:30,9.2,45.98,23,16,33,33,8,42,18,11,274.04,2.13,17.52,0,3.97,7.98,18.51,10.73,0,16.88,20.6,0,82.38,0,115.84,3.88,0,0,29.77,263.14,8.81,3.88,16.88,100.97,0,87.42,17,48,16,0,44.02,13.34,11.49,55.33,55.33,16

71,17:30-17:45,6.69,33.44,18,14,33,33,6,28,12,8,274.04,2.13,17.52,0,3.04,7.98,18.51,10.73,0,16.88,20.6,0,82.38,0,115.84,2.96,0,0,29.77,263.14,8.81,2.96,16.88,100.97,0,87.42,7,48.5,16.16,0,44.02,13,6.77,46.67,46.67,16.17

72,17:45-18:00,4.18,20.88,15,11,29.92,29.04,5,18,7,7,274.04,2.13,17.52,0,2.19,7.98,18.51,10.73,0,16.88,20.6,0,82.38,0,115.84,2.13,0,0,29.77,263.14,8.81,2.13,16.88,100.97,0,87.42,1,49,16.34,0,44.02,13.34,4.15,47.67,47.67,16.33

73,18:00-18:15,2.65,13.24,12,7,0,0,3,11,4,5,274.04,2.13,17.52,0,1.66,7.98,18.51,11.01,0,17.16,20.6,0,82.38,0,115.84,1.62,0,0,28.77,263.14,8.81,1.62,17.16,100.97,0,77.54,0,46.5,15.5,0,44.02,13.66,1.77,48.33,48.33,15.5

74,18:15-18:30,1.18,5.88,8,3,0,0,2,4,1,2,274.04,2.13,17.52,0,1.18,7.98,18.51,11.01,0,17.16,20.6,0,82.38,0,115.84,1.16,0,0,28.77,263.14,8.81,1.16,17.16,100.97,0,77.54,0,45,15,0,44.02,14,0,48.33,48.33,15

75,18:30-18:45,0.29,1.48,6,1,0,0,1,1,0,0,274.04,2.13,17.52,0,0.6,7.98,18.51,11.01,0,0,20.6,0,82.38,0,115.84,0.58,0,0,28.77,263.14,8.81,0.58,17.16,100.97,0,77.54,0,52.5,17.5,0,44.02,14.34,0,51.67,51.67,17.5

76,18:45-19:00,0,0,4,0,0,0,0,0,0,0,274.04,2.13,17.52,0,0.22,7.98,18.51,11.01,0,0,20.6,0,82.38,0,115.84,0.21,0,0,28.77,263.14,8.81,0.21,17.16,100.97,0,77.54,0,51.5,17.16,0,44.02,14,0,51,51,17.17

77,19:00-19:15,0,0,2,0,0,0,0,0,0,0,274.04,2.13,17.52,0,0,7.98,18.51,11.11,98.86,0,20.6,0,82.38,0,115.84,0,0,0,28.25,263.14,8.81,0,30.5,100.97,42.06,77.54,0,51,17,25,44.02,14,0,50,50,17

78,19:15-19:30,0,0,0,0,0,0,0,0,0,0,274.04,2.13,17.52,0,0,7.98,18.51,11.11,98.86,0,20.6,0,82.38,0,115.84,0,0,0,28.25,263.14,8.81,0,30.5,100.97,42.06,77.54,0,50.5,16.84,25,44.02,13.66,0,49,49,16.83

79,19:30-19:45,0,0,0,0,0,0,0,0,0,0,274.04,2.13,17.52,0,0,7.98,18.51,11.11,99.83,30.5,20.6,0,82.38,0,115.84,0,0,0,28.25,232.61,8.81,0,30.5,100.97,42.06,77.54,0,50,16.66,25,44.02,13.66,0,48.33,48.33,16.67

