Block,Time,CHAMERA3,KOTESHWR,RIHAND1,TALA,TANAKPUR,UNCHAHAR4,DADRT2,KKNPPU2,KOLDAM,KUDGI,NLCTS2EXP,TALST2,UNCHAHAR1,UNCHAHAR2,URI,VALLURNTECL,ANTA_RF,AURY_CRF,DADRI_GF,DHAULIGNGA,KHSTPP-I,KKNP,RIHAND2,RSTPSU1TO6,SASAN,SINGRAULI,SINGRAULI_HYDRO,TelanganaSTPP,ANTA_GF,AURY_LF,CHAMERA2,KGSU1AND2,NAPP,NLCIIST1,RAPPD,TANDA2,ANTA_CRF,AURY_GF,DADRI_CRF,BSIUL,FSTPP I & II,KHSTPP-II,NTPL,PARBATI3,RAPPC,RSTPSU7,SEWA2,URI2,MAPS,NJPC,NLCEXP,NLCIIST2,PARBATI2,ANTA_LF,DADRI_LF,CHAMERA1,RAPPB,RIHAND3,SALAL,SIMHST1,UNCHAHAR3,DADRI_RF,BRBCL,DULHASTI,JHAJJAR,KGSU3AND4,KISHANGANGA,NNTPP,RAMPUR,SIMHST2,TEHRI,AURY_RF
20,04:45-05:00,23.33,10.43,97.23,0,0,2.3,688.55,0,1.93,0,0,0,21.64,45,50.23,0,53.14,0,0,10.95,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,32.53,0,26.43,0,30,5.7,0,0,0,0,18.2,148.3,0,16.88,68.56,0,18.9,35.34,0,75.04,0,0,13.52,0,0,42.15,0,130.79,0,0,27.68,109.21,20,59.5,279.11,0,8.49,0,2.98,0,39.64,76.74

21,05:00-05:15,23.33,20.85,97.23,0,0,2.3,688.55,0,1.93,0,0,0,21.64,45,50.23,0,53.14,0,0,10.95,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,32.53,0,26.43,0,30,5.7,0,0,0,0,18.2,148.3,0,16.88,68.56,0,18.9,35.34,0,75.04,0,0,13.52,0,0,42.15,0,130.79,0,0,27.68,109.21,20,59.5,279.11,0,8.49,0,2.98,0,49.76,76.74

22,05:15-05:30,23.33,20.85,97.23,0,0,2.3,688.55,0,1.93,0,0,0,21.64,45,50.23,0,53.14,0,0,10.95,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,32.53,0,26.43,0,30,5.7,0,0,0,0,18.2,148.3,0,16.88,68.56,0,18.9,35.34,0,75.04,0,0,13.52,0,0,42.15,0,130.79,0,0,27.68,109.21,20,59.5,285.78,0,8.49,0,2.98,0,49.76,76.74

23,05:30-05:45,23.33,20.85,97.23,0,0,2.3,688.55,0,4.79,0,0,0,21.64,45,50.23,0,53.14,0,0,10.95,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,32.53,0,26.43,0,30,5.7,0,0,0,0,18.2,148.3,0,16.88,68.56,0,18.9,35.34,0,75.04,0,0,13.52,0,0,42.15,0,130.79,0,0,27.68,109.21,20,59.5,285.78,0,8.49,0,2.98,0,49.76,76.74

24,05:45-06:00,23.33,20.85,97.23,0,0,2.3,688.55,0,4.79,0,0,0,21.64,45,50.23,0,53.14,0,0,10.95,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,32.53,0,26.43,0,30,5.7,0,0,0,0,18.2,148.3,0,16.88,68.56,0,18.9,35.34,0,49.28,0,0,13.52,0,0,42.15,0,130.79,0,0,27.68,109.21,20,59.5,285.78,0,8.49,0,1.95,0,49.76,76.74

25,06:00-06:15,11.67,20.85,97.23,0,0,2.3,688.55,0,4.79,0,0,0,21.64,45,50.23,0,49.86,0,0,10.95,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,32.53,0,26.43,0,30,5.7,0,0,0,0,18.2,148.3,0,16.88,68.56,0,18.9,35.34,0,49.28,0,0,13.52,0,0,42.15,0,130.79,0,0,27.68,109.21,20,59.5,279.11,0,8.49,0,1.95,0,49.76,76.74

26,06:15-06:30,0,20.85,97.23,0,0,2.3,688.55,0,4.79,0,0,0,21.64,45,50.23,0,49.86,0,0,10.95,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,32.53,0,26.43,0,30,5.7,0,0,0,0,18.2,148.3,0,16.88,68.56,0,18.9,35.34,0,49.28,0,0,13.52,0,0,42.15,0,130.79,0,0,27.68,109.21,20,59.5,279.11,0,8.49,0,1.95,0,49.76,76.74

27,06:30-06:45,0,20.85,97.23,0,0,2.3,688.55,0,4.79,0,0,0,21.64,45,50.23,0,49.86,0,0,21.88,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,16.27,0,26.43,0,30,5.7,0,0,0,0,18.2,148.3,0,16.88,68.56,0,18.9,35.34,0,49.28,0,0,13.52,0,0,42.15,0,130.79,0,0,27.68,109.21,20,59.5,279.11,0,8.49,0,1.95,0,49.76,76.74

28,06:45-07:00,0,20.85,97.23,0,0,2.3,688.55,0,4.79,0,0,0,21.64,45,50.23,0,49.86,0,0,21.88,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,16.27,0,26.43,0,30,5.7,0,0,0,0,18.2,148.3,0,16.88,68.56,0,18.9,35.34,0,49.28,0,0,13.52,0,0,42.15,0,130.79,0,0,27.68,109.21,20,59.5,272.44,0,8.49,0,1.95,0,49.76,76.74

29,07:00-07:15,0,20.85,97.23,0,0,2.3,688.55,0,4.79,0,0,0,21.64,45,50.23,0,49.86,0,0,21.88,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,16.27,0,26.43,0,30,5.7,0,0,0,0,18.2,148.3,0,16.88,68.56,0,18.9,35.34,0,49.28,0,0,13.52,0,0,42.15,0,130.79,0,0,27.68,109.21,20,59.5,272.44,0,8.49,0,1.95,0,49.76,76.74

30,07:15-07:30,0,20.85,97.23,0,0,2.3,688.92,0,2.11,0,0,0,21.64,45,50.23,0,49.86,0,0,21.88,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,16.27,0,26.43,0,30,5.7,0,0,0,0,18.2,148.3,0,16.88,68.56,0,18.9,35.34,0,49.28,0,0,13.52,0,0,42.15,0,130.79,0,0,27.68,109.21,20,59.5,400.44,0,8.49,0,1.95,0,49.76,76.74

31,07:30-07:45,0,20.85,97.23,0,0,2.3,688.92,0,1.99,0,0,0,21.64,45,16.56,0,49.86,0,0,21.88,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,16.27,0,26.43,0,30,5.7,0,0,0,0,18.2,148.3,0,16.88,68.56,0,18.9,35.34,0,49.28,0,0,13.52,0,0,28.1,0,130.79,0,0,27.68,109.21,20,59.5,400.44,0,8.49,0,1.95,0,49.76,76.74

32,07:45-08:00,0,20.85,97.23,0,0,3.2,688.92,0,0,0,0,0,21.64,45,5.52,0,49.86,0,0,10.95,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,16.27,0,26.43,0,30,5.7,0,0,0,0,18.2,148.3,0,16.88,68.56,0,18.9,35.34,0,49.28,0,0,13.52,0,0,26.02,0,130.79,0,0,27.68,109.21,20,59.5,400.44,0,8.49,0,1.95,0,36.75,76.74

33,08:00-08:15,0,20.85,97.23,0,6.27,3.2,688.92,0,0,0,0,0,21.64,45,5.52,0,49.86,0,0,10.95,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,16.27,0,26.43,0,30,5.7,0,0,0,0,18.2,148.3,0,16.88,68.56,0,18.9,35.34,0,49.28,0,0,13.52,0,0,25.28,0,130.79,0,0,27.68,109.21,20,59.5,367.11,0,8.49,0,1.95,0,25.19,76.74

34,08:15-08:30,0,20.85,97.23,0,6.27,3.2,688.92,0,0,0,0,0,21.64,45,16.56,0,49.86,0,0,10.95,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,16.27,0,26.43,0,30,5.7,0,0,0,0,18.2,148.3,0,16.88,68.56,0,18.9,35.34,0,49.28,0,0,13.52,0,0,12.64,0,130.79,0,0,27.68,109.21,20,59.5,367.11,0,8.49,0,1.95,0,12.6,76.74

35,08:30-08:45,0,20.85,97.23,0,6.27,3.2,688.92,0,0,0,0,0,21.64,45,52.36,0,49.86,0,0,10.95,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,16.27,0,26.43,0,30,5.7,0,0,0,0,18.2,148.3,0,4.29,68.56,0,18.9,35.34,0,49.28,0,0,13.52,0,0,12.16,0,130.79,0,0,27.68,109.21,20,59.5,333.78,0,8.63,0,1.95,0,12.6,76.74

36,08:45-09:00,0,10.43,97.23,0,6.27,3.2,688.92,0,0,0,0,0,21.64,45,52.36,0,49.86,0,0,10.95,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,16.27,0,26.43,0,30,5.7,0,0,0,6.52,18.2,148.3,0,4.29,68.56,0,18.9,35.34,0,49.28,0,0,13.52,0,0,12.16,0,130.79,0,0,27.68,109.21,20,59.5,333.78,0,8.63,0,1.95,0,0,76.74

37,09:00-09:15,0,10.43,97.23,0,6.27,3.2,688.92,0,0,0,0,0,21.64,45,52.36,0,49.86,0,0,10.95,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,16.27,0,26.43,0,30,5.7,0,0,0,0,18.2,148.3,0,4.29,68.56,0,18.9,38.56,0,49.28,0,0,13.52,0,0,0,0,130.79,0,0,27.68,109.21,20,59.5,333.78,0,8.63,0,1.95,0,0,76.74

38,09:15-09:30,0,10.43,97.23,0,6.27,3.2,688.92,0,0,0,0,0,21.64,45,52.36,0,49.86,0,0,10.95,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,16.27,0,26.43,0,30,5.7,0,0,0,0,18.2,148.3,0,4.29,68.56,0,18.9,38.56,0,49.28,0,0,13.52,0,0,0,0,130.79,0,0,27.68,109.21,20,59.5,287.11,0,8.63,0,1.95,0,0,76.74

39,09:30-09:45,0,10.43,97.23,0,1.79,3.2,688.92,0,0,0,0,0,21.64,45,52.36,0,49.86,0,0,0,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,16.27,0,26.43,0,30,5.7,0,0,0,0,18.2,148.3,0,4.29,68.56,0,18.9,38.56,0,49.28,0,0,13.52,0,0,0,0,130.79,0,0,27.68,109.21,20,59.5,287.11,0,8.63,0,1.95,0,0,76.74

40,09:45-10:00,0,10.43,97.23,0,1.79,3.2,688.92,0,0,0,0,0,21.64,45,52.36,0,49.86,0,0,0,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,0,0,26.43,0,30,5.7,0,0,0,0,18.2,148.3,0,4.29,68.56,0,18.9,38.56,0,49.28,0,0,13.52,0,0,0,0,130.79,0,0,27.68,109.21,20,59.5,273.78,0,8.63,0,1.95,0,0,76.74

41,10:00-10:15,0,10.43,97.23,0,1.79,3.2,688.92,0,0,0,0,0,21.64,45,50.79,0,49.86,0,0,0,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,0,0,26.43,0,30,5.7,0,0,0,13.04,18.2,148.3,0,4.29,68.56,0,18.9,35.34,0,49.28,0,0,13.52,0,0,0,0,130.79,0,0,27.68,109.21,20,59.5,273.78,0,8.63,0,1.95,0,0,76.74

42,10:15-10:30,0,10.43,97.23,0,1.79,3.2,688.92,0,0,0,0,0,21.64,45,50.79,0,49.86,0,0,0,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,0,0,26.43,0,30,5.7,0,0,0,13.04,18.2,148.3,0,4.29,68.56,0,18.9,35.34,0,49.28,0,0,13.52,0,0,0,0,130.79,0,0,27.68,109.21,20,59.5,273.78,0,8.63,0,1.95,0,0,76.74

43,10:30-10:45,0,10.43,97.23,0,1.28,3.2,688.92,0,0,0,0,0,21.64,45,50.79,0,49.86,0,0,0,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,0,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,4.29,68.56,0,18.9,35.34,0,49.28,0,0,13.52,0,0,0,0,130.79,0,0,27.68,109.21,20,59.5,273.78,0,8.63,0,1.95,0,0,76.74

44,10:45-11:00,0,10.43,97.23,0,1.28,3.2,688.92,0,0,0,0,0,21.64,45,50.79,0,49.86,0,0,0,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,0,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,16.88,68.56,0,18.9,35.34,0,49.28,0,0,13.52,0,0,0,0,130.79,0,0,27.68,109.21,20,59.5,273.78,0,8.63,0,1.95,0,0,76.74

45,11:00-11:15,0,10.43,97.23,0,1.28,3.2,688.92,0,0,0,0,0,21.64,45,50.23,0,49.86,0,0,0,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,0,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,16.88,68.56,0,18.9,35.34,0,27.45,0,0,0,0,0,0,0,130.79,13.36,0,27.68,109.21,20,59.5,273.78,0,8.63,0,1.09,0,0,76.74

46,11:15-11:30,0,10.43,97.23,0,1.28,3.2,688.92,0,0,0,0,0,21.64,45,50.23,0,49.86,0,0,0,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,0,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,16.88,68.56,0,18.9,35.34,0,27.45,0,0,0,0,0,0,0,130.79,26.73,0,27.68,109.21,20,59.5,273.78,0,8.63,0,1.09,0,0,76.74

47,11:30-11:45,0,10.43,97.23,0,1.28,3.2,688.92,0,0,0,0,0,21.64,45,50.23,0,49.86,0,0,0,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,0,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,0,68.56,0,12.61,35.34,0,27.45,0,0,0,0,0,0,0,130.79,53.45,0,27.68,109.21,20,59.5,273.78,0,8.63,0,1.09,0,0,76.74

48,11:45-12:00,0,10.43,97.23,0,1.28,3.2,688.92,0,0,0,0,0,21.64,45,50.23,0,49.86,0,0,0,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,0,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,0,68.56,0,6.22,35.34,0,27.45,0,0,0,0,0,0,0,130.79,66.82,0,27.68,109.21,20,59.5,273.78,0,8.63,0,1.09,0,0,76.74

49,12:00-12:15,0,10.43,97.23,0,1.28,3.2,688.92,0,0,0,0,0,21.64,45,50.23,0,49.86,0,0,0,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,0,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,0,68.56,0,0,35.34,0,0,0,0,0,0,0,0,0,130.79,83.67,0,27.68,109.21,20,59.5,273.78,0,8.63,0,0,0,0,76.74

50,12:15-12:30,0,10.43,97.23,0,1.28,3.2,688.92,0,0,0,0,0,21.64,45,50.23,0,49.86,0,0,0,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,0,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,0,68.56,0,0,35.34,0,0,0,0,0,0,0,0,0,130.79,83.67,0,27.68,109.21,20,59.5,273.78,0,8.63,0,0,0,0,76.74

51,12:30-12:45,0,10.43,97.23,0,1.28,3.2,688.92,0,0,0,0,0,21.64,45,50.23,0,49.86,0,0,0,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,0,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,0,68.56,0,0,35.34,0,0,0,0,0,0,0,0,0,130.79,83.67,0,27.68,109.21,20,59.5,273.78,0,8.63,0,0,0,0,76.74

52,12:45-13:00,0,10.43,97.23,0,1.28,3.2,688.92,0,0,0,0,0,21.64,45,50.23,0,49.86,0,0,0,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,0,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,0,68.56,0,0,35.34,0,0,0,0,0,0,0,0,0,130.79,83.67,0,27.68,109.21,20,59.5,273.78,0,8.63,0,0,0,0,76.74

53,13:00-13:15,0,10.43,97.23,0,1.28,3.2,688.92,0,0,0,0,0,21.64,45,50.23,0,49.86,0,0,0,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,0,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,0,68.56,0,0,35.34,0,0,0,0,0,0,0,0,0,130.79,83.67,0,27.68,109.21,20,59.5,273.78,0,8.63,0,0,0,0,76.74

54,13:15-13:30,0,10.43,97.23,0,1.28,3.2,688.92,0,0,0,0,0,21.64,45,50.23,0,49.86,0,0,0,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,0,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,0,68.56,0,0,35.34,0,0,0,0,0,0,0,0,0,130.79,83.67,0,27.68,109.21,20,59.5,273.78,0,8.63,0,0,0,0,76.74

55,13:30-13:45,0,10.43,97.23,0,1.28,3.2,688.92,0,0,0,0,0,21.64,45,50.23,0,49.86,0,0,0,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,0,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,0,68.56,0,0,35.34,0,0,0,0,0,0,0,0,0,130.79,83.67,0,27.68,109.21,20,59.5,273.78,0,8.63,0,0,0,0,76.74

56,13:45-14:00,0,10.43,97.23,0,1.28,3.2,688.92,0,0,0,0,0,21.64,45,50.23,0,49.86,0,0,0,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,0,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,0,68.56,0,0,35.34,0,0,0,0,0,0,0,0,0,130.79,83.67,0,27.68,109.21,20,59.5,273.78,0,8.63,0,0,0,0,76.74

57,14:00-14:15,0,10.43,97.23,0,1.28,3.2,688.92,0,0,0,0,0,21.64,45,49.68,0,49.86,0,0,0,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,0,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,0,68.56,0,0,35.34,0,0,0,0,0,0,0,0,0,130.79,83.67,0,27.68,109.21,20,59.5,273.78,0,8.63,0,0,0,0,76.74

58,14:15-14:30,0,10.43,97.23,0,1.28,3.2,688.92,0,0,0,0,0,21.64,45,49.68,0,49.86,0,0,0,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,0,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,0,68.56,0,0,35.34,0,0,0,0,0,0,0,0,0,130.79,83.67,0,27.68,109.21,20,59.5,273.78,0,8.63,0,0,0,0,76.74

