Block,Time,DHAULIGNGA,DADRI_LF,DADRI_RF,DADRI_CRF,RAPPC,UNCHAHAR1,SINGRAULI_HYDRO,TEHRI,ANTA_CRF,RIHAND3,KOLDAM,SEWA2,PARBATI3,AURY_LF,NJPC,DADRI_GF,URI,CHAMERA3,SINGRAULI,CHAMERA2,URI2,DADRT2,RIHAND2,AURY_GF,AURY_CRF,RAPPB,BSIUL,RAMPUR,TANDA2,JHAJJAR,KOTESHWR,AURY_RF,ANTA_LF,ANTA_GF,KISHANGANGA,RIHAND1,NAPP,DULHASTI,UNCHAHAR3,UNCHAHAR2,UNCHAHAR4,CHAMERA1,TANAKPUR,ANTA_RF,SALAL,VALLURNTECL,KSTPS7,SIPAT II,KUDGI,FSTPP I & II,GANDHAR-RLNG,TAPS-II,TALST2,KAWAS-NAPM,SASAN,GANDHAR-NAPM,RSTPSU7,KHARGONE-I,NLCIIST2,GADARWARA-I,MAPS,MOUDA_II,KAWAS-APM,VSTPS II,KGSU1AND2,KAPS,VSTPS V,SIMHST2,BRBCL,MOUDA,VSTPS III,SIPAT I,NLCIIST1,RSTPSU1TO6,KHSTPP-I,KAWAS-zLIQ,NTPL,KAWAS-RLNG,GANDHAR-APM,KGSU3AND4,KHSTPP-II,VSTPS IV,VSTPS I,GANDHAR-ComGas,KKNP,KSTPS I&II,SOLAPUR,NNTPP,LARA-I,NLCTS2EXP,KAWAS-ComGas,NLCEXP,TALA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
27,06:30-06:45,30.254983,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,76.878687,0.000000,51.110784,21.518384,127.998795,14.804518,32.668553,342.397500,118.083735,0.000000,0.000000,0.000000,12.642280,2.364833,3.944705,337.770408,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,36.478524,7.030819,23.911016,0.000000,40.651823,0.000000,0.000000,34.743219,0.00,1.285329,1.791457,0.00,13.927380,0.000000,1.313349,0.00,0.000000,336.586388,0.000000,1.87,3.393268,1.50,3.290442,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,3.393268,1.01,7.67,26.944947,0.000000,3.65,0.000000,0.000000,2.10,142.278820,2.570658,2.201510,0.000000,0.00,2.797279,1.696634,0.19,4.078779,0.00,0.000000,1.67,0.000000,0,0,0,0,0

28,06:45-07:00,30.254983,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,76.878687,0.000000,51.110784,21.518384,127.998795,14.804518,32.668553,342.397500,118.083735,0.000000,0.000000,0.000000,12.642280,2.364833,3.944705,337.770408,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,36.478524,7.030819,23.911016,0.000000,40.651823,0.000000,0.000000,34.743219,0.00,1.285329,1.791457,0.00,13.927380,0.000000,1.313349,0.00,0.000000,336.586388,0.000000,1.87,3.393268,1.50,3.290442,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,3.393268,1.01,7.67,26.944947,0.000000,3.65,0.000000,0.000000,2.10,142.278820,2.570658,2.201510,0.000000,0.00,2.797279,1.696634,0.19,4.078779,0.00,0.000000,1.67,0.000000,0,0,0,0,0

29,07:00-07:15,30.254983,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,76.878687,0.000000,46.851552,21.518384,127.998795,14.804518,32.668553,343.663985,118.083735,0.000000,0.000000,0.000000,6.321140,2.364833,3.944705,340.410458,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,36.478524,7.030819,23.911016,0.000000,40.651823,0.000000,0.000000,34.743219,3.41,1.285329,1.791457,9.00,9.027720,0.000000,1.313349,2.90,0.000000,336.586388,0.000000,1.87,3.393268,1.48,1.974265,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,3.393268,0.99,7.67,21.948837,0.000000,3.65,0.000000,0.000000,2.10,142.278820,2.570658,2.201510,0.000000,0.00,2.797279,1.696634,0.19,4.078779,0.00,0.000000,1.47,0.000000,0,0,0,0,0

30,07:15-07:30,20.169989,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,51.252458,0.000000,46.851552,21.518384,127.998795,14.804518,32.668553,343.663985,118.083735,0.000000,0.000000,0.000000,6.321140,1.576556,3.944705,340.410458,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,36.478524,7.030819,23.727761,0.000000,40.651823,0.000000,0.000000,34.743219,3.44,1.285329,1.791457,9.00,9.027720,0.000000,1.313349,2.92,0.000000,336.586388,0.000000,1.87,3.393268,1.48,1.974265,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,3.393268,0.99,7.67,21.948837,0.000000,3.65,0.000000,0.000000,2.10,142.278820,2.570658,2.201510,0.000000,0.00,2.797279,1.696634,0.19,4.078779,0.00,0.000000,1.47,0.000000,0,0,0,0,0

31,07:30-07:45,10.084994,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,25.626229,0.000000,46.851552,21.518384,127.998795,14.804518,32.668553,343.663985,118.083735,0.000000,0.000000,0.000000,6.321140,0.788278,3.944705,337.770408,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,36.478524,7.030819,23.727761,0.000000,40.651823,0.000000,0.000000,34.743219,3.44,1.285329,1.791457,9.00,9.027720,0.000000,1.313349,2.92,0.000000,336.586388,0.000000,1.87,3.393268,1.48,1.974265,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,3.393268,0.99,7.67,21.948837,0.000000,3.65,0.000000,0.000000,2.10,142.278820,2.570658,2.201510,0.000000,0.00,2.709864,1.696634,0.19,4.078779,0.00,0.000000,1.47,0.000000,0,0,0,0,0

32,07:45:08:00,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,20.749983,0.000000,46.851552,21.518384,127.998795,29.760103,32.668553,343.663985,118.083735,0.000000,0.000000,0.000000,5.304750,0.639762,3.944705,337.770408,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,36.478524,7.030819,23.727761,0.000000,40.651823,0.000000,0.000000,34.743219,3.44,1.285329,1.791457,9.00,9.027720,0.000000,1.313349,2.92,0.000000,336.586388,0.000000,1.87,3.393268,1.48,1.974265,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,3.393268,0.99,7.67,21.948837,0.000000,3.65,0.000000,0.000000,2.10,142.278820,2.570658,2.201510,0.000000,0.00,2.709864,1.696634,0.19,4.078779,0.00,0.000000,1.47,0.000000,0,0,0,0,0

33,08:00-08:15,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,20.749983,0.000000,46.851552,21.518384,127.998795,29.760103,35.210761,343.663985,118.083735,0.000000,0.000000,0.000000,0.000000,0.639762,3.944705,337.770408,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,36.478524,7.030819,10.979675,0.000000,27.049402,0.000000,0.000000,34.743219,3.44,1.285329,1.791457,9.00,2.787405,0.000000,1.313349,2.92,0.000000,336.586388,0.000000,1.87,3.393268,1.48,1.974265,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,3.393268,0.99,7.67,11.400390,0.000000,3.65,0.000000,0.000000,2.10,108.275638,2.570658,2.201510,0.000000,0.00,2.709864,1.696634,0.19,4.078779,0.00,0.000000,1.47,0.000000,0,0,0,0,0

34,08:15-08:30,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,4.245892,0.000000,20.749983,0.000000,46.851552,21.518384,127.998795,29.760103,35.210761,343.663985,118.083735,0.000000,0.000000,0.000000,0.000000,0.639762,3.944705,337.770408,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,36.478524,7.030819,10.979675,0.000000,13.486604,0.000000,0.000000,34.743219,3.44,1.285329,1.791457,9.00,2.787405,0.000000,1.313349,2.92,0.000000,336.586388,0.000000,1.87,3.393268,1.48,1.974265,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,3.393268,0.99,7.67,11.400390,0.000000,3.65,0.000000,0.000000,2.10,142.278820,2.570658,2.201510,0.000000,0.00,2.709864,1.696634,0.19,4.078779,0.00,0.000000,1.47,0.000000,0,0,0,0,0

35,08:30-08:45,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,18.398866,0.000000,20.749983,0.000000,46.851552,21.518384,127.998795,29.760103,32.668553,363.308824,118.083735,0.000000,0.000000,0.000000,0.000000,0.639762,3.944705,337.770408,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,36.478524,7.030819,37.202019,0.000000,0.000000,0.000000,0.000000,34.743219,3.44,1.285329,1.791457,9.00,14.915607,0.000000,1.313349,2.92,0.000000,336.586388,0.000000,1.87,3.393268,1.48,1.974265,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,3.393268,0.99,7.67,36.781786,0.000000,3.65,0.000000,0.000000,2.10,142.278820,2.570658,2.201510,0.000000,0.00,2.709864,1.696634,0.19,4.078779,0.00,0.000000,1.47,0.000000,0,0,0,0,0

36,08:45:09:00,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,36.797731,0.000000,20.749983,0.000000,51.110784,21.518384,127.998795,29.760103,32.668553,363.308824,118.083735,0.000000,0.000000,0.000000,0.000000,0.639762,3.944705,337.770408,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,36.478524,7.030819,37.202019,0.000000,0.000000,0.000000,0.000000,34.743219,3.44,1.285329,1.791457,9.00,14.915607,0.000000,1.313349,2.92,0.000000,336.586388,0.000000,1.87,3.393268,1.48,1.974265,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,3.393268,0.99,7.67,36.781786,0.000000,3.65,0.000000,0.000000,2.10,142.278820,2.570658,2.201510,0.000000,0.00,2.709864,1.696634,0.19,4.078779,0.00,0.000000,1.47,0.000000,0,0,0,0,0

37,09:00:09:15,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,36.797731,0.000000,20.749983,0.000000,51.110784,21.518384,127.998795,29.760103,32.668553,363.847301,118.083735,0.000000,0.000000,0.000000,0.000000,0.639762,3.944705,337.770408,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,36.478524,12.850539,24.656478,0.000000,0.000000,0.000000,0.000000,34.743219,3.44,1.285329,1.791457,9.00,8.781387,0.000000,1.313349,2.92,0.000000,336.586388,0.000000,1.87,3.393268,1.48,1.974265,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,3.534321,0.99,7.67,26.406949,0.000000,3.65,0.000000,0.000000,2.10,108.275638,2.570658,2.201510,0.000000,0.00,2.709864,1.696634,0.19,4.078779,0.00,0.000000,1.58,0.000000,0,0,0,0,0

38,09:15-09:30,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,36.797731,0.000000,20.749983,0.000000,46.851552,21.518384,127.998795,29.760103,32.668553,363.847301,118.083735,0.000000,0.000000,0.000000,0.000000,0.639762,3.944705,337.770408,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,36.478524,12.850539,24.656478,0.000000,0.000000,0.000000,0.000000,34.743219,3.44,1.285329,1.791457,9.00,8.781387,0.000000,1.313349,2.92,0.000000,336.586388,0.000000,1.87,3.393268,1.48,1.974265,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,3.561903,0.99,7.67,26.406949,0.000000,3.65,0.000000,0.000000,2.10,108.275638,2.570658,2.201510,0.000000,0.00,2.709864,1.696634,0.19,4.078779,0.00,0.000000,1.61,0.000000,0,0,0,0,0

39,09:30-09:45,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,36.797731,0.000000,20.749983,0.000000,46.851552,21.518384,127.998795,29.760103,32.668553,363.847301,118.083735,0.000000,0.000000,0.000000,0.000000,0.639762,3.944705,337.770408,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,36.478524,12.850539,24.656478,0.000000,0.000000,0.000000,0.000000,34.743219,3.44,1.285329,1.791457,9.00,8.781387,0.000000,1.313349,2.92,0.000000,336.586388,0.000000,1.87,3.393268,1.48,1.974265,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,3.814338,0.99,7.67,26.233339,0.000000,3.65,0.000000,0.000000,2.10,108.275638,2.570658,2.201510,0.000000,0.00,2.709864,1.696634,0.19,4.078779,0.00,0.000000,1.61,0.000000,0,0,0,0,0

40,09:45-10:00,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,18.398866,0.000000,0.000000,0.000000,46.851552,21.518384,127.998795,29.760103,32.668553,363.847301,118.083735,0.000000,0.000000,0.000000,0.000000,0.000000,3.944705,337.770408,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,36.478524,12.850539,24.656478,0.000000,0.000000,0.000000,0.000000,45.950709,3.44,1.285329,1.791457,9.00,8.781387,0.000000,1.313349,2.92,0.000000,336.586388,0.000000,1.87,3.393268,1.50,1.974265,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,4.044785,1.01,7.67,26.233339,0.000000,3.65,0.000000,0.000000,2.10,108.275638,2.570658,2.201510,0.000000,0.00,2.709864,1.696634,0.19,4.078779,0.00,0.000000,1.61,0.000000,0,0,0,0,0

41,10:00-10:15,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,4.245892,0.000000,0.000000,0.000000,46.851552,21.518384,127.998795,29.760103,32.668553,364.414394,118.083735,0.000000,0.000000,0.000000,0.000000,0.000000,3.944705,343.502223,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,54.905879,13.523890,24.656478,0.000000,0.000000,0.000000,0.000000,47.071458,3.44,1.285329,1.791457,9.00,8.781387,0.000000,1.313349,2.92,0.000000,336.586388,0.000000,1.87,3.393268,1.50,1.974265,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,4.110136,1.01,7.67,26.233339,0.000000,3.65,0.000000,0.000000,2.10,108.275638,2.570658,2.211726,0.000000,0.00,2.709864,1.696634,0.19,4.078779,0.00,0.000000,1.67,0.000000,0,0,0,0,0

42,10:15-10:30,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,0.000000,0.000000,46.851552,21.518384,127.998795,29.760103,32.668553,364.389070,118.083735,0.000000,0.000000,0.000000,0.000000,0.000000,3.944705,343.502223,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,54.905879,13.523890,24.656478,0.000000,0.000000,0.000000,0.000000,47.071458,3.44,1.285329,1.791457,9.00,8.781387,0.000000,1.313349,2.92,0.000000,336.586388,0.000000,1.87,3.393268,1.53,1.974265,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,4.113052,1.04,7.67,26.233339,0.000000,3.65,0.000000,0.000000,2.10,108.275638,2.570658,2.211845,0.000000,0.00,2.709864,1.696634,0.19,4.078779,0.00,0.000000,1.67,0.000000,0,0,0,0,0

43,10:30-10:45,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,0.000000,0.000000,46.851552,21.518384,127.998795,29.760103,32.668553,364.694655,118.083735,0.000000,0.000000,0.000000,0.000000,0.000000,3.944705,346.532427,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,54.905879,13.602742,24.656478,0.000000,0.000000,0.000000,0.000000,47.071458,3.44,1.285329,1.791457,9.00,8.781387,0.000000,1.313349,2.92,0.000000,336.586388,0.000000,1.87,3.393268,1.53,1.974265,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,4.231922,1.05,7.67,26.233339,0.000000,3.65,0.000000,0.000000,2.10,108.275638,2.570658,2.222090,0.000000,0.00,2.709864,1.696634,0.19,4.078779,0.00,0.000000,1.67,0.000000,0,0,0,0,0

44,10:45-11:00,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,0.000000,0.000000,46.851552,21.518384,127.998795,29.760103,32.668553,364.694655,118.083735,0.000000,0.000000,0.000000,0.000000,0.000000,3.944705,346.532427,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,54.905879,13.602742,24.656478,0.000000,0.000000,0.000000,0.000000,47.071458,3.44,1.285329,1.791457,9.00,8.781387,0.000000,1.313349,2.92,0.000000,336.586388,0.000000,1.87,3.393268,1.53,1.974265,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,4.250154,1.05,7.67,26.233339,0.000000,3.65,0.000000,0.000000,2.10,108.275638,2.570658,2.222181,0.000000,0.00,2.709864,1.696634,0.19,4.078779,0.00,0.000000,1.67,0.000000,0,0,0,0,0

45,11:00-11:15,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,0.000000,0.000000,46.851552,21.518384,127.998795,29.760103,35.210761,364.694655,118.083735,0.000000,0.000000,0.000000,0.000000,0.000000,3.944705,346.532427,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,54.905879,13.602742,10.979675,0.000000,0.000000,6.177622,0.000000,47.071458,3.44,1.285329,1.791457,9.00,8.781387,0.000000,1.313349,2.92,0.000000,327.688875,0.000000,1.87,3.393268,1.53,1.974265,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,4.250154,1.05,7.67,26.233339,0.000000,3.65,0.000000,0.000000,2.10,142.278820,2.570658,2.222181,0.000000,0.00,2.709864,1.696634,0.19,4.078779,0.00,0.000000,1.76,0.000000,0,0,0,0,0

46,11:15-11:30,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,0.000000,0.000000,46.851552,10.759192,127.998795,29.760103,35.210761,364.694655,118.083735,0.000000,0.000000,0.000000,0.000000,0.000000,3.944705,346.532427,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,54.905879,13.602742,10.979675,0.000000,0.000000,6.177622,0.000000,47.071458,3.44,1.285329,1.791457,9.00,8.781387,0.000000,1.313349,2.92,0.000000,320.093438,0.000000,1.87,3.393268,1.53,1.974265,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,4.250154,1.05,7.67,26.233339,0.000000,3.65,0.000000,0.000000,2.10,142.278820,2.570658,2.222181,0.000000,0.00,2.709864,1.696634,0.19,4.078779,0.00,0.000000,1.77,0.000000,0,0,0,0,0

47,11:30-11:45,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,0.000000,0.000000,46.851552,0.000000,127.998795,29.760103,32.668553,364.389070,118.083735,0.000000,0.000000,0.000000,6.321140,0.000000,3.944705,343.502223,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,36.478524,13.523890,10.979675,0.000000,0.000000,6.177622,0.000000,67.244940,3.44,1.285329,1.791457,9.00,14.915607,0.000000,1.313349,2.92,0.000000,312.498000,0.000000,1.87,3.393268,1.53,1.974265,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,4.250154,1.05,7.67,35.878339,0.000000,3.65,0.000000,0.000000,2.10,142.278820,2.570658,2.222181,0.000000,0.00,2.709864,1.696634,0.19,4.078779,0.00,0.000000,1.77,0.000000,0,0,0,0,0

48,11:45-12:00,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,0.000000,0.000000,46.851552,0.000000,127.998795,29.760103,32.668553,364.389070,118.083735,0.000000,0.000000,0.000000,6.321140,0.000000,3.944705,343.502223,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,18.239262,13.523890,10.979675,0.000000,0.000000,6.177622,0.000000,67.244940,3.44,1.285329,1.791457,9.00,14.915607,0.000000,1.313349,2.92,0.000000,305.987625,0.000000,1.87,3.393268,1.53,1.974265,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,4.325852,1.05,7.67,35.878339,0.000000,3.65,0.000000,0.000000,2.10,142.278820,2.570658,2.222181,0.000000,0.00,2.709864,1.696634,0.19,4.078779,0.00,0.000000,1.77,0.000000,0,0,0,0,0

49,12:00-12:15,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,0.000000,0.000000,46.851552,0.000000,127.998795,14.804518,32.668553,363.820322,118.083735,0.000000,0.000000,0.000000,6.321140,0.000000,3.944705,337.770408,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,0.000000,13.108428,10.217720,0.000000,0.000000,6.177622,0.000000,67.244940,3.44,1.285329,1.791457,9.00,9.027720,0.000000,1.313349,2.92,0.000000,298.392188,0.000000,1.87,3.393268,1.53,1.974265,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,4.384339,1.05,7.67,27.006000,0.000000,3.65,0.000000,0.000000,2.10,128.017313,2.570658,2.222181,0.000000,0.00,2.709864,1.696634,0.19,4.078779,0.00,0.000000,1.77,0.000000,0,0,0,0,0

50,12:15-12:30,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,0.000000,0.000000,46.851552,0.000000,127.998795,0.000000,32.668553,363.820322,118.083735,0.000000,0.000000,0.000000,12.642280,0.000000,3.944705,337.770408,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,0.000000,13.108428,10.217720,0.000000,0.000000,6.177622,0.000000,67.244940,3.44,1.285329,1.791457,9.00,9.027720,0.000000,1.313349,2.92,0.000000,298.392188,0.000000,1.87,3.393268,1.53,1.974265,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,4.462954,1.05,7.67,27.006000,0.000000,3.65,0.000000,0.000000,2.10,137.662313,2.570658,2.222181,0.000000,0.00,2.709864,1.696634,0.19,4.078779,0.00,0.000000,1.77,0.000000,0,0,0,0,0

51,12:30-12:45,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,0.000000,0.000000,46.851552,0.000000,127.998795,0.000000,35.210761,363.820322,118.083735,0.000000,0.000000,0.000000,12.642280,0.000000,3.944705,339.895626,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,0.000000,13.108428,10.217720,0.000000,0.000000,0.370657,0.000000,47.071458,3.44,1.285329,1.791457,9.00,9.027720,0.000000,1.313349,2.92,0.000000,298.392188,0.000000,1.87,3.393268,1.53,1.974265,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,4.524358,1.05,7.67,27.006000,0.000000,3.65,0.000000,0.000000,2.10,128.017313,2.570658,2.232517,0.000000,0.00,2.709864,1.696634,0.19,4.078779,0.00,0.000000,1.77,0.000000,0,0,0,0,0

52,12:45-13:00,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,0.000000,0.000000,51.110784,0.000000,127.998795,0.000000,35.210761,363.820322,118.083735,0.000000,0.000000,0.000000,12.642280,0.000000,3.944705,339.895626,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,0.000000,13.108428,10.217720,0.000000,0.000000,0.370657,0.000000,34.743219,3.44,1.285329,1.791457,9.00,2.893500,0.000000,1.313349,2.92,0.000000,298.392188,0.000000,1.87,3.393268,1.49,1.974265,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,4.579198,1.00,7.67,17.361000,0.000000,3.65,0.000000,0.000000,2.10,128.017313,2.570658,2.232517,0.000000,0.00,2.709864,1.696634,0.19,4.078779,0.00,0.000000,1.77,0.000000,0,0,0,0,0

53,13:00-13:15,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,0.000000,0.000000,51.110784,0.000000,127.998795,0.000000,32.668553,363.820322,118.083735,0.000000,0.000000,0.000000,12.642280,0.000000,3.944705,339.895626,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,0.000000,13.108428,10.217720,0.000000,0.000000,0.370657,0.000000,34.743219,3.44,1.285329,1.791457,9.00,2.893500,0.000000,1.313349,2.92,0.000000,298.392188,0.000000,1.87,3.393268,1.49,1.974265,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,4.579198,1.00,7.67,17.361000,0.000000,3.65,0.000000,0.000000,2.10,96.809305,2.570658,2.242852,0.000000,0.00,2.709864,1.696634,0.19,4.078779,0.00,0.000000,1.77,0.000000,0,0,0,0,0

54,13:15-13:30,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,0.000000,0.000000,48.448764,0.000000,127.998795,0.000000,32.668553,363.820322,118.083735,0.000000,0.000000,0.000000,12.642280,0.000000,3.944705,339.895626,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,0.000000,13.108428,10.217720,0.000000,0.000000,0.370657,0.000000,34.743219,3.44,1.285329,1.791457,9.00,2.893500,0.000000,1.313349,2.92,0.000000,298.392188,0.000000,1.87,3.393268,1.49,1.974265,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,4.661459,1.00,7.67,17.361000,0.000000,3.65,0.000000,0.000000,2.10,84.364911,2.570658,2.242852,0.000000,0.00,2.709864,1.696634,0.19,4.078779,0.00,0.000000,1.77,0.000000,0,0,0,0,0

