Time,Block,NR/2023/12355/D,NR/2023/12364/C,NR/2023/10613/A,NR/2023/11941/F,NR/2023/11958/F,NR/2023/11947/F,NR/2023/11330/A,NR/2023/10944/A,NR/2023/12361/C,NR/2023/11643/A,NR/2023/10229/A,NR/2023/11959/F,NR/2023/10611/A,NR/2023/10236/A,NR/2023/11642/A,NR/2023/11962/F,NR/2023/10487/A,NR/2023/12369/C,NR/2023/10344/A,NR/2023/11952/F,NR/2023/11960/F,NR/2023/12397/C,NR/2023/10434/A,NR/2023/12356/D,NR/2023/11862/F,NR/2023/12357/D,NR/2023/11956/F,NR/2023/11961/F,NR/2023/12358/D,NR/2023/11957/F,NR/2023/11963/F,NR/2023/11342/A,NR/2023/12370/C,NR/2023/11476/A,NR/2023/11955/F,Total

3,00:30-00:45,0,11.130000,12.620000,62.630000,0.640000,6.740000,53.960000,23.120000,29.550000,13.010000,42.740000,0.710000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,36.350000,0.710000,0.000000,24.090000,66.870000,2.890000,0,0.400000,0.770000,0,0.780000,0.460000,115.620000,0.000000,48.180000,0.360000,846.52

4,00:45-01:00,0,11.130000,12.620000,62.630000,0.640000,6.740000,53.960000,23.120000,29.550000,13.010000,42.740000,0.710000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,36.350000,0.710000,0.000000,24.090000,66.870000,2.890000,0,0.400000,0.770000,0,0.780000,0.460000,115.620000,0.000000,48.180000,0.360000,846.52

5,01:00-01:15,0,11.040000,12.620000,62.630000,0.640000,6.740000,53.960000,23.120000,29.550000,13.010000,42.740000,0.710000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,36.350000,0.710000,0.000000,24.090000,66.870000,2.890000,0,0.400000,0.770000,0,0.780000,0.460000,115.620000,0.000000,48.180000,0.360000,846.43

6,01:15-01:30,0,11.040000,12.620000,62.630000,0.640000,6.740000,53.960000,23.120000,29.550000,13.010000,42.740000,0.710000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,36.350000,0.710000,0.000000,24.090000,66.870000,2.890000,0,0.400000,0.770000,0,0.780000,0.460000,115.620000,0.000000,48.180000,0.360000,846.43

7,01:30-01:45,0,11.040000,12.620000,62.630000,0.640000,6.740000,53.960000,23.120000,29.550000,13.010000,42.740000,0.710000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,36.350000,0.710000,0.000000,24.090000,66.870000,2.890000,0,0.400000,0.770000,0,0.780000,0.460000,115.620000,0.000000,48.180000,0.360000,846.43

8,01:45-02:00,0,11.040000,12.620000,62.630000,0.640000,6.740000,53.960000,23.120000,29.550000,13.010000,42.740000,0.710000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,36.350000,0.710000,0.000000,24.090000,66.870000,2.890000,0,0.400000,0.770000,0,0.780000,0.460000,115.620000,0.000000,48.180000,0.360000,846.43

9,02:00-02:15,0,10.950000,12.620000,62.630000,0.640000,6.740000,53.960000,23.120000,29.550000,13.010000,42.740000,0.710000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,36.350000,0.710000,0.000000,24.090000,66.870000,2.890000,0,0.400000,0.770000,0,0.780000,0.460000,115.620000,0.000000,48.180000,0.360000,846.34

10,02:15-02:30,0,10.950000,12.620000,62.630000,0.640000,6.740000,53.960000,23.120000,29.550000,13.010000,42.740000,0.710000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,36.350000,0.710000,0.000000,24.090000,66.870000,2.890000,0,0.400000,0.770000,0,0.780000,0.460000,115.620000,0.000000,48.180000,0.360000,846.34

11,02:30-02:45,0,10.950000,12.620000,62.630000,0.640000,6.740000,53.960000,23.120000,29.550000,13.010000,42.740000,0.710000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,36.350000,0.710000,0.000000,24.090000,66.870000,2.890000,0,0.400000,0.770000,0,0.780000,0.460000,115.620000,0.000000,48.180000,0.360000,846.34

12,02:45-03:00,0,10.950000,12.620000,62.630000,0.640000,6.740000,53.960000,23.120000,29.550000,13.010000,42.740000,0.710000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,36.350000,0.710000,0.000000,24.090000,66.870000,2.890000,0,0.400000,0.770000,0,0.780000,0.460000,115.620000,0.000000,48.180000,0.360000,846.34

13,03:00-03:15,0,10.850000,12.620000,62.630000,0.640000,6.740000,53.960000,23.120000,29.550000,13.010000,42.740000,0.710000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.710000,0.000000,24.090000,66.870000,2.890000,0,0.400000,0.770000,0,0.780000,0.460000,115.620000,0.000000,48.180000,0.360000,809.89

14,03:15-03:30,0,10.850000,12.620000,62.630000,0.640000,6.740000,53.960000,23.120000,29.550000,13.010000,42.740000,0.710000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.710000,0.000000,24.090000,66.870000,2.890000,0,0.400000,0.770000,0,0.780000,0.460000,115.620000,0.000000,48.180000,0.360000,809.89

15,03:30-03:45,0,10.850000,12.620000,62.630000,0.640000,6.740000,53.960000,23.120000,29.550000,13.010000,42.740000,0.710000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.710000,0.000000,24.090000,66.870000,2.890000,0,0.400000,0.770000,0,0.780000,0.460000,115.620000,0.000000,48.180000,0.360000,809.89

16,03:45-04:00,0,10.850000,12.620000,62.630000,0.640000,6.740000,53.960000,23.120000,29.550000,13.010000,42.740000,0.710000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.710000,0.000000,24.090000,66.870000,2.890000,0,0.400000,0.770000,0,0.780000,0.460000,115.620000,0.000000,48.180000,0.360000,809.89

17,04:00-04:15,0,10.760000,12.620000,62.630000,0.640000,6.740000,53.960000,23.120000,28.540000,13.010000,42.740000,0.710000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.710000,0.000000,24.090000,66.870000,2.890000,0,0.400000,0.770000,0,0.780000,0.460000,115.620000,0.000000,48.180000,0.360000,808.79

18,04:15-04:30,0,10.760000,12.620000,62.630000,0.640000,6.740000,53.960000,23.120000,28.540000,13.010000,42.740000,0.710000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.710000,0.000000,24.090000,66.870000,2.890000,0,0.400000,0.770000,0,0.780000,0.460000,115.620000,0.000000,48.180000,0.360000,808.79

19,04:30-04:45,0,10.760000,12.620000,62.630000,0.640000,6.740000,53.960000,23.120000,28.540000,13.010000,42.740000,0.710000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.710000,0.000000,24.090000,66.870000,2.890000,0,0.400000,0.770000,0,0.780000,0.460000,115.620000,0.000000,48.180000,0.360000,808.79

20,04:45-05:00,0,10.760000,12.620000,62.630000,0.640000,6.740000,53.960000,23.120000,28.540000,13.010000,42.740000,0.710000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.710000,0.000000,24.090000,66.870000,2.890000,0,0.400000,0.770000,0,0.780000,0.460000,115.620000,0.000000,48.180000,0.360000,808.79

21,05:00-05:15,0,10.670000,0.000000,62.630000,0.640000,6.740000,53.960000,23.120000,28.540000,13.010000,42.740000,0.710000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.710000,0.000000,24.090000,66.870000,2.890000,0,0.400000,0.770000,0,0.780000,0.460000,115.620000,0.000000,48.180000,0.360000,796.08

22,05:15-05:30,0,10.670000,0.000000,62.630000,0.640000,6.740000,53.960000,23.120000,28.540000,13.010000,42.740000,0.710000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.710000,0.000000,24.090000,66.870000,2.890000,0,0.400000,0.770000,0,0.780000,0.460000,115.620000,0.000000,48.180000,0.360000,796.08

23,05:30-05:45,0,10.670000,0.000000,62.630000,0.640000,6.740000,53.960000,23.120000,28.540000,13.010000,42.740000,0.710000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.710000,0.000000,24.090000,66.870000,2.890000,0,0.400000,0.770000,0,0.780000,0.460000,115.620000,0.000000,48.180000,0.360000,796.08

24,05:45-06:00,0,10.670000,0.000000,62.630000,0.640000,6.740000,53.960000,23.120000,28.540000,13.010000,42.740000,0.710000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.710000,0.000000,24.090000,66.870000,2.890000,0,0.400000,0.770000,0,0.780000,0.460000,115.620000,0.000000,48.180000,0.360000,796.08

25,06:00-06:15,0,10.580000,0.000000,62.630000,0.640000,6.740000,0.000000,0.000000,28.540000,13.010000,42.740000,0.710000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.710000,0.000000,24.090000,66.870000,2.890000,0,0.400000,0.770000,0,0.780000,0.460000,115.620000,0.000000,48.180000,0.360000,718.91

26,06:15-06:30,0,10.580000,0.000000,62.630000,0.640000,6.740000,0.000000,0.000000,28.540000,13.010000,42.740000,0.710000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.710000,0.000000,24.090000,66.870000,2.890000,0,0.400000,0.770000,0,0.780000,0.460000,115.620000,0.000000,48.180000,0.360000,718.91

27,06:30-06:45,0,10.580000,0.000000,62.630000,0.640000,6.740000,0.000000,0.000000,28.540000,13.010000,42.740000,0.710000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.710000,0.000000,24.090000,66.870000,2.890000,0,0.400000,0.770000,0,0.780000,0.460000,115.620000,0.000000,48.180000,0.360000,718.91

28,06:45-07:00,0,10.580000,0.000000,62.630000,0.640000,6.740000,0.000000,0.000000,28.540000,13.010000,42.740000,0.710000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.710000,0.000000,24.090000,66.870000,2.890000,3.5,0.400000,0.770000,1.5,0.780000,0.460000,115.620000,0.000000,48.180000,0.360000,723.91

29,07:00-07:15,0,10.480000,0.000000,62.630000,0.640000,6.740000,0.000000,0.000000,26.500000,13.010000,42.740000,0.710000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.710000,0.000000,24.090000,66.870000,2.890000,18.9,0.400000,0.770000,8.1,0.780000,0.460000,115.620000,0.000000,48.180000,0.360000,743.77

30,07:15-07:30,0.1,10.480000,0.000000,62.630000,0.640000,6.740000,0.000000,0.000000,26.500000,13.010000,42.740000,0.710000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.710000,0.000000,24.090000,66.870000,2.890000,32.9,0.400000,0.770000,14.1,0.780000,0.460000,115.620000,0.000000,48.180000,0.360000,763.87

31,07:30-07:45,0.42,10.480000,0.000000,62.630000,0.640000,6.740000,0.000000,0.000000,26.500000,13.010000,42.740000,0.710000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.710000,0.000000,24.090000,66.870000,2.890000,42,0.400000,0.770000,18,0.780000,0.460000,115.620000,0.000000,48.180000,0.360000,777.19

32,07:45:08:00,0.86,10.480000,0.000000,62.630000,0.640000,6.740000,0.000000,0.000000,26.500000,13.010000,42.740000,0.710000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.710000,0.000000,24.090000,66.870000,2.890000,56,0.400000,0.770000,24,0.780000,0.460000,115.620000,0.000000,48.180000,0.360000,797.63

33,08:00-08:15,1.17,10.480000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,26.500000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.730000,0.000000,24.090000,66.870000,2.890000,76.3,0.400000,0.770000,32.7,0.770000,0.460000,115.620000,0.000000,48.180000,0.360000,826.95

34,08:15-08:30,1.17,10.480000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,26.500000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.730000,0.000000,24.090000,66.870000,2.890000,91,0.400000,0.770000,39,0.770000,0.460000,115.620000,0.000000,48.180000,0.360000,847.95

35,08:30-08:45,1.17,10.480000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,26.500000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.730000,0.000000,24.090000,66.870000,2.890000,103.6,0.400000,0.770000,44.4,0.770000,0.460000,115.620000,0.000000,48.180000,0.360000,865.95

36,08:45:09:00,2.99,10.480000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,26.500000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.730000,0.000000,24.090000,66.870000,2.890000,117.6,0.400000,0.770000,50.4,0.770000,0.460000,115.620000,0.000000,48.180000,0.360000,887.77

37,09:00:09:15,3.76,10.400000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,28.540000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,30.000000,12.210000,0.000000,0.730000,0.000000,24.090000,66.870000,2.890000,127.4,0.400000,0.770000,54.6,0.770000,0.460000,115.620000,10.000000,48.180000,0.360000,944.5

38,09:15-09:30,4.53,10.400000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,28.540000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,30.000000,12.210000,0.000000,0.730000,0.000000,24.090000,66.870000,2.890000,143.5,0.400000,0.770000,61.5,0.770000,0.460000,115.620000,10.000000,48.180000,0.360000,968.27

39,09:30-09:45,4.53,10.400000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,28.540000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,30.000000,12.210000,0.000000,0.730000,0.000000,24.090000,66.870000,2.890000,154,0.400000,0.770000,66,0.770000,0.460000,115.620000,10.000000,48.180000,0.360000,983.27

40,09:45-10:00,4.75,10.400000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,28.540000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,30.000000,12.210000,0.000000,0.730000,0.000000,24.090000,66.870000,2.890000,165.2,0.400000,0.770000,70.8,0.770000,0.460000,115.620000,10.000000,48.180000,0.360000,999.49

41,10:00-10:15,4.73,10.300000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,28.540000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,30.000000,12.210000,0.000000,0.730000,0.000000,24.090000,66.870000,2.890000,172.2,0.400000,0.770000,73.8,0.770000,0.460000,115.620000,10.000000,48.180000,0.360000,1009.37

42,10:15-10:30,4.73,10.300000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,28.540000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,30.000000,12.210000,0.000000,0.730000,0.000000,24.090000,66.870000,2.890000,178.5,0.400000,0.770000,76.5,0.770000,0.460000,115.620000,10.000000,48.180000,0.360000,1018.37

43,10:30-10:45,5.69,10.300000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,28.540000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,30.000000,12.210000,0.000000,0.730000,0.000000,24.090000,66.870000,2.890000,182,0.400000,0.770000,78,0.770000,0.460000,115.620000,10.000000,48.180000,0.360000,1024.33

44,10:45-11:00,6.17,10.300000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,28.540000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,30.000000,12.210000,0.000000,0.730000,0.000000,24.090000,66.870000,2.890000,184.1,0.400000,0.770000,78.9,0.770000,0.460000,115.620000,10.000000,48.180000,0.360000,1027.81

45,11:00-11:15,6.94,5.700000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,28.540000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,30.000000,12.210000,0.000000,0.730000,0.000000,24.090000,66.870000,2.890000,184.1,0.400000,0.770000,78.9,0.770000,0.460000,115.620000,10.000000,48.180000,0.360000,1023.98

46,11:15-11:30,7.14,5.700000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,28.540000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,30.000000,12.210000,0.000000,0.730000,0.000000,24.090000,66.870000,2.890000,182.7,0.400000,0.770000,78.3,0.770000,0.460000,115.620000,10.000000,48.180000,0.360000,1022.18

47,11:30-11:45,7.81,5.700000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,28.540000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,30.000000,12.210000,0.000000,0.730000,0.000000,24.090000,66.870000,2.890000,184.8,0.400000,0.770000,79.2,0.770000,0.460000,115.620000,10.000000,48.180000,0.360000,1025.85

48,11:45-12:00,8.01,5.700000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,28.540000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,30.000000,12.210000,0.000000,0.730000,0.000000,24.090000,66.870000,2.890000,184.8,0.400000,0.770000,79.2,0.770000,0.460000,115.620000,10.000000,48.180000,0.360000,1026.05

49,12:00-12:15,8.1,5.700000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,28.540000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,30.000000,12.210000,0.000000,0.730000,0.000000,24.090000,66.870000,2.890000,184.8,0.400000,0.770000,79.2,0.770000,0.460000,115.620000,10.000000,48.180000,0.360000,1026.14

50,12:15-12:30,8.2,5.700000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,28.540000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,30.000000,12.210000,0.000000,0.730000,0.000000,24.090000,66.870000,2.890000,184.8,0.400000,0.770000,79.2,0.770000,0.460000,115.620000,10.000000,48.180000,0.360000,1026.24

51,12:30-12:45,8.2,5.700000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,28.540000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,30.000000,12.210000,0.000000,0.730000,0.000000,24.090000,66.870000,2.890000,184.8,0.400000,0.770000,79.2,0.770000,0.460000,115.620000,10.000000,48.180000,0.360000,1026.24

52,12:45-13:00,8.49,5.700000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,28.540000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,30.000000,12.210000,0.000000,0.730000,0.000000,24.090000,66.870000,2.890000,184.8,0.400000,0.770000,79.2,0.770000,0.460000,115.620000,10.000000,48.180000,0.360000,1026.53

53,13:00-13:15,8.68,5.700000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,28.540000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,30.000000,12.210000,0.000000,0.730000,0.000000,24.090000,66.870000,2.890000,184.8,0.400000,0.770000,79.2,0.770000,0.460000,115.620000,10.000000,48.180000,0.360000,1026.72

54,13:15-13:30,9.07,5.700000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,28.540000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,30.000000,12.210000,0.000000,0.730000,0.000000,24.090000,66.870000,2.890000,184.8,0.400000,0.770000,79.2,0.770000,0.460000,115.620000,10.000000,48.180000,0.360000,1027.11

55,13:30-13:45,8.68,5.700000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,28.540000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,30.000000,12.210000,0.000000,0.730000,0.000000,24.090000,66.870000,2.890000,184.8,0.400000,0.770000,79.2,0.770000,0.460000,115.620000,10.000000,48.180000,0.360000,1026.72

56,13:45-14:00,8.58,5.700000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,28.540000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,30.000000,12.210000,0.000000,0.730000,0.000000,24.090000,66.870000,2.890000,184.8,0.400000,0.770000,79.2,0.770000,0.460000,115.620000,10.000000,48.180000,0.360000,1026.62

57,14:00-14:15,8.11,5.700000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,28.540000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.730000,0.000000,24.090000,66.870000,2.890000,183.4,0.400000,0.770000,78.6,0.770000,0.460000,115.620000,0.000000,48.180000,0.360000,984.15

58,14:15-14:30,8.05,5.700000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,28.540000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.730000,0.000000,24.090000,66.870000,2.890000,182,0.400000,0.770000,78,0.770000,0.460000,115.620000,0.000000,48.180000,0.360000,982.09

59,14:30-14:45,8.1,5.700000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,28.540000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.730000,0.000000,24.090000,66.870000,2.890000,182,0.400000,0.770000,78,0.770000,0.460000,115.620000,0.000000,48.180000,0.360000,982.14

60,14:45-15:00,7.81,5.700000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,28.540000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.730000,0.000000,24.090000,66.870000,2.890000,175.7,0.400000,0.770000,75.3,0.770000,0.460000,115.620000,0.000000,48.180000,0.360000,972.85

61,15:00-15:15,6.85,10.120000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,30.570000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.730000,0.000000,24.090000,66.870000,2.890000,164.5,0.400000,0.770000,70.5,0.770000,0.460000,115.620000,0.000000,48.180000,0.360000,962.34

62,15:15-15:30,6.85,10.120000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,30.570000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.730000,0.000000,24.090000,66.870000,2.890000,155.4,0.400000,0.770000,66.6,0.770000,0.460000,115.620000,0.000000,48.180000,0.360000,949.34

63,15:30-15:45,6.85,10.120000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,30.570000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.730000,0.000000,24.090000,66.870000,2.890000,143.5,0.400000,0.770000,61.5,0.770000,0.460000,115.620000,0.000000,48.180000,0.360000,932.34

64,15:45-16:00,6.08,10.120000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,30.570000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.730000,0.000000,24.090000,66.870000,2.890000,133,0.400000,0.770000,57,0.770000,0.460000,115.620000,0.000000,48.180000,0.360000,916.57

