Column1,Time,NR/01102023/08032047/L_NR_2021_14,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,NR/01102023/22052037/LT-59,NR/01102023/13082046/L_NR_2021_12,GNA/WR/2024/11/01/4200,GNA/WR/2024/10/15/7089,NR/26072023/25122043/L_NR_2023_10,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_17,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/12/01/1899,NR/01102023/06022042/L_NR_2012_02,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/12/01/3428,GNA/SR/2024/12/01/6968,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/12/01/1475,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/12/01/1766,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/12/01/7739,GNA/NR/2024/12/31/7325,GNA/NR/2024/12/01/1599,GNA/NR/2024/12/01/2197,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10
10,02:15-02:30,0,27.61,0,0,0,0,0,0,0,0,0,0,0,0,26.24,1.14,1.57,8.73,67.26,1.65,8.73,150,57.36,0,26.2,0,0,0,100.1,22.27,70.06,0,74.71,47.56,0,142.69,22.27,22.5,0,8,7.5,0,0,7.5,18.33,18.33

11,02:30-02:45,0,27.81,0,0,0,0,0,0,0,0,0,0,0,0,25.74,1.14,1.57,8.73,67.26,1.65,8.73,150,57.36,0,26.2,0,0,0,100.1,22.27,70.06,0,74.71,47.56,0,142.69,22.27,30,0,8,10,0,0,10,16.67,16.67

12,02:45-03:00,0,28.01,0,0,0,0,0,0,0,0,0,0,0,0,25.74,1.14,1.57,8.73,67.26,1.65,8.73,150,57.36,0,26.2,0,0,0,100.1,22.27,70.06,0,74.71,47.56,0,142.69,22.27,30,0,8,10,0,0,10,16.67,16.67

13,03:00-03:15,0,28.21,0,0,0,0,0,0,0,0,0,0,0,0,25.74,1.14,1.53,8.73,65.33,1.56,8.73,150,57.36,0,26.2,0,0,0,100.1,22.27,70.06,0,74.71,47.56,0,142.69,22.27,40.01,0,8.33,13.33,0,0,13.33,16.67,16.67

14,03:15-03:30,0,28.61,0,0,0,0,0,0,0,0,0,0,0,0,25.74,1.14,1.53,8.73,65.33,1.56,8.73,150,57.36,0,26.2,0,0,0,100.1,22.27,70.06,0,74.71,47.56,0,142.69,22.27,39.49,0,8.33,13.17,0,0,13.17,16.67,16.67

15,03:30-03:45,0,26.01,0,0,0,0,0,0,0,0,0,0,0,0,25.74,1.14,1.53,8.73,65.33,1.56,8.73,150,57.36,0,26.2,0,0,0,100.1,22.27,70.06,0,74.71,47.56,0,142.69,22.27,45,0,8.33,15,0,0,15,15,15

16,03:45-04:00,0,26.01,0,0,0,0,0,0,0,0,0,0,0,0,25.74,1.14,1.53,8.73,65.33,1.56,8.73,150,57.36,0,26.2,0,0,0,100.1,22.27,70.06,0,74.71,47.56,0,142.69,22.27,43.99,0,8.33,14.67,0,0,14.67,15,15

17,04:00-04:15,0,24.01,0,0,0,0,0,0,0,0,0,0,0,0,25.23,1.14,1.53,8.73,65.33,1.56,8.73,150,57.36,0,26.2,0,0,0,100.1,22.27,70.06,0,74.71,47.56,0,142.69,22.27,42.49,0,8.33,14.17,0,0,14.17,21.67,21.66

18,04:15-04:30,0,24.01,0,0,0,0,0,0,0,0,0,0,0,0,25.23,1.14,1.53,8.73,65.33,1.56,8.73,150,57.36,0,26.2,0,0,0,100.1,22.27,70.06,0,74.71,47.56,0,142.69,22.27,40.5,0,8.33,13.5,0,0,13.5,21.67,21.66

19,04:30-04:45,0,33.01,0,0,0,0,0,0,0,0,0,0,0,0,25.23,1.14,1.53,8.73,64.37,1.56,8.73,150,57.36,0,26.2,0,0,0,52.84,22.27,70.06,0,74.71,47.56,0,142.69,22.27,39,0,8.33,13,0,0,13,21.67,21.66

20,04:45-05:00,0,32.81,0,0,0,0,0,0,0,0,0,0,0,0,24.73,1.14,1.53,8.73,94.47,1.56,8.73,150,64.01,0,26.2,0,0,0,52.84,22.27,70.06,0,74.71,47.56,0,142.69,22.27,37.01,0,8.33,12.33,0,0,12.33,20.67,20.66

21,05:00-05:15,0,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,1.53,8.73,94.47,1.65,8.73,150,64.01,0,26.2,0,0,0,100.1,22.27,70.06,0,96.08,47.56,0,142.69,22.27,27.49,0,7.33,9.17,0,0,9.17,20.67,20.66

22,05:15-05:30,0,32.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,1.53,8.73,94.47,1.65,8.73,150,64.01,0,26.2,0,0,0,100.1,22.27,70.06,0,115.3,47.56,0,142.69,22.27,27.49,0,7.33,9.17,0,0,9.17,20.67,20.66

23,05:30-05:45,0,37.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,1.53,8.73,103.11,1.65,8.73,150,64.01,0,26.2,0,0,0,100.1,22.27,70.06,0,134.03,47.56,0,142.69,22.27,22.5,0,7.33,7.5,0,0,7.5,16.67,16.66

24,05:45-06:00,0,36.62,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,1.53,8.73,121.34,1.65,8.73,150,76.18,0,26.2,0,0,0,100.1,22.27,70.06,0,134.03,47.56,0,142.69,22.27,22.5,0,7.33,7.5,0,0,7.5,16.67,16.66

25,06:00-06:15,0,36.22,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,1.53,8.73,130.43,1.65,8.73,150,86.66,0,26.2,0,0,0,100.1,24.02,65.92,0,134.03,0,0,0,24.02,22.5,0.5,7.33,7.5,0,0,7.5,16.67,16.66

26,06:15-06:30,0,36.01,0,0,0,0,0,0,0,0,0,0,0.07,0,0,1.14,1.53,11.53,130.43,1.65,11.53,150,86.66,0,26.2,0,0,0,100.1,24.02,65.92,0,134.03,0,0,0,24.02,22.5,0.96,7.33,7.5,0,0,7.5,16.67,16.66

27,06:30-06:45,0,37.02,0,0,0,0,0,0,0,0,0,0.14,0.15,0,0,1.14,1.53,11.53,130.43,1.65,11.53,150,86.66,0,26.2,0,0,0,100.1,24.02,65.92,0,134.03,0,0,0,24.02,22.5,2.16,7.33,7.5,0,0,7.5,16.67,16.66

28,06:45-07:00,0,37.02,0,0,0,0,0,0,0,0,0,2.84,0.23,0,0,1.14,1.53,13.45,130.43,1.65,13.45,150,86.66,0,33.63,0,0,0,100.1,24.02,74.39,0,134.03,0,0,0,24.02,22.5,4.37,7.33,7.5,0,1,7.5,16.67,16.66

29,07:00-07:15,2,33.01,0.03,0,0,0.14,0,0,0,0,1,10.45,0.79,0,0,1.14,1.53,13.45,130.43,1.56,13.45,150,86.66,0.21,33.63,0,0,0.2,100.1,24.02,82.87,0.2,134.03,0,72.06,0,24.02,19.99,10.55,7.33,6.67,0.17,3,6.67,16.67,16.66

30,07:15-07:30,3,32.41,0.13,0,0,0.66,0,0,0,1,2,19.32,1.74,1,0,1.14,1.53,13.45,130.43,1.56,13.45,150,86.66,0.47,33.63,0,0,0.46,100.1,24.02,114.88,0.46,134.03,0,72.06,0,24.02,19.99,18.2,7.33,6.67,0.76,7,6.67,16.67,16.66

31,07:30-07:45,5,35.01,0.43,1,0,2.13,0,0,1,4,3,32.62,3.07,2,0,1.14,1.53,13.45,130.43,1.56,13.45,150,86.66,0.87,43.24,0,0,0.84,100.1,36.51,114.88,0.84,134.03,0,72.06,0,36.51,19.99,29.67,6.33,6.67,2.28,12,6.67,13.33,13.34

32,07:45-08:00,7,34.81,1.35,2,0,6.77,0,0,3,7,5,29.25,4.7,2,0,1.14,1.53,13.45,130.43,1.56,13.45,150,86.66,1.3,43.24,0,0,1.27,100.1,36.51,114.88,1.27,134.03,0,72.06,0,36.51,19.99,29.25,6.33,6.67,4.83,20,6.67,13.33,13.34

33,08:00-08:15,10,34.61,2.92,3,0,14.58,0,0,4,11,7,30.85,6.85,3,0,1.14,1.53,14.41,130.43,1.65,14.41,150,86.66,1.87,43.24,0,0,1.83,100.1,36.51,114.88,1.83,134.03,0,72.06,0,36.51,19.99,30.85,6.33,6.67,8.5,28,6.67,13.33,13.34

34,08:15-08:30,13,34.41,4.99,5,0,24.92,0,0,6,14,9,29.9,8.51,5,0,1.14,1.53,14.41,130.43,1.65,14.41,150,86.66,2.37,43.24,0,0,2.31,100.1,36.51,114.88,2.31,134.03,0,72.06,0,36.51,19.99,29.9,6.33,6.67,13.37,29.9,6.67,13.33,13.34

35,08:30-08:45,17,36.22,8.54,9,0,42.72,0,0,12,28,13,30.4,11.16,7,0,1.14,1.53,14.41,130.43,1.65,14.41,150,86.66,3.03,43.24,0,0,2.96,100.1,36.51,114.88,2.96,134.03,0,72.06,0,36.51,19.99,30.4,6.33,6.67,19.86,30.4,6.67,13.33,13.34

36,08:45-09:00,25,36.01,12.03,17,0,60.17,0,0,15,35,15,30.8,12.9,8,0,1.14,1.53,14.41,130.43,1.65,14.41,150,86.66,3.73,43.24,0,0,3.64,100.1,36.51,114.88,3.64,134.03,0,72.06,0,36.51,19.99,30.8,6.33,6.67,28.46,30.8,6.67,13.33,13.34

37,09:00-09:15,36,35.61,16.83,21,0,84.14,0,0,18,42,23,30.8,15.66,12,0,1.14,1.48,14.41,130.43,1.56,14.41,150,86.66,4.48,43.24,0,0,4.37,100.1,36.51,114.88,4.37,134.03,0,72.06,0,36.51,19.99,30.8,5.67,6.67,37.95,30.8,6.67,13.33,13.34

38,09:15-09:30,47,35.21,20.61,25,0,103.06,0,0,22,53,27,30.8,18.52,13,0,1.14,1.48,14.41,130.43,1.56,14.41,150,86.66,5.16,43.24,0,0,5.03,100.1,36.51,114.88,5.03,134.03,0,72.06,0,36.51,19.99,30.8,5.67,6.67,47.09,30.8,6.67,13.33,13.34

39,09:30-09:45,53,35.01,25.5,28,0,127.52,0,0,28,67,33,30.8,22.76,17,25.74,1.14,1.48,14.41,130.43,1.56,14.41,150,86.66,6.7,43.24,0,0,6.54,100.1,36.51,114.88,6.54,134.03,0,72.06,0,36.51,19.99,30.8,5.67,6.67,55.02,30.8,6.67,13.33,13.34

40,09:45-10:00,60,34.81,29.16,31,0,145.78,0,0,33,77,37,30.8,26.27,19,25.74,1.14,1.48,14.41,130.43,1.56,14.41,150,86.66,8.78,43.24,0,0,8.57,100.1,36.51,114.88,8.57,134.03,0,72.06,0,36.51,19.99,30.8,5.67,6.67,61.67,30.8,6.67,13.33,13.34

41,10:00-10:15,72,34.61,36.51,34,0,182.57,0,0,33,77,43,30.8,30.34,22,25.74,1.14,1.48,14.41,130.43,1.65,14.41,150,86.66,10.96,43.24,0,0,10.7,100.1,36.51,114.88,10.7,134.03,0,72.06,0,36.51,19.99,30.8,5.67,6.67,68.43,30.8,6.67,13.33,13.34

42,10:15-10:30,75,34.41,39.62,37,0,198.13,0,0,39,91,50,30.8,33.51,25,25.74,1.14,1.48,14.41,130.43,1.65,14.41,150,86.66,11.69,43.24,0,0,11.4,100.1,36.51,114.88,11.4,134.03,0,72.06,0,36.51,19.99,30.8,5.67,6.67,75.81,30.8,6.67,13.33,13.34

43,10:30-10:45,80,31.21,42.61,38,0,213.06,0,0,41,96,43,30.8,36.12,22,25.74,1.14,1.48,14.41,130.43,1.65,14.41,150,86.66,12.52,43.24,0,0,12.21,100.1,36.51,114.88,12.21,134.03,0,72.06,0,36.51,19.99,30.8,5.67,6.67,67.89,30.8,6.67,13.33,13.34

44,10:45-11:00,83,31.01,44.49,39,0,222.45,0,0,47,110,53,30.8,41.79,27,25.74,1.14,1.48,14.41,130.43,1.65,14.41,150,86.66,13.26,43.24,0,0,12.93,100.1,36.51,114.88,12.93,134.03,0,72.06,0,36.51,19.99,30.8,5.67,6.67,73.7,30.8,6.67,13.33,13.34

45,11:00-11:15,93,24.01,45.28,43,0,226.38,0,0,39,91,43,30.8,48.27,22,25.74,1.14,1.48,14.41,130.43,1.56,14.41,150,86.66,13.31,43.24,0,0,12.99,100.1,36.51,114.88,12.99,134.03,0,72.06,0,36.51,19.99,30.8,5.67,6.67,79.5,30.8,6.67,13.33,13.34

46,11:15-11:30,93,23.81,46.18,44,0,230.9,0,0,45,105,47,30.8,49.84,23,25.74,1.14,1.48,14.41,130.43,1.56,14.41,150,86.66,13.31,43.24,0,0,12.99,100.1,36.51,114.88,12.99,134.03,0,72.06,0,36.51,19.99,30.8,5.67,6.67,109.17,30.8,6.67,13.33,13.34

47,11:30-11:45,88,23.61,46.67,43,0,233.33,0,0,54,126,53,30.8,51.41,27,25.74,1.14,1.48,14.41,130.43,1.56,14.41,150,86.66,13.31,43.24,0,0,12.99,100.1,36.51,114.88,12.99,134.03,0,72.06,0,36.51,19.99,30.8,5.67,6.67,115.01,30.8,6.67,13.33,13.34

48,11:45-12:00,88,23.41,46.67,43,0,233.33,0,0,60,140,60,30.8,52.45,30,25.74,1.14,1.48,14.41,130.43,1.56,14.41,150,86.66,13.31,43.24,0,0,12.99,100.1,36.51,114.88,12.99,134.03,0,72.06,0,36.51,19.99,30.8,5.67,6.67,124.76,30.8,6.67,13.33,13.34

49,12:00-12:15,87,19.61,46.67,43,0,233.33,0,0,57,133,50,30.8,52.54,25,25.74,1.14,1.53,14.41,130.43,1.56,14.41,150,86.66,13.31,43.24,0,0,12.99,100.1,36.51,70.06,12.99,134.03,0,72.06,0,36.51,19.99,30.8,5.67,6.67,126.71,30.8,6.67,13.33,13.34

50,12:15-12:30,87,20.41,46.67,43,0,233.33,0,0,60,140,57,30.8,52.64,28,25.74,1.14,1.53,14.41,130.43,1.56,14.41,150,86.66,13.31,43.24,0,0,12.99,100.1,36.51,70.06,12.99,134.03,0,72.06,0,36.51,19.99,30.8,5.67,6.67,131.19,30.8,6.67,13.33,13.34

51,12:30-12:45,82,22.61,46.67,43,0,233.33,0,0,69,161,83,30.8,52.73,42,25.74,1.14,1.53,14.41,130.43,1.56,14.41,150,76.18,13.31,43.24,0,0,12.99,100.1,36.51,70.06,12.99,134.03,0,72.06,0,36.51,19.99,30.8,5,6.67,134.69,30.8,6.67,13.33,13.34

52,12:45-13:00,82,22.61,46.67,43,0,233.33,0,0,73,172,87,30.8,52.83,43,26.24,1.14,1.53,14.41,130.43,1.56,14.41,150,76.18,13.31,43.24,0,0,12.99,100.1,36.51,70.06,12.99,134.03,0,72.06,0,36.51,19.99,30.8,5,6.67,137.03,30.8,6.67,13.33,13.34

53,13:00-13:15,85,22.61,46.67,43,0,233.33,0,0,82,193,92,30.8,52.5,46,26.24,1.14,1.53,14.41,112.69,1.65,14.41,150,76.18,13.31,43.24,0,0,12.99,100.1,36.51,70.06,12.99,134.03,0,72.06,0,36.51,19.99,30.8,5,6.67,137.46,30.8,6.67,13.33,13.34

54,13:15-13:30,85,22.61,46.67,43,0,233.33,0,0,82,193,92,30.8,52.17,46,26.24,1.14,1.53,13.45,112.69,1.65,13.45,150,76.18,13.31,43.24,0,0,12.99,100.1,36.51,70.06,12.99,134.03,0,72.06,0,36.51,19.99,30.8,5,6.67,136.96,30.8,6.67,13.33,13.34

55,13:30-13:45,87,26.01,46.67,43,0,233.33,0,0,82,193,91,30.8,51.55,46,26.24,1.14,1.53,13.45,112.69,1.65,13.45,150,76.18,13.31,43.24,0,0,12.99,100.1,36.51,70.06,12.99,134.03,0,72.06,0,36.51,19.99,30.8,5,6.67,136.51,30.8,6.67,13.33,13.34

56,13:45-14:00,87,26.61,46.67,42,0,233.33,0,0,81,189,91,30.8,50.62,45,25.74,1.14,1.53,13.45,112.69,1.65,13.45,150,76.18,13.31,43.24,0,0,12.99,100.1,36.51,70.06,12.99,134.03,0,72.06,0,36.51,19.99,30.8,5,6.67,132.54,30.8,6.67,13.33,13.34

57,14:00-14:15,88,27.21,46.63,41,0,233.17,0,0,78,182,89,30.8,48.43,44,25.23,1.14,1.57,13.45,112.69,1.65,13.45,150,76.18,13.31,43.24,0,0,12.99,100.1,36.51,70.06,12.99,134.03,0,72.06,0,36.51,19.99,30.8,5,6.67,127.21,30.8,6.67,13.33,13.34

58,14:15-14:30,87,28.21,45.05,39,0,225.24,0,0,75,175,85,30.8,45.93,42,24.73,1.14,1.57,13.45,112.69,1.65,13.45,150,76.18,12.78,43.24,0,0,12.46,100.1,36.51,70.06,12.46,134.03,0,72.06,0,36.51,19.99,30.8,5,6.67,120.79,30.8,6.67,13.33,13.34

59,14:30-14:45,78,28.61,45.06,37,0,225.31,0,0,70,165,81,30.8,43.05,40,24.73,1.14,1.57,13.45,112.69,1.65,13.45,150,76.18,11.85,43.24,0,0,11.57,100.1,36.51,70.06,11.57,134.03,0,72.06,0,36.51,19.99,30.8,5,6.67,113.5,30.8,6.67,13.33,13.34

60,14:45-15:00,75,29.01,43.25,35,0,216.22,0,0,66,154,74,30.8,40.55,37,24.73,1.14,1.57,13.45,112.69,1.65,13.45,150,75.73,10.93,43.24,0,0,10.66,100.1,36.51,70.06,10.66,134.03,0,72.06,0,36.51,19.99,30.8,5,6.67,105.38,30.8,6.67,13.33,13.34

61,15:00-15:15,60,31.61,40,30,0,200,0,0,61,144,70,31.3,37.02,35,24.73,1.22,1.57,13.45,130.43,1.65,13.45,150,86.66,9.99,43.24,0,0,9.74,100.1,36.51,70.06,9.74,134.03,0,72.06,0,36.51,19.99,31.3,5,6.67,96.42,31.3,6.67,13.33,13.34

62,15:15-15:30,57,31.81,37.5,27,0,187.5,0,0,57,133,65,31.3,33.36,33,25.23,1.22,1.57,13.45,130.43,1.65,13.45,150,86.66,8.84,43.24,0,0,8.63,100.1,36.51,70.06,8.63,134.03,0,72.06,0,36.51,19.99,31.3,5,6.67,86.42,31.3,6.67,13.33,13.34

63,15:30-15:45,32,31.81,35,16,0,175,0,0,51,119,55,32.91,29.73,28,25.23,1.22,1.57,13.45,130.43,1.65,13.45,150,86.66,7.83,43.24,0,0,7.64,100.1,36.51,70.06,7.64,134.03,0,72.06,0,36.51,22.5,32.91,5,7.5,75.47,25,7.5,13.33,13.34

64,15:45-16:00,23,32.01,31.67,12,0,158.33,0,0,45,105,49,32.95,26.04,24,25.23,1.22,1.57,13.45,130.43,1.65,13.45,150,86.66,6.81,43.24,0,0,6.64,100.1,36.51,70.06,6.64,134.03,0,72.06,0,36.51,22.5,32.95,5,7.5,63.88,18,7.5,13.33,13.34

65,16:00-16:15,20,32.01,21.49,10,0,107.44,0,0,39,91,39,33,22.14,19,25.23,1.22,1.61,13.45,130.43,1.65,13.45,150,86.66,5.72,43.24,0,0,5.59,100.1,36.51,78.54,5.59,134.03,0,72.06,0,36.51,22.5,28.65,5,7.5,51.61,10,7.5,14.67,14.66

66,16:15-16:30,18,32.01,17.38,8,0,86.93,0,0,31,74,31,33,18.17,15,25.23,1.22,1.61,13.45,130.43,1.65,13.45,150,86.66,4.61,43.24,0,0,4.5,100.1,36.51,87.01,4.5,134.03,0,72.06,0,36.51,22.5,18.67,5,7.5,38.92,5,7.5,15,15

67,16:30-16:45,10,17.01,13.28,6,0,66.4,0,0,27,63,23,18.23,14.24,11,25.23,1.22,1.61,13.45,130.43,1.65,13.45,150,86.66,3.5,43.24,0,0,3.42,100.1,36.51,95.48,3.42,134.03,0,72.06,0,36.51,22.5,10.68,5,7.5,26.21,1,7.5,15.33,15.34

68,16:45-17:00,8,17.81,9.18,5,0,45.88,0,0,21,49,13,7.41,10.26,7,25.23,1.22,1.61,13.45,130.43,1.65,13.45,150,86.66,2.4,43.24,0,0,2.34,100.1,36.51,103.96,2.34,134.03,0,72.06,0,36.51,22.5,4.46,5,7.5,16.58,0,7.5,15.33,15.34

69,17:00-17:15,7,18.21,7.09,2,0,35.44,0,0,15,35,9,2.71,7.83,4,25.23,1.3,1.61,14.41,130.43,1.65,14.41,150,86.66,1.77,43.24,0,0,1.72,95.02,36.51,112.43,1.72,134.03,0,72.06,0,36.51,22.5,1.08,5.33,7.5,9.76,0,7.5,15.67,15.66

70,17:15-17:30,5,18.61,3.7,1,0,18.51,0,0,7,18,4,0.76,5.45,2,26.24,1.3,1.61,14.41,130.43,1.65,14.41,150,86.66,1.2,43.24,0,0,1.17,95.02,36.51,114.88,1.17,134.03,0,72.06,0,36.51,22.5,1.64,5.67,7.5,4.79,0,7.5,15.67,15.66

71,17:30-17:45,3,19.01,1.64,0,0,8.23,0,0,3,7,1,0.05,3.05,0,26.75,1.3,1.61,14.41,130.43,1.65,14.41,150,86.66,0.69,43.24,0,0,0.67,95.02,36.51,114.88,0.67,134.03,0,72.06,0,36.51,22.5,0.96,10,7.5,0.86,0,7.5,23.33,23.34

72,17:45-18:00,2,19.01,0.41,0,0,2.06,0,0,1,4,0,0.02,0.63,0,26.75,1.3,1.61,14.41,130.43,1.65,14.41,150,86.66,0.22,43.24,0,0,0.21,95.02,36.51,114.88,0.21,134.03,0,72.06,0,36.51,22.5,0.52,10,7.5,0,0,7.5,24,24

73,18:00-18:15,0,22.01,0,0,0,0,50,150,0,0,0,0,0.37,0,26.24,1.3,1.61,14.41,130.43,1.65,14.41,150,86.66,0.11,43.24,0,0,0.11,95.02,36.51,114.88,0.11,134.03,0,72.06,0,36.51,22.5,0,7.67,7.5,0,0,7.5,16.67,16.66

74,18:15-18:30,0,22.61,0,0,0,0,50,150,0,0,0,0,0.19,0,26.24,1.3,1.61,14.41,130.43,1.65,14.41,150,86.66,0,43.24,0,0,0,95.02,36.51,114.88,0,134.03,0,72.06,0,36.51,22.5,0,7.67,7.5,0,0,7.5,16.67,16.66

75,18:30-18:45,0,22.81,0,0,0,0,50,150,0,0,0,0,0,0,26.24,1.3,1.61,14.41,130.43,1.65,14.41,150,86.66,0,43.24,0,0,0,100.1,36.51,114.88,0,134.03,0,72.06,0,36.51,22.5,0,7.67,7.5,0,0,7.5,18.33,18.34

76,18:45-19:00,0,23.41,0,0,0,0,50,150,0,0,0,0,0,0,26.24,1.3,1.61,14.41,130.43,1.65,14.41,150,86.66,0,43.24,0,0,0,100.1,36.51,114.88,0,134.03,0,72.06,0,36.51,22.5,0,7.67,7.5,0,0,7.5,19,19

77,19:00-19:15,0,17.01,0,0,0,0,50,150,0,0,0,0,0,0,26.24,1.22,1.57,14.41,130.43,1.65,14.41,150,86.66,0,43.24,0,0,0,100.1,36.51,114.88,0,134.03,0,72.06,0,36.51,22.5,0,7.67,7.5,0,0,7.5,20,20

