Block,Time,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/01102023/30042040/GNA_LT_36,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01062024/30062024/APPCPL/180/F25/GNA/12300,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/21062024/21062024/IEX_240620-01227,NR/01062024/30062024/IEPL01,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/01062024/30062024/R2,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/30092023/31122025/SH-07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/20062024/30062024/1000011400-GOHP-BRPL(DISCOM),NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/01102023/23072042/L_NR_2012_04,NR/16062024/30062024/1000011196-KWHPS-BRPL(DISCOM),NR/01102023/15082037/GNA_NR_2012_01,NR/01062024/30062024/1000011034-ACBL-BRPL,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,NR/01102023/14082046/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02012046/L_NR_2021_17
23,05:30-05:45,24.150000,0.000000,24.150000,48.300000,0.000000,6.840000,273.140000,0.000000,12.310000,31.290000,201.760000,6.450000,48.300000,38.640000,48.300000,24.150000,21.780000,24.150000,14.170000,0.000000,67.620000,0.000000,14.170000,6.220000,12.720000,66.270000,63.350000,0.000000,0.000000,100.640000,24.150000,1.158941,16.6,0,74,107.5,74,0,0,35.83,33.34,35.84,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,24.150000,0.000000,24.150000,48.300000,0.000000,6.840000,273.140000,0.000000,12.310000,31.290000,201.760000,6.450000,48.300000,38.640000,48.300000,24.150000,21.780000,24.150000,14.170000,0.000000,67.620000,0.000000,14.170000,6.220000,12.720000,66.270000,63.350000,0.000000,0.000000,100.640000,24.150000,2.269187,15.8,0,75.33,110,75.33,0,0,36.67,34,36.66,0,0.18,0.12,0,0.6,0,0.2,0,0,0

25,06:00-06:15,24.150000,0.000000,24.150000,48.300000,0.000000,6.760000,273.140000,0.000000,12.310000,31.290000,201.760000,6.220000,48.300000,38.640000,48.300000,24.150000,21.780000,24.150000,14.170000,0.000000,67.620000,0.000000,14.170000,6.040000,12.640000,66.270000,63.350000,0.000000,0.000000,100.640000,24.150000,2.181536,15.8,0,76.67,112.5,76.67,6.94,0,37.5,30,37.5,7.55,1.67,0.75,1,3.77,0,1,1,1,0

26,06:15-06:30,24.150000,0.100000,24.150000,48.300000,0.100000,6.760000,273.140000,0.000000,12.310000,31.290000,201.760000,6.220000,48.300000,38.640000,48.300000,24.150000,21.780000,24.150000,14.170000,0.000000,67.620000,0.100000,14.170000,6.040000,12.640000,66.270000,63.350000,0.000000,0.000000,100.640000,24.150000,4.96689,15.2,0,77.67,115,77.67,10.1,2,38.33,30,38.34,15.76,3.82,1.62,1,8.13,1,2,4,2,0

27,06:30-06:45,24.150000,0.750000,24.150000,48.300000,0.740000,6.760000,273.140000,0.000000,12.310000,31.290000,201.760000,6.220000,48.300000,38.640000,48.300000,24.150000,21.780000,24.150000,14.170000,0.000000,67.620000,0.740000,14.170000,6.040000,12.640000,66.270000,63.350000,0.000000,0.000000,100.640000,24.150000,8.102848,15.8,0,78.67,115,78.67,14.55,6,38.33,30,38.34,21.39,6.57,2.6,3,13,3,5,7,5,0

28,06:45-07:00,24.150000,1.190000,24.150000,48.300000,1.170000,6.760000,273.140000,0.000000,12.310000,31.290000,201.760000,6.220000,48.300000,38.640000,48.300000,24.150000,21.780000,24.150000,14.170000,0.000000,67.620000,1.170000,14.170000,6.040000,12.640000,70.430000,63.350000,0.000000,0.000000,100.640000,24.150000,11.823146,16.6,0,79.67,115,79.67,20.72,11,38.33,31,38.34,26.73,9.55,3.87,6,19.38,4,6,14,8,0

29,07:00-07:15,24.150000,1.770000,24.150000,48.300000,1.720000,6.680000,273.140000,0.000000,12.310000,31.290000,131.130000,6.220000,48.300000,38.640000,48.300000,24.150000,21.780000,24.150000,20.260000,0.000000,67.620000,1.720000,20.260000,6.040000,12.540000,70.430000,57.670000,0.000000,0.000000,71.660000,24.150000,16.137523,17,0,80,115,80,31.73,20,38.33,32,38.34,31.72,13.94,5.72,9,28.59,5,8,21,11,0

30,07:15-07:30,24.150000,2.440000,24.150000,48.300000,2.390000,6.680000,273.140000,0.000000,12.310000,31.290000,131.130000,6.220000,48.300000,38.640000,48.300000,24.150000,21.780000,24.150000,20.260000,0.000000,67.620000,2.390000,20.260000,6.040000,12.540000,70.430000,57.670000,0.000000,0.000000,53.130000,24.150000,20.968067,16.6,0,80,115,80,30.15,30.15,38.33,33,38.34,30.15,18.06,8.11,15,40.55,8,12.86,35,16,0

31,07:30-07:45,24.150000,3.230000,24.150000,48.300000,3.140000,6.680000,273.140000,0.000000,3.860000,31.290000,111.090000,6.220000,48.300000,38.640000,48.300000,24.150000,21.780000,24.150000,20.260000,0.000000,67.620000,3.140000,20.260000,6.040000,12.540000,70.430000,57.670000,0.000000,0.000000,53.130000,24.150000,30.103249,13,0,80,115,80,31.48,31.48,38.33,34.34,38.34,31.49,23.11,10.92,19,54.59,12,16.18,43,23,0

32,07:45:08:00,24.150000,4.290000,24.150000,48.300000,4.180000,6.680000,273.140000,0.000000,3.860000,31.290000,111.090000,6.220000,48.300000,38.640000,48.300000,24.150000,21.780000,24.150000,20.260000,0.000000,67.620000,4.180000,20.260000,6.040000,12.540000,70.430000,57.670000,0.000000,0.000000,53.130000,24.150000,36.014822,13,0,80,115,80,32.17,32.17,38.33,36,38.34,32.16,27.79,14.04,23,70.18,15,20.09,55,31,0

33,08:00-08:15,24.150000,5.340000,24.150000,48.300000,5.200000,6.610000,273.140000,0.000000,3.860000,31.290000,96.600000,5.900000,48.300000,38.640000,48.300000,24.150000,21.780000,24.150000,20.260000,0.000000,67.620000,5.200000,20.260000,5.900000,12.360000,70.430000,57.670000,0.000000,0.000000,53.130000,24.150000,42.228304,13,0,80,115,80,32.33,32.33,38.33,36.66,38.34,32.34,28.33,16.13,27.9,80.68,18,22,65.1,37,0

34,08:15-08:30,24.150000,6.420000,24.150000,48.300000,6.260000,6.610000,273.140000,0.000000,3.860000,31.290000,96.600000,5.900000,48.300000,38.640000,48.300000,24.150000,21.780000,24.150000,20.260000,0.000000,67.620000,6.260000,20.260000,5.900000,12.360000,70.430000,57.670000,0.000000,0.000000,53.130000,24.150000,48.714478,13,0,80,115,80,32.83,32.83,38.33,37.66,38.34,32.84,33.33,19.28,33.6,96.38,22,25,78.4,43,0

35,08:30-08:45,24.150000,7.430000,24.150000,48.300000,7.250000,6.610000,273.140000,0.000000,3.860000,31.290000,96.600000,5.900000,48.300000,38.640000,48.300000,24.150000,21.780000,24.150000,20.260000,0.000000,67.620000,7.250000,20.260000,5.900000,12.360000,70.430000,57.670000,0.000000,0.000000,53.130000,24.150000,55.356476,13,0,80,115,80,32.83,32.83,38.33,38.34,38.34,32.84,41.67,22.32,39.9,111.62,25,27,93.1,50,0

36,08:45:09:00,24.150000,8.390000,24.150000,48.300000,8.190000,6.610000,273.140000,0.000000,3.860000,31.290000,96.600000,5.900000,48.300000,38.640000,48.300000,24.150000,21.780000,24.150000,20.260000,0.000000,67.620000,8.190000,20.260000,5.900000,12.360000,70.430000,57.670000,0.000000,0.000000,53.130000,24.150000,62.095864,13,0,80,115,80,33,33,38.33,38.34,38.34,33,48.33,25.23,46.5,126.15,28,30,108.5,57,0

37,09:00:09:15,24.150000,9.340000,0.000000,0.000000,9.110000,6.610000,231.840000,0.000000,3.860000,30.780000,96.600000,5.900000,48.300000,0.000000,0.000000,24.150000,21.780000,24.150000,20.260000,0.000000,67.620000,9.110000,20.260000,5.900000,12.270000,66.270000,57.670000,0.000000,0.000000,0.000000,24.150000,68.75734,13,0,80,115,80,33,33,38.33,38.34,38.34,33,55,24.25,49.2,121.28,27,32,114.8,55,0

38,09:15-09:30,24.150000,10.220000,0.000000,0.000000,9.970000,6.610000,193.200000,0.000000,3.860000,30.780000,96.600000,5.900000,48.300000,0.000000,0.000000,24.150000,21.780000,24.150000,20.260000,0.000000,67.620000,9.970000,20.260000,5.900000,12.270000,66.270000,57.670000,0.000000,0.000000,0.000000,24.150000,74.970822,13,0,80,115,80,33,33,38.33,38.34,38.34,33,61.67,27.5,53.4,137.5,29,34,124.6,61,0

39,09:30-09:45,24.150000,8.080000,0.000000,0.000000,7.890000,6.610000,150.220000,0.000000,3.860000,31.290000,96.600000,5.900000,48.300000,0.000000,0.000000,24.150000,21.780000,24.150000,20.260000,0.000000,67.620000,7.890000,20.260000,5.900000,12.270000,70.430000,57.670000,0.000000,0.000000,0.000000,24.150000,80.122753,25.61,0,80,115,80,33,33,38.33,38.34,38.34,33,58.33,30.83,58.2,154.17,30,38,135.8,64,0

40,09:45-10:00,24.150000,9.030000,0.000000,0.000000,8.810000,6.610000,150.220000,0.000000,3.860000,31.290000,96.600000,5.900000,48.300000,0.000000,0.000000,24.150000,21.780000,24.150000,20.260000,0.000000,67.620000,8.810000,20.260000,5.900000,12.270000,70.430000,57.670000,0.000000,0.000000,0.000000,24.150000,85.001992,26.81,0,80,115,80,33,33,38.33,38.34,38.34,33,62.33,33.33,70.5,166.67,32,36,164.5,68,0

41,10:00-10:15,24.150000,10.170000,0.000000,0.000000,9.920000,6.530000,150.220000,0.000000,3.860000,29.270000,96.600000,5.900000,48.300000,0.000000,0.000000,0.000000,21.780000,0.000000,20.260000,0.000000,0.000000,9.920000,20.260000,5.760000,12.170000,70.430000,57.670000,0.000000,0.000000,0.000000,0.000000,89.50141,29.42,0,80,115,80,33,33,38.33,38.34,38.34,33,66.67,35,64,175,32,38,151,68,0

42,10:15-10:30,24.150000,11.120000,0.000000,0.000000,10.850000,6.530000,150.220000,0.000000,3.860000,31.290000,96.600000,5.900000,48.300000,0.000000,0.000000,0.000000,21.780000,0.000000,20.260000,0.000000,0.000000,10.850000,20.260000,5.760000,12.170000,70.430000,57.670000,0.000000,0.000000,0.000000,0.000000,93.611268,31.02,0,80,115,80,33,33,38.33,38.34,38.34,33,73.33,37.52,68,187.62,35,44,160,73,0

43,10:30-10:45,24.150000,7.540000,0.000000,0.000000,7.360000,6.530000,150.220000,0.000000,3.860000,31.290000,96.600000,5.900000,48.300000,0.000000,0.000000,0.000000,21.780000,0.000000,20.260000,0.000000,0.000000,7.360000,20.260000,5.760000,12.170000,66.270000,57.670000,0.000000,0.000000,0.000000,0.000000,96.143408,31.02,0,80,115,80,33,33,38.33,38.34,38.34,33,78.33,39.25,69,196.23,36,40,161,74,0

44,10:45-11:00,24.150000,8.530000,0.000000,0.000000,8.320000,6.530000,150.220000,0.000000,3.860000,31.290000,96.600000,5.900000,48.300000,0.000000,0.000000,0.000000,21.780000,0.000000,20.260000,0.000000,0.000000,8.320000,20.260000,5.760000,12.170000,66.270000,57.670000,0.000000,0.000000,0.000000,0.000000,101.353773,31.62,0,80,115,80,33,33,38.33,38.34,38.34,33,81.67,42.5,72,212.5,38,41,168,80,0

45,11:00-11:15,24.150000,9.500000,0.000000,0.000000,9.270000,6.530000,150.220000,0.000000,3.860000,31.290000,96.600000,5.900000,48.300000,0.000000,0.000000,0.000000,21.780000,0.000000,20.260000,0.000000,0.000000,9.270000,20.260000,5.570000,12.170000,66.270000,57.670000,0.000000,0.000000,0.000000,0.000000,105.57076,37.61,0,80,115,80,33,33,38.33,38.34,38.34,33,82.59,44.17,76,220.83,37,38,179,78,0

46,11:15-11:30,24.150000,10.490000,0.000000,0.000000,10.230000,6.530000,150.220000,0.000000,3.860000,31.290000,96.600000,5.900000,48.300000,0.000000,0.000000,0.000000,21.780000,0.000000,20.260000,0.000000,0.000000,10.230000,20.260000,5.570000,12.170000,66.270000,57.670000,0.000000,0.000000,0.000000,0.000000,109.037844,38.61,0,80,115,80,33,33,38.33,38.34,38.34,33,82.56,44.17,76,220.83,39,38,179,81,0

47,11:30-11:45,24.150000,11.460000,0.000000,0.000000,11.180000,6.530000,150.220000,0.000000,12.310000,31.290000,96.600000,5.900000,48.300000,0.000000,0.000000,0.000000,21.780000,0.000000,20.260000,0.000000,0.000000,11.180000,20.260000,5.570000,12.170000,66.270000,57.670000,0.000000,0.000000,0.000000,0.000000,109.95331,39.41,0,80,115,80,33,33,38.33,38.34,38.34,33,82.63,44.17,76,220.83,40,42,179,85,0

48,11:45-12:00,24.150000,12.440000,0.000000,0.000000,12.140000,6.530000,150.220000,0.000000,12.310000,31.290000,96.600000,5.900000,48.300000,0.000000,0.000000,0.000000,21.780000,0.000000,20.260000,0.000000,0.000000,12.140000,20.260000,5.570000,12.170000,66.270000,57.670000,0.000000,0.000000,0.000000,0.000000,110.518172,40.01,0,80,115,80,33,33,38.33,38.34,38.34,33,82.79,44.17,76,220.83,40,42,179,85,0

49,12:00-12:15,24.150000,13.050000,0.000000,0.000000,12.730000,6.530000,150.220000,0.000000,12.310000,31.290000,96.600000,5.900000,48.300000,0.000000,0.000000,0.000000,21.780000,0.000000,20.260000,0.000000,0.000000,12.730000,20.260000,5.570000,12.080000,66.270000,57.670000,0.000000,0.000000,0.000000,0.000000,105.833713,43.01,0,66.67,95,66.67,33,33,31.67,30,31.66,33,66.67,44.17,76,220.83,39,38,179,81,0

50,12:15-12:30,24.150000,13.290000,0.000000,0.000000,12.970000,6.530000,150.220000,0.000000,12.310000,31.290000,96.600000,5.900000,48.300000,0.000000,0.000000,0.000000,21.780000,0.000000,20.260000,0.000000,0.000000,12.970000,20.260000,5.570000,12.080000,66.270000,57.670000,0.000000,0.000000,0.000000,0.000000,107.343258,43.01,0,68.33,96.5,68.33,33,33,32.17,30,32.16,33,70,44.17,76,220.83,40,39,179,85,0

51,12:30-12:45,24.150000,14.730000,0.000000,0.000000,14.370000,6.530000,150.220000,0.000000,12.310000,31.290000,96.600000,5.900000,48.300000,0.000000,0.000000,0.000000,21.780000,0.000000,20.260000,0.000000,0.000000,14.370000,20.260000,5.570000,12.080000,66.270000,57.670000,0.000000,0.000000,0.000000,0.000000,107.859425,43.01,0,69.33,97.5,69.33,33,33,32.5,30,32.5,33,73.33,44.17,76,220.83,40,30,179,85,0

