Block,Time,BSIUL,DADRT2,KGSU1AND2,KISHANGANGA,KOLDAM,NLCIIST2,NTPL,TEHRIPSP,UNCHAHAR2,UNCHAHAR4,URI,DULHASTI,KHSTPP-I,NNTPP,RAPPD,RIHAND2,RSTPSU1TO6,SIMHST1,TALA,TANDA2,URI2,ANTA_LF,AURY_LF,AURY_RF,DADRI_CRF,KGSU3AND4,KKNP,KUDGI,NLCIIST1,UNCHAHAR1,ANTA_CRF,ANTA_RF,CHAMERA2,CHAMERA3,JHAJJAR,NAPP,NJPC,NLCTS2EXP,SALAL,UNCHAHAR3,ANTA_GF,AURY_GF,DADRI_GF,DADRI_LF,CHAMERA1,RAMPUR,RIHAND3,TANAKPUR,AURY_CRF,FSTPP I & II,KOTESHWR,NLCEXP,PARBATI2,RIHAND1,TALST2,TEHRI,VALLURNTECL,DADRI_RF,BRBCL,KHSTPP-II,KKNPPU2,RAPPB,RAPPC,RSTPSU7,SASAN,SEWA2,SIMHST2,DHAULIGNGA,MAPS,PARBATI3,SINGRAULI,SINGRAULI_HYDRO,TelanganaSTPP
13,03:00-03:15,13.04,550.85,0,8.71,10.65,0,0,0,45.62,3.98,51.34,58.79,45.83,0,25.54,126.8,0,0,12.35,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,49.95,48.9,35.09,458.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,92.37,8.33,0,20.8,10.44,0,58.05,99.81,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,21.92,0,76.85,153.28,1.17,0

14,03:15-03:30,13.04,550.85,0,8.71,10.65,0,0,0,45.62,3.98,51.34,58.79,45.83,0,25.54,126.8,0,0,12.35,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,49.95,48.9,35.09,458.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,92.37,8.33,0,20.8,10.44,0,58.05,99.81,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,21.92,0,76.85,153.28,1.17,0

15,03:30-03:45,13.04,550.85,0,8.71,10.65,0,0,0,45.62,3.98,51.34,58.79,45.83,0,25.54,126.8,0,0,12.35,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,49.95,48.9,35.09,458.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,92.37,8.33,0,20.8,10.44,0,58.05,99.81,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,21.92,0,76.85,153.28,1.17,0

16,03:45-04:00,13.04,550.85,0,8.71,10.65,0,0,0,45.62,3.98,51.34,58.79,45.83,0,25.54,126.8,0,0,12.35,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,49.95,48.9,35.09,458.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,92.37,8.33,0,20.8,10.44,0,58.05,99.81,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,21.92,0,76.85,153.28,1.17,0

17,04:00-04:15,13.04,550.85,0,8.71,10.65,0,0,0,45.62,3.98,51.34,58.79,45.83,0,25.54,126.8,0,0,12.35,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,49.95,48.9,35.09,458.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,92.37,8.33,0,20.8,10.44,0,58.05,99.81,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,21.92,0,76.85,153.28,1.17,0

18,04:15-04:30,13.04,550.85,0,8.71,10.65,0,0,0,45.62,3.98,51.34,58.79,45.83,0,25.54,126.8,0,0,12.35,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,49.95,48.9,35.09,458.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,92.37,8.33,0,20.8,10.44,0,58.05,99.81,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,21.92,0,69.16,153.28,1.17,0

19,04:30-04:45,13.04,550.85,0,8.71,10.65,0,0,0,45.62,3.98,51.34,58.79,45.83,0,25.54,126.8,0,0,14.7,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,49.3,48.9,35.09,670.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,92.37,8.33,0,20.8,10.44,0,58.05,99.81,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,21.92,0,69.16,153.28,1.17,0

20,04:45-05:00,13.04,550.85,0,8.71,10.65,0,0,0,45.62,3.98,51.34,58.79,45.83,0,25.54,126.8,0,0,14.7,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,49.3,48.9,35.09,670.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,92.37,8.33,0,20.8,10.44,0,58.05,99.81,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,21.92,0,69.16,153.28,1.17,0

21,05:00-05:15,13.04,690.85,0,8.71,10.65,0,0,0,45.62,3.98,51.34,58.79,45.83,0,25.54,126.8,0,0,14.7,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,49.3,48.9,35.09,670.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,132.37,8.33,0,20.8,10.44,0,58.05,99.81,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,21.92,0,73.77,153.28,1.17,0

22,05:15-05:30,13.04,690.85,0,8.71,10.65,0,0,0,45.62,3.98,51.34,58.79,45.83,0,25.54,126.8,0,0,14.7,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,49.3,48.9,35.09,670.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,132.37,8.33,0,20.8,10.44,0,58.05,99.81,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,21.92,0,73.77,153.28,1.17,0

23,05:30-05:45,13.04,690.85,0,8.71,10.65,0,0,0,45.62,3.98,51.34,58.79,45.83,0,25.54,126.8,0,0,14.7,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,49.3,48.9,35.09,670.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,132.37,8.33,0,20.8,10.44,0,58.05,99.81,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,21.92,0,76.85,153.28,1.17,0

24,05:45-06:00,13.04,690.85,0,8.71,10.65,0,0,0,45.62,3.98,51.34,58.79,45.83,0,25.54,126.8,0,0,14.7,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,49.3,48.9,35.09,670.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,132.37,8.33,0,20.8,10.44,0,58.05,99.81,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,21.92,0,76.85,153.28,1.17,0

25,06:00-06:15,13.04,690.85,0,8.71,10.65,0,0,0,45.62,3.98,51.34,58.79,45.83,0,25.54,126.8,0,0,14.7,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,49.3,48.9,35.09,670.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,132.37,8.33,0,20.8,10.44,0,58.05,99.81,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,21.92,0,76.85,153.28,1.17,0

26,06:15-06:30,13.04,690.85,0,8.71,10.65,0,0,0,45.62,3.98,51.34,58.79,45.83,0,25.54,126.8,0,0,14.7,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,49.3,48.9,35.09,670.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,132.37,8.33,0,20.8,10.44,0,58.05,99.81,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,21.92,0,76.85,153.28,1.17,0

27,06:30-06:45,13.04,690.85,0,8.71,10.65,0,0,0,45.62,3.98,51.34,58.79,45.83,0,25.54,126.8,0,0,15.58,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,49.3,48.9,35.09,670.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,132.37,8.33,0,20.8,10.44,0,58.05,99.81,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,32.89,0,78.39,153.28,1.17,0

28,06:45-07:00,13.04,690.85,0,8.71,10.65,0,0,0,45.62,3.98,51.34,58.79,45.83,0,25.54,126.8,0,0,15.58,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,48.91,48.9,35.09,670.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,132.37,8.33,0,20.8,10.44,0,58.05,99.81,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,32.89,0,78.39,153.28,1.17,0

29,07:00-07:15,13.04,690.85,0,8.71,10.65,0,0,0,45.62,3.98,51.34,58.79,45.83,0,25.54,126.8,0,0,17.93,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,48.91,48.9,35.09,670.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,132.37,7.05,0,20.8,10.44,0,58.05,99.81,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,43.85,0,78.39,153.28,1.17,0

30,07:15-07:30,13.04,690.85,0,8.71,10.65,0,0,0,45.62,3.98,51.34,58.79,45.83,0,25.54,126.8,0,0,17.93,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,48.91,48.9,35.09,670.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,132.37,7.05,0,20.8,10.44,0,58.05,99.81,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,43.85,0,78.39,153.28,1.17,0

31,07:30-07:45,19.56,690.85,0,8.71,10.65,0,0,0,45.62,3.98,51.34,58.79,45.83,0,25.54,126.8,0,0,17.93,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,48.91,48.9,35.09,670.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,132.37,7.05,0,20.8,10.44,0,58.05,99.81,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,43.85,0,78.39,153.28,1.17,0

32,07:45-08:00,19.56,690.85,0,8.71,10.65,0,0,0,45.62,3.98,51.34,58.79,45.83,0,25.54,126.8,0,0,17.93,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,48.91,48.9,35.09,670.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,132.37,7.05,0,20.8,10.44,0,58.05,99.81,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,43.85,0,78.39,153.28,1.17,0

33,08:00-08:15,19.56,690.85,0,8.71,10.65,0,0,0,45.62,3.98,51.34,58.79,45.83,0,25.54,126.8,0,0,17.93,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,48.91,48.9,35.09,670.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,132.37,5.76,0,20.8,10.44,0,58.05,99.81,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,43.85,0,78.39,153.28,1.17,0

34,08:15-08:30,19.56,690.85,0,8.71,10.65,0,0,0,45.62,3.98,51.34,58.79,45.83,0,25.54,126.8,0,0,17.93,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,48.91,48.9,35.09,530.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,132.37,5.76,0,20.8,10.44,0,58.05,99.81,0,19.79,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,43.85,0,78.39,153.28,1.17,0

35,08:30-08:45,19.56,690.85,0,8.71,10.65,0,0,0,45.62,3.98,51.34,58.79,45.83,0,25.54,126.8,0,0,17.93,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,49.43,48.9,35.09,530.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,132.37,5.76,0,20.8,10.44,0,58.05,99.81,0,9.89,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,43.85,0,78.39,153.28,1.17,0

36,08:45-09:00,19.56,690.85,0,8.71,10.65,0,0,0,45.62,3.98,51.34,58.79,45.83,0,25.54,126.8,0,0,17.93,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,49.3,48.9,35.09,530.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,132.37,5.76,0,20.8,10.44,0,58.05,99.81,0,0,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,43.85,0,78.39,153.28,1.17,0

37,09:00-09:15,19.56,690.85,0,8.71,10.65,0,0,0,45.62,3.98,51.34,58.79,45.83,0,25.54,126.8,0,0,17.93,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,49.04,48.9,35.09,530.85,24.89,181.16,0,83.08,27.99,0,0,0,0,28.1,7.04,132.37,5.76,0,20.8,10.44,0,58.05,99.81,0,0,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,43.85,0,78.39,153.28,1.17,0

38,09:15-09:30,13.04,690.85,0,8.71,10.65,0,0,0,45.62,3.98,51.34,58.79,45.83,0,25.54,126.8,0,0,17.93,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,48.77,48.9,35.09,470.85,24.89,181.16,0,83.08,27.99,0,0,0,0,28.1,7.04,132.37,5.76,0,20.8,10.44,0,58.05,99.81,0,0,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,32.89,0,78.39,153.28,1.17,0

39,09:30-09:45,13.04,690.85,0,8.71,10.65,0,0,0,45.62,3.98,51.34,58.79,45.83,0,25.54,126.8,0,0,17.93,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,48.64,48.9,35.09,470.85,24.89,181.16,0,83.08,27.99,0,0,0,0,28.1,7.04,132.37,5.76,0,20.8,10.44,0,58.05,99.81,0,0,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,32.89,0,78.39,153.28,1.17,0

40,09:45-10:00,13.04,690.85,0,8.71,10.65,0,0,0,45.62,3.98,51.34,58.79,45.83,0,25.54,126.8,0,0,17.93,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,48.38,48.9,35.09,470.85,24.89,181.16,0,83.08,27.99,0,0,0,0,28.1,7.04,132.37,5.76,0,20.8,10.44,0,58.05,99.81,0,0,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,32.89,0,78.39,153.28,1.17,0

41,10:00-10:15,19.56,690.85,0,8.71,10.65,0,0,0,45.62,3.98,51.34,58.79,45.83,0,25.54,126.8,0,0,17.93,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,48.25,48.9,35.09,470.85,24.89,181.16,0,83.08,27.99,0,0,0,0,28.1,7.04,132.37,5.76,0,20.8,10.44,0,58.05,99.81,0,0,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,32.89,0,78.39,153.28,1.17,0

42,10:15-10:30,19.56,690.85,0,8.71,10.65,0,0,0,45.62,3.98,51.34,58.79,45.83,0,25.54,126.8,0,0,17.93,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,47.99,48.9,35.09,470.85,24.89,181.16,0,83.08,27.99,0,0,0,0,28.1,7.04,132.37,5.76,0,20.8,10.44,0,58.05,99.81,0,0,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,32.89,0,78.39,153.28,1.17,0

43,10:30-10:45,19.56,690.85,0,8.71,10.65,0,0,0,45.62,3.98,51.34,58.79,45.83,0,25.54,126.8,0,0,17.93,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,47.86,48.9,35.09,470.85,24.89,181.16,0,83.08,27.99,0,0,0,0,28.1,7.04,132.37,5.76,0,20.8,10.44,0,58.05,99.81,0,0,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,32.89,0,78.39,153.28,1.17,0

44,10:45-11:00,19.56,690.85,0,8.71,10.65,0,0,0,45.62,3.98,51.34,58.79,45.83,0,25.54,126.8,0,0,17.93,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,47.6,48.9,35.09,470.85,24.89,181.16,0,83.08,27.99,0,0,0,0,28.1,7.04,132.37,5.76,0,20.8,10.44,0,58.05,99.81,0,0,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,32.89,0,78.39,153.28,1.17,0

45,11:00-11:15,19.56,690.85,0,8.71,10.65,0,0,0,45.62,3.98,52.99,58.79,45.83,0,25.54,126.8,0,0,17.93,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,47.32,48.9,35.09,470.85,24.89,181.16,0,83.08,27.99,0,0,0,0,28.1,7.04,132.37,5.76,0,20.8,10.44,0,58.05,99.81,0,0,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,32.89,0,78.39,153.28,1.17,0

46,11:15-11:30,19.56,690.85,0,8.71,10.65,0,0,0,45.62,3.98,52.99,58.79,45.83,0,25.54,126.8,0,0,17.93,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,47.32,48.9,35.09,470.85,24.89,181.16,0,83.08,27.99,0,0,0,0,28.1,7.04,132.37,5.76,0,20.8,10.44,0,58.05,99.81,0,0,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,32.89,0,78.39,153.28,1.17,0

47,11:30-11:45,19.56,690.85,0,8.71,10.65,0,0,0,45.62,3.98,52.99,58.79,45.83,0,25.54,126.8,0,0,17.93,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,47.19,48.9,35.09,470.85,24.89,181.16,0,83.08,27.99,0,0,0,0,14.05,7.04,132.37,12.04,0,20.8,10.44,0,58.05,99.81,0,0,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,32.89,0,78.39,153.28,1.17,0

48,11:45-12:00,19.56,690.85,0,8.71,10.65,0,0,0,45.62,3.98,52.99,58.79,45.83,0,25.54,126.8,0,0,17.93,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,47.06,48.9,35.09,470.85,24.89,181.16,0,83.08,27.99,0,0,0,0,0,7.04,132.37,12.04,0,20.8,10.44,0,58.05,99.81,0,0,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,32.89,0,78.39,153.28,1.17,0

49,12:00-12:15,19.56,690.85,0,8.71,10.65,0,0,0,45.62,3.98,52.99,58.79,45.83,0,25.54,126.8,0,0,17.93,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,46.93,48.9,35.09,470.85,24.89,181.16,0,83.08,27.99,0,0,0,0,0,7.04,132.37,12.04,0,20.8,10.44,0,58.05,99.81,0,0,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,21.92,0,78.39,153.28,1.17,0

50,12:15-12:30,19.56,690.85,0,8.71,10.65,0,0,0,45.62,3.98,52.99,58.79,45.83,0,25.54,126.8,0,0,17.93,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,46.67,48.9,35.09,470.85,24.89,181.16,0,83.08,27.99,0,0,0,0,0,7.04,132.37,12.04,0,20.8,10.44,0,58.05,99.81,0,0,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,21.92,0,78.39,153.28,1.17,0

51,12:30-12:45,19.56,690.85,0,8.71,10.65,0,0,0,45.62,3.98,52.99,58.79,45.83,0,25.54,126.8,0,0,19.85,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,46.67,48.9,35.09,470.85,24.89,181.16,0,83.08,27.99,0,0,0,0,0,7.04,132.37,7.05,0,20.8,20.88,0,58.05,99.81,0,0,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,21.92,0,78.39,153.28,1.17,0

52,12:45-13:00,19.56,690.85,0,8.71,10.65,0,0,0,45.62,3.98,52.99,58.79,45.83,0,25.54,126.8,0,0,19.85,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,46.54,48.9,35.09,470.85,24.89,181.16,0,83.08,27.99,0,0,0,0,0,7.04,132.37,7.05,0,20.8,20.88,0,58.05,99.81,0,0,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,21.92,0,78.39,153.28,1.17,0

53,13:00-13:15,19.56,690.85,0,8.71,10.65,0,0,0,45.62,3.98,52.99,58.79,45.83,0,25.54,126.8,0,0,20.72,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,46.54,48.9,35.09,470.85,24.89,181.16,0,83.08,27.99,0,0,0,0,0,7.04,132.37,12.04,0,20.8,20.88,0,58.05,99.81,0,0,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,21.92,0,78.39,153.28,1.17,0

